word	Turkish-tr	emotion	emotion-intensity-score
complement	Tamamlayıcı	trust	0.570
corroboration	teyit	trust	0.570
immaculate	tertemiz	trust	0.570
relative	bağıl	trust	0.570
apostle	havari	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	bağlayıcı	trust	0.570
insure	sigortalamak	trust	0.570
plausible	akla yakın	trust	0.570
consult	danışmak	trust	0.570
modest	mütevazi	trust	0.570
measured	ölçülü	trust	0.570
pilot	pilot	trust	0.570
collaborator	işbirlikçi	trust	0.570
advise	öğüt vermek	trust	0.570
cuddle	sarılmak	trust	0.570
ordinance	yönetmelik	trust	0.570
compass	pusula	trust	0.570
guide	kılavuz	trust	0.570
everlasting	ölümsüz	trust	0.570
adhering	kalarak	trust	0.570
determinate	belirli	trust	0.570
heavenly	göksel	trust	0.570
principal	asıl	trust	0.570
abundance	bolluk	trust	0.570
matron	başhemşire	trust	0.570
unequivocal	açık	trust	0.570
volunteers	gönüllüler	trust	0.570
pedigree	safkan	trust	0.570
unquestionably	tartışmasız	trust	0.570
pertinent	ilgili	trust	0.562
devout	dindar	trust	0.562
curable	iyileştirilebilir	trust	0.562
insight	Içgörü	trust	0.562
congregation	cemaat	trust	0.562
admit	Kabul et	trust	0.562
pleasant	hoş	trust	0.562
vigorous	kuvvetli	trust	0.562
fort	kale	trust	0.562
remarkable	dikkat çekici	trust	0.562
content	içerik	trust	0.562
spotless	lekesiz	trust	0.562
uplift	iyileştirme	trust	0.562
compensate	karşılamak	trust	0.562
lovemaking	sevişmek	trust	0.562
jury	jüri	trust	0.562
jurist	hukukçu	trust	0.562
soothing	yatıştırıcı	trust	0.562
ordination	koordinasyon	trust	0.562
cohesion	birleşme	trust	0.562
frankness	açık sözlülük	trust	0.562
strong	kuvvetli	trust	0.562
miracle	mucize	trust	0.562
concordance	uyum	trust	0.562
applaud	alkışlamak	trust	0.562
prize	ödül	trust	0.562
apostolic	havariler ile ilgili	trust	0.562
succeeding	başarılı	trust	0.562
vitality	dirilik	trust	0.562
treasurer	veznedar	trust	0.562
save	kayıt etmek	trust	0.562
earn	kazanmak	trust	0.562
midwife	ebe	trust	0.555
discretion	ihtiyat	trust	0.555
worship	ibadet	trust	0.555
constant	sabit	trust	0.555
foresight	öngörü	trust	0.555
vote	oy	trust	0.555
cultivate	yetiştirmek	trust	0.555
impartial	tarafsız	trust	0.555
illumination	aydınlatma	trust	0.555
ambulance	ambulans	trust	0.555
privacy	gizlilik	trust	0.555
succeed	başarılı olmak	trust	0.555
providing	sağlama	trust	0.555
veteran	emektar	trust	0.555
patience	sabır	trust	0.555
prophet	peygamber	trust	0.555
coach	Koç	trust	0.555
intuition	sezgi	trust	0.555
reconciliation	mutabakat	trust	0.555
defender	savunma oyuncusu	trust	0.555
coalesce	kaynaşmak	trust	0.555
mediate	aracılık etmek	trust	0.555
precedence	öncelik	trust	0.555
congruence	ahenk	trust	0.555
buddy	arkadaş	trust	0.555
reunion	birleşme	trust	0.555
restorative	canlandırıcı	trust	0.555
destined	kaderinde	trust	0.555
physicist	fizikçi	trust	0.555
influential	etkili	trust	0.555
exalt	heyecanlandırmak	trust	0.555
greatness	büyüklük	trust	0.555
inclusion	içerme	trust	0.555
auditor	denetçi	trust	0.555
meditate	düşünmek	trust	0.555
betrothed	nişanlı	trust	0.555
proud	gururlu	trust	0.547
provide	sağlamak	trust	0.547
conciliation	uzlaştırma	trust	0.547
ancestral	atalardan kalma	trust	0.547
liberty	özgürlük	trust	0.547
durable	dayanıklı	trust	0.547
impenetrable	anlaşılmaz	trust	0.547
prudent	ihtiyatlı	trust	0.547
invocation	yakarma	trust	0.547
engaging	çekici	trust	0.547
statement	Beyan	trust	0.547
rejoice	sevinmek	trust	0.547
cheer	tezahürat	trust	0.547
eyewitness	görgü tanığı	trust	0.547
prevalent	yaygın	trust	0.547
securities	senetler	trust	0.547
friendly	arkadaş canlısı	trust	0.547
salvation	kurtuluş	trust	0.547
independence	bağımsızlık	trust	0.547
govern	yönetmek	trust	0.547
forgive	affetmek	trust	0.547
commanding	hakim	trust	0.547
convent	manastır	trust	0.547
reinforcement	güçlendirme	trust	0.547
law	kanun	trust	0.547
registry	kayıt	trust	0.547
temperate	ılıman	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	hazır olma	trust	0.547
heritage	miras	trust	0.547
chronicle	kronik	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	topluluk	trust	0.539
institute	enstitü	trust	0.539
applause	alkış	trust	0.539
architecture	mimari	trust	0.539
obvious	açık	trust	0.539
recovery	kurtarma	trust	0.539
inimitable	taklit edilemez	trust	0.539
relevant	uygun	trust	0.539
responsive	duyarlı	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	Talimatlar	trust	0.539
define	tanımlamak	trust	0.539
delightful	hoş	trust	0.539
antidote	panzehir	trust	0.539
admitting	itiraf	trust	0.539
psalms	ilahiler	trust	0.539
stamina	dayanma gücü	trust	0.539
majority	çoğunluk	trust	0.539
inoculation	aşılama	trust	0.539
perfect	mükemmel	trust	0.539
obedience	itaat	trust	0.539
memorable	unutulmaz	trust	0.539
chastity	iffet	trust	0.539
proctor	disiplini sağlamak	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	düzenlilik	trust	0.539
forefathers	Atalarımızın	trust	0.539
immovable	taşınmaz	trust	0.539
eager	istekli	trust	0.539
aspiring	can atan	trust	0.539
obliging	yardımsever	trust	0.539
reinforcements	takviye kuvvetleri	trust	0.539
tantamount	eşit	trust	0.539
exalted	yüce	trust	0.539
hospital	hastane	trust	0.531
retirement	emeklilik	trust	0.531
strive	çabalamak	trust	0.531
edification	terbiye etme	trust	0.531
candid	samimi	trust	0.531
deed	tapu	trust	0.531
school	okul	trust	0.531
cradle	beşik	trust	0.531
transcript	Transcript	trust	0.531
accompaniment	eşlik	trust	0.531
doubtless	kuşkusuz	trust	0.531
rescue	kurtarmak	trust	0.531
seal	mühür	trust	0.531
expedient	uygun	trust	0.531
ballot	oylama	trust	0.531
deliverance	kurtuluş	trust	0.531
heavens	gökler	trust	0.531
fraternal	kardeşçe	trust	0.531
dependent	bağımlı	trust	0.531
answerable	sorumlu	trust	0.531
center	merkez	trust	0.531
analyst	analist	trust	0.531
firstborn	ilk doğan	trust	0.531
bloom	Çiçek açmak	trust	0.531
inseparable	ayrılmaz	trust	0.531
bride	gelin	trust	0.531
evergreen	yaprak dökmeyen	trust	0.531
princely	soylu	trust	0.531
immunization	aşılama	trust	0.531
refuge	sığınak	trust	0.531
verily	doğrusu	trust	0.531
omniscient	her şeyi bilen	trust	0.531
terms	şartlar	trust	0.531
sponsor	sponsor	trust	0.531
approbation	onama	trust	0.527
correctness	doğruluk	trust	0.523
elevation	yükseklik	trust	0.523
neighbor	komşu	trust	0.523
unbroken	kırılmamış	trust	0.523
countenance	Yüz	trust	0.523
hug	sarılmak	trust	0.523
nobility	soyluluk	trust	0.523
paragon	erdem örneği	trust	0.523
coronation	taç giyme	trust	0.523
celebration	kutlama	trust	0.523
graduation	mezuniyet	trust	0.523
commonwealth	ulus	trust	0.523
dictionary	sözlük	trust	0.523
powerful	güçlü	trust	0.523
notable	dikkate değer	trust	0.523
account	hesap	trust	0.523
winning	kazanan	trust	0.523
honeymoon	balayı	trust	0.523
improvement	gelişme iyilesme duzelme ilerleme	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	papaz	trust	0.523
ratify	onaylamak	trust	0.523
connoisseur	uzman	trust	0.523
award	ödül	trust	0.523
taught	öğretilen	trust	0.523
adoration	tapınma	trust	0.523
salutary	sağlıklı	trust	0.523
captivate	cezbetmek	trust	0.523
liberate	kurtarmak	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	defne yaprakları ile süslü	trust	0.523
benedictory	benedictory	trust	0.523
feeling	duygu	trust	0.518
freely	serbestçe	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amin	trust	0.516
reverie	hülya	trust	0.516
organization	organizasyon	trust	0.516
framework	iskelet	trust	0.516
sentinel	nöbetçi	trust	0.516
advent	gelişi	trust	0.516
inform	bilgi vermek	trust	0.516
committee	Kurul	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	fikirli	trust	0.516
obstetrician	doğum uzmanı	trust	0.516
enchanted	büyülü	trust	0.516
formative	biçimlendirici	trust	0.516
tribunal	mahkeme	trust	0.516
association	birleşme	trust	0.516
remedy	çare	trust	0.516
credit	kredi	trust	0.516
nobleman	asilzade	trust	0.516
predominant	baskın	trust	0.516
measure	ölçmek	trust	0.516
perpetuity	ömür boyu gelir	trust	0.516
fully	tamamen	trust	0.516
deserve	hak etmek	trust	0.516
tender	hassas	trust	0.516
pray	dua etmek	trust	0.516
confession	itiraf	trust	0.516
management	yönetim	trust	0.516
volunteer	gönüllü	trust	0.509
instruct	öğretmek	trust	0.508
virgin	bakire	trust	0.508
constable	polis memuru	trust	0.508
reward	ödül	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	rahip	trust	0.508
policy	politika	trust	0.508
confessional	itiraf ile ilgili	trust	0.508
savor	lezzet	trust	0.508
custodian	bekçi	trust	0.508
vouch	kefil olmak	trust	0.508
tolerance	hata payı	trust	0.508
unsurpassed	eşsiz	trust	0.508
venerable	saygıdeğer	trust	0.508
forgiving	bağışlayıcı	trust	0.508
intact	bozulmamış	trust	0.508
diversity	çeşitlilik	trust	0.508
accolade	rabıta	trust	0.508
philosopher	filozof	trust	0.508
lieutenant	teğmen	trust	0.508
shepherd	çoban	trust	0.508
courtship	kur	trust	0.508
sovereign	egemen	trust	0.508
medical	tıbbi	trust	0.508
housewife	ev hanımı	trust	0.508
automatic	otomatik	trust	0.508
patronage	himaye	trust	0.508
enable	etkinleştirme	trust	0.508
admissible	kabul edilebilir	trust	0.508
beautification	güzelleştirme	trust	0.508
synchronize	senkronize etmek	trust	0.500
info	bilgi	trust	0.500
pontiff	papa	trust	0.500
retain	tutmak	trust	0.500
warden	bekçi	trust	0.500
majesty	majeste	trust	0.500
infallibility	şaşmazlık	trust	0.500
guru	guru	trust	0.500
apologetic	özür dileyen	trust	0.500
darling	sevgilim	trust	0.500
doctrine	doktrin	trust	0.500
related	ilgili	trust	0.500
treasure	hazine	trust	0.500
infinity	sonsuzluk	trust	0.500
romantic	romantik	trust	0.500
optimist	iyimser	trust	0.500
timing	zamanlama	trust	0.500
undying	ölümsüz	trust	0.500
personal	kişisel	trust	0.500
gateway	geçit	trust	0.500
instruction	talimat	trust	0.500
backer	sponsor	trust	0.500
watchful	tetikte	trust	0.500
badge	rozet	trust	0.500
birth	doğum	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	dindar	trust	0.500
indelible	silinmez	trust	0.500
superman	Süpermen	trust	0.500
guard	bekçi	trust	0.500
vindication	intikam	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	canlı	trust	0.500
constitute	oluşturmak	trust	0.492
jubilant	sevinçli	trust	0.492
endow	bağışlamak	trust	0.492
improve	iyileştirmek	trust	0.492
contributor	iştirakçi	trust	0.492
formality	formalite	trust	0.492
salute	selam	trust	0.492
inevitable	kaçınılmaz	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	hakem	trust	0.492
grow	büyümek	trust	0.492
fellow	adam	trust	0.492
popularity	popülerlik	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	sözcü	trust	0.492
synonymous	eşanlamlı	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kilise	trust	0.492
hardy	cesur	trust	0.492
privy	mahrem	trust	0.492
psalm	mezmur	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	cazibe	trust	0.492
grandchildren	torunlar	trust	0.492
elegance	zarafet	trust	0.492
laudatory	övgü dolu	trust	0.492
sheriff	şerif	trust	0.492
radiance	ışıma	trust	0.492
harbor	liman	trust	0.492
aspire	çok istemek	trust	0.492
musical	müzikal	trust	0.492
chairman	başkan	trust	0.492
moderator	arabulucu	trust	0.492
laudation	övme	trust	0.484
clean	temiz	trust	0.484
arbiter	söz sahibi	trust	0.484
crowning	parlak	trust	0.484
depth	derinlik	trust	0.484
forecast	tahmin	trust	0.484
colonel	albay	trust	0.484
hire	kiralama	trust	0.484
found	bulunan	trust	0.484
armor	zırh	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favori	trust	0.484
voucher	fiş	trust	0.484
affection	sevgi	trust	0.484
path	yol	trust	0.484
referee	hakem	trust	0.484
police	polis	trust	0.484
countryman	taşralı	trust	0.484
romance	romantik	trust	0.484
diagnosis	Teşhis	trust	0.484
concord	uyum	trust	0.484
enjoy	keyfini çıkarın	trust	0.484
ranger	korucu	trust	0.484
confess	itiraf etmek	trust	0.484
income	Gelir	trust	0.484
assembly	montaj	trust	0.484
sweet	tatlı	trust	0.484
like	sevmek	trust	0.484
apologize	özür dilemek	trust	0.477
sermon	vaaz	trust	0.477
pastor	papaz	trust	0.477
matter	madde	trust	0.477
glory	şan	trust	0.477
lamb	Kuzu	trust	0.477
lover	sevgili	trust	0.477
putative	varsayılan	trust	0.477
expect	beklemek	trust	0.477
purely	yalnızca	trust	0.477
follow	takip et	trust	0.477
parliament	parlamento	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	kreş	trust	0.477
episcopal	piskoposlar ile ilgili	trust	0.477
veracity	gerçeklik	trust	0.477
mathematical	matematiksel	trust	0.477
frank	dürüst	trust	0.477
policeman	polis	trust	0.477
word	sözcük	trust	0.477
consul	konsolos	trust	0.477
landmark	işaret	trust	0.477
calculator	hesap makinesi	trust	0.477
sterling	som	trust	0.477
signature	imza	trust	0.477
votive	adak olarak verilen	trust	0.477
preponderance	baskınlık	trust	0.477
sacrifice	kurban	trust	0.477
underwrite	imzalamak	trust	0.469
bridesmaid	nedime	trust	0.469
commission	komisyon	trust	0.469
passion	tutku	trust	0.469
prefer	tercih etmek	trust	0.469
recruits	acemi	trust	0.469
cashier	kasiyer	trust	0.469
judicious	akıllıca	trust	0.469
immerse	batırmak	trust	0.469
uncritical	eleştirmeyen	trust	0.469
effective	etkili	trust	0.469
dove	güvercin	trust	0.469
tutelage	vesayet	trust	0.469
associate	ortak	trust	0.469
flagship	amiral gemisi	trust	0.469
religion	din	trust	0.469
gain	kazanç	trust	0.469
instructor	eğitmen	trust	0.469
judgment	yargı	trust	0.469
title	Başlık	trust	0.469
regal	muhteşem	trust	0.469
author	yazar	trust	0.469
top	üst	trust	0.469
tribune	tribün	trust	0.469
eagerness	şevk	trust	0.469
marshal	mareşal	trust	0.469
mighty	güçlü	trust	0.469
intended	istenilen	trust	0.469
capacity	kapasite	trust	0.469
vicar	mahalle papazı	trust	0.469
partake	katılmak	trust	0.461
commerce	ticaret	trust	0.461
magnetic	manyetik	trust	0.461
medal	madalya	trust	0.461
courier	kurye	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	kaydetmek	trust	0.461
necessarily	zorunlu olarak	trust	0.461
lesson	ders	trust	0.461
custody	gözaltı	trust	0.461
moorings	şamandıra	trust	0.461
fortress	kale	trust	0.461
aunt	teyze	trust	0.461
bank	banka	trust	0.461
theological	ilâhiyat	trust	0.461
manage	yönetmek	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	Ticaret	trust	0.461
lifestyle	yaşam tarzı	trust	0.461
consecration	kutsama	trust	0.461
admitted	kabul edilmiş	trust	0.461
crucial	çok önemli	trust	0.461
cautious	ihtiyatlı	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	rahiplik	trust	0.461
attendant	görevli	trust	0.461
oblige	mecbur etmek	trust	0.461
patriarchal	ataerkil	trust	0.461
kitten	kedi yavrusu	trust	0.461
cathedral	katedral	trust	0.455
eagle	kartal	trust	0.453
puppy	köpek yavrusu	trust	0.453
present	mevcut	trust	0.453
perceive	algılamak	trust	0.453
foresee	önceden görmek	trust	0.453
governor	Vali	trust	0.453
synergistic	sinerjistik	trust	0.453
commonplace	sıradan	trust	0.453
exchange	değiş tokuş	trust	0.453
journeyman	usta	trust	0.453
laud	övme	trust	0.453
chairwoman	kadın başkan	trust	0.453
encomium	kaside	trust	0.453
strategist	stratejist	trust	0.453
dawn	şafak	trust	0.453
excited	heyecanlı	trust	0.453
finally	en sonunda	trust	0.453
level	seviye	trust	0.453
chart	grafik	trust	0.453
oasis	vaha	trust	0.453
insulation	izolasyon	trust	0.453
president	Devlet Başkanı	trust	0.453
deputy	milletvekili	trust	0.453
orthodoxy	inanç sağlamlığı	trust	0.445
sir	Bayım	trust	0.445
theorem	teorem	trust	0.445
formula	formül	trust	0.445
operation	operasyon	trust	0.445
bridegroom	damat	trust	0.445
lodging	konaklama	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	el kitabı	trust	0.445
impart	vermek	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	tazminat	trust	0.445
negotiate	görüşmek	trust	0.445
magnify	büyütmek	trust	0.445
chancellor	rektör	trust	0.445
crew	mürettebat	trust	0.445
sensual	şehvetli	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	olağan	trust	0.445
asserting	iddia	trust	0.445
chocolate	çikolata	trust	0.445
statistical	istatistiksel	trust	0.445
lord	Kral	trust	0.445
exaltation	yüceltme	trust	0.445
employ	kullanmak	trust	0.445
orchestra	orkestra	trust	0.445
director	yönetmen	trust	0.445
chemist	eczacı	trust	0.445
remains	kalıntılar	trust	0.445
enliven	canlandırmak	trust	0.445
sun	Güneş	trust	0.438
imagination	hayal gücü	trust	0.438
comptroller	sayman	trust	0.438
digit	hane	trust	0.438
cabinet	kabine	trust	0.438
emphasize	vurgu yapmak	trust	0.438
atone	gönül almak	trust	0.438
inauguration	açılış	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	seçkinler	trust	0.438
governess	mürebbiye	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	hakem	trust	0.438
oracle	torpil	trust	0.438
economy	ekonomi	trust	0.438
elect	seçilmiş	trust	0.438
villager	köylü	trust	0.438
fate	kader	trust	0.438
exhaustive	etraflı	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	kâhya	trust	0.438
conformity	uygunluk	trust	0.438
grammar	dilbilgisi	trust	0.430
disclosed	ifşa	trust	0.430
persuade	ikna etmek	trust	0.430
compact	kompakt	trust	0.430
rule	kural	trust	0.430
deacon	diyakoz	trust	0.430
impressionable	kolay etkilenen	trust	0.430
cop	polis	trust	0.430
neutrality	tarafsızlık	trust	0.430
pay	ödeme	trust	0.430
bridal	gelin	trust	0.430
wealth	servet	trust	0.430
base	baz	trust	0.430
errand	ayak işleri	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	dayanıklılık	trust	0.430
estimable	saygıdeğer	trust	0.430
lender	ödünç veren	trust	0.430
sentry	nöbetçi	trust	0.430
invite	Davet et	trust	0.430
circle	daire	trust	0.430
grit	kumtaşı	trust	0.430
elucidate	aydınlatmak	trust	0.430
repay	ödemek	trust	0.430
resources	kaynaklar	trust	0.430
blanket	battaniye	trust	0.430
occupant	oturan	trust	0.430
bequest	miras	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	saymak	trust	0.430
hail	dolu	trust	0.430
playful	şakacı	trust	0.430
simplify	basitleştirmek	trust	0.430
differential	diferansiyel	trust	0.430
utopian	ütopik	trust	0.430
parish	kilise	trust	0.422
sing	şarkı söyle	trust	0.422
dominion	hakimiyet	trust	0.422
dealings	iş ilişkisi	trust	0.422
theocratic	teokratik	trust	0.422
shopkeeper	dükkâncı	trust	0.422
accountant	Muhasebeci	trust	0.422
forum	forum	trust	0.422
fixed	sabit	trust	0.422
eulogize	övmek	trust	0.422
diary	günlük	trust	0.422
intend	niyet etmek	trust	0.422
supplication	yalvarış	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	Çırak	trust	0.422
continue	devam et	trust	0.422
antiseptic	antiseptik	trust	0.422
perennial	uzun ömürlü	trust	0.422
primer	astar boya	trust	0.422
enablement	etkinleştirme	trust	0.422
respite	mühlet	trust	0.422
assignee	vekil	trust	0.422
easiest	NO TRANSLATION	trust	0.422
