word	French-fr	emotion	emotion-intensity-score
encyclopedia	encyclopédie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanctifier	trust	0.672
cohesive	cohésif	trust	0.672
covenant	engagement	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	irréprochable	trust	0.672
safe	sûr	trust	0.672
intelligent	intelligent	trust	0.672
merit	mérite	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	affirmativement	trust	0.664
spiritual	spirituel	trust	0.664
advocate	avocat	trust	0.664
team	équipe	trust	0.664
heroic	héroïque	trust	0.664
communicate	communiquer	trust	0.664
disciple	disciple	trust	0.664
expert	expert	trust	0.664
proficient	compétent	trust	0.664
specialist	spécialiste	trust	0.664
ambassador	ambassadeur	trust	0.664
accept	Acceptez	trust	0.664
attestation	attestation	trust	0.664
supporting	justificatif	trust	0.664
reliance	dépendance	trust	0.664
authority	autorité	trust	0.664
accountability	responsabilité	trust	0.664
guidebook	guide	trust	0.664
fulfillment	accomplissement	trust	0.664
strengthening	renforcement	trust	0.661
familiar	familier	trust	0.656
facts	faits	trust	0.656
achieve	atteindre	trust	0.656
warranty	garantie	trust	0.656
structure	structure	trust	0.656
steadfast	ferme	trust	0.656
favorable	favorable	trust	0.656
counsel	Conseil	trust	0.656
relationship	relation	trust	0.656
scientific	scientifique	trust	0.656
gentleman	gentilhomme	trust	0.656
strength	force	trust	0.656
elder	aîné	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sainteté	trust	0.656
excellent	excellent	trust	0.656
proficiency	compétence	trust	0.656
constancy	constance	trust	0.656
defended	défendu	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	compter	trust	0.648
heroism	héroïsme	trust	0.648
peaceful	paisible	trust	0.648
competency	compétence	trust	0.648
assuredly	assurément	trust	0.648
brother	frère	trust	0.648
counselor	conseiller	trust	0.648
successful	réussi	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protecteur	trust	0.648
saint	Saint	trust	0.648
harmony	harmonie	trust	0.648
matrimony	mariage	trust	0.648
noble	noble	trust	0.648
inspiration	inspiration	trust	0.648
academic	académique	trust	0.648
assist	aider	trust	0.648
agreed	D'accord	trust	0.648
uphold	défendre	trust	0.648
comrade	camarade	trust	0.648
lovable	aimable	trust	0.648
advisable	conseillé	trust	0.648
solidarity	solidarité	trust	0.648
worthy	digne	trust	0.643
durability	durabilité	trust	0.641
coexist	coexister	trust	0.641
assure	assurer	trust	0.641
establish	établir	trust	0.641
benefactor	bienfaiteur	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	de premier plan	trust	0.641
loving	aimant	trust	0.641
teacher	prof	trust	0.641
judiciary	judiciaire	trust	0.641
conscientious	consciencieux	trust	0.641
confidence	confiance	trust	0.641
lawful	légitime	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordonné	trust	0.641
champion	champion	trust	0.641
unity	unité	trust	0.641
legal	légal	trust	0.641
kind	gentil	trust	0.641
credence	foi	trust	0.641
real	réal	trust	0.641
doctor	docteur	trust	0.641
intimate	intime	trust	0.634
hopeful	optimiste	trust	0.633
fortitude	courage	trust	0.633
physician	médecin	trust	0.633
brotherly	fraternel	trust	0.633
aspiration	aspiration	trust	0.633
convincing	convaincant	trust	0.633
sanctification	sanctification	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hommage	trust	0.633
courageous	courageux	trust	0.633
soundness	solidité	trust	0.633
legitimacy	légitimité	trust	0.633
endorse	endosser	trust	0.633
fidelity	fidélité	trust	0.633
bless	bénir	trust	0.633
judicial	judiciaire	trust	0.633
important	important	trust	0.633
saintly	saint	trust	0.633
conscience	conscience	trust	0.633
therapeutic	thérapeutique	trust	0.633
authorize	autoriser	trust	0.633
devotional	dévotionnel	trust	0.633
practiced	exercé	trust	0.633
backbone	colonne vertébrale	trust	0.633
approved	approuvé	trust	0.633
evident	évident	trust	0.625
encourage	encourager	trust	0.625
caretaker	le concierge	trust	0.625
regard	ce qui concerne	trust	0.625
angel	ange	trust	0.625
engaged	engagé	trust	0.625
blessing	bénédiction	trust	0.625
professorship	chaire	trust	0.625
majestic	majestueux	trust	0.625
communication	la communication	trust	0.625
purify	purifier	trust	0.625
authorization	autorisation	trust	0.625
wonderful	formidable	trust	0.625
achievement	réussite	trust	0.625
fireman	pompier	trust	0.625
certify	certifier	trust	0.625
civilized	civilisé	trust	0.625
profound	profond	trust	0.625
accurate	précis	trust	0.625
assured	assuré	trust	0.625
positivity	positivité	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bien	trust	0.617
absolution	absolution	trust	0.617
commend	saluer	trust	0.617
cherish	chérir	trust	0.617
fundamental	fondamental	trust	0.617
advice	Conseil	trust	0.617
objective	objectif	trust	0.617
optimism	optimisme	trust	0.617
testament	testament	trust	0.617
qualities	qualités	trust	0.617
haven	havre	trust	0.617
heroine	héroïne	trust	0.617
constantly	constamment	trust	0.617
appreciation	appréciation	trust	0.617
triumphant	triomphant	trust	0.617
accord	accord	trust	0.617
reassure	rassurer	trust	0.617
truce	trêve	trust	0.617
thoughtful	réfléchi	trust	0.617
teach	apprendre	trust	0.617
god	Dieu	trust	0.617
corroborate	corroborer	trust	0.617
believer	croyant	trust	0.617
unimpeachable	irréprochable	trust	0.617
surety	caution	trust	0.617
attentive	attentif	trust	0.617
gospel	gospel	trust	0.617
bedrock	substrat rocheux	trust	0.617
approvement	approbation	trust	0.617
planning	Planification	trust	0.617
rational	rationnel	trust	0.617
passionate	passionné	trust	0.617
happy	content	trust	0.609
babysitter	Baby-sitter	trust	0.609
brilliant	brillant	trust	0.609
praise	louange	trust	0.609
definitive	définitive	trust	0.609
considerate	prévenant	trust	0.609
patron	mécène	trust	0.609
scripture	écriture	trust	0.609
heal	guérir	trust	0.609
praiseworthy	louable	trust	0.609
steward	intendant	trust	0.609
awareness	conscience	trust	0.609
officer	officier	trust	0.609
purification	purification	trust	0.609
excel	exceller	trust	0.609
civilization	civilisation	trust	0.609
liking	aimer	trust	0.609
comfort	confort	trust	0.609
magnificence	magnificence	trust	0.609
notary	notaire	trust	0.609
progression	progression	trust	0.609
mediator	médiateur	trust	0.609
blessings	bénédictions	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	recommander	trust	0.609
brave	courageux	trust	0.602
experienced	expérimenté	trust	0.602
steady	stable	trust	0.602
enlightenment	éclaircissement	trust	0.602
brighten	éclairer	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	remplir	trust	0.602
witness	témoin	trust	0.602
humility	humilité	trust	0.602
sympathetic	sympathique	trust	0.602
helpful	utile	trust	0.602
symmetry	symétrie	trust	0.602
unquestionable	incontestable	trust	0.602
peace	paix	trust	0.602
transcendence	transcendance	trust	0.602
serenity	sérénité	trust	0.602
embrace	embrasse	trust	0.602
inspired	inspiré	trust	0.602
mainstay	pilier	trust	0.602
unconditional	inconditionnel	trust	0.602
guarded	gardé	trust	0.602
identify	identifier	trust	0.602
marry	marier	trust	0.594
grant	subvention	trust	0.594
depend	dépendre	trust	0.594
complimentary	gratuit	trust	0.594
spouse	époux	trust	0.594
tranquility	tranquillité	trust	0.594
vigilant	vigilant	trust	0.594
ministry	ministère	trust	0.594
fairly	équitablement	trust	0.594
philanthropic	philanthropique	trust	0.594
openly	ouvertement	trust	0.594
generous	généreuse	trust	0.594
strengthen	renforcer	trust	0.594
gratitude	Reconnaissance	trust	0.594
befriend	se faire des amis	trust	0.594
substantiate	justifier	trust	0.594
praised	loué	trust	0.594
admiral	amiral	trust	0.594
regent	régent	trust	0.594
sage	sauge	trust	0.594
assessment	évaluation	trust	0.594
enlighten	éclairer	trust	0.594
eminence	éminence	trust	0.594
commendation	recommandation	trust	0.594
efficient	efficace	trust	0.594
nurse	infirmière	trust	0.594
visionary	visionnaire	trust	0.594
generosity	générosité	trust	0.594
vigilance	vigilance	trust	0.594
endowment	dotation	trust	0.594
council	conseil	trust	0.594
sweetheart	amoureux	trust	0.589
attest	attester	trust	0.586
prestige	prestige	trust	0.586
serene	serein	trust	0.586
unfailing	infaillible	trust	0.586
testimony	témoignage	trust	0.586
checklist	liste de contrôle	trust	0.586
inheritance	héritage	trust	0.586
monk	moine	trust	0.586
godly	pieux	trust	0.586
compliance	conformité	trust	0.586
rooted	enraciné	trust	0.586
constitutional	constitutionnel	trust	0.586
conservation	préservation	trust	0.586
bylaw	arrêté	trust	0.586
helper	assistant	trust	0.586
joyful	joyeux	trust	0.586
collectively	collectivement	trust	0.586
meritorious	méritoire	trust	0.586
acclaim	acclamer	trust	0.586
diplomacy	diplomatie	trust	0.586
educational	éducatif	trust	0.586
husbandry	agriculture	trust	0.586
share	partager	trust	0.586
enjoying	appréciant	trust	0.586
firmness	fermeté	trust	0.586
convince	convaincre	trust	0.586
designation	la désignation	trust	0.586
tribe	tribu	trust	0.586
victory	la victoire	trust	0.586
magnificent	magnifique	trust	0.586
lovely	charmant	trust	0.586
seniority	ancienneté	trust	0.586
angelic	angélique	trust	0.586
ambition	ambition	trust	0.586
father	père	trust	0.586
mate	camarade	trust	0.586
sobriety	sobriété	trust	0.586
revere	révérer	trust	0.586
delegate	déléguer	trust	0.586
navigator	navigateur	trust	0.578
watchdog	chien de garde	trust	0.578
obey	obéit	trust	0.578
cheerfulness	gaieté	trust	0.578
inviting	attrayant	trust	0.578
judge	juge	trust	0.578
irrefutable	irréfutable	trust	0.578
philanthropist	philanthrope	trust	0.578
careful	prudent	trust	0.578
communion	communion	trust	0.578
coexisting	coexister	trust	0.578
impartiality	impartialité	trust	0.578
unquestioned	incontesté	trust	0.578
upright	droit	trust	0.578
authoritative	faisant autorité	trust	0.578
structural	de construction	trust	0.578
convinced	convaincu	trust	0.578
smile	sourire	trust	0.578
commandant	commandant	trust	0.578
dutiful	respectueux	trust	0.578
shelter	abri	trust	0.578
revival	la relance	trust	0.578
professor	professeur	trust	0.578
adore	adorer	trust	0.578
legalized	légalisé	trust	0.578
punctual	ponctuel	trust	0.570
counsellor	conseiller	trust	0.570
complement	complément	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	immaculé	trust	0.570
relative	relatif	trust	0.570
apostle	apôtre	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	conjonctif	trust	0.570
insure	assurer	trust	0.570
plausible	plausible	trust	0.570
consult	consulter	trust	0.570
modest	modeste	trust	0.570
measured	mesuré	trust	0.570
pilot	pilote	trust	0.570
collaborator	collaborateur	trust	0.570
advise	conseiller	trust	0.570
cuddle	caresse	trust	0.570
ordinance	ordonnance	trust	0.570
compass	boussole	trust	0.570
guide	guider	trust	0.570
everlasting	éternel	trust	0.570
adhering	adhérant	trust	0.570
determinate	déterminé	trust	0.570
heavenly	céleste	trust	0.570
principal	principal	trust	0.570
abundance	abondance	trust	0.570
matron	matrone	trust	0.570
unequivocal	sans équivoque	trust	0.570
volunteers	bénévoles	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	incontestablement	trust	0.570
pertinent	pertinent	trust	0.562
devout	pieux	trust	0.562
curable	guérissable	trust	0.562
insight	perspicacité	trust	0.562
congregation	congrégation	trust	0.562
admit	admettre	trust	0.562
pleasant	agréable	trust	0.562
vigorous	vigoureux	trust	0.562
fort	fort	trust	0.562
remarkable	remarquable	trust	0.562
content	contenu	trust	0.562
spotless	impeccable	trust	0.562
uplift	soulèvement	trust	0.562
compensate	compenser	trust	0.562
lovemaking	faire l'amour	trust	0.562
jury	jury	trust	0.562
jurist	juriste	trust	0.562
soothing	apaisant	trust	0.562
ordination	ordination	trust	0.562
cohesion	cohésion	trust	0.562
frankness	franchise	trust	0.562
strong	fort	trust	0.562
miracle	miracle	trust	0.562
concordance	concordance	trust	0.562
applaud	applaudir	trust	0.562
prize	prix	trust	0.562
apostolic	apostolique	trust	0.562
succeeding	réussir	trust	0.562
vitality	vitalité	trust	0.562
treasurer	trésorier	trust	0.562
save	enregistrer	trust	0.562
earn	gagner	trust	0.562
midwife	sage-femme	trust	0.555
discretion	discrétion	trust	0.555
worship	culte	trust	0.555
constant	constant	trust	0.555
foresight	prévoyance	trust	0.555
vote	vote	trust	0.555
cultivate	cultiver	trust	0.555
impartial	impartial	trust	0.555
illumination	éclairage	trust	0.555
ambulance	ambulance	trust	0.555
privacy	intimité	trust	0.555
succeed	réussir	trust	0.555
providing	fournir	trust	0.555
veteran	vétéran	trust	0.555
patience	la patience	trust	0.555
prophet	prophète	trust	0.555
coach	entraîneur	trust	0.555
intuition	intuition	trust	0.555
reconciliation	réconciliation	trust	0.555
defender	défenseur	trust	0.555
coalesce	se fondre	trust	0.555
mediate	médiat	trust	0.555
precedence	priorité	trust	0.555
congruence	congruence	trust	0.555
buddy	copain	trust	0.555
reunion	réunion	trust	0.555
restorative	réparatrice	trust	0.555
destined	destiné	trust	0.555
physicist	physicien	trust	0.555
influential	influent	trust	0.555
exalt	exalter	trust	0.555
greatness	grandeur	trust	0.555
inclusion	inclusion	trust	0.555
auditor	Auditeur	trust	0.555
meditate	méditer	trust	0.555
betrothed	fiancé	trust	0.555
proud	fier	trust	0.547
provide	fournir	trust	0.547
conciliation	conciliation	trust	0.547
ancestral	ancestral	trust	0.547
liberty	liberté	trust	0.547
durable	durable	trust	0.547
impenetrable	impénétrable	trust	0.547
prudent	prudent	trust	0.547
invocation	invocation	trust	0.547
engaging	engageant	trust	0.547
statement	déclaration	trust	0.547
rejoice	réjouir	trust	0.547
cheer	acclamation	trust	0.547
eyewitness	témoin oculaire	trust	0.547
prevalent	fréquent	trust	0.547
securities	titres	trust	0.547
friendly	amical	trust	0.547
salvation	salut	trust	0.547
independence	indépendance	trust	0.547
govern	gouverne	trust	0.547
forgive	pardonner	trust	0.547
commanding	commandant	trust	0.547
convent	couvent	trust	0.547
reinforcement	renforcement	trust	0.547
law	loi	trust	0.547
registry	enregistrement	trust	0.547
temperate	tempéré	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	état de préparation	trust	0.547
heritage	patrimoine	trust	0.547
chronicle	la chronique	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institut	trust	0.539
applause	applaudissements	trust	0.539
architecture	architecture	trust	0.539
obvious	évident	trust	0.539
recovery	récupération	trust	0.539
inimitable	inimitable	trust	0.539
relevant	pertinent	trust	0.539
responsive	sensible	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instructions	trust	0.539
define	définir	trust	0.539
delightful	délicieux	trust	0.539
antidote	antidote	trust	0.539
admitting	admettant	trust	0.539
psalms	psaumes	trust	0.539
stamina	endurance	trust	0.539
majority	majorité	trust	0.539
inoculation	inoculation	trust	0.539
perfect	parfait	trust	0.539
obedience	obéissance	trust	0.539
memorable	mémorable	trust	0.539
chastity	chasteté	trust	0.539
proctor	procureur	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	régularité	trust	0.539
forefathers	aïeux	trust	0.539
immovable	immeuble	trust	0.539
eager	désireux	trust	0.539
aspiring	en herbe	trust	0.539
obliging	obligeant	trust	0.539
reinforcements	renforts	trust	0.539
tantamount	équivalent	trust	0.539
exalted	exalté	trust	0.539
hospital	hôpital	trust	0.531
retirement	retraite	trust	0.531
strive	s'efforcer	trust	0.531
edification	édification	trust	0.531
candid	Candide	trust	0.531
deed	acte	trust	0.531
school	école	trust	0.531
cradle	berceau	trust	0.531
transcript	transcription	trust	0.531
accompaniment	accompagnement	trust	0.531
doubtless	sans aucun doute	trust	0.531
rescue	porter secours	trust	0.531
seal	joint	trust	0.531
expedient	opportun	trust	0.531
ballot	bulletin de vote	trust	0.531
deliverance	délivrance	trust	0.531
heavens	cieux	trust	0.531
fraternal	fraternel	trust	0.531
dependent	dépendant	trust	0.531
answerable	responsable	trust	0.531
center	centre	trust	0.531
analyst	analyste	trust	0.531
firstborn	premier-né	trust	0.531
bloom	Floraison	trust	0.531
inseparable	inséparable	trust	0.531
bride	la mariée	trust	0.531
evergreen	à feuilles persistantes	trust	0.531
princely	princier	trust	0.531
immunization	immunisation	trust	0.531
refuge	refuge	trust	0.531
verily	en vérité	trust	0.531
omniscient	omniscient	trust	0.531
terms	termes	trust	0.531
sponsor	parrainer	trust	0.531
approbation	approbation	trust	0.527
correctness	exactitude	trust	0.523
elevation	élévation	trust	0.523
neighbor	voisin	trust	0.523
unbroken	ininterrompu	trust	0.523
countenance	visage	trust	0.523
hug	étreinte	trust	0.523
nobility	la noblesse	trust	0.523
paragon	parangon	trust	0.523
coronation	couronnement	trust	0.523
celebration	fête	trust	0.523
graduation	l'obtention du diplôme	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	dictionnaire	trust	0.523
powerful	puissant	trust	0.523
notable	notable	trust	0.523
account	Compte	trust	0.523
winning	gagnant	trust	0.523
honeymoon	voyage de noces	trust	0.523
improvement	amélioration	trust	0.523
