word	Macedonian-mk	emotion	emotion-intensity-score
nullify	поништи	surprise	0.203
money	пари	surprise	0.203
sweet	слатко	surprise	0.203
morals	морал	surprise	0.203
synchronize	синхронизирај	surprise	0.195
preservative	конзерванс	surprise	0.195
humanitarian	хуманитарна	surprise	0.195
unfulfilled	неисполнет	surprise	0.195
precious	драгоцено	surprise	0.195
obliging	обврзувачки	surprise	0.188
singularly	единствено	surprise	0.188
foresee	предвидуваат	surprise	0.180
pray	молете се	surprise	0.180
graduation	дипломирањето	surprise	0.180
lovely	прекрасна	surprise	0.180
sun	сонце	surprise	0.172
art	art	surprise	0.172
mouth	уста	surprise	0.172
youth	младина	surprise	0.172
thirst	жед	surprise	0.172
young	млад	surprise	0.164
goodness	добрина	surprise	0.164
overdue	задоцнета	surprise	0.156
visor	визир	surprise	0.156
practiced	практикуваше	surprise	0.156
latent	латентен	surprise	0.156
loyal	лојални	surprise	0.148
expect	очекувајте	surprise	0.148
destination	дестинација	surprise	0.148
wireless	безжичен	surprise	0.148
quote	цитат	surprise	0.141
slush	каша	surprise	0.141
infant	бебе	surprise	0.141
cream	крем	surprise	0.141
playground	игралиште	surprise	0.133
organization	организација	surprise	0.125
teach	учат	surprise	0.125
vote	гласање	surprise	0.125
smile	насмевка	surprise	0.117
weight	Тежина	surprise	0.117
dolphin	делфин	surprise	0.117
sisterhood	сестринство	surprise	0.109
cable	кабел	surprise	0.109
sunny	сончево	surprise	0.102
steady	стабилен	surprise	0.094
leisure	слободно време	surprise	0.086
peaceful	мирен	surprise	0.086
spa	спа	surprise	0.086
tree	дрво	surprise	0.078
picnic	пикник	surprise	0.078
worm	црв	surprise	0.055
truthfulness	вистинитост	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	сигурен	trust	0.867
honest	искрен	trust	0.844
honesty	искреност	trust	0.844
honor	чест	trust	0.844
truth	вистина	trust	0.844
truthful	вистинито	trust	0.836
trusting	доверба	trust	0.836
brotherhood	братство	trust	0.820
entrust	довери	trust	0.812
committed	посветена	trust	0.805
integrity	интегритет	trust	0.805
loyalty	лојалност	trust	0.805
honorable	чесен	trust	0.805
credibility	кредибилитет	trust	0.805
trust	доверба	trust	0.805
faithful	верен	trust	0.797
sincere	искрено	trust	0.797
responsible	одговорен	trust	0.789
partnership	партнерство	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	мудрост	trust	0.789
oath	заклетва	trust	0.781
verification	верификација	trust	0.781
vow	завет	trust	0.781
cooperative	соработка	trust	0.781
respectable	респектабилна	trust	0.773
credible	веродостојна	trust	0.773
hero	херој	trust	0.773
sisterhood	сестринство	trust	0.773
promise	ветување	trust	0.773
verified	потврдена	trust	0.773
qualified	квалификувани	trust	0.766
respected	почитуван	trust	0.766
authentication	автентикација	trust	0.766
compassion	сочувство	trust	0.759
reputable	реномирани	trust	0.758
safekeeping	чување	trust	0.758
reliability	доверливост	trust	0.758
moral	морално	trust	0.758
love	љубов	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	одобрување	trust	0.758
stable	стабилно	trust	0.750
friend	пријател	trust	0.750
genuine	вистински	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	компетентност	trust	0.750
loyal	лојални	trust	0.750
ally	сојузник	trust	0.750
safeguard	заштита	trust	0.750
companion	придружник	trust	0.750
advised	советува	trust	0.750
authentic	автентична	trust	0.750
respect	почит	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	слобода	trust	0.742
proven	докажано	trust	0.742
respects	почитува	trust	0.742
faith	вера	trust	0.742
wholesome	здрава	trust	0.742
heartfelt	искрено	trust	0.734
unification	обединување	trust	0.734
protecting	заштита	trust	0.734
reassurance	успокојување	trust	0.734
admirable	восхитувачки	trust	0.734
trustee	повереник	trust	0.734
supporter	поддржувач	trust	0.734
confirmation	потврда	trust	0.734
respectful	почитувана	trust	0.734
alliance	Алијанса	trust	0.727
equality	еднаквост	trust	0.727
friendship	пријателство	trust	0.727
agreement	договор	trust	0.727
fact	факт	trust	0.727
confident	уверени	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	верувајќи	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	совршеност	trust	0.727
credential	акредитивен	trust	0.727
closeness	блискост	trust	0.719
authenticate	автентикација	trust	0.719
intelligence	интелигенција	trust	0.719
virtue	доблест	trust	0.719
honored	почестен	trust	0.719
virtuous	доблесни	trust	0.719
kindred	роднина	trust	0.719
charitable	добротворни	trust	0.711
dedication	посветеност	trust	0.711
guarantee	гаранција	trust	0.711
cooperation	соработка	trust	0.711
creditable	чест	trust	0.711
consistency	конзистентност	trust	0.711
allegiance	верност	trust	0.711
cooperating	соработка	trust	0.711
straightforward	едноставно	trust	0.711
determination	определување	trust	0.711
justice	правда	trust	0.711
sanctuary	светилиште	trust	0.703
nurture	негуваат	trust	0.703
innocent	невини	trust	0.703
admire	му се восхитувам	trust	0.703
assurance	осигурување	trust	0.703
morality	морал	trust	0.703
prepared	подготвени	trust	0.703
friendliness	пријателство	trust	0.703
reliable	сигурен	trust	0.703
mentor	ментор	trust	0.703
guardianship	старателство	trust	0.703
fulfilled	исполнети	trust	0.703
reverence	почит	trust	0.703
proof	доказ	trust	0.703
admiration	восхит	trust	0.703
mother	мајка	trust	0.703
protected	заштитени	trust	0.703
motherhood	мајчинство	trust	0.703
marriage	брак	trust	0.695
skillful	вешт	trust	0.695
indestructible	неуништив	trust	0.695
guardian	старател	trust	0.695
accountable	одговорна	trust	0.695
courage	храброст	trust	0.695
bodyguard	телохранител	trust	0.695
agreeable	согласна	trust	0.695
scientist	научник	trust	0.695
allied	сојузнички	trust	0.695
compassionate	сочувствителен	trust	0.695
humanitarian	хуманитарна	trust	0.695
approving	одобрување	trust	0.695
united	обединета	trust	0.695
pact	пакт	trust	0.695
certified	сертифициран	trust	0.695
morals	морал	trust	0.695
esteem	почит	trust	0.688
secure	безбеден	trust	0.688
perfection	совршенство	trust	0.688
guidance	насоки	trust	0.688
competent	компетентен	trust	0.688
authenticity	автентичност	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	оправдано	trust	0.688
humanity	човештвото	trust	0.688
solidity	цврстина	trust	0.688
adviser	советник	trust	0.688
pledge	залог	trust	0.688
believed	верува	trust	0.688
understanding	разбирање	trust	0.688
monogamy	моногамија	trust	0.688
expertise	експертиза	trust	0.680
diplomatic	дипломатски	trust	0.680
confidential	Доверливо	trust	0.680
hope	надеж	trust	0.680
protector	заштитник	trust	0.680
agreeing	согласувајќи се	trust	0.680
diligence	трудољубивост	trust	0.680
official	официјален	trust	0.680
affirm	потврди	trust	0.680
indivisible	неделив	trust	0.680
grandfather	Дедо	trust	0.680
humble	смирен	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	застапување	trust	0.680
elders	старешини	trust	0.680
goodness	добрина	trust	0.680
commendable	пофално	trust	0.680
inspire	инспирира	trust	0.680
approve	одобри	trust	0.680
confide	довери се	trust	0.680
professional	професионален	trust	0.680
familiarity	блискост	trust	0.680
leader	лидер	trust	0.680
confirmed	потврдено	trust	0.680
acceptance	прифаќање	trust	0.680
benevolence	добродушност	trust	0.672
dignity	Достоинство	trust	0.672
harmoniously	хармонично	trust	0.672
mastery	мајсторство	trust	0.672
unwavering	непоколеблива	trust	0.672
accredited	акредитирани	trust	0.672
healing	лекување	trust	0.672
encyclopedia	енциклопедија	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	посвети	trust	0.672
cohesive	кохезивен	trust	0.672
covenant	завет	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	безобѕирно	trust	0.672
safe	безбеден	trust	0.672
intelligent	интелигентен	trust	0.672
merit	заслуги	trust	0.664
impeccable	беспрекорен	trust	0.664
affirmatively	потврдно	trust	0.664
spiritual	духовно	trust	0.664
advocate	се залага	trust	0.664
team	тим	trust	0.664
heroic	херојски	trust	0.664
communicate	комуницира	trust	0.664
disciple	ученик	trust	0.664
expert	експерт	trust	0.664
proficient	умешен	trust	0.664
specialist	специјалист	trust	0.664
ambassador	амбасадор	trust	0.664
accept	прифати	trust	0.664
attestation	потврда	trust	0.664
supporting	поддршка	trust	0.664
reliance	потпирање	trust	0.664
authority	авторитет	trust	0.664
accountability	одговорност	trust	0.664
guidebook	водич	trust	0.664
fulfillment	исполнување	trust	0.664
strengthening	зајакнување	trust	0.661
familiar	познат	trust	0.656
facts	факти	trust	0.656
achieve	постигне	trust	0.656
warranty	гаранција	trust	0.656
structure	структура	trust	0.656
steadfast	цврст	trust	0.656
favorable	поволна	trust	0.656
counsel	советник	trust	0.656
relationship	врска	trust	0.656
scientific	научни	trust	0.656
gentleman	господин	trust	0.656
strength	сила	trust	0.656
elder	старец	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	светост	trust	0.656
excellent	одлично	trust	0.656
proficiency	владеење	trust	0.656
constancy	постојаност	trust	0.656
defended	бранеше	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	се потпираат	trust	0.648
heroism	хероизмот	trust	0.648
peaceful	мирен	trust	0.648
competency	компетентност	trust	0.648
assuredly	сигурно	trust	0.648
brother	брат	trust	0.648
counselor	советник	trust	0.648
successful	успешна	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	заштитни	trust	0.648
saint	светец	trust	0.648
harmony	хармонија	trust	0.648
matrimony	брак	trust	0.648
noble	благородна	trust	0.648
inspiration	инспирација	trust	0.648
academic	академски	trust	0.648
assist	помош	trust	0.648
agreed	се согласија	trust	0.648
uphold	поддржи	trust	0.648
comrade	другар	trust	0.648
lovable	љубовен	trust	0.648
advisable	препорачливо	trust	0.648
solidarity	солидарност	trust	0.648
worthy	достоен	trust	0.643
durability	издржливост	trust	0.641
coexist	коегзистираат	trust	0.641
