word	Swedish-sv	emotion	emotion-intensity-score
communication	kommunikation	trust	0.625
purify	rena	trust	0.625
authorization	tillstånd	trust	0.625
wonderful	underbar	trust	0.625
achievement	prestation	trust	0.625
fireman	brandman	trust	0.625
certify	intyga	trust	0.625
civilized	civiliserad	trust	0.625
profound	djupgående	trust	0.625
accurate	exakt	trust	0.625
assured	säker	trust	0.625
positivity	positivitet	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Bra	trust	0.617
absolution	absolution	trust	0.617
commend	berömma	trust	0.617
cherish	vårda	trust	0.617
fundamental	grundläggande	trust	0.617
advice	råd	trust	0.617
objective	mål	trust	0.617
optimism	optimism	trust	0.617
testament	testamente	trust	0.617
qualities	kvaliteter	trust	0.617
haven	hamn	trust	0.617
heroine	hjältinna	trust	0.617
constantly	ständigt	trust	0.617
appreciation	uppskattning	trust	0.617
triumphant	triumfer	trust	0.617
accord	bevilja	trust	0.617
reassure	försäkra	trust	0.617
truce	stillestånd	trust	0.617
thoughtful	omtänksam	trust	0.617
teach	lära	trust	0.617
god	Gud	trust	0.617
corroborate	bekräfta	trust	0.617
believer	troende	trust	0.617
unimpeachable	oförvitlig	trust	0.617
surety	säkerhet	trust	0.617
attentive	uppmärksam	trust	0.617
gospel	evangelium	trust	0.617
bedrock	berggrund	trust	0.617
approvement	godkännande	trust	0.617
planning	planera	trust	0.617
rational	rationell	trust	0.617
passionate	passionerad	trust	0.617
happy	Lycklig	trust	0.609
babysitter	barnvakt	trust	0.609
brilliant	lysande	trust	0.609
praise	beröm	trust	0.609
definitive	slutgiltig	trust	0.609
considerate	omtänksam	trust	0.609
patron	beskyddare	trust	0.609
scripture	skriften	trust	0.609
heal	läka	trust	0.609
praiseworthy	beröm	trust	0.609
steward	steward	trust	0.609
awareness	medvetenhet	trust	0.609
officer	officer	trust	0.609
purification	rening	trust	0.609
excel	excel	trust	0.609
civilization	civilisation	trust	0.609
liking	böjelse	trust	0.609
comfort	bekvämlighet	trust	0.609
magnificence	prakt	trust	0.609
notary	notarius publicus	trust	0.609
progression	progression	trust	0.609
mediator	medlare	trust	0.609
blessings	välsignelser	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	rekommendera	trust	0.609
brave	modig	trust	0.602
experienced	erfaren	trust	0.602
steady	stadig	trust	0.602
enlightenment	upplysning	trust	0.602
brighten	ljusna	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	uppfylla	trust	0.602
witness	bevittna	trust	0.602
humility	ödmjukhet	trust	0.602
sympathetic	sympatisk	trust	0.602
helpful	hjälpsam	trust	0.602
symmetry	symmetri	trust	0.602
unquestionable	obestridlig	trust	0.602
peace	fred	trust	0.602
transcendence	överskridande	trust	0.602
serenity	lugn	trust	0.602
embrace	omfamning	trust	0.602
inspired	inspirerad	trust	0.602
mainstay	stöttepelare	trust	0.602
unconditional	ovillkorlig	trust	0.602
guarded	bevakad	trust	0.602
identify	identifiera	trust	0.602
marry	gifta sig	trust	0.594
grant	bevilja	trust	0.594
depend	bero	trust	0.594
complimentary	kostnadsfri	trust	0.594
spouse	make	trust	0.594
tranquility	lugn	trust	0.594
vigilant	vaksam	trust	0.594
ministry	departement	trust	0.594
fairly	ganska	trust	0.594
philanthropic	filantropiska	trust	0.594
openly	öppet	trust	0.594
generous	generös	trust	0.594
strengthen	stärka	trust	0.594
gratitude	tacksamhet	trust	0.594
befriend	befriend	trust	0.594
substantiate	dokumentera	trust	0.594
praised	berömde	trust	0.594
admiral	amiral	trust	0.594
regent	regent	trust	0.594
sage	salvia	trust	0.594
assessment	bedömning	trust	0.594
enlighten	upplysa	trust	0.594
eminence	höjd	trust	0.594
commendation	lovord	trust	0.594
efficient	effektiv	trust	0.594
nurse	sjuksköterska	trust	0.594
visionary	visionär	trust	0.594
generosity	generositet	trust	0.594
vigilance	vaksamhet	trust	0.594
endowment	begåvning	trust	0.594
council	råd	trust	0.594
sweetheart	Älskling	trust	0.589
attest	intyga	trust	0.586
prestige	prestige	trust	0.586
serene	lugn	trust	0.586
unfailing	osviklig	trust	0.586
testimony	vittnesbörd	trust	0.586
checklist	checklista	trust	0.586
inheritance	arv	trust	0.586
monk	munk	trust	0.586
godly	gudfruktig	trust	0.586
compliance	överensstämmelse	trust	0.586
rooted	rotade	trust	0.586
constitutional	konstitutionell	trust	0.586
conservation	bevarande	trust	0.586
bylaw	bylaw	trust	0.586
helper	hjälpare	trust	0.586
joyful	glad	trust	0.586
collectively	kollektivt	trust	0.586
meritorious	förtjänstfull	trust	0.586
acclaim	hylla	trust	0.586
diplomacy	diplomati	trust	0.586
educational	pedagogisk	trust	0.586
husbandry	hushållning	trust	0.586
share	dela med sig	trust	0.586
enjoying	njuter	trust	0.586
firmness	fasthet	trust	0.586
convince	övertyga	trust	0.586
designation	beteckning	trust	0.586
tribe	stam	trust	0.586
victory	seger	trust	0.586
magnificent	magnifik	trust	0.586
lovely	härlig	trust	0.586
seniority	anciennitet	trust	0.586
angelic	änglalik	trust	0.586
ambition	ambition	trust	0.586
father	far	trust	0.586
mate	para	trust	0.586
sobriety	nykterhet	trust	0.586
revere	vörda	trust	0.586
delegate	delegera	trust	0.586
navigator	navigatör	trust	0.578
watchdog	vakthund	trust	0.578
obey	lyda	trust	0.578
cheerfulness	gladlynthet	trust	0.578
inviting	inbjudande	trust	0.578
judge	bedöma	trust	0.578
irrefutable	obestridlig	trust	0.578
philanthropist	filantrop	trust	0.578
careful	försiktig	trust	0.578
communion	gemenskap	trust	0.578
coexisting	samexisterande	trust	0.578
impartiality	opartiskhet	trust	0.578
unquestioned	obestridlig	trust	0.578
upright	upprätt	trust	0.578
authoritative	auktoritativ	trust	0.578
structural	strukturell	trust	0.578
convinced	övertygad	trust	0.578
smile	leende	trust	0.578
commandant	kommendant	trust	0.578
dutiful	lydig	trust	0.578
shelter	skydd	trust	0.578
revival	väckelse	trust	0.578
professor	professor	trust	0.578
adore	älska	trust	0.578
legalized	legaliserade	trust	0.578
punctual	punktlig	trust	0.570
counsellor	rådgivare	trust	0.570
complement	komplement	trust	0.570
corroboration	bekräftelse	trust	0.570
immaculate	obefläckad	trust	0.570
relative	relativ	trust	0.570
apostle	apostel	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	bind	trust	0.570
insure	försäkra	trust	0.570
plausible	rimlig	trust	0.570
consult	rådfråga	trust	0.570
modest	blygsam	trust	0.570
measured	mätt	trust	0.570
pilot	pilot	trust	0.570
collaborator	medarbetare	trust	0.570
advise	ge råd	trust	0.570
cuddle	omfamning	trust	0.570
ordinance	förordning	trust	0.570
compass	kompass	trust	0.570
guide	guide	trust	0.570
everlasting	evighet	trust	0.570
adhering	vidhäftning	trust	0.570
determinate	bestämma	trust	0.570
heavenly	himmelskt	trust	0.570
principal	rektor	trust	0.570
abundance	överflöd	trust	0.570
matron	husmor	trust	0.570
unequivocal	entydig	trust	0.570
volunteers	volontärer	trust	0.570
pedigree	stamtavla	trust	0.570
unquestionably	obestridligen	trust	0.570
pertinent	relevant	trust	0.562
devout	from	trust	0.562
curable	härdbar	trust	0.562
insight	insikt	trust	0.562
congregation	församling	trust	0.562
admit	erkänna	trust	0.562
pleasant	behaglig	trust	0.562
vigorous	kraftfull	trust	0.562
fort	fort	trust	0.562
remarkable	anmärkningsvärd	trust	0.562
content	innehåll	trust	0.562
spotless	fläckfri	trust	0.562
uplift	lyfta	trust	0.562
compensate	kompensera	trust	0.562
lovemaking	älskog	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	lugnande	trust	0.562
ordination	prästvigning	trust	0.562
cohesion	sammanhållning	trust	0.562
frankness	uppriktighet	trust	0.562
strong	stark	trust	0.562
miracle	mirakel	trust	0.562
concordance	överensstämmelse	trust	0.562
applaud	applådera	trust	0.562
prize	pris-	trust	0.562
apostolic	apostolisk	trust	0.562
succeeding	efterföljande	trust	0.562
vitality	vitalitet	trust	0.562
treasurer	skattmästare	trust	0.562
save	spara	trust	0.562
earn	tjäna	trust	0.562
midwife	barnmorska	trust	0.555
discretion	diskretion	trust	0.555
worship	dyrkan	trust	0.555
constant	konstant	trust	0.555
foresight	framsynthet	trust	0.555
vote	rösta	trust	0.555
cultivate	odla	trust	0.555
impartial	opartisk	trust	0.555
illumination	belysning	trust	0.555
ambulance	ambulans	trust	0.555
privacy	Integritet	trust	0.555
succeed	lyckas	trust	0.555
providing	tillhandahålla	trust	0.555
veteran	veteran-	trust	0.555
patience	tålamod	trust	0.555
prophet	profet	trust	0.555
coach	tränare	trust	0.555
intuition	intuition	trust	0.555
reconciliation	försoning	trust	0.555
defender	försvarare	trust	0.555
coalesce	växa samman	trust	0.555
mediate	medla	trust	0.555
precedence	företräde	trust	0.555
congruence	kongruens	trust	0.555
buddy	kompis	trust	0.555
reunion	återförening	trust	0.555
restorative	stärkande	trust	0.555
destined	destinerad	trust	0.555
physicist	fysiker	trust	0.555
influential	inflytelserik	trust	0.555
exalt	upphöja	trust	0.555
greatness	storhet	trust	0.555
inclusion	integration	trust	0.555
auditor	revisor	trust	0.555
meditate	meditera	trust	0.555
betrothed	trolovad	trust	0.555
proud	stolt	trust	0.547
provide	förse	trust	0.547
conciliation	förlikning	trust	0.547
ancestral	släkt-	trust	0.547
liberty	frihet	trust	0.547
durable	hållbar	trust	0.547
impenetrable	ogenomtränglig	trust	0.547
prudent	klok	trust	0.547
invocation	åkallan	trust	0.547
engaging	engagerande	trust	0.547
statement	påstående	trust	0.547
rejoice	glädjas	trust	0.547
cheer	heja på	trust	0.547
eyewitness	ögonvittne	trust	0.547
prevalent	förhärskande	trust	0.547
securities	värdepapper	trust	0.547
friendly	vänlig	trust	0.547
salvation	frälsning	trust	0.547
independence	oberoende	trust	0.547
govern	styra	trust	0.547
forgive	förlåta	trust	0.547
commanding	befallande	trust	0.547
convent	kloster	trust	0.547
reinforcement	förstärkning	trust	0.547
law	lag	trust	0.547
registry	register	trust	0.547
temperate	tempererad	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	beredskap	trust	0.547
heritage	arv	trust	0.547
chronicle	krönika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	inleda	trust	0.539
applause	applåder	trust	0.539
architecture	arkitektur	trust	0.539
obvious	uppenbar	trust	0.539
recovery	återhämtning	trust	0.539
inimitable	oefterhärmlig	trust	0.539
relevant	relevant	trust	0.539
responsive	mottaglig	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instruktioner	trust	0.539
define	definiera	trust	0.539
delightful	härlig	trust	0.539
antidote	motgift	trust	0.539
admitting	insläpp	trust	0.539
psalms	psalms	trust	0.539
stamina	uthållighet	trust	0.539
majority	majoritet	trust	0.539
inoculation	ympning	trust	0.539
perfect	perfekt	trust	0.539
obedience	lydnad	trust	0.539
memorable	minnesvärd	trust	0.539
chastity	kyskhet	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	korrekthet	trust	0.539
forefathers	förfäder	trust	0.539
immovable	fast	trust	0.539
eager	ivrig	trust	0.539
aspiring	blivande	trust	0.539
obliging	tvinga	trust	0.539
reinforcements	förstärkningar	trust	0.539
tantamount	liktydig	trust	0.539
exalted	upphöjd	trust	0.539
hospital	sjukhus	trust	0.531
retirement	pensionering	trust	0.531
strive	sträva	trust	0.531
edification	uppbyggelse	trust	0.531
candid	uppriktig	trust	0.531
deed	handling	trust	0.531
school	skola	trust	0.531
cradle	vagga	trust	0.531
transcript	transkript	trust	0.531
accompaniment	ackompanjemang	trust	0.531
doubtless	utan tvivel	trust	0.531
rescue	rädda	trust	0.531
seal	täta	trust	0.531
expedient	ändamålsenlig	trust	0.531
ballot	valsedel	trust	0.531
deliverance	befrielse	trust	0.531
heavens	himlarna	trust	0.531
fraternal	broderlig	trust	0.531
dependent	beroende	trust	0.531
answerable	ansvarig	trust	0.531
center	Centrum	trust	0.531
analyst	analytiker	trust	0.531
firstborn	förstfödda	trust	0.531
bloom	blomma	trust	0.531
inseparable	oskiljaktig	trust	0.531
bride	brud	trust	0.531
evergreen	vintergröna	trust	0.531
princely	furstlig	trust	0.531
immunization	immunisering	trust	0.531
refuge	tillflykt	trust	0.531
verily	i sanning	trust	0.531
omniscient	allvetande	trust	0.531
terms	villkor	trust	0.531
sponsor	sponsor	trust	0.531
approbation	bifall	trust	0.527
correctness	korrekthet	trust	0.523
elevation	elevation	trust	0.523
neighbor	granne	trust	0.523
unbroken	obruten	trust	0.523
countenance	tolerera	trust	0.523
hug	kram	trust	0.523
nobility	adel	trust	0.523
paragon	förebild	trust	0.523
coronation	kröning	trust	0.523
celebration	firande	trust	0.523
graduation	gradering	trust	0.523
commonwealth	samvälde	trust	0.523
dictionary	lexikon	trust	0.523
powerful	kraftfull	trust	0.523
notable	anmärkningsvärd	trust	0.523
account	konto	trust	0.523
winning	vinnande	trust	0.523
honeymoon	smekmånad	trust	0.523
improvement	förbättring	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kaplan	trust	0.523
ratify	ratificera	trust	0.523
connoisseur	kännare	trust	0.523
award	tilldela	trust	0.523
taught	lärde	trust	0.523
adoration	tillbedjan	trust	0.523
salutary	välgörande	trust	0.523
captivate	fängsla	trust	0.523
liberate	befria	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureat	trust	0.523
benedictory	benedictory	trust	0.523
feeling	känsla	trust	0.518
freely	fritt	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	dagdröm	trust	0.516
organization	organisation	trust	0.516
framework	ramverk	trust	0.516
sentinel	vakt	trust	0.516
advent	första advent	trust	0.516
inform	underrätta	trust	0.516
committee	utskott	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	sinnad	trust	0.516
obstetrician	obstetriker	trust	0.516
enchanted	förtrollad	trust	0.516
formative	formande	trust	0.516
tribunal	domstol	trust	0.516
association	förening	trust	0.516
remedy	avhjälpa	trust	0.516
credit	kreditera	trust	0.516
nobleman	adelsman	trust	0.516
predominant	dominerande	trust	0.516
measure	mäta	trust	0.516
perpetuity	evighet	trust	0.516
fully	fullt	trust	0.516
deserve	förtjänar	trust	0.516
tender	anbud	trust	0.516
pray	be	trust	0.516
confession	bekännelse	trust	0.516
management	förvaltning	trust	0.516
volunteer	volontär-	trust	0.509
instruct	instruera	trust	0.508
virgin	oskuld	trust	0.508
constable	konstapel	trust	0.508
reward	pris	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	präst	trust	0.508
policy	politik	trust	0.508
confessional	konfessionell	trust	0.508
savor	njuta av	trust	0.508
custodian	väktare	trust	0.508
vouch	garantera	trust	0.508
tolerance	tolerans	trust	0.508
unsurpassed	oöverträffad	trust	0.508
venerable	ärevördig	trust	0.508
forgiving	förlåtande	trust	0.508
intact	intakt	trust	0.508
diversity	mångfald	trust	0.508
accolade	accolade	trust	0.508
philosopher	filosof	trust	0.508
lieutenant	löjtnant	trust	0.508
shepherd	herde	trust	0.508
courtship	uppvaktning	trust	0.508
sovereign	suverän	trust	0.508
medical	medicinsk	trust	0.508
housewife	hemmafru	trust	0.508
automatic	automatisk	trust	0.508
patronage	beskydd	trust	0.508
enable	Gör det möjligt	trust	0.508
admissible	tillåtlig	trust	0.508
beautification	försköning	trust	0.508
synchronize	synkronisera	trust	0.500
info	info	trust	0.500
pontiff	påve	trust	0.500
retain	behålla	trust	0.500
warden	vakt	trust	0.500
majesty	majestät	trust	0.500
infallibility	ofelbarhet	trust	0.500
guru	guru	trust	0.500
apologetic	ursäkt	trust	0.500
darling	Älskling	trust	0.500
doctrine	lära	trust	0.500
related	relaterad	trust	0.500
treasure	skatt	trust	0.500
infinity	oändlighet	trust	0.500
romantic	romantisk	trust	0.500
optimist	optimist	trust	0.500
timing	timing	trust	0.500
undying	odödlig	trust	0.500
personal	personlig	trust	0.500
gateway	inkörsport	trust	0.500
instruction	instruktion	trust	0.500
backer	hjälpare	trust	0.500
watchful	vaksam	trust	0.500
badge	bricka	trust	0.500
birth	födelse	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	from	trust	0.500
indelible	outplånlig	trust	0.500
superman	stålman	trust	0.500
guard	vakt	trust	0.500
vindication	rättfärdigande	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	Levande	trust	0.500
constitute	utgör	trust	0.492
jubilant	jublande	trust	0.492
endow	begåva	trust	0.492
improve	förbättra	trust	0.492
contributor	bidragsgivare	trust	0.492
formality	formalitet	trust	0.492
salute	honnör	trust	0.492
inevitable	oundviklig	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	domare	trust	0.492
grow	växa	trust	0.492
fellow	Kompis	trust	0.492
popularity	popularitet	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	talesman	trust	0.492
synonymous	synonym	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kyrka	trust	0.492
hardy	härdig	trust	0.492
privy	dass	trust	0.492
psalm	psalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attraktion	trust	0.492
grandchildren	barnbarn	trust	0.492
elegance	elegans	trust	0.492
laudatory	berömmande	trust	0.492
sheriff	sheriff	trust	0.492
radiance	strålglans	trust	0.492
harbor	hamn	trust	0.492
aspire	sträva	trust	0.492
musical	musikalisk	trust	0.492
chairman	ordförande	trust	0.492
moderator	moderator	trust	0.492
laudation	LOVTAL	trust	0.484
clean	rena	trust	0.484
arbiter	arbiter	trust	0.484
crowning	kröning	trust	0.484
depth	djup	trust	0.484
forecast	prognos	trust	0.484
colonel	överste	trust	0.484
hire	hyra	trust	0.484
found	hittades	trust	0.484
armor	rustning	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorit-	trust	0.484
voucher	kupong	trust	0.484
affection	tillgivenhet	trust	0.484
path	väg	trust	0.484
referee	domare	trust	0.484
police	polis	trust	0.484
countryman	landsman	trust	0.484
romance	romantik	trust	0.484
diagnosis	diagnos	trust	0.484
concord	harmoni	trust	0.484
enjoy	njut av	trust	0.484
ranger	ranger	trust	0.484
confess	bekänna	trust	0.484
income	inkomst	trust	0.484
assembly	hopsättning	trust	0.484
sweet	ljuv	trust	0.484
like	tycka om	trust	0.484
apologize	be om ursäkt	trust	0.477
sermon	predikan	trust	0.477
pastor	pastor	trust	0.477
matter	materia	trust	0.477
glory	ära	trust	0.477
lamb	lamm	trust	0.477
lover	älskare	trust	0.477
putative	förmodade	trust	0.477
expect	förvänta	trust	0.477
purely	rent	trust	0.477
follow	Följ	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	barnkammare	trust	0.477
