word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	osayenerera	surprise	0.492
birthday	tsiku lobadwa	surprise	0.492
greatness	ukulu	surprise	0.492
zeal	changu	surprise	0.484
prick	choyamba	surprise	0.484
magician	wamatsenga	surprise	0.484
underestimate	musanyalanyaze	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	osasamala	surprise	0.484
daemon	daemon	surprise	0.484
variable	kusintha	surprise	0.484
curiosity	chikhumbo	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	osatetezedwa	surprise	0.477
chicane	chicane	surprise	0.477
fortune	chuma	surprise	0.477
sneeze	shenani	surprise	0.477
illumination	kuunikira	surprise	0.477
incident	chochitika	surprise	0.477
dreadfully	moopsa	surprise	0.477
strange	zachilendo	surprise	0.477
subversive	kusokoneza	surprise	0.477
reversal	kusintha	surprise	0.469
prowl	kuyendetsa	surprise	0.469
rapid	mofulumira	surprise	0.469
leery	leery	surprise	0.469
wizard	wizara	surprise	0.469
coincidence	mwangozi	surprise	0.461
hilarious	zovuta	surprise	0.461
divergent	kusiyanitsa	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	kuswa	surprise	0.461
slip	kutaya	surprise	0.461
wonderful	zodabwitsa	surprise	0.453
hoax	chopusitsira	surprise	0.453
winning	kupambana	surprise	0.453
overestimate	overestimatetimate	surprise	0.453
confession	kuvomereza	surprise	0.453
ordeal	mavuto	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	chisangalalo	surprise	0.453
raffle	chiguduli	surprise	0.453
stound	sungani	surprise	0.445
laughter	kuseka	surprise	0.445
enthusiast	wokondeka	surprise	0.445
splendid	zokongola	surprise	0.445
feat	feat	surprise	0.445
perchance	mwambo	surprise	0.445
excel	bwino	surprise	0.445
gambling	njuga	surprise	0.445
unintentional	mosadzipereka	surprise	0.438
brighten	kuwala	surprise	0.438
changeable	kusintha	surprise	0.438
rapt	chiwonongeke	surprise	0.438
unique	wapadera	surprise	0.438
splendor	kukongola	surprise	0.438
senseless	wopanda nzeru	surprise	0.438
gift	mphatso	surprise	0.430
fascination	chidwi	surprise	0.430
trepidation	mantha	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Wokondwa	surprise	0.430
lawsuit	mlandu	surprise	0.430
intrigue	zovuta	surprise	0.430
quicksilver	wotsogolera msanga	surprise	0.422
originality	chiyambi	surprise	0.422
riddle	mwambo	surprise	0.422
judgment	chiweruzo	surprise	0.422
enchant	zokopa	surprise	0.422
stealth	kubisa	surprise	0.422
veracity	chilungamo	surprise	0.414
elusive	osasamala	surprise	0.414
perjury	zonama	surprise	0.414
spirits	mizimu	surprise	0.414
liberation	kumasulidwa	surprise	0.414
illegitimate	wosaloledwa	surprise	0.414
syncope	syncope	surprise	0.414
experiment	kuyesa	surprise	0.414
gambler	wotchova njuga	surprise	0.406
eager	mwachidwi	surprise	0.406
inspired	louziridwa	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	amawomba	surprise	0.406
allure	kukopa	surprise	0.406
parade	chiwonongeko	surprise	0.406
princely	princely	surprise	0.398
divorce	kusudzulana	surprise	0.398
guess	ndikuganiza	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	chinsinsi	surprise	0.398
aspiration	kufuna	surprise	0.391
peri	nthawi	surprise	0.391
cheerful	wokondwa	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	ukulu	surprise	0.391
incontinence	kudziletsa	surprise	0.391
inheritance	cholowa	surprise	0.383
score	Chogoli	surprise	0.383
lose	ataya	surprise	0.383
crowning	korona	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	zotamandika	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	zamatsenga	surprise	0.375
succeed	kupambana	surprise	0.375
advance	kupita patsogolo	surprise	0.375
sparkle	imanyezimira	surprise	0.367
hope	chiyembekezo	surprise	0.367
joker	joker	surprise	0.367
sensual	zachibadwa	surprise	0.367
excavation	kufufuza	surprise	0.367
feeling	kumverera	surprise	0.359
entertainment	zosangalatsa	surprise	0.359
clown	osayankhula	surprise	0.352
newcomer	watsopano	surprise	0.352
modify	sintha	surprise	0.352
award	mphoto	surprise	0.352
blessings	madalitso	surprise	0.352
postponement	kubwezeretsedwa	surprise	0.352
obit	obit	surprise	0.352
celebrity	wotchuka	surprise	0.344
hero	munthu	surprise	0.344
start	kuyamba	surprise	0.344
wonderfully	zodabwitsa	surprise	0.344
highest	wapamwamba kwambiri	surprise	0.344
proficiency	luso	surprise	0.344
glorify	lemekezani	surprise	0.344
unbeaten	osadziwika	surprise	0.336
memorable	kukumbukira	surprise	0.336
sanctify	kuyeretsani	surprise	0.336
rekindle	kubwezeretsanso	surprise	0.336
optimism	chiyembekezo	surprise	0.336
warned	anachenjezedwa	surprise	0.336
prodigious	wodalirika	surprise	0.336
dissolution	kutayika	surprise	0.336
grin	grin	surprise	0.336
admiration	kuyamikira	surprise	0.328
hypertrophy	kuwopsa	surprise	0.328
present	panopa	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	mngelo	surprise	0.320
examination	kukayezetsa	surprise	0.320
catch	kugwira	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	kuthamanga	surprise	0.312
puma	puma	surprise	0.312
liberty	ufulu	surprise	0.312
kiss	kupsompsona	surprise	0.312
embrace	kuvomereza	surprise	0.312
occasional	nthawi zina	surprise	0.312
treat	chithandizo	surprise	0.312
saint	woyera	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	kuchotsedwa	surprise	0.312
perfection	ungwiro	surprise	0.305
generosity	zopatsa	surprise	0.305
gratify	kukondweretsa	surprise	0.305
saintly	woyera	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	potsiriza	surprise	0.297
differently	mosiyana	surprise	0.297
palpable	palpable	surprise	0.297
warn	tchenjezani	surprise	0.297
ceremony	mwambo	surprise	0.297
larger	zazikulu	surprise	0.297
favorable	zabwino	surprise	0.297
romance	chikondi	surprise	0.289
medal	medal	surprise	0.289
inviting	kuyitana	surprise	0.289
greeting	moni	surprise	0.289
candid	ofuna	surprise	0.281
resignation	kudzipatulira	surprise	0.281
trip	ulendo	surprise	0.281
accolade	kuvomereza	surprise	0.281
labor	ntchito	surprise	0.281
stare	yang'anani	surprise	0.273
glimmer	kumveka	surprise	0.266
invite	pemphani	surprise	0.266
somatic	somatic	surprise	0.266
admire	ayamikireni	surprise	0.266
immerse	kumiza	surprise	0.266
festival	chikondwerero	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	malipiro	surprise	0.266
insolvency	kusakhulupirika	surprise	0.266
playful	kusewera	surprise	0.266
complement	kuthandizira	surprise	0.258
receiving	kulandira	surprise	0.258
hypothesis	maganizo	surprise	0.258
laugh	kuseka	surprise	0.258
chuckle	zitsutsani	surprise	0.258
honeymoon	wokondedwa	surprise	0.250
marry	kukwatira	surprise	0.242
independence	ufulu	surprise	0.242
opera	opera	surprise	0.242
pleasant	zosangalatsa	surprise	0.242
rhythmical	zizindikiro	surprise	0.234
assessment	kuyesa	surprise	0.234
hopeful	chiyembekezo	surprise	0.234
trophy	mpikisano	surprise	0.234
holiness	chiyero	surprise	0.234
chant	nyimbo	surprise	0.234
leave	tulukani	surprise	0.234
procession	maulendo	surprise	0.227
placard	placard	surprise	0.227
deal	kuchita	surprise	0.227
cherish	cherish	surprise	0.219
good	zabwino	surprise	0.219
shopping	kugula	surprise	0.219
musical	nyimbo	surprise	0.219
shell	chipolopolo	surprise	0.211
dawn	m'maŵa	surprise	0.211
simplify	khalani osavuta	surprise	0.211
purity	chiyero	surprise	0.203
nullify	kusokoneza	surprise	0.203
money	ndalama	surprise	0.203
sweet	zokoma	surprise	0.203
morals	makhalidwe	surprise	0.203
synchronize	synchronize	surprise	0.195
preservative	zosungira	surprise	0.195
humanitarian	kuthandiza	surprise	0.195
unfulfilled	chosakwaniritsidwa	surprise	0.195
precious	ofunika	surprise	0.195
obliging	chokakamiza	surprise	0.188
singularly	mwachindunji	surprise	0.188
foresee	onaninso	surprise	0.180
pray	pempherani	surprise	0.180
graduation	kumaliza maphunziro	surprise	0.180
lovely	wokondeka	surprise	0.180
sun	dzuwa	surprise	0.172
art	zojambulajambula	surprise	0.172
mouth	mkamwa	surprise	0.172
youth	achinyamata	surprise	0.172
thirst	ludzu	surprise	0.172
young	wamng'ono	surprise	0.164
goodness	ubwino	surprise	0.164
overdue	zatha	surprise	0.156
visor	vutolo	surprise	0.156
practiced	ankachita	surprise	0.156
latent	latentha	surprise	0.156
loyal	wokhulupirika	surprise	0.148
expect	kuyembekezera	surprise	0.148
destination	kupita kopita	surprise	0.148
wireless	opanda waya	surprise	0.148
quote	ndemanga	surprise	0.141
slush	slush	surprise	0.141
infant	khanda	surprise	0.141
cream	kirimu	surprise	0.141
playground	malo ochitira masewera	surprise	0.133
organization	bungwe	surprise	0.125
teach	dziwani	surprise	0.125
vote	kuvota	surprise	0.125
smile	kumwetulira	surprise	0.117
weight	kulemera	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	ubale	surprise	0.109
cable	chingwe	surprise	0.109
sunny	dzuwa	surprise	0.102
steady	khazikika	surprise	0.094
leisure	zosangalatsa	surprise	0.086
peaceful	mtendere	surprise	0.086
spa	spa	surprise	0.086
tree	mtengo	surprise	0.078
picnic	zojambulajambula	surprise	0.078
worm	nyongolotsi	surprise	0.055
truthfulness	zoona	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	odalirika	trust	0.867
honest	owona mtima	trust	0.844
honesty	kuwona mtima	trust	0.844
honor	ulemu	trust	0.844
truth	choonadi	trust	0.844
truthful	zoona	trust	0.836
trusting	kudalira	trust	0.836
brotherhood	ubale	trust	0.820
entrust	perekani	trust	0.812
committed	odzipereka	trust	0.805
integrity	umphumphu	trust	0.805
loyalty	kukhulupirika	trust	0.805
honorable	wolemekezeka	trust	0.805
credibility	kukhulupirira	trust	0.805
trust	kudalira	trust	0.805
faithful	wokhulupirika	trust	0.797
sincere	moona mtima	trust	0.797
responsible	ali ndi udindo	trust	0.789
partnership	mgwirizano	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	nzeru	trust	0.789
oath	kulumbira	trust	0.781
verification	kutsimikiziridwa	trust	0.781
vow	lumbiro	trust	0.781
cooperative	mgwirizano	trust	0.781
respectable	olemekezeka	trust	0.773
credible	odalirika	trust	0.773
hero	munthu	trust	0.773
sisterhood	ubale	trust	0.773
promise	lonjezo	trust	0.773
verified	kutsimikiziridwa	trust	0.773
qualified	oyenerera	trust	0.766
respected	amalemekezedwa	trust	0.766
authentication	kutsimikiziridwa	trust	0.766
compassion	chifundo	trust	0.759
reputable	wotchuka	trust	0.758
safekeeping	kusunga	trust	0.758
reliability	kudalirika	trust	0.758
moral	makhalidwe	trust	0.758
love	chikondi	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	kuvomereza	trust	0.758
stable	khola	trust	0.750
friend	mnzanga	trust	0.750
genuine	zenizeni	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	luso	trust	0.750
loyal	wokhulupirika	trust	0.750
ally	mgwirizano	trust	0.750
safeguard	tetezani	trust	0.750
companion	mnzanga	trust	0.750
advised	adalangizidwa	trust	0.750
authentic	zenizeni	trust	0.750
respect	ulemu	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	ufulu	trust	0.742
proven	kutsimikiziridwa	trust	0.742
respects	ulemu	trust	0.742
faith	chikhulupiriro	trust	0.742
wholesome	zabwino	trust	0.742
heartfelt	kuchokera pansi pa mtima	trust	0.734
unification	mgwirizano	trust	0.734
protecting	kuteteza	trust	0.734
reassurance	chitonthozo	trust	0.734
admirable	zosangalatsa	trust	0.734
trustee	trustee	trust	0.734
supporter	wothandizira	trust	0.734
confirmation	kutsimikizira	trust	0.734
respectful	kulemekeza	trust	0.734
alliance	mgwirizano	trust	0.727
equality	kulingana	trust	0.727
friendship	ubwenzi	trust	0.727
agreement	mgwirizano	trust	0.727
fact	zoona	trust	0.727
confident	wodalirika	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	kukhulupirira	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	zabwino	trust	0.727
credential	zovomerezeka	trust	0.727
closeness	kuyandikana	trust	0.719
authenticate	kutsimikizira	trust	0.719
intelligence	nzeru	trust	0.719
virtue	ukoma	trust	0.719
honored	kulemekezedwa	trust	0.719
virtuous	zabwino	trust	0.719
kindred	wachibale	trust	0.719
charitable	zachifundo	trust	0.711
dedication	kudzipatulira	trust	0.711
guarantee	chitsimikizo	trust	0.711
cooperation	mgwirizano	trust	0.711
creditable	creditable	trust	0.711
consistency	kusasinthasintha	trust	0.711
allegiance	kukhulupirika	trust	0.711
cooperating	kugwirizana	trust	0.711
straightforward	molunjika	trust	0.711
determination	kutsimikiza	trust	0.711
justice	chilungamo	trust	0.711
sanctuary	malo opatulika	trust	0.703
nurture	kulera	trust	0.703
innocent	osalakwa	trust	0.703
admire	ayamikireni	trust	0.703
assurance	chitsimikizo	trust	0.703
morality	makhalidwe abwino	trust	0.703
prepared	okonzeka	trust	0.703
friendliness	ubwenzi	trust	0.703
reliable	odalirika	trust	0.703
mentor	wothandizira	trust	0.703
guardianship	kusamalira	trust	0.703
fulfilled	kukwaniritsidwa	trust	0.703
reverence	kulemekeza	trust	0.703
proof	umboni	trust	0.703
admiration	kuyamikira	trust	0.703
mother	mayi	trust	0.703
protected	atetezedwa	trust	0.703
motherhood	mayi	trust	0.703
marriage	ukwati	trust	0.695
skillful	luso	trust	0.695
indestructible	chosadetsedwa	trust	0.695
guardian	wosamalira	trust	0.695
accountable	ndikuyankha	trust	0.695
courage	kulimba mtima	trust	0.695
bodyguard	woteteza	trust	0.695
agreeable	zovomerezeka	trust	0.695
scientist	wasayansi	trust	0.695
allied	allied	trust	0.695
compassionate	chifundo	trust	0.695
humanitarian	kuthandiza	trust	0.695
approving	kuvomereza	trust	0.695
united	ogwirizana	trust	0.695
pact	mgwirizano	trust	0.695
certified	ovomerezeka	trust	0.695
morals	makhalidwe	trust	0.695
esteem	ulemu	trust	0.688
secure	otetezeka	trust	0.688
perfection	ungwiro	trust	0.688
guidance	kuwatsogolera	trust	0.688
competent	ali ndi luso	trust	0.688
authenticity	zenizeni	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	Zolondola	trust	0.688
humanity	umunthu	trust	0.688
solidity	olimba	trust	0.688
adviser	mlangizi	trust	0.688
pledge	chikole	trust	0.688
believed	anakhulupirira	trust	0.688
understanding	kumvetsa	trust	0.688
monogamy	kugonana kwaokha	trust	0.688
expertise	luso	trust	0.680
diplomatic	ovomerezeka	trust	0.680
confidential	chinsinsi	trust	0.680
hope	chiyembekezo	trust	0.680
protector	woteteza	trust	0.680
agreeing	kuvomereza	trust	0.680
diligence	khama	trust	0.680
official	boma	trust	0.680
affirm	kutsimikiza	trust	0.680
indivisible	zosadziwika	trust	0.680
grandfather	agogo aamuna	trust	0.680
humble	wodzichepetsa	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	kulengeza	trust	0.680
elders	akulu	trust	0.680
goodness	ubwino	trust	0.680
commendable	oyamikirika	trust	0.680
inspire	kulimbikitsani	trust	0.680
approve	kuvomereza	trust	0.680
confide	tsimikizirani	trust	0.680
professional	katswiri	trust	0.680
familiarity	chidziwitso	trust	0.680
leader	mtsogoleri	trust	0.680
confirmed	zatsimikiziridwa	trust	0.680
acceptance	kuvomereza	trust	0.680
benevolence	zokoma	trust	0.672
dignity	ulemu	trust	0.672
harmoniously	mogwirizana	trust	0.672
mastery	kusamalira	trust	0.672
unwavering	kusagwedezeka	trust	0.672
accredited	ovomerezeka	trust	0.672
healing	machiritso	trust	0.672
encyclopedia	encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	kuyeretsani	trust	0.672
cohesive	kuphatikiza	trust	0.672
covenant	pangano	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	wopanda cholakwa	trust	0.672
safe	otetezeka	trust	0.672
intelligent	wanzeru	trust	0.672
merit	ubwino	trust	0.664
impeccable	zosatheka	trust	0.664
affirmatively	kutsimikizira	trust	0.664
spiritual	zauzimu	trust	0.664
advocate	wolimbikitsa	trust	0.664
team	gulu	trust	0.664
heroic	nyonga	trust	0.664
communicate	kulankhulana	trust	0.664
disciple	wophunzira	trust	0.664
expert	katswiri	trust	0.664
proficient	azidziwa bwino	trust	0.664
specialist	katswiri	trust	0.664
ambassador	nthumwi	trust	0.664
accept	kuvomereza	trust	0.664
attestation	umboni	trust	0.664
supporting	kuthandizira	trust	0.664
reliance	kudalira	trust	0.664
authority	ulamuliro	trust	0.664
accountability	kuyankha	trust	0.664
guidebook	buku lotsogolera	trust	0.664
fulfillment	kukwaniritsidwa	trust	0.664
strengthening	kulimbikitsa	trust	0.661
familiar	wodziwa bwino	trust	0.656
facts	mfundo	trust	0.656
achieve	kukwaniritsa	trust	0.656
warranty	chitsimikizo	trust	0.656
structure	mawonekedwe	trust	0.656
steadfast	osasunthika	trust	0.656
favorable	zabwino	trust	0.656
counsel	uphungu	trust	0.656
relationship	ubwenzi	trust	0.656
scientific	sayansi	trust	0.656
gentleman	njonda	trust	0.656
strength	mphamvu	trust	0.656
elder	mkulu	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	chiyero	trust	0.656
excellent	zabwino kwambiri	trust	0.656
proficiency	luso	trust	0.656
constancy	nthawi zonse	trust	0.656
defended	anatetezedwa	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	kudalira	trust	0.648
heroism	kulimba mtima	trust	0.648
peaceful	mtendere	trust	0.648
competency	luso	trust	0.648
assuredly	motsimikiza	trust	0.648
brother	m'bale	trust	0.648
counselor	mlangizi	trust	0.648
successful	kupambana	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	chitetezo	trust	0.648
saint	woyera	trust	0.648
harmony	mgwirizano	trust	0.648
matrimony	ukwati	trust	0.648
noble	wolemekezeka	trust	0.648
inspiration	kudzoza	trust	0.648
academic	wophunzira	trust	0.648
assist	kuthandiza	trust	0.648
agreed	adagwirizana	trust	0.648
uphold	sungani	trust	0.648
comrade	wokondedwa	trust	0.648
lovable	zokondedwa	trust	0.648
advisable	ndibwino	trust	0.648
solidarity	mgwirizano	trust	0.648
worthy	woyenera	trust	0.643
durability	kukhazikika	trust	0.641
coexist	khala limodzi	trust	0.641
assure	tsimikizirani	trust	0.641
establish	kukhazikitsa	trust	0.641
benefactor	wopindulitsa	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	kutsogolera	trust	0.641
loving	chikondi	trust	0.641
teacher	mphunzitsi	trust	0.641
judiciary	milandu	trust	0.641
conscientious	mosamala	trust	0.641
confidence	chidaliro	trust	0.641
lawful	zovomerezeka	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	anaikidwa	trust	0.641
champion	mtsogoleri	trust	0.641
unity	umodzi	trust	0.641
legal	zovomerezeka	trust	0.641
kind	zokoma	trust	0.641
credence	kuvomereza	trust	0.641
real	zenizeni	trust	0.641
doctor	dokotala	trust	0.641
intimate	wapamtima	trust	0.634
hopeful	chiyembekezo	trust	0.633
fortitude	kulimba mtima	trust	0.633
physician	dokotala	trust	0.633
brotherly	m'bale	trust	0.633
aspiration	kufuna	trust	0.633
convincing	wokhutiritsa	trust	0.633
sanctification	kuyeretsedwa	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	kupembedza	trust	0.633
courageous	kulimba mtima	trust	0.633
soundness	kumveka	trust	0.633
legitimacy	kuvomerezeka	trust	0.633
endorse	kuvomereza	trust	0.633
fidelity	kukhulupirika	trust	0.633
bless	dalitsani	trust	0.633
judicial	chiweruzo	trust	0.633
important	zofunika	trust	0.633
saintly	woyera	trust	0.633
conscience	chikumbumtima	trust	0.633
therapeutic	mankhwala	trust	0.633
authorize	avomereze	trust	0.633
devotional	zopembedza	trust	0.633
practiced	ankachita	trust	0.633
backbone	nsana	trust	0.633
approved	amavomerezedwa	trust	0.633
evident	zikuwonekera	trust	0.625
encourage	kulimbikitsani	trust	0.625
caretaker	wosamalira	trust	0.625
regard	penyani	trust	0.625
angel	mngelo	trust	0.625
engaged	anachitapo kanthu	trust	0.625
blessing	madalitso	trust	0.625
professorship	aphunzitsi	trust	0.625
majestic	ulemu	trust	0.625
communication	kulankhulana	trust	0.625
purify	kuyeretsa	trust	0.625
authorization	chilolezo	trust	0.625
wonderful	zodabwitsa	trust	0.625
achievement	kupambana	trust	0.625
fireman	wosuta moto	trust	0.625
certify	kutsimikizirani	trust	0.625
civilized	wotukuka	trust	0.625
profound	zozama	trust	0.625
accurate	zolondola	trust	0.625
assured	otsimikiza	trust	0.625
positivity	chitsimikizo	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	zabwino	trust	0.617
absolution	kusinthika	trust	0.617
commend	ayamikireni	trust	0.617
cherish	cherish	trust	0.617
fundamental	zofunika	trust	0.617
advice	malangizo	trust	0.617
