word	Lithuanian-lt	emotion	emotion-intensity-score
glimmer	žvilgsnis	surprise	0.266
invite	pakviesti	surprise	0.266
somatic	somatinis	surprise	0.266
admire	grožėtis	surprise	0.266
immerse	pasinerti	surprise	0.266
festival	festivalis	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	kompensuoti	surprise	0.266
insolvency	nemokumas	surprise	0.266
playful	žaismingas	surprise	0.266
complement	papildyti	surprise	0.258
receiving	gavimo	surprise	0.258
hypothesis	hipotezė	surprise	0.258
laugh	juoktis	surprise	0.258
chuckle	siautėti	surprise	0.258
honeymoon	medaus mėnuo	surprise	0.250
marry	tuoktis	surprise	0.242
independence	nepriklausomybė	surprise	0.242
opera	opera	surprise	0.242
pleasant	malonus	surprise	0.242
rhythmical	ritminis	surprise	0.234
assessment	vertinimas	surprise	0.234
hopeful	viltis	surprise	0.234
trophy	trofėjus	surprise	0.234
holiness	šventumas	surprise	0.234
chant	skanduoti	surprise	0.234
leave	palikti	surprise	0.234
procession	procesija	surprise	0.227
placard	plakatas	surprise	0.227
deal	spręsti	surprise	0.227
cherish	puoselėti	surprise	0.219
good	Gerai	surprise	0.219
shopping	apsipirkti	surprise	0.219
musical	muzikinis	surprise	0.219
shell	apvalkalas	surprise	0.211
dawn	Aušra	surprise	0.211
simplify	supaprastinti	surprise	0.211
purity	Grynumas	surprise	0.203
nullify	atšaukti	surprise	0.203
money	pinigai	surprise	0.203
sweet	saldus	surprise	0.203
morals	moralės	surprise	0.203
synchronize	sinchronizuoti	surprise	0.195
preservative	konservantas	surprise	0.195
humanitarian	humanitariniai	surprise	0.195
unfulfilled	neįvykdyta	surprise	0.195
precious	brangioji	surprise	0.195
obliging	privalomas	surprise	0.188
singularly	vienintelis	surprise	0.188
foresee	numatyti	surprise	0.180
pray	melstis	surprise	0.180
graduation	baigimas	surprise	0.180
lovely	mielas	surprise	0.180
sun	saulė	surprise	0.172
art	menas	surprise	0.172
mouth	Burna	surprise	0.172
youth	jaunimas	surprise	0.172
thirst	troškulys	surprise	0.172
young	jaunas	surprise	0.164
goodness	gerumas	surprise	0.164
overdue	pavėluotas	surprise	0.156
visor	skydas	surprise	0.156
practiced	praktikuojama	surprise	0.156
latent	latentinis	surprise	0.156
loyal	ištikimas	surprise	0.148
expect	tikėtis	surprise	0.148
destination	Kelionės tikslas	surprise	0.148
wireless	bevielis	surprise	0.148
quote	citata	surprise	0.141
slush	skalauti	surprise	0.141
infant	kūdikis	surprise	0.141
cream	grietinėlė	surprise	0.141
playground	žaidimų aikštelė	surprise	0.133
organization	organizacija	surprise	0.125
teach	mokyti	surprise	0.125
vote	balsas	surprise	0.125
smile	šypsena	surprise	0.117
weight	svoris	surprise	0.117
dolphin	delfinas	surprise	0.117
sisterhood	seserys	surprise	0.109
cable	kabelis	surprise	0.109
sunny	saulėtas	surprise	0.102
steady	pastovus	surprise	0.094
leisure	laisvalaikis	surprise	0.086
peaceful	taikus	surprise	0.086
spa	SPA	surprise	0.086
tree	medis	surprise	0.078
picnic	iškylai	surprise	0.078
worm	kirminas	surprise	0.055
truthfulness	teisingumas	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	patikimas	trust	0.867
honest	nuoširdus	trust	0.844
honesty	sąžiningumas	trust	0.844
honor	garbė	trust	0.844
truth	tiesa	trust	0.844
truthful	tiesa	trust	0.836
trusting	pasitikėti	trust	0.836
brotherhood	brolija	trust	0.820
entrust	pavesti	trust	0.812
committed	padaryta	trust	0.805
integrity	vientisumas	trust	0.805
loyalty	lojalumas	trust	0.805
honorable	garbingas	trust	0.805
credibility	patikimumas	trust	0.805
trust	pasitikėjimas	trust	0.805
faithful	Ištikimas	trust	0.797
sincere	nuoširdus	trust	0.797
responsible	atsakingas	trust	0.789
partnership	partnerystė	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	išmintis	trust	0.789
oath	priesaika	trust	0.781
verification	patikrinimas	trust	0.781
vow	pažadu	trust	0.781
cooperative	kooperatyvas	trust	0.781
respectable	garbingas	trust	0.773
credible	patikimas	trust	0.773
hero	herojus	trust	0.773
sisterhood	seserys	trust	0.773
promise	pažadas	trust	0.773
verified	patikrinta	trust	0.773
qualified	kvalifikuotas	trust	0.766
respected	gerbiamas	trust	0.766
authentication	autentifikavimas	trust	0.766
compassion	užuojauta	trust	0.759
reputable	gerbiamas	trust	0.758
safekeeping	saugojimas	trust	0.758
reliability	patikimumas	trust	0.758
moral	moralinis	trust	0.758
love	meilė	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	patvirtinimas	trust	0.758
stable	stabilus	trust	0.750
friend	draugas	trust	0.750
genuine	tikra	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetencija	trust	0.750
loyal	ištikimas	trust	0.750
ally	sąjungininkas	trust	0.750
safeguard	apsauga	trust	0.750
companion	kompanionas	trust	0.750
advised	patarė	trust	0.750
authentic	autentiškas	trust	0.750
respect	pagarba	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	laisvė	trust	0.742
proven	įrodyta	trust	0.742
respects	pagarba	trust	0.742
faith	tikėjimas	trust	0.742
wholesome	sveikas	trust	0.742
heartfelt	nuoširdus	trust	0.734
unification	suvienijimas	trust	0.734
protecting	apsauga	trust	0.734
reassurance	pasitikėjimas	trust	0.734
admirable	žavisi	trust	0.734
trustee	patikėtinis	trust	0.734
supporter	rėmėjas	trust	0.734
confirmation	patvirtinimas	trust	0.734
respectful	Pagarbiai	trust	0.734
alliance	aljansas	trust	0.727
equality	lygybė	trust	0.727
friendship	Draugystė	trust	0.727
agreement	susitarimas	trust	0.727
fact	faktas	trust	0.727
confident	įsitikinęs	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	tikintis	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kompetencija	trust	0.727
credential	pažymėjimai	trust	0.727
closeness	artimas	trust	0.719
authenticate	patvirtinti	trust	0.719
intelligence	žvalgyba	trust	0.719
virtue	dorybė	trust	0.719
honored	pagerbtas	trust	0.719
virtuous	dorybingas	trust	0.719
kindred	giminingas	trust	0.719
charitable	labdaros	trust	0.711
dedication	atsidavimas	trust	0.711
guarantee	garantija	trust	0.711
cooperation	bendradarbiavimas	trust	0.711
creditable	patikimas	trust	0.711
consistency	nuoseklumas	trust	0.711
allegiance	ištikimybė	trust	0.711
cooperating	bendradarbiauja	trust	0.711
straightforward	paprasta	trust	0.711
determination	nustatymas	trust	0.711
justice	teisingumas	trust	0.711
sanctuary	šventykla	trust	0.703
nurture	ugdyti	trust	0.703
innocent	nekaltas	trust	0.703
admire	grožėtis	trust	0.703
assurance	garantija	trust	0.703
morality	moralė	trust	0.703
prepared	paruošta	trust	0.703
friendliness	patogumas	trust	0.703
reliable	patikimas	trust	0.703
mentor	mentorius	trust	0.703
guardianship	globa	trust	0.703
fulfilled	įvykdė	trust	0.703
reverence	pagarba	trust	0.703
proof	įrodymas	trust	0.703
admiration	susižavėjimas	trust	0.703
mother	motina	trust	0.703
protected	saugoma	trust	0.703
motherhood	motinystė	trust	0.703
marriage	santuoka	trust	0.695
skillful	sumanus	trust	0.695
indestructible	nesunaikinamas	trust	0.695
guardian	globėjas	trust	0.695
accountable	atskaitingas	trust	0.695
courage	drąsos	trust	0.695
bodyguard	sargybinis	trust	0.695
agreeable	malonus	trust	0.695
scientist	mokslininkas	trust	0.695
allied	sąjungininkas	trust	0.695
compassionate	sąžiningas	trust	0.695
humanitarian	humanitariniai	trust	0.695
approving	tvirtinimas	trust	0.695
united	united	trust	0.695
pact	paktas	trust	0.695
certified	sertifikuota	trust	0.695
morals	moralės	trust	0.695
esteem	pagarba	trust	0.688
secure	saugus	trust	0.688
perfection	tobulumas	trust	0.688
guidance	patarimai	trust	0.688
competent	kompetentingas	trust	0.688
authenticity	autentiškumas	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	pateisinamas	trust	0.688
humanity	žmonija	trust	0.688
solidity	tvirtumas	trust	0.688
adviser	patarėjas	trust	0.688
pledge	įkeitimas	trust	0.688
believed	tikėjo	trust	0.688
understanding	suprasti	trust	0.688
monogamy	monogamija	trust	0.688
expertise	patirtis	trust	0.680
diplomatic	diplomatinis	trust	0.680
confidential	konfidencialus	trust	0.680
hope	tikiuosi	trust	0.680
protector	apsauga	trust	0.680
agreeing	susitarti	trust	0.680
diligence	kruopštumas	trust	0.680
official	pareigūnas	trust	0.680
affirm	patvirtinti	trust	0.680
indivisible	nedalomas	trust	0.680
grandfather	senelis	trust	0.680
humble	kuklus	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokatas	trust	0.680
elders	vyresnieji	trust	0.680
goodness	gerumas	trust	0.680
commendable	pagirtinas	trust	0.680
inspire	įkvėpti	trust	0.680
approve	patvirtinti	trust	0.680
confide	pasitikėti	trust	0.680
professional	profesionalus	trust	0.680
familiarity	pažintis	trust	0.680
leader	lyderis	trust	0.680
confirmed	patvirtintas	trust	0.680
acceptance	priėmimas	trust	0.680
benevolence	geranoriškumas	trust	0.672
dignity	orumas	trust	0.672
harmoniously	harmoningai	trust	0.672
mastery	meistriškumas	trust	0.672
unwavering	tvirtas	trust	0.672
accredited	akredituotas	trust	0.672
healing	gijimas	trust	0.672
encyclopedia	enciklopedija	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	pašventinti	trust	0.672
cohesive	darni	trust	0.672
covenant	Sandorą	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	beprotiška	trust	0.672
safe	saugus	trust	0.672
intelligent	protingas	trust	0.672
merit	nuopelnas	trust	0.664
impeccable	nepriekaištinga	trust	0.664
affirmatively	teigiamai	trust	0.664
spiritual	dvasinis	trust	0.664
advocate	advokatas	trust	0.664
team	komanda	trust	0.664
heroic	herojiškas	trust	0.664
communicate	bendrauti	trust	0.664
disciple	mokinys	trust	0.664
expert	ekspertas	trust	0.664
proficient	įgudęs	trust	0.664
specialist	specialistas	trust	0.664
ambassador	ambasadorius	trust	0.664
accept	priimti	trust	0.664
attestation	atestacija	trust	0.664
supporting	palaikymas	trust	0.664
reliance	pasitikėjimas	trust	0.664
authority	institucija	trust	0.664
accountability	atskaitomybė	trust	0.664
guidebook	vadovas	trust	0.664
fulfillment	įvykdymas	trust	0.664
strengthening	stiprinti	trust	0.661
familiar	pažįstamas	trust	0.656
facts	faktai	trust	0.656
achieve	pasiekti	trust	0.656
warranty	garantija	trust	0.656
structure	struktūra	trust	0.656
steadfast	tvirtas	trust	0.656
favorable	palankus	trust	0.656
counsel	advokatas	trust	0.656
relationship	santykiai	trust	0.656
scientific	mokslinis	trust	0.656
gentleman	džentelmenis	trust	0.656
strength	jėga	trust	0.656
elder	vyresnysis	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	šventumas	trust	0.656
excellent	puikiai	trust	0.656
proficiency	mokėjimas	trust	0.656
constancy	pastovumas	trust	0.656
defended	ginti	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	pasikliauti	trust	0.648
heroism	herojiškumas	trust	0.648
peaceful	taikus	trust	0.648
competency	kompetencija	trust	0.648
assuredly	tikrai	trust	0.648
brother	brolis	trust	0.648
counselor	patarėjas	trust	0.648
successful	sėkmingas	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	apsauginis	trust	0.648
saint	šventasis	trust	0.648
harmony	harmonija	trust	0.648
matrimony	santuoka	trust	0.648
noble	kilnus	trust	0.648
inspiration	įkvėpimas	trust	0.648
academic	akademinis	trust	0.648
assist	padėti	trust	0.648
agreed	susitarta	trust	0.648
uphold	palaikyti	trust	0.648
comrade	Draugas	trust	0.648
lovable	patraukli	trust	0.648
advisable	patartinas	trust	0.648
solidarity	Solidarumas	trust	0.648
worthy	vertas	trust	0.643
durability	patvarumas	trust	0.641
coexist	kartu egzistuoja	trust	0.641
assure	įsitikinkite	trust	0.641
establish	nustatyti	trust	0.641
benefactor	geradarys	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	pirmaujantis	trust	0.641
loving	myliu	trust	0.641
teacher	mokytojas	trust	0.641
judiciary	teismų sistema	trust	0.641
conscientious	sąžiningas	trust	0.641
confidence	pasitikėjimas	trust	0.641
lawful	teisėtas	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordinuotas	trust	0.641
champion	čempionas	trust	0.641
unity	vienybė	trust	0.641
legal	teisėtas	trust	0.641
kind	malonus	trust	0.641
credence	patikimumas	trust	0.641
real	tikras	trust	0.641
doctor	gydytojas	trust	0.641
intimate	intymus	trust	0.634
hopeful	viltis	trust	0.633
fortitude	tvirtumas	trust	0.633
physician	gydytojas	trust	0.633
brotherly	broliai	trust	0.633
aspiration	aspiracija	trust	0.633
convincing	įtikinamai	trust	0.633
sanctification	pašventinimas	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	pagarba	trust	0.633
courageous	drąsus	trust	0.633
soundness	tvirtumas	trust	0.633
legitimacy	teisėtumas	trust	0.633
endorse	pritarti	trust	0.633
fidelity	ištikimybė	trust	0.633
bless	palaiminti	trust	0.633
judicial	teisminis	trust	0.633
important	svarbu	trust	0.633
saintly	šventasis	trust	0.633
conscience	sąžinė	trust	0.633
therapeutic	terapinis	trust	0.633
authorize	leisti	trust	0.633
devotional	religinis	trust	0.633
practiced	praktikuojama	trust	0.633
backbone	pagrindas	trust	0.633
approved	patvirtintas	trust	0.633
evident	Akivaizdu	trust	0.625
encourage	paskatinti	trust	0.625
caretaker	prižiūrėtojas	trust	0.625
regard	atsižvelgti	trust	0.625
angel	angelas	trust	0.625
engaged	užsiima	trust	0.625
blessing	palaiminimas	trust	0.625
professorship	professorship	trust	0.625
majestic	didingas	trust	0.625
communication	komunikacija	trust	0.625
purify	valyti	trust	0.625
authorization	leidimas	trust	0.625
wonderful	nuostabus	trust	0.625
achievement	pasiekimas	trust	0.625
fireman	gaisrininkas	trust	0.625
certify	patvirtinu	trust	0.625
civilized	civilizuotas	trust	0.625
profound	gilus	trust	0.625
accurate	tiksliai	trust	0.625
assured	patikėta	trust	0.625
positivity	pozityvumas	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	Gerai	trust	0.617
absolution	atleidimas	trust	0.617
commend	pagirti	trust	0.617
cherish	puoselėti	trust	0.617
fundamental	pagrindinis	trust	0.617
advice	patarimas	trust	0.617
objective	tikslas	trust	0.617
optimism	optimizmas	trust	0.617
testament	testamentas	trust	0.617
qualities	savybes	trust	0.617
haven	haven	trust	0.617
heroine	herojė	trust	0.617
constantly	nuolat	trust	0.617
appreciation	dėkingi	trust	0.617
triumphant	triumfuoja	trust	0.617
accord	susitarti	trust	0.617
reassure	nuraminti	trust	0.617
truce	paliaubas	trust	0.617
thoughtful	sąmoningas	trust	0.617
teach	mokyti	trust	0.617
god	dievas	trust	0.617
corroborate	patvirtinti	trust	0.617
believer	tikintis	trust	0.617
unimpeachable	neprilygstamas	trust	0.617
surety	laidavimas	trust	0.617
attentive	dėmesingas	trust	0.617
gospel	Evangelija	trust	0.617
bedrock	pagrindas	trust	0.617
approvement	patvirtinimas	trust	0.617
planning	planavimas	trust	0.617
rational	racionalus	trust	0.617
passionate	aistringas	trust	0.617
happy	laimingas	trust	0.609
babysitter	Auklė	trust	0.609
brilliant	puikus	trust	0.609
praise	pagirti	trust	0.609
definitive	galutinis	trust	0.609
considerate	dėmesingas	trust	0.609
patron	globėjas	trust	0.609
scripture	Raštas	trust	0.609
heal	Išgyti	trust	0.609
praiseworthy	pagirtinas	trust	0.609
steward	valdytojas	trust	0.609
awareness	sąmoningumas	trust	0.609
officer	pareigūnas	trust	0.609
purification	valymas	trust	0.609
excel	puikiai	trust	0.609
civilization	civilizacija	trust	0.609
liking	patiko	trust	0.609
comfort	komfortas	trust	0.609
magnificence	didybė	trust	0.609
notary	notaras	trust	0.609
progression	progresija	trust	0.609
mediator	tarpininkas	trust	0.609
blessings	palaiminimai	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	rekomenduoti	trust	0.609
brave	drąsus	trust	0.602
experienced	Patyręs	trust	0.602
steady	pastovus	trust	0.602
enlightenment	apšvietimas	trust	0.602
brighten	ryškesni	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	įvykdyti	trust	0.602
witness	liudytojas	trust	0.602
humility	nuolankumas	trust	0.602
sympathetic	simpatiškas	trust	0.602
helpful	naudinga	trust	0.602
symmetry	simetrija	trust	0.602
unquestionable	neginčytinas	trust	0.602
peace	ramybė	trust	0.602
transcendence	transcendencija	trust	0.602
serenity	ramybė	trust	0.602
embrace	apsirengti	trust	0.602
inspired	Įkvėptas	trust	0.602
mainstay	pagrindas	trust	0.602
unconditional	besąlygiškas	trust	0.602
guarded	saugoma	trust	0.602
identify	identifikuoti	trust	0.602
marry	tuoktis	trust	0.594
grant	dotacija	trust	0.594
depend	priklauso nuo	trust	0.594
complimentary	nemokamas	trust	0.594
spouse	sutuoktinis	trust	0.594
tranquility	ramybė	trust	0.594
vigilant	budrus	trust	0.594
ministry	ministerija	trust	0.594
fairly	teisingai	trust	0.594
philanthropic	filantropija	trust	0.594
openly	atvirai	trust	0.594
generous	turtinga	trust	0.594
strengthen	stiprinti	trust	0.594
gratitude	dėkingumas	trust	0.594
befriend	drauge	trust	0.594
substantiate	pagrįsti	trust	0.594
praised	gyrė	trust	0.594
admiral	admirolas	trust	0.594
regent	regentas	trust	0.594
sage	išmintis	trust	0.594
assessment	vertinimas	trust	0.594
enlighten	apšviesti	trust	0.594
eminence	Eminence	trust	0.594
commendation	pagyrimas	trust	0.594
efficient	efektyvus	trust	0.594
nurse	slaugytoja	trust	0.594
visionary	vizionierius	trust	0.594
generosity	dosnumas	trust	0.594
vigilance	budrumas	trust	0.594
endowment	apdovanojimas	trust	0.594
council	taryba	trust	0.594
sweetheart	brangioji	trust	0.589
attest	patvirtinti	trust	0.586
prestige	prestižas	trust	0.586
serene	ramus	trust	0.586
unfailing	nepaliaujamas	trust	0.586
testimony	liudijimas	trust	0.586
checklist	kontrolinis sąrašas	trust	0.586
inheritance	paveldėjimas	trust	0.586
monk	vienuolis	trust	0.586
godly	dievobaimingas	trust	0.586
compliance	laikymasis	trust	0.586
rooted	įsišaknijusi	trust	0.586
constitutional	konstitucinis	trust	0.586
conservation	išsaugojimas	trust	0.586
bylaw	įstatymas	trust	0.586
helper	pagalbininkas	trust	0.586
joyful	džiaugsmingas	trust	0.586
collectively	kolektyviai	trust	0.586
meritorious	nusipelnęs	trust	0.586
acclaim	pripažinimas	trust	0.586
diplomacy	diplomatija	trust	0.586
educational	švietimo	trust	0.586
husbandry	gyvulininkystė	trust	0.586
share	Dalintis	trust	0.586
enjoying	mėgaujuosi	trust	0.586
firmness	tvirtumas	trust	0.586
convince	įtikinti	trust	0.586
designation	paskyrimas	trust	0.586
tribe	gentis	trust	0.586
victory	pergalė	trust	0.586
magnificent	puikus	trust	0.586
lovely	mielas	trust	0.586
seniority	darbo stažas	trust	0.586
angelic	angeliškas	trust	0.586
ambition	ambicija	trust	0.586
father	tėvas	trust	0.586
mate	mate	trust	0.586
sobriety	tylumas	trust	0.586
revere	gerbti	trust	0.586
delegate	deleguoti	trust	0.586
navigator	navigatorius	trust	0.578
watchdog	sargas	trust	0.578
obey	paklusk	trust	0.578
cheerfulness	linksmas	trust	0.578
inviting	kviečiantis	trust	0.578
judge	teisėjas	trust	0.578
irrefutable	neginčytinas	trust	0.578
philanthropist	filantropas	trust	0.578
careful	atsargiai	trust	0.578
communion	bendrystė	trust	0.578
coexisting	kartu egzistuojanti	trust	0.578
impartiality	nešališkumas	trust	0.578
unquestioned	neginčijamas	trust	0.578
upright	vertikaliai	trust	0.578
authoritative	autoritetingas	trust	0.578
structural	struktūrinis	trust	0.578
convinced	įsitikinęs	trust	0.578
smile	šypsena	trust	0.578
commandant	komendantas	trust	0.578
dutiful	tinkamas	trust	0.578
shelter	prieglauda	trust	0.578
revival	atgimimas	trust	0.578
professor	profesorius	trust	0.578
adore	garbinti	trust	0.578
legalized	legalizuotas	trust	0.578
punctual	punktualus	trust	0.570
counsellor	patarėjas	trust	0.570
