word	Danish-da	emotion	emotion-intensity-score
complimentary	gratis	trust	0.594
spouse	ægtefælle	trust	0.594
tranquility	ro	trust	0.594
vigilant	vagt	trust	0.594
ministry	ministerium	trust	0.594
fairly	temmelig	trust	0.594
philanthropic	filantropiske	trust	0.594
openly	åbent	trust	0.594
generous	gavmild	trust	0.594
strengthen	styrke	trust	0.594
gratitude	taknemmelighed	trust	0.594
befriend	befriend	trust	0.594
substantiate	underbygge	trust	0.594
praised	rost	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	salvie	trust	0.594
assessment	vurdering	trust	0.594
enlighten	oplyse	trust	0.594
eminence	eminence	trust	0.594
commendation	ros	trust	0.594
efficient	effektiv	trust	0.594
nurse	amme	trust	0.594
visionary	visionær	trust	0.594
generosity	gavmildhed	trust	0.594
vigilance	årvågenhed	trust	0.594
endowment	begavelse	trust	0.594
council	råd	trust	0.594
sweetheart	kæreste	trust	0.589
attest	bevidne	trust	0.586
prestige	prestige	trust	0.586
serene	fredfyldte	trust	0.586
unfailing	ufejlbarlig	trust	0.586
testimony	vidnesbyrd	trust	0.586
checklist	tjekliste	trust	0.586
inheritance	arv	trust	0.586
monk	munk	trust	0.586
godly	gudfrygtig	trust	0.586
compliance	overholdelse	trust	0.586
rooted	rødder	trust	0.586
constitutional	forfatningsmæssig	trust	0.586
conservation	bevarelse	trust	0.586
bylaw	styrelsesvedtægt	trust	0.586
helper	hjælper	trust	0.586
joyful	glad	trust	0.586
collectively	kollektivt	trust	0.586
meritorious	fortjenstfulde	trust	0.586
acclaim	anerkendelse	trust	0.586
diplomacy	diplomati	trust	0.586
educational	uddannelsesmæssige	trust	0.586
husbandry	dyrehold	trust	0.586
share	del	trust	0.586
enjoying	nyder	trust	0.586
firmness	fasthed	trust	0.586
convince	overbevise	trust	0.586
designation	udpegning	trust	0.586
tribe	stamme	trust	0.586
victory	sejr	trust	0.586
magnificent	storslået	trust	0.586
lovely	dejlig	trust	0.586
seniority	anciennitet	trust	0.586
angelic	engleblid	trust	0.586
ambition	ambition	trust	0.586
father	far	trust	0.586
mate	parrer sig	trust	0.586
sobriety	ædruelighed	trust	0.586
revere	Revere	trust	0.586
delegate	delegeret	trust	0.586
navigator	navigator	trust	0.578
watchdog	vagthund	trust	0.578
obey	adlyde	trust	0.578
cheerfulness	munterhed	trust	0.578
inviting	indbydende	trust	0.578
judge	dommer	trust	0.578
irrefutable	uigendrivelige	trust	0.578
philanthropist	filantrop	trust	0.578
careful	forsigtig	trust	0.578
communion	fællesskab	trust	0.578
coexisting	sameksisterende	trust	0.578
impartiality	upartiskhed	trust	0.578
unquestioned	ubestridt	trust	0.578
upright	oprejst	trust	0.578
authoritative	autoritativ	trust	0.578
structural	strukturel	trust	0.578
convinced	overbevist	trust	0.578
smile	smil	trust	0.578
commandant	kommandant	trust	0.578
dutiful	pligtopfyldende	trust	0.578
shelter	ly	trust	0.578
revival	genoplivning	trust	0.578
professor	professor	trust	0.578
adore	tilbede	trust	0.578
legalized	legaliseret	trust	0.578
punctual	punktlig	trust	0.570
counsellor	rådgiver	trust	0.570
complement	supplement	trust	0.570
corroboration	bekræftelse	trust	0.570
immaculate	ulastelig	trust	0.570
relative	i forhold	trust	0.570
apostle	apostel	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	bindevæv	trust	0.570
insure	forsikre	trust	0.570
plausible	plausibel	trust	0.570
consult	konsultere	trust	0.570
modest	beskedne	trust	0.570
measured	målt	trust	0.570
pilot	pilot	trust	0.570
collaborator	samarbejdspartner	trust	0.570
advise	rådgive	trust	0.570
cuddle	kæle	trust	0.570
ordinance	bekendtgørelse	trust	0.570
compass	kompas	trust	0.570
guide	guide	trust	0.570
everlasting	evig	trust	0.570
adhering	vedhængende	trust	0.570
determinate	beslutte	trust	0.570
heavenly	himmelske	trust	0.570
principal	rektor	trust	0.570
abundance	overflod	trust	0.570
matron	økonoma	trust	0.570
unequivocal	utvetydige	trust	0.570
volunteers	frivillige	trust	0.570
pedigree	stamtavle	trust	0.570
unquestionably	utvivlsomt	trust	0.570
pertinent	relevant	trust	0.562
devout	fromme	trust	0.562
curable	helbredes	trust	0.562
insight	indsigt	trust	0.562
congregation	menighed	trust	0.562
admit	indrømme	trust	0.562
pleasant	behagelig	trust	0.562
vigorous	energisk	trust	0.562
fort	fort	trust	0.562
remarkable	bemærkelsesværdig	trust	0.562
content	indhold	trust	0.562
spotless	pletfri	trust	0.562
uplift	hævning	trust	0.562
compensate	kompensere	trust	0.562
lovemaking	elske	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	beroligende	trust	0.562
ordination	ordination	trust	0.562
cohesion	samhørighed	trust	0.562
frankness	frimodighed	trust	0.562
strong	stærk	trust	0.562
miracle	mirakel	trust	0.562
concordance	konkordans	trust	0.562
applaud	klappe	trust	0.562
prize	præmie	trust	0.562
apostolic	apostolske	trust	0.562
succeeding	efterfølgende	trust	0.562
vitality	vitalitet	trust	0.562
treasurer	kasserer	trust	0.562
save	Gemme	trust	0.562
earn	tjene	trust	0.562
midwife	jordemoder	trust	0.555
discretion	skøn	trust	0.555
worship	tilbede	trust	0.555
constant	konstant	trust	0.555
foresight	fremsyn	trust	0.555
vote	stemme	trust	0.555
cultivate	dyrke	trust	0.555
impartial	upartisk	trust	0.555
illumination	belysning	trust	0.555
ambulance	ambulance	trust	0.555
privacy	privatliv	trust	0.555
succeed	lykkes	trust	0.555
providing	at sørge for	trust	0.555
veteran	veteran	trust	0.555
patience	tålmodighed	trust	0.555
prophet	profet	trust	0.555
coach	træner	trust	0.555
intuition	intuition	trust	0.555
reconciliation	forsoning	trust	0.555
defender	forsvarer	trust	0.555
coalesce	flyder sammen	trust	0.555
mediate	mediere	trust	0.555
precedence	forrang	trust	0.555
congruence	overensstemmelsen	trust	0.555
buddy	kammerat	trust	0.555
reunion	genforening	trust	0.555
restorative	genoprettende	trust	0.555
destined	bestemt	trust	0.555
physicist	fysiker	trust	0.555
influential	indflydelsesrig	trust	0.555
exalt	ophøje	trust	0.555
greatness	storhed	trust	0.555
inclusion	inklusion	trust	0.555
auditor	revisor	trust	0.555
meditate	meditere	trust	0.555
betrothed	trolovet	trust	0.555
proud	stolt	trust	0.547
provide	give	trust	0.547
conciliation	forlig	trust	0.547
ancestral	forfædres	trust	0.547
liberty	frihed	trust	0.547
durable	holdbar	trust	0.547
impenetrable	uigennemtrængelig	trust	0.547
prudent	forsigtig	trust	0.547
invocation	påkaldelse	trust	0.547
engaging	engagerende	trust	0.547
statement	udmelding	trust	0.547
rejoice	Glæd dig	trust	0.547
cheer	opmuntre	trust	0.547
eyewitness	øjenvidne	trust	0.547
prevalent	fremherskende	trust	0.547
securities	værdipapirer	trust	0.547
friendly	venlige	trust	0.547
salvation	frelse	trust	0.547
independence	uafhængighed	trust	0.547
govern	styre	trust	0.547
forgive	tilgive	trust	0.547
commanding	kommanderende	trust	0.547
convent	kloster	trust	0.547
reinforcement	forstærkning	trust	0.547
law	lov	trust	0.547
registry	register	trust	0.547
temperate	tempereret	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	parathed	trust	0.547
heritage	arv	trust	0.547
chronicle	krønike	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institut	trust	0.539
applause	bifald	trust	0.539
architecture	arkitektur	trust	0.539
obvious	indlysende	trust	0.539
recovery	genopretning	trust	0.539
inimitable	uforligneligt	trust	0.539
relevant	relevant	trust	0.539
responsive	lydhør	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instruktioner	trust	0.539
define	Definere	trust	0.539
delightful	dejlig	trust	0.539
antidote	modgift	trust	0.539
admitting	indrømme	trust	0.539
psalms	salmer	trust	0.539
stamina	udholdenhed	trust	0.539
majority	flertal	trust	0.539
inoculation	podning	trust	0.539
perfect	Perfekt	trust	0.539
obedience	lydighed	trust	0.539
memorable	mindeværdige	trust	0.539
chastity	kyskhed	trust	0.539
proctor	Proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regelmæssighed	trust	0.539
forefathers	forfædre	trust	0.539
immovable	ubevægelig	trust	0.539
eager	ivrige	trust	0.539
aspiring	aspirerende	trust	0.539
obliging	imødekommende	trust	0.539
reinforcements	forstærkninger	trust	0.539
tantamount	ensbetydende	trust	0.539
exalted	ophøjet	trust	0.539
hospital	Hospital	trust	0.531
retirement	pensionering	trust	0.531
strive	stræbe	trust	0.531
edification	opbyggelse	trust	0.531
candid	oprigtig	trust	0.531
deed	gerning	trust	0.531
school	skole	trust	0.531
cradle	vugge	trust	0.531
transcript	udskrift	trust	0.531
accompaniment	akkompagnement	trust	0.531
doubtless	uden tvivl	trust	0.531
rescue	redde	trust	0.531
seal	forsegle	trust	0.531
expedient	formålstjenligt	trust	0.531
ballot	afstemning	trust	0.531
deliverance	udfrielse	trust	0.531
heavens	himlen	trust	0.531
fraternal	broderlige	trust	0.531
dependent	afhængig	trust	0.531
answerable	ansvarlig	trust	0.531
center	centrum	trust	0.531
analyst	analytiker	trust	0.531
firstborn	førstefødte	trust	0.531
bloom	flor	trust	0.531
inseparable	uadskillelige	trust	0.531
bride	brud	trust	0.531
evergreen	stedsegrønne	trust	0.531
princely	fyrstelige	trust	0.531
immunization	immunisering	trust	0.531
refuge	tilflugt	trust	0.531
verily	sandelig	trust	0.531
omniscient	alvidende	trust	0.531
terms	betingelser	trust	0.531
sponsor	sponsor	trust	0.531
approbation	billigelse	trust	0.527
correctness	korrekthed	trust	0.523
elevation	elevation	trust	0.523
neighbor	nabo	trust	0.523
unbroken	ubrudt	trust	0.523
countenance	Ansigt	trust	0.523
hug	knus	trust	0.523
nobility	adel	trust	0.523
paragon	dydsmønster	trust	0.523
coronation	kroning	trust	0.523
celebration	fest	trust	0.523
graduation	graduering	trust	0.523
commonwealth	commonwealth	trust	0.523
dictionary	ordbog	trust	0.523
powerful	magtfulde	trust	0.523
notable	bemærkelsesværdig	trust	0.523
account	konto	trust	0.523
winning	vinder	trust	0.523
honeymoon	bryllupsrejse	trust	0.523
improvement	forbedring	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	præst	trust	0.523
ratify	ratificere	trust	0.523
connoisseur	feinschmecker	trust	0.523
award	pris	trust	0.523
taught	undervist	trust	0.523
adoration	tilbedelse	trust	0.523
salutary	gavnlig	trust	0.523
captivate	fange	trust	0.523
liberate	befri	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	prismodtageren	trust	0.523
benedictory	benedictory	trust	0.523
feeling	følelse	trust	0.518
freely	frit	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amen	trust	0.516
reverie	drømmeri	trust	0.516
organization	organisation	trust	0.516
framework	rammer	trust	0.516
sentinel	sentinel	trust	0.516
advent	advent	trust	0.516
inform	informere	trust	0.516
committee	udvalg	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	fødselslæge	trust	0.516
enchanted	fortryllet	trust	0.516
formative	formativ	trust	0.516
tribunal	domstol	trust	0.516
association	forening	trust	0.516
remedy	afhjælpe	trust	0.516
credit	kredit	trust	0.516
nobleman	adelsmand	trust	0.516
predominant	dominerende	trust	0.516
measure	måle	trust	0.516
perpetuity	evighed	trust	0.516
fully	fuldt ud	trust	0.516
deserve	fortjener	trust	0.516
tender	bud	trust	0.516
pray	bede	trust	0.516
confession	tilståelse	trust	0.516
management	ledelse	trust	0.516
volunteer	frivillig	trust	0.509
instruct	instruere	trust	0.508
virgin	jomfru	trust	0.508
constable	politibetjent	trust	0.508
reward	belønning	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	præst	trust	0.508
policy	politik	trust	0.508
confessional	skriftestol	trust	0.508
savor	Duft	trust	0.508
custodian	vogter	trust	0.508
vouch	stå inde	trust	0.508
tolerance	tolerance	trust	0.508
unsurpassed	uovertruffen	trust	0.508
venerable	ærværdige	trust	0.508
forgiving	tilgivende	trust	0.508
intact	intakt	trust	0.508
diversity	mangfoldighed	trust	0.508
accolade	hyldest	trust	0.508
philosopher	filosof	trust	0.508
lieutenant	løjtnant	trust	0.508
shepherd	fårehyrde	trust	0.508
courtship	frieri	trust	0.508
sovereign	suveræne	trust	0.508
medical	medicinsk	trust	0.508
housewife	husmor	trust	0.508
automatic	automatisk	trust	0.508
patronage	protektion	trust	0.508
enable	gøre det muligt for	trust	0.508
admissible	realitetsbehandling	trust	0.508
beautification	forskønnelse	trust	0.508
synchronize	synkronisere	trust	0.500
info	info	trust	0.500
pontiff	paven	trust	0.500
retain	beholde	trust	0.500
warden	fængselsinspektør	trust	0.500
majesty	majestæt	trust	0.500
infallibility	ufejlbarlighed	trust	0.500
guru	guru	trust	0.500
apologetic	undskyldende	trust	0.500
darling	skat	trust	0.500
doctrine	doktrin	trust	0.500
related	relaterede	trust	0.500
treasure	skat	trust	0.500
infinity	uendelighed	trust	0.500
romantic	romantisk	trust	0.500
optimist	optimist	trust	0.500
timing	timing	trust	0.500
undying	udødelige	trust	0.500
personal	personlig	trust	0.500
gateway	gateway	trust	0.500
instruction	instruktion	trust	0.500
backer	backer	trust	0.500
watchful	vagtsom	trust	0.500
badge	badge	trust	0.500
birth	fødsel	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	fromme	trust	0.500
indelible	uudslettelig	trust	0.500
superman	superman	trust	0.500
guard	vagt	trust	0.500
vindication	vindication	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	i live	trust	0.500
constitute	udgøre	trust	0.492
jubilant	jublende	trust	0.492
endow	udstyre	trust	0.492
improve	forbedre	trust	0.492
contributor	bidragsyder	trust	0.492
formality	formalitet	trust	0.492
salute	salut	trust	0.492
inevitable	uundgåelige	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	opmand	trust	0.492
grow	dyrke	trust	0.492
fellow	fyr	trust	0.492
popularity	popularitet	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	talsmand	trust	0.492
synonymous	synonym	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kirke	trust	0.492
hardy	hårdfør	trust	0.492
privy	lokum	trust	0.492
psalm	salme	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attraktion	trust	0.492
grandchildren	børnebørn	trust	0.492
elegance	elegance	trust	0.492
laudatory	rosende	trust	0.492
sheriff	sherif	trust	0.492
radiance	udstråling	trust	0.492
harbor	havn	trust	0.492
aspire	stræbe	trust	0.492
musical	musikalsk	trust	0.492
chairman	formand	trust	0.492
moderator	moderator	trust	0.492
laudation	laudation	trust	0.484
clean	ren	trust	0.484
arbiter	dommer	trust	0.484
crowning	kronen	trust	0.484
depth	dybde	trust	0.484
forecast	Vejrudsigt	trust	0.484
colonel	oberst	trust	0.484
hire	leje	trust	0.484
found	fundet	trust	0.484
armor	rustning	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorit	trust	0.484
voucher	rabatkupon	trust	0.484
affection	kærlighed	trust	0.484
path	sti	trust	0.484
referee	dommer	trust	0.484
police	politi	trust	0.484
countryman	landsmand	trust	0.484
romance	romantik	trust	0.484
diagnosis	diagnose	trust	0.484
concord	concord	trust	0.484
enjoy	god fornøjelse	trust	0.484
ranger	ranger	trust	0.484
confess	indrømme	trust	0.484
income	indkomst	trust	0.484
assembly	montage	trust	0.484
sweet	sød	trust	0.484
like	synes godt om	trust	0.484
apologize	undskylde	trust	0.477
sermon	prædiken	trust	0.477
pastor	pastor	trust	0.477
matter	stof	trust	0.477
glory	ære	trust	0.477
lamb	lam	trust	0.477
lover	elsker	trust	0.477
putative	formodede	trust	0.477
expect	forventer	trust	0.477
purely	rent	trust	0.477
follow	følge efter	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	planteskole	trust	0.477
episcopal	biskoppelige	trust	0.477
veracity	sandfærdighed	trust	0.477
mathematical	matematisk	trust	0.477
frank	åben	trust	0.477
policeman	politibetjent	trust	0.477
word	ord	trust	0.477
consul	konsul	trust	0.477
landmark	milepæl	trust	0.477
calculator	lommeregner	trust	0.477
sterling	pund	trust	0.477
signature	Underskrift	trust	0.477
votive	offerfund	trust	0.477
preponderance	overvægt	trust	0.477
sacrifice	ofre	trust	0.477
underwrite	garantere	trust	0.469
bridesmaid	brudepige	trust	0.469
commission	provision	trust	0.469
passion	lidenskab	trust	0.469
prefer	foretrække	trust	0.469
recruits	rekrutter	trust	0.469
cashier	kasserer	trust	0.469
judicious	velovervejet	trust	0.469
immerse	fordybe	trust	0.469
uncritical	ukritisk	trust	0.469
effective	effektiv	trust	0.469
dove	due	trust	0.469
tutelage	formynderskab	trust	0.469
associate	associeret	trust	0.469
flagship	flagskib	trust	0.469
religion	religion	trust	0.469
gain	gevinst	trust	0.469
instructor	instruktør	trust	0.469
judgment	dom	trust	0.469
title	titel	trust	0.469
regal	regal	trust	0.469
author	forfatter	trust	0.469
top	top	trust	0.469
tribune	tribune	trust	0.469
eagerness	Iver	trust	0.469
marshal	marskal	trust	0.469
mighty	mægtig	trust	0.469
intended	beregnet	trust	0.469
capacity	kapacitet	trust	0.469
vicar	sognepræst	trust	0.469
partake	deltage	trust	0.461
commerce	handel	trust	0.461
magnetic	magnetisk	trust	0.461
medal	medalje	trust	0.461
courier	kurer	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	indskrive	trust	0.461
necessarily	nødvendigvis	trust	0.461
lesson	lektie	trust	0.461
custody	forældremyndighed	trust	0.461
moorings	fortøjninger	trust	0.461
fortress	fæstning	trust	0.461
aunt	tante	trust	0.461
bank	bank	trust	0.461
theological	teologisk	trust	0.461
manage	styre	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	handle	trust	0.461
lifestyle	levevis	trust	0.461
consecration	indvielse	trust	0.461
admitted	indrømmede	trust	0.461
crucial	afgørende	trust	0.461
cautious	forsigtig	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	præstedømme	trust	0.461
attendant	ledsager	trust	0.461
oblige	forpligte	trust	0.461
patriarchal	patriarkalske	trust	0.461
kitten	killing	trust	0.461
cathedral	katedral	trust	0.455
eagle	ørn	trust	0.453
puppy	hundehvalp	trust	0.453
present	til stede	trust	0.453
perceive	erkende	trust	0.453
foresee	forudse	trust	0.453
governor	guvernør	trust	0.453
synergistic	synergistiske	trust	0.453
commonplace	hverdagskost	trust	0.453
exchange	udveksling	trust	0.453
journeyman	svend	trust	0.453
laud	prise	trust	0.453
chairwoman	forkvinde	trust	0.453
encomium	Lovtale	trust	0.453
strategist	strateg	trust	0.453
dawn	daggry	trust	0.453
excited	begejstret	trust	0.453
finally	endelig	trust	0.453
level	niveau	trust	0.453
chart	diagram	trust	0.453
oasis	oase	trust	0.453
insulation	isolering	trust	0.453
president	formand	trust	0.453
deputy	stedfortræder	trust	0.453
orthodoxy	ortodoksi	trust	0.445
