word	Irish-ga	emotion	emotion-intensity-score
prick	prick	surprise	0.484
magician	magician	surprise	0.484
underestimate	neamhréiteach	surprise	0.484
horde	horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	daemon	surprise	0.484
variable	athróg	surprise	0.484
curiosity	fiosracht	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	neamhbheartaithe	surprise	0.477
chicane	chicane	surprise	0.477
fortune	fortune	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	soilsiú	surprise	0.477
incident	teagmhas	surprise	0.477
dreadfully	go dreadfully	surprise	0.477
strange	aisteach	surprise	0.477
subversive	subversive	surprise	0.477
reversal	droim ar ais	surprise	0.469
prowl	prowl	surprise	0.469
rapid	tapa	surprise	0.469
leery	leery	surprise	0.469
wizard	draoi	surprise	0.469
coincidence	comhtharlú	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	éagsúil	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	briseadh	surprise	0.461
slip	duillín	surprise	0.461
wonderful	iontach	surprise	0.453
hoax	hoax	surprise	0.453
winning	a bhuaigh	surprise	0.453
overestimate	ró-mheastachán	surprise	0.453
confession	admháil	surprise	0.453
ordeal	ordeal	surprise	0.453
evanescence	imghabháil	surprise	0.453
merriment	deimhin	surprise	0.453
raffle	raifle	surprise	0.453
stound	cúnamh	surprise	0.445
laughter	gáire	surprise	0.445
enthusiast	díograiseach	surprise	0.445
splendid	iontach	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	barr	surprise	0.445
gambling	cearrbhachas	surprise	0.445
unintentional	neamhbheartaithe	surprise	0.438
brighten	geal	surprise	0.438
changeable	inathraithe	surprise	0.438
rapt	rapt	surprise	0.438
unique	uathúil	surprise	0.438
splendor	splendor	surprise	0.438
senseless	ciallmhar	surprise	0.438
gift	bronntanas	surprise	0.430
fascination	fascination	surprise	0.430
trepidation	trepidation	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	áthas	surprise	0.430
lawsuit	lawsuit	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	ciorclach	surprise	0.422
originality	úrnuacht	surprise	0.422
riddle	teagasc	surprise	0.422
judgment	breithiúnas	surprise	0.422
enchant	gleoite	surprise	0.422
stealth	stealth	surprise	0.422
veracity	fírinneacht	surprise	0.414
elusive	elusive	surprise	0.414
perjury	truaillithe	surprise	0.414
spirits	biotáille	surprise	0.414
liberation	saoirse	surprise	0.414
illegitimate	neamhdhlisteanach	surprise	0.414
syncope	sioncóp	surprise	0.414
experiment	turgnamh	surprise	0.414
gambler	gambler	surprise	0.406
eager	fonnmhar	surprise	0.406
inspired	spreagtha	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	bualadh	surprise	0.406
allure	allure	surprise	0.406
parade	paráid	surprise	0.406
princely	princely	surprise	0.398
divorce	colscaradh	surprise	0.398
guess	buille faoi thuairim	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	rúndachta	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	peri	surprise	0.391
cheerful	áthas	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	ceannasacht	surprise	0.391
incontinence	neamhchoinneálacht	surprise	0.391
inheritance	oidhreacht	surprise	0.383
score	scór	surprise	0.383
lose	caillfidh	surprise	0.383
crowning	coróiniú	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	moladh	surprise	0.383
cadaver	cábhán	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mistéireach	surprise	0.375
succeed	éireoidh leo	surprise	0.375
advance	roimh ré	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	tá súil agam	surprise	0.367
joker	joker	surprise	0.367
sensual	sensual	surprise	0.367
excavation	tochailt	surprise	0.367
feeling	mothú	surprise	0.359
entertainment	siamsaíochta	surprise	0.359
clown	clown	surprise	0.352
newcomer	núíosach	surprise	0.352
modify	mhodhnú	surprise	0.352
award	dámhachtain	surprise	0.352
blessings	beannachtaí	surprise	0.352
postponement	athchur	surprise	0.352
obit	obit	surprise	0.352
celebrity	celebrity	surprise	0.344
hero	laoch	surprise	0.344
start	tús	surprise	0.344
wonderfully	go hiontach	surprise	0.344
highest	is airde	surprise	0.344
proficiency	inniúlacht	surprise	0.344
glorify	glorify	surprise	0.344
unbeaten	neamhshóisialta	surprise	0.336
memorable	i gcuimhne	surprise	0.336
sanctify	sanctify	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	dóchas	surprise	0.336
warned	rabhadh	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	díscaoileadh	surprise	0.336
grin	grin	surprise	0.336
admiration	admiration	surprise	0.328
hypertrophy	hipertróf	surprise	0.328
present	i láthair	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	aingeal	surprise	0.320
examination	scrúdú	surprise	0.320
catch	ghabháil	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	saoirse	surprise	0.312
kiss	póg	surprise	0.312
embrace	glacadh leis	surprise	0.312
occasional	ó am go chéile	surprise	0.312
treat	cóireáil	surprise	0.312
saint	naomh	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	dífhostú	surprise	0.312
perfection	foirfeachta	surprise	0.305
generosity	fhlaithiúlacht	surprise	0.305
gratify	gratify	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polaitíocht	surprise	0.297
finally	ar deireadh	surprise	0.297
differently	difriúil	surprise	0.297
palpable	palpable	surprise	0.297
warn	rabhadh	surprise	0.297
ceremony	searmanas	surprise	0.297
larger	níos mó	surprise	0.297
favorable	fabhrach	surprise	0.297
romance	grá	surprise	0.289
medal	bonn	surprise	0.289
inviting	ag tabhairt cuireadh	surprise	0.289
greeting	beannacht	surprise	0.289
candid	candid	surprise	0.281
resignation	éirí as oifig	surprise	0.281
trip	turas	surprise	0.281
accolade	aclaíocht	surprise	0.281
labor	saothair	surprise	0.281
stare	stare	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	cuireadh a thabhairt	surprise	0.266
somatic	somatic	surprise	0.266
admire	admire	surprise	0.266
immerse	tumtha	surprise	0.266
festival	féile	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	cúiteamh	surprise	0.266
insolvency	dócmhainneach	surprise	0.266
playful	playful	surprise	0.266
complement	comhlánú	surprise	0.258
receiving	ag fáil	surprise	0.258
hypothesis	hipitéis	surprise	0.258
laugh	gáire	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	mhí na meala	surprise	0.250
marry	pósadh	surprise	0.242
independence	neamhspleáchas	surprise	0.242
opera	ceoldráma	surprise	0.242
pleasant	taitneamhach	surprise	0.242
rhythmical	rhythmical	surprise	0.234
assessment	measúnú	surprise	0.234
hopeful	dóchasach	surprise	0.234
trophy	trófaí	surprise	0.234
holiness	naofa	surprise	0.234
chant	chant	surprise	0.234
leave	fág	surprise	0.234
procession	próiseas	surprise	0.227
placard	placard	surprise	0.227
deal	déileáil	surprise	0.227
cherish	cherish	surprise	0.219
good	maith	surprise	0.219
shopping	siopadóireacht	surprise	0.219
musical	ceoil	surprise	0.219
shell	bhlaosc	surprise	0.211
dawn	dawn	surprise	0.211
simplify	simpligh	surprise	0.211
purity	íonachta	surprise	0.203
nullify	nullify	surprise	0.203
money	airgead	surprise	0.203
sweet	milis	surprise	0.203
morals	moral	surprise	0.203
synchronize	sioncrónú	surprise	0.195
preservative	leasaitheach	surprise	0.195
humanitarian	daonnúil	surprise	0.195
unfulfilled	neamhchomhlíonadh	surprise	0.195
precious	lómhara	surprise	0.195
obliging	oibleagáid	surprise	0.188
singularly	uathúil	surprise	0.188
foresee	tuar	surprise	0.180
pray	guí	surprise	0.180
graduation	céim	surprise	0.180
lovely	álainn	surprise	0.180
sun	ghrian	surprise	0.172
art	ealaín	surprise	0.172
mouth	béal	surprise	0.172
youth	óige	surprise	0.172
thirst	tart	surprise	0.172
young	óg	surprise	0.164
goodness	maitheas	surprise	0.164
overdue	thar téarma	surprise	0.156
visor	visor	surprise	0.156
practiced	chleachtadh	surprise	0.156
latent	Folaigh	surprise	0.156
loyal	dílis	surprise	0.148
expect	ag súil	surprise	0.148
destination	ceann scríbe	surprise	0.148
wireless	Gan sreang	surprise	0.148
quote	ceanglófar	surprise	0.141
slush	slush	surprise	0.141
infant	naíonán	surprise	0.141
cream	uachtar	surprise	0.141
playground	clós súgartha	surprise	0.133
organization	eagraíocht	surprise	0.125
teach	mhúineadh	surprise	0.125
vote	vótáil	surprise	0.125
smile	aoibh gháire	surprise	0.117
weight	meáchan	surprise	0.117
dolphin	Deilf	surprise	0.117
sisterhood	deirfiúr	surprise	0.109
cable	cábla	surprise	0.109
sunny	Grianmhar	surprise	0.102
steady	seasta	surprise	0.094
leisure	fóillíochta	surprise	0.086
peaceful	síochánta	surprise	0.086
spa	Spa	surprise	0.086
tree	crann	surprise	0.078
picnic	picnic	surprise	0.078
worm	worm	surprise	0.055
truthfulness	fírinneacht	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	iontaofa	trust	0.867
honest	macánta	trust	0.844
honesty	macántacht	trust	0.844
honor	onóir	trust	0.844
truth	fírinne	trust	0.844
truthful	fírinneach	trust	0.836
trusting	iontaofa	trust	0.836
brotherhood	bráithreachas	trust	0.820
entrust	iontaobhais	trust	0.812
committed	tiomanta	trust	0.805
integrity	ionracas	trust	0.805
loyalty	dílseacht	trust	0.805
honorable	onórach	trust	0.805
credibility	inchreidteacht	trust	0.805
trust	muinín	trust	0.805
faithful	dílis	trust	0.797
sincere	ó chroí	trust	0.797
responsible	freagrach	trust	0.789
partnership	comhpháirtíocht	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	eagna	trust	0.789
oath	mionn	trust	0.781
verification	fíorú	trust	0.781
vow	vow	trust	0.781
cooperative	comharchumann	trust	0.781
respectable	measartha	trust	0.773
credible	inchreidte	trust	0.773
hero	laoch	trust	0.773
sisterhood	deirfiúr	trust	0.773
promise	gealltanas	trust	0.773
verified	fíoraithe	trust	0.773
qualified	cáilithe	trust	0.766
respected	meas	trust	0.766
authentication	fíordheimhniú	trust	0.766
compassion	trua	trust	0.759
reputable	cáil	trust	0.758
safekeeping	sábháilteacht	trust	0.758
reliability	iontaofacht	trust	0.758
moral	morálta	trust	0.758
love	grá	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ceadú	trust	0.758
stable	cobhsaí	trust	0.750
friend	cara	trust	0.750
genuine	fíor	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	inniúlacht	trust	0.750
loyal	dílis	trust	0.750
ally	ally	trust	0.750
safeguard	cosaint	trust	0.750
companion	companion	trust	0.750
advised	comhairle	trust	0.750
authentic	barántúil	trust	0.750
respect	meas	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	saoirse	trust	0.742
proven	cruthaithe	trust	0.742
respects	urraimí	trust	0.742
faith	Creideamh	trust	0.742
wholesome	folláin	trust	0.742
heartfelt	croí	trust	0.734
unification	aontú	trust	0.734
protecting	ag cosaint	trust	0.734
reassurance	dearbhú	trust	0.734
admirable	ionmholta	trust	0.734
trustee	iontaobhaí	trust	0.734
supporter	Tacaitheoir	trust	0.734
confirmation	daingniú	trust	0.734
respectful	measúil	trust	0.734
alliance	Comhar	trust	0.727
equality	comhionannas	trust	0.727
friendship	cairdeas	trust	0.727
agreement	comhaontú	trust	0.727
fact	deimhin	trust	0.727
confident	muiníneach	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	a chreidiúint	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	sármhaitheas	trust	0.727
credential	dintiúr	trust	0.727
closeness	dlúthmhaireacht	trust	0.719
authenticate	dearbhú	trust	0.719
intelligence	faisnéis	trust	0.719
virtue	de bhua	trust	0.719
honored	onóir	trust	0.719
virtuous	beagnach	trust	0.719
kindred	comhchineáil	trust	0.719
charitable	carthanachta	trust	0.711
dedication	tiomantas	trust	0.711
guarantee	ráthaíocht	trust	0.711
cooperation	comhar	trust	0.711
creditable	creidiúnach	trust	0.711
consistency	comhsheasmhacht	trust	0.711
allegiance	dliteanas	trust	0.711
cooperating	comhoibriú	trust	0.711
straightforward	simplí	trust	0.711
determination	cinneadh	trust	0.711
justice	ceartas	trust	0.711
sanctuary	tearmann	trust	0.703
nurture	a chothú	trust	0.703
innocent	neamhchiontach	trust	0.703
admire	admire	trust	0.703
assurance	dearbhú	trust	0.703
morality	morálta	trust	0.703
prepared	ullmhaithe	trust	0.703
friendliness	cairdiúlacht	trust	0.703
reliable	iontaofa	trust	0.703
mentor	meantóir	trust	0.703
guardianship	caomhnóireacht	trust	0.703
fulfilled	comhlíonta	trust	0.703
reverence	urram	trust	0.703
proof	cruthúnas	trust	0.703
admiration	admiration	trust	0.703
mother	Máthair	trust	0.703
protected	cosanta	trust	0.703
motherhood	máithreachas	trust	0.703
marriage	pósadh	trust	0.695
skillful	sciliúil	trust	0.695
indestructible	indestructible	trust	0.695
guardian	caomhnóir	trust	0.695
accountable	cuntasach	trust	0.695
courage	misneach	trust	0.695
bodyguard	bodyguard	trust	0.695
agreeable	inmholta	trust	0.695
scientist	eolaí	trust	0.695
allied	gaolmhar	trust	0.695
compassionate	trua	trust	0.695
humanitarian	daonnúil	trust	0.695
approving	ag ceadú	trust	0.695
united	aontaithe	trust	0.695
pact	comhaontú	trust	0.695
certified	deimhnithe	trust	0.695
morals	moral	trust	0.695
esteem	meas	trust	0.688
secure	slán	trust	0.688
perfection	foirfeachta	trust	0.688
guidance	treoir	trust	0.688
competent	inniúil	trust	0.688
authenticity	barántúlacht	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	iontaofa	trust	0.688
humanity	daonnacht	trust	0.688
solidity	daingean	trust	0.688
adviser	comhairleoir	trust	0.688
pledge	gealltanas	trust	0.688
believed	chreid	trust	0.688
understanding	tuiscint	trust	0.688
monogamy	monogamy	trust	0.688
expertise	saineolas	trust	0.680
diplomatic	taidhleoireachta	trust	0.680
confidential	faoi ​​rún	trust	0.680
hope	tá súil agam	trust	0.680
protector	cosantóir	trust	0.680
agreeing	ag aontú	trust	0.680
diligence	dúthracht	trust	0.680
official	oifigeach	trust	0.680
affirm	dhaingniú	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	seanathair	trust	0.680
humble	humble	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	Abhcóideacht	trust	0.680
elders	elders	trust	0.680
goodness	maitheas	trust	0.680
commendable	is inmholta	trust	0.680
inspire	spreagadh	trust	0.680
approve	cheadú	trust	0.680
confide	deimhin	trust	0.680
professional	gairmiúla	trust	0.680
familiarity	eolas	trust	0.680
leader	ceannaire	trust	0.680
confirmed	deimhnithe	trust	0.680
acceptance	glacadh	trust	0.680
benevolence	buíochas	trust	0.672
dignity	dínit	trust	0.672
harmoniously	go comhchuí	trust	0.672
mastery	máistreacht	trust	0.672
unwavering	neamhbhrabúis	trust	0.672
accredited	creidiúnaithe	trust	0.672
healing	leigheas	trust	0.672
encyclopedia	chiclipéid	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanctify	trust	0.672
cohesive	comhtháite	trust	0.672
covenant	Cúnant	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	lochtach	trust	0.672
safe	sábháilte	trust	0.672
intelligent	cliste	trust	0.672
merit	fiúntais	trust	0.664
impeccable	impeccable	trust	0.664
affirmatively	dearfach	trust	0.664
spiritual	spioradálta	trust	0.664
advocate	Abhcóide	trust	0.664
team	foireann	trust	0.664
heroic	heroic	trust	0.664
communicate	cumarsáid a dhéanamh	trust	0.664
disciple	deisceabal	trust	0.664
expert	saineolaí	trust	0.664
proficient	inniúil	trust	0.664
specialist	speisialtóir	trust	0.664
ambassador	ambasadóir	trust	0.664
accept	glacadh leis	trust	0.664
attestation	fianú	trust	0.664
supporting	ag tacú	trust	0.664
reliance	ag brath	trust	0.664
authority	údarás	trust	0.664
accountability	cuntasacht	trust	0.664
guidebook	leabharleabhar	trust	0.664
fulfillment	comhlíonadh	trust	0.664
strengthening	neartú	trust	0.661
familiar	eolas	trust	0.656
facts	fíricí	trust	0.656
achieve	a bhaint amach	trust	0.656
warranty	bharántas	trust	0.656
structure	struchtúr	trust	0.656
steadfast	seasmhach	trust	0.656
favorable	fabhrach	trust	0.656
counsel	abhcóide	trust	0.656
relationship	caidreamh	trust	0.656
scientific	eolaíoch	trust	0.656
gentleman	uasal	trust	0.656
strength	neart	trust	0.656
elder	elder	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	naofa	trust	0.656
excellent	den scoth	trust	0.656
proficiency	inniúlacht	trust	0.656
constancy	seasmhacht	trust	0.656
defended	chosaint	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	ag brath	trust	0.648
heroism	laochra	trust	0.648
peaceful	síochánta	trust	0.648
competency	inniúlacht	trust	0.648
assuredly	cinnte	trust	0.648
brother	deartháir	trust	0.648
counselor	comhairleoir	trust	0.648
successful	rathúil	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	cosanta	trust	0.648
saint	naomh	trust	0.648
harmony	chéile	trust	0.648
matrimony	matrimony	trust	0.648
noble	uasal	trust	0.648
inspiration	inspioráid	trust	0.648
academic	acadúil	trust	0.648
assist	cabhrú leat	trust	0.648
agreed	aontaithe	trust	0.648
uphold	seasfaidh	trust	0.648
comrade	comrade	trust	0.648
lovable	lovable	trust	0.648
advisable	inmholta	trust	0.648
solidarity	dlúthpháirtíocht	trust	0.648
worthy	fiúntach	trust	0.643
durability	marthanacht	trust	0.641
coexist	comhdhéanta	trust	0.641
assure	cinnteoidh	trust	0.641
establish	bhunú	trust	0.641
benefactor	bhfaighteoir	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	tosaigh	trust	0.641
loving	grámhar	trust	0.641
teacher	múinteoir	trust	0.641
judiciary	breithiúna	trust	0.641
conscientious	coinsiasach	trust	0.641
confidence	muinín	trust	0.641
lawful	dleathach	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordained	trust	0.641
champion	curadh	trust	0.641
unity	aontacht	trust	0.641
legal	dlíthiúil	trust	0.641
kind	chineál	trust	0.641
credence	creidiúlacht	trust	0.641
real	fíor	trust	0.641
doctor	dochtúir	trust	0.641
intimate	pearsanta	trust	0.634
hopeful	dóchasach	trust	0.633
fortitude	fortitude	trust	0.633
physician	dochtúir	trust	0.633
brotherly	deartháir	trust	0.633
aspiration	aspiration	trust	0.633
convincing	cinnte	trust	0.633
sanctification	sanctification	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hómós	trust	0.633
courageous	misneach	trust	0.633
soundness	fuaimeacht	trust	0.633
legitimacy	dlisteanacht	trust	0.633
endorse	fhormhuiniú	trust	0.633
fidelity	dílis	trust	0.633
bless	bless	trust	0.633
judicial	breithiúnach	trust	0.633
important	tábhachtach	trust	0.633
saintly	saintly	trust	0.633
conscience	coinsias	trust	0.633
therapeutic	teiripeach	trust	0.633
authorize	údarú	trust	0.633
devotional	devóideach	trust	0.633
practiced	chleachtadh	trust	0.633
backbone	cnámh droma	trust	0.633
approved	ceadaithe	trust	0.633
evident	soiléir	trust	0.625
encourage	spreagadh	trust	0.625
caretaker	cúramóir	trust	0.625
regard	aird	trust	0.625
angel	aingeal	trust	0.625
engaged	gabháil	trust	0.625
blessing	beannacht	trust	0.625
professorship	ollamh	trust	0.625
majestic	maorga	trust	0.625
communication	cumarsáid	trust	0.625
purify	purify	trust	0.625
authorization	údarú	trust	0.625
wonderful	iontach	trust	0.625
achievement	gnóthachtáil	trust	0.625
fireman	fear tine	trust	0.625
certify	deimhniú	trust	0.625
civilized	sibhialta	trust	0.625
profound	as cuimse	trust	0.625
