word	Korean-ko	emotion	emotion-intensity-score
legitimacy	합법성	trust	0.633
endorse	지지하다	trust	0.633
fidelity	충실도	trust	0.633
bless	신을 하다	trust	0.633
judicial	사법의	trust	0.633
important	중대한	trust	0.633
saintly	신성한	trust	0.633
conscience	양심	trust	0.633
therapeutic	학의	trust	0.633
authorize	권한을 부여하다	trust	0.633
devotional	경건의	trust	0.633
practiced	연습 한	trust	0.633
backbone	등뼈	trust	0.633
approved	승인 된	trust	0.633
evident	분명한	trust	0.625
encourage	북돋우다	trust	0.625
caretaker	돌보는 사람	trust	0.625
regard	관련	trust	0.625
angel	천사	trust	0.625
engaged	바쁜	trust	0.625
blessing	축복	trust	0.625
professorship	교수	trust	0.625
majestic	위엄 있는	trust	0.625
communication	통신	trust	0.625
purify	정화하다	trust	0.625
authorization	권한 부여	trust	0.625
wonderful	훌륭한	trust	0.625
achievement	성취	trust	0.625
fireman	소방수	trust	0.625
certify	증명하다	trust	0.625
civilized	예의 바른	trust	0.625
profound	깊은	trust	0.625
accurate	정확한	trust	0.625
assured	자신 있는	trust	0.625
positivity	양성	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	좋은	trust	0.617
absolution	사면	trust	0.617
commend	기리다	trust	0.617
cherish	소중히 하다	trust	0.617
fundamental	기본적인	trust	0.617
advice	조언	trust	0.617
objective	목표	trust	0.617
optimism	낙천주의	trust	0.617
testament	성서	trust	0.617
qualities	자질	trust	0.617
haven	항구	trust	0.617
heroine	여걸	trust	0.617
constantly	끊임없이	trust	0.617
appreciation	감사	trust	0.617
triumphant	의기 양양한	trust	0.617
accord	일치	trust	0.617
reassure	안심시키다	trust	0.617
truce	휴전	trust	0.617
thoughtful	인정 있는	trust	0.617
teach	가르치다	trust	0.617
god	하나님	trust	0.617
corroborate	확증하다	trust	0.617
believer	신자	trust	0.617
unimpeachable	아무렇지도 않은	trust	0.617
surety	보증	trust	0.617
attentive	친절한	trust	0.617
gospel	복음	trust	0.617
bedrock	근본적인	trust	0.617
approvement	승인	trust	0.617
planning	계획	trust	0.617
rational	이성적인	trust	0.617
passionate	열렬한	trust	0.617
happy	행복	trust	0.609
babysitter	안저지	trust	0.609
brilliant	훌륭한	trust	0.609
praise	칭찬	trust	0.609
definitive	결정적인	trust	0.609
considerate	사려 깊은	trust	0.609
patron	후원자	trust	0.609
scripture	경전	trust	0.609
heal	고치다	trust	0.609
praiseworthy	기특한	trust	0.609
steward	청지기	trust	0.609
awareness	인식	trust	0.609
officer	장교	trust	0.609
purification	정화	trust	0.609
excel	뛰어나다	trust	0.609
civilization	문명	trust	0.609
liking	기호	trust	0.609
comfort	위로	trust	0.609
magnificence	웅대	trust	0.609
notary	공증인	trust	0.609
progression	진행	trust	0.609
mediator	중재인	trust	0.609
blessings	축복	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	권하다	trust	0.609
brave	용감한	trust	0.602
experienced	경험있는	trust	0.602
steady	확고한	trust	0.602
enlightenment	계발	trust	0.602
brighten	닦다	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	다하다	trust	0.602
witness	증거	trust	0.602
humility	겸손	trust	0.602
sympathetic	교감 신경	trust	0.602
helpful	도움이되는	trust	0.602
symmetry	대칭	trust	0.602
unquestionable	나무랄 데 없는	trust	0.602
peace	평화	trust	0.602
transcendence	초월	trust	0.602
serenity	평온	trust	0.602
embrace	포옹	trust	0.602
inspired	영감을 얻은	trust	0.602
mainstay	대대적 인	trust	0.602
unconditional	무조건적인	trust	0.602
guarded	경비가있는	trust	0.602
identify	식별하다	trust	0.602
marry	얻다	trust	0.594
grant	부여	trust	0.594
depend	의존하다	trust	0.594
complimentary	무료	trust	0.594
spouse	배우자	trust	0.594
tranquility	평온	trust	0.594
vigilant	자지 않고 지키는	trust	0.594
ministry	내각	trust	0.594
fairly	꽤	trust	0.594
philanthropic	박애주의	trust	0.594
openly	공공연히	trust	0.594
generous	풍부한	trust	0.594
strengthen	강하게 하다	trust	0.594
gratitude	감사	trust	0.594
befriend	돕다	trust	0.594
substantiate	구체화하다	trust	0.594
praised	칭찬받는	trust	0.594
admiral	해군 대장	trust	0.594
regent	섭정	trust	0.594
sage	세이지	trust	0.594
assessment	평가	trust	0.594
enlighten	밝히다	trust	0.594
eminence	저명	trust	0.594
commendation	칭찬	trust	0.594
efficient	실력 있는	trust	0.594
nurse	간호사	trust	0.594
visionary	공상가	trust	0.594
generosity	관대	trust	0.594
vigilance	각성	trust	0.594
endowment	자질	trust	0.594
council	이사회	trust	0.594
sweetheart	연인	trust	0.589
attest	증언하다	trust	0.586
prestige	명성	trust	0.586
serene	고요한	trust	0.586
unfailing	다함 없는	trust	0.586
testimony	고백	trust	0.586
checklist	체크리스트	trust	0.586
inheritance	계승	trust	0.586
monk	수도사	trust	0.586
godly	경건한	trust	0.586
compliance	응낙	trust	0.586
rooted	뿌리 박은	trust	0.586
constitutional	헌법상의	trust	0.586
conservation	보존	trust	0.586
bylaw	조례	trust	0.586
helper	돕는 사람	trust	0.586
joyful	즐거운	trust	0.586
collectively	공동으로	trust	0.586
meritorious	가치 있는	trust	0.586
acclaim	환호	trust	0.586
diplomacy	외교	trust	0.586
educational	교육적인	trust	0.586
husbandry	농업	trust	0.586
share	몫	trust	0.586
enjoying	즐기는	trust	0.586
firmness	견고	trust	0.586
convince	납득시키다	trust	0.586
designation	지정	trust	0.586
tribe	부족	trust	0.586
victory	승리	trust	0.586
magnificent	장엄한	trust	0.586
lovely	아름다운	trust	0.586
seniority	선임 순위	trust	0.586
angelic	천사의	trust	0.586
ambition	큰 뜻	trust	0.586
father	아버지	trust	0.586
mate	항해사	trust	0.586
sobriety	맑은 정신	trust	0.586
revere	숭배하다	trust	0.586
delegate	대리자	trust	0.586
navigator	항해자	trust	0.578
watchdog	지키는 개	trust	0.578
obey	복종하다	trust	0.578
cheerfulness	쾌활함	trust	0.578
inviting	초대하다	trust	0.578
judge	판사	trust	0.578
irrefutable	반박 할 수없는	trust	0.578
philanthropist	박애주 의자	trust	0.578
careful	꼼꼼한	trust	0.578
communion	친교	trust	0.578
coexisting	공존하는	trust	0.578
impartiality	불편 부당	trust	0.578
unquestioned	문제시 되지 않는	trust	0.578
upright	똑바로	trust	0.578
authoritative	권위 있는	trust	0.578
structural	구조의	trust	0.578
convinced	납득시키다	trust	0.578
smile	미소	trust	0.578
commandant	사령관	trust	0.578
dutiful	의무적 인	trust	0.578
shelter	피난처	trust	0.578
revival	회복	trust	0.578
professor	교수	trust	0.578
adore	경앙하다	trust	0.578
legalized	합법화 된	trust	0.578
punctual	시간을 정하다	trust	0.570
counsellor	참사관	trust	0.570
complement	보어	trust	0.570
corroboration	보강 증거	trust	0.570
immaculate	더럽지 않은	trust	0.570
relative	상대적인	trust	0.570
apostle	사도	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	연결어	trust	0.570
insure	안전하게 하다	trust	0.570
plausible	그럴듯한	trust	0.570
consult	찾다	trust	0.570
modest	겸손한	trust	0.570
measured	정확히 잰	trust	0.570
pilot	조종사	trust	0.570
collaborator	협력자	trust	0.570
advise	권하다	trust	0.570
cuddle	포옹	trust	0.570
ordinance	의식	trust	0.570
compass	나침반	trust	0.570
guide	안내서	trust	0.570
everlasting	영구	trust	0.570
adhering	고착하는	trust	0.570
determinate	한정된	trust	0.570
heavenly	천국 같은	trust	0.570
principal	주요한	trust	0.570
abundance	풍부	trust	0.570
matron	기혼 여성	trust	0.570
unequivocal	명백한	trust	0.570
volunteers	자원 봉사자	trust	0.570
pedigree	유래	trust	0.570
unquestionably	의심 할 여지없이	trust	0.570
pertinent	적절한	trust	0.562
devout	독실한	trust	0.562
curable	치료할 수 있는	trust	0.562
insight	통찰력	trust	0.562
congregation	회중	trust	0.562
admit	들이다	trust	0.562
pleasant	쾌적한	trust	0.562
vigorous	원기 왕성한	trust	0.562
fort	요새	trust	0.562
remarkable	주목할 만한	trust	0.562
content	함유량	trust	0.562
spotless	티 없는	trust	0.562
uplift	융기	trust	0.562
compensate	보상하다	trust	0.562
lovemaking	사랑 만들기	trust	0.562
jury	배심	trust	0.562
jurist	법학자	trust	0.562
soothing	달래는	trust	0.562
ordination	안수식	trust	0.562
cohesion	응집력	trust	0.562
frankness	솔직	trust	0.562
strong	강한	trust	0.562
miracle	기적	trust	0.562
concordance	일치	trust	0.562
applaud	박수 갈채하는	trust	0.562
prize	상	trust	0.562
apostolic	사도의	trust	0.562
succeeding	성공하는	trust	0.562
vitality	활력	trust	0.562
treasurer	귀중품 보관자	trust	0.562
save	구하다	trust	0.562
earn	벌다	trust	0.562
midwife	산파	trust	0.555
discretion	신중	trust	0.555
worship	예배	trust	0.555
constant	일정한	trust	0.555
foresight	선견	trust	0.555
vote	투표	trust	0.555
cultivate	기르다	trust	0.555
impartial	공평한	trust	0.555
illumination	조명	trust	0.555
ambulance	구급차	trust	0.555
privacy	은둔	trust	0.555
succeed	성공하다	trust	0.555
providing	제공하는	trust	0.555
veteran	재향 군인	trust	0.555
patience	인내	trust	0.555
prophet	예언자	trust	0.555
coach	코치	trust	0.555
intuition	직관	trust	0.555
reconciliation	화해	trust	0.555
defender	방어자	trust	0.555
coalesce	합체하다	trust	0.555
mediate	중재하다	trust	0.555
precedence	상위	trust	0.555
congruence	적합성	trust	0.555
buddy	동료	trust	0.555
reunion	재결합	trust	0.555
restorative	강장제	trust	0.555
destined	향하는	trust	0.555
physicist	물리학 자	trust	0.555
influential	힘 있는	trust	0.555
exalt	높이다	trust	0.555
greatness	위대	trust	0.555
inclusion	포함	trust	0.555
auditor	감사	trust	0.555
meditate	꾀하다	trust	0.555
betrothed	약혼자	trust	0.555
proud	교만한	trust	0.547
provide	~을 제공하다	trust	0.547
conciliation	화해	trust	0.547
ancestral	조상의	trust	0.547
liberty	자유	trust	0.547
durable	튼튼한	trust	0.547
impenetrable	헤아릴 수 없는	trust	0.547
prudent	신중한	trust	0.547
invocation	기도	trust	0.547
engaging	매력적인	trust	0.547
statement	성명서	trust	0.547
rejoice	기쁘게 하다	trust	0.547
cheer	격려	trust	0.547
eyewitness	목격자	trust	0.547
prevalent	만연한	trust	0.547
securities	유가 증권	trust	0.547
friendly	친한	trust	0.547
salvation	구원	trust	0.547
independence	독립	trust	0.547
govern	통치하다	trust	0.547
forgive	용서하다	trust	0.547
commanding	당당한	trust	0.547
convent	수도원	trust	0.547
reinforcement	보강	trust	0.547
law	법	trust	0.547
registry	기재	trust	0.547
temperate	삼가는	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	준비	trust	0.547
heritage	세습 재산	trust	0.547
chronicle	연대기	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	앙상블	trust	0.539
institute	학회	trust	0.539
applause	박수 갈채	trust	0.539
architecture	건축물	trust	0.539
obvious	분명한	trust	0.539
recovery	회복	trust	0.539
inimitable	흉내낼 수 없는	trust	0.539
relevant	관련된	trust	0.539
responsive	반응이 빠른	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	명령	trust	0.539
define	밝히다	trust	0.539
delightful	매우 기쁜	trust	0.539
antidote	해독제	trust	0.539
admitting	인정하다	trust	0.539
psalms	시편	trust	0.539
stamina	내구력	trust	0.539
majority	과반수	trust	0.539
inoculation	접종	trust	0.539
perfect	완전한	trust	0.539
obedience	복종	trust	0.539
memorable	기억에 남는	trust	0.539
chastity	순결	trust	0.539
proctor	대리인	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	정격	trust	0.539
forefathers	조부	trust	0.539
immovable	움직일 수 없는	trust	0.539
eager	심한	trust	0.539
aspiring	열망하는	trust	0.539
obliging	기꺼이 남을 돌봐 주는	trust	0.539
reinforcements	증원	trust	0.539
tantamount	동등한	trust	0.539
exalted	고귀한	trust	0.539
hospital	병원	trust	0.531
retirement	퇴직	trust	0.531
strive	싸우다	trust	0.531
edification	교화	trust	0.531
candid	솔직한	trust	0.531
deed	증서	trust	0.531
school	학교	trust	0.531
cradle	요람	trust	0.531
transcript	성적 증명서	trust	0.531
accompaniment	반주	trust	0.531
doubtless	의심 없는	trust	0.531
rescue	구출	trust	0.531
seal	봉인	trust	0.531
expedient	편리한	trust	0.531
ballot	투표권	trust	0.531
deliverance	구출	trust	0.531
heavens	하늘	trust	0.531
fraternal	이란성	trust	0.531
dependent	매달린	trust	0.531
answerable	답할 수 있는	trust	0.531
center	센터	trust	0.531
analyst	분석자	trust	0.531
firstborn	맏이	trust	0.531
bloom	꽃	trust	0.531
inseparable	나눌 수 없는	trust	0.531
bride	신부	trust	0.531
evergreen	상록수	trust	0.531
princely	왕자 다운	trust	0.531
immunization	면제	trust	0.531
refuge	피난	trust	0.531
verily	진실로	trust	0.531
omniscient	전지전능 한	trust	0.531
terms	자귀	trust	0.531
sponsor	스폰서	trust	0.531
approbation	허가	trust	0.527
correctness	단정	trust	0.523
elevation	높이	trust	0.523
neighbor	이웃 사람	trust	0.523
unbroken	꺾이지 않은	trust	0.523
countenance	표정	trust	0.523
hug	포옹	trust	0.523
nobility	귀족	trust	0.523
paragon	모범	trust	0.523
coronation	대관식	trust	0.523
celebration	축하	trust	0.523
graduation	눈금	trust	0.523
commonwealth	연방	trust	0.523
dictionary	사전	trust	0.523
powerful	강한	trust	0.523
notable	주목할 만한	trust	0.523
account	계정	trust	0.523
winning	승리	trust	0.523
honeymoon	신흔 여행	trust	0.523
improvement	개량	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	예배당 목사	trust	0.523
ratify	비준하다	trust	0.523
connoisseur	감정가	trust	0.523
award	장학금	trust	0.523
taught	가르쳤다	trust	0.523
adoration	동경	trust	0.523
salutary	유익한	trust	0.523
captivate	사로 잡다	trust	0.523
liberate	자유롭게 하다	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	수상자	trust	0.523
benedictory	베네딕트	trust	0.523
feeling	감각	trust	0.518
freely	자유로이	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	아멘	trust	0.516
reverie	환상	trust	0.516
organization	조직	trust	0.516
framework	뼈대	trust	0.516
sentinel	보초	trust	0.516
advent	출현	trust	0.516
inform	알리다	trust	0.516
committee	위원회	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	편견없는	trust	0.516
obstetrician	산과 의사	trust	0.516
enchanted	마법에 걸린	trust	0.516
formative	조형의	trust	0.516
tribunal	법정	trust	0.516
association	협회	trust	0.516
remedy	치료제	trust	0.516
credit	신용	trust	0.516
nobleman	귀족	trust	0.516
predominant	지배적 인	trust	0.516
measure	법안	trust	0.516
perpetuity	영속	trust	0.516
fully	충분히	trust	0.516
deserve	받을 만하다	trust	0.516
tender	부드러운	trust	0.516
pray	빌다	trust	0.516
confession	고백	trust	0.516
management	조치	trust	0.516
volunteer	지원자	trust	0.509
instruct	지시하다	trust	0.508
virgin	처녀	trust	0.508
constable	순경	trust	0.508
reward	보상	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	성직자	trust	0.508
policy	정책	trust	0.508
confessional	고해성의	trust	0.508
savor	맛	trust	0.508
custodian	후견인	trust	0.508
vouch	보증하다	trust	0.508
tolerance	공차	trust	0.508
unsurpassed	이겨낼 사람 없는	trust	0.508
venerable	오래된	trust	0.508
forgiving	용서를주는	trust	0.508
intact	손대지 않은	trust	0.508
diversity	상이	trust	0.508
accolade	영예	trust	0.508
philosopher	철학자	trust	0.508
lieutenant	상관 대리	trust	0.508
shepherd	목자	trust	0.508
courtship	구애	trust	0.508
sovereign	주권자	trust	0.508
medical	의료	trust	0.508
housewife	주부	trust	0.508
automatic	오토매틱	trust	0.508
patronage	후원	trust	0.508
enable	가능하게하다	trust	0.508
admissible	허용할만한	trust	0.508
beautification	아름다움	trust	0.508
synchronize	동기화하다	trust	0.500
info	정보	trust	0.500
pontiff	제사장	trust	0.500
retain	유지하다	trust	0.500
warden	파수꾼	trust	0.500
majesty	위엄	trust	0.500
infallibility	오류 없음	trust	0.500
guru	전문가	trust	0.500
apologetic	사과하는	trust	0.500
darling	가장 사랑하는	trust	0.500
doctrine	교의	trust	0.500
related	관련	trust	0.500
treasure	보물	trust	0.500
infinity	무한대	trust	0.500
romantic	낭만적 인	trust	0.500
optimist	낙천주의 자	trust	0.500
timing	타이밍	trust	0.500
undying	죽지 않는	trust	0.500
personal	개인적인	trust	0.500
gateway	게이트웨이	trust	0.500
instruction	교수	trust	0.500
backer	후원자	trust	0.500
watchful	주의 깊은	trust	0.500
badge	배지	trust	0.500
birth	출생	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	경건한	trust	0.500
indelible	지울 수 없는	trust	0.500
superman	초인	trust	0.500
guard	가드	trust	0.500
vindication	옹호	trust	0.500
