word	Kazakh-kk	emotion	emotion-intensity-score
watchman	NO TRANSLATION	trust	0.539
regularity	тұрақтылық	trust	0.539
forefathers	ата-бабаларымыз	trust	0.539
immovable	жылжымайтын мүлік	trust	0.539
eager	тілек білдірді	trust	0.539
aspiring	ұмтылу	trust	0.539
obliging	міндетті түрде	trust	0.539
reinforcements	нығайту	trust	0.539
tantamount	тең	trust	0.539
exalted	жоғары болды	trust	0.539
hospital	аурухана	trust	0.531
retirement	зейнеткерлікке шығу	trust	0.531
strive	ұмтылыңыз	trust	0.531
edification	түзету	trust	0.531
candid	ашық	trust	0.531
deed	әрекет	trust	0.531
school	мектеп	trust	0.531
cradle	бесігі	trust	0.531
transcript	транскрипт	trust	0.531
accompaniment	сүйемелдеу	trust	0.531
doubtless	сөзсіз	trust	0.531
rescue	құтқару	trust	0.531
seal	мөрі	trust	0.531
expedient	пайдалы	trust	0.531
ballot	бюллетень	trust	0.531
deliverance	құтқару	trust	0.531
heavens	аспан	trust	0.531
fraternal	бауырластық	trust	0.531
dependent	тәуелді	trust	0.531
answerable	жауапты	trust	0.531
center	орталығы	trust	0.531
analyst	талдаушы	trust	0.531
firstborn	тұңғыш	trust	0.531
bloom	гүлдену	trust	0.531
inseparable	ажырағысыз	trust	0.531
bride	қалыңдық	trust	0.531
evergreen	мәңгілікке	trust	0.531
princely	князь	trust	0.531
immunization	иммундау	trust	0.531
refuge	баспана	trust	0.531
verily	шынымен	trust	0.531
omniscient	бәрінен бұрын	trust	0.531
terms	терминдер	trust	0.531
sponsor	демеуші	trust	0.531
approbation	сынау	trust	0.527
correctness	дұрыстығы	trust	0.523
elevation	биіктігі	trust	0.523
neighbor	көрші	trust	0.523
unbroken	үзілмеген	trust	0.523
countenance	жүзі	trust	0.523
hug	құшақтасу	trust	0.523
nobility	ақсүйектер	trust	0.523
paragon	парагон	trust	0.523
coronation	коронация	trust	0.523
celebration	мереке	trust	0.523
graduation	бітіру	trust	0.523
commonwealth	серіктестік	trust	0.523
dictionary	сөздік	trust	0.523
powerful	қуатты	trust	0.523
notable	елеулі	trust	0.523
account	есептік жазба	trust	0.523
winning	жеңіске жету	trust	0.523
honeymoon	медовый айы	trust	0.523
improvement	жақсарту	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	діни қызметкер	trust	0.523
ratify	ратификациялау	trust	0.523
connoisseur	білгірі	trust	0.523
award	марапаттау	trust	0.523
taught	үйреткен	trust	0.523
adoration	адалдық	trust	0.523
salutary	құтқарушы	trust	0.523
captivate	тұтқындау	trust	0.523
liberate	босату	trust	0.523
unimpeached	тегіс емес	trust	0.523
laureate	лауреат	trust	0.523
benedictory	бенедиктор	trust	0.523
feeling	сезім	trust	0.518
freely	еркін	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Аумин	trust	0.516
reverie	ревери	trust	0.516
organization	ұйым	trust	0.516
framework	құрылымы	trust	0.516
sentinel	шабуылшы	trust	0.516
advent	келу	trust	0.516
inform	хабарлаңыз	trust	0.516
committee	Комитет	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	ойланған	trust	0.516
obstetrician	акушер	trust	0.516
enchanted	сиқырлы	trust	0.516
formative	қалыптастырушы	trust	0.516
tribunal	трибунал	trust	0.516
association	қауымдастық	trust	0.516
remedy	түзету	trust	0.516
credit	несие	trust	0.516
nobleman	ақсүйектер	trust	0.516
predominant	басым	trust	0.516
measure	шара	trust	0.516
perpetuity	мәңгі	trust	0.516
fully	толық	trust	0.516
deserve	лайық	trust	0.516
tender	нәзік	trust	0.516
pray	дұға ет	trust	0.516
confession	мойындау	trust	0.516
management	басқару	trust	0.516
volunteer	ерікті	trust	0.509
instruct	нұсқаулық	trust	0.508
virgin	қыз	trust	0.508
constable	тұрақсыз	trust	0.508
reward	сыйақы	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	діни қызметкер	trust	0.508
policy	саясат	trust	0.508
confessional	конфессиялық	trust	0.508
savor	дәмі	trust	0.508
custodian	кастодиан	trust	0.508
vouch	сенімхат	trust	0.508
tolerance	төзімділік	trust	0.508
unsurpassed	артық емес	trust	0.508
venerable	құрметті	trust	0.508
forgiving	кешірімді	trust	0.508
intact	сақталмаған	trust	0.508
diversity	әртүрлілік	trust	0.508
accolade	аккредиттеу	trust	0.508
philosopher	философ	trust	0.508
lieutenant	лейтенант	trust	0.508
shepherd	бақташы	trust	0.508
courtship	кездесулер	trust	0.508
sovereign	егеменді	trust	0.508
medical	медициналық	trust	0.508
housewife	үй шаруасындағы әйел	trust	0.508
automatic	автоматты түрде	trust	0.508
patronage	патронаж	trust	0.508
enable	қосу	trust	0.508
admissible	рұқсат етілген	trust	0.508
beautification	абаттандыру	trust	0.508
synchronize	синхрондау	trust	0.500
info	ақпарат	trust	0.500
pontiff	понтифик	trust	0.500
retain	сақтаңыз	trust	0.500
warden	бақылаушы	trust	0.500
majesty	ұлылық	trust	0.500
infallibility	мінсіздік	trust	0.500
guru	гуру	trust	0.500
apologetic	кешірімсіз	trust	0.500
darling	сүйіктім	trust	0.500
doctrine	доктрина	trust	0.500
related	байланысты	trust	0.500
treasure	қазына	trust	0.500
infinity	шексіздік	trust	0.500
romantic	романтикалық	trust	0.500
optimist	оптимист	trust	0.500
timing	уақытты белгілеу	trust	0.500
undying	жоқ	trust	0.500
personal	жеке	trust	0.500
gateway	шлюз	trust	0.500
instruction	нұсқаулық	trust	0.500
backer	көмекші	trust	0.500
watchful	сергек	trust	0.500
badge	белгішесі	trust	0.500
birth	туған	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	адал	trust	0.500
indelible	өшірілмейді	trust	0.500
superman	суперменді	trust	0.500
guard	күзетші	trust	0.500
vindication	ақтау	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	тірі	trust	0.500
constitute	құрайды	trust	0.492
jubilant	жанкүйер	trust	0.492
endow	беруге	trust	0.492
improve	жақсарту	trust	0.492
contributor	салымшы	trust	0.492
formality	формальдылық	trust	0.492
salute	құттықтау	trust	0.492
inevitable	сөзсіз	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	үміткер	trust	0.492
grow	өседі	trust	0.492
fellow	басқа	trust	0.492
popularity	танымалдылығы	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	өкілі	trust	0.492
synonymous	синонимдер	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	шіркеу	trust	0.492
hardy	қатаң	trust	0.492
privy	талдаушы	trust	0.492
psalm	Забур жыры	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	тарту	trust	0.492
grandchildren	немерелері	trust	0.492
elegance	талғампаздығы	trust	0.492
laudatory	мақтау	trust	0.492
sheriff	шериф	trust	0.492
radiance	жарқырау	trust	0.492
harbor	айлақ	trust	0.492
aspire	ұмтылыңыз	trust	0.492
musical	музыкалық	trust	0.492
chairman	төрағасы	trust	0.492
moderator	модератор	trust	0.492
laudation	мақтау	trust	0.484
clean	таза	trust	0.484
arbiter	арбитр	trust	0.484
crowning	тәж	trust	0.484
depth	тереңдігі	trust	0.484
forecast	болжау	trust	0.484
colonel	полковник	trust	0.484
hire	жалдау	trust	0.484
found	табылды	trust	0.484
armor	қару-жарақ	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	сүйікті	trust	0.484
voucher	ваучер	trust	0.484
affection	махаббат	trust	0.484
path	жол	trust	0.484
referee	төреші	trust	0.484
police	полиция	trust	0.484
countryman	жерлесі	trust	0.484
romance	романс	trust	0.484
diagnosis	диагноз	trust	0.484
concord	келісім	trust	0.484
enjoy	ләззат алыңыз	trust	0.484
ranger	ранжер	trust	0.484
confess	мойындау	trust	0.484
income	кірістер	trust	0.484
assembly	жинау	trust	0.484
sweet	тәтті	trust	0.484
like	сияқты	trust	0.484
apologize	кешірім сұраймыз	trust	0.477
sermon	уағыз	trust	0.477
pastor	пастор	trust	0.477
matter	заттар	trust	0.477
glory	даңқ	trust	0.477
lamb	қозы	trust	0.477
lover	любовник	trust	0.477
putative	болжамды	trust	0.477
expect	күтеді	trust	0.477
purely	таза	trust	0.477
follow	ұстаныңыз	trust	0.477
parliament	парламент	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	балабақша	trust	0.477
episcopal	эпицопал	trust	0.477
veracity	шынайылық	trust	0.477
mathematical	математикалық	trust	0.477
frank	ашық	trust	0.477
policeman	полиция қызметкері	trust	0.477
word	сөз	trust	0.477
consul	консул	trust	0.477
landmark	бағдар	trust	0.477
calculator	калькулятор	trust	0.477
sterling	стерлинг	trust	0.477
signature	қол қою	trust	0.477
votive	дауыс беру	trust	0.477
preponderance	артықшылық	trust	0.477
sacrifice	құрбан ету	trust	0.477
underwrite	жазылсын	trust	0.469
bridesmaid	қалыңдықтың	trust	0.469
commission	комиссия	trust	0.469
passion	құмарлықты	trust	0.469
prefer	артық көреді	trust	0.469
recruits	шақырады	trust	0.469
cashier	кассир	trust	0.469
judicious	ақылды	trust	0.469
immerse	суға батырыңыз	trust	0.469
uncritical	негритикалық емес	trust	0.469
effective	тиімді	trust	0.469
dove	көгершін	trust	0.469
tutelage	қамқорлық	trust	0.469
associate	қауымдастырылған	trust	0.469
flagship	флагманы	trust	0.469
religion	дін	trust	0.469
gain	пайда алу	trust	0.469
instructor	нұсқаушы	trust	0.469
judgment	шешім	trust	0.469
title	атауы	trust	0.469
regal	регал	trust	0.469
author	автор	trust	0.469
top	жоғарғы жағы	trust	0.469
tribune	трибуна	trust	0.469
eagerness	табандылық	trust	0.469
marshal	маршал	trust	0.469
mighty	күшті	trust	0.469
intended	арналған	trust	0.469
capacity	сыйымдылығы	trust	0.469
vicar	викар	trust	0.469
partake	қатысады	trust	0.461
commerce	сауда	trust	0.461
magnetic	магнитті	trust	0.461
medal	медаль	trust	0.461
courier	курьер	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	тіркеу	trust	0.461
necessarily	міндетті түрде	trust	0.461
lesson	сабақ	trust	0.461
custody	қамқорлық	trust	0.461
moorings	айлақтар	trust	0.461
fortress	бекініс	trust	0.461
aunt	аға	trust	0.461
bank	банк	trust	0.461
theological	теологиялық	trust	0.461
manage	басқарыңыз	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	сауда	trust	0.461
lifestyle	өмір салты	trust	0.461
consecration	адалдық	trust	0.461
admitted	мойындады	trust	0.461
crucial	аса маңызды	trust	0.461
cautious	абайлаңыз	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	діни қызметкерлер	trust	0.461
attendant	қызметші	trust	0.461
oblige	міндеттеме	trust	0.461
patriarchal	патриархалдық	trust	0.461
kitten	котенка	trust	0.461
cathedral	соборы	trust	0.455
eagle	қыран	trust	0.453
puppy	щенок	trust	0.453
present	қазіргі уақытта	trust	0.453
perceive	сезіну	trust	0.453
foresee	алдын ала қарау	trust	0.453
governor	губернатор	trust	0.453
synergistic	синергетикалық	trust	0.453
commonplace	әдеттегідей	trust	0.453
exchange	айырбастау	trust	0.453
journeyman	саяхатшы	trust	0.453
laud	мақтаныш	trust	0.453
chairwoman	төраға	trust	0.453
encomium	инкомания	trust	0.453
strategist	стратег	trust	0.453
dawn	таңғы	trust	0.453
excited	қозғалған	trust	0.453
finally	ақырында	trust	0.453
level	деңгейі	trust	0.453
chart	диаграмма	trust	0.453
oasis	оазис	trust	0.453
insulation	оқшаулау	trust	0.453
president	президенті	trust	0.453
deputy	депутат	trust	0.453
orthodoxy	православие	trust	0.445
sir	сэр	trust	0.445
theorem	теорема	trust	0.445
formula	формула	trust	0.445
operation	жұмыс	trust	0.445
bridegroom	күйеу жігіт	trust	0.445
lodging	тұру	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	анықтамалық	trust	0.445
impart	беруге	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	өтемақы	trust	0.445
negotiate	келіссөздер жүргізу	trust	0.445
