word	Latin-la	emotion	emotion-intensity-score
diplomacy	artibus	trust	0.586
educational	educational	trust	0.586
husbandry	agricultura	trust	0.586
share	share	trust	0.586
enjoying	enjoying	trust	0.586
firmness	constantiam	trust	0.586
convince	arguere	trust	0.586
designation	designatio	trust	0.586
tribe	tribus	trust	0.586
victory	victoria	trust	0.586
magnificent	magnifico	trust	0.586
lovely	amabilia	trust	0.586
seniority	aetatis	trust	0.586
angelic	angelica	trust	0.586
ambition	gloria	trust	0.586
father	pater	trust	0.586
mate	mate	trust	0.586
sobriety	sobrietate ornantes	trust	0.586
revere	veneraris	trust	0.586
delegate	delegatus	trust	0.586
navigator	Navigator	trust	0.578
watchdog	watchdog	trust	0.578
obey	parere	trust	0.578
cheerfulness	hilaritate	trust	0.578
inviting	invitant	trust	0.578
judge	iudex	trust	0.578
irrefutable	necessarie	trust	0.578
philanthropist	Amicus	trust	0.578
careful	careful	trust	0.578
communion	communio	trust	0.578
coexisting	simul existentium	trust	0.578
impartiality	aequitate	trust	0.578
unquestioned	haud dubio in speciem	trust	0.578
upright	rectus	trust	0.578
authoritative	aUCTOR	trust	0.578
structural	sistens	trust	0.578
convinced	certus	trust	0.578
smile	risus	trust	0.578
commandant	praefectus	trust	0.578
dutiful	honestus	trust	0.578
shelter	tectumque	trust	0.578
revival	gentem	trust	0.578
professor	professor	trust	0.578
adore	adorant	trust	0.578
legalized	CONCESSUS	trust	0.578
punctual	punctualis	trust	0.570
counsellor	consilium	trust	0.570
complement	complement	trust	0.570
corroboration	robore confirmatam	trust	0.570
immaculate	immaculatos quattuordecim	trust	0.570
relative	aliquid	trust	0.570
apostle	Apostolo	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	nota	trust	0.570
insure	perniciem	trust	0.570
plausible	rem	trust	0.570
consult	consule	trust	0.570
modest	verecundus	trust	0.570
measured	metiri	trust	0.570
pilot	gubernator	trust	0.570
collaborator	fautor	trust	0.570
advise	consilium	trust	0.570
cuddle	Cuddle	trust	0.570
ordinance	rite celebrabitis:	trust	0.570
compass	orbis	trust	0.570
guide	guide	trust	0.570
everlasting	perpetua	trust	0.570
adhering	adhaerens	trust	0.570
determinate	definito	trust	0.570
heavenly	caelesti	trust	0.570
principal	principalem	trust	0.570
abundance	abundantia	trust	0.570
matron	feminae	trust	0.570
unequivocal	haud dubium	trust	0.570
volunteers	volunteers	trust	0.570
pedigree	genus	trust	0.570
unquestionably	haud dubie	trust	0.570
pertinent	rem pertinet	trust	0.562
devout	religiosus,	trust	0.562
curable	medicabilis	trust	0.562
insight	acies	trust	0.562
congregation	congregatione	trust	0.562
admit	fateri	trust	0.562
pleasant	iucundum	trust	0.562
vigorous	strenuus	trust	0.562
fort	imperium	trust	0.562
remarkable	praeclarum	trust	0.562
content	contentus	trust	0.562
spotless	immaculata virginitas	trust	0.562
uplift	ad altiora animos alliciant	trust	0.562
compensate	crudelitas redundat	trust	0.562
lovemaking	ut diligatis	trust	0.562
jury	iudices	trust	0.562
jurist	iuris consultus	trust	0.562
soothing	fomenta	trust	0.562
ordination	ordinem	trust	0.562
cohesion	cohaesionis	trust	0.562
frankness	prudens simplicitas	trust	0.562
strong	fortis	trust	0.562
miracle	miraculum	trust	0.562
concordance	habes concordantiam	trust	0.562
applaud	plaudite	trust	0.562
prize	prize	trust	0.562
apostolic	apostolicae	trust	0.562
succeeding	Proximis	trust	0.562
vitality	vitae	trust	0.562
treasurer	quaestor	trust	0.562
save	salvare	trust	0.562
earn	earn	trust	0.562
midwife	eas pariunt	trust	0.555
discretion	eruditis intersum cogitationibus	trust	0.555
worship	cultum	trust	0.555
constant	constant	trust	0.555
foresight	foresight	trust	0.555
vote	suffragium	trust	0.555
cultivate	colunt	trust	0.555
impartial	aequus	trust	0.555
illumination	illustratio	trust	0.555
ambulance	ambulance	trust	0.555
privacy	secretum	trust	0.555
succeed	succedant	trust	0.555
providing	providing	trust	0.555
veteran	veteran	trust	0.555
patience	patientia	trust	0.555
prophet	prophetam	trust	0.555
coach	raeda	trust	0.555
intuition	intuitio	trust	0.555
reconciliation	reconciliationis	trust	0.555
defender	protéctor eórum	trust	0.555
coalesce	et albus;	trust	0.555
mediate	medium	trust	0.555
precedence	ante	trust	0.555
congruence	congruentiam	trust	0.555
buddy	buddy	trust	0.555
reunion	reunion	trust	0.555
restorative	reficiat	trust	0.555
destined	destined	trust	0.555
physicist	physicus	trust	0.555
influential	influential	trust	0.555
exalt	exaltate,	trust	0.555
greatness	magnitudo	trust	0.555
inclusion	inclusion	trust	0.555
auditor	diligit auditoris animus	trust	0.555
meditate	sed meditaberis	trust	0.555
betrothed	sponsum	trust	0.555
proud	superbus	trust	0.547
provide	provide	trust	0.547
conciliation	'conciliationis'	trust	0.547
ancestral	paterna	trust	0.547
liberty	libertatem	trust	0.547
durable	Exegi	trust	0.547
impenetrable	tergora inpenetrabiles	trust	0.547
prudent	prudens	trust	0.547
invocation	invocatio	trust	0.547
engaging	pugnae	trust	0.547
statement	dicitur	trust	0.547
rejoice	exsultate	trust	0.547
cheer	animaequiores	trust	0.547
eyewitness	oculatus	trust	0.547
prevalent	maxime viget,	trust	0.547
securities	agmen traduceret,	trust	0.547
friendly	amicissimum	trust	0.547
salvation	salutis	trust	0.547
independence	libertatem	trust	0.547
govern	regunt	trust	0.547
forgive	propitius eris	trust	0.547
commanding	imperio	trust	0.547
convent	conventus	trust	0.547
reinforcement	praesidium	trust	0.547
law	iuris	trust	0.547
registry	subcriptio	trust	0.547
temperate	sobrii sint	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	paratus	trust	0.547
heritage	hereditatem	trust	0.547
chronicle	annales	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	Institutum	trust	0.539
applause	laude	trust	0.539
architecture	architecture	trust	0.539
obvious	obvious	trust	0.539
recovery	convaluisset	trust	0.539
inimitable	iNIMITABILIS	trust	0.539
relevant	relevant	trust	0.539
responsive	responsurum	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instructiones	trust	0.539
define	definire	trust	0.539
delightful	aspectuque delectabile	trust	0.539
antidote	ferus Hippomedon quamquam	trust	0.539
admitting	cognoscendo	trust	0.539
psalms	psalmis,	trust	0.539
stamina	patientiam,	trust	0.539
majority	maioris	trust	0.539
inoculation	Ammonium	trust	0.539
perfect	perfectus	trust	0.539
obedience	obedientiam	trust	0.539
memorable	memorandum	trust	0.539
chastity	pudoris	trust	0.539
proctor	procurator	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	ordinatae sunt	trust	0.539
forefathers	maiores	trust	0.539
immovable	et immobiles:	trust	0.539
eager	cupidi	trust	0.539
aspiring	Aspirantes	trust	0.539
obliging	commode scripta	trust	0.539
reinforcements	auxilia	trust	0.539
tantamount	tantum	trust	0.539
exalted	elevatum;	trust	0.539
hospital	hospitium	trust	0.531
retirement	retirement	trust	0.531
strive	contendunt,	trust	0.531
edification	aedificatio	trust	0.531
candid	aequus	trust	0.531
deed	factum	trust	0.531
school	scholae	trust	0.531
cradle	cunabula	trust	0.531
transcript	transcript	trust	0.531
accompaniment	vasa cantici	trust	0.531
doubtless	sine dubio	trust	0.531
rescue	liberandum	trust	0.531
seal	sigillum	trust	0.531
expedient	expedit	trust	0.531
ballot	deinde sortiti	trust	0.531
deliverance	liberatio	trust	0.531
heavens	caelum	trust	0.531
fraternal	fraternum	trust	0.531
dependent	dependens	trust	0.531
answerable	respondere,	trust	0.531
center	centrum	trust	0.531
analyst	Analyticum	trust	0.531
firstborn	primogenitum	trust	0.531
bloom	flore	trust	0.531
inseparable	inseparabile	trust	0.531
bride	sponsa	trust	0.531
evergreen	semper viridis	trust	0.531
princely	princeps	trust	0.531
immunization	immunization	trust	0.531
refuge	confugerunt	trust	0.531
verily	amen	trust	0.531
omniscient	omniscient	trust	0.531
terms	verbis	trust	0.531
sponsor	auctor	trust	0.531
approbation	dignationis	trust	0.527
correctness	rectitudo	trust	0.523
elevation	elevation	trust	0.523
neighbor	vicinus	trust	0.523
unbroken	infractum	trust	0.523
countenance	vultum tuum	trust	0.523
hug	amplexus	trust	0.523
nobility	nobilitatis	trust	0.523
paragon	noster	trust	0.523
coronation	publice coronam regalem	trust	0.523
celebration	celebrationem	trust	0.523
graduation	graduatio	trust	0.523
commonwealth	civitatis	trust	0.523
dictionary	dictionary	trust	0.523
powerful	potens	trust	0.523
notable	insignes	trust	0.523
account	ratio	trust	0.523
winning	winning	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	melius	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	cappellanum nominare	trust	0.523
ratify	ratificamus	trust	0.523
connoisseur	cupidum	trust	0.523
award	award	trust	0.523
taught	doceri	trust	0.523
adoration	sacris institútis	trust	0.523
salutary	salutem	trust	0.523
captivate	captarent	trust	0.523
liberate	liberate	trust	0.523
unimpeached	inlaesa	trust	0.523
laureate	nobilitatum	trust	0.523
benedictory	benedictory	trust	0.523
feeling	sensum	trust	0.518
freely	liberaliter	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amen	trust	0.516
reverie	reverie	trust	0.516
organization	organization	trust	0.516
framework	compage	trust	0.516
sentinel	laniatum excubiarum	trust	0.516
advent	Adventus	trust	0.516
inform	certiorem facere	trust	0.516
committee	committee	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	cantata	trust	0.516
formative	formandi	trust	0.516
tribunal	tribunalis	trust	0.516
association	consociatio	trust	0.516
remedy	remedium	trust	0.516
credit	fidem	trust	0.516
nobleman	et nobilem cecinissetque	trust	0.516
predominant	plurimum	trust	0.516
measure	metimur	trust	0.516
perpetuity	perpetuum	trust	0.516
fully	plene	trust	0.516
deserve	digna	trust	0.516
tender	tenera	trust	0.516
pray	tandem	trust	0.516
confession	confessio	trust	0.516
management	procuratio	trust	0.516
volunteer	voluntarius	trust	0.509
instruct	instruam:	trust	0.508
virgin	virginem	trust	0.508
constable	constabularius	trust	0.508
reward	praemium	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sacerdos	trust	0.508
policy	consilium	trust	0.508
confessional	nempe confessionis	trust	0.508
savor	suavitatis	trust	0.508
custodian	ut servaretur	trust	0.508
vouch	vouch	trust	0.508
tolerance	tolerantia	trust	0.508
unsurpassed	Novella sub hiis	trust	0.508
venerable	venerable	trust	0.508
forgiving	forgiving	trust	0.508
intact	integrum	trust	0.508
diversity	diversitas	trust	0.508
accolade	accolade	trust	0.508
philosopher	philosophus	trust	0.508
lieutenant	legatus	trust	0.508
shepherd	pastor	trust	0.508
courtship	uxoriae	trust	0.508
sovereign	imperium	trust	0.508
medical	medicorum	trust	0.508
housewife	mulier	trust	0.508
automatic	automatic	trust	0.508
patronage	patrocinia sentiamus	trust	0.508
enable	enable	trust	0.508
admissible	inconveniens	trust	0.508
beautification	MEDICAMENTUM	trust	0.508
synchronize	synchronize	trust	0.500
info	info	trust	0.500
pontiff	pontificem	trust	0.500
retain	suscipiat	trust	0.500
warden	his Cossus praefuit	trust	0.500
majesty	maiestas	trust	0.500
infallibility	infallibilitate	trust	0.500
guru	guru	trust	0.500
apologetic	apologeticum	trust	0.500
darling	deliciae	trust	0.500
doctrine	doctrinam	trust	0.500
related	related	trust	0.500
treasure	fortitudo	trust	0.500
infinity	infinitum	trust	0.500
romantic	venereum	trust	0.500
optimist	optimist	trust	0.500
timing	leo	trust	0.500
undying	aeternumque adytis effert	trust	0.500
personal	personalem	trust	0.500
gateway	porta	trust	0.500
instruction	disciplinam	trust	0.500
backer	AUCTOR	trust	0.500
watchful	vigilans	trust	0.500
badge	insigne	trust	0.500
birth	peperit	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pie	trust	0.500
indelible	insculpit indelebilis	trust	0.500
superman	superman	trust	0.500
guard	praesidio	trust	0.500
vindication	Vindiciae	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	vivus	trust	0.500
constitute	quibus	trust	0.492
jubilant	jubilant	trust	0.492
endow	inde dotare	trust	0.492
improve	meliorem	trust	0.492
contributor	contributor	trust	0.492
formality	ratio	trust	0.492
salute	salutate	trust	0.492
inevitable	necesse	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	utrumque valeat arguere	trust	0.492
grow	crescere	trust	0.492
fellow	conservis	trust	0.492
popularity	popularis	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	loquens	trust	0.492
synonymous	idem	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	ecclesia,	trust	0.492
hardy	duri	trust	0.492
privy	emittitur	trust	0.492
psalm	psalmus David	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attraction	trust	0.492
grandchildren	nepotes habet:	trust	0.492
elegance	ornate	trust	0.492
laudatory	laudationes scriptitaverunt	trust	0.492
sheriff	preceptum	trust	0.492
radiance	radium	trust	0.492
harbor	portum	trust	0.492
aspire	aspirant;	trust	0.492
musical	musicis	trust	0.492
chairman	praeses	trust	0.492
moderator	moderatrix	trust	0.492
laudation	laudatio	trust	0.484
clean	clean	trust	0.484
arbiter	utrumque valeat arguere	trust	0.484
crowning	quondam coronatam	trust	0.484
depth	profundum	trust	0.484
forecast	praenuntientur	trust	0.484
colonel	colonellus	trust	0.484
hire	pretium	trust	0.484
found	found	trust	0.484
armor	armis	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ventus	trust	0.484
voucher	Voucher	trust	0.484
affection	affectio	trust	0.484
path	semita	trust	0.484
referee	referendarius	trust	0.484
police	magistratus	trust	0.484
countryman	agricola adsiduo	trust	0.484
romance	romance	trust	0.484
diagnosis	Diagnose	trust	0.484
concord	concordia	trust	0.484
enjoy	fruor	trust	0.484
ranger	ranger	trust	0.484
confess	fateor	trust	0.484
income	reditus	trust	0.484
assembly	conventus	trust	0.484
sweet	dulcis	trust	0.484
like	tamquam	trust	0.484
apologize	deprecarentur	trust	0.477
sermon	Sermones	trust	0.477
pastor	parochus	trust	0.477
matter	materia	trust	0.477
glory	gloria	trust	0.477
lamb	agnus	trust	0.477
lover	amans	trust	0.477
putative	putative	trust	0.477
expect	expecto	trust	0.477
purely	tantum	trust	0.477
follow	sequitur	trust	0.477
parliament	concilii	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	seminarium	trust	0.477
episcopal	sede episcopali	trust	0.477
veracity	veritate	trust	0.477
mathematical	mathematical	trust	0.477
frank	apertus	trust	0.477
policeman	LICTOR	trust	0.477
word	sermo	trust	0.477
consul	consule	trust	0.477
landmark	adtingas terminos parvulorum	trust	0.477
calculator	calculator	trust	0.477
sterling	sterlingorum,	trust	0.477
signature	signature	trust	0.477
votive	votum	trust	0.477
preponderance	da modo superpondium	trust	0.477
sacrifice	sacrificium	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	pronuba	trust	0.469
commission	Commission	trust	0.469
passion	passion	trust	0.469
prefer	potius	trust	0.469
recruits	tironum sustulerat	trust	0.469
cashier	CONLECTARIUS	trust	0.469
judicious	prudens	trust	0.469
immerse	baptizabit	trust	0.469
uncritical	mens imperitorum	trust	0.469
effective	effective	trust	0.469
dove	columba	trust	0.469
tutelage	curatelam	trust	0.469
associate	adiunctus	trust	0.469
flagship	praetoria	trust	0.469
religion	religio	trust	0.469
gain	quaestum	trust	0.469
instructor	magister	trust	0.469
judgment	judicium	trust	0.469
title	title	trust	0.469
regal	regium	trust	0.469
author	auctor	trust	0.469
top	summitatem	trust	0.469
tribune	tribunus plebis	trust	0.469
eagerness	studio	trust	0.469
marshal	marescallum ductus	trust	0.469
mighty	forti	trust	0.469
intended	animo	trust	0.469
capacity	facultatem	trust	0.469
vicar	vicarius	trust	0.469
partake	altáris participatióne	trust	0.461
commerce	commerce	trust	0.461
magnetic	magneticus	trust	0.461
medal	numisma	trust	0.461
courier	tabellarium	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	profiteretur	trust	0.461
necessarily	necessario	trust	0.461
lesson	Lectio	trust	0.461
custody	custodiam	trust	0.461
moorings	ordine funem	trust	0.461
fortress	castellum	trust	0.461
aunt	adfinitate coniungitur	trust	0.461
bank	ripae	trust	0.461
theological	theologicas	trust	0.461
manage	manage	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	artis	trust	0.461
lifestyle	lifestyle	trust	0.461
consecration	consecratio	trust	0.461
admitted	admissus	trust	0.461
crucial	atrox	trust	0.461
cautious	circumspectus	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	sacerdotium vindicetis	trust	0.461
attendant	ministrator	trust	0.461
oblige	vim obligandi	trust	0.461
patriarchal	patriarchalis	trust	0.461
kitten	CATULUS	trust	0.461
cathedral	cathedrali	trust	0.455
eagle	aquila	trust	0.453
puppy	catulum	trust	0.453
present	praesenti	trust	0.453
perceive	percipere,	trust	0.453
foresee	euentura prouidere	trust	0.453
governor	ducibus debebantur	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	Vulgaria	trust	0.453
exchange	commutationem	trust	0.453
journeyman	jornaman	trust	0.453
laud	Cum Patre	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	encomium	trust	0.453
strategist	strategist	trust	0.453
dawn	aurora	trust	0.453
excited	concitatae	trust	0.453
finally	tandem	trust	0.453
level	planum	trust	0.453
chart	chart	trust	0.453
oasis	oasis	trust	0.453
insulation	Nulla machinae	trust	0.453
president	praeses	trust	0.453
deputy	vicarium	trust	0.453
orthodoxy	Catholicam fidem	trust	0.445
sir	domine	trust	0.445
theorem	theorema	trust	0.445
formula	formulae	trust	0.445
operation	operatio	trust	0.445
bridegroom	sponsum architriclinus	trust	0.445
lodging	hospitium	trust	0.445
matters	NO TRANSLATION	trust	0.445
