word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
institute	instituto	trust	0.539
applause	aplauso	trust	0.539
architecture	arquitetura	trust	0.539
obvious	óbvio	trust	0.539
recovery	recuperação	trust	0.539
inimitable	inimitável	trust	0.539
relevant	relevante	trust	0.539
responsive	responsivo	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instruções	trust	0.539
define	definir	trust	0.539
delightful	delicioso	trust	0.539
antidote	antídoto	trust	0.539
admitting	admitir	trust	0.539
psalms	salmos	trust	0.539
stamina	energia	trust	0.539
majority	maioria	trust	0.539
inoculation	inoculação	trust	0.539
perfect	perfeito	trust	0.539
obedience	obediência	trust	0.539
memorable	memorável	trust	0.539
chastity	castidade	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regularidade	trust	0.539
forefathers	antepassados	trust	0.539
immovable	imovel	trust	0.539
eager	ansioso	trust	0.539
aspiring	aspirando	trust	0.539
obliging	obrigando	trust	0.539
reinforcements	reforços	trust	0.539
tantamount	equivale	trust	0.539
exalted	exaltado	trust	0.539
hospital	hospital	trust	0.531
retirement	aposentadoria	trust	0.531
strive	esforçar-se	trust	0.531
edification	edificação	trust	0.531
candid	sincero	trust	0.531
deed	ato	trust	0.531
school	escola	trust	0.531
cradle	berço	trust	0.531
transcript	transcrição	trust	0.531
accompaniment	acompanhamento	trust	0.531
doubtless	sem dúvida	trust	0.531
rescue	resgatar	trust	0.531
seal	foca	trust	0.531
expedient	expediente	trust	0.531
ballot	cédula	trust	0.531
deliverance	libertação	trust	0.531
heavens	céus	trust	0.531
fraternal	fraterno	trust	0.531
dependent	dependente	trust	0.531
answerable	responsável	trust	0.531
center	Centro	trust	0.531
analyst	analista	trust	0.531
firstborn	primogênito	trust	0.531
bloom	flor	trust	0.531
inseparable	inseparável	trust	0.531
bride	noiva	trust	0.531
evergreen	sempre-viva	trust	0.531
princely	principesco	trust	0.531
immunization	imunização	trust	0.531
refuge	refúgio	trust	0.531
verily	em verdade	trust	0.531
omniscient	onisciente	trust	0.531
terms	termos	trust	0.531
sponsor	patrocinador	trust	0.531
approbation	aprovação	trust	0.527
correctness	exatidão	trust	0.523
elevation	elevação	trust	0.523
neighbor	vizinho	trust	0.523
unbroken	inteiro	trust	0.523
countenance	semblante	trust	0.523
hug	abraço	trust	0.523
nobility	nobreza	trust	0.523
paragon	paradigma	trust	0.523
coronation	coroação	trust	0.523
celebration	celebração	trust	0.523
graduation	graduação	trust	0.523
commonwealth	comunidade	trust	0.523
dictionary	dicionário	trust	0.523
powerful	poderoso	trust	0.523
notable	notável	trust	0.523
account	conta	trust	0.523
winning	ganhando	trust	0.523
honeymoon	lua de mel	trust	0.523
improvement	melhoria	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	capelão	trust	0.523
ratify	ratificar	trust	0.523
connoisseur	conhecedor	trust	0.523
award	prêmio	trust	0.523
taught	ensinado	trust	0.523
adoration	adoração	trust	0.523
salutary	salutar	trust	0.523
captivate	cativar	trust	0.523
liberate	libertar	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureado	trust	0.523
benedictory	benedictory	trust	0.523
feeling	sentindo-me	trust	0.518
freely	livremente	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	um homem	trust	0.516
reverie	devaneio	trust	0.516
organization	organização	trust	0.516
framework	estrutura	trust	0.516
sentinel	sentinela	trust	0.516
advent	advento	trust	0.516
inform	informar	trust	0.516
committee	comitê	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	atento	trust	0.516
obstetrician	obstetra	trust	0.516
enchanted	encantado	trust	0.516
formative	formativo	trust	0.516
tribunal	tribunal	trust	0.516
association	Associação	trust	0.516
remedy	remédio	trust	0.516
credit	crédito	trust	0.516
nobleman	nobre	trust	0.516
predominant	predominante	trust	0.516
measure	a medida	trust	0.516
perpetuity	perpetuidade	trust	0.516
fully	totalmente	trust	0.516
deserve	merecer	trust	0.516
tender	concurso	trust	0.516
pray	orar	trust	0.516
confession	confissão	trust	0.516
management	gestão	trust	0.516
volunteer	voluntário	trust	0.509
instruct	instruir	trust	0.508
virgin	virgem	trust	0.508
constable	polícia	trust	0.508
reward	recompensa	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sacerdote	trust	0.508
policy	política	trust	0.508
confessional	confessional	trust	0.508
savor	saborear	trust	0.508
custodian	custodiante	trust	0.508
vouch	atestar	trust	0.508
tolerance	tolerância	trust	0.508
unsurpassed	insuperável	trust	0.508
venerable	venerável	trust	0.508
forgiving	perdoar	trust	0.508
intact	intacto	trust	0.508
diversity	diversidade	trust	0.508
accolade	elogio	trust	0.508
philosopher	filósofo	trust	0.508
lieutenant	tenente	trust	0.508
shepherd	pastor	trust	0.508
courtship	namoro	trust	0.508
sovereign	soberano	trust	0.508
medical	médico	trust	0.508
housewife	dona de casa	trust	0.508
automatic	automático	trust	0.508
patronage	patrocínio	trust	0.508
enable	habilitar	trust	0.508
admissible	admissível	trust	0.508
beautification	embelezamento	trust	0.508
synchronize	sincronizar	trust	0.500
info	informação	trust	0.500
pontiff	pontífice	trust	0.500
retain	reter	trust	0.500
warden	guardião	trust	0.500
majesty	majestade	trust	0.500
infallibility	infalibilidade	trust	0.500
guru	guru	trust	0.500
apologetic	apologético	trust	0.500
darling	querida	trust	0.500
doctrine	doutrina	trust	0.500
related	relacionado	trust	0.500
treasure	Tesouro	trust	0.500
infinity	infinidade	trust	0.500
romantic	romântico	trust	0.500
optimist	otimista	trust	0.500
timing	cronometragem	trust	0.500
undying	imortal	trust	0.500
personal	pessoal	trust	0.500
gateway	porta de entrada	trust	0.500
instruction	instrução	trust	0.500
backer	apoiante	trust	0.500
watchful	atento	trust	0.500
badge	crachá	trust	0.500
birth	nascimento	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	piedoso	trust	0.500
indelible	indelével	trust	0.500
superman	Super homen	trust	0.500
guard	guarda	trust	0.500
vindication	vindicação	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	vivo	trust	0.500
constitute	constituir	trust	0.492
jubilant	jubilante	trust	0.492
endow	dotar	trust	0.492
improve	melhorar	trust	0.492
contributor	contribuinte	trust	0.492
formality	formalidade	trust	0.492
salute	saudação	trust	0.492
inevitable	inevitável	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	árbitro	trust	0.492
grow	crescer	trust	0.492
fellow	companheiro	trust	0.492
popularity	popularidade	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	porta-voz	trust	0.492
synonymous	sinônimo	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	Igreja	trust	0.492
hardy	resistente	trust	0.492
privy	privy	trust	0.492
psalm	salmo	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atração	trust	0.492
grandchildren	netos	trust	0.492
elegance	elegância	trust	0.492
laudatory	laudatório	trust	0.492
sheriff	xerife	trust	0.492
radiance	esplendor	trust	0.492
harbor	Porto	trust	0.492
aspire	aspirar	trust	0.492
musical	musical	trust	0.492
chairman	presidente	trust	0.492
moderator	moderador	trust	0.492
laudation	laudation	trust	0.484
clean	limpar \ limpo	trust	0.484
arbiter	árbitro	trust	0.484
crowning	coroação	trust	0.484
depth	profundidade	trust	0.484
forecast	previsão	trust	0.484
colonel	coronel	trust	0.484
hire	contratar	trust	0.484
found	encontrado	trust	0.484
armor	armaduras	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorito	trust	0.484
voucher	comprovante	trust	0.484
affection	afeição	trust	0.484
path	caminho	trust	0.484
referee	juiz	trust	0.484
police	polícia	trust	0.484
countryman	compatriota	trust	0.484
romance	romance	trust	0.484
diagnosis	diagnóstico	trust	0.484
concord	concórdia	trust	0.484
enjoy	apreciar	trust	0.484
ranger	guarda	trust	0.484
confess	confessar	trust	0.484
income	renda	trust	0.484
assembly	montagem	trust	0.484
sweet	doce	trust	0.484
like	gostar	trust	0.484
apologize	pedir desculpas	trust	0.477
sermon	sermão	trust	0.477
pastor	pastor	trust	0.477
matter	importam	trust	0.477
glory	glória	trust	0.477
lamb	Cordeiro	trust	0.477
lover	amante	trust	0.477
putative	putativo	trust	0.477
expect	Espero	trust	0.477
purely	puramente	trust	0.477
follow	Segue	trust	0.477
parliament	parlamento	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	berçário	trust	0.477
episcopal	episcopal	trust	0.477
veracity	veracidade	trust	0.477
mathematical	matemático	trust	0.477
frank	franco	trust	0.477
policeman	policial	trust	0.477
word	palavra	trust	0.477
consul	cônsul	trust	0.477
landmark	ponto de referência	trust	0.477
calculator	calculadora	trust	0.477
sterling	esterlino	trust	0.477
signature	assinatura	trust	0.477
votive	votivo	trust	0.477
preponderance	preponderância	trust	0.477
sacrifice	sacrifício	trust	0.477
underwrite	subscrever	trust	0.469
bridesmaid	dama de honra	trust	0.469
commission	comissão	trust	0.469
passion	paixão	trust	0.469
prefer	preferir	trust	0.469
recruits	recrutas	trust	0.469
cashier	caixa	trust	0.469
judicious	judicioso	trust	0.469
immerse	imergir	trust	0.469
uncritical	acrítico	trust	0.469
effective	eficaz	trust	0.469
dove	pomba	trust	0.469
tutelage	tutela	trust	0.469
associate	associado	trust	0.469
flagship	emblemática	trust	0.469
religion	religião	trust	0.469
gain	ganho	trust	0.469
instructor	instrutor	trust	0.469
judgment	julgamento	trust	0.469
title	título	trust	0.469
regal	régio	trust	0.469
author	autor	trust	0.469
top	topo	trust	0.469
tribune	tribuna	trust	0.469
eagerness	ansiedade	trust	0.469
marshal	marechal	trust	0.469
mighty	poderoso	trust	0.469
intended	pretendido	trust	0.469
capacity	capacidade	trust	0.469
vicar	vigário	trust	0.469
partake	participar	trust	0.461
commerce	comércio	trust	0.461
magnetic	magnético	trust	0.461
medal	medalha	trust	0.461
courier	correio	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	inscrever	trust	0.461
necessarily	necessariamente	trust	0.461
lesson	lição	trust	0.461
custody	custódia	trust	0.461
moorings	amarras	trust	0.461
fortress	fortaleza	trust	0.461
aunt	tia	trust	0.461
bank	banco	trust	0.461
theological	teológico	trust	0.461
manage	gerir	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	comércio	trust	0.461
lifestyle	estilo de vida	trust	0.461
consecration	consagração	trust	0.461
admitted	admitido	trust	0.461
crucial	crucial	trust	0.461
cautious	cauteloso	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	sacerdócio	trust	0.461
attendant	atendente	trust	0.461
oblige	obrigar	trust	0.461
patriarchal	patriarcal	trust	0.461
kitten	gatinho	trust	0.461
cathedral	catedral	trust	0.455
eagle	Águia	trust	0.453
puppy	cachorro	trust	0.453
present	presente	trust	0.453
perceive	perceber	trust	0.453
foresee	prever	trust	0.453
governor	governador	trust	0.453
synergistic	sinérgico	trust	0.453
commonplace	comum	trust	0.453
exchange	troca	trust	0.453
journeyman	viajante	trust	0.453
laud	laud	trust	0.453
chairwoman	presidente	trust	0.453
encomium	elogio	trust	0.453
strategist	estrategista	trust	0.453
dawn	alvorecer	trust	0.453
excited	animado	trust	0.453
finally	finalmente	trust	0.453
level	nível	trust	0.453
chart	gráfico	trust	0.453
oasis	oásis	trust	0.453
insulation	isolamento	trust	0.453
president	Presidente	trust	0.453
deputy	deputado	trust	0.453
orthodoxy	ortodoxia	trust	0.445
sir	Senhor	trust	0.445
theorem	teorema	trust	0.445
formula	Fórmula	trust	0.445
operation	Operação	trust	0.445
bridegroom	noivo	trust	0.445
lodging	alojamento	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	manual	trust	0.445
impart	transmitir	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indenização	trust	0.445
negotiate	negociar	trust	0.445
magnify	ampliar	trust	0.445
chancellor	chanceler	trust	0.445
crew	equipe técnica	trust	0.445
sensual	sensual	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	habitual	trust	0.445
asserting	afirmando	trust	0.445
chocolate	chocolate	trust	0.445
statistical	estatística	trust	0.445
lord	senhor	trust	0.445
exaltation	exaltação	trust	0.445
employ	empregar	trust	0.445
orchestra	orquestra	trust	0.445
director	diretor	trust	0.445
chemist	químico	trust	0.445
remains	permanece	trust	0.445
enliven	animar	trust	0.445
sun	dom	trust	0.438
imagination	imaginação	trust	0.438
comptroller	controlador	trust	0.438
digit	dígito	trust	0.438
cabinet	gabinete	trust	0.438
emphasize	enfatizar	trust	0.438
atone	expiar	trust	0.438
inauguration	inauguração	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	governanta	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	árbitro	trust	0.438
oracle	oráculo	trust	0.438
economy	economia	trust	0.438
elect	eleger	trust	0.438
villager	aldeão	trust	0.438
fate	destino	trust	0.438
exhaustive	exaustivo	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	mordomo	trust	0.438
conformity	conformidade	trust	0.438
grammar	gramática	trust	0.430
disclosed	divulgado	trust	0.430
persuade	persuadir	trust	0.430
compact	compactar	trust	0.430
rule	regra	trust	0.430
deacon	diácono	trust	0.430
impressionable	impressionável	trust	0.430
cop	policial	trust	0.430
neutrality	neutralidade	trust	0.430
pay	pagamento	trust	0.430
bridal	nupcial	trust	0.430
wealth	riqueza	trust	0.430
base	base	trust	0.430
errand	incumbência	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	dureza	trust	0.430
estimable	estimável	trust	0.430
lender	emprestador	trust	0.430
sentry	sentinela	trust	0.430
invite	convite	trust	0.430
circle	círculo	trust	0.430
grit	grão	trust	0.430
elucidate	elucidar	trust	0.430
repay	reembolsar	trust	0.430
resources	Recursos	trust	0.430
blanket	cobertor	trust	0.430
occupant	ocupante	trust	0.430
bequest	legado	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	contagem	trust	0.430
hail	saudar	trust	0.430
playful	brincalhão	trust	0.430
simplify	simplificar	trust	0.430
differential	diferencial	trust	0.430
utopian	utópico	trust	0.430
parish	freguesia	trust	0.422
sing	cantar	trust	0.422
dominion	domínio	trust	0.422
dealings	relações	trust	0.422
theocratic	teocrático	trust	0.422
shopkeeper	lojista	trust	0.422
accountant	contador	trust	0.422
forum	fórum	trust	0.422
fixed	fixo	trust	0.422
eulogize	elogiar	trust	0.422
diary	diário	trust	0.422
intend	intentar	trust	0.422
supplication	súplica	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	Aprendiz	trust	0.422
continue	continuar	trust	0.422
antiseptic	antisséptico	trust	0.422
perennial	perene	trust	0.422
primer	primer	trust	0.422
enablement	habilitação	trust	0.422
respite	descanso	trust	0.422
assignee	cessionário	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	negociação	trust	0.422
travel	viagem	trust	0.422
probity	probidade	trust	0.422
axiom	axioma	trust	0.422
maintenance	manutenção	trust	0.422
reconsideration	reconsideração	trust	0.422
treat	tratar	trust	0.422
truss	treliça	trust	0.422
hymn	hino	trust	0.422
supremacy	supremacia	trust	0.422
athlete	atleta	trust	0.414
cogent	convincente	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	servir	trust	0.414
incline	inclinar	trust	0.414
trainer	treinador	trust	0.414
choir	coro	trust	0.414
preservative	preservativo	trust	0.414
kudos	elogios	trust	0.414
cash	dinheiro	trust	0.414
gazette	gazeta	trust	0.414
akin	aparentado	trust	0.414
amortization	amortização	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	repórter	trust	0.414
salary	salário	trust	0.414
offering	oferta	trust	0.414
leap	salto	trust	0.414
transaction	transação	trust	0.414
privilege	privilégio	trust	0.414
consort	consorte	trust	0.414
rapt	arrebatado	trust	0.414
commodore	comodoro	trust	0.414
conglomerate	conglomerado	trust	0.414
synod	sínodo	trust	0.414
deference	deferência	trust	0.414
labor	trabalho	trust	0.414
gate	portão	trust	0.414
routine	rotina	trust	0.414
luxury	luxo	trust	0.406
tree	árvore	trust	0.406
legislator	legislador	trust	0.406
executor	executor	trust	0.406
leisure	lazer	trust	0.406
system	sistema	trust	0.406
fitting	apropriado	trust	0.406
trophy	troféu	trust	0.406
nation	nação	trust	0.406
glorify	glorificar	trust	0.406
linguist	linguista	trust	0.406
extol	exaltar	trust	0.406
dermatologist	dermatologista	trust	0.406
judged	julgado	trust	0.406
sanction	sanção	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	reembolso	trust	0.406
patrol	patrulha	trust	0.406
abacus	ábaco	trust	0.406
radar	radar	trust	0.406
budget	despesas	trust	0.406
deluxe	deluxe	trust	0.398
intense	intenso	trust	0.398
explain	explicar	trust	0.398
gentry	gentry	trust	0.398
quaint	estranho	trust	0.398
parietal	parietal	trust	0.398
barter	permuta	trust	0.398
pursue	perseguir	trust	0.398
clearance	liberação	trust	0.398
popular	popular	trust	0.398
ground	chão	trust	0.398
depository	depositário	trust	0.398
journalism	jornalismo	trust	0.398
electorate	eleitorado	trust	0.398
climax	clímax	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	brilho	trust	0.398
