word	Samoan-sm	emotion	emotion-intensity-score
splendid	matagofie	surprise	0.445
feat	faʻaalia	surprise	0.445
perchance	i se tulaga	surprise	0.445
excel	sili atu	surprise	0.445
gambling	taaloga faitupe	surprise	0.445
unintentional	le iloa	surprise	0.438
brighten	susulu	surprise	0.438
changeable	sui	surprise	0.438
rapt	fapt	surprise	0.438
unique	tulaga ese	surprise	0.438
splendor	matagofie	surprise	0.438
senseless	leai se uiga	surprise	0.438
gift	meaalofa	surprise	0.430
fascination	fiafia	surprise	0.430
trepidation	tigā	surprise	0.430
stealthy	faʻamalosi	surprise	0.430
fiesta	fanafana	surprise	0.430
delighted	fiafia	surprise	0.430
lawsuit	tagi	surprise	0.430
intrigue	taupulepulega	surprise	0.430
quicksilver	vavesilver	surprise	0.422
originality	faʻamuamua	surprise	0.422
riddle	talatala	surprise	0.422
judgment	faamasinoga	surprise	0.422
enchant	tagata suʻesuʻe	surprise	0.422
stealth	faʻamalosivale	surprise	0.422
veracity	amio saʻo	surprise	0.414
elusive	le mautonu	surprise	0.414
perjury	pepelo	surprise	0.414
spirits	agaga	surprise	0.414
liberation	saolotoga	surprise	0.414
illegitimate	faʻamaonia	surprise	0.414
syncope	syncope	surprise	0.414
experiment	faʻataʻitaʻiga	surprise	0.414
gambler	tagata taʻavale	surprise	0.406
eager	naunau	surprise	0.406
inspired	musuia	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	pepese	surprise	0.406
allure	fiafia	surprise	0.406
parade	faʻailoga	surprise	0.406
princely	pule	surprise	0.398
divorce	teteʻa	surprise	0.398
guess	mate	surprise	0.398
burlesque	avega	surprise	0.398
secrecy	faalilolilo	surprise	0.398
aspiration	aspiration	surprise	0.391
peri	peri	surprise	0.391
cheerful	fiafia	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	supavaisa	surprise	0.391
incontinence	le mautonu	surprise	0.391
inheritance	tofi	surprise	0.383
score	sikoa	surprise	0.383
lose	leiloa	surprise	0.383
crowning	palealii	surprise	0.383
buck	faʻailoa	surprise	0.383
praiseworthy	tauleleia	surprise	0.383
cadaver	tagata faʻatau	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	fisa	surprise	0.375
mystic	malosi	surprise	0.375
succeed	manuia	surprise	0.375
advance	muamua	surprise	0.375
sparkle	sulu	surprise	0.367
hope	faamoemoe	surprise	0.367
joker	tuai	surprise	0.367
sensual	lagona	surprise	0.367
excavation	faʻaauau	surprise	0.367
feeling	lagona	surprise	0.359
entertainment	faafiafiaga	surprise	0.359
clown	sulu	surprise	0.352
newcomer	tagata fou	surprise	0.352
modify	sui	surprise	0.352
award	taui	surprise	0.352
blessings	faamanuiaga	surprise	0.352
postponement	tolopoina	surprise	0.352
obit	obit	surprise	0.352
celebrity	tagata lauiloa	surprise	0.344
hero	toa	surprise	0.344
start	amata	surprise	0.344
wonderfully	maofa	surprise	0.344
highest	maualuga	surprise	0.344
proficiency	tomai	surprise	0.344
glorify	viia	surprise	0.344
unbeaten	lē faʻaleagaina	surprise	0.336
memorable	manatua pea	surprise	0.336
sanctify	faapaia	surprise	0.336
rekindle	toe faʻaola	surprise	0.336
optimism	manatu lelei	surprise	0.336
warned	lapatai	surprise	0.336
prodigious	mamanu	surprise	0.336
dissolution	faataapeina	surprise	0.336
grin	olo	surprise	0.336
admiration	faamemelo	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	auai	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	agelu	surprise	0.320
examination	suʻesuʻega	surprise	0.320
catch	puʻe	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	fulufulu	surprise	0.312
puma	puma	surprise	0.312
liberty	saolotoga	surprise	0.312
kiss	kisi	surprise	0.312
embrace	fusi	surprise	0.312
occasional	taimi	surprise	0.312
treat	togafiti	surprise	0.312
saint	tagata paia	surprise	0.312
scrimmage	faʻailoga	surprise	0.312
dismissal	faateʻaina	surprise	0.312
perfection	atoatoa	surprise	0.305
generosity	agalelei	surprise	0.305
gratify	faʻamalie	surprise	0.305
saintly	tagata mama	surprise	0.305
sally	sally	surprise	0.305
polarity	polarity	surprise	0.297
finally	mulimuli ane	surprise	0.297
differently	eseese	surprise	0.297
palpable	faʻamalosi	surprise	0.297
warn	lapatai	surprise	0.297
ceremony	sauniga	surprise	0.297
larger	tele	surprise	0.297
favorable	lelei	surprise	0.297
romance	alofaga	surprise	0.289
medal	pine	surprise	0.289
inviting	valaauliaina	surprise	0.289
greeting	faʻafeiloaiga	surprise	0.289
candid	saʻo	surprise	0.281
resignation	faamavaega	surprise	0.281
trip	malaga	surprise	0.281
accolade	faʻaola	surprise	0.281
labor	galuega	surprise	0.281
stare	matamata	surprise	0.273
glimmer	malamalama	surprise	0.266
invite	valaaulia	surprise	0.266
somatic	aotelega	surprise	0.266
admire	faamemelo	surprise	0.266
immerse	faatofu	surprise	0.266
festival	tausamiga	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	taui	surprise	0.266
insolvency	le faʻaletonu	surprise	0.266
playful	tala malie	surprise	0.266
complement	faʻapitoa	surprise	0.258
receiving	mauaina	surprise	0.258
hypothesis	vaʻaiga	surprise	0.258
laugh	ata	surprise	0.258
chuckle	selu	surprise	0.258
honeymoon	honeymoon	surprise	0.250
marry	faaipoipo	surprise	0.242
independence	tutoatasi	surprise	0.242
opera	opera	surprise	0.242
pleasant	manaia	surprise	0.242
rhythmical	vailaʻau	surprise	0.234
assessment	iloiloga	surprise	0.234
hopeful	faamoemoe	surprise	0.234
trophy	togi	surprise	0.234
holiness	paia	surprise	0.234
chant	pese	surprise	0.234
leave	tuʻu	surprise	0.234
procession	faasologa	surprise	0.227
placard	laulau	surprise	0.227
deal	taulimaina	surprise	0.227
cherish	faapelepele	surprise	0.219
good	lelei	surprise	0.219
shopping	faatau	surprise	0.219
musical	musika	surprise	0.219
shell	atigi	surprise	0.211
dawn	taeao	surprise	0.211
simplify	faʻafaigofie	surprise	0.211
purity	mama aʻiaʻi	surprise	0.203
nullify	faalēaogā	surprise	0.203
money	tupe	surprise	0.203
sweet	suamalie	surprise	0.203
morals	amio lelei	surprise	0.203
synchronize	faʻafetaui	surprise	0.195
preservative	puipuia	surprise	0.195
humanitarian	fesoasoani agaalofa	surprise	0.195
unfulfilled	e leʻi maeʻa	surprise	0.195
precious	taua	surprise	0.195
obliging	faʻamalosia	surprise	0.188
singularly	taʻitasi	surprise	0.188
foresee	muai silafia	surprise	0.180
pray	tatalo	surprise	0.180
graduation	faauuga	surprise	0.180
lovely	matagofie	surprise	0.180
sun	la	surprise	0.172
art	faatufugaga	surprise	0.172
mouth	gutu	surprise	0.172
youth	talavou	surprise	0.172
thirst	fiainu	surprise	0.172
young	talavou	surprise	0.164
goodness	lelei	surprise	0.164
overdue	leai	surprise	0.156
visor	visa	surprise	0.156
practiced	faia	surprise	0.156
latent	latent	surprise	0.156
loyal	faamaoni	surprise	0.148
expect	faamoemoe	surprise	0.148
destination	malaga	surprise	0.148
wireless	leai se mea	surprise	0.148
quote	upusii	surprise	0.141
slush	sulu	surprise	0.141
infant	pepe	surprise	0.141
cream	kulimi	surprise	0.141
playground	malae taʻavale	surprise	0.133
organization	faalapotopotoga	surprise	0.125
teach	aʻoaʻo	surprise	0.125
vote	palota	surprise	0.125
smile	ataata	surprise	0.117
weight	mamafa	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	tuafafine	surprise	0.109
cable	uaea	surprise	0.109
sunny	la	surprise	0.102
steady	tumau	surprise	0.094
leisure	taimi paganoa	surprise	0.086
peaceful	filemu	surprise	0.086
spa	spa	surprise	0.086
tree	laau	surprise	0.078
picnic	tafaoga	surprise	0.078
worm	anufe	surprise	0.055
truthfulness	moni	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	faatuatuaina	trust	0.867
honest	faamaoni	trust	0.844
honesty	faamaoni	trust	0.844
honor	mamalu	trust	0.844
truth	upu moni	trust	0.844
truthful	moni	trust	0.836
trusting	talitonuina	trust	0.836
brotherhood	usoga	trust	0.820
entrust	tuʻuina atu	trust	0.812
committed	tuuto	trust	0.805
integrity	amio saʻo	trust	0.805
loyalty	faamaoni	trust	0.805
honorable	mamalu	trust	0.805
credibility	faʻamaoni	trust	0.805
trust	faʻalagolago	trust	0.805
faithful	faamaoni	trust	0.797
sincere	faamaoni	trust	0.797
responsible	taʻutaʻua	trust	0.789
partnership	paaga	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	poto	trust	0.789
oath	tautoga	trust	0.781
verification	faʻamaoniga	trust	0.781
vow	tautoga	trust	0.781
cooperative	felagolagomai	trust	0.781
respectable	faaaloalo	trust	0.773
credible	talitonuina	trust	0.773
hero	toa	trust	0.773
sisterhood	tuafafine	trust	0.773
promise	folafolaga	trust	0.773
verified	faʻamaonia	trust	0.773
qualified	agavaa	trust	0.766
respected	faʻaaloalogia	trust	0.766
authentication	faʻamaoni	trust	0.766
compassion	agaalofa	trust	0.759
reputable	taʻutaʻua	trust	0.758
safekeeping	saogalemu	trust	0.758
reliability	faʻamaoni	trust	0.758
moral	amio mama	trust	0.758
love	alofa	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	faamaoniga	trust	0.758
stable	mausali	trust	0.750
friend	uo	trust	0.750
genuine	moni	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	tomai	trust	0.750
loyal	faamaoni	trust	0.750
ally	uo	trust	0.750
safeguard	malupuipuia	trust	0.750
companion	soa	trust	0.750
advised	fautuaina	trust	0.750
authentic	moni	trust	0.750
respect	faaaloalo	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	saolotoga	trust	0.742
proven	faʻamaonia	trust	0.742
respects	faʻaaloalo	trust	0.742
faith	faatuatua	trust	0.742
wholesome	lelei	trust	0.742
heartfelt	loto momomo	trust	0.734
unification	faʻatasi	trust	0.734
protecting	puipui	trust	0.734
reassurance	faʻamautinoaga	trust	0.734
admirable	faamemelo	trust	0.734
trustee	tausi mavaega	trust	0.734
supporter	lagolago	trust	0.734
confirmation	faamauga	trust	0.734
respectful	faaaloalo	trust	0.734
alliance	fealofani	trust	0.727
equality	tutusa	trust	0.727
friendship	faauoga	trust	0.727
agreement	maliega	trust	0.727
fact	mea moni	trust	0.727
confident	mautinoa	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	talitonu	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	lelei	trust	0.727
credential	faʻamaonia	trust	0.727
closeness	latalata	trust	0.719
authenticate	faʻamaoni	trust	0.719
intelligence	atamai	trust	0.719
virtue	mama	trust	0.719
honored	faamamaluina	trust	0.719
virtuous	amio mama	trust	0.719
kindred	ituaiga	trust	0.719
charitable	agaalofa	trust	0.711
dedication	faapaiaga	trust	0.711
guarantee	faʻamaoniga	trust	0.711
cooperation	felagolagomai	trust	0.711
creditable	faʻamaonia	trust	0.711
consistency	tutusa	trust	0.711
allegiance	agavaʻa	trust	0.711
cooperating	felagolagomai	trust	0.711
straightforward	saʻo	trust	0.711
determination	naunautaiga	trust	0.711
justice	faamasinoga tonu	trust	0.711
sanctuary	malumalu	trust	0.703
nurture	faafailele	trust	0.703
innocent	le sala	trust	0.703
admire	faamemelo	trust	0.703
assurance	mautinoa	trust	0.703
morality	ola mama	trust	0.703
prepared	saunia	trust	0.703
friendliness	uo	trust	0.703
reliable	faatuatuaina	trust	0.703
mentor	faufautua	trust	0.703
guardianship	leoleo	trust	0.703
fulfilled	faataunuuina	trust	0.703
reverence	faaaloalo	trust	0.703
proof	faamaoniga	trust	0.703
admiration	faamemelo	trust	0.703
mother	tina	trust	0.703
protected	puipuia	trust	0.703
motherhood	tulaga faatina	trust	0.703
marriage	faaipoipoga	trust	0.695
skillful	atamai	trust	0.695
indestructible	leai se mea	trust	0.695
guardian	leoleo	trust	0.695
accountable	tali atu	trust	0.695
courage	lototele	trust	0.695
bodyguard	leoleo	trust	0.695
agreeable	malie	trust	0.695
scientist	saienitisi	trust	0.695
allied	lagolago	trust	0.695
compassionate	agaalofa	trust	0.695
humanitarian	fesoasoani agaalofa	trust	0.695
approving	faamaonia	trust	0.695
united	lotogatasi	trust	0.695
pact	feagaiga	trust	0.695
certified	faʻamaonia	trust	0.695
morals	amio lelei	trust	0.695
esteem	taua	trust	0.688
secure	malupuipuia	trust	0.688
perfection	atoatoa	trust	0.688
guidance	taiala	trust	0.688
competent	agavaa	trust	0.688
authenticity	moni	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	tauamiotonuina	trust	0.688
humanity	tagata	trust	0.688
solidity	malosi	trust	0.688
adviser	faufautua	trust	0.688
pledge	tautoga	trust	0.688
believed	talitonu	trust	0.688
understanding	malamalama	trust	0.688
monogamy	toʻalua	trust	0.688
expertise	tomai	trust	0.680
diplomatic	malo	trust	0.680
confidential	agatapuia	trust	0.680
hope	faamoemoe	trust	0.680
protector	puipuiga	trust	0.680
agreeing	malilie	trust	0.680
diligence	maelega	trust	0.680
official	aloaia	trust	0.680
affirm	faʻamaonia	trust	0.680
indivisible	leai se mea	trust	0.680
grandfather	tamamatua	trust	0.680
humble	lotomaualalo	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	faufautua	trust	0.680
elders	toeaina	trust	0.680
goodness	lelei	trust	0.680
commendable	faʻafetai	trust	0.680
inspire	musuia	trust	0.680
approve	faamaonia	trust	0.680
confide	faʻamaonia	trust	0.680
professional	tagata tomai faapitoa	trust	0.680
familiarity	masani	trust	0.680
leader	taitai	trust	0.680
confirmed	faʻamaonia	trust	0.680
acceptance	talia	trust	0.680
benevolence	agalelei	trust	0.672
dignity	mamalu	trust	0.672
harmoniously	tutusa	trust	0.672
mastery	pule	trust	0.672
unwavering	e le maluelue	trust	0.672
accredited	faʻatagaina	trust	0.672
healing	faamalologa	trust	0.672
encyclopedia	Encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	faapaia	trust	0.672
cohesive	felagolagomaʻi	trust	0.672
covenant	feagaiga	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	leai se pona	trust	0.672
safe	saogalemu	trust	0.672
intelligent	atamai	trust	0.672
merit	taua	trust	0.664
impeccable	leai se mea	trust	0.664
affirmatively	ioe	trust	0.664
spiritual	faaleagaga	trust	0.664
advocate	fautua	trust	0.664
team	au	trust	0.664
heroic	totoa	trust	0.664
communicate	fesootaiga	trust	0.664
disciple	soo	trust	0.664
expert	tagata atamai	trust	0.664
proficient	tagata malamalama	trust	0.664
specialist	tagata poto faapitoa	trust	0.664
ambassador	amepasa	trust	0.664
accept	talia	trust	0.664
attestation	tusi faamaonia	trust	0.664
supporting	lagolago	trust	0.664
reliance	faalagolago	trust	0.664
authority	pule	trust	0.664
accountability	tali atu	trust	0.664
guidebook	tusitaiala	trust	0.664
fulfillment	taunuʻuga	trust	0.664
strengthening	faamalosia	trust	0.661
familiar	masani	trust	0.656
facts	mea moni	trust	0.656
achieve	ausia	trust	0.656
warranty	tusi saisai	trust	0.656
structure	fausaga	trust	0.656
steadfast	mausali	trust	0.656
favorable	lelei	trust	0.656
counsel	fautuaga	trust	0.656
relationship	mafutaga	trust	0.656
scientific	saienisi	trust	0.656
gentleman	alii	trust	0.656
strength	malosi	trust	0.656
elder	toeaina	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	paia	trust	0.656
excellent	sili atu	trust	0.656
proficiency	tomai	trust	0.656
constancy	tumau	trust	0.656
defended	puipuia	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	faalagolago	trust	0.648
heroism	lototoa	trust	0.648
peaceful	filemu	trust	0.648
competency	agavaa	trust	0.648
assuredly	ioe	trust	0.648
brother	tuagane	trust	0.648
counselor	fesoasoani	trust	0.648
successful	manuia	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	puipuia	trust	0.648
saint	tagata paia	trust	0.648
harmony	lotogatasi	trust	0.648
matrimony	faaipoipoga	trust	0.648
noble	tamalii	trust	0.648
inspiration	musumusuga	trust	0.648
academic	aʻoga	trust	0.648
assist	fesoasoani	trust	0.648
agreed	malilie	trust	0.648
uphold	lagolagoina	trust	0.648
comrade	uo	trust	0.648
lovable	alofagia	trust	0.648
advisable	fautuaina	trust	0.648
solidarity	lotogatasi	trust	0.648
worthy	agavaa	trust	0.643
durability	le tumau	trust	0.641
coexist	nonofo faatasi	trust	0.641
assure	mautinoa	trust	0.641
establish	faʻavae	trust	0.641
benefactor	agalelei	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	taʻitaʻia	trust	0.641
loving	alofa	trust	0.641
teacher	faiaoga	trust	0.641
judiciary	faamasinoga	trust	0.641
conscientious	mataala	trust	0.641
confidence	talitonu	trust	0.641
lawful	tulafono	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	faauuina	trust	0.641
champion	siamupini	trust	0.641
unity	lotogatasi	trust	0.641
legal	tulafono	trust	0.641
kind	agalelei	trust	0.641
credence	talitonuga	trust	0.641
real	moni	trust	0.641
doctor	fomai	trust	0.641
intimate	vavalalata	trust	0.634
hopeful	faamoemoe	trust	0.633
fortitude	malosi	trust	0.633
physician	fomaʻi	trust	0.633
brotherly	tuagane	trust	0.633
aspiration	aspiration	trust	0.633
convincing	faatalitonuina	trust	0.633
sanctification	faamamaina	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	faʻaaloalo	trust	0.633
courageous	lototele	trust	0.633
soundness	lelei	trust	0.633
legitimacy	taʻutinoga	trust	0.633
endorse	faamaonia	trust	0.633
fidelity	faamaoni	trust	0.633
bless	faʻamanuia	trust	0.633
judicial	faamasinoga	trust	0.633
important	taua	trust	0.633
saintly	tagata mama	trust	0.633
conscience	lotofuatiaifo	trust	0.633
therapeutic	togafiti	trust	0.633
authorize	faatagaina	trust	0.633
devotional	faigalotu	trust	0.633
practiced	faia	trust	0.633
backbone	tua	trust	0.633
approved	faʻamaonia	trust	0.633
evident	manino	trust	0.625
encourage	faʻamalosia	trust	0.625
caretaker	tausi fale	trust	0.625
regard	manatu	trust	0.625
angel	agelu	trust	0.625
engaged	auai	trust	0.625
blessing	faamanuiaga	trust	0.625
professorship	polofesa	trust	0.625
majestic	mamalu	trust	0.625
communication	fesootaiga	trust	0.625
purify	faamama	trust	0.625
authorization	faʻatagaga	trust	0.625
wonderful	matagofie	trust	0.625
achievement	ausia	trust	0.625
fireman	tagata fai afi	trust	0.625
certify	faʻamaonia	trust	0.625
civilized	malamalama	trust	0.625
profound	loloto	trust	0.625
accurate	saʻo	trust	0.625
assured	mautinoa	trust	0.625
positivity	tulaga lelei	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	lelei	trust	0.617
absolution	toesea	trust	0.617
commend	viia	trust	0.617
cherish	faapelepele	trust	0.617
fundamental	taua	trust	0.617
advice	fautuaga	trust	0.617
objective	sini	trust	0.617
optimism	manatu lelei	trust	0.617
testament	molimau	trust	0.617
qualities	uiga lelei	trust	0.617
haven	fale talitutusa	trust	0.617
heroine	heroine	trust	0.617
constantly	i taimi uma	trust	0.617
appreciation	talisapaia	trust	0.617
triumphant	manumalo	trust	0.617
accord	tutusa	trust	0.617
reassure	faʻamautinoa	trust	0.617
truce	moni	trust	0.617
thoughtful	mafaufau loloto	trust	0.617
teach	aʻoaʻo	trust	0.617
god	atua	trust	0.617
corroborate	faʻamaonia	trust	0.617
believer	talitonu	trust	0.617
unimpeachable	e le mafaamatalaina	trust	0.617
surety	faʻamaoni	trust	0.617
attentive	mataala	trust	0.617
gospel	talalelei	trust	0.617
bedrock	moe	trust	0.617
approvement	faʻataʻitaʻiga	trust	0.617
planning	fuafuaga	trust	0.617
rational	fetuutuunai	trust	0.617
passionate	naunau	trust	0.617
happy	fiafia	trust	0.609
babysitter	tausi tama	trust	0.609
brilliant	susulu	trust	0.609
praise	viia	trust	0.609
definitive	mautinoa	trust	0.609
considerate	mafaufau loloto	trust	0.609
patron	lagolago	trust	0.609
scripture	mau	trust	0.609
heal	faʻamalolo	trust	0.609
praiseworthy	tauleleia	trust	0.609
steward	tausimea	trust	0.609
awareness	lauiloa	trust	0.609
officer	tagata ofisa	trust	0.609
purification	faamamaina	trust	0.609
excel	sili atu	trust	0.609
civilization	tagata	trust	0.609
liking	fiafia	trust	0.609
comfort	faamafanafanaga	trust	0.609
magnificence	matagofie	trust	0.609
notary	notary	trust	0.609
progression	alualu i luma	trust	0.609
mediator	faufautua	trust	0.609
blessings	faamanuiaga	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	fautuaina	trust	0.609
brave	toa	trust	0.602
experienced	poto masani	trust	0.602
steady	tumau	trust	0.602
enlightenment	faʻamalamalamaga	trust	0.602
brighten	susulu	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	faataunuu	trust	0.602
witness	molimau	trust	0.602
humility	lotomaualalo	trust	0.602
sympathetic	alofagia	trust	0.602
helpful	fesoasoani	trust	0.602
symmetry	foliga tutusa	trust	0.602
unquestionable	e le fesiligia	trust	0.602
peace	filemu	trust	0.602
transcendence	maualuga	trust	0.602
serenity	filemu	trust	0.602
embrace	fusi	trust	0.602
inspired	musuia	trust	0.602
mainstay	autu	trust	0.602
unconditional	e aunoa ma se faʻaaloalo	trust	0.602
guarded	leoleo	trust	0.602
