word	Spanish-es	emotion	emotion-intensity-score
fulfill	cumplir	trust	0.602
witness	testigo	trust	0.602
humility	humildad	trust	0.602
sympathetic	simpático	trust	0.602
helpful	servicial	trust	0.602
symmetry	simetría	trust	0.602
unquestionable	incuestionable	trust	0.602
peace	paz	trust	0.602
transcendence	trascendencia	trust	0.602
serenity	serenidad	trust	0.602
embrace	abrazo	trust	0.602
inspired	inspirado	trust	0.602
mainstay	pilar	trust	0.602
unconditional	incondicional	trust	0.602
guarded	guardado	trust	0.602
identify	identificar	trust	0.602
marry	casar	trust	0.594
grant	conceder	trust	0.594
depend	depender	trust	0.594
complimentary	Complementario	trust	0.594
spouse	esposa	trust	0.594
tranquility	tranquilidad	trust	0.594
vigilant	vigilante	trust	0.594
ministry	ministerio	trust	0.594
fairly	bastante	trust	0.594
philanthropic	filantrópico	trust	0.594
openly	abiertamente	trust	0.594
generous	generoso	trust	0.594
strengthen	fortalecer	trust	0.594
gratitude	gratitud	trust	0.594
befriend	ofrecer amistad	trust	0.594
substantiate	justificar	trust	0.594
praised	alabado	trust	0.594
admiral	almirante	trust	0.594
regent	regente	trust	0.594
sage	sabio	trust	0.594
assessment	evaluación	trust	0.594
enlighten	iluminar	trust	0.594
eminence	eminencia	trust	0.594
commendation	elogio	trust	0.594
efficient	eficiente	trust	0.594
nurse	enfermera	trust	0.594
visionary	visionario	trust	0.594
generosity	generosidad	trust	0.594
vigilance	vigilancia	trust	0.594
endowment	dotación	trust	0.594
council	Consejo	trust	0.594
sweetheart	novio	trust	0.589
attest	dar fe	trust	0.586
prestige	prestigio	trust	0.586
serene	sereno	trust	0.586
unfailing	indefectible	trust	0.586
testimony	testimonio	trust	0.586
checklist	lista de control	trust	0.586
inheritance	herencia	trust	0.586
monk	monje	trust	0.586
godly	piadoso	trust	0.586
compliance	conformidad	trust	0.586
rooted	enraizado	trust	0.586
constitutional	constitucional	trust	0.586
conservation	conservación	trust	0.586
bylaw	por ley	trust	0.586
helper	ayudante	trust	0.586
joyful	alegre	trust	0.586
collectively	colectivamente	trust	0.586
meritorious	meritorio	trust	0.586
acclaim	aclamación	trust	0.586
diplomacy	diplomacia	trust	0.586
educational	educativo	trust	0.586
husbandry	agricultura	trust	0.586
share	compartir	trust	0.586
enjoying	disfrutando	trust	0.586
firmness	firmeza	trust	0.586
convince	convencer	trust	0.586
designation	designacion	trust	0.586
tribe	tribu	trust	0.586
victory	victoria	trust	0.586
magnificent	magnífico	trust	0.586
lovely	encantador	trust	0.586
seniority	antigüedad	trust	0.586
angelic	angelical	trust	0.586
ambition	ambición	trust	0.586
father	padre	trust	0.586
mate	compañero	trust	0.586
sobriety	sobriedad	trust	0.586
revere	reverenciar	trust	0.586
delegate	delegar	trust	0.586
navigator	navegador	trust	0.578
watchdog	perro guardián	trust	0.578
obey	obedecer	trust	0.578
cheerfulness	alegría	trust	0.578
inviting	atractivo	trust	0.578
judge	juez	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	filántropo	trust	0.578
careful	cuidadoso	trust	0.578
communion	comunión	trust	0.578
coexisting	coexistiendo	trust	0.578
impartiality	imparcialidad	trust	0.578
unquestioned	incontestable	trust	0.578
upright	vertical	trust	0.578
authoritative	autoritario	trust	0.578
structural	estructural	trust	0.578
convinced	convencido	trust	0.578
smile	sonreír	trust	0.578
commandant	comandante	trust	0.578
dutiful	obediente	trust	0.578
shelter	abrigo	trust	0.578
revival	renacimiento	trust	0.578
professor	profesor	trust	0.578
adore	adorar	trust	0.578
legalized	legalizado	trust	0.578
punctual	puntual	trust	0.570
counsellor	consejero	trust	0.570
complement	complemento	trust	0.570
corroboration	corroboración	trust	0.570
immaculate	inmaculado	trust	0.570
relative	relativo	trust	0.570
apostle	apóstol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	conectivo	trust	0.570
insure	asegurar	trust	0.570
plausible	plausible	trust	0.570
consult	consultar	trust	0.570
modest	modesto	trust	0.570
measured	mesurado	trust	0.570
pilot	piloto	trust	0.570
collaborator	colaborador	trust	0.570
advise	asesorar	trust	0.570
cuddle	abrazo	trust	0.570
ordinance	ordenanza	trust	0.570
compass	Brújula	trust	0.570
guide	guía	trust	0.570
everlasting	eterno	trust	0.570
adhering	adhiriendo	trust	0.570
determinate	determinado	trust	0.570
heavenly	celestial	trust	0.570
principal	director de escuela	trust	0.570
abundance	abundancia	trust	0.570
matron	matrona	trust	0.570
unequivocal	inequívoco	trust	0.570
volunteers	voluntarios	trust	0.570
pedigree	árbol genealógico	trust	0.570
unquestionably	incuestionablemente	trust	0.570
pertinent	pertinente	trust	0.562
devout	devoto	trust	0.562
curable	curable	trust	0.562
insight	visión	trust	0.562
congregation	congregación	trust	0.562
admit	admitir	trust	0.562
pleasant	agradable	trust	0.562
vigorous	vigoroso	trust	0.562
fort	fuerte	trust	0.562
remarkable	notable	trust	0.562
content	contenido	trust	0.562
spotless	inmaculado	trust	0.562
uplift	edificación	trust	0.562
compensate	compensar	trust	0.562
lovemaking	haciendo el amor	trust	0.562
jury	jurado	trust	0.562
jurist	jurista	trust	0.562
soothing	calmante	trust	0.562
ordination	ordenación	trust	0.562
cohesion	cohesión	trust	0.562
frankness	franqueza	trust	0.562
strong	fuerte	trust	0.562
miracle	milagro	trust	0.562
concordance	concordancia	trust	0.562
applaud	aplaudir	trust	0.562
prize	premio	trust	0.562
apostolic	apostólico	trust	0.562
succeeding	subsiguiente	trust	0.562
vitality	vitalidad	trust	0.562
treasurer	tesorero	trust	0.562
save	salvar	trust	0.562
earn	ganar	trust	0.562
midwife	Partera	trust	0.555
discretion	discreción	trust	0.555
worship	rendir culto	trust	0.555
constant	constante	trust	0.555
foresight	previsión	trust	0.555
vote	votar	trust	0.555
cultivate	cultivar	trust	0.555
impartial	imparcial	trust	0.555
illumination	iluminación	trust	0.555
ambulance	ambulancia	trust	0.555
privacy	intimidad	trust	0.555
succeed	tener éxito	trust	0.555
providing	siempre que	trust	0.555
veteran	veterano	trust	0.555
patience	paciencia	trust	0.555
prophet	profeta	trust	0.555
coach	entrenador	trust	0.555
intuition	intuición	trust	0.555
reconciliation	reconciliación	trust	0.555
defender	defensor	trust	0.555
coalesce	juntarse	trust	0.555
mediate	mediar	trust	0.555
precedence	precedencia	trust	0.555
congruence	congruencia	trust	0.555
buddy	compañero	trust	0.555
reunion	reunión	trust	0.555
restorative	restaurativo	trust	0.555
destined	destinado	trust	0.555
physicist	físico	trust	0.555
influential	influyente	trust	0.555
exalt	exaltar	trust	0.555
greatness	grandeza	trust	0.555
inclusion	inclusión	trust	0.555
auditor	auditor	trust	0.555
meditate	meditar	trust	0.555
betrothed	prometido	trust	0.555
proud	orgulloso	trust	0.547
provide	proporcionar	trust	0.547
conciliation	conciliación	trust	0.547
ancestral	ancestral	trust	0.547
liberty	libertad	trust	0.547
durable	durable	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	prudente	trust	0.547
invocation	invocación	trust	0.547
engaging	atractivo	trust	0.547
statement	declaración	trust	0.547
rejoice	alegrarse	trust	0.547
cheer	animar	trust	0.547
eyewitness	testigo ocular	trust	0.547
prevalent	predominante	trust	0.547
securities	valores	trust	0.547
friendly	amistoso	trust	0.547
salvation	salvación	trust	0.547
independence	independencia	trust	0.547
govern	gobernar	trust	0.547
forgive	perdonar	trust	0.547
commanding	dominante	trust	0.547
convent	convento	trust	0.547
reinforcement	reforzamiento	trust	0.547
law	ley	trust	0.547
registry	registro	trust	0.547
temperate	templado	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	preparación	trust	0.547
heritage	patrimonio	trust	0.547
chronicle	crónica	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	conjunto	trust	0.539
institute	instituto	trust	0.539
applause	aplausos	trust	0.539
architecture	arquitectura	trust	0.539
obvious	obvio	trust	0.539
recovery	recuperación	trust	0.539
inimitable	inimitable	trust	0.539
relevant	pertinente	trust	0.539
responsive	sensible	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instrucciones	trust	0.539
define	definir	trust	0.539
delightful	encantador	trust	0.539
antidote	antídoto	trust	0.539
admitting	admitir	trust	0.539
psalms	salmos	trust	0.539
stamina	aguante	trust	0.539
majority	mayoria	trust	0.539
inoculation	inoculación	trust	0.539
perfect	Perfecto	trust	0.539
obedience	obediencia	trust	0.539
memorable	memorable	trust	0.539
chastity	castidad	trust	0.539
proctor	procurador	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regularidad	trust	0.539
forefathers	antepasados	trust	0.539
immovable	inamovible	trust	0.539
eager	ansioso	trust	0.539
aspiring	ambicioso	trust	0.539
obliging	servicial	trust	0.539
reinforcements	refuerzos	trust	0.539
tantamount	equivalente	trust	0.539
exalted	exaltado	trust	0.539
hospital	hospital	trust	0.531
retirement	Jubilación	trust	0.531
strive	esforzarse	trust	0.531
edification	edificación	trust	0.531
candid	sincero	trust	0.531
deed	escritura	trust	0.531
school	colegio	trust	0.531
cradle	cuna	trust	0.531
transcript	transcripción	trust	0.531
accompaniment	acompañamiento	trust	0.531
doubtless	indudable	trust	0.531
rescue	rescate	trust	0.531
seal	sello	trust	0.531
expedient	conveniente	trust	0.531
ballot	votación	trust	0.531
deliverance	liberación	trust	0.531
heavens	Cielos	trust	0.531
fraternal	fraternal	trust	0.531
dependent	dependiente	trust	0.531
answerable	responsable	trust	0.531
center	centrar	trust	0.531
analyst	analista	trust	0.531
firstborn	Primogénito	trust	0.531
bloom	florecer	trust	0.531
inseparable	inseparable	trust	0.531
bride	novia	trust	0.531
evergreen	hojas perennes	trust	0.531
princely	principesco	trust	0.531
immunization	inmunización	trust	0.531
refuge	refugio	trust	0.531
verily	en verdad	trust	0.531
omniscient	omnisciente	trust	0.531
terms	condiciones	trust	0.531
sponsor	patrocinador	trust	0.531
approbation	aprobación	trust	0.527
correctness	exactitud	trust	0.523
elevation	elevación	trust	0.523
neighbor	vecino	trust	0.523
unbroken	intacto	trust	0.523
countenance	rostro	trust	0.523
hug	abrazo	trust	0.523
nobility	nobleza	trust	0.523
paragon	dechado	trust	0.523
coronation	coronación	trust	0.523
celebration	celebracion	trust	0.523
graduation	graduación	trust	0.523
commonwealth	mancomunidad	trust	0.523
dictionary	diccionario	trust	0.523
powerful	poderoso	trust	0.523
notable	Incapaz	trust	0.523
account	cuenta	trust	0.523
winning	victorioso	trust	0.523
honeymoon	Luna de miel	trust	0.523
improvement	mejora	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	capellán	trust	0.523
ratify	ratificar	trust	0.523
connoisseur	conocedor	trust	0.523
award	premio	trust	0.523
taught	enseñó	trust	0.523
adoration	adoración	trust	0.523
salutary	saludable	trust	0.523
captivate	cautivar	trust	0.523
liberate	liberar	trust	0.523
unimpeached	sin imponer	trust	0.523
laureate	laureado	trust	0.523
benedictory	bendecidor	trust	0.523
feeling	sensación	trust	0.518
freely	libremente	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amén	trust	0.516
reverie	ensueño	trust	0.516
organization	organización	trust	0.516
framework	marco de referencia	trust	0.516
sentinel	centinela	trust	0.516
advent	adviento	trust	0.516
inform	informar	trust	0.516
committee	comité	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	dispuesto	trust	0.516
obstetrician	obstetra	trust	0.516
enchanted	encantado	trust	0.516
formative	formativo	trust	0.516
tribunal	tribunal	trust	0.516
association	asociación	trust	0.516
remedy	remedio	trust	0.516
credit	crédito	trust	0.516
nobleman	noble	trust	0.516
predominant	predominante	trust	0.516
measure	medida	trust	0.516
perpetuity	perpetuidad	trust	0.516
fully	completamente	trust	0.516
deserve	merecer	trust	0.516
tender	oferta	trust	0.516
pray	orar	trust	0.516
confession	confesión	trust	0.516
management	administración	trust	0.516
volunteer	voluntario	trust	0.509
instruct	instruir	trust	0.508
virgin	Virgen	trust	0.508
constable	alguacil	trust	0.508
reward	recompensa	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sacerdote	trust	0.508
policy	política	trust	0.508
confessional	confesional	trust	0.508
savor	saborear	trust	0.508
custodian	custodio	trust	0.508
vouch	atestiguar	trust	0.508
tolerance	tolerancia	trust	0.508
unsurpassed	insuperado	trust	0.508
venerable	venerable	trust	0.508
forgiving	indulgente	trust	0.508
intact	intacto	trust	0.508
diversity	diversidad	trust	0.508
accolade	espaldarazo	trust	0.508
philosopher	filósofo	trust	0.508
lieutenant	teniente	trust	0.508
shepherd	pastor	trust	0.508
courtship	noviazgo	trust	0.508
sovereign	soberano	trust	0.508
medical	médico	trust	0.508
housewife	ama de casa	trust	0.508
automatic	automático	trust	0.508
patronage	mecenazgo	trust	0.508
enable	habilitar	trust	0.508
admissible	admisible	trust	0.508
beautification	embellecimiento	trust	0.508
synchronize	sincronizar	trust	0.500
info	información	trust	0.500
pontiff	pontífice	trust	0.500
retain	conservar	trust	0.500
warden	guardián	trust	0.500
majesty	majestad	trust	0.500
infallibility	infalibilidad	trust	0.500
guru	gurú	trust	0.500
apologetic	apologético	trust	0.500
darling	querido	trust	0.500
doctrine	doctrina	trust	0.500
related	relacionado	trust	0.500
treasure	tesoro	trust	0.500
infinity	infinito	trust	0.500
romantic	romántico	trust	0.500
optimist	optimista	trust	0.500
timing	sincronización	trust	0.500
undying	eterno	trust	0.500
personal	personal	trust	0.500
gateway	puerta	trust	0.500
instruction	instrucción	trust	0.500
backer	partidario	trust	0.500
watchful	vigilante	trust	0.500
badge	distintivo	trust	0.500
birth	nacimiento	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	piadoso	trust	0.500
indelible	indeleble	trust	0.500
superman	superhombre	trust	0.500
guard	Guardia	trust	0.500
vindication	vindicación	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	viva	trust	0.500
constitute	constituir	trust	0.492
jubilant	jubiloso	trust	0.492
endow	dotar	trust	0.492
improve	mejorar	trust	0.492
contributor	contribuyente	trust	0.492
formality	formalidad	trust	0.492
salute	saludo	trust	0.492
inevitable	inevitable	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	árbitro	trust	0.492
grow	crecer	trust	0.492
fellow	compañero	trust	0.492
popularity	popularidad	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	portavoz	trust	0.492
synonymous	sinónimo	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	Iglesia	trust	0.492
hardy	resistente	trust	0.492
privy	privado	trust	0.492
psalm	salmo	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atracción	trust	0.492
grandchildren	nietos	trust	0.492
elegance	elegancia	trust	0.492
laudatory	laudatorio	trust	0.492
sheriff	alguacil	trust	0.492
radiance	resplandor	trust	0.492
harbor	puerto	trust	0.492
aspire	aspirar	trust	0.492
musical	musical	trust	0.492
chairman	presidente	trust	0.492
moderator	moderador	trust	0.492
laudation	laudación	trust	0.484
clean	limpiar	trust	0.484
arbiter	árbitro	trust	0.484
crowning	coronamiento	trust	0.484
depth	profundidad	trust	0.484
forecast	pronóstico	trust	0.484
colonel	coronel	trust	0.484
hire	alquiler	trust	0.484
found	encontró	trust	0.484
armor	armadura	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorito	trust	0.484
voucher	vale	trust	0.484
affection	afecto	trust	0.484
path	camino	trust	0.484
referee	árbitro	trust	0.484
police	policía	trust	0.484
countryman	compatriota	trust	0.484
romance	romance	trust	0.484
diagnosis	diagnóstico	trust	0.484
concord	concordia	trust	0.484
enjoy	disfrutar	trust	0.484
ranger	guardabosque	trust	0.484
confess	confesar	trust	0.484
income	ingresos	trust	0.484
assembly	montaje	trust	0.484
sweet	dulce	trust	0.484
like	me gusta	trust	0.484
apologize	pedir disculpas	trust	0.477
sermon	sermón	trust	0.477
pastor	pastor	trust	0.477
matter	importar	trust	0.477
glory	gloria	trust	0.477
lamb	Cordero	trust	0.477
lover	amante	trust	0.477
putative	putativo	trust	0.477
expect	esperar	trust	0.477
purely	puramente	trust	0.477
follow	seguir	trust	0.477
parliament	parlamento	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	guardería	trust	0.477
episcopal	episcopal	trust	0.477
veracity	veracidad	trust	0.477
mathematical	matemático	trust	0.477
frank	franco	trust	0.477
policeman	policía	trust	0.477
word	palabra	trust	0.477
consul	cónsul	trust	0.477
landmark	punto de referencia	trust	0.477
calculator	calculadora	trust	0.477
sterling	libra esterlina	trust	0.477
signature	firma	trust	0.477
votive	votivo	trust	0.477
preponderance	preponderancia	trust	0.477
sacrifice	sacrificio	trust	0.477
underwrite	suscribir	trust	0.469
bridesmaid	dama de honor	trust	0.469
commission	comisión	trust	0.469
passion	pasión	trust	0.469
prefer	preferir	trust	0.469
recruits	reclutas	trust	0.469
cashier	cajero	trust	0.469
judicious	juicioso	trust	0.469
immerse	sumergirse	trust	0.469
uncritical	no crítico	trust	0.469
effective	eficaz	trust	0.469
dove	paloma	trust	0.469
tutelage	tutela	trust	0.469
associate	asociar	trust	0.469
flagship	buque insignia	trust	0.469
religion	religión	trust	0.469
gain	ganancia	trust	0.469
instructor	instructor	trust	0.469
judgment	juicio	trust	0.469
title	título	trust	0.469
regal	real	trust	0.469
author	autor	trust	0.469
top	parte superior	trust	0.469
tribune	tribuna	trust	0.469
