word	Tagalog (Filipino)-tl	emotion	emotion-intensity-score
impeccable	hindi nagkakamali	trust	0.664
affirmatively	affirmatively	trust	0.664
spiritual	espirituwal	trust	0.664
advocate	tagataguyod	trust	0.664
team	koponan	trust	0.664
heroic	kabayanihan	trust	0.664
communicate	makipag-usap	trust	0.664
disciple	alagad	trust	0.664
expert	dalubhasa	trust	0.664
proficient	mahuhusay	trust	0.664
specialist	espesyalista	trust	0.664
ambassador	ambasador	trust	0.664
accept	tanggapin	trust	0.664
attestation	pagpapatunay	trust	0.664
supporting	pagsuporta	trust	0.664
reliance	pagsalig	trust	0.664
authority	awtoridad	trust	0.664
accountability	pananagutan	trust	0.664
guidebook	guidebook	trust	0.664
fulfillment	katuparan	trust	0.664
strengthening	pagpapalakas	trust	0.661
familiar	pamilyar	trust	0.656
facts	katotohanan	trust	0.656
achieve	makamit	trust	0.656
warranty	garantiya	trust	0.656
structure	istraktura	trust	0.656
steadfast	matatag	trust	0.656
favorable	kanais-nais	trust	0.656
counsel	payo	trust	0.656
relationship	relasyon	trust	0.656
scientific	siyentipiko	trust	0.656
gentleman	ginoo	trust	0.656
strength	lakas	trust	0.656
elder	matanda	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	kabanalan	trust	0.656
excellent	mahusay	trust	0.656
proficiency	kasanayan	trust	0.656
constancy	katapatan	trust	0.656
defended	ipinagtanggol	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	umasa	trust	0.648
heroism	kabayanihan	trust	0.648
peaceful	mapayapa	trust	0.648
competency	kagalingan	trust	0.648
assuredly	sigurado	trust	0.648
brother	kapatid na lalaki	trust	0.648
counselor	tagapayo	trust	0.648
successful	matagumpay	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	proteksiyon	trust	0.648
saint	santo	trust	0.648
harmony	pagkakaisa	trust	0.648
matrimony	kasal	trust	0.648
noble	marangal	trust	0.648
inspiration	inspirasyon	trust	0.648
academic	akademiko	trust	0.648
assist	tulungan	trust	0.648
agreed	sumang-ayon	trust	0.648
uphold	panindigan	trust	0.648
comrade	kasamahan	trust	0.648
lovable	kagiliw-giliw	trust	0.648
advisable	maipapayo	trust	0.648
solidarity	pagkakaisa	trust	0.648
worthy	karapat-dapat	trust	0.643
durability	tibay	trust	0.641
coexist	magkakasamang mabuhay	trust	0.641
assure	siguruhin	trust	0.641
establish	magtatag	trust	0.641
benefactor	tagapagtanggol	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	nangunguna	trust	0.641
loving	mapagmahal	trust	0.641
teacher	guro	trust	0.641
judiciary	hudikatura	trust	0.641
conscientious	matapat	trust	0.641
confidence	kumpiyansa	trust	0.641
lawful	ayon sa batas	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordenado	trust	0.641
champion	kampeon	trust	0.641
unity	pagkakaisa	trust	0.641
legal	legal	trust	0.641
kind	uri	trust	0.641
credence	tiwala	trust	0.641
real	tunay	trust	0.641
doctor	doktor	trust	0.641
intimate	kilalang-kilala	trust	0.634
hopeful	umaasa	trust	0.633
fortitude	lakas ng loob	trust	0.633
physician	manggagamot	trust	0.633
brotherly	kapatid	trust	0.633
aspiration	hangad	trust	0.633
convincing	nakakumbinsi	trust	0.633
sanctification	pagpapakabanal	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	sambahin	trust	0.633
courageous	matapang	trust	0.633
soundness	kagalingan	trust	0.633
legitimacy	pagkalehitimo	trust	0.633
endorse	nag-endorso	trust	0.633
fidelity	katapatan	trust	0.633
bless	pagpalain	trust	0.633
judicial	panghukuman	trust	0.633
important	mahalaga	trust	0.633
saintly	saintly	trust	0.633
conscience	budhi	trust	0.633
therapeutic	therapeutic	trust	0.633
authorize	pinapahintulutan	trust	0.633
devotional	madasalin	trust	0.633
practiced	ensayado	trust	0.633
backbone	gulugod	trust	0.633
approved	naaprubahan	trust	0.633
evident	maliwanag	trust	0.625
encourage	hikayatin	trust	0.625
caretaker	tagapag-alaga	trust	0.625
regard	pagsasaalang-alang	trust	0.625
angel	anghel	trust	0.625
engaged	nakikibahagi	trust	0.625
blessing	pagpapala	trust	0.625
professorship	pagkapropesor	trust	0.625
majestic	marilag	trust	0.625
communication	komunikasyon	trust	0.625
purify	linisin	trust	0.625
authorization	awtorisasyon	trust	0.625
wonderful	kahanga-hanga	trust	0.625
achievement	tagumpay	trust	0.625
fireman	bombero	trust	0.625
certify	patunayan	trust	0.625
civilized	may pinag-aralan	trust	0.625
profound	malalim	trust	0.625
accurate	tumpak	trust	0.625
assured	sigurado	trust	0.625
positivity	positibo	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	mabuti	trust	0.617
absolution	pagpapawalang bisa	trust	0.617
commend	purihin	trust	0.617
cherish	mahalin	trust	0.617
fundamental	pangunahing	trust	0.617
advice	payo	trust	0.617
objective	layunin	trust	0.617
optimism	optimismo	trust	0.617
testament	Tipan	trust	0.617
qualities	mga katangian	trust	0.617
haven	haven	trust	0.617
heroine	magiting na babae	trust	0.617
constantly	Patuloy	trust	0.617
appreciation	pagpapahalaga	trust	0.617
triumphant	matagumpay	trust	0.617
accord	kasunduan	trust	0.617
reassure	muling tiyakin	trust	0.617
truce	labanan	trust	0.617
thoughtful	nag-isip	trust	0.617
teach	turo	trust	0.617
god	diyos	trust	0.617
corroborate	patunayan	trust	0.617
believer	mananampalataya	trust	0.617
unimpeachable	hindi mapipigil	trust	0.617
surety	sigurado	trust	0.617
attentive	matulungin	trust	0.617
gospel	ebanghelyo	trust	0.617
bedrock	bedrock	trust	0.617
approvement	pag sang-ayon	trust	0.617
planning	pagpaplano	trust	0.617
rational	makatuwiran	trust	0.617
passionate	madamdamin	trust	0.617
happy	masaya	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	napakatalino	trust	0.609
praise	papuri	trust	0.609
definitive	tiyak na	trust	0.609
considerate	mapagbigay	trust	0.609
patron	patron	trust	0.609
scripture	banal na kasulatan	trust	0.609
heal	pagalingin	trust	0.609
praiseworthy	kapuri-puri	trust	0.609
steward	tagapangasiwa	trust	0.609
awareness	kamalayan	trust	0.609
officer	opisyal	trust	0.609
purification	paglilinis	trust	0.609
excel	excel	trust	0.609
civilization	sibilisasyon	trust	0.609
liking	gustuhin	trust	0.609
comfort	kaginhawahan	trust	0.609
magnificence	kadakilaan	trust	0.609
notary	notaryo	trust	0.609
progression	pagpapatuloy	trust	0.609
mediator	tagapamagitan	trust	0.609
blessings	pagpapala	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	magrekomenda	trust	0.609
brave	matapang	trust	0.602
experienced	nakaranas	trust	0.602
steady	matatag	trust	0.602
enlightenment	paliwanag	trust	0.602
brighten	magpasaya	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	tuparin	trust	0.602
witness	saksi	trust	0.602
humility	kapakumbabaan	trust	0.602
sympathetic	nagkakasundo	trust	0.602
helpful	matulungin	trust	0.602
symmetry	simetrya	trust	0.602
unquestionable	hindi mapag-aalinlanganan	trust	0.602
peace	kapayapaan	trust	0.602
transcendence	transcendence	trust	0.602
serenity	katahimikan	trust	0.602
embrace	yakapin	trust	0.602
inspired	inspirasyon	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	walang pasubali	trust	0.602
guarded	binantayan	trust	0.602
identify	kilalanin	trust	0.602
marry	mag-asawa	trust	0.594
grant	bigyan	trust	0.594
depend	depende	trust	0.594
complimentary	komplimentaryong	trust	0.594
spouse	asawa	trust	0.594
tranquility	katahimikan	trust	0.594
vigilant	mapagbantay	trust	0.594
ministry	ministeryo	trust	0.594
fairly	nang walang kinikilingan	trust	0.594
philanthropic	mapagkawanggawa	trust	0.594
openly	nang lantaran	trust	0.594
generous	mapagbigay	trust	0.594
strengthen	palakasin	trust	0.594
gratitude	pasasalamat	trust	0.594
befriend	makipagkaibigan	trust	0.594
substantiate	patunayan	trust	0.594
praised	pinuri	trust	0.594
admiral	admiral	trust	0.594
regent	rehente	trust	0.594
sage	sambong	trust	0.594
assessment	pagtatasa	trust	0.594
enlighten	maliwanagan	trust	0.594
eminence	kadakilaan	trust	0.594
commendation	komendasyon	trust	0.594
efficient	mahusay	trust	0.594
nurse	nars	trust	0.594
visionary	pangitain	trust	0.594
generosity	kabutihang-loob	trust	0.594
vigilance	pagbabantay	trust	0.594
endowment	endowment	trust	0.594
council	konseho	trust	0.594
sweetheart	sweetheart	trust	0.589
attest	magpatotoo	trust	0.586
prestige	prestihiyo	trust	0.586
serene	tahimik	trust	0.586
unfailing	hindi mapigilan	trust	0.586
testimony	patotoo	trust	0.586
checklist	checklist	trust	0.586
inheritance	mana	trust	0.586
monk	monghe	trust	0.586
godly	makadiyos	trust	0.586
compliance	pagsunod	trust	0.586
rooted	na-root	trust	0.586
constitutional	konstitusyunal	trust	0.586
conservation	konserbasyon	trust	0.586
bylaw	ayon sa batas	trust	0.586
helper	katulong	trust	0.586
joyful	masaya	trust	0.586
collectively	sama-sama	trust	0.586
meritorious	mapagkakatiwalaan	trust	0.586
acclaim	pagbubunyi	trust	0.586
diplomacy	diplomasya	trust	0.586
educational	pang-edukasyon	trust	0.586
husbandry	pagsasaka	trust	0.586
share	ibahagi	trust	0.586
enjoying	tinatangkilik	trust	0.586
firmness	katatagan	trust	0.586
convince	kumbinsihin	trust	0.586
designation	pagtatalaga	trust	0.586
tribe	lipi	trust	0.586
victory	tagumpay	trust	0.586
magnificent	kahanga-hanga	trust	0.586
lovely	kaibig-ibig	trust	0.586
seniority	katandaan	trust	0.586
angelic	anghel	trust	0.586
ambition	ambisyon	trust	0.586
father	ama	trust	0.586
mate	asawa	trust	0.586
sobriety	mahinahon	trust	0.586
revere	sumasampalataya	trust	0.586
delegate	delegado	trust	0.586
navigator	navigator	trust	0.578
watchdog	asong tagapagbantay	trust	0.578
obey	sundin	trust	0.578
cheerfulness	kagalakan	trust	0.578
inviting	pag-anyaya	trust	0.578
judge	hukom	trust	0.578
irrefutable	hindi masasagot	trust	0.578
philanthropist	pilantropo	trust	0.578
careful	maingat	trust	0.578
communion	pakikipag-isa	trust	0.578
coexisting	magkakasamang buhay	trust	0.578
impartiality	walang kinikilingan	trust	0.578
unquestioned	walang pag-aalinlangan	trust	0.578
upright	patayo	trust	0.578
authoritative	makapangyarihan	trust	0.578
structural	estruktura	trust	0.578
convinced	kumbinsido	trust	0.578
smile	ngumiti	trust	0.578
commandant	kumander	trust	0.578
dutiful	masunurin	trust	0.578
shelter	silungan	trust	0.578
revival	muling pagbabangon	trust	0.578
professor	propesor	trust	0.578
adore	sambahin	trust	0.578
legalized	legalize	trust	0.578
punctual	walang oras	trust	0.570
counsellor	tagapayo	trust	0.570
complement	umakma	trust	0.570
corroboration	pagsang-ayon	trust	0.570
immaculate	walang puri	trust	0.570
relative	kamag-anak	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	uugnay	trust	0.570
insure	siguraduhin	trust	0.570
plausible	maaaring totoo	trust	0.570
consult	kumunsulta	trust	0.570
modest	mababang-loob	trust	0.570
measured	nasusukat	trust	0.570
pilot	piloto	trust	0.570
collaborator	tagatulong	trust	0.570
advise	payuhan	trust	0.570
cuddle	yakap	trust	0.570
ordinance	ordinansa	trust	0.570
compass	compass	trust	0.570
guide	gabay	trust	0.570
everlasting	walang hanggan	trust	0.570
adhering	adhering	trust	0.570
determinate	determinate	trust	0.570
heavenly	langit	trust	0.570
principal	punong-guro	trust	0.570
abundance	kasaganaan	trust	0.570
matron	matron	trust	0.570
unequivocal	maliwanag	trust	0.570
volunteers	mga boluntaryo	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	walang alinlangan	trust	0.570
pertinent	may kinalaman	trust	0.562
devout	taos-puso	trust	0.562
curable	malulunasan	trust	0.562
insight	kabatiran	trust	0.562
congregation	kongregasyon	trust	0.562
admit	umamin	trust	0.562
pleasant	maayang	trust	0.562
vigorous	masigla	trust	0.562
fort	depensa	trust	0.562
remarkable	kapansin-pansin	trust	0.562
content	nilalaman	trust	0.562
spotless	walang bahid	trust	0.562
uplift	magpataas	trust	0.562
compensate	magbayad	trust	0.562
lovemaking	pagtatalik	trust	0.562
jury	hurado	trust	0.562
jurist	jurist	trust	0.562
soothing	nakapapawi	trust	0.562
ordination	ordinasyon	trust	0.562
cohesion	pagkakaisa	trust	0.562
frankness	prankness	trust	0.562
strong	malakas	trust	0.562
miracle	himala	trust	0.562
concordance	concordance	trust	0.562
applaud	pumalakpak	trust	0.562
prize	premyo	trust	0.562
apostolic	apostoliko	trust	0.562
succeeding	kasunod	trust	0.562
vitality	sigla	trust	0.562
treasurer	ingat-yaman	trust	0.562
save	i-save	trust	0.562
earn	kumita	trust	0.562
midwife	midwife	trust	0.555
discretion	pagpapasya	trust	0.555
worship	pagsamba	trust	0.555
constant	pare-pareho	trust	0.555
foresight	pag-iintindi	trust	0.555
vote	bumoto	trust	0.555
cultivate	linangin	trust	0.555
impartial	walang kinikilingan	trust	0.555
illumination	pag-iilaw	trust	0.555
ambulance	ambulansya	trust	0.555
privacy	privacy	trust	0.555
succeed	magtagumpay	trust	0.555
providing	pagbibigay	trust	0.555
veteran	beterano	trust	0.555
patience	pasensya	trust	0.555
prophet	propeta	trust	0.555
coach	coach	trust	0.555
intuition	intuwisyon	trust	0.555
reconciliation	pagkakasundo	trust	0.555
defender	defender	trust	0.555
coalesce	magkasama	trust	0.555
mediate	mamagitan	trust	0.555
precedence	karapatan sa pangunguna	trust	0.555
congruence	pagkakapareho	trust	0.555
buddy	buddy	trust	0.555
reunion	muling pagsasama-sama	trust	0.555
restorative	restorative	trust	0.555
destined	nakalaan	trust	0.555
physicist	pisisista	trust	0.555
influential	maimpluwensyang	trust	0.555
exalt	itaas	trust	0.555
greatness	kadakilaan	trust	0.555
inclusion	pagsasama	trust	0.555
auditor	auditor	trust	0.555
meditate	magnilay	trust	0.555
betrothed	katipan	trust	0.555
proud	mapagmataas	trust	0.547
provide	magbigay	trust	0.547
conciliation	pagkakasundo	trust	0.547
ancestral	ninuno	trust	0.547
liberty	kalayaan	trust	0.547
durable	matibay	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	mabait	trust	0.547
invocation	pagsang-ayon	trust	0.547
engaging	makatawag pansin	trust	0.547
statement	pahayag	trust	0.547
rejoice	magalak	trust	0.547
cheer	magsaya	trust	0.547
eyewitness	saksi	trust	0.547
prevalent	laganap	trust	0.547
securities	mga mahalagang papel	trust	0.547
friendly	friendly	trust	0.547
salvation	kaligtasan	trust	0.547
independence	pagsasarili	trust	0.547
govern	pamahalaan	trust	0.547
forgive	patawarin	trust	0.547
commanding	namumuno	trust	0.547
convent	kumbento	trust	0.547
reinforcement	pampalakas	trust	0.547
law	batas	trust	0.547
registry	pagpapatala	trust	0.547
temperate	mapagpigil	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	kahandaan	trust	0.547
heritage	pamana	trust	0.547
chronicle	salaysay	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	grupo	trust	0.539
institute	instituto	trust	0.539
applause	palakpakan	trust	0.539
architecture	arkitektura	trust	0.539
obvious	halata	trust	0.539
recovery	pagbawi	trust	0.539
inimitable	walang kapararakan	trust	0.539
relevant	may kaugnayan	trust	0.539
responsive	tumutugon	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	mga tagubilin	trust	0.539
define	tukuyin	trust	0.539
delightful	kasiya-siya	trust	0.539
antidote	antidote	trust	0.539
admitting	admitting	trust	0.539
psalms	mga salmo	trust	0.539
stamina	lakas	trust	0.539
majority	karamihan	trust	0.539
inoculation	pagbabakuna	trust	0.539
perfect	perpekto	trust	0.539
obedience	pagkamasunurin	trust	0.539
memorable	di-malilimutang	trust	0.539
chastity	kalinisang puri	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regularidad	trust	0.539
forefathers	mga ninuno	trust	0.539
immovable	hindi magagalaw	trust	0.539
eager	sabik	trust	0.539
aspiring	naghahangad	trust	0.539
obliging	mapagbigay	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	bilang katunayan	trust	0.539
exalted	mataas	trust	0.539
hospital	ospital	trust	0.531
retirement	pagreretiro	trust	0.531
strive	magsusumikap	trust	0.531
edification	pagbubuhay	trust	0.531
candid	tapat	trust	0.531
deed	gawa	trust	0.531
school	paaralan	trust	0.531
cradle	duyan	trust	0.531
transcript	transcript	trust	0.531
accompaniment	saliw	trust	0.531
doubtless	walang alinlangang	trust	0.531
rescue	iligtas	trust	0.531
seal	selyo	trust	0.531
expedient	mahalaga	trust	0.531
ballot	balota	trust	0.531
deliverance	pagpapalaya	trust	0.531
heavens	langit	trust	0.531
fraternal	kapatiran	trust	0.531
dependent	umaasa	trust	0.531
answerable	mananagot	trust	0.531
center	gitna	trust	0.531
analyst	analyst	trust	0.531
firstborn	panganay	trust	0.531
bloom	namumulaklak	trust	0.531
inseparable	hindi maaaring paghiwalayin	trust	0.531
bride	nobya	trust	0.531
evergreen	parating berde	trust	0.531
princely	prinsipe	trust	0.531
immunization	pagbabakuna	trust	0.531
refuge	kanlungan	trust	0.531
verily	sigurado	trust	0.531
omniscient	alam ng lahat	trust	0.531
terms	mga tuntunin	trust	0.531
sponsor	sponsor	trust	0.531
approbation	pag-apruba	trust	0.527
correctness	katumpakan	trust	0.523
elevation	elevation	trust	0.523
neighbor	kapit-bahay	trust	0.523
unbroken	walang patid	trust	0.523
countenance	mukha	trust	0.523
hug	yakap	trust	0.523
nobility	kagitingan	trust	0.523
paragon	paragon	trust	0.523
coronation	koronasyon	trust	0.523
celebration	pagdiriwang	trust	0.523
graduation	pagtatapos	trust	0.523
commonwealth	komonwelt	trust	0.523
dictionary	diksyunaryo	trust	0.523
powerful	malakas	trust	0.523
notable	kapansin-pansin	trust	0.523
account	account	trust	0.523
winning	nanalo	trust	0.523
honeymoon	hanimun	trust	0.523
improvement	pagpapabuti	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	tsaplain	trust	0.523
ratify	ratify	trust	0.523
connoisseur	kritiko	trust	0.523
award	award	trust	0.523
taught	itinuro	trust	0.523
adoration	pagsamba	trust	0.523
salutary	mapagpasalamat	trust	0.523
captivate	makibalita	trust	0.523
liberate	palayain	trust	0.523
unimpeached	walang dungis	trust	0.523
laureate	pinagpipitagan	trust	0.523
benedictory	benedictory	trust	0.523
feeling	pakiramdam	trust	0.518
freely	malaya	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	organisasyon	trust	0.516
framework	balangkas	trust	0.516
sentinel	sentinel	trust	0.516
advent	pagdating	trust	0.516
inform	ipaalam	trust	0.516
committee	komite	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	isip	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	enchanted	trust	0.516
formative	mapaghugis	trust	0.516
tribunal	hukuman	trust	0.516
association	pagsasamahan	trust	0.516
remedy	lunas	trust	0.516
credit	credit	trust	0.516
nobleman	mahal na tao	trust	0.516
predominant	nangingibabaw	trust	0.516
measure	sukatin	trust	0.516
perpetuity	walang katapusan	trust	0.516
fully	ganap	trust	0.516
deserve	nararapat	trust	0.516
tender	malambot	trust	0.516
pray	manalangin	trust	0.516
confession	pag-amin	trust	0.516
management	pamamahala	trust	0.516
volunteer	boluntaryo	trust	0.509
instruct	magturo	trust	0.508
virgin	Birhen	trust	0.508
constable	constable	trust	0.508
reward	gantimpala	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	pari	trust	0.508
policy	patakaran	trust	0.508
confessional	kumpisalan	trust	0.508
savor	lasa	trust	0.508
custodian	tagapag-alaga	trust	0.508
vouch	vouch	trust	0.508
tolerance	pagpapahintulot	trust	0.508
unsurpassed	hindi maunahan	trust	0.508
venerable	kagalang-galang	trust	0.508
forgiving	mapagpatawad	trust	0.508
intact	buo	trust	0.508
