word	Urdu-ur	emotion	emotion-intensity-score
fiesta	فیسٹا	surprise	0.430
delighted	خوشی ہوئی	surprise	0.430
lawsuit	مقدمہ	surprise	0.430
intrigue	تعطیل	surprise	0.430
quicksilver	فوری طور پر	surprise	0.422
originality	اصل میں	surprise	0.422
riddle	پہیلی	surprise	0.422
judgment	فیصلے	surprise	0.422
enchant	جادوگر	surprise	0.422
stealth	چپکے	surprise	0.422
veracity	سچائی	surprise	0.414
elusive	بدمعاش	surprise	0.414
perjury	جھوٹی گواہی	surprise	0.414
spirits	روحانی	surprise	0.414
liberation	آزادی	surprise	0.414
illegitimate	ناجائز	surprise	0.414
syncope	مطابقت پذیری	surprise	0.414
experiment	تجربہ	surprise	0.414
gambler	جواہرات	surprise	0.406
eager	شوقین	surprise	0.406
inspired	حوصلہ افزائی	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	آلات	surprise	0.406
allure	غصہ	surprise	0.406
parade	پریڈ	surprise	0.406
princely	پرنسپل	surprise	0.398
divorce	طلاق	surprise	0.398
guess	اندازہ لگاؤ	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	رازداری	surprise	0.398
aspiration	اطمینان	surprise	0.391
peri	پیری	surprise	0.391
cheerful	خوشگوار	surprise	0.391
hermaphrodite	ہیروفروڈیٹ	surprise	0.391
supremacy	عظمت	surprise	0.391
incontinence	ناممکن	surprise	0.391
inheritance	وراثت	surprise	0.383
score	سکور	surprise	0.383
lose	کھو	surprise	0.383
crowning	کنواری	surprise	0.383
buck	بکس	surprise	0.383
praiseworthy	قابل قدر	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	گلپ	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	صوفیانہ	surprise	0.375
succeed	کامیاب	surprise	0.375
advance	پیشگی	surprise	0.375
sparkle	چمک	surprise	0.367
hope	امید ہے	surprise	0.367
joker	جوکر	surprise	0.367
sensual	جنسی	surprise	0.367
excavation	کھدائی	surprise	0.367
feeling	احساس	surprise	0.359
entertainment	تفریح	surprise	0.359
clown	جواہرات	surprise	0.352
newcomer	نئے آنے والا	surprise	0.352
modify	ترمیم کریں	surprise	0.352
award	ایوارڈ	surprise	0.352
blessings	برکتیں	surprise	0.352
postponement	اعلان	surprise	0.352
obit	بنو	surprise	0.352
celebrity	مشہور شخصیت	surprise	0.344
hero	ہیرو	surprise	0.344
start	شروع کرو	surprise	0.344
wonderfully	حیرت انگیز	surprise	0.344
highest	سب سے زیادہ	surprise	0.344
proficiency	مہارت	surprise	0.344
glorify	تعریف کرو	surprise	0.344
unbeaten	بے شک	surprise	0.336
memorable	یادگار	surprise	0.336
sanctify	پاک	surprise	0.336
rekindle	دوبارہ بازو	surprise	0.336
optimism	امید ہے	surprise	0.336
warned	خبردار	surprise	0.336
prodigious	محتاج	surprise	0.336
dissolution	تحلیل	surprise	0.336
grin	گرین	surprise	0.336
admiration	تعریف	surprise	0.328
hypertrophy	ہائپر ٹرافی	surprise	0.328
present	موجودہ	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	فرشتہ	surprise	0.320
examination	امتحان	surprise	0.320
catch	پکڑو	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	اشارہ	surprise	0.312
puma	پما	surprise	0.312
liberty	آزادی	surprise	0.312
kiss	بوسہ	surprise	0.312
embrace	گلے لگانا	surprise	0.312
occasional	کبھی کبھار	surprise	0.312
treat	علاج کرو	surprise	0.312
saint	سنت	surprise	0.312
scrimmage	مبتلا	surprise	0.312
dismissal	برطرف	surprise	0.312
perfection	کمال	surprise	0.305
generosity	سخاوت	surprise	0.305
gratify	خوش آمدید	surprise	0.305
saintly	سنتری	surprise	0.305
sally	سلیمان	surprise	0.305
polarity	polarity	surprise	0.297
finally	آخر میں	surprise	0.297
differently	مختلف	surprise	0.297
palpable	صاف	surprise	0.297
warn	خبردار	surprise	0.297
ceremony	تقریب	surprise	0.297
larger	بڑا	surprise	0.297
favorable	مناسب	surprise	0.297
romance	رومانوی	surprise	0.289
medal	تمغے	surprise	0.289
inviting	مدعو کرنا	surprise	0.289
greeting	سلام	surprise	0.289
candid	صاف گوئی	surprise	0.281
resignation	استعفی	surprise	0.281
trip	سفر	surprise	0.281
accolade	آلودہ	surprise	0.281
labor	مزدور	surprise	0.281
stare	گھومنا	surprise	0.273
glimmer	چمک	surprise	0.266
invite	مدعو کریں	surprise	0.266
somatic	سوماکی	surprise	0.266
admire	تعریف کرتے ہیں	surprise	0.266
immerse	لاپتہ	surprise	0.266
festival	تہوار	surprise	0.266
mimicry	نقل	surprise	0.266
compensate	معاوضہ	surprise	0.266
insolvency	تعظیم	surprise	0.266
playful	چنانچہ	surprise	0.266
complement	تکمیل	surprise	0.258
receiving	وصول کرنا	surprise	0.258
hypothesis	نظریہ	surprise	0.258
laugh	ہنسنا	surprise	0.258
chuckle	منہ دبا ہنسنا	surprise	0.258
honeymoon	ہنیمون	surprise	0.250
marry	شادی کرو	surprise	0.242
independence	آزادی	surprise	0.242
opera	اوپیرا	surprise	0.242
pleasant	خوشگوار	surprise	0.242
rhythmical	تالاب	surprise	0.234
assessment	تشخیص کے	surprise	0.234
hopeful	امید ہے	surprise	0.234
trophy	ٹرافی	surprise	0.234
holiness	پاکیزگی	surprise	0.234
chant	چاند	surprise	0.234
leave	چھوڑ دو	surprise	0.234
procession	جلوس	surprise	0.227
placard	پلاسٹک	surprise	0.227
deal	معاہدہ	surprise	0.227
cherish	شیرش	surprise	0.219
good	اچھی	surprise	0.219
shopping	خریداری	surprise	0.219
musical	موسیقی	surprise	0.219
shell	شیل	surprise	0.211
dawn	ڈان کی	surprise	0.211
simplify	آسان	surprise	0.211
purity	پاکیزگی	surprise	0.203
nullify	منسوخ کریں	surprise	0.203
money	پیسہ	surprise	0.203
sweet	میٹھی	surprise	0.203
morals	اخلاقیات	surprise	0.203
synchronize	مطابقت پذیری	surprise	0.195
preservative	محافظ	surprise	0.195
humanitarian	انسانی حقوق	surprise	0.195
unfulfilled	ناقابل یقین	surprise	0.195
precious	قیمتی	surprise	0.195
obliging	فرض ہے	surprise	0.188
singularly	واحد طور پر	surprise	0.188
foresee	پریشان	surprise	0.180
pray	دعا کرو	surprise	0.180
graduation	گریجویشن	surprise	0.180
lovely	خوبصورت	surprise	0.180
sun	سورج	surprise	0.172
art	آرٹ	surprise	0.172
mouth	منہ	surprise	0.172
youth	نوجوان	surprise	0.172
thirst	پیاس	surprise	0.172
young	نوجوان	surprise	0.164
goodness	نیکی	surprise	0.164
overdue	زیادہ سے زیادہ	surprise	0.156
visor	ویزا	surprise	0.156
practiced	مشق	surprise	0.156
latent	طے شدہ	surprise	0.156
loyal	وفاداری	surprise	0.148
expect	توقع ہے	surprise	0.148
destination	منزل	surprise	0.148
wireless	وائرلیس	surprise	0.148
quote	اقتباس	surprise	0.141
slush	سلش	surprise	0.141
infant	بچے	surprise	0.141
cream	کریم	surprise	0.141
playground	کھیل کا میدان	surprise	0.133
organization	تنظیم	surprise	0.125
teach	سکھائیں	surprise	0.125
vote	ووٹ	surprise	0.125
smile	مسکراہٹ	surprise	0.117
weight	وزن	surprise	0.117
dolphin	ڈالفن	surprise	0.117
sisterhood	بہادر	surprise	0.109
cable	کیبل	surprise	0.109
sunny	دھوپ	surprise	0.102
steady	مستحکم	surprise	0.094
leisure	تفریح	surprise	0.086
peaceful	پرامن	surprise	0.086
spa	سپا	surprise	0.086
tree	درخت	surprise	0.078
picnic	پکنک	surprise	0.078
worm	کیڑا	surprise	0.055
truthfulness	سچائی	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	امانتدار	trust	0.867
honest	ایماندار	trust	0.844
honesty	ایمانداری	trust	0.844
honor	عزت	trust	0.844
truth	سچ	trust	0.844
truthful	سچا	trust	0.836
trusting	پر اعتماد	trust	0.836
brotherhood	اخوان المسلمین	trust	0.820
entrust	جمع کرو	trust	0.812
committed	انجام دیا	trust	0.805
integrity	سالمیت	trust	0.805
loyalty	وفاداری	trust	0.805
honorable	معزز	trust	0.805
credibility	اعتبار	trust	0.805
trust	اعتماد	trust	0.805
faithful	وفادار	trust	0.797
sincere	مخلص	trust	0.797
responsible	ذمہ دار	trust	0.789
partnership	شراکت داری	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	حکمت	trust	0.789
oath	حلف	trust	0.781
verification	تصدیق	trust	0.781
vow	واہ	trust	0.781
cooperative	تعاون	trust	0.781
respectable	قابل ذکر	trust	0.773
credible	معتبر	trust	0.773
hero	ہیرو	trust	0.773
sisterhood	بہادر	trust	0.773
promise	وعدہ	trust	0.773
verified	تصدیق	trust	0.773
qualified	اہل	trust	0.766
respected	احترام	trust	0.766
authentication	تصدیق	trust	0.766
compassion	شفقت	trust	0.759
reputable	قابل ذکر	trust	0.758
safekeeping	حفاظت کی بابت مزید جانیں	trust	0.758
reliability	اعتبار	trust	0.758
moral	اخلاقی	trust	0.758
love	محبت	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	منظوری	trust	0.758
stable	مستحکم	trust	0.750
friend	دوست	trust	0.750
genuine	حقیقی	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	صلاحیت	trust	0.750
loyal	وفاداری	trust	0.750
ally	اتحادی	trust	0.750
safeguard	حفاظت	trust	0.750
companion	ساتھی	trust	0.750
advised	مشورہ	trust	0.750
authentic	مستند	trust	0.750
respect	احترام	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	آزادی	trust	0.742
proven	ثابت ہوا	trust	0.742
respects	احترام کرتا ہے	trust	0.742
faith	ایمان	trust	0.742
wholesome	بہت اچھے	trust	0.742
heartfelt	دلکش	trust	0.734
unification	یونیفارم	trust	0.734
protecting	حفاظت کرنا	trust	0.734
reassurance	یقین دہانی کرائی	trust	0.734
admirable	قابل اطمینان	trust	0.734
trustee	ٹرسٹی	trust	0.734
supporter	حامی	trust	0.734
confirmation	تصدیق	trust	0.734
respectful	احترام	trust	0.734
alliance	اتحاد	trust	0.727
equality	مساوات	trust	0.727
friendship	دوستی	trust	0.727
agreement	معاہدہ	trust	0.727
fact	حقیقت	trust	0.727
confident	اعتماد	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	مومن	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	اتکرجتا	trust	0.727
credential	تصدیق	trust	0.727
closeness	قربت	trust	0.719
authenticate	تصدیق	trust	0.719
intelligence	انٹیلی جنس	trust	0.719
virtue	فضیلت	trust	0.719
honored	قابل قدر	trust	0.719
virtuous	سچا	trust	0.719
kindred	بدقسمتی	trust	0.719
charitable	صدقہ	trust	0.711
dedication	وقف	trust	0.711
guarantee	گارنٹی	trust	0.711
cooperation	تعاون	trust	0.711
creditable	کریڈٹ	trust	0.711
consistency	مستقل مزاجی	trust	0.711
allegiance	بیعت	trust	0.711
cooperating	تعاون	trust	0.711
straightforward	براہ راست	trust	0.711
determination	تعین	trust	0.711
justice	انصاف	trust	0.711
sanctuary	مقدس	trust	0.703
nurture	کھانا پکانا	trust	0.703
innocent	معصوم	trust	0.703
admire	تعریف کرتے ہیں	trust	0.703
assurance	یقین دہانی کرائی	trust	0.703
morality	اخلاقیات	trust	0.703
prepared	تیار	trust	0.703
friendliness	دوستی	trust	0.703
reliable	قابل اعتماد	trust	0.703
mentor	اتالیق	trust	0.703
guardianship	سرپرست	trust	0.703
fulfilled	پوری	trust	0.703
reverence	عنصر	trust	0.703
proof	ثبوت	trust	0.703
admiration	تعریف	trust	0.703
mother	ماں	trust	0.703
protected	محفوظ	trust	0.703
motherhood	بھائی	trust	0.703
marriage	شادی	trust	0.695
skillful	مہارت	trust	0.695
indestructible	غیر معمولی	trust	0.695
guardian	سرپرست	trust	0.695
accountable	جوابدہ	trust	0.695
courage	جرئت	trust	0.695
bodyguard	گارڈن	trust	0.695
agreeable	متفق	trust	0.695
scientist	سائنسدان	trust	0.695
allied	اتحادی	trust	0.695
compassionate	رحم کرو	trust	0.695
humanitarian	انسانی حقوق	trust	0.695
approving	منظور	trust	0.695
united	متحد	trust	0.695
pact	معاہدہ	trust	0.695
certified	تصدیق شدہ	trust	0.695
morals	اخلاقیات	trust	0.695
esteem	عزت	trust	0.688
secure	محفوظ	trust	0.688
perfection	کمال	trust	0.688
guidance	رہنمائی	trust	0.688
competent	قابل	trust	0.688
authenticity	صداقت	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	جائز ہے	trust	0.688
humanity	انسانیت	trust	0.688
solidity	استحکام	trust	0.688
adviser	مشیر	trust	0.688
pledge	عہد	trust	0.688
believed	یقین ہے	trust	0.688
understanding	تفہیم	trust	0.688
monogamy	مونوگمی	trust	0.688
expertise	مہارت	trust	0.680
diplomatic	سفارتی	trust	0.680
confidential	رازدارانہ	trust	0.680
hope	امید ہے	trust	0.680
protector	محافظ	trust	0.680
agreeing	اتفاق	trust	0.680
diligence	محتاج	trust	0.680
official	سرکاری	trust	0.680
affirm	تصدیق	trust	0.680
indivisible	ناقابل یقین	trust	0.680
grandfather	دادا	trust	0.680
humble	عاجز	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	وکالت	trust	0.680
elders	بزرگ	trust	0.680
goodness	نیکی	trust	0.680
commendable	قابل اعتماد	trust	0.680
inspire	حوصلہ افزائی	trust	0.680
approve	منظور	trust	0.680
confide	الجھن	trust	0.680
professional	پیشہ ورانہ	trust	0.680
familiarity	واقفیت	trust	0.680
leader	رہنما	trust	0.680
confirmed	تصدیق	trust	0.680
acceptance	قبولیت	trust	0.680
benevolence	بقایا	trust	0.672
dignity	وقار	trust	0.672
harmoniously	ہم آہنگی سے	trust	0.672
mastery	ماسٹر	trust	0.672
unwavering	ناجائز	trust	0.672
accredited	معتبر	trust	0.672
healing	شفا	trust	0.672
encyclopedia	انسائیکلوپیڈیا	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	پاک	trust	0.672
cohesive	ہم آہنگی	trust	0.672
covenant	عہد	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	غلطی	trust	0.672
safe	محفوظ	trust	0.672
intelligent	ذہین	trust	0.672
merit	میرٹ	trust	0.664
impeccable	ناقابل یقین	trust	0.664
affirmatively	تاثر سے	trust	0.664
spiritual	روحانی	trust	0.664
advocate	وکیل	trust	0.664
team	ٹیم	trust	0.664
heroic	ہیرو	trust	0.664
communicate	بات چیت	trust	0.664
disciple	شاگرد	trust	0.664
expert	ماہر	trust	0.664
proficient	ماہر	trust	0.664
specialist	ماہر	trust	0.664
ambassador	سفیر	trust	0.664
accept	قبول کرو	trust	0.664
attestation	اشارہ	trust	0.664
supporting	کی حمایت	trust	0.664
reliance	انحصار	trust	0.664
authority	اختیار	trust	0.664
accountability	احتساب	trust	0.664
guidebook	گائیڈ بک	trust	0.664
fulfillment	تکمیل	trust	0.664
strengthening	مضبوط کرنا	trust	0.661
familiar	واقف	trust	0.656
facts	حقائق	trust	0.656
achieve	حاصل کریں	trust	0.656
warranty	وارنٹی	trust	0.656
structure	ساخت	trust	0.656
steadfast	ثابت قدمی	trust	0.656
favorable	مناسب	trust	0.656
counsel	مشورہ	trust	0.656
relationship	رشتہ	trust	0.656
scientific	سائنسی	trust	0.656
gentleman	سلیمان	trust	0.656
strength	طاقت	trust	0.656
elder	بزرگ	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	پاکیزگی	trust	0.656
excellent	بہترین	trust	0.656
proficiency	مہارت	trust	0.656
constancy	رکاوٹ	trust	0.656
defended	دفاعی	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	انحصار کرو	trust	0.648
heroism	ہیروزم	trust	0.648
peaceful	پرامن	trust	0.648
competency	اہلیت	trust	0.648
assuredly	یقینا	trust	0.648
brother	بھائی	trust	0.648
counselor	مشیر	trust	0.648
successful	کامیاب	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	حفاظتی	trust	0.648
saint	سنت	trust	0.648
harmony	ہم آہنگی	trust	0.648
matrimony	زچگی	trust	0.648
noble	عظیم	trust	0.648
inspiration	انتشار	trust	0.648
academic	تعلیمی	trust	0.648
assist	مدد کریں	trust	0.648
agreed	اتفاق	trust	0.648
uphold	برقرار رکھو	trust	0.648
comrade	کامریڈ	trust	0.648
lovable	پیارا	trust	0.648
advisable	مشاورتی	trust	0.648
solidarity	یکجہتی	trust	0.648
worthy	قابل	trust	0.643
durability	استحکام	trust	0.641
coexist	ہم جنس پرست	trust	0.641
assure	یقین ہے	trust	0.641
establish	قائم کرو	trust	0.641
benefactor	فائدہ مند	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	معروف	trust	0.641
loving	محبت	trust	0.641
teacher	استاد	trust	0.641
judiciary	عدلیہ	trust	0.641
conscientious	باضمیر	trust	0.641
confidence	اعتماد	trust	0.641
lawful	حلال	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	مقرر	trust	0.641
champion	چیمپئن	trust	0.641
unity	اتحاد	trust	0.641
legal	قانونی	trust	0.641
kind	قسمت	trust	0.641
credence	تصدیق	trust	0.641
real	حقیقی	trust	0.641
doctor	ڈاکٹر	trust	0.641
intimate	مباحثہ	trust	0.634
hopeful	امید ہے	trust	0.633
fortitude	تقدیر	trust	0.633
physician	ڈاکٹر	trust	0.633
brotherly	بھائی	trust	0.633
aspiration	اطمینان	trust	0.633
convincing	قائل کرنا	trust	0.633
sanctification	مقدسیت	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	خراج عقیدت پیش	trust	0.633
courageous	بہادر	trust	0.633
soundness	صداقت	trust	0.633
legitimacy	مشروعیت	trust	0.633
endorse	یقین ہے	trust	0.633
fidelity	مخلص	trust	0.633
bless	برکت	trust	0.633
judicial	عدلیہ	trust	0.633
important	اہم ہے	trust	0.633
saintly	سنتری	trust	0.633
conscience	ضمیر	trust	0.633
therapeutic	علاج	trust	0.633
authorize	اختیار	trust	0.633
devotional	عقیدت	trust	0.633
practiced	مشق	trust	0.633
backbone	ریبون	trust	0.633
approved	منظورشدہ	trust	0.633
evident	واضح ہے	trust	0.625
encourage	حوصلہ افزائی	trust	0.625
caretaker	نگران	trust	0.625
