word	Hausa-ha	emotion	emotion-intensity-score
psalm	Zabura	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	janyewa	trust	0.492
grandchildren	jikoki	trust	0.492
elegance	ladabi	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	Sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	harbor	trust	0.492
aspire	fata	trust	0.492
musical	m	trust	0.492
chairman	shugaban	trust	0.492
moderator	Mai gudanarwa	trust	0.492
laudation	laudation	trust	0.484
clean	tsabta	trust	0.484
arbiter	sulhu	trust	0.484
crowning	daukaka	trust	0.484
depth	zurfin	trust	0.484
forecast	forecast	trust	0.484
colonel	colonel	trust	0.484
hire	haya	trust	0.484
found	samu	trust	0.484
armor	makamai	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	fi so	trust	0.484
voucher	takardar kuɗi	trust	0.484
affection	ƙauna	trust	0.484
path	hanya	trust	0.484
referee	alkalin wasa	trust	0.484
police	'yan sanda	trust	0.484
countryman	countryman	trust	0.484
romance	romance	trust	0.484
diagnosis	ganewar asali	trust	0.484
concord	sulhu	trust	0.484
enjoy	ji dadin	trust	0.484
ranger	ranger	trust	0.484
confess	furta	trust	0.484
income	samun kudin shiga	trust	0.484
assembly	taro	trust	0.484
sweet	mai dadi	trust	0.484
like	kamar	trust	0.484
apologize	yi hakuri	trust	0.477
sermon	hadisin	trust	0.477
pastor	fasto	trust	0.477
matter	abu	trust	0.477
glory	daukaka	trust	0.477
lamb	dan tunkiya	trust	0.477
lover	ƙauna	trust	0.477
putative	putative	trust	0.477
expect	sa ran	trust	0.477
purely	kawai	trust	0.477
follow	bi	trust	0.477
parliament	majalisar	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	gandun daji	trust	0.477
episcopal	episcopal	trust	0.477
veracity	gaskiya	trust	0.477
mathematical	ilimin lissafi	trust	0.477
frank	gaskiya	trust	0.477
policeman	'yan sanda	trust	0.477
word	kalmar	trust	0.477
consul	hade	trust	0.477
landmark	alamar ƙasa	trust	0.477
calculator	ma'afin ƙira	trust	0.477
sterling	bakara	trust	0.477
signature	sa hannu	trust	0.477
votive	jefa kuri'a	trust	0.477
preponderance	preponderance	trust	0.477
sacrifice	hadaya	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	yarinya	trust	0.469
commission	kwamiti	trust	0.469
passion	sha'awar	trust	0.469
prefer	fi so	trust	0.469
recruits	recruits	trust	0.469
cashier	kaya	trust	0.469
judicious	yin hukunci	trust	0.469
immerse	nutsar	trust	0.469
uncritical	ba tare da dadewa ba	trust	0.469
effective	tasiri	trust	0.469
dove	kurciya	trust	0.469
tutelage	tutelage	trust	0.469
associate	aboki	trust	0.469
flagship	flagship	trust	0.469
religion	addini	trust	0.469
gain	sami	trust	0.469
instructor	koyarwa	trust	0.469
judgment	hukunci	trust	0.469
title	title	trust	0.469
regal	bawa	trust	0.469
author	marubucin	trust	0.469
top	saman	trust	0.469
tribune	tribune	trust	0.469
eagerness	sha'awa	trust	0.469
marshal	marshal	trust	0.469
mighty	mai girma	trust	0.469
intended	da nufin	trust	0.469
capacity	damar	trust	0.469
vicar	vicar	trust	0.469
partake	ci	trust	0.461
commerce	kasuwanci	trust	0.461
magnetic	Magnetic	trust	0.461
medal	lambar yabo	trust	0.461
courier	mai aikawa	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	shiga	trust	0.461
necessarily	dole	trust	0.461
lesson	darasi	trust	0.461
custody	tsarewa	trust	0.461
moorings	haɓaka	trust	0.461
fortress	sansanin soja	trust	0.461
aunt	inna	trust	0.461
bank	bank	trust	0.461
theological	tauhidin	trust	0.461
manage	sarrafa	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	kasuwanci	trust	0.461
lifestyle	salon	trust	0.461
consecration	tsararwa	trust	0.461
admitted	shigar da shi	trust	0.461
crucial	muhimmanci	trust	0.461
cautious	mai hankali	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	firist	trust	0.461
attendant	bawa	trust	0.461
oblige	kisa	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	kitta	trust	0.461
cathedral	babban coci	trust	0.455
eagle	mikiya	trust	0.453
puppy	kwikwiyo	trust	0.453
present	yanzu	trust	0.453
perceive	fahimta	trust	0.453
foresee	foresee	trust	0.453
governor	gwamnan	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	sananne	trust	0.453
exchange	musayar	trust	0.453
journeyman	tafiyaman	trust	0.453
laud	kara	trust	0.453
chairwoman	shugaban kujera	trust	0.453
encomium	encomium	trust	0.453
strategist	gwani	trust	0.453
dawn	alfijir	trust	0.453
excited	m	trust	0.453
finally	ƙarshe	trust	0.453
level	matakin	trust	0.453
chart	chart	trust	0.453
oasis	oasis	trust	0.453
insulation	rufi	trust	0.453
president	shugaban	trust	0.453
deputy	mataimakin	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	koyarwar	trust	0.445
formula	tsari	trust	0.445
operation	aiki	trust	0.445
bridegroom	ango	trust	0.445
lodging	wurin zama	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	littafin Jagora	trust	0.445
impart	sanar	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnity	trust	0.445
negotiate	yi shawarwari	trust	0.445
magnify	girma	trust	0.445
chancellor	chancellor	trust	0.445
crew	ƙungiya	trust	0.445
sensual	m	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	saba	trust	0.445
asserting	tabbatar	trust	0.445
chocolate	cakulan	trust	0.445
statistical	lissafi	trust	0.445
lord	ubangiji	trust	0.445
exaltation	ɗaukaka	trust	0.445
employ	amfani	trust	0.445
orchestra	orchestra	trust	0.445
director	darektan	trust	0.445
chemist	chemist	trust	0.445
remains	ya kasance	trust	0.445
enliven	enliven	trust	0.445
sun	rana	trust	0.438
imagination	tunanin	trust	0.438
comptroller	jariri	trust	0.438
digit	lambar	trust	0.438
cabinet	majalisar	trust	0.438
emphasize	jaddada	trust	0.438
atone	saka	trust	0.438
inauguration	inauguration	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	sarauta	trust	0.438
governess	governess	trust	0.438
tandem	kwatsam	trust	0.438
conveyancing	aikawa	trust	0.438
arbitrator	yan adawa	trust	0.438
oracle	magana	trust	0.438
economy	tattalin arziki	trust	0.438
elect	zaɓaɓɓu	trust	0.438
villager	villager	trust	0.438
fate	rabo	trust	0.438
exhaustive	cikakke	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	farfado	trust	0.438
conformity	Daidai	trust	0.438
grammar	matsala	trust	0.430
disclosed	bayyana	trust	0.430
persuade	rinjayi	trust	0.430
compact	m	trust	0.430
rule	mulki	trust	0.430
deacon	diakona	trust	0.430
impressionable	m	trust	0.430
cop	dan sanda	trust	0.430
neutrality	rashin daidaituwa	trust	0.430
pay	biya	trust	0.430
bridal	amarya	trust	0.430
wealth	dũkiya	trust	0.430
base	tushe	trust	0.430
errand	errand	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	rashin ƙarfi	trust	0.430
estimable	alama	trust	0.430
lender	mai bin bashi	trust	0.430
sentry	yan kallo	trust	0.430
invite	kira	trust	0.430
circle	da'irar	trust	0.430
grit	grit	trust	0.430
elucidate	samacidate	trust	0.430
repay	biya	trust	0.430
resources	albarkatun	trust	0.430
blanket	bargo	trust	0.430
occupant	occupant	trust	0.430
bequest	bequest	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	ƙidaya	trust	0.430
hail	ƙanƙara	trust	0.430
playful	m	trust	0.430
simplify	sauƙaƙe	trust	0.430
differential	bambanci	trust	0.430
utopian	utopian	trust	0.430
parish	Ikklesiya	trust	0.422
sing	raira waƙa	trust	0.422
dominion	mulki	trust	0.422
dealings	ma'amala	trust	0.422
theocratic	bin doka	trust	0.422
shopkeeper	mai sayarwa	trust	0.422
accountant	lissafin	trust	0.422
forum	forum	trust	0.422
fixed	gyarawa	trust	0.422
eulogize	yarogize	trust	0.422
diary	diary	trust	0.422
intend	nufin	trust	0.422
supplication	addu'a	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	koyi	trust	0.422
continue	ci gaba	trust	0.422
antiseptic	antiseptic	trust	0.422
perennial	sananne	trust	0.422
primer	farko	trust	0.422
enablement	damar aiki	trust	0.422
respite	jinkiri	trust	0.422
assignee	wakili	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	ciniki	trust	0.422
travel	tafiya	trust	0.422
probity	tabbacin	trust	0.422
axiom	axiom	trust	0.422
maintenance	goyon baya	trust	0.422
reconsideration	sake dubawa	trust	0.422
treat	bi da	trust	0.422
truss	abin mamaki	trust	0.422
hymn	yabo	trust	0.422
supremacy	girma	trust	0.422
athlete	'yan wasan	trust	0.414
cogent	albashi	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	bauta wa	trust	0.414
incline	karkata	trust	0.414
trainer	mai koyarwa	trust	0.414
choir	choir	trust	0.414
preservative	mai kiyayewa	trust	0.414
kudos	kudos	trust	0.414
cash	tsabar kudi	trust	0.414
gazette	gaisu	trust	0.414
akin	akin	trust	0.414
amortization	amortization	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	labaru	trust	0.414
salary	albashi	trust	0.414
offering	miƙa	trust	0.414
leap	tashi	trust	0.414
transaction	ma'amala	trust	0.414
privilege	dama	trust	0.414
consort	ƙungiyar	trust	0.414
rapt	rapt	trust	0.414
commodore	sabunta	trust	0.414
conglomerate	conglomerate	trust	0.414
synod	synod	trust	0.414
deference	ra'ayi	trust	0.414
labor	aiki	trust	0.414
gate	kofa	trust	0.414
routine	al'ada	trust	0.414
luxury	alatu	trust	0.406
tree	itace	trust	0.406
legislator	majalisar dokoki	trust	0.406
executor	mai gudanarwa	trust	0.406
leisure	dama	trust	0.406
system	tsarin	trust	0.406
fitting	dacewa	trust	0.406
trophy	ganima	trust	0.406
nation	al'umma	trust	0.406
glorify	ɗaukaka	trust	0.406
linguist	masanin harshe	trust	0.406
extol	furta	trust	0.406
dermatologist	dermatologist	trust	0.406
judged	hukunci	trust	0.406
sanction	sanarwa	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	sake biya	trust	0.406
patrol	shinge	trust	0.406
abacus	ƙaura	trust	0.406
radar	radar	trust	0.406
budget	kasafin kudin	trust	0.406
deluxe	deluxe	trust	0.398
intense	tsanani	trust	0.398
explain	bayyana	trust	0.398
gentry	gentry	trust	0.398
quaint	zane	trust	0.398
parietal	parietal	trust	0.398
barter	barter	trust	0.398
pursue	bi	trust	0.398
clearance	rashin yarda	trust	0.398
popular	rare	trust	0.398
ground	ƙasa	trust	0.398
depository	ajiya	trust	0.398
journalism	aikin jarida	trust	0.398
electorate	yan takara	trust	0.398
climax	kusan	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	haske	trust	0.398
yearning	kuna so	trust	0.398
neutral	tsaka tsaki	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	gida	trust	0.398
clan	dangi	trust	0.398
merchandise	kaya	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	ƙarfe	trust	0.398
eulogy	ilimin	trust	0.398
accounts	asusun	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	doki	trust	0.391
gay	gay	trust	0.391
usher	usher	trust	0.391
paean	m	trust	0.391
chandler	candler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	star	trust	0.391
recline	dakata	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	cẽto	trust	0.391
escort	escort	trust	0.391
cube	kwari	trust	0.391
follower	bin	trust	0.391
armory	makamai	trust	0.391
surrogate	kankara	trust	0.391
baggage	kaya	trust	0.391
downright	downright	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	elogistic	trust	0.391
messenger	manzo	trust	0.391
grin	grin	trust	0.391
translation	fassarar	trust	0.391
deal	yarjejeniyar	trust	0.391
lean	durƙus	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	lakabin	trust	0.383
fortune	arziki	trust	0.383
series	jerin	trust	0.383
crisp	kullun	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	ƙuntatawa	trust	0.383
leaning	jingina	trust	0.383
larger	ya fi girma	trust	0.383
possess	mallaki	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	falala	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	gyara	trust	0.383
culinary	na dafuwa	trust	0.383
faculty	bawa	trust	0.383
clapping	Kashewa	trust	0.375
general	general	trust	0.375
sex	jima'i	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	kimantawa	trust	0.375
confederate	ƙidaya	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	bambanta	trust	0.375
bouquet	bouquet	trust	0.375
adjust	daidaita	trust	0.375
cover	rufe	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	pikinik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	disclaim	trust	0.367
knickers	masu saƙa	trust	0.367
garrison	garrison	trust	0.367
dogma	dogma	trust	0.367
microscope	microscope	trust	0.367
senate	majalisar dattijai	trust	0.367
nestle	nestle	trust	0.367
dolphin	dabbar dolfin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	marine	trust	0.367
marrow	marrow	trust	0.367
bargain	ciniki	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	cosmopolitan	trust	0.367
bailiff	ma'aikacin kotu	trust	0.367
pretty	kyakkyawa	trust	0.367
swell	swell	trust	0.367
superstar	superstar	trust	0.367
throne	kursiyin	trust	0.367
collateral	Gida	trust	0.367
homosexual	ɗan kishili	trust	0.367
manual	manual	trust	0.367
magnet	magnet	trust	0.367
periodicity	lokaci-lokaci	trust	0.367
green	kore	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	kudi	trust	0.359
mortgagee	jinginar gida	trust	0.359
roadster	roadster	trust	0.359
vulnerable	m	trust	0.359
lettered	rubuce-rubuce	trust	0.359
circumstances	yanayi	trust	0.359
boomerang	boomerang	trust	0.359
privileged	dama	trust	0.359
promo	promo	trust	0.359
calls	kira	trust	0.359
maxim	max	trust	0.359
fender	fender	trust	0.359
fade	fade	trust	0.359
stark	stark	trust	0.359
footing	farawa	trust	0.359
dance	dancing	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	banker	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	nuna	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	zabe	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	Gudanarwa	trust	0.352
seals	hatimi	trust	0.352
suggest	shawarar	trust	0.352
tactics	dabaru	trust	0.352
fuse	fuse	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	lauya	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	san	trust	0.344
dame	dame	trust	0.344
playground	filin wasa	trust	0.344
entertainment	nishaɗi	trust	0.344
bounce	billa	trust	0.344
endless	marar iyaka	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	mariƙin	trust	0.344
servant	bawa	trust	0.344
lace	yadin da aka saka	trust	0.344
white	fararen	trust	0.344
weigh	auna	trust	0.344
cement	ciminti	trust	0.336
legislature	majalisar dokoki	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	raga	trust	0.336
lens	ruwan tabarau	trust	0.336
shoulder	kafada	trust	0.336
food	abinci	trust	0.336
county	County	trust	0.336
opera	wasan kwaikwayo	trust	0.336
estimation	kimantawa	trust	0.336
corporation	kamfani	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	jingina	trust	0.328
theory	ka'idar	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	yin himma	trust	0.328
wear	sawa	trust	0.328
execution	kisa	trust	0.328
swear	rantsuwa	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	sanda	trust	0.320
pavement	kwasfa	trust	0.320
cap	hat	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	wakili	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	heyday	trust	0.320
unofficial	unofficial	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	girder	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	shirya	trust	0.320
interior	ciki	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	cika	trust	0.320
clerical	malaman	trust	0.320
veal	nama	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	kwaya	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	prophylactic	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	Gwamna	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	asiri	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	sundial	trust	0.305
thermometer	thermometer	trust	0.305
actress	actress	trust	0.305
presumption	damuwa	trust	0.305
hermit	shemit	trust	0.305
warn	gargadi	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	banda	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	juriya	trust	0.297
shopping	cin kasuwa	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	fil	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	alal misali	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	karami	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	pith	trust	0.297
pivot	pivot	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	majalisa	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	levee	trust	0.297
mandarin	Mandarin	trust	0.297
calf	maraƙi	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	inji	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	chicane	trust	0.289
owing	saboda haka	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	nauyi	trust	0.289
insolvent	ba shi da kuɗi	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	flirt	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	mule	trust	0.281
surrender	mika wuya	trust	0.281
fiesta	fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	gullible	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	musun	trust	0.281
celebrity	sanannu	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	m	trust	0.273
ejaculation	ejaculation	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	majalisa	trust	0.273
indent	m	trust	0.273
rejection	kin amincewa	trust	0.273
don	don	trust	0.273
autism	autism	trust	0.273
conquer	cin nasara	trust	0.273
sappy	sappy	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	antifungal	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	fashion	trust	0.266
khan	khan	trust	0.266
weakness	rashin ƙarfi	trust	0.266
truck	truck	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	puff	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	ci	trust	0.258
acrobat	acrobat	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	dare	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	m	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	rota	trust	0.250
sadness	baƙin ciki	trust	0.250
secrecy	asiri	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	ƙiren ƙarya	trust	0.250
bureaucracy	aiki mara kyau	trust	0.250
obstacle	ƙuntatawa	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	ƙaryatawa	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	m	trust	0.242
flange	flange	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	gusset	trust	0.234
secrets	NO TRANSLATION	trust	0.234
tas	NO TRANSLATION	trust	0.234
ada	NO TRANSLATION	trust	0.234
pesawat	NO TRANSLATION	trust	0.234
mag	NO TRANSLATION	trust	0.234
wot	wot	trust	0.234
bitterness	haushi	trust	0.234
naman	NO TRANSLATION	trust	0.234
dgn	NO TRANSLATION	trust	0.234
criticism	zargi	trust	0.234
burden	nauyi	trust	0.234
