word	Pashto-ps	emotion	emotion-intensity-score
wisdom	عقل	trust	0.789
oath	حلف	trust	0.781
verification	تایید	trust	0.781
vow	واوره	trust	0.781
cooperative	کوپراتیف	trust	0.781
respectable	درناوى	trust	0.773
credible	اعتبار لري	trust	0.773
hero	اتل	trust	0.773
sisterhood	غصب	trust	0.773
promise	ژمنې	trust	0.773
verified	تصديق شوی	trust	0.773
qualified	وړ	trust	0.766
respected	درناوى	trust	0.766
authentication	اعتبار	trust	0.766
compassion	رحم	trust	0.759
reputable	معتبره	trust	0.758
safekeeping	خوندي ساتنه	trust	0.758
reliability	اعتبار	trust	0.758
moral	اخلاقي	trust	0.758
love	مینه	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	تایید	trust	0.758
stable	باثباته	trust	0.750
friend	ملګري	trust	0.750
genuine	سمه ده	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	وړتیا	trust	0.750
loyal	وفاداري	trust	0.750
ally	اتحادیه	trust	0.750
safeguard	محافظت	trust	0.750
companion	ملګري	trust	0.750
advised	مشوره ورکول	trust	0.750
authentic	مستند	trust	0.750
respect	درناوي	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	آزادي	trust	0.742
proven	ثابت شوی	trust	0.742
respects	درناوى	trust	0.742
faith	باور	trust	0.742
wholesome	ښه	trust	0.742
heartfelt	زړه نازک	trust	0.734
unification	یووالي	trust	0.734
protecting	ساتنه	trust	0.734
reassurance	ډاډمنتیا	trust	0.734
admirable	منلو وړ	trust	0.734
trustee	باور لري	trust	0.734
supporter	ملاتړي	trust	0.734
confirmation	تایید	trust	0.734
respectful	درناوي	trust	0.734
alliance	اتحاد	trust	0.727
equality	مساوات	trust	0.727
friendship	دوستۍ	trust	0.727
agreement	تړون	trust	0.727
fact	حقیقت	trust	0.727
confident	ډاډمن	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	باور	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	غورهتوب	trust	0.727
credential	اعتبار لري	trust	0.727
closeness	بندیز	trust	0.719
authenticate	اعتبار	trust	0.719
intelligence	استخباراتي	trust	0.719
virtue	ښه	trust	0.719
honored	ستاینه وکړه	trust	0.719
virtuous	ښه	trust	0.719
kindred	مهربانۍ	trust	0.719
charitable	خیرمند	trust	0.711
dedication	وقف	trust	0.711
guarantee	تضمین	trust	0.711
cooperation	همکاری	trust	0.711
creditable	اعتبار لري	trust	0.711
consistency	دوام لري	trust	0.711
allegiance	بيعت	trust	0.711
cooperating	همکاری	trust	0.711
straightforward	مستقیم	trust	0.711
determination	پریکړه	trust	0.711
justice	عدالت	trust	0.711
sanctuary	ځای	trust	0.703
nurture	تغذیه کول	trust	0.703
innocent	بې ګناه	trust	0.703
admire	اطمینان	trust	0.703
assurance	ډاډ	trust	0.703
morality	اخلاقيات	trust	0.703
prepared	چمتو شوی	trust	0.703
friendliness	ملګريتوب	trust	0.703
reliable	باورمن	trust	0.703
mentor	ښوونکی	trust	0.703
guardianship	ساتنه	trust	0.703
fulfilled	بشپړ شوی	trust	0.703
reverence	عنصر	trust	0.703
proof	ثبوت	trust	0.703
admiration	ستاینه	trust	0.703
mother	مور	trust	0.703
protected	ساتل	trust	0.703
motherhood	ورور	trust	0.703
marriage	واده	trust	0.695
skillful	مهارت لري	trust	0.695
indestructible	بې بنسټه وي	trust	0.695
guardian	ساتونکی	trust	0.695
accountable	ځواب ورکوونکی	trust	0.695
courage	جرئت	trust	0.695
bodyguard	ساتونکی	trust	0.695
agreeable	منونکی	trust	0.695
scientist	ساینس پوه	trust	0.695
allied	متحد	trust	0.695
compassionate	مهربانه	trust	0.695
humanitarian	بشردوستانه	trust	0.695
approving	تایید کول	trust	0.695
united	متحد	trust	0.695
pact	تړون	trust	0.695
certified	تصدیق شوی	trust	0.695
morals	اخلاقيات	trust	0.695
esteem	ستاینه	trust	0.688
secure	خوندي	trust	0.688
perfection	بشپړتیا	trust	0.688
guidance	لارښود	trust	0.688
competent	وړتیا	trust	0.688
authenticity	اعتبار	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	د اعتبار وړ	trust	0.688
humanity	انسانیت	trust	0.688
solidity	بشپړتیا	trust	0.688
adviser	مشاور	trust	0.688
pledge	ژمنې	trust	0.688
believed	باور لري	trust	0.688
understanding	پوهه	trust	0.688
monogamy	مونګمی	trust	0.688
expertise	ماهرین	trust	0.680
diplomatic	ډیپلوماتیک	trust	0.680
confidential	محرم	trust	0.680
hope	هیله	trust	0.680
protector	ساتونکی	trust	0.680
agreeing	موافق	trust	0.680
diligence	خوځښت	trust	0.680
official	رسمي	trust	0.680
affirm	اعتبار	trust	0.680
indivisible	ناڅاپي	trust	0.680
grandfather	نیکه	trust	0.680
humble	نرمه	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	مدافع وکیل	trust	0.680
elders	مشران	trust	0.680
goodness	ښه	trust	0.680
commendable	ستاینه وړ	trust	0.680
inspire	هڅول	trust	0.680
approve	تایید کړئ	trust	0.680
confide	اطمینان	trust	0.680
professional	مسلکي	trust	0.680
familiarity	پیژندګلوی	trust	0.680
leader	مشر	trust	0.680
confirmed	تایید شوی	trust	0.680
acceptance	منل	trust	0.680
benevolence	بډایټول	trust	0.672
dignity	وقار	trust	0.672
harmoniously	په سمه توګه	trust	0.672
mastery	ماسټرۍ	trust	0.672
unwavering	ناڅاپه	trust	0.672
accredited	باورلیک شوی	trust	0.672
healing	درملنه	trust	0.672
encyclopedia	ګڼون	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	حرمت وکړئ	trust	0.672
cohesive	يوځاى	trust	0.672
covenant	ژمنه	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	بې ګناه	trust	0.672
safe	خوندي	trust	0.672
intelligent	هوښيار	trust	0.672
merit	وړتیا	trust	0.664
impeccable	ناڅاپه	trust	0.664
affirmatively	په مؤثره توګه	trust	0.664
spiritual	روحاني	trust	0.664
advocate	مدافع وکیل	trust	0.664
team	ټیم	trust	0.664
heroic	ناڅاپه	trust	0.664
communicate	خبرې اترې	trust	0.664
disciple	شاگرد	trust	0.664
expert	ماهر	trust	0.664
proficient	ښه	trust	0.664
specialist	متخصص	trust	0.664
ambassador	سفیر	trust	0.664
accept	منل	trust	0.664
attestation	تایید	trust	0.664
supporting	ملاتړ کول	trust	0.664
reliance	تکیه کول	trust	0.664
authority	واک	trust	0.664
accountability	احتساب	trust	0.664
guidebook	لارښود کتاب	trust	0.664
fulfillment	بشپړتیا	trust	0.664
strengthening	پیاوړی کول	trust	0.661
familiar	واقف	trust	0.656
facts	حقیقتونه	trust	0.656
achieve	ترلاسه کول	trust	0.656
warranty	تضمین	trust	0.656
structure	جوړښت	trust	0.656
steadfast	ثابت	trust	0.656
favorable	ښه	trust	0.656
counsel	مشوره	trust	0.656
relationship	اړیکې	trust	0.656
scientific	علمي	trust	0.656
gentleman	سپوږمۍ	trust	0.656
strength	ځواک	trust	0.656
elder	مشر	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	پاکۍ	trust	0.656
excellent	ښه	trust	0.656
proficiency	مهارت	trust	0.656
constancy	دوام	trust	0.656
defended	دفاع وکړه	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	تکیه وکړه	trust	0.648
heroism	اتلولۍ	trust	0.648
peaceful	سوله ییز	trust	0.648
competency	وړتیا	trust	0.648
assuredly	یقینا	trust	0.648
brother	ورور	trust	0.648
counselor	سلاکار	trust	0.648
successful	بریالیتوب	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	محافظت	trust	0.648
saint	سنت	trust	0.648
harmony	همغږي	trust	0.648
matrimony	واده	trust	0.648
noble	ښه	trust	0.648
inspiration	الهام	trust	0.648
academic	اکادمیک	trust	0.648
assist	مرسته کول	trust	0.648
agreed	موافق دی	trust	0.648
uphold	ساتل	trust	0.648
comrade	ملګري	trust	0.648
lovable	ښایسته	trust	0.648
advisable	مشوره ورکول	trust	0.648
solidarity	یووالي	trust	0.648
worthy	مستحق دي	trust	0.643
durability	دوام	trust	0.641
coexist	همغږي	trust	0.641
assure	ډاډ ورکړئ	trust	0.641
establish	تاسیس کړئ	trust	0.641
benefactor	ګټه اخیستونکی	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	مخکښ	trust	0.641
loving	مینه	trust	0.641
teacher	ښوونکی	trust	0.641
judiciary	قضاوت	trust	0.641
conscientious	باوري	trust	0.641
confidence	باور	trust	0.641
lawful	قانوني	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ټاکل شوی	trust	0.641
champion	اتل	trust	0.641
unity	یووالي	trust	0.641
legal	قانوني	trust	0.641
kind	مهربانه	trust	0.641
credence	اعتبار	trust	0.641
real	ریښتیا	trust	0.641
doctor	ډاکټر	trust	0.641
intimate	مباحثه	trust	0.634
hopeful	هیله مند	trust	0.633
fortitude	خوښه	trust	0.633
physician	ډاکټر	trust	0.633
brotherly	ورور	trust	0.633
aspiration	اطمینان	trust	0.633
convincing	قانع کول	trust	0.633
sanctification	حرمت	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	کور	trust	0.633
courageous	زړور	trust	0.633
soundness	غږ	trust	0.633
legitimacy	مشروعیت	trust	0.633
endorse	تایید	trust	0.633
fidelity	مخلص	trust	0.633
bless	برکت وکړئ	trust	0.633
judicial	قضايي	trust	0.633
important	مهم	trust	0.633
saintly	د سوریې	trust	0.633
conscience	ضمير	trust	0.633
therapeutic	درملنه	trust	0.633
authorize	باوري کول	trust	0.633
devotional	عقیده	trust	0.633
practiced	تمرین شوی	trust	0.633
backbone	شاته	trust	0.633
approved	تایید شوی	trust	0.633
evident	ښکاره ده	trust	0.625
encourage	هڅول	trust	0.625
caretaker	ساتونکي	trust	0.625
regard	په اړه	trust	0.625
angel	فرښته	trust	0.625
engaged	مشغول	trust	0.625
blessing	برکت	trust	0.625
professorship	پروفیسور	trust	0.625
majestic	مهمې	trust	0.625
communication	اړیکې	trust	0.625
purify	پاکول	trust	0.625
authorization	واکمنۍ	trust	0.625
wonderful	عجيب	trust	0.625
achievement	لاسته راوړنه	trust	0.625
fireman	اور وژونکی	trust	0.625
certify	تصدیق کول	trust	0.625
civilized	مدني	trust	0.625
profound	ژوره	trust	0.625
accurate	سمه ده	trust	0.625
assured	ډاډ ورکړ	trust	0.625
positivity	مثبتیت	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	ښه	trust	0.617
absolution	ناڅاپه	trust	0.617
commend	مننه	trust	0.617
cherish	ژوره	trust	0.617
fundamental	بنسټیز	trust	0.617
advice	مشوره	trust	0.617
objective	موخه	trust	0.617
optimism	خوشبینه	trust	0.617
testament	عهد	trust	0.617
qualities	ځانتیاوې	trust	0.617
haven	جنت	trust	0.617
heroine	ناڅاپي	trust	0.617
constantly	په دوامداره توګه	trust	0.617
appreciation	ستاینه	trust	0.617
triumphant	بریالیتوب	trust	0.617
accord	تړون	trust	0.617
reassure	ډاډ ترلاسه کړئ	trust	0.617
truce	ټری	trust	0.617
thoughtful	فکر کوونکی	trust	0.617
teach	ښوونه	trust	0.617
god	خدای	trust	0.617
corroborate	تضمین	trust	0.617
believer	مومن	trust	0.617
unimpeachable	نامناسب	trust	0.617
surety	ډاډمن	trust	0.617
attentive	پاملرنه	trust	0.617
gospel	انجیل	trust	0.617
bedrock	بډروک	trust	0.617
approvement	تصویب	trust	0.617
planning	پلان جوړونه	trust	0.617
rational	منطقي	trust	0.617
passionate	حساس	trust	0.617
happy	خوشحاله	trust	0.609
babysitter	نرس	trust	0.609
brilliant	ښه	trust	0.609
praise	ستاینه	trust	0.609
definitive	باوري	trust	0.609
considerate	پام وړ	trust	0.609
patron	سرپرست	trust	0.609
scripture	کتاب	trust	0.609
heal	شفا	trust	0.609
praiseworthy	ستاینه	trust	0.609
steward	ډارېدل	trust	0.609
awareness	پوهاوی	trust	0.609
officer	افسر	trust	0.609
purification	پاکول	trust	0.609
excel	اېسلسل	trust	0.609
civilization	تمدن	trust	0.609
liking	خوښول	trust	0.609
comfort	آرامۍ	trust	0.609
magnificence	عظمت	trust	0.609
notary	یادښت	trust	0.609
progression	پرمختګ	trust	0.609
mediator	منځګړی	trust	0.609
blessings	برکتونه	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	سپارښتنه وکړئ	trust	0.609
brave	زړور	trust	0.602
experienced	تجربه	trust	0.602
steady	دوام لري	trust	0.602
enlightenment	روښانتیا	trust	0.602
brighten	روښانوي	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	بشپړ کړئ	trust	0.602
witness	شاهد	trust	0.602
humility	نیکمرغي	trust	0.602
sympathetic	زړه پورې	trust	0.602
helpful	ګټور	trust	0.602
symmetry	سمه	trust	0.602
unquestionable	ناجائز	trust	0.602
peace	سوله	trust	0.602
transcendence	انتقال	trust	0.602
serenity	سوله	trust	0.602
embrace	منډه	trust	0.602
inspired	هڅول	trust	0.602
mainstay	اصلي	trust	0.602
unconditional	بې شرطه	trust	0.602
guarded	ساتل شوی	trust	0.602
identify	پیژني	trust	0.602
marry	واده وکړئ	trust	0.594
grant	مرستې	trust	0.594
depend	پورې تړاو لري	trust	0.594
complimentary	معرفي کول	trust	0.594
spouse	ښځه	trust	0.594
tranquility	آرام	trust	0.594
vigilant	څارونکی	trust	0.594
ministry	وزارت	trust	0.594
fairly	عادلانه	trust	0.594
philanthropic	فلسفه	trust	0.594
openly	په ښکاره توګه	trust	0.594
generous	سخي	trust	0.594
strengthen	پیاوړي کول	trust	0.594
gratitude	مننه	trust	0.594
befriend	ملګري	trust	0.594
substantiate	ثابت کړئ	trust	0.594
praised	ستاینه وکړه	trust	0.594
admiral	ایڈمریل	trust	0.594
regent	راجستر	trust	0.594
sage	بابا	trust	0.594
assessment	ارزونه	trust	0.594
enlighten	روښانه کول	trust	0.594
eminence	اطمینان	trust	0.594
commendation	ستاینه	trust	0.594
efficient	اغېزمن	trust	0.594
nurse	نرس	trust	0.594
visionary	لیدلوری	trust	0.594
generosity	سخاوت	trust	0.594
vigilance	څارنه	trust	0.594
endowment	بندول	trust	0.594
council	شورا	trust	0.594
sweetheart	خواږه	trust	0.589
attest	تصدیق کوي	trust	0.586
prestige	وقار	trust	0.586
serene	سیرین	trust	0.586
unfailing	ناڅاپه	trust	0.586
testimony	شواهد	trust	0.586
checklist	چک لیست	trust	0.586
inheritance	میراث	trust	0.586
monk	بنده	trust	0.586
godly	خداي	trust	0.586
compliance	توافق	trust	0.586
rooted	لرې شوی	trust	0.586
constitutional	اساسي قانون	trust	0.586
conservation	ساتنه	trust	0.586
bylaw	د	trust	0.586
helper	مرسته کوونکی	trust	0.586
joyful	خوشحاله	trust	0.586
collectively	په ټولیزه توګه	trust	0.586
meritorious	ښکلی	trust	0.586
acclaim	تعریف	trust	0.586
diplomacy	ډیپلوماسۍ	trust	0.586
educational	زده کړه	trust	0.586
husbandry	خاوند	trust	0.586
share	شریک کړئ	trust	0.586
enjoying	خوند واخلئ	trust	0.586
firmness	ټینګښت	trust	0.586
convince	قانع کول	trust	0.586
designation	نقشه	trust	0.586
tribe	قوم	trust	0.586
victory	بریالیتوب	trust	0.586
magnificent	عالي	trust	0.586
lovely	ښکلی	trust	0.586
seniority	لوړ پوړی	trust	0.586
angelic	فرښته	trust	0.586
ambition	خوځښت	trust	0.586
father	پلار	trust	0.586
mate	ساتنه	trust	0.586
sobriety	سوریه	trust	0.586
revere	تکرار	trust	0.586
delegate	استازي	trust	0.586
navigator	نومونکی	trust	0.578
watchdog	څارونکی	trust	0.578
obey	اطاعت وکړئ	trust	0.578
cheerfulness	خوشحالی	trust	0.578
inviting	بلنه ورکول	trust	0.578
judge	قاضي	trust	0.578
irrefutable	ناباوره	trust	0.578
philanthropist	فلسفه پوه	trust	0.578
careful	محتاط	trust	0.578
communion	ټولنه	trust	0.578
coexisting	همغږۍ	trust	0.578
impartiality	بې پرېتوب	trust	0.578
unquestioned	بې باوره	trust	0.578
upright	سمه ده	trust	0.578
authoritative	مستند	trust	0.578
structural	جوړښت	trust	0.578
convinced	باور لري	trust	0.578
smile	خندا	trust	0.578
commandant	کمانډینټ	trust	0.578
dutiful	بې رحمه	trust	0.578
shelter	سرپناه	trust	0.578
revival	بیاکتنه	trust	0.578
professor	پروفیسور	trust	0.578
adore	خوښېږي	trust	0.578
legalized	قانوني	trust	0.578
punctual	وختی	trust	0.570
counsellor	سلاکار	trust	0.570
complement	بشپړ کول	trust	0.570
corroboration	سمبالښت	trust	0.570
immaculate	بې وزله	trust	0.570
relative	خپلوان	trust	0.570
apostle	رسول	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	نښلونکی	trust	0.570
insure	بیمه	trust	0.570
plausible	امکان لري	trust	0.570
consult	سلا مشوره	trust	0.570
modest	معمول	trust	0.570
measured	اندازه شوې	trust	0.570
pilot	پیلوټ	trust	0.570
collaborator	همکاران	trust	0.570
advise	مشوره	trust	0.570
cuddle	کڅوړه	trust	0.570
ordinance	قانون	trust	0.570
compass	کمپاس	trust	0.570
guide	لارښود	trust	0.570
everlasting	تل پاتې	trust	0.570
adhering	تعقیب	trust	0.570
determinate	مشخص کړئ	trust	0.570
heavenly	په جنت کې	trust	0.570
principal	پرنسپل	trust	0.570
abundance	کثرت	trust	0.570
matron	میډن	trust	0.570
unequivocal	ناباوره	trust	0.570
volunteers	رضاکاران	trust	0.570
pedigree	پیښه	trust	0.570
unquestionably	بې له شکه	trust	0.570
pertinent	نامتو	trust	0.562
devout	بښنه	trust	0.562
curable	وړ وړ	trust	0.562
