word	Igbo-ig	emotion	emotion-intensity-score
immovable	agbagha	trust	0.539
eager	chọsie ike	trust	0.539
aspiring	achọ	trust	0.539
obliging	iwu	trust	0.539
reinforcements	ike	trust	0.539
tantamount	dị ka ọ dị	trust	0.539
exalted	ebuli elu	trust	0.539
hospital	ụlọ ọgwụ	trust	0.531
retirement	ezumike nká	trust	0.531
strive	gbalịa	trust	0.531
edification	edozi	trust	0.531
candid	eziokwu	trust	0.531
deed	eme	trust	0.531
school	ụlọ akwụkwọ	trust	0.531
cradle	nwa	trust	0.531
transcript	transcript	trust	0.531
accompaniment	egwu egwu	trust	0.531
doubtless	obi abụọ adịghị ya	trust	0.531
rescue	nnaputa	trust	0.531
seal	akara	trust	0.531
expedient	ngwa ngwa	trust	0.531
ballot	nhoputa	trust	0.531
deliverance	nnapụta	trust	0.531
heavens	eluigwe	trust	0.531
fraternal	fraternal	trust	0.531
dependent	dabere	trust	0.531
answerable	ọ dị mma	trust	0.531
center	n'etiti	trust	0.531
analyst	nyocha	trust	0.531
firstborn	ọkpara	trust	0.531
bloom	oge ntoju	trust	0.531
inseparable	enweghị ike	trust	0.531
bride	nwunye	trust	0.531
evergreen	mgbe ọ bụla	trust	0.531
princely	onyeisi	trust	0.531
immunization	ọgwụ mgbochi	trust	0.531
refuge	ebe mgbaba	trust	0.531
verily	n'ezie	trust	0.531
omniscient	ihe omuma	trust	0.531
terms	okwu	trust	0.531
sponsor	onye nkwado	trust	0.531
approbation	nkwado	trust	0.527
correctness	ezi	trust	0.523
elevation	elu	trust	0.523
neighbor	onye agbata obi	trust	0.523
unbroken	unbroken	trust	0.523
countenance	ihu	trust	0.523
hug	hug	trust	0.523
nobility	mba	trust	0.523
paragon	paragon	trust	0.523
coronation	nyocha	trust	0.523
celebration	ememe	trust	0.523
graduation	ngụsị akwụkwọ	trust	0.523
commonwealth	obodo ndi mmadu	trust	0.523
dictionary	akwụkwọ ọkọwa okwu	trust	0.523
powerful	ike	trust	0.523
notable	ọwọrọiso	trust	0.523
account	akaụntụ	trust	0.523
winning	emeri	trust	0.523
honeymoon	ezumike nwa	trust	0.523
improvement	mma	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	ụkọchukwu	trust	0.523
ratify	dozie	trust	0.523
connoisseur	connoisseur	trust	0.523
award	award	trust	0.523
taught	kụziri	trust	0.523
adoration	eme ihe	trust	0.523
salutary	salutary	trust	0.523
captivate	adọta	trust	0.523
liberate	tọhapụ	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	mmetụta	trust	0.518
freely	n'efu	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amin	trust	0.516
reverie	na-agbanye	trust	0.516
organization	nzukọ	trust	0.516
framework	kpuchie	trust	0.516
sentinel	sentinel	trust	0.516
advent	abịa	trust	0.516
inform	kọọ	trust	0.516
committee	kọmitii	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	uche	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	enchanted	trust	0.516
formative	nhazi	trust	0.516
tribunal	ikpe ikpe	trust	0.516
association	mkpakọrịta	trust	0.516
remedy	Ngwọta	trust	0.516
credit	akwụ ụgwọ	trust	0.516
nobleman	ọgaranya	trust	0.516
predominant	buru ibu	trust	0.516
measure	tụọ	trust	0.516
perpetuity	na mgbe ebighi ebi	trust	0.516
fully	zuru oke	trust	0.516
deserve	kwesịrị	trust	0.516
tender	obi	trust	0.516
pray	kpee ekpere	trust	0.516
confession	nkwupụta	trust	0.516
management	njikwa	trust	0.516
volunteer	wepụtara onwe ya	trust	0.509
instruct	akụzi	trust	0.508
virgin	nwa agbọghọ	trust	0.508
constable	onye nche	trust	0.508
reward	ụgwọ ọrụ	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	oku	trust	0.508
policy	iwu	trust	0.508
confessional	nkwupụta	trust	0.508
savor	esi ísì ụtọ	trust	0.508
custodian	onye nlekọta	trust	0.508
vouch	ezoro	trust	0.508
tolerance	ndidi	trust	0.508
unsurpassed	enweghị atụ	trust	0.508
venerable	mara mma	trust	0.508
forgiving	agbaghara	trust	0.508
intact	emebibeghị	trust	0.508
diversity	di iche iche	trust	0.508
accolade	adalata	trust	0.508
philosopher	ọkà ihe ọmụma	trust	0.508
lieutenant	lieutenant	trust	0.508
shepherd	onye ọzụzụ atụrụ	trust	0.508
courtship	emekọrita	trust	0.508
sovereign	eze	trust	0.508
medical	ọgwụ	trust	0.508
housewife	nwunye nwanyị	trust	0.508
automatic	akpaka	trust	0.508
patronage	patronage	trust	0.508
enable	nwee ike	trust	0.508
admissible	nwere ike ime	trust	0.508
beautification	mma	trust	0.508
synchronize	mekọrịta	trust	0.500
info	Ama	trust	0.500
pontiff	pontiff	trust	0.500
retain	ejigide	trust	0.500
warden	warden	trust	0.500
majesty	ebube	trust	0.500
infallibility	enweghị ike	trust	0.500
guru	guru	trust	0.500
apologetic	na-arịọ arịrịọ	trust	0.500
darling	na-ahụ n'anya	trust	0.500
doctrine	ozizi	trust	0.500
related	metụtara	trust	0.500
treasure	akụ	trust	0.500
infinity	ebighi ebi	trust	0.500
romantic	ịhụnanya ịhụnanya	trust	0.500
optimist	eche echiche	trust	0.500
timing	oge	trust	0.500
undying	enweghị	trust	0.500
personal	onwe	trust	0.500
gateway	ọnụ ụzọ	trust	0.500
instruction	ntụziaka	trust	0.500
backer	onye nkwado	trust	0.500
watchful	nche	trust	0.500
badge	badge	trust	0.500
birth	amụ nwa	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	ezi ofufe	trust	0.500
indelible	enweghị ike	trust	0.500
superman	oke	trust	0.500
guard	nche	trust	0.500
vindication	nkwenye	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	ndụ	trust	0.500
constitute	mejupụtara	trust	0.492
jubilant	jubilant	trust	0.492
endow	onyinye	trust	0.492
improve	meziwanye	trust	0.492
contributor	onye inyeaka	trust	0.492
formality	iwu	trust	0.492
salute	kelee	trust	0.492
inevitable	na-apụghị izere ezere	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	na-arụ ọrụ	trust	0.492
grow	eto eto	trust	0.492
fellow	ibe	trust	0.492
popularity	ewu ewu	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	ọnụ ọnụ	trust	0.492
synonymous	dika okwu	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	ụka	trust	0.492
hardy	siri ike	trust	0.492
privy	nzuzo	trust	0.492
psalm	Abụ ọma	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	mma	trust	0.492
grandchildren	ụmụ ụmụ	trust	0.492
elegance	dị mma	trust	0.492
laudatory	akwukwo	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	ọdụ ụgbọ mmiri	trust	0.492
aspire	chọọ	trust	0.492
musical	egwu	trust	0.492
chairman	onye isi oche	trust	0.492
moderator	onye nhazi	trust	0.492
laudation	na-eto eto	trust	0.484
clean	dị ọcha	trust	0.484
arbiter	onye ikpe	trust	0.484
crowning	okpueze	trust	0.484
depth	omimi	trust	0.484
forecast	amụma	trust	0.484
colonel	colonel	trust	0.484
hire	akwụ ụgwọ	trust	0.484
found	chọtara	trust	0.484
armor	agha	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ọkacha mmasị	trust	0.484
voucher	ezi ego	trust	0.484
affection	ịhụnanya	trust	0.484
path	ụzọ	trust	0.484
referee	kọnye	trust	0.484
police	ndị uwe ojii	trust	0.484
countryman	mba	trust	0.484
romance	romance	trust	0.484
diagnosis	nchoputa	trust	0.484
concord	nkwekọrịta	trust	0.484
enjoy	enwe obi ụtọ	trust	0.484
ranger	nhazi	trust	0.484
confess	kwupụta	trust	0.484
income	ego	trust	0.484
assembly	mgbakọ	trust	0.484
sweet	ụtọ	trust	0.484
like	dị ka	trust	0.484
apologize	rịọ mgbaghara	trust	0.477
sermon	Ozizi	trust	0.477
pastor	pastọ	trust	0.477
matter	okwu	trust	0.477
glory	ebube	trust	0.477
lamb	nwa Atụrụ	trust	0.477
lover	hụrụ n'anya	trust	0.477
putative	putative	trust	0.477
expect	atụ anya	trust	0.477
purely	dị ọcha	trust	0.477
follow	soro	trust	0.477
parliament	nzuko omeiwu	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	akwalite akwụkwọ	trust	0.477
episcopal	episcopal	trust	0.477
veracity	eziokwu	trust	0.477
mathematical	mgbakọ na mwepụ	trust	0.477
frank	eziokwu	trust	0.477
policeman	onye uweojii	trust	0.477
word	okwu	trust	0.477
consul	nyocha	trust	0.477
landmark	ala	trust	0.477
calculator	calculator	trust	0.477
sterling	ọ bụ	trust	0.477
signature	mbinye aka	trust	0.477
votive	ịme ntuli aka	trust	0.477
preponderance	nkwenye	trust	0.477
sacrifice	uwa	trust	0.477
underwrite	debanye aha	trust	0.469
bridesmaid	nwa agbọghọ	trust	0.469
commission	ọrụ	trust	0.469
passion	agụụ	trust	0.469
prefer	ahọrọ	trust	0.469
recruits	ndị agha	trust	0.469
cashier	onye nkịtị	trust	0.469
judicious	ikpe	trust	0.469
immerse	mikpuo	trust	0.469
uncritical	enweghị ike	trust	0.469
effective	dị irè	trust	0.469
dove	nduru	trust	0.469
tutelage	tutelage	trust	0.469
associate	akpakọrịta	trust	0.469
flagship	ụdọ	trust	0.469
religion	okpukpe	trust	0.469
gain	uru	trust	0.469
instructor	onye nkuzi	trust	0.469
judgment	ikpe	trust	0.469
title	aha	trust	0.469
regal	regal	trust	0.469
author	onye edemede	trust	0.469
top	n'elu	trust	0.469
tribune	agbụrụ	trust	0.469
eagerness	ịnụ ọkụ n'obi	trust	0.469
marshal	marshal	trust	0.469
mighty	dike	trust	0.469
intended	ezubere	trust	0.469
capacity	ikike	trust	0.469
vicar	vicar	trust	0.469
partake	rie	trust	0.461
commerce	ahia	trust	0.461
magnetic	magnetik	trust	0.461
medal	nrite	trust	0.461
courier	onye ozi	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	debanye aha	trust	0.461
necessarily	dị mkpa	trust	0.461
lesson	nkuzi	trust	0.461
custody	njide	trust	0.461
moorings	akwa	trust	0.461
fortress	ebe siri ike	trust	0.461
aunt	nwanne mama m	trust	0.461
bank	ụlọ akụ	trust	0.461
theological	nkà mmụta okpukpe	trust	0.461
manage	jikwaa	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	ahia	trust	0.461
lifestyle	ebi ndụ	trust	0.461
consecration	nhazi	trust	0.461
admitted	kwetara	trust	0.461
crucial	dị oké mkpa	trust	0.461
cautious	kpachara anya	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	ndị nchụàjà	trust	0.461
attendant	onye na-eje ozi	trust	0.461
oblige	chie	trust	0.461
patriarchal	nna nna	trust	0.461
kitten	nwa nwa	trust	0.461
cathedral	katidral	trust	0.455
eagle	ugo	trust	0.453
puppy	nwa nkita	trust	0.453
present	ugbu a	trust	0.453
perceive	aghọta	trust	0.453
foresee	na-ahụ ụzọ	trust	0.453
governor	gọvanọ	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	ebe niile	trust	0.453
exchange	mgbanwe	trust	0.453
journeyman	njem	trust	0.453
laud	na-egwu	trust	0.453
chairwoman	onye nlekọta	trust	0.453
encomium	encomium	trust	0.453
strategist	onye nduzi	trust	0.453
dawn	ụtụtụ	trust	0.453
excited	obi ụtọ	trust	0.453
finally	n'ikpeazụ	trust	0.453
level	ọkwa	trust	0.453
chart	eserese	trust	0.453
oasis	oasis	trust	0.453
insulation	mkpuchi	trust	0.453
president	onyeisi oche	trust	0.453
deputy	onye osote	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	okwu	trust	0.445
formula	usoro	trust	0.445
operation	arụ ọrụ	trust	0.445
bridegroom	nwoke na-alụ nwanyị ọhụrụ	trust	0.445
lodging	ebe obibi	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	akwukwo	trust	0.445
impart	nye	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	nkwenye	trust	0.445
negotiate	kwurịta	trust	0.445
magnify	bulie	trust	0.445
chancellor	onye ndu	trust	0.445
crew	ndị ọrụ	trust	0.445
sensual	anụ ahụ	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	na-emebu	trust	0.445
asserting	ekwu	trust	0.445
chocolate	chocolate	trust	0.445
statistical	nchịkọta akụkọ	trust	0.445
lord	onyenwe	trust	0.445
exaltation	ebuli elu	trust	0.445
employ	eji	trust	0.445
orchestra	igwe egwu	trust	0.445
director	onye nduzi	trust	0.445
chemist	chemist	trust	0.445
remains	anọgide	trust	0.445
enliven	enliven	trust	0.445
sun	anyanwụ	trust	0.438
imagination	eche echiche	trust	0.438
comptroller	ego	trust	0.438
digit	nọmba	trust	0.438
cabinet	ụlọ	trust	0.438
emphasize	mesie ike	trust	0.438
atone	atone	trust	0.438
inauguration	nraranye	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elu	trust	0.438
governess	governess	trust	0.438
tandem	akpọrọ	trust	0.438
conveyancing	na-edozi	trust	0.438
arbitrator	onye ikpe	trust	0.438
oracle	okwu ọnụ	trust	0.438
economy	akụ na ụba	trust	0.438
elect	ahọrọ	trust	0.438
villager	obodo	trust	0.438
fate	aka	trust	0.438
exhaustive	na-agwụ ike	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	onye nhazi	trust	0.438
conformity	nkwekọrịta	trust	0.438
grammar	grammar	trust	0.430
disclosed	mara	trust	0.430
persuade	kwenye	trust	0.430
compact	kọmpat	trust	0.430
rule	ọchịchị	trust	0.430
deacon	Diakọn	trust	0.430
impressionable	dị mma	trust	0.430
cop	cop	trust	0.430
neutrality	nnọpụiche	trust	0.430
pay	akwụ ụgwọ	trust	0.430
bridal	alụmdi na nwunye	trust	0.430
wealth	akụnụba	trust	0.430
base	isi	trust	0.430
errand	ozi	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	ike	trust	0.430
estimable	mara mma	trust	0.430
lender	onye na-agbazinye ego	trust	0.430
sentry	odidi	trust	0.430
invite	kpọọ	trust	0.430
circle	gburugburu	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	kwụọ ụgwọ	trust	0.430
resources	ihe onwunwe	trust	0.430
blanket	blanket	trust	0.430
occupant	onye bi	trust	0.430
bequest	njide	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	gụọ	trust	0.430
hail	akụ mmiri ígwé	trust	0.430
playful	egwu egwu	trust	0.430
simplify	mee mfe	trust	0.430
differential	iche	trust	0.430
utopian	utopian	trust	0.430
parish	Paris	trust	0.422
sing	na-abụ abụ	trust	0.422
dominion	achị	trust	0.422
dealings	arụ ọrụ	trust	0.422
theocratic	ọchịchị Chineke	trust	0.422
shopkeeper	onye na-ere ahịa	trust	0.422
accountant	akaụntụ	trust	0.422
forum	nzuko	trust	0.422
fixed	edozi	trust	0.422
eulogize	eme	trust	0.422
diary	ederede	trust	0.422
intend	ezubere	trust	0.422
supplication	arịọsi arịrịọ ike	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	na-amụ	trust	0.422
continue	gaa n'ihu	trust	0.422
antiseptic	antiseptic	trust	0.422
perennial	perennial	trust	0.422
primer	mmalite	trust	0.422
enablement	ikike	trust	0.422
respite	oge	trust	0.422
assignee	onye agha	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	ahia	trust	0.422
travel	njem	trust	0.422
probity	nkwuwa okwu	trust	0.422
axiom	axiom	trust	0.422
maintenance	ndozi	trust	0.422
reconsideration	nyochaghachi	trust	0.422
treat	emeso	trust	0.422
truss	akpata	trust	0.422
hymn	abụ	trust	0.422
supremacy	elu	trust	0.422
athlete	onye na-eme egwuregwu	trust	0.414
cogent	ego	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	jee ozi	trust	0.414
incline	adalata	trust	0.414
trainer	onye nkuzi	trust	0.414
choir	choir	trust	0.414
preservative	onye nche	trust	0.414
kudos	kudos	trust	0.414
cash	ego	trust	0.414
gazette	gafere	trust	0.414
akin	akin	trust	0.414
amortization	amortization	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	onye nta akụkọ	trust	0.414
salary	ụgwọ	trust	0.414
offering	onyinye	trust	0.414
leap	zoo	trust	0.414
transaction	azụmahịa	trust	0.414
privilege	ohere	trust	0.414
consort	agụ	trust	0.414
rapt	rapt	trust	0.414
commodore	mma	trust	0.414
conglomerate	conglomerate	trust	0.414
synod	synod	trust	0.414
deference	ekele	trust	0.414
labor	arụ ọrụ	trust	0.414
gate	Ọnụ ụzọ	trust	0.414
routine	eme ihe	trust	0.414
luxury	okomoko	trust	0.406
tree	osisi	trust	0.406
legislator	ome iwu	trust	0.406
executor	executor	trust	0.406
leisure	ezumike	trust	0.406
system	usoro	trust	0.406
fitting	kwesịrị ekwesị	trust	0.406
trophy	agha	trust	0.406
nation	mba	trust	0.406
glorify	otuto	trust	0.406
linguist	asụsụ	trust	0.406
extol	elu	trust	0.406
dermatologist	ọkachamara n'ihe banyere ọgwụ	trust	0.406
judged	ekpe ikpe	trust	0.406
sanction	ikike	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	reimbursement	trust	0.406
patrol	onye nlekọta	trust	0.406
abacus	abacus	trust	0.406
radar	radar	trust	0.406
budget	mmefu ego	trust	0.406
deluxe	deluxe	trust	0.398
intense	ike	trust	0.398
explain	kọwaa	trust	0.398
gentry	gentry	trust	0.398
quaint	dị mma	trust	0.398
parietal	ego	trust	0.398
barter	na-achọ	trust	0.398
pursue	gbasoro	trust	0.398
clearance	nnyefe	trust	0.398
popular	ewu ewu	trust	0.398
ground	ala	trust	0.398
depository	nkwụnye ego	trust	0.398
journalism	akuko	trust	0.398
electorate	oke aka	trust	0.398
climax	oke	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	enwu	trust	0.398
yearning	agụụ	trust	0.398
neutral	anọpụ iche	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	akwu	trust	0.398
clan	ezinụlọ	trust	0.398
merchandise	ahia	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	ígwè	trust	0.398
eulogy	eulogy	trust	0.398
accounts	akaụntụ	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	ịnyịnya	trust	0.391
gay	nwoke nwere mmasị nwoke	trust	0.391
usher	weher	trust	0.391
paean	dị ọcha	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	kpakpando	trust	0.391
recline	kwusie ike	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	ịrịọ arịrịọ	trust	0.391
escort	escort	trust	0.391
cube	cube	trust	0.391
follower	eso ụzọ	trust	0.391
armory	ngwá agha	trust	0.391
surrogate	na-arụ ọrụ	trust	0.391
baggage	Akpa	trust	0.391
downright	ezi	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	ozi	trust	0.391
grin	egwu	trust	0.391
translation	nsụgharị	trust	0.391
deal	eme	trust	0.391
lean	dabere	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	aha	trust	0.383
fortune	uba	trust	0.383
series	usoro	trust	0.383
crisp	kpụ ọkụ n'ọnụ	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	ịpụ	trust	0.383
leaning	ntinye	trust	0.383
larger	ibu	trust	0.383
possess	nwere	trust	0.383
gage	egwu	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	bounty	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	mmezi	trust	0.383
culinary	ihe oriri	trust	0.383
faculty	ngalaba	trust	0.383
clapping	na-akụchi	trust	0.375
general	izugbe	trust	0.375
sex	mmekọahụ	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	onye nyocha	trust	0.375
confederate	njedebe	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	esemokwu	trust	0.375
bouquet	bouquet	trust	0.375
adjust	gbanwee	trust	0.375
cover	mkpuchi	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	ihe nkiri	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	wepụ	trust	0.367
knickers	ndị ọkpụkpụ	trust	0.367
garrison	agha	trust	0.367
dogma	nkwenye	trust	0.367
microscope	microscope	trust	0.367
senate	Senate	trust	0.367
nestle	nestle	trust	0.367
dolphin	dolphin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	mmiri	trust	0.367
marrow	ụba	trust	0.367
bargain	ahia	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	cosmopolitan	trust	0.367
bailiff	kotima	trust	0.367
pretty	mara mma	trust	0.367
swell	gbanye	trust	0.367
superstar	nnukwu mma	trust	0.367
throne	ocheeze	trust	0.367
collateral	nkwenye	trust	0.367
homosexual	nwoke idina nwoke	trust	0.367
manual	ntuziaka	trust	0.367
magnet	magnet	trust	0.367
periodicity	oge oge	trust	0.367
green	akwụkwọ ndụ akwụkwọ ndụ	trust	0.359
eulogium	mgbakọ	trust	0.359
phalanx	phalanx	trust	0.359
money	ego	trust	0.359
mortgagee	na-akwụ ụgwọ	trust	0.359
roadster	roadster	trust	0.359
vulnerable	adịghị ike	trust	0.359
lettered	ndetu	trust	0.359
circumstances	ọnọdụ	trust	0.359
boomerang	boomerang	trust	0.359
privileged	ohere	trust	0.359
promo	nkwenye	trust	0.359
calls	oku	trust	0.359
maxim	ọnụ	trust	0.359
fender	ụda	trust	0.359
fade	fade	trust	0.359
stark	dị mma	trust	0.359
footing	ịzọ ụkwụ	trust	0.359
dance	agba egwú	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	ugbo	trust	0.352
rave	eme	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
