word	Yoruba-yo	emotion	emotion-intensity-score
share	ipin	trust	0.586
enjoying	gbigbadun	trust	0.586
firmness	imurasilẹ	trust	0.586
convince	ṣe idaniloju	trust	0.586
designation	orukọ rẹ	trust	0.586
tribe	ẹyà	trust	0.586
victory	ìṣẹgun	trust	0.586
magnificent	nkanigbega	trust	0.586
lovely	ẹlẹwà	trust	0.586
seniority	agbalagba	trust	0.586
angelic	angeli	trust	0.586
ambition	okanjuwa	trust	0.586
father	baba	trust	0.586
mate	mate	trust	0.586
sobriety	Sobriety	trust	0.586
revere	oju	trust	0.586
delegate	aṣoju	trust	0.586
navigator	navigator	trust	0.578
watchdog	ajafitafita	trust	0.578
obey	gbọràn	trust	0.578
cheerfulness	idunnu	trust	0.578
inviting	pe pe	trust	0.578
judge	adajo	trust	0.578
irrefutable	alaafia	trust	0.578
philanthropist	olutọju oluranlowo	trust	0.578
careful	ṣọra	trust	0.578
communion	communion	trust	0.578
coexisting	n ṣopọ pẹlu	trust	0.578
impartiality	laisi ojukokoro	trust	0.578
unquestioned	laisi idaniloju	trust	0.578
upright	pipe	trust	0.578
authoritative	aṣẹ	trust	0.578
structural	ipilẹ	trust	0.578
convinced	gbagbọ	trust	0.578
smile	aririn	trust	0.578
commandant	alakoso	trust	0.578
dutiful	alaafia	trust	0.578
shelter	ohun koseemani	trust	0.578
revival	isoji	trust	0.578
professor	Ojogbon	trust	0.578
adore	fẹran	trust	0.578
legalized	ti ṣe ofin	trust	0.578
punctual	punctual	trust	0.570
counsellor	Oludamoran	trust	0.570
complement	iranlowo	trust	0.570
corroboration	atunse	trust	0.570
immaculate	immaculate	trust	0.570
relative	ojulumo	trust	0.570
apostle	Aposteli	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	Asopọmọra	trust	0.570
insure	isoturo	trust	0.570
plausible	o ṣeeṣe	trust	0.570
consult	alakoso	trust	0.570
modest	iwonba	trust	0.570
measured	tiwọn	trust	0.570
pilot	awaoko	trust	0.570
collaborator	alabaṣepọ	trust	0.570
advise	imọran	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	ilana	trust	0.570
compass	Kompasi	trust	0.570
guide	itọsọna	trust	0.570
everlasting	ayeraye	trust	0.570
adhering	adhering	trust	0.570
determinate	ti pari	trust	0.570
heavenly	ọrun	trust	0.570
principal	akọkọ	trust	0.570
abundance	ọpọlọpọ	trust	0.570
matron	matron	trust	0.570
unequivocal	lainidi	trust	0.570
volunteers	awọn iyọọda	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	laiseaniani	trust	0.570
pertinent	bamu	trust	0.562
devout	olufokansin	trust	0.562
curable	curable	trust	0.562
insight	oye	trust	0.562
congregation	ijọ	trust	0.562
admit	gba	trust	0.562
pleasant	dídùn	trust	0.562
vigorous	lagbara	trust	0.562
fort	odi	trust	0.562
remarkable	iyanu	trust	0.562
content	akoonu	trust	0.562
spotless	spotless	trust	0.562
uplift	igbiyanju	trust	0.562
compensate	san owo san	trust	0.562
lovemaking	ife ife	trust	0.562
jury	ijomitoro	trust	0.562
jurist	amofin	trust	0.562
soothing	õrùn	trust	0.562
ordination	igbasilẹ	trust	0.562
cohesion	Iṣọkan	trust	0.562
frankness	otitọ	trust	0.562
strong	lagbara	trust	0.562
miracle	iyanu	trust	0.562
concordance	ni ibamu	trust	0.562
applaud	fọwọ si	trust	0.562
prize	joju	trust	0.562
apostolic	Aposteli	trust	0.562
succeeding	ṣe aṣeyọri	trust	0.562
vitality	pataki	trust	0.562
treasurer	oluṣowo	trust	0.562
save	fi	trust	0.562
earn	jo'gun	trust	0.562
midwife	agbẹbi	trust	0.555
discretion	lakaye	trust	0.555
worship	ijosin	trust	0.555
constant	igbakan	trust	0.555
foresight	titọju	trust	0.555
vote	Idibo	trust	0.555
cultivate	cultivate	trust	0.555
impartial	lainidii	trust	0.555
illumination	itanna	trust	0.555
ambulance	ọkọ alaisan	trust	0.555
privacy	ìpamọ	trust	0.555
succeed	aseyori	trust	0.555
providing	pese	trust	0.555
veteran	oniwosan	trust	0.555
patience	sũru	trust	0.555
prophet	woli	trust	0.555
coach	ẹlẹsin	trust	0.555
intuition	intuition	trust	0.555
reconciliation	ijaja	trust	0.555
defender	olugbeja	trust	0.555
coalesce	olukọni	trust	0.555
mediate	mediate	trust	0.555
precedence	iṣaaju	trust	0.555
congruence	agbara	trust	0.555
buddy	ore	trust	0.555
reunion	isopọpọ	trust	0.555
restorative	isọdọtun	trust	0.555
destined	ti pinnu	trust	0.555
physicist	physikist	trust	0.555
influential	gbaju agbara	trust	0.555
exalt	gbega	trust	0.555
greatness	titobi	trust	0.555
inclusion	ifisi	trust	0.555
auditor	agbanisiran	trust	0.555
meditate	ṣe àṣàrò	trust	0.555
betrothed	ti gba ẹjọ	trust	0.555
proud	gberaga	trust	0.547
provide	pese	trust	0.547
conciliation	conciliation	trust	0.547
ancestral	ancestral	trust	0.547
liberty	ominira	trust	0.547
durable	ti o tọ	trust	0.547
impenetrable	ko ṣe pataki	trust	0.547
prudent	ọlọgbọn	trust	0.547
invocation	epe	trust	0.547
engaging	mimu	trust	0.547
statement	gbólóhùn	trust	0.547
rejoice	yọ	trust	0.547
cheer	idunnu	trust	0.547
eyewitness	afọju	trust	0.547
prevalent	wọpọ	trust	0.547
securities	awọn sikioriti	trust	0.547
friendly	ore	trust	0.547
salvation	igbala	trust	0.547
independence	ominira	trust	0.547
govern	iṣakoso	trust	0.547
forgive	dariji	trust	0.547
commanding	paṣẹ	trust	0.547
convent	convent	trust	0.547
reinforcement	atilẹyin	trust	0.547
law	ofin	trust	0.547
registry	iforukọsilẹ	trust	0.547
temperate	temperate	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	imurasilẹ	trust	0.547
heritage	ohun ini	trust	0.547
chronicle	akosile	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	akopọ	trust	0.539
institute	ile-iṣẹ	trust	0.539
applause	gbigbẹ	trust	0.539
architecture	akọọlẹ	trust	0.539
obvious	kedere	trust	0.539
recovery	imularada	trust	0.539
inimitable	inimitable	trust	0.539
relevant	ti o yẹ	trust	0.539
responsive	idahun	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	awọn ilana	trust	0.539
define	setumo	trust	0.539
delightful	didùn	trust	0.539
antidote	antidote	trust	0.539
admitting	gbigba	trust	0.539
psalms	psalmu	trust	0.539
stamina	agbara	trust	0.539
majority	topoju	trust	0.539
inoculation	inoculation	trust	0.539
perfect	pipe	trust	0.539
obedience	ìgbọràn	trust	0.539
memorable	to ṣe iranti	trust	0.539
chastity	iwa-aiwa	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	deedee	trust	0.539
forefathers	awọn baba	trust	0.539
immovable	aiṣedede	trust	0.539
eager	ni itara	trust	0.539
aspiring	aspiring	trust	0.539
obliging	rọwọ	trust	0.539
reinforcements	awọn imudaniloju	trust	0.539
tantamount	bibẹrẹ	trust	0.539
exalted	gbega	trust	0.539
hospital	iwosan	trust	0.531
retirement	feyinti	trust	0.531
strive	gbìyànjú	trust	0.531
edification	idasilẹ	trust	0.531
candid	olootu	trust	0.531
deed	iṣe iṣe	trust	0.531
school	ile-iwe	trust	0.531
cradle	jojolo	trust	0.531
transcript	tiransikiripiti	trust	0.531
accompaniment	igbasilẹ	trust	0.531
doubtless	laiseaniani	trust	0.531
rescue	igbala	trust	0.531
seal	Igbẹhin	trust	0.531
expedient	ṣafani	trust	0.531
ballot	iwe idibo	trust	0.531
deliverance	igbala	trust	0.531
heavens	ọrun	trust	0.531
fraternal	fraternal	trust	0.531
dependent	ti o gbẹkẹle	trust	0.531
answerable	alaafia	trust	0.531
center	aarin	trust	0.531
analyst	Oluyanju	trust	0.531
firstborn	akọbi	trust	0.531
bloom	Bloom	trust	0.531
inseparable	ti a ko le pin	trust	0.531
bride	iyawo	trust	0.531
evergreen	evergreen	trust	0.531
princely	ọmọ ọba	trust	0.531
immunization	ajesara	trust	0.531
refuge	ibi aabo	trust	0.531
verily	nitõtọ	trust	0.531
omniscient	omniscient	trust	0.531
terms	awọn ofin	trust	0.531
sponsor	onigbowo	trust	0.531
approbation	approbation	trust	0.527
correctness	atunse	trust	0.523
elevation	igbega	trust	0.523
neighbor	aladugbo	trust	0.523
unbroken	unbroken	trust	0.523
countenance	oju oju	trust	0.523
hug	Fọra	trust	0.523
nobility	ipo-aṣẹ	trust	0.523
paragon	paragon	trust	0.523
coronation	iṣọkan	trust	0.523
celebration	ajoyo	trust	0.523
graduation	ipari ẹkọ	trust	0.523
commonwealth	wọpọ	trust	0.523
dictionary	iwe-itumọ	trust	0.523
powerful	lagbara	trust	0.523
notable	ohun akiyesi	trust	0.523
account	iroyin	trust	0.523
winning	gba	trust	0.523
honeymoon	Ijẹfaaji tọkọtaya	trust	0.523
improvement	ilọsiwaju	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	alakoso	trust	0.523
ratify	ratify	trust	0.523
connoisseur	connoisseur	trust	0.523
award	eye	trust	0.523
taught	kọwa	trust	0.523
adoration	idunnu	trust	0.523
salutary	salutary	trust	0.523
captivate	ṣe pataki	trust	0.523
liberate	ominira	trust	0.523
unimpeached	unaspeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	rilara	trust	0.518
freely	larọwọto	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amin	trust	0.516
reverie	pada	trust	0.516
organization	agbari	trust	0.516
framework	ilana	trust	0.516
sentinel	sentinel	trust	0.516
advent	dide	trust	0.516
inform	sọ fun	trust	0.516
committee	igbimọ igbimọ	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	oninu	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	enchanted	trust	0.516
formative	formative	trust	0.516
tribunal	ile-ẹjọ	trust	0.516
association	ajọṣepọ	trust	0.516
remedy	atunṣe	trust	0.516
credit	gbese	trust	0.516
nobleman	ọlọlá	trust	0.516
predominant	Pupọ	trust	0.516
measure	iwọn	trust	0.516
perpetuity	nigbagbogbo	trust	0.516
fully	ni kikun	trust	0.516
deserve	balau	trust	0.516
tender	tutu	trust	0.516
pray	gbadura	trust	0.516
confession	ijewo	trust	0.516
management	isakoso	trust	0.516
volunteer	iyọọda	trust	0.509
instruct	ẹkọ	trust	0.508
virgin	wundia	trust	0.508
constable	ẹru	trust	0.508
reward	ère	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	alufa	trust	0.508
policy	eto imulo	trust	0.508
confessional	ẹri	trust	0.508
savor	savor	trust	0.508
custodian	aṣoju	trust	0.508
vouch	ẹri	trust	0.508
tolerance	ifarada	trust	0.508
unsurpassed	unurpassed	trust	0.508
venerable	ti o pọju	trust	0.508
forgiving	dariji	trust	0.508
intact	papọ	trust	0.508
diversity	oniruuru	trust	0.508
accolade	accolade	trust	0.508
philosopher	akọye	trust	0.508
lieutenant	alakoso	trust	0.508
shepherd	oluṣọ-agutan	trust	0.508
courtship	ajọṣepọ	trust	0.508
sovereign	ọba	trust	0.508
medical	egbogi	trust	0.508
housewife	Iyawo ile	trust	0.508
automatic	laifọwọyi	trust	0.508
patronage	patronage	trust	0.508
enable	jẹki	trust	0.508
admissible	o ṣee ṣe	trust	0.508
beautification	beautification	trust	0.508
synchronize	muṣiṣẹ pọ	trust	0.500
info	Alaye	trust	0.500
pontiff	pontiff	trust	0.500
retain	idaduro	trust	0.500
warden	oluṣọ	trust	0.500
majesty	ọlanla	trust	0.500
infallibility	ailagbara	trust	0.500
guru	Guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	fẹrin	trust	0.500
doctrine	ẹkọ	trust	0.500
related	ibatan	trust	0.500
treasure	iṣura	trust	0.500
infinity	ailopin	trust	0.500
romantic	romantic	trust	0.500
optimist	optimist	trust	0.500
timing	akoko akoko	trust	0.500
undying	laisi	trust	0.500
personal	ti ara ẹni	trust	0.500
gateway	ẹnu-ọna	trust	0.500
instruction	ẹkọ	trust	0.500
backer	Olugbehin	trust	0.500
watchful	wiwo	trust	0.500
badge	badge	trust	0.500
birth	ibimọ	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	olooot]	trust	0.500
indelible	indelible	trust	0.500
superman	Superman	trust	0.500
guard	ẹṣọ	trust	0.500
vindication	iṣeduro	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	laaye	trust	0.500
constitute	jẹ	trust	0.492
jubilant	jubilant	trust	0.492
endow	ipese	trust	0.492
improve	ṣatunṣe	trust	0.492
contributor	olùkópa	trust	0.492
formality	iṣẹ-ṣiṣe	trust	0.492
salute	O ṣeun	trust	0.492
inevitable	eyiti ko	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	ohun elo	trust	0.492
grow	dagba	trust	0.492
fellow	ẹlẹgbẹ	trust	0.492
popularity	gbaye-gbale	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	agbẹnusọ	trust	0.492
synonymous	bakannaa	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	ijo	trust	0.492
hardy	hardy	trust	0.492
privy	privy	trust	0.492
psalm	Orin	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	ifamọra	trust	0.492
grandchildren	omo omo	trust	0.492
elegance	didara	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	Sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	abo	trust	0.492
aspire	bori	trust	0.492
musical	orin orin	trust	0.492
chairman	alaga	trust	0.492
moderator	alakoso	trust	0.492
laudation	gbigbọn	trust	0.484
clean	o mọ	trust	0.484
arbiter	alagbawi	trust	0.484
crowning	crowning	trust	0.484
depth	ijinle	trust	0.484
forecast	asọtẹlẹ	trust	0.484
colonel	colonel	trust	0.484
hire	ọwẹ	trust	0.484
found	ri	trust	0.484
armor	ihamọra	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ayanfẹ	trust	0.484
voucher	iwe-ẹri owo	trust	0.484
affection	ifẹ	trust	0.484
path	ọna	trust	0.484
referee	aṣoju	trust	0.484
police	olopa	trust	0.484
countryman	countryman	trust	0.484
romance	fifehan	trust	0.484
diagnosis	okunfa	trust	0.484
concord	concord	trust	0.484
enjoy	gbadun	trust	0.484
ranger	oluwa	trust	0.484
confess	jẹwọ	trust	0.484
income	owo oya	trust	0.484
assembly	apejọ	trust	0.484
sweet	dun	trust	0.484
like	bi	trust	0.484
apologize	gafara	trust	0.477
sermon	Iwaasu	trust	0.477
pastor	Aguntan	trust	0.477
matter	ọrọ	trust	0.477
glory	ogo	trust	0.477
lamb	ọdọ aguntan	trust	0.477
lover	olufẹ	trust	0.477
putative	putative	trust	0.477
expect	reti	trust	0.477
purely	laisi	trust	0.477
follow	tẹle	trust	0.477
parliament	ile asofin	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nọsìrì	trust	0.477
episcopal	episcopal	trust	0.477
veracity	otitọ	trust	0.477
mathematical	mathematiki	trust	0.477
frank	otitọ	trust	0.477
policeman	olopa	trust	0.477
word	ọrọ	trust	0.477
consul	oluwa	trust	0.477
landmark	ala ilẹ	trust	0.477
calculator	iṣiroye	trust	0.477
sterling	ọdun mẹta	trust	0.477
signature	Ibuwọlu	trust	0.477
votive	idibo	trust	0.477
preponderance	ijaniloju	trust	0.477
sacrifice	ẹbọ	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	iyawobinrin	trust	0.469
commission	Igbimo	trust	0.469
passion	ife gidigidi	trust	0.469
prefer	fẹ	trust	0.469
recruits	recruits	trust	0.469
cashier	owo-owo	trust	0.469
judicious	idajọ	trust	0.469
immerse	tẹmi	trust	0.469
uncritical	aibikita	trust	0.469
effective	doko	trust	0.469
dove	Eye Adaba	trust	0.469
tutelage	tutelage	trust	0.469
associate	jọ	trust	0.469
flagship	flagship	trust	0.469
religion	esin	trust	0.469
gain	ere	trust	0.469
instructor	oluko	trust	0.469
judgment	idajọ	trust	0.469
title	akole	trust	0.469
regal	regal	trust	0.469
author	onkowe	trust	0.469
top	oke	trust	0.469
tribune	ọmọ-ogun	trust	0.469
eagerness	itara	trust	0.469
marshal	alakoso	trust	0.469
mighty	alagbara	trust	0.469
intended	ti a pinnu	trust	0.469
capacity	agbara	trust	0.469
vicar	Vicar	trust	0.469
partake	ṣe alabapin	trust	0.461
commerce	iṣowo	trust	0.461
magnetic	ti o ṣe	trust	0.461
medal	agbalagba	trust	0.461
courier	Oluranse	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	fi orukọ silẹ	trust	0.461
necessarily	dandan	trust	0.461
lesson	ẹkọ	trust	0.461
custody	ihamọ	trust	0.461
moorings	awọn isinmi	trust	0.461
fortress	odi	trust	0.461
aunt	aunt	trust	0.461
bank	ifowo pamo	trust	0.461
theological	imq	trust	0.461
manage	ṣakoso awọn	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	isowo	trust	0.461
lifestyle	igbesi aye	trust	0.461
consecration	ifi-ara-mimọ	trust	0.461
admitted	gbawọ	trust	0.461
crucial	pataki	trust	0.461
cautious	ṣọra	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	alufaa	trust	0.461
attendant	aṣoju	trust	0.461
oblige	di dandan	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	ọmọ ologbo	trust	0.461
cathedral	Katidira	trust	0.455
eagle	idì	trust	0.453
puppy	puppy	trust	0.453
present	bayi	trust	0.453
perceive	woye	trust	0.453
foresee	foresee	trust	0.453
governor	bãlẹ	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	ibi ti o wọpọ	trust	0.453
exchange	paṣipaarọ	trust	0.453
journeyman	journeyman	trust	0.453
laud	dun	trust	0.453
chairwoman	alaga alaga	trust	0.453
encomium	encomium	trust	0.453
strategist	strategist	trust	0.453
dawn	owurọ	trust	0.453
excited	yiya	trust	0.453
finally	nipari	trust	0.453
level	ipele	trust	0.453
chart	chart	trust	0.453
oasis	oasis	trust	0.453
insulation	idabobo	trust	0.453
president	Aare	trust	0.453
deputy	igbakeji	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	akẹkọ	trust	0.445
formula	agbekalẹ	trust	0.445
operation	iṣẹ	trust	0.445
bridegroom	ọkọ iyawo	trust	0.445
lodging	Ibugbe	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	gedegbe	trust	0.445
impart	kọ	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	iyọọda	trust	0.445
negotiate	ṣe idunadura	trust	0.445
magnify	gbega	trust	0.445
chancellor	chancellor	trust	0.445
crew	atuko	trust	0.445
sensual	ti ara ẹni	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	ibùgbé	trust	0.445
asserting	jẹwọ	trust	0.445
chocolate	chocolate	trust	0.445
statistical	iṣiro-iṣiro	trust	0.445
lord	oluwa	trust	0.445
exaltation	igbega	trust	0.445
employ	lo	trust	0.445
orchestra	Ẹgbẹ onilu	trust	0.445
director	oludari	trust	0.445
chemist	Oniwosan	trust	0.445
remains	si maa wa	trust	0.445
enliven	enliven	trust	0.445
sun	oorun	trust	0.438
imagination	oju inu	trust	0.438
comptroller	comptroller	trust	0.438
digit	nọmba	trust	0.438
cabinet	ile igbimọ	trust	0.438
emphasize	fi rinlẹ	trust	0.438
atone	atone	trust	0.438
inauguration	ipilẹṣẹ	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	Gbajumo	trust	0.438
governess	governess	trust	0.438
tandem	kẹkẹ-ara	trust	0.438
conveyancing	imuduro	trust	0.438
arbitrator	alakoso	trust	0.438
oracle	ọrọ ẹnu	trust	0.438
economy	aje	trust	0.438
elect	ayanfẹ	trust	0.438
villager	abule ilu	trust	0.438
fate	ayanmọ	trust	0.438
exhaustive	mimu	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	Butler	trust	0.438
conformity	ibamu	trust	0.438
grammar	kaakiri	trust	0.430
disclosed	ti a sọ	trust	0.430
persuade	ṣe igbesiyanju	trust	0.430
compact	iwapọ	trust	0.430
rule	ofin	trust	0.430
deacon	deacon	trust	0.430
impressionable	iyanu	trust	0.430
cop	cop	trust	0.430
neutrality	Idaabobo	trust	0.430
pay	sanwo	trust	0.430
bridal	Bridal	trust	0.430
wealth	oro	trust	0.430
base	ipilẹ	trust	0.430
errand	errand	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	alakikanju	trust	0.430
estimable	nkan ti o jẹ	trust	0.430
lender	ayanilowo	trust	0.430
sentry	sentry	trust	0.430
invite	pe	trust	0.430
circle	Circle	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	san	trust	0.430
resources	awọn ohun elo	trust	0.430
blanket	ibora	trust	0.430
occupant	ti o jẹ oluṣe	trust	0.430
bequest	ijabọ	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	ka	trust	0.430
hail	yinyin	trust	0.430
playful	playful	trust	0.430
simplify	simplify	trust	0.430
differential	iyatọ	trust	0.430
utopian	utopian	trust	0.430
parish	Parish	trust	0.422
sing	kọrin	trust	0.422
dominion	ijọba	trust	0.422
dealings	awọn iṣowo	trust	0.422
theocratic	ijọba	trust	0.422
shopkeeper	oniṣowo	trust	0.422
accountant	Oniṣiro	trust	0.422
forum	apero	trust	0.422
fixed	ti o wa titi	trust	0.422
eulogize	Eulogize	trust	0.422
diary	iwe ito iṣẹlẹ	trust	0.422
intend	fẹ	trust	0.422
supplication	adura	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	olukọni	trust	0.422
continue	tẹsiwaju	trust	0.422
antiseptic	apakokoro	trust	0.422
perennial	perennial	trust	0.422
primer	alakoko	trust	0.422
enablement	ṣiṣẹda	trust	0.422
respite	isinmi	trust	0.422
assignee	oluṣowo	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	iṣowo	trust	0.422
