word	Hawaiian-haw	emotion	emotion-intensity-score
scorpion	wiona	surprise	0.523
victimized	ka mea i hanaʻia	surprise	0.523
liberate	hoʻokuʻu	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	'ānō	surprise	0.516
tickle	ka piko	surprise	0.516
chance	loaʻa	surprise	0.516
howl	howl	surprise	0.516
swerve	hoʻoponopono	surprise	0.508
reflex	hoʻopiʻi	surprise	0.508
rave	hana	surprise	0.508
pop	pop	surprise	0.508
luck	pōkole	surprise	0.508
magnificent	nui	surprise	0.508
transcendence	ka transcendence	surprise	0.508
garish	mālama	surprise	0.508
unintentionally	me kaʻikeʻole	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ʻikeʻole	surprise	0.500
marvelous	he kupaianaha	surprise	0.500
heroic	heroic	surprise	0.500
remarkable	nā mea kupaianaha	surprise	0.500
fainting	ʻehaʻeha	surprise	0.500
slayer	pepehi kanaka	surprise	0.500
erotic	kūleʻa	surprise	0.500
enliven	enliven	surprise	0.500
alertness	ʻike	surprise	0.500
misbehavior	hewa	surprise	0.500
embarrassment	hilahila	surprise	0.500
diversion	pio	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	ka hoʻoulu	surprise	0.492
trump	kani	surprise	0.492
decoy	hoʻoponopono	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	pākuʻi	surprise	0.492
birthday	lā hānau	surprise	0.492
greatness	nui	surprise	0.492
zeal	ikaika	surprise	0.484
prick	prick	surprise	0.484
magician	ka mea kilokilo	surprise	0.484
underestimate	ʻikeʻole	surprise	0.484
horde	horde	surprise	0.484
fanfare	keʻano	surprise	0.484
inexpressible	ʻikeʻole	surprise	0.484
daemon	daemon	surprise	0.484
variable	uila	surprise	0.484
curiosity	keʻimi	surprise	0.484
gawk	kawk	surprise	0.477
unguarded	ʻaʻole mālamaʻia	surprise	0.477
chicane	ka chicane	surprise	0.477
fortune	pōmaikaʻi	surprise	0.477
sneeze	kekē	surprise	0.477
illumination	ka mālamalama	surprise	0.477
incident	ka hopena	surprise	0.477
dreadfully	weliweli	surprise	0.477
strange	malihini	surprise	0.477
subversive	ke hoʻokele	surprise	0.477
reversal	ke hoʻololi	surprise	0.469
prowl	'ōwili	surprise	0.469
rapid	wikiwiki	surprise	0.469
leery	leery	surprise	0.469
wizard	wizard	surprise	0.469
coincidence	ke kaulike	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	ʻanoʻokoʻa	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	make	surprise	0.461
slip	pale	surprise	0.461
wonderful	maikaʻi	surprise	0.453
hoax	hoax	surprise	0.453
winning	lanakila	surprise	0.453
overestimate	mālama kūpono	surprise	0.453
confession	haʻi iki	surprise	0.453
ordeal	maʻi	surprise	0.453
evanescence	ka wikiwiki	surprise	0.453
merriment	ke aloha	surprise	0.453
raffle	Hoʻopiʻi	surprise	0.453
stound	e kuʻi	surprise	0.445
laughter	kaʻakaʻaka	surprise	0.445
enthusiast	mea hauʻoli	surprise	0.445
splendid	maikaʻi	surprise	0.445
feat	feat	surprise	0.445
perchance	paha	surprise	0.445
excel	nui	surprise	0.445
gambling	hale pāʻani	surprise	0.445
unintentional	me kaʻikeʻole	surprise	0.438
brighten	e hoʻomālamalama	surprise	0.438
changeable	e loli	surprise	0.438
rapt	rapt	surprise	0.438
unique	kū hoʻokahi	surprise	0.438
splendor	maikaʻi	surprise	0.438
senseless	naʻaupō	surprise	0.438
gift	makana	surprise	0.430
fascination	hihihihihihihihihi	surprise	0.430
trepidation	helehelena	surprise	0.430
stealthy	hihihi	surprise	0.430
fiesta	ʻohu	surprise	0.430
delighted	hauoli	surprise	0.430
lawsuit	hoʻokolokolo	surprise	0.430
intrigue	hilahila	surprise	0.430
quicksilver	hanana	surprise	0.422
originality	ke kiʻi kumu	surprise	0.422
riddle	pili	surprise	0.422
judgment	ka hoʻoholo	surprise	0.422
enchant	makemake	surprise	0.422
stealth	'ōpiopio	surprise	0.422
veracity	ʻoiaʻiʻo	surprise	0.414
elusive	ʻaʻohe	surprise	0.414
perjury	ka wahahee	surprise	0.414
spirits	ʻuhane	surprise	0.414
liberation	ka hoʻokuʻu	surprise	0.414
illegitimate	nā mea kīnā	surprise	0.414
syncope	syncope	surprise	0.414
experiment	hoʻokolohua	surprise	0.414
gambler	ka mea pāʻani	surprise	0.406
eager	makemake	surprise	0.406
inspired	hōʻeuʻeu	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	hāmama	surprise	0.406
allure	hoʻopau	surprise	0.406
parade	hoʻopuka	surprise	0.406
princely	ke aliʻi	surprise	0.398
divorce	hemo	surprise	0.398
guess	manaʻo	surprise	0.398
burlesque	pōkole	surprise	0.398
secrecy	hūnā	surprise	0.398
aspiration	ka hopena	surprise	0.391
peri	peri	surprise	0.391
cheerful	hauʻoli	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	kiʻekiʻe	surprise	0.391
incontinence	halaʻole	surprise	0.391
inheritance	hoʻoilina	surprise	0.383
score	heluʻai	surprise	0.383
lose	make	surprise	0.383
crowning	ke kalaunu	surprise	0.383
buck	ʻo ia	surprise	0.383
praiseworthy	mahaloʻia	surprise	0.383
cadaver	hoʻopili	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	Gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	keki	surprise	0.375
mystic	ʻike	surprise	0.375
succeed	holomua	surprise	0.375
advance	hele mua	surprise	0.375
sparkle	sparkle	surprise	0.367
hope	hope	surprise	0.367
joker	hauʻoli	surprise	0.367
sensual	ʻike	surprise	0.367
excavation	kūwā	surprise	0.367
feeling	manaʻo	surprise	0.359
entertainment	pāʻani	surprise	0.359
clown	'ōhea	surprise	0.352
newcomer	malihini hou	surprise	0.352
modify	hoʻololi	surprise	0.352
award	ka uku	surprise	0.352
blessings	pōmaikaʻi	surprise	0.352
postponement	hoʻopaneʻe	surprise	0.352
obit	obit	surprise	0.352
celebrity	kaulana	surprise	0.344
hero	koa	surprise	0.344
start	hoʻomaka	surprise	0.344
wonderfully	nui loa	surprise	0.344
highest	kiʻekiʻe	surprise	0.344
proficiency	kūpono	surprise	0.344
glorify	hoʻonani	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	hoʻomanaʻo	surprise	0.336
sanctify	e hoʻomaʻemaʻe	surprise	0.336
rekindle	make hou	surprise	0.336
optimism	manaʻolana	surprise	0.336
warned	i aʻoʻia	surprise	0.336
prodigious	haʻakeʻa	surprise	0.336
dissolution	make	surprise	0.336
grin	grin	surprise	0.336
admiration	mahalo	surprise	0.328
hypertrophy	ke koko	surprise	0.328
present	i kēia manawa	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	'ānela	surprise	0.320
examination	hoʻokolokolo	surprise	0.320
catch	hopu	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	kālepa	surprise	0.312
puma	puma	surprise	0.312
liberty	ke kuokoa	surprise	0.312
kiss	kihi	surprise	0.312
embrace	e hopu	surprise	0.312
occasional	kekahi manawa	surprise	0.312
treat	pono	surprise	0.312
saint	hemolele	surprise	0.312
scrimmage	nā meaʻala	surprise	0.312
dismissal	hoʻokuʻu	surprise	0.312
perfection	maikaʻi	surprise	0.305
generosity	aloha	surprise	0.305
gratify	mahalo	surprise	0.305
saintly	ʻo ka saint	surprise	0.305
sally	ʻike	surprise	0.305
polarity	polarity	surprise	0.297
finally	i ka hopena	surprise	0.297
differently	ʻanoʻokoʻa	surprise	0.297
palpable	palpable	surprise	0.297
warn	e aʻo	surprise	0.297
ceremony	hana	surprise	0.297
larger	nui	surprise	0.297
favorable	maikaʻi	surprise	0.297
romance	aloha	surprise	0.289
medal	pinepine	surprise	0.289
inviting	e kono ana	surprise	0.289
greeting	aloha	surprise	0.289
candid	makemake	surprise	0.281
resignation	haʻalele	surprise	0.281
trip	hele	surprise	0.281
accolade	hoʻolaha	surprise	0.281
labor	hana	surprise	0.281
stare	nānā	surprise	0.273
glimmer	kūkā	surprise	0.266
invite	kāhea	surprise	0.266
somatic	ʻokoʻa	surprise	0.266
admire	mahalo	surprise	0.266
immerse	e hoʻopiha	surprise	0.266
festival	hula	surprise	0.266
mimicry	mimicry	surprise	0.266
compensate	e uku	surprise	0.266
insolvency	hōʻano	surprise	0.266
playful	pāʻani	surprise	0.266
complement	hoʻopiha	surprise	0.258
receiving	loaʻa	surprise	0.258
hypothesis	ke kuhiakau	surprise	0.258
laugh	ʻakaʻaka	surprise	0.258
chuckle	kūlehu	surprise	0.258
honeymoon	ka momona	surprise	0.250
marry	mare	surprise	0.242
independence	ke kūʻokoʻa	surprise	0.242
opera	opera	surprise	0.242
pleasant	maikaʻi	surprise	0.242
rhythmical	ōkuʻu	surprise	0.234
assessment	ʻike	surprise	0.234
hopeful	manaolana	surprise	0.234
trophy	ka pahu	surprise	0.234
holiness	hemolele	surprise	0.234
chant	oli	surprise	0.234
leave	e haʻalele	surprise	0.234
procession	māhele	surprise	0.227
placard	kapena	surprise	0.227
deal	hana	surprise	0.227
cherish	pele	surprise	0.219
good	maikaʻi loa	surprise	0.219
shopping	kūʻai	surprise	0.219
musical	nā mele	surprise	0.219
shell	ka shell	surprise	0.211
dawn	kakahiaka	surprise	0.211
simplify	e hoʻonui	surprise	0.211
purity	hemolele	surprise	0.203
nullify	hoʻopau	surprise	0.203
money	ke kālā	surprise	0.203
sweet	maikaʻi	surprise	0.203
morals	maikaʻi	surprise	0.203
synchronize	hoʻolālā	surprise	0.195
preservative	hale hoʻomalu	surprise	0.195
humanitarian	kōkua kōkua	surprise	0.195
unfulfilled	ʻaʻole i hoʻokō	surprise	0.195
precious	maikaʻi	surprise	0.195
obliging	e paʻa ana	surprise	0.188
singularly	ʻokoʻa	surprise	0.188
foresee	ʻike mua	surprise	0.180
pray	pule	surprise	0.180
graduation	puka	surprise	0.180
lovely	maikaʻi	surprise	0.180
sun	ka lā	surprise	0.172
art	ʻoihana	surprise	0.172
mouth	waha	surprise	0.172
youth	keiki	surprise	0.172
thirst	make wai	surprise	0.172
young	'ōpiopio	surprise	0.164
goodness	maikaʻi	surprise	0.164
overdue	nui	surprise	0.156
visor	hele	surprise	0.156
practiced	hana	surprise	0.156
latent	kaomi	surprise	0.156
loyal	ʻoiaʻiʻo	surprise	0.148
expect	manaʻo	surprise	0.148
destination	hopena	surprise	0.148
wireless	wireless	surprise	0.148
quote	kāpena	surprise	0.141
slush	hoʻokuʻu	surprise	0.141
infant	keikiʻuʻuku	surprise	0.141
cream	kapi	surprise	0.141
playground	kahua pāʻani	surprise	0.133
organization	hui	surprise	0.125
teach	aʻo	surprise	0.125
vote	ke koho	surprise	0.125
smile	ʻoluʻolu	surprise	0.117
weight	ke kaumaha	surprise	0.117
dolphin	dolphin	surprise	0.117
sisterhood	ke kaikuahine	surprise	0.109
cable	kelepona	surprise	0.109
sunny	maikaʻi	surprise	0.102
steady	kūpaʻa	surprise	0.094
leisure	leʻaleʻa	surprise	0.086
peaceful	maluhia	surprise	0.086
spa	ana	surprise	0.086
tree	kumulāʻau	surprise	0.078
picnic	ka pikinika	surprise	0.078
worm	ilo	surprise	0.055
truthfulness	ʻoiaʻiʻo	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	pono	trust	0.867
honest	ʻoiaʻiʻo	trust	0.844
honesty	ʻoiaʻiʻo	trust	0.844
honor	hanohano	trust	0.844
truth	ʻoiaʻiʻo	trust	0.844
truthful	ʻoiaʻiʻo	trust	0.836
trusting	ke hilinaʻi nei	trust	0.836
brotherhood	ke kaikunāne	trust	0.820
entrust	hoʻokuʻu	trust	0.812
committed	hana	trust	0.805
integrity	pololei	trust	0.805
loyalty	aloha	trust	0.805
honorable	hanohano	trust	0.805
credibility	ke kūpaʻa	trust	0.805
trust	ke hilinaʻi	trust	0.805
faithful	pono	trust	0.797
sincere	ʻoiaʻiʻo	trust	0.797
responsible	kuleana	trust	0.789
partnership	hoa hana	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	akamai	trust	0.789
oath	hoohiki	trust	0.781
verification	hōʻoia	trust	0.781
vow	hoʻohiki	trust	0.781
cooperative	hui pū	trust	0.781
respectable	mahalo	trust	0.773
credible	hiki ke hilinaʻiʻia	trust	0.773
hero	koa	trust	0.773
sisterhood	ke kaikuahine	trust	0.773
promise	'ōlelo	trust	0.773
verified	hōʻoia	trust	0.773
qualified	kūpono	trust	0.766
respected	mahaloʻia	trust	0.766
authentication	ʻike hōʻoia	trust	0.766
compassion	aloha	trust	0.759
reputable	inoa kaulana	trust	0.758
safekeeping	mālama pono	trust	0.758
reliability	kūpaʻa	trust	0.758
moral	maikaʻi	trust	0.758
love	aloha	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	'āpono	trust	0.758
stable	hale paʻa	trust	0.750
friend	hoa	trust	0.750
genuine	ʻoiaʻiʻo	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	makaukau	trust	0.750
loyal	ʻoiaʻiʻo	trust	0.750
ally	hoa	trust	0.750
safeguard	mālama	trust	0.750
companion	hoa	trust	0.750
advised	'ōlelo aʻo	trust	0.750
authentic	ʻoiaʻiʻo	trust	0.750
respect	mahalo	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	ke kūʻokoʻa	trust	0.742
proven	ʻike	trust	0.742
respects	mahalo	trust	0.742
faith	ke manaoio	trust	0.742
wholesome	maikaʻi	trust	0.742
heartfelt	ke aloha	trust	0.734
unification	hoʻohuiʻia	trust	0.734
protecting	mālama	trust	0.734
reassurance	manaʻo hoʻoikaika	trust	0.734
admirable	maikaʻi	trust	0.734
trustee	kahu	trust	0.734
supporter	kākoʻo	trust	0.734
confirmation	hōʻoia	trust	0.734
respectful	mahalo	trust	0.734
alliance	hoʻohui	trust	0.727
equality	ke kūlike	trust	0.727
friendship	aloha	trust	0.727
agreement	ʻaelike	trust	0.727
fact	ʻoiaʻiʻo	trust	0.727
confident	kūpaʻa	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	manaʻoʻiʻo	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	maikaʻi	trust	0.727
credential	ʻikeʻike	trust	0.727
closeness	kokoke	trust	0.719
authenticate	hōʻoia	trust	0.719
intelligence	ʻike	trust	0.719
virtue	maikaʻi	trust	0.719
honored	mahaloʻia	trust	0.719
virtuous	maikaʻi	trust	0.719
kindred	ʻohana	trust	0.719
charitable	aloha	trust	0.711
dedication	hoʻolaha	trust	0.711
guarantee	ʻoiaʻiʻo	trust	0.711
cooperation	kākoʻo	trust	0.711
creditable	ʻoiaʻiʻo	trust	0.711
consistency	kūlike	trust	0.711
allegiance	ke kūkā	trust	0.711
cooperating	hui pū	trust	0.711
straightforward	pololei	trust	0.711
determination	manaʻo paʻa	trust	0.711
justice	ʻo ka pololei	trust	0.711
sanctuary	wahi ho'āno	trust	0.703
nurture	mālama	trust	0.703
innocent	halaʻole	trust	0.703
admire	mahalo	trust	0.703
assurance	ʻike	trust	0.703
morality	maikaʻi	trust	0.703
prepared	i hoʻomākaukauʻia	trust	0.703
friendliness	alohaloha	trust	0.703
reliable	pono	trust	0.703
mentor	kumu	trust	0.703
guardianship	ke kahu	trust	0.703
fulfilled	ua hoʻokōʻia	trust	0.703
reverence	mahalo	trust	0.703
proof	ʻike	trust	0.703
admiration	mahalo	trust	0.703
mother	makuahine	trust	0.703
protected	mālamaʻia	trust	0.703
motherhood	makuahine	trust	0.703
marriage	mare	trust	0.695
skillful	akamai	trust	0.695
indestructible	hanaʻole	trust	0.695
guardian	kahu	trust	0.695
accountable	pono e kūpono	trust	0.695
courage	koa	trust	0.695
bodyguard	mālama kino	trust	0.695
agreeable	ʻoluʻolu	trust	0.695
scientist	ka meaʻepekema	trust	0.695
allied	hui pūʻia	trust	0.695
compassionate	aloha	trust	0.695
humanitarian	kōkua kōkua	trust	0.695
approving	'āpono	trust	0.695
united	hui	trust	0.695
pact	papa hana	trust	0.695
certified	ʻikeʻia	trust	0.695
morals	maikaʻi	trust	0.695
esteem	mahalo	trust	0.688
secure	paʻa	trust	0.688
perfection	maikaʻi	trust	0.688
guidance	alakaʻi	trust	0.688
competent	makaukau	trust	0.688
authenticity	ke kūʻiʻoʻiʻo	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	kūpono	trust	0.688
humanity	ke kanaka	trust	0.688
solidity	ikaika	trust	0.688
adviser	mea kuhikuhi	trust	0.688
pledge	hoʻohiki	trust	0.688
believed	ua manaʻoʻiʻo	trust	0.688
understanding	ʻike	trust	0.688
monogamy	hoʻokahi wahine	trust	0.688
expertise	ʻike	trust	0.680
diplomatic	ke aupuni	trust	0.680
confidential	ʻikeʻole	trust	0.680
hope	hope	trust	0.680
protector	palekana	trust	0.680
agreeing	'āpono	trust	0.680
diligence	ikaika	trust	0.680
official	ka luna	trust	0.680
affirm	hōʻike	trust	0.680
indivisible	ʻikeʻole	trust	0.680
grandfather	kupunakāne	trust	0.680
humble	haʻahaʻa	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	kūkā	trust	0.680
elders	nā lunakahiko	trust	0.680
goodness	maikaʻi	trust	0.680
commendable	mahalo	trust	0.680
inspire	hilahila	trust	0.680
approve	'āpono	trust	0.680
confide	aku i	trust	0.680
professional	kumuhana	trust	0.680
familiarity	ʻike	trust	0.680
leader	alakaʻi	trust	0.680
confirmed	ua hōʻoia	trust	0.680
acceptance	'āpono	trust	0.680
benevolence	maikaʻi	trust	0.672
dignity	ka hanohano	trust	0.672
harmoniously	me ke aloha	trust	0.672
mastery	ka lanakila	trust	0.672
unwavering	unwavering	trust	0.672
accredited	ʻikeʻia	trust	0.672
healing	ho'ōla	trust	0.672
encyclopedia	hale wehewehe	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	e hoʻomaʻemaʻe	trust	0.672
cohesive	hui pū	trust	0.672
covenant	berita	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	hewaʻole	trust	0.672
safe	pono	trust	0.672
intelligent	akamai	trust	0.672
merit	pono	trust	0.664
impeccable	ʻaʻohe kūlana	trust	0.664
affirmatively	ʻoiaʻiʻo	trust	0.664
spiritual	ʻuhane	trust	0.664
advocate	ke kākā'ōlelo	trust	0.664
team	hui	trust	0.664
heroic	heroic	trust	0.664
communicate	ʻike	trust	0.664
disciple	haumana	trust	0.664
expert	ʻike	trust	0.664
proficient	makaukau	trust	0.664
specialist	kahuna	trust	0.664
ambassador	kaʻelele	trust	0.664
accept	eʻae	trust	0.664
attestation	hōʻike	trust	0.664
supporting	kākoʻo	trust	0.664
reliance	hilinaʻi	trust	0.664
authority	ka mana	trust	0.664
accountability	ka pono	trust	0.664
guidebook	puke kuhikuhi	trust	0.664
fulfillment	hopena	trust	0.664
strengthening	ke hoʻoikaika nei	trust	0.661
familiar	kama'āina	trust	0.656
facts	nā mea	trust	0.656
achieve	hoʻokō	trust	0.656
warranty	palapala hopu	trust	0.656
structure	hale	trust	0.656
steadfast	kūpaʻa	trust	0.656
favorable	maikaʻi	trust	0.656
counsel	'ōlelo aʻo	trust	0.656
relationship	pili	trust	0.656
scientific	ʻikeʻike	trust	0.656
gentleman	e ke kanaka	trust	0.656
strength	ka ikaika	trust	0.656
elder	makua	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	hemolele	trust	0.656
excellent	maikaʻi	trust	0.656
proficiency	kūpono	trust	0.656
constancy	paʻa mau	trust	0.656
defended	hoʻopakele	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	e hilinaʻi	trust	0.648
heroism	ikaika	trust	0.648
peaceful	maluhia	trust	0.648
competency	makaukau	trust	0.648
assuredly	ʻoiaʻiʻo	trust	0.648
brother	kaikuaʻana, kaikaina	trust	0.648
counselor	kōkua	trust	0.648
successful	maikaʻi	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	mālama	trust	0.648
saint	hemolele	trust	0.648
harmony	ʻoluʻolu	trust	0.648
matrimony	wahine	trust	0.648
noble	hanohano	trust	0.648
inspiration	hōʻailona	trust	0.648
academic	kula	trust	0.648
assist	kōkua	trust	0.648
agreed	ʻaeʻia	trust	0.648
uphold	mālama	trust	0.648
comrade	hoa hoa	trust	0.648
lovable	hiwahiwa	trust	0.648
advisable	kūpono	trust	0.648
solidarity	ke kūkākūkā	trust	0.648
worthy	pono	trust	0.643
durability	ka lōʻihi	trust	0.641
coexist	hui pū	trust	0.641
assure	hōʻoia	trust	0.641
establish	hoʻokumu	trust	0.641
benefactor	lokomaikaʻi	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	alakaʻi	trust	0.641
loving	aloha	trust	0.641
teacher	kumu	trust	0.641
judiciary	ka hoʻokolokolo	trust	0.641
conscientious	pono	trust	0.641
confidence	paulele	trust	0.641
lawful	kūpono	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	i kauohaʻia	trust	0.641
champion	koa	trust	0.641
unity	hui	trust	0.641
legal	kānāwai	trust	0.641
kind	ʻano	trust	0.641
credence	ʻike	trust	0.641
real	ʻoiaʻiʻo	trust	0.641
doctor	Kauka	trust	0.641
intimate	maikaʻi	trust	0.634
hopeful	manaolana	trust	0.633
fortitude	ikaika	trust	0.633
physician	kauka	trust	0.633
brotherly	ke kaikunāne	trust	0.633
aspiration	ka hopena	trust	0.633
convincing	me ka maopopo	trust	0.633
sanctification	ka hoʻomaʻemaʻe	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hoʻomana	trust	0.633
courageous	koa	trust	0.633
soundness	maikaʻi	trust	0.633
legitimacy	ke kūpono	trust	0.633
endorse	hōʻoia	trust	0.633
fidelity	ke kūpaʻa	trust	0.633
bless	hoʻomaikaʻi	trust	0.633
judicial	ka hoʻokolokolo	trust	0.633
important	nui	trust	0.633
saintly	ʻo ka saint	trust	0.633
conscience	ʻike	trust	0.633
therapeutic	maʻi ola	trust	0.633
authorize	eʻae	trust	0.633
devotional	pule	trust	0.633
practiced	hana	trust	0.633
backbone	ka iwi hope	trust	0.633
approved	ua'āponoʻia	trust	0.633
evident	maopopo	trust	0.625
encourage	e paipai	trust	0.625
caretaker	kahu mālama	trust	0.625
regard	nānā	trust	0.625
angel	'ānela	trust	0.625
engaged	hana	trust	0.625
blessing	pōmaikaʻi	trust	0.625
professorship	ke kūkā'ōlelo	trust	0.625
majestic	hanohano	trust	0.625
communication	ʻike	trust	0.625
purify	hoʻomaʻemaʻe	trust	0.625
authorization	ka mana	trust	0.625
wonderful	maikaʻi	trust	0.625
achievement	ka hopena	trust	0.625
fireman	kanaka ahi	trust	0.625
certify	hōʻike	trust	0.625
civilized	ʻikeʻia	trust	0.625
profound	hohonu	trust	0.625
accurate	pololei	trust	0.625
assured	Ua hōʻoia	trust	0.625
positivity	kūpono	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	maikaʻi loa	trust	0.617
absolution	haʻalele	trust	0.617
commend	mahalo	trust	0.617
cherish	pele	trust	0.617
fundamental	ke kumu	trust	0.617
advice	'ōlelo aʻo	trust	0.617
objective	pahuhopu	trust	0.617
optimism	manaʻolana	trust	0.617
testament	ke kauoha	trust	0.617
qualities	nā kūlana	trust	0.617
haven	Haʻa	trust	0.617
heroine	heroine	trust	0.617
constantly	i nā manawa a pau	trust	0.617
appreciation	mahalo	trust	0.617
triumphant	lanakila	trust	0.617
accord	ʻae	trust	0.617
