word	Esperanto-eo	emotion	emotion-intensity-score
praise	laŭdo	trust	0.609
definitive	definitiva	trust	0.609
considerate	Konsiderinda	trust	0.609
patron	mecenas	trust	0.609
scripture	Skribo	trust	0.609
heal	sanigu	trust	0.609
praiseworthy	laŭdinda	trust	0.609
steward	administranto	trust	0.609
awareness	konscio	trust	0.609
officer	oficiro	trust	0.609
purification	purigo	trust	0.609
excel	elstari	trust	0.609
civilization	civilizacio	trust	0.609
liking	hovio	trust	0.609
comfort	komforto	trust	0.609
magnificence	grandiozeco	trust	0.609
notary	notario	trust	0.609
progression	progreso	trust	0.609
mediator	interulo	trust	0.609
blessings	benoj	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	rekomendu	trust	0.609
brave	kuraĝa	trust	0.602
experienced	spertis	trust	0.602
steady	konstanta	trust	0.602
enlightenment	lumigado	trust	0.602
brighten	brilas	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	plenumi	trust	0.602
witness	atestanto	trust	0.602
humility	humileco	trust	0.602
sympathetic	simpática	trust	0.602
helpful	helpema	trust	0.602
symmetry	simetrio	trust	0.602
unquestionable	nediskutebla	trust	0.602
peace	paco	trust	0.602
transcendence	transcendenco	trust	0.602
serenity	sereneco	trust	0.602
embrace	brakumi	trust	0.602
inspired	inspirita	trust	0.602
mainstay	Ĉefstato	trust	0.602
unconditional	senrezerva	trust	0.602
guarded	gardita	trust	0.602
identify	identigi	trust	0.602
marry	edziĝu	trust	0.594
grant	Donu	trust	0.594
depend	dependas	trust	0.594
complimentary	kompleta	trust	0.594
spouse	edzino	trust	0.594
tranquility	trankvileco	trust	0.594
vigilant	vigla	trust	0.594
ministry	ministerio	trust	0.594
fairly	juste	trust	0.594
philanthropic	filantropika	trust	0.594
openly	malfermite	trust	0.594
generous	malavara	trust	0.594
strengthen	fortigi	trust	0.594
gratitude	dankemo	trust	0.594
befriend	amiko	trust	0.594
substantiate	substanti	trust	0.594
praised	laŭdita	trust	0.594
admiral	admiralo	trust	0.594
regent	regento	trust	0.594
sage	saĝo	trust	0.594
assessment	takso	trust	0.594
enlighten	lumigu	trust	0.594
eminence	eminentulo	trust	0.594
commendation	laŭdo	trust	0.594
efficient	efika	trust	0.594
nurse	flegistino	trust	0.594
visionary	visionario	trust	0.594
generosity	generosidad	trust	0.594
vigilance	vigla	trust	0.594
endowment	donaco	trust	0.594
council	konsilio	trust	0.594
sweetheart	karulino	trust	0.589
attest	atestu	trust	0.586
prestige	prestiĝo	trust	0.586
serene	serena	trust	0.586
unfailing	senfina	trust	0.586
testimony	atesto	trust	0.586
checklist	Kontrolisto	trust	0.586
inheritance	heredaĵo	trust	0.586
monk	monaĥo	trust	0.586
godly	pie	trust	0.586
compliance	plenumo	trust	0.586
rooted	radikitaj	trust	0.586
constitutional	konstitucia	trust	0.586
conservation	konservado	trust	0.586
bylaw	laŭleĝe	trust	0.586
helper	helpanto	trust	0.586
joyful	Ĝoje	trust	0.586
collectively	kolektive	trust	0.586
meritorious	meritinda	trust	0.586
acclaim	aklamu	trust	0.586
diplomacy	diplomatio	trust	0.586
educational	edukaj	trust	0.586
husbandry	edukado	trust	0.586
share	kunhavigi	trust	0.586
enjoying	ĝuante	trust	0.586
firmness	firmeco	trust	0.586
convince	konvinki	trust	0.586
designation	designado	trust	0.586
tribe	tribo	trust	0.586
victory	venko	trust	0.586
magnificent	superba	trust	0.586
lovely	Amindaj	trust	0.586
seniority	antikva tempo	trust	0.586
angelic	angelicaj	trust	0.586
ambition	ambicio	trust	0.586
father	patro	trust	0.586
mate	mortigu	trust	0.586
sobriety	sobriedad	trust	0.586
revere	malĝojo	trust	0.586
delegate	delegita	trust	0.586
navigator	naviganto	trust	0.578
watchdog	gvardio	trust	0.578
obey	obeu	trust	0.578
cheerfulness	gajeco	trust	0.578
inviting	invitante	trust	0.578
judge	juĝu	trust	0.578
irrefutable	nerefutebla	trust	0.578
philanthropist	filántropo	trust	0.578
careful	zorgema	trust	0.578
communion	komuneco	trust	0.578
coexisting	kunvivante	trust	0.578
impartiality	senpartieco	trust	0.578
unquestioned	nediskutebla	trust	0.578
upright	juste	trust	0.578
authoritative	aŭtoritataj	trust	0.578
structural	struktura	trust	0.578
convinced	konvinkita	trust	0.578
smile	rideto	trust	0.578
commandant	komandanto	trust	0.578
dutiful	kompatema	trust	0.578
shelter	rifuĝo	trust	0.578
revival	renaskiĝo	trust	0.578
professor	instruisto	trust	0.578
adore	adori	trust	0.578
legalized	legalizita	trust	0.578
punctual	Pute	trust	0.570
counsellor	konsilanto	trust	0.570
complement	komplemento	trust	0.570
corroboration	konfirmo	trust	0.570
immaculate	senmakula	trust	0.570
relative	parenco	trust	0.570
apostle	apostolo	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	konektema	trust	0.570
insure	asekuro	trust	0.570
plausible	plausible	trust	0.570
consult	konsulti	trust	0.570
modest	modesta	trust	0.570
measured	mezurita	trust	0.570
pilot	piloto	trust	0.570
collaborator	kunlaboranto	trust	0.570
advise	konsilas	trust	0.570
cuddle	kaŝi	trust	0.570
ordinance	ordono	trust	0.570
compass	Kompaso	trust	0.570
guide	gvidi	trust	0.570
everlasting	eterne	trust	0.570
adhering	aliĝante	trust	0.570
determinate	determinita	trust	0.570
heavenly	ĉiela	trust	0.570
principal	ĉefa	trust	0.570
abundance	abundo	trust	0.570
matron	matrono	trust	0.570
unequivocal	senduba	trust	0.570
volunteers	volontuloj	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	nediskuteble	trust	0.570
pertinent	adekvata	trust	0.562
devout	beata	trust	0.562
curable	curabla	trust	0.562
insight	kompreno	trust	0.562
congregation	komunumo	trust	0.562
admit	akceptu	trust	0.562
pleasant	agrabla	trust	0.562
vigorous	vigla	trust	0.562
fort	forta	trust	0.562
remarkable	rimarkinda	trust	0.562
content	enhavo	trust	0.562
spotless	senmakula	trust	0.562
uplift	levita	trust	0.562
compensate	kompensu	trust	0.562
lovemaking	amo	trust	0.562
jury	ĵurio	trust	0.562
jurist	juristo	trust	0.562
soothing	trankvila	trust	0.562
ordination	ordigo	trust	0.562
cohesion	kohereco	trust	0.562
frankness	sincereco	trust	0.562
strong	forta	trust	0.562
miracle	Miraklo	trust	0.562
concordance	Konkordo	trust	0.562
applaud	aplaŭdi	trust	0.562
prize	premio	trust	0.562
apostolic	apostola	trust	0.562
succeeding	sukcesante	trust	0.562
vitality	vitalidad	trust	0.562
treasurer	tesorero	trust	0.562
save	savi	trust	0.562
earn	gajni	trust	0.562
midwife	akuŝistino	trust	0.555
discretion	bontrovo	trust	0.555
worship	kulto	trust	0.555
constant	konstanta	trust	0.555
foresight	antaŭrigardo	trust	0.555
vote	voĉdoni	trust	0.555
cultivate	kultivi	trust	0.555
impartial	senpartia	trust	0.555
illumination	lumigado	trust	0.555
ambulance	ambulanco	trust	0.555
privacy	privateco	trust	0.555
succeed	sukcesu	trust	0.555
providing	provizante	trust	0.555
veteran	veterano	trust	0.555
patience	pacienco	trust	0.555
prophet	profeto	trust	0.555
coach	trejnisto	trust	0.555
intuition	intuicio	trust	0.555
reconciliation	reconciliación	trust	0.555
defender	defendanto	trust	0.555
coalesce	coalesce	trust	0.555
mediate	median	trust	0.555
precedence	prioritato	trust	0.555
congruence	kongrueco	trust	0.555
buddy	buddy	trust	0.555
reunion	kunveno	trust	0.555
restorative	restariga	trust	0.555
destined	destinita	trust	0.555
physicist	fizikisto	trust	0.555
influential	influa	trust	0.555
exalt	altigi	trust	0.555
greatness	grandeco	trust	0.555
inclusion	inkludo	trust	0.555
auditor	aŭditoro	trust	0.555
meditate	meditu	trust	0.555
betrothed	fianĉino	trust	0.555
proud	fiera	trust	0.547
provide	provizu	trust	0.547
conciliation	interkonsento	trust	0.547
ancestral	ancestral	trust	0.547
liberty	libereco	trust	0.547
durable	daŭra	trust	0.547
impenetrable	nepenetrebla	trust	0.547
prudent	prudenta	trust	0.547
invocation	alvoko	trust	0.547
engaging	okupante	trust	0.547
statement	deklaro	trust	0.547
rejoice	ĝoju	trust	0.547
cheer	ĝoji	trust	0.547
eyewitness	atestanto	trust	0.547
prevalent	prevalentaj	trust	0.547
securities	Valoroj	trust	0.547
friendly	amika	trust	0.547
salvation	savo	trust	0.547
independence	sendependeco	trust	0.547
govern	regi	trust	0.547
forgive	pardonu	trust	0.547
commanding	ordonante	trust	0.547
convent	monaĥejo	trust	0.547
reinforcement	plifortigo	trust	0.547
law	leĝo	trust	0.547
registry	registro	trust	0.547
temperate	hardita	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	preta	trust	0.547
heritage	heredaĵo	trust	0.547
chronicle	kroniko	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemblo	trust	0.539
institute	mezlernejo	trust	0.539
applause	aplaŭdoj	trust	0.539
architecture	arkitekturo	trust	0.539
obvious	evidente	trust	0.539
recovery	Retrovo	trust	0.539
inimitable	inimitable	trust	0.539
relevant	grava	trust	0.539
responsive	respondema	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instrukcioj	trust	0.539
define	difini	trust	0.539
delightful	plaĉa	trust	0.539
antidote	kontraŭveneno	trust	0.539
admitting	akceptante	trust	0.539
psalms	psalmoj	trust	0.539
stamina	stamina	trust	0.539
majority	plimulto	trust	0.539
inoculation	inokulo	trust	0.539
perfect	perfekta	trust	0.539
obedience	obeemo	trust	0.539
memorable	memorinda	trust	0.539
chastity	castidad	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	reguleco	trust	0.539
forefathers	prapatroj	trust	0.539
immovable	senmova	trust	0.539
eager	avida	trust	0.539
aspiring	aspirante	trust	0.539
obliging	deviga	trust	0.539
reinforcements	plifortigoj	trust	0.539
tantamount	tantamount	trust	0.539
exalted	altigita	trust	0.539
hospital	hospitalo	trust	0.531
retirement	izoliteco	trust	0.531
strive	strebas	trust	0.531
edification	edificación	trust	0.531
candid	kuraĝa	trust	0.531
deed	faro	trust	0.531
school	lernejo	trust	0.531
cradle	bazita	trust	0.531
transcript	transskribo	trust	0.531
accompaniment	akompano	trust	0.531
doubtless	sendube	trust	0.531
rescue	rekupero	trust	0.531
seal	stampo	trust	0.531
expedient	konvena	trust	0.531
ballot	balotado	trust	0.531
deliverance	savo	trust	0.531
heavens	ĉielo	trust	0.531
fraternal	frata	trust	0.531
dependent	dependa	trust	0.531
answerable	respondemaj	trust	0.531
center	centro	trust	0.531
analyst	analizisto	trust	0.531
firstborn	unuenaskito	trust	0.531
bloom	flori	trust	0.531
inseparable	nedisigebla	trust	0.531
bride	fianĉino	trust	0.531
evergreen	ĉiamverda	trust	0.531
princely	princie	trust	0.531
immunization	imunado	trust	0.531
refuge	rifuĝo	trust	0.531
verily	vere	trust	0.531
omniscient	ĉioscia	trust	0.531
terms	terminoj	trust	0.531
sponsor	sponsor	trust	0.531
approbation	aprobo	trust	0.527
correctness	korekteco	trust	0.523
elevation	alto	trust	0.523
neighbor	najbaro	trust	0.523
unbroken	senfrukta	trust	0.523
countenance	vizaĝo	trust	0.523
hug	brakumo	trust	0.523
nobility	nobelaro	trust	0.523
paragon	paragon	trust	0.523
coronation	kronado	trust	0.523
celebration	festo	trust	0.523
graduation	gradeco	trust	0.523
commonwealth	ŝtatkomunumo	trust	0.523
dictionary	vortaro	trust	0.523
powerful	potenca	trust	0.523
notable	rimarkinda	trust	0.523
account	rimarki	trust	0.523
winning	gajnanta	trust	0.523
honeymoon	luno de mielo	trust	0.523
improvement	plibonigo	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapelano	trust	0.523
ratify	ratifiki	trust	0.523
connoisseur	konatino	trust	0.523
award	premio	trust	0.523
taught	instruis	trust	0.523
adoration	adorado	trust	0.523
salutary	salutara	trust	0.523
captivate	allogi	trust	0.523
liberate	liberigu	trust	0.523
unimpeached	senmakula	trust	0.523
laureate	laurulo	trust	0.523
benedictory	benedictoria	trust	0.523
feeling	sentante	trust	0.518
freely	libere	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amen	trust	0.516
reverie	reverie	trust	0.516
organization	organizo	trust	0.516
framework	kadro	trust	0.516
sentinel	sentinel	trust	0.516
advent	alveno	trust	0.516
inform	informu	trust	0.516
committee	komitato	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	mensogaj	trust	0.516
obstetrician	obstetria	trust	0.516
enchanted	ravita	trust	0.516
formative	formanta	trust	0.516
tribunal	tribunalo	trust	0.516
association	asocio	trust	0.516
remedy	rimedo	trust	0.516
credit	kredito	trust	0.516
nobleman	nobla	trust	0.516
predominant	superreganta	trust	0.516
measure	mezuri	trust	0.516
perpetuity	eterneco	trust	0.516
fully	plene	trust	0.516
deserve	meritas	trust	0.516
tender	mola	trust	0.516
pray	preĝu	trust	0.516
confession	konfeso	trust	0.516
management	administrado	trust	0.516
volunteer	volontulo	trust	0.509
instruct	instruu	trust	0.508
virgin	virga	trust	0.508
constable	konstabla	trust	0.508
reward	rekompenco	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	pastro	trust	0.508
policy	politiko	trust	0.508
confessional	Konfesia	trust	0.508
savor	savoro	trust	0.508
custodian	gardisto	trust	0.508
vouch	Bonvolu	trust	0.508
tolerance	toleremo	trust	0.508
unsurpassed	sen sukceso	trust	0.508
venerable	respektinda	trust	0.508
forgiving	pardonante	trust	0.508
intact	nerompita	trust	0.508
diversity	diverseco	trust	0.508
accolade	aklazo	trust	0.508
philosopher	filozofo	trust	0.508
lieutenant	leŭtenanto	trust	0.508
shepherd	paŝtisto	trust	0.508
courtship	sekvantaro	trust	0.508
sovereign	suvereno	trust	0.508
medical	medicinaj	trust	0.508
housewife	dommastrino	trust	0.508
automatic	aŭtomata	trust	0.508
patronage	mecenazgo	trust	0.508
enable	ebligi	trust	0.508
admissible	admisible	trust	0.508
beautification	beleco	trust	0.508
synchronize	sinkronigi	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	reteni	trust	0.500
warden	gardisto	trust	0.500
majesty	majesto	trust	0.500
infallibility	infalibilidad	trust	0.500
guru	guruo	trust	0.500
apologetic	senkulpaj	trust	0.500
darling	kara	trust	0.500
doctrine	doktrino	trust	0.500
related	rilataj	trust	0.500
treasure	trezoro	trust	0.500
infinity	multego	trust	0.500
romantic	romantika	trust	0.500
optimist	optimisma	trust	0.500
timing	tempo	trust	0.500
undying	maldika	trust	0.500
personal	persona	trust	0.500
gateway	pordejo	trust	0.500
instruction	instrukcio	trust	0.500
backer	subtenanto	trust	0.500
watchful	vigla	trust	0.500
badge	insigno	trust	0.500
birth	naskiĝo	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pia	trust	0.500
indelible	nelegebla	trust	0.500
superman	Superman	trust	0.500
guard	gardisto	trust	0.500
vindication	depostulo	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	viva	trust	0.500
constitute	konstitui	trust	0.492
jubilant	jubilantaj	trust	0.492
endow	donaco	trust	0.492
improve	plibonigi	trust	0.492
contributor	kontribuanto	trust	0.492
formality	formaleco	trust	0.492
salute	Salutu	trust	0.492
inevitable	nepra	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	arbitraciisto	trust	0.492
grow	kreski	trust	0.492
fellow	samulo	trust	0.492
popularity	populareco	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	proparolanto	trust	0.492
synonymous	sinónimo	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	preĝejo	trust	0.492
hardy	malfacila	trust	0.492
privy	Privata	trust	0.492
psalm	psalmo	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	altiro	trust	0.492
grandchildren	nepoj	trust	0.492
elegance	eleganteco	trust	0.492
laudatory	laŭdinda	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radianco	trust	0.492
harbor	haveno	trust	0.492
aspire	aspiras	trust	0.492
musical	muzika	trust	0.492
chairman	prezidanto	trust	0.492
moderator	moderanto	trust	0.492
laudation	laŭdo	trust	0.484
clean	pura	trust	0.484
arbiter	arbitro	trust	0.484
crowning	kronante	trust	0.484
depth	profundo	trust	0.484
forecast	antaŭvido	trust	0.484
colonel	kolonelo	trust	0.484
hire	dungi	trust	0.484
found	trovita	trust	0.484
armor	kiraso	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	ŝatata	trust	0.484
voucher	Voucher	trust	0.484
affection	amo	trust	0.484
path	vojo	trust	0.484
referee	arbitraciisto	trust	0.484
police	polico	trust	0.484
countryman	samlandano	trust	0.484
romance	am-afero	trust	0.484
diagnosis	diagnozo	trust	0.484
concord	Konkordo	trust	0.484
enjoy	ĝui	trust	0.484
ranger	ranger	trust	0.484
confess	konfesu	trust	0.484
income	enspezoj	trust	0.484
assembly	Asembleo	trust	0.484
sweet	dolĉa	trust	0.484
like	Ŝati	trust	0.484
apologize	pardonpetu	trust	0.477
sermon	prediko	trust	0.477
pastor	pastro	trust	0.477
matter	materio	trust	0.477
glory	gloro	trust	0.477
lamb	ŝafido	trust	0.477
lover	amanto	trust	0.477
putative	putativo	trust	0.477
expect	atendu	trust	0.477
purely	simple	trust	0.477
follow	sekvi	trust	0.477
parliament	Parlamento	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	bredejo	trust	0.477
episcopal	episcopal	trust	0.477
veracity	vereco	trust	0.477
mathematical	matematika	trust	0.477
frank	sincera	trust	0.477
policeman	policano	trust	0.477
word	vorto	trust	0.477
consul	konsulo	trust	0.477
landmark	limŝtono	trust	0.477
calculator	kalkulilo	trust	0.477
sterling	sterlingo	trust	0.477
signature	subskribo	trust	0.477
votive	votiva	trust	0.477
preponderance	preponderancia	trust	0.477
sacrifice	ofero	trust	0.477
underwrite	subskribita	trust	0.469
bridesmaid	fianĉino	trust	0.469
commission	komisiono	trust	0.469
passion	pasio	trust	0.469
prefer	preferas	trust	0.469
recruits	rekrutoj	trust	0.469
cashier	kalkulo	trust	0.469
judicious	juĝema	trust	0.469
immerse	mergi	trust	0.469
uncritical	nekredema	trust	0.469
effective	efika	trust	0.469
dove	kolombo	trust	0.469
tutelage	tutelaro	trust	0.469
associate	asociita	trust	0.469
flagship	insigno	trust	0.469
religion	religio	trust	0.469
gain	gajno	trust	0.469
instructor	instruisto	trust	0.469
judgment	juĝo	trust	0.469
title	titolo	trust	0.469
regal	regia	trust	0.469
author	aŭtoro	trust	0.469
top	supro	trust	0.469
tribune	tribuno	trust	0.469
eagerness	klopodo	trust	0.469
marshal	mariscal	trust	0.469
mighty	potenca	trust	0.469
intended	intencita	trust	0.469
capacity	kapablo	trust	0.469
vicar	vikario	trust	0.469
partake	partopreni	trust	0.461
commerce	komerco	trust	0.461
magnetic	magneta	trust	0.461
medal	medalo	trust	0.461
courier	kuriero	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	enskribi	trust	0.461
necessarily	necese	trust	0.461
lesson	leciono	trust	0.461
custody	gardado	trust	0.461
moorings	ligas	trust	0.461
fortress	fortikaĵo	trust	0.461
aunt	onklino	trust	0.461
bank	banko	trust	0.461
theological	teologia	trust	0.461
manage	administri	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	komerco	trust	0.461
lifestyle	Vivstilo	trust	0.461
consecration	konsekrado	trust	0.461
admitted	akceptita	trust	0.461
crucial	kerna	trust	0.461
cautious	singardema	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	pastreco	trust	0.461
attendant	asistanto	trust	0.461
oblige	devigi	trust	0.461
patriarchal	patriarka	trust	0.461
kitten	katido	trust	0.461
cathedral	katedralo	trust	0.455
eagle	aglo	trust	0.453
puppy	hundido	trust	0.453
present	ĉeestanta	trust	0.453
perceive	perceptu	trust	0.453
foresee	antaŭvidu	trust	0.453
governor	reganto	trust	0.453
synergistic	sinergisma	trust	0.453
commonplace	komuna loko	trust	0.453
exchange	interŝanĝo	trust	0.453
