word	Cebuano-ceb	emotion	emotion-intensity-score
reward	ganti	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sacerdote	trust	0.508
policy	palisiya	trust	0.508
confessional	pagkumpirma	trust	0.508
savor	lami	trust	0.508
custodian	custodian	trust	0.508
vouch	kasiguruhan	trust	0.508
tolerance	pagkamatugtanon	trust	0.508
unsurpassed	dili maunsa	trust	0.508
venerable	halangdon	trust	0.508
forgiving	mapinasayloon	trust	0.508
intact	wala	trust	0.508
diversity	nagkalainlain	trust	0.508
accolade	pasidungog	trust	0.508
philosopher	pilosopo	trust	0.508
lieutenant	tenyente	trust	0.508
shepherd	magbalantay	trust	0.508
courtship	panaghigugmaay	trust	0.508
sovereign	soberano	trust	0.508
medical	medikal	trust	0.508
housewife	tagbalay	trust	0.508
automatic	awtomatiko	trust	0.508
patronage	patronage	trust	0.508
enable	makahimo	trust	0.508
admissible	madawat	trust	0.508
beautification	pagpatahom	trust	0.508
synchronize	i-synchronize	trust	0.500
info	info	trust	0.500
pontiff	pontifera	trust	0.500
retain	magpabilin	trust	0.500
warden	warden	trust	0.500
majesty	kahalangdon	trust	0.500
infallibility	imposible	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	sayaw	trust	0.500
doctrine	doktrina	trust	0.500
related	nga may kalabutan	trust	0.500
treasure	bahandi	trust	0.500
infinity	walay katapusan	trust	0.500
romantic	romantiko	trust	0.500
optimist	malaumon	trust	0.500
timing	timing	trust	0.500
undying	dili mahitabo	trust	0.500
personal	personal	trust	0.500
gateway	ganghaan	trust	0.500
instruction	panudlo	trust	0.500
backer	tigpaluyo	trust	0.500
watchful	mabinantayon	trust	0.500
badge	badge	trust	0.500
birth	pagkatawo	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	diosnon	trust	0.500
indelible	indelible	trust	0.500
superman	superman	trust	0.500
guard	bantay	trust	0.500
vindication	pagbayad	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	buhi	trust	0.500
constitute	naglangkob	trust	0.492
jubilant	malipayon	trust	0.492
endow	endow	trust	0.492
improve	sa pagpalambo sa	trust	0.492
contributor	kontribyutor	trust	0.492
formality	pormalidad	trust	0.492
salute	salute	trust	0.492
inevitable	dili kalikayan	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	motubo	trust	0.492
fellow	Kauban	trust	0.492
popularity	pagkapopular	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	tigpamaba	trust	0.492
synonymous	sinonimo	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	simbahan	trust	0.492
hardy	gahi	trust	0.492
privy	kalibang	trust	0.492
psalm	Salmo	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	makapadani	trust	0.492
grandchildren	mga apo	trust	0.492
elegance	elegante	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	sheriff	trust	0.492
radiance	kahayag	trust	0.492
harbor	dunggoanan	trust	0.492
aspire	nangandoy	trust	0.492
musical	musikal	trust	0.492
chairman	chairman	trust	0.492
moderator	moderator	trust	0.492
laudation	laudasyon	trust	0.484
clean	limpyo	trust	0.484
arbiter	arbiter	trust	0.484
crowning	pagpurga	trust	0.484
depth	giladmon	trust	0.484
forecast	forecast	trust	0.484
colonel	koronel	trust	0.484
hire	hire	trust	0.484
found	nakaplagan	trust	0.484
armor	armor	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	paborito	trust	0.484
voucher	voucher	trust	0.484
affection	pagbati	trust	0.484
path	dalan	trust	0.484
referee	referee	trust	0.484
police	pulis	trust	0.484
countryman	countryman	trust	0.484
romance	gugma	trust	0.484
diagnosis	pagdayagnos	trust	0.484
concord	concord	trust	0.484
enjoy	malingaw	trust	0.484
ranger	Ranger	trust	0.484
confess	pagkumpisal	trust	0.484
income	kita	trust	0.484
assembly	katilingban	trust	0.484
sweet	matam-is	trust	0.484
like	sama	trust	0.484
apologize	pasayloa	trust	0.477
sermon	sermon	trust	0.477
pastor	pastor	trust	0.477
matter	butang	trust	0.477
glory	himaya	trust	0.477
lamb	nga karnero	trust	0.477
lover	mahigugmaon	trust	0.477
putative	putative	trust	0.477
expect	pagdahum	trust	0.477
purely	puro	trust	0.477
follow	sundan	trust	0.477
parliament	parlamento	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nursery	trust	0.477
episcopal	Episcopal	trust	0.477
veracity	pagkatinuod	trust	0.477
mathematical	matematika	trust	0.477
frank	prangka	trust	0.477
policeman	pulis	trust	0.477
word	pulong	trust	0.477
consul	konsul	trust	0.477
landmark	landmark	trust	0.477
calculator	calculator	trust	0.477
sterling	maayo	trust	0.477
signature	pirma	trust	0.477
votive	votive	trust	0.477
preponderance	labaw pa	trust	0.477
sacrifice	sakripisyo	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	bridesmaid	trust	0.469
commission	komisyon	trust	0.469
passion	gugma	trust	0.469
prefer	gusto	trust	0.469
recruits	mga rekrut	trust	0.469
cashier	cashier	trust	0.469
judicious	maalamon	trust	0.469
immerse	ilabay	trust	0.469
uncritical	dili salawayon	trust	0.469
effective	epektibo	trust	0.469
dove	salampati	trust	0.469
tutelage	pagtudlo	trust	0.469
associate	Kauban	trust	0.469
flagship	Pinay	trust	0.469
religion	relihiyon	trust	0.469
gain	makaangkon	trust	0.469
instructor	instruktor	trust	0.469
judgment	paghukom	trust	0.469
title	titulo	trust	0.469
regal	pagkalalaki	trust	0.469
author	awtor	trust	0.469
top	ibabaw	trust	0.469
tribune	tribune	trust	0.469
eagerness	kadasig	trust	0.469
marshal	marshal	trust	0.469
mighty	gamhanan	trust	0.469
intended	gituyo	trust	0.469
capacity	kapasidad	trust	0.469
vicar	vicar	trust	0.469
partake	moambit	trust	0.461
commerce	komersiyo	trust	0.461
magnetic	magnetic	trust	0.461
medal	medal	trust	0.461
courier	kuryente	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	pagpalista	trust	0.461
necessarily	kinahanglan	trust	0.461
lesson	leksyon	trust	0.461
custody	pagbantay	trust	0.461
moorings	pag-ayo	trust	0.461
fortress	kuta	trust	0.461
aunt	iyaan	trust	0.461
bank	bangko	trust	0.461
theological	teolohiya	trust	0.461
manage	pagdumala	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	pagbaligya	trust	0.461
lifestyle	estilo sa kinabuhi	trust	0.461
consecration	pagpahinungod	trust	0.461
admitted	miangkon	trust	0.461
crucial	hinungdanon	trust	0.461
cautious	mabinantayon	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	pagkapari	trust	0.461
attendant	tig-alagad	trust	0.461
oblige	dili kinahanglan	trust	0.461
patriarchal	patriyarkal	trust	0.461
kitten	kuting	trust	0.461
cathedral	katedral	trust	0.455
eagle	agila	trust	0.453
puppy	itoy	trust	0.453
present	karon	trust	0.453
perceive	nahibal-an	trust	0.453
foresee	nakapanglantaw	trust	0.453
governor	gobernador	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	ordinaryo na kaayo	trust	0.453
exchange	pagbayloay	trust	0.453
journeyman	manluluwas	trust	0.453
laud	pagdayeg	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	encomium	trust	0.453
strategist	strategist	trust	0.453
dawn	kaadlawon	trust	0.453
excited	nahinam	trust	0.453
finally	sa katapusan	trust	0.453
level	lebel	trust	0.453
chart	tsart	trust	0.453
oasis	oasis	trust	0.453
insulation	pagsabwag	trust	0.453
president	presidente	trust	0.453
deputy	deputado	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	teorema	trust	0.445
formula	pormula	trust	0.445
operation	operasyon	trust	0.445
bridegroom	pamanhonon	trust	0.445
lodging	pagpuyo	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	handbook	trust	0.445
impart	paghatag	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnity	trust	0.445
negotiate	negosasyon	trust	0.445
magnify	pagpalambo	trust	0.445
chancellor	chancellor	trust	0.445
crew	crew	trust	0.445
sensual	mahilayon	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	kasagaran	trust	0.445
asserting	nga nagapamatuud	trust	0.445
chocolate	chocolate	trust	0.445
statistical	statistical	trust	0.445
lord	ginoo	trust	0.445
exaltation	kahimayaan	trust	0.445
employ	trabaho	trust	0.445
orchestra	orkestra	trust	0.445
director	direktor	trust	0.445
chemist	chemist	trust	0.445
remains	nagpabilin	trust	0.445
enliven	makapalig-on	trust	0.445
sun	adlaw	trust	0.438
imagination	hunahuna	trust	0.438
comptroller	comptroller	trust	0.438
digit	digit	trust	0.438
cabinet	kabinet	trust	0.438
emphasize	ipasabut	trust	0.438
atone	pagtan-aw	trust	0.438
inauguration	inagurasyon	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	pagdumala	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	arbitrator	trust	0.438
oracle	orakulo	trust	0.438
economy	ekonomiya	trust	0.438
elect	pinili	trust	0.438
villager	villager	trust	0.438
fate	kapalaran	trust	0.438
exhaustive	hingpit	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	abbot	trust	0.438
butler	butler	trust	0.438
conformity	uyon	trust	0.438
grammar	gramatika	trust	0.430
disclosed	gibutyag	trust	0.430
persuade	pagdani	trust	0.430
compact	compact	trust	0.430
rule	pagmando	trust	0.430
deacon	deacon	trust	0.430
impressionable	impressionable	trust	0.430
cop	pulis	trust	0.430
neutrality	neyutralidad	trust	0.430
pay	pagbayad	trust	0.430
bridal	bridal	trust	0.430
wealth	bahandi	trust	0.430
base	base	trust	0.430
errand	gipadala	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	kusog	trust	0.430
estimable	madanihon	trust	0.430
lender	tigpahulam	trust	0.430
sentry	sentry	trust	0.430
invite	imbitar	trust	0.430
circle	lingin	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	pagbayad	trust	0.430
resources	mga kapanguhaan	trust	0.430
blanket	habol	trust	0.430
occupant	nagpuyo	trust	0.430
bequest	pagbaligya	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	ihap	trust	0.430
hail	ulan nga yelo	trust	0.430
playful	playful	trust	0.430
simplify	pasimplehon	trust	0.430
differential	kaugalian	trust	0.430
utopian	utopian	trust	0.430
parish	parokya	trust	0.422
sing	kantaha	trust	0.422
dominion	gahom	trust	0.422
dealings	pakigsulti	trust	0.422
theocratic	teokratiko	trust	0.422
shopkeeper	tindero	trust	0.422
accountant	accountant	trust	0.422
forum	forum	trust	0.422
fixed	natino	trust	0.422
eulogize	pagdayeg	trust	0.422
diary	diary	trust	0.422
intend	gituyo	trust	0.422
supplication	pangamuyo	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	aprentis	trust	0.422
continue	magpadayon	trust	0.422
antiseptic	antiseptic	trust	0.422
perennial	perennial	trust	0.422
primer	primer	trust	0.422
enablement	enablement	trust	0.422
respite	pahulay	trust	0.422
assignee	assignee	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	pagbaligya	trust	0.422
travel	pagbiyahe	trust	0.422
probity	kalagmitan	trust	0.422
axiom	axiom	trust	0.422
maintenance	pagmintinar	trust	0.422
reconsideration	paghunahuna pag-usab	trust	0.422
treat	pagtagad	trust	0.422
truss	sulud	trust	0.422
hymn	himno	trust	0.422
supremacy	supremacy	trust	0.422
athlete	atleta	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	pag-alagad	trust	0.414
incline	ikiling	trust	0.414
trainer	trainer	trust	0.414
choir	choir	trust	0.414
preservative	preserbatibo	trust	0.414
kudos	kudos	trust	0.414
cash	cash	trust	0.414
gazette	gazette	trust	0.414
akin	susama	trust	0.414
amortization	amortization	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	reporter	trust	0.414
salary	sweldo	trust	0.414
offering	paghalad	trust	0.414
leap	paglukso	trust	0.414
transaction	transaksyon	trust	0.414
privilege	pribilehiyo	trust	0.414
consort	consort	trust	0.414
rapt	rapt	trust	0.414
commodore	komodore	trust	0.414
conglomerate	konglomerate	trust	0.414
synod	synod	trust	0.414
deference	pagtahud	trust	0.414
labor	paghago	trust	0.414
gate	ganghaan	trust	0.414
routine	naandan	trust	0.414
luxury	kaluho	trust	0.406
tree	kahoy	trust	0.406
legislator	magbabalaod	trust	0.406
executor	executor	trust	0.406
leisure	paglulinghayaw	trust	0.406
system	sistema	trust	0.406
fitting	haom	trust	0.406
trophy	trophy	trust	0.406
nation	nasud	trust	0.406
glorify	paghimaya	trust	0.406
linguist	linguist	trust	0.406
extol	extol	trust	0.406
dermatologist	dermatologist	trust	0.406
judged	hukman	trust	0.406
sanction	silot	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	pagbayad	trust	0.406
patrol	patrol	trust	0.406
abacus	abako	trust	0.406
radar	radar	trust	0.406
budget	budget	trust	0.406
deluxe	deluxe	trust	0.398
intense	grabe	trust	0.398
explain	ipasabut	trust	0.398
gentry	gentry	trust	0.398
quaint	talagsaon	trust	0.398
parietal	parietal	trust	0.398
barter	barter	trust	0.398
pursue	ipadayon	trust	0.398
clearance	clearance	trust	0.398
popular	popular	trust	0.398
ground	yuta	trust	0.398
depository	deposito	trust	0.398
journalism	journalism	trust	0.398
electorate	electorate	trust	0.398
climax	kinatapusan	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	kahayag	trust	0.398
yearning	nangandoy	trust	0.398
neutral	neyutral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	salag	trust	0.398
clan	ang banay	trust	0.398
merchandise	merchandise	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	puthaw	trust	0.398
eulogy	eulogy	trust	0.398
accounts	mga asoy	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	kabayo	trust	0.391
gay	gay	trust	0.391
usher	usher	trust	0.391
paean	paean	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	bituon	trust	0.391
recline	maglingkod	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	pagpangamuyo	trust	0.391
escort	pagdumala	trust	0.391
cube	cube	trust	0.391
follower	nga sumusunod	trust	0.391
armory	armory	trust	0.391
surrogate	surrogate	trust	0.391
baggage	bagahe	trust	0.391
downright	matuod	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	mensahero	trust	0.391
grin	grin	trust	0.391
translation	paghubad	trust	0.391
deal	atubang	trust	0.391
lean	pagsalig	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	label	trust	0.383
fortune	bahandi	trust	0.383
series	sunod-sunod nga	trust	0.383
crisp	malipayon	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	curfew	trust	0.383
leaning	nagsandig	trust	0.383
larger	mas dako	trust	0.383
possess	pag-angkon	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	bounty	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	pagbayad	trust	0.383
culinary	culinary	trust	0.383
faculty	mga magtutudlo	trust	0.383
clapping	pagpalakpak	trust	0.375
general	heneral	trust	0.375
sex	sex	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	assessor	trust	0.375
confederate	nagkahiusa	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	mga kalainan	trust	0.375
bouquet	bouquet	trust	0.375
adjust	pag-adjust	trust	0.375
cover	tabon	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	pagsalikway	trust	0.367
knickers	knickers	trust	0.367
garrison	garrison	trust	0.367
dogma	dogma	trust	0.367
microscope	mikroskopyo	trust	0.367
senate	senado	trust	0.367
nestle	nestle	trust	0.367
dolphin	dolphin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	dagat	trust	0.367
marrow	utok sa bukog	trust	0.367
bargain	barato	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	kosmopolita	trust	0.367
bailiff	algwasil	trust	0.367
pretty	gwapa	trust	0.367
swell	Nagtubo	trust	0.367
superstar	superstar	trust	0.367
throne	trono	trust	0.367
collateral	garantiya	trust	0.367
homosexual	homosexual	trust	0.367
manual	manwal	trust	0.367
magnet	magnet	trust	0.367
periodicity	periodicity	trust	0.367
green	berde	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	salapi	trust	0.359
mortgagee	pagkagarantiya	trust	0.359
roadster	roadster	trust	0.359
vulnerable	mahuyang	trust	0.359
lettered	sulat	trust	0.359
circumstances	kahimtang	trust	0.359
boomerang	boomerang	trust	0.359
privileged	dunay pribilihiyo	trust	0.359
promo	promo	trust	0.359
calls	nagtawag	trust	0.359
maxim	maxim	trust	0.359
fender	fender	trust	0.359
fade	mangalaya	trust	0.359
stark	tinuud	trust	0.359
footing	pagpalig-on	trust	0.359
dance	sayaw	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	banker	trust	0.352
rave	mapainubsanon	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	ipakita	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	poll	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	pagdumala	trust	0.352
seals	mga poka	trust	0.352
suggest	sugyot	trust	0.352
tactics	taktika	trust	0.352
fuse	fuse	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	abogado	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	magpakpak	trust	0.344
dame	dame	trust	0.344
playground	playground	trust	0.344
entertainment	kalingawan	trust	0.344
bounce	ning-untol	trust	0.344
endless	walay katapusan	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	naghupot	trust	0.344
servant	alagad	trust	0.344
lace	lace	trust	0.344
white	puti	trust	0.344
weigh	timbangon	trust	0.344
cement	semento	trust	0.336
legislature	lehislatura	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	dungog	trust	0.336
lens	lente	trust	0.336
shoulder	abaga	trust	0.336
food	pagkaon	trust	0.336
county	county	trust	0.336
opera	opera	trust	0.336
estimation	pagbana-bana	trust	0.336
corporation	korporasyon	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	gauging	trust	0.328
theory	teorya	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	kakugi	trust	0.328
wear	magsul-ob	trust	0.328
execution	pagpatay	trust	0.328
swear	manumpa	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	sungkod	trust	0.320
pavement	salog	trust	0.320
cap	Cap	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	proxy	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	heyday	trust	0.320
unofficial	dili opisyal	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	girder	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	nahimulag	trust	0.320
interior	sulod	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	pun-a	trust	0.320
clerical	clerical	trust	0.320
veal	veal	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pila	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	prophylactic	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorial	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	sekreto	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	sundial	trust	0.305
thermometer	thermometer	trust	0.305
actress	aktres	trust	0.305
presumption	pagsupak	trust	0.305
hermit	hermit	trust	0.305
warn	nagpasidaan	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	gawas	trust	0.305
divan	NO TRANSLATION	trust	0.297
