word	Finnish-fi	emotion	emotion-intensity-score
generous	antelias	trust	0.594
strengthen	vahvistaa	trust	0.594
gratitude	kiitollisuus	trust	0.594
befriend	osoittaa jklle ystävällisyyttä	trust	0.594
substantiate	näyttää toteen	trust	0.594
praised	kehui	trust	0.594
admiral	amiraali	trust	0.594
regent	valtionhoitaja	trust	0.594
sage	salvia	trust	0.594
assessment	arviointi	trust	0.594
enlighten	valaista	trust	0.594
eminence	kohouma	trust	0.594
commendation	kiitos	trust	0.594
efficient	tehokas	trust	0.594
nurse	sairaanhoitaja	trust	0.594
visionary	näkijä	trust	0.594
generosity	anteliaisuus	trust	0.594
vigilance	valppaus	trust	0.594
endowment	lahjoitusvarat	trust	0.594
council	neuvosto	trust	0.594
sweetheart	kultaseni	trust	0.589
attest	osoittaa	trust	0.586
prestige	arvovalta	trust	0.586
serene	seesteinen	trust	0.586
unfailing	pettämätön	trust	0.586
testimony	todistus	trust	0.586
checklist	tarkistuslista	trust	0.586
inheritance	perintö	trust	0.586
monk	munkki	trust	0.586
godly	hurskas	trust	0.586
compliance	noudattaminen	trust	0.586
rooted	juurtunut	trust	0.586
constitutional	perustuslaillinen	trust	0.586
conservation	säilyttäminen	trust	0.586
bylaw	annetun lain	trust	0.586
helper	auttaja	trust	0.586
joyful	iloinen	trust	0.586
collectively	kollektiivisesti	trust	0.586
meritorious	ansiokas	trust	0.586
acclaim	tervehtiä suosionhuudoin	trust	0.586
diplomacy	diplomatia	trust	0.586
educational	koulutuksellinen	trust	0.586
husbandry	karjanhoito	trust	0.586
share	Jaa	trust	0.586
enjoying	nauttii	trust	0.586
firmness	kiinteys	trust	0.586
convince	vakuuttaa	trust	0.586
designation	nimitys	trust	0.586
tribe	heimo	trust	0.586
victory	voitto	trust	0.586
magnificent	upea	trust	0.586
lovely	ihana	trust	0.586
seniority	virkaikää	trust	0.586
angelic	enkelimäinen	trust	0.586
ambition	kunnianhimo	trust	0.586
father	isä	trust	0.586
mate	perämies	trust	0.586
sobriety	maltillisuus	trust	0.586
revere	kunnioittaa syvästi	trust	0.586
delegate	delegoida	trust	0.586
navigator	Navigator	trust	0.578
watchdog	vahtikoira	trust	0.578
obey	totella	trust	0.578
cheerfulness	iloisuus	trust	0.578
inviting	houkutteleva	trust	0.578
judge	tuomari	trust	0.578
irrefutable	kieltämätön	trust	0.578
philanthropist	hyväntekijä	trust	0.578
careful	varovainen	trust	0.578
communion	yhteys	trust	0.578
coexisting	rinnakkaisalueella	trust	0.578
impartiality	puolueettomuus	trust	0.578
unquestioned	kiistaton	trust	0.578
upright	pystyssä	trust	0.578
authoritative	arvovaltainen	trust	0.578
structural	rakenteellinen	trust	0.578
convinced	vakuuttunut	trust	0.578
smile	hymy	trust	0.578
commandant	komendantti	trust	0.578
dutiful	velvollisuudentuntoinen	trust	0.578
shelter	suoja	trust	0.578
revival	elpyminen	trust	0.578
professor	professori	trust	0.578
adore	jumaloida	trust	0.578
legalized	laillistettu	trust	0.578
punctual	täsmällinen	trust	0.570
counsellor	neuvonantaja	trust	0.570
complement	täydentää	trust	0.570
corroboration	vahvistus	trust	0.570
immaculate	tahraton	trust	0.570
relative	suhteellinen	trust	0.570
apostle	apostoli	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	yhdistävä	trust	0.570
insure	taata	trust	0.570
plausible	uskottava	trust	0.570
consult	konsultoida	trust	0.570
modest	vaatimaton	trust	0.570
measured	mitattu	trust	0.570
pilot	lentäjä	trust	0.570
collaborator	työtoveri	trust	0.570
advise	neuvoa	trust	0.570
cuddle	halaus	trust	0.570
ordinance	määräys	trust	0.570
compass	kompassi	trust	0.570
guide	opas	trust	0.570
everlasting	ikuinen	trust	0.570
adhering	kiinni	trust	0.570
determinate	määrätty	trust	0.570
heavenly	taivaallinen	trust	0.570
principal	pääasiallinen	trust	0.570
abundance	yltäkylläisyys	trust	0.570
matron	emäntä	trust	0.570
unequivocal	yksiselitteinen	trust	0.570
volunteers	vapaaehtoiset	trust	0.570
pedigree	sukutaulu	trust	0.570
unquestionably	kiistatta	trust	0.570
pertinent	asiaankuuluva	trust	0.562
devout	harras	trust	0.562
curable	parannettavissa	trust	0.562
insight	oivallus	trust	0.562
congregation	seurakunta	trust	0.562
admit	myöntää	trust	0.562
pleasant	miellyttävä	trust	0.562
vigorous	voimakas	trust	0.562
fort	linnake	trust	0.562
remarkable	huomattava	trust	0.562
content	pitoisuus	trust	0.562
spotless	tahraton	trust	0.562
uplift	kohottaa	trust	0.562
compensate	hyvittää	trust	0.562
lovemaking	rakastelu	trust	0.562
jury	tuomaristo	trust	0.562
jurist	juristi	trust	0.562
soothing	rauhoittava	trust	0.562
ordination	koordinointi	trust	0.562
cohesion	koheesio	trust	0.562
frankness	suoruus	trust	0.562
strong	vahva	trust	0.562
miracle	ihme	trust	0.562
concordance	konkordanssin	trust	0.562
applaud	osoittaa suosiota	trust	0.562
prize	palkinto-	trust	0.562
apostolic	apostolinen	trust	0.562
succeeding	menestyminen	trust	0.562
vitality	elinvoimaisuus	trust	0.562
treasurer	rahastonhoitaja	trust	0.562
save	Tallentaa	trust	0.562
earn	ansaita	trust	0.562
midwife	kätilö	trust	0.555
discretion	harkinnan	trust	0.555
worship	palvonta	trust	0.555
constant	jatkuva	trust	0.555
foresight	kaukokatseisuus	trust	0.555
vote	äänestys	trust	0.555
cultivate	viljellä	trust	0.555
impartial	puolueeton	trust	0.555
illumination	valaistus	trust	0.555
ambulance	ambulanssi	trust	0.555
privacy	yksityisyys	trust	0.555
succeed	menestyä	trust	0.555
providing	tarjoaminen	trust	0.555
veteran	veteraani-	trust	0.555
patience	kärsivällisyys	trust	0.555
prophet	profeetta	trust	0.555
coach	valmentaja	trust	0.555
intuition	intuitio	trust	0.555
reconciliation	sovinto	trust	0.555
defender	puolustaja	trust	0.555
coalesce	sulautua yhteen	trust	0.555
mediate	välittää	trust	0.555
precedence	etusija	trust	0.555
congruence	kongruenssi	trust	0.555
buddy	kaveri	trust	0.555
reunion	jälleennäkeminen	trust	0.555
restorative	vahvistava	trust	0.555
destined	tarkoitettu	trust	0.555
physicist	fyysikko	trust	0.555
influential	vaikutusvaltainen	trust	0.555
exalt	korottaa	trust	0.555
greatness	suuruus	trust	0.555
inclusion	sisällyttäminen	trust	0.555
auditor	tilintarkastaja	trust	0.555
meditate	mietiskellä	trust	0.555
betrothed	kihlattu	trust	0.555
proud	ylpeä	trust	0.547
provide	säätää	trust	0.547
conciliation	sovittelu	trust	0.547
ancestral	esi-isiltä peritty	trust	0.547
liberty	vapaus	trust	0.547
durable	kestävä	trust	0.547
impenetrable	käsittämätön	trust	0.547
prudent	varovainen	trust	0.547
invocation	rukous	trust	0.547
engaging	harjoittaa	trust	0.547
statement	selvitys	trust	0.547
rejoice	iloita	trust	0.547
cheer	hurrata	trust	0.547
eyewitness	silminnäkijä	trust	0.547
prevalent	vallitseva	trust	0.547
securities	arvopaperit	trust	0.547
friendly	ystävällinen	trust	0.547
salvation	pelastus	trust	0.547
independence	itsenäisyys	trust	0.547
govern	hallita	trust	0.547
forgive	antaa anteeksi	trust	0.547
commanding	komentava	trust	0.547
convent	luostari	trust	0.547
reinforcement	vahvistaminen	trust	0.547
law	laki	trust	0.547
registry	kirjaamo	trust	0.547
temperate	leuto	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	valmius	trust	0.547
heritage	perintö	trust	0.547
chronicle	kronikka	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	kokonaisuus	trust	0.539
institute	instituutti	trust	0.539
applause	suosionosoitukset	trust	0.539
architecture	arkkitehtuuri	trust	0.539
obvious	ilmeinen	trust	0.539
recovery	elpyminen	trust	0.539
inimitable	jäljittelemätön	trust	0.539
relevant	merkityksellinen	trust	0.539
responsive	herkkä	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	ohjeet	trust	0.539
define	määritellä	trust	0.539
delightful	ihana	trust	0.539
antidote	vastamyrkky	trust	0.539
admitting	myöntää	trust	0.539
psalms	psalmeja	trust	0.539
stamina	kestävyys	trust	0.539
majority	suurin osa	trust	0.539
inoculation	rokotus	trust	0.539
perfect	täydellinen	trust	0.539
obedience	tottelevaisuus	trust	0.539
memorable	mieleenpainuva	trust	0.539
chastity	siveys	trust	0.539
proctor	proktori	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	säännöllisyys	trust	0.539
forefathers	esi-isät	trust	0.539
immovable	kiinteä	trust	0.539
eager	innokas	trust	0.539
aspiring	kunnianhimoinen	trust	0.539
obliging	huomaavainen	trust	0.539
reinforcements	vahvistukset	trust	0.539
tantamount	sama kuin	trust	0.539
exalted	ylevä	trust	0.539
hospital	sairaala	trust	0.531
retirement	eläke	trust	0.531
strive	pyrkiä	trust	0.531
edification	mielenylennys	trust	0.531
candid	vilpitön	trust	0.531
deed	teko	trust	0.531
school	koulu	trust	0.531
cradle	kehto	trust	0.531
transcript	jäljennös	trust	0.531
accompaniment	säestys	trust	0.531
doubtless	epäilemättä	trust	0.531
rescue	pelastaa	trust	0.531
seal	tiiviste	trust	0.531
expedient	tarkoituksenmukainen	trust	0.531
ballot	äänestys	trust	0.531
deliverance	pelastus	trust	0.531
heavens	taivaat	trust	0.531
fraternal	veljellinen	trust	0.531
dependent	riippuvainen	trust	0.531
answerable	vastuussa	trust	0.531
center	keskusta	trust	0.531
analyst	analyytikko	trust	0.531
firstborn	esikoinen	trust	0.531
bloom	kukinta	trust	0.531
inseparable	erottamaton	trust	0.531
bride	morsian	trust	0.531
evergreen	ikivihreä	trust	0.531
princely	ruhtinaallinen	trust	0.531
immunization	immunisaatio	trust	0.531
refuge	turvapaikka	trust	0.531
verily	totisesti	trust	0.531
omniscient	kaikkitietävä	trust	0.531
terms	ehdot	trust	0.531
sponsor	sponsori	trust	0.531
approbation	suostumus	trust	0.527
correctness	oikeellisuutta	trust	0.523
elevation	korkeus	trust	0.523
neighbor	naapuri-	trust	0.523
unbroken	ehjä	trust	0.523
countenance	ilme	trust	0.523
hug	halata	trust	0.523
nobility	aatelisto	trust	0.523
paragon	esikuva	trust	0.523
coronation	kruunajaiset	trust	0.523
celebration	juhla	trust	0.523
graduation	valmistuminen	trust	0.523
commonwealth	kansainyhteisön	trust	0.523
dictionary	sanakirja	trust	0.523
powerful	voimakas	trust	0.523
notable	huomattava	trust	0.523
account	tili	trust	0.523
winning	voittoisa	trust	0.523
honeymoon	häämatka	trust	0.523
improvement	parannus	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kappalainen	trust	0.523
ratify	ratifioida	trust	0.523
connoisseur	tuntija	trust	0.523
award	myöntää	trust	0.523
taught	opettanut	trust	0.523
adoration	palvonta	trust	0.523
salutary	hyödyllinen	trust	0.523
captivate	valloittaa	trust	0.523
liberate	vapauttaa	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	palkinnonsaaja	trust	0.523
benedictory	benedictory	trust	0.523
feeling	tunne	trust	0.518
freely	vapaasti	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	aamen	trust	0.516
reverie	unelmointi	trust	0.516
organization	organisaatio	trust	0.516
framework	puitteet	trust	0.516
sentinel	vahti	trust	0.516
advent	tulo	trust	0.516
inform	ilmoittaa	trust	0.516
committee	komitea	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	taipuvainen	trust	0.516
obstetrician	synnytyslääkäri	trust	0.516
enchanted	lumottu	trust	0.516
formative	muovaava	trust	0.516
tribunal	tuomioistuin	trust	0.516
association	yhdistys	trust	0.516
remedy	parannuskeino	trust	0.516
credit	luotto	trust	0.516
nobleman	aatelismies	trust	0.516
predominant	vallitseva	trust	0.516
measure	mitata	trust	0.516
perpetuity	ikuisiksi ajoiksi	trust	0.516
fully	täysin	trust	0.516
deserve	ansaita	trust	0.516
tender	hellä	trust	0.516
pray	rukoilla	trust	0.516
confession	tunnustus	trust	0.516
management	johto	trust	0.516
volunteer	vapaaehtoinen	trust	0.509
instruct	opettaa	trust	0.508
virgin	Neitsyt	trust	0.508
constable	poliisikonstaapeli	trust	0.508
reward	palkinto	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	pappi	trust	0.508
policy	politiikka	trust	0.508
confessional	rippituoli	trust	0.508
savor	maistella	trust	0.508
custodian	hoitaja	trust	0.508
vouch	taata jk	trust	0.508
tolerance	toleranssi	trust	0.508
unsurpassed	ylittämätön	trust	0.508
venerable	kunnioitettava	trust	0.508
forgiving	anteeksiantava	trust	0.508
intact	vahingoittumaton	trust	0.508
diversity	monimuotoisuus	trust	0.508
accolade	kunnianosoitus	trust	0.508
philosopher	filosofi	trust	0.508
lieutenant	luutnantti	trust	0.508
shepherd	paimen	trust	0.508
courtship	kosiskelu	trust	0.508
sovereign	suvereeni	trust	0.508
medical	lääketieteellinen	trust	0.508
housewife	kotivaimo	trust	0.508
automatic	Automaattinen	trust	0.508
patronage	asiakassuhde	trust	0.508
enable	ota käyttöön	trust	0.508
admissible	hyväksyttävä	trust	0.508
beautification	kaunistamiseen	trust	0.508
synchronize	synkronoida	trust	0.500
info	tiedot	trust	0.500
pontiff	paavi	trust	0.500
retain	säilyttää	trust	0.500
warden	vartija	trust	0.500
majesty	majesteetti	trust	0.500
infallibility	pettämättömyys	trust	0.500
guru	guru	trust	0.500
apologetic	anteeksipyytävä	trust	0.500
darling	Rakas	trust	0.500
doctrine	oppi	trust	0.500
related	liittyvä	trust	0.500
treasure	aarre	trust	0.500
infinity	äärettömyys	trust	0.500
romantic	romanttinen	trust	0.500
optimist	optimisti	trust	0.500
timing	ajoitus	trust	0.500
undying	ikuinen	trust	0.500
personal	henkilökohtainen	trust	0.500
gateway	portti	trust	0.500
instruction	ohje	trust	0.500
backer	tukija	trust	0.500
watchful	valpas	trust	0.500
badge	kunniamerkki	trust	0.500
birth	syntymä	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	hurskas	trust	0.500
indelible	lähtemätön	trust	0.500
superman	supermies	trust	0.500
guard	vartija	trust	0.500
vindication	puolustus	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	elossa	trust	0.500
constitute	muodostaa	trust	0.492
jubilant	riemukas	trust	0.492
endow	antaa	trust	0.492
improve	parantaa	trust	0.492
contributor	avustaja	trust	0.492
formality	muodollisuus	trust	0.492
salute	tervehdys	trust	0.492
inevitable	väistämätön	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	tuomari	trust	0.492
grow	kasvaa	trust	0.492
fellow	kaveri	trust	0.492
popularity	suosio	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	tiedottaja	trust	0.492
synonymous	synonyymi	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kirkko	trust	0.492
hardy	sitkeä	trust	0.492
privy	käymälä	trust	0.492
psalm	psalmi	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	vetovoima	trust	0.492
grandchildren	lastenlapset	trust	0.492
elegance	eleganssi	trust	0.492
laudatory	ylistelevä	trust	0.492
sheriff	seriffi	trust	0.492
radiance	loiste	trust	0.492
harbor	satama	trust	0.492
aspire	tavoitella jtk	trust	0.492
musical	musikaali	trust	0.492
chairman	puheenjohtaja	trust	0.492
moderator	hidastin	trust	0.492
laudation	laudation	trust	0.484
clean	puhdas	trust	0.484
arbiter	sovittelija	trust	0.484
crowning	kruunaus	trust	0.484
depth	syvyys	trust	0.484
forecast	ennuste	trust	0.484
colonel	eversti	trust	0.484
hire	vuokraus	trust	0.484
found	löydetty	trust	0.484
armor	panssari	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	suosikki-	trust	0.484
voucher	tosite	trust	0.484
affection	tunteet	trust	0.484
path	polku	trust	0.484
referee	tuomari	trust	0.484
police	Poliisi	trust	0.484
countryman	maanmies	trust	0.484
romance	romanssi	trust	0.484
diagnosis	diagnoosi	trust	0.484
concord	sopu	trust	0.484
enjoy	nauttia	trust	0.484
ranger	metsänvartija	trust	0.484
confess	tunnustaa	trust	0.484
income	tulo	trust	0.484
assembly	kokoonpano	trust	0.484
sweet	makea	trust	0.484
like	Kuten	trust	0.484
apologize	pyydä anteeksi	trust	0.477
sermon	saarna	trust	0.477
pastor	pastori	trust	0.477
matter	asia	trust	0.477
glory	kunnia	trust	0.477
lamb	lammas	trust	0.477
lover	rakastaja	trust	0.477
putative	otaksuttu	trust	0.477
expect	odottaa	trust	0.477
purely	puhtaasti	trust	0.477
follow	seurata	trust	0.477
parliament	eduskunta	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	lastentarha	trust	0.477
episcopal	piispan-	trust	0.477
veracity	totuudenmukaisuus	trust	0.477
mathematical	matemaattinen	trust	0.477
frank	vilpitön	trust	0.477
policeman	poliisi	trust	0.477
word	sana	trust	0.477
consul	konsuli	trust	0.477
landmark	maamerkki	trust	0.477
calculator	laskin	trust	0.477
sterling	sterling	trust	0.477
signature	allekirjoitus	trust	0.477
votive	kynttilälyhty	trust	0.477
preponderance	voittopuolisuus	trust	0.477
sacrifice	uhrata	trust	0.477
underwrite	vakuuttaa	trust	0.469
bridesmaid	morsiusneito	trust	0.469
commission	komissio	trust	0.469
passion	intohimo	trust	0.469
prefer	mieluummin	trust	0.469
recruits	rekrytoi	trust	0.469
cashier	kassanhoitaja	trust	0.469
judicious	järkevä	trust	0.469
immerse	upottaa	trust	0.469
uncritical	kritiikitön	trust	0.469
effective	tehokas	trust	0.469
dove	kyyhkynen	trust	0.469
tutelage	holhous	trust	0.469
associate	kumppani	trust	0.469
flagship	lippulaiva	trust	0.469
religion	uskonto	trust	0.469
gain	saada	trust	0.469
instructor	ohjaaja	trust	0.469
judgment	tuomio	trust	0.469
title	otsikko	trust	0.469
regal	loistelias	trust	0.469
author	kirjailija	trust	0.469
top	ylin	trust	0.469
tribune	Tribune	trust	0.469
eagerness	into	trust	0.469
marshal	marsalkka	trust	0.469
mighty	mahtava	trust	0.469
intended	tarkoitettu	trust	0.469
capacity	kapasiteetti	trust	0.469
vicar	kirkkoherra	trust	0.469
partake	nauttia	trust	0.461
commerce	kaupankäynti	trust	0.461
magnetic	magneettinen	trust	0.461
medal	mitali	trust	0.461
courier	kuriiri	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	kirjoittautua	trust	0.461
necessarily	välttämättä	trust	0.461
lesson	oppitunti	trust	0.461
custody	huolto	trust	0.461
moorings	kiinnitysköydet	trust	0.461
fortress	linnoitus	trust	0.461
aunt	täti	trust	0.461
bank	pankki	trust	0.461
theological	teologinen	trust	0.461
manage	hoitaa	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	käydä kauppaa	trust	0.461
lifestyle	elämäntapa	trust	0.461
consecration	vihkiminen	trust	0.461
admitted	hyväksytty	trust	0.461
crucial	ratkaiseva	trust	0.461
cautious	varovainen	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	pappeus	trust	0.461
attendant	liittyvä	trust	0.461
oblige	velvoittaa	trust	0.461
patriarchal	patriarkaalinen	trust	0.461
kitten	kissanpentu	trust	0.461
cathedral	katedraali	trust	0.455
eagle	kotka	trust	0.453
puppy	pentu	trust	0.453
present	esittää	trust	0.453
perceive	havaita	trust	0.453
foresee	aavistaa	trust	0.453
governor	kuvernööri	trust	0.453
synergistic	synergistinen	trust	0.453
commonplace	arkipäiväinen	trust	0.453
exchange	vaihto	trust	0.453
journeyman	kisälli	trust	0.453
laud	ylistää	trust	0.453
chairwoman	puheenjohtaja	trust	0.453
encomium	Helenan ylistys	trust	0.453
strategist	strategi	trust	0.453
dawn	valjeta	trust	0.453
excited	innoissaan	trust	0.453
finally	vihdoin	trust	0.453
level	taso	trust	0.453
chart	kartoittaa	trust	0.453
oasis	keidas	trust	0.453
insulation	eristys	trust	0.453
president	presidentti	trust	0.453
deputy	sijainen	trust	0.453
orthodoxy	oikeaoppisuus	trust	0.445
sir	arvon herra	trust	0.445
theorem	lause	trust	0.445
formula	kaava	trust	0.445
operation	operaatio	trust	0.445
bridegroom	sulhanen	trust	0.445
lodging	majapaikka	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	käsikirja	trust	0.445
impart	antaa	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	korvaus	trust	0.445
negotiate	neuvotella	trust	0.445
magnify	suurentaa	trust	0.445
chancellor	liittokansleri	trust	0.445
