word	Maori-mi	emotion	emotion-intensity-score
patronage	tautoko	trust	0.508
enable	whakahohe	trust	0.508
admissible	ka taea	trust	0.508
beautification	whakapaipai	trust	0.508
synchronize	tukutahi	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	pupuri	trust	0.500
warden	kaitiaki	trust	0.500
majesty	nui	trust	0.500
infallibility	kaore i taea	trust	0.500
guru	guru	trust	0.500
apologetic	Tuhinga o mua	trust	0.500
darling	aroha	trust	0.500
doctrine	kaupapa whakaako	trust	0.500
related	e pā ana	trust	0.500
treasure	taonga	trust	0.500
infinity	Tuhinga	trust	0.500
romantic	aroha	trust	0.500
optimist	Tuhinga o mua	trust	0.500
timing	waahi	trust	0.500
undying	e kore e ngaro	trust	0.500
personal	whaiaro	trust	0.500
gateway	kuwaha	trust	0.500
instruction	te ako	trust	0.500
backer	kaitiaki	trust	0.500
watchful	mataara	trust	0.500
badge	tohu	trust	0.500
birth	whanau	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	karakia	trust	0.500
indelible	Tuhinga	trust	0.500
superman	rangatira	trust	0.500
guard	kaitiaki	trust	0.500
vindication	whakatika	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	ora	trust	0.500
constitute	Tuhinga	trust	0.492
jubilant	Tuhinga o mua	trust	0.492
endow	Tuhinga	trust	0.492
improve	whakapai ake	trust	0.492
contributor	kaiwhiwhi	trust	0.492
formality	tikanga	trust	0.492
salute	mihi	trust	0.492
inevitable	kore e taea	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	tupu	trust	0.492
fellow	hoa	trust	0.492
popularity	rongonui	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	kaikatau korero	trust	0.492
synonymous	ano	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	hahi	trust	0.492
hardy	pakeke	trust	0.492
privy	Tuhinga o mua	trust	0.492
psalm	himene	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	te waahi	trust	0.492
grandchildren	mokopuna	trust	0.492
elegance	Tuhinga	trust	0.492
laudatory	Tuhinga	trust	0.492
sheriff	Tuhinga o mua	trust	0.492
radiance	maramara	trust	0.492
harbor	whanga	trust	0.492
aspire	hiahia	trust	0.492
musical	waiata	trust	0.492
chairman	tiamana	trust	0.492
moderator	kaiwhakahaere	trust	0.492
laudation	Tuhinga	trust	0.484
clean	maema	trust	0.484
arbiter	kaiwhakawa	trust	0.484
crowning	karauna	trust	0.484
depth	hohonu	trust	0.484
forecast	tohu	trust	0.484
colonel	koroni	trust	0.484
hire	utu	trust	0.484
found	kitea	trust	0.484
armor	te patu	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	tino pai	trust	0.484
voucher	putea	trust	0.484
affection	aroha	trust	0.484
path	ara	trust	0.484
referee	kaitono	trust	0.484
police	pirihimana	trust	0.484
countryman	tangata whenua	trust	0.484
romance	aroha	trust	0.484
diagnosis	te tātari	trust	0.484
concord	Tuhinga	trust	0.484
enjoy	koa	trust	0.484
ranger	Tuhinga	trust	0.484
confess	whakaae	trust	0.484
income	moni whiwhi	trust	0.484
assembly	huihuinga	trust	0.484
sweet	reka	trust	0.484
like	rite	trust	0.484
apologize	mihi	trust	0.477
sermon	ture	trust	0.477
pastor	hepara	trust	0.477
matter	Tuhinga	trust	0.477
glory	kororia	trust	0.477
lamb	reme	trust	0.477
lover	aroha	trust	0.477
putative	Tuhinga	trust	0.477
expect	tumanako	trust	0.477
purely	tika	trust	0.477
follow	whai	trust	0.477
parliament	paremata	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	panuhi	trust	0.477
episcopal	episcopal	trust	0.477
veracity	pono	trust	0.477
mathematical	matatiki	trust	0.477
frank	Tuhinga o mua	trust	0.477
policeman	pirihimana	trust	0.477
word	kupu	trust	0.477
consul	Kaitohutohu	trust	0.477
landmark	tohu whenua	trust	0.477
calculator	te tataura	trust	0.477
sterling	Tuhinga o mua	trust	0.477
signature	waitohu	trust	0.477
votive	pōti	trust	0.477
preponderance	Tuhinga o mua	trust	0.477
sacrifice	patunga tapu	trust	0.477
underwrite	Tuhinga o mua	trust	0.469
bridesmaid	wahine wahine	trust	0.469
commission	komiti	trust	0.469
passion	aroha	trust	0.469
prefer	pai	trust	0.469
recruits	Tuhinga	trust	0.469
cashier	nama	trust	0.469
judicious	tika	trust	0.469
immerse	whakaheke	trust	0.469
uncritical	kaore he mana	trust	0.469
effective	whai hua	trust	0.469
dove	kukupa	trust	0.469
tutelage	tutelage	trust	0.469
associate	hoa	trust	0.469
flagship	Tuhinga	trust	0.469
religion	karakia	trust	0.469
gain	taonga	trust	0.469
instructor	kaiwhakaako	trust	0.469
judgment	whakawa	trust	0.469
title	taitara	trust	0.469
regal	regal	trust	0.469
author	kaituhi	trust	0.469
top	runga	trust	0.469
tribune	rangatira	trust	0.469
eagerness	Tuhinga o mua	trust	0.469
marshal	rangatira	trust	0.469
mighty	kaha	trust	0.469
intended	te kaupapa	trust	0.469
capacity	te kaha	trust	0.469
vicar	Tuhinga o mua	trust	0.469
partake	kai	trust	0.461
commerce	hokohoko	trust	0.461
magnetic	maama	trust	0.461
medal	tohu	trust	0.461
courier	karere	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	whakauru	trust	0.461
necessarily	tika	trust	0.461
lesson	akoranga	trust	0.461
custody	tiaki	trust	0.461
moorings	moemoei	trust	0.461
fortress	pa kaha	trust	0.461
aunt	whaea	trust	0.461
bank	putea	trust	0.461
theological	Teioio	trust	0.461
manage	whakahaere	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	hokohoko	trust	0.461
lifestyle	āhua noho	trust	0.461
consecration	whakatohunga	trust	0.461
admitted	whakaaetia	trust	0.461
crucial	nui	trust	0.461
cautious	kia tupato	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	autahu'araa	trust	0.461
attendant	kaimahi	trust	0.461
oblige	toha	trust	0.461
patriarchal	patereareha	trust	0.461
kitten	putea	trust	0.461
cathedral	whare karakia	trust	0.455
eagle	eakara	trust	0.453
puppy	kuripi	trust	0.453
present	Tuhinga	trust	0.453
perceive	kite	trust	0.453
foresee	Tuhinga o mua	trust	0.453
governor	kawana	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	waahi	trust	0.453
exchange	whakawhiti	trust	0.453
journeyman	haere	trust	0.453
laud	Tuhinga	trust	0.453
chairwoman	rangatira	trust	0.453
encomium	encomium	trust	0.453
strategist	rautaki	trust	0.453
dawn	ata	trust	0.453
excited	koa	trust	0.453
finally	i te mutunga	trust	0.453
level	taumata	trust	0.453
chart	tūtohi	trust	0.453
oasis	oasis	trust	0.453
insulation	te hiku	trust	0.453
president	peresideni	trust	0.453
deputy	takawaenga	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	e te rangatira	trust	0.445
theorem	Tuhinga	trust	0.445
formula	tauira	trust	0.445
operation	mahi	trust	0.445
bridegroom	marena hou	trust	0.445
lodging	whare noho	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	pukapuka	trust	0.445
impart	tuku	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	Tuhinga o mua	trust	0.445
negotiate	whakarite	trust	0.445
magnify	whakanui	trust	0.445
chancellor	rangatira	trust	0.445
crew	Tuhinga o mua	trust	0.445
sensual	wairua	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	i mua	trust	0.445
asserting	whakahua	trust	0.445
chocolate	tiakarete	trust	0.445
statistical	te tatauranga	trust	0.445
lord	rangatira	trust	0.445
exaltation	te whakanui	trust	0.445
employ	mahi	trust	0.445
orchestra	orchestra	trust	0.445
director	kaiwhakahaere	trust	0.445
chemist	Tuhinga o mua	trust	0.445
remains	noho tonu	trust	0.445
enliven	Tuhinga	trust	0.445
sun	ra	trust	0.438
imagination	whakaaro	trust	0.438
comptroller	kaiwhakahaere	trust	0.438
digit	tau	trust	0.438
cabinet	kaitohutohu	trust	0.438
emphasize	whakanui	trust	0.438
atone	te utu	trust	0.438
inauguration	whakangungu	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	Tuhinga	trust	0.438
governess	Tuhinga	trust	0.438
tandem	Tuhinga	trust	0.438
conveyancing	whakawhiti	trust	0.438
arbitrator	kaiwhakawa	trust	0.438
oracle	kupurero	trust	0.438
economy	te ōhanga	trust	0.438
elect	whiriwhiri	trust	0.438
villager	tangata whenua	trust	0.438
fate	Tuhinga	trust	0.438
exhaustive	Tuhinga	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	kaipara	trust	0.438
conformity	Tuhinga	trust	0.438
grammar	tohu	trust	0.430
disclosed	ka whakaaturia	trust	0.430
persuade	akiaki	trust	0.430
compact	Tuhinga	trust	0.430
rule	ture	trust	0.430
deacon	diakono	trust	0.430
impressionable	maamaa	trust	0.430
cop	cop	trust	0.430
neutrality	Tuhinga o mua	trust	0.430
pay	utu	trust	0.430
bridal	marena	trust	0.430
wealth	taonga	trust	0.430
base	turanga	trust	0.430
errand	Tuhinga	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	te uaua	trust	0.430
estimable	ka taea	trust	0.430
lender	kaituku	trust	0.430
sentry	Tuhinga	trust	0.430
invite	toha	trust	0.430
circle	porohita	trust	0.430
grit	Tuhinga	trust	0.430
elucidate	upcidate	trust	0.430
repay	utu	trust	0.430
resources	rauemi	trust	0.430
blanket	paraikete	trust	0.430
occupant	e noho ana	trust	0.430
bequest	Tuhinga	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	tatau	trust	0.430
hail	whatu	trust	0.430
playful	takaro	trust	0.430
simplify	whakaiti	trust	0.430
differential	rerekē	trust	0.430
utopian	utopian	trust	0.430
parish	parori	trust	0.422
sing	waiata	trust	0.422
dominion	te mana	trust	0.422
dealings	mahi	trust	0.422
theocratic	Tuhinga o mua	trust	0.422
shopkeeper	kaihokohoko	trust	0.422
accountant	kaute	trust	0.422
forum	huinga	trust	0.422
fixed	kua whakaritea	trust	0.422
eulogize	whakatipu	trust	0.422
diary	rārangi	trust	0.422
intend	hiahia	trust	0.422
supplication	inoi	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	ākonga	trust	0.422
continue	haere tonu	trust	0.422
antiseptic	Tuhinga o mua	trust	0.422
perennial	Tuhinga o mua	trust	0.422
primer	Tuhinga	trust	0.422
enablement	āhei	trust	0.422
respite	waatea	trust	0.422
assignee	kaiwhakahaere	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	hokohoko	trust	0.422
travel	haere	trust	0.422
probity	Tuhinga	trust	0.422
axiom	Tuhinga	trust	0.422
maintenance	tiaki	trust	0.422
reconsideration	whakamaharatanga	trust	0.422
treat	hamani	trust	0.422
truss	Tuhinga	trust	0.422
hymn	himene	trust	0.422
supremacy	Tuhinga	trust	0.422
athlete	kaitakaro	trust	0.414
cogent	Tuhinga	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	mahi	trust	0.414
incline	whakaheke	trust	0.414
trainer	kaiwhakaako	trust	0.414
choir	he kaiwaiata	trust	0.414
preservative	kaitiaki	trust	0.414
kudos	Tuhinga	trust	0.414
cash	moni	trust	0.414
gazette	Tuhinga	trust	0.414
akin	akin	trust	0.414
amortization	whakahoutanga	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	kaituhi	trust	0.414
salary	utu	trust	0.414
offering	whakahere	trust	0.414
leap	peke	trust	0.414
transaction	hokohoko	trust	0.414
privilege	Tuhinga o mua	trust	0.414
consort	Tuhinga	trust	0.414
rapt	rapt	trust	0.414
commodore	whakahou	trust	0.414
conglomerate	Tuhinga	trust	0.414
synod	synod	trust	0.414
deference	Tuhinga o mua	trust	0.414
labor	mahi	trust	0.414
gate	kuwaha	trust	0.414
routine	tikanga	trust	0.414
luxury	pai	trust	0.406
tree	rakau	trust	0.406
legislator	ture	trust	0.406
executor	kaiwhakahaere	trust	0.406
leisure	waatea	trust	0.406
system	pūnaha	trust	0.406
fitting	tika	trust	0.406
trophy	Tuhinga o mua	trust	0.406
nation	iwi	trust	0.406
glorify	whakanui	trust	0.406
linguist	kaiwhakamaori	trust	0.406
extol	whakanui	trust	0.406
dermatologist	kaiwhakahauhau	trust	0.406
judged	whakawahia	trust	0.406
sanction	whakaaetanga	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	Tuhinga o mua	trust	0.406
patrol	patrol	trust	0.406
abacus	Tuhinga	trust	0.406
radar	raurora	trust	0.406
budget	pūtea	trust	0.406
deluxe	Tuhinga o mua	trust	0.398
intense	kaha	trust	0.398
explain	whakamārama	trust	0.398
gentry	gentry	trust	0.398
quaint	whao	trust	0.398
parietal	parietal	trust	0.398
barter	kaihoko	trust	0.398
pursue	whai	trust	0.398
clearance	Tuhinga	trust	0.398
popular	rongonui	trust	0.398
ground	whenua	trust	0.398
depository	tahua	trust	0.398
journalism	Tuhinga o mua	trust	0.398
electorate	rohe pōti	trust	0.398
climax	Tuhinga	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	uira	trust	0.398
yearning	hiahia	trust	0.398
neutral	Tuhinga o mua	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	kohanga	trust	0.398
clan	hapu	trust	0.398
merchandise	hokohoko	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	rino	trust	0.398
eulogy	Tuhinga o mua	trust	0.398
accounts	nama	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	hoiho	trust	0.391
gay	Tuhinga	trust	0.391
usher	whakamahinga	trust	0.391
paean	Tuhinga	trust	0.391
chandler	Tuhinga	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	whetu	trust	0.391
recline	tautuhi	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	inoi	trust	0.391
escort	arahi	trust	0.391
cube	pouaka	trust	0.391
follower	akonga	trust	0.391
armory	whare taonga	trust	0.391
surrogate	Tuhinga	trust	0.391
baggage	Tuhinga	trust	0.391
downright	Tuhinga	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	Tuhinga o mua	trust	0.391
messenger	karere	trust	0.391
grin	huri	trust	0.391
translation	whakamaori	trust	0.391
deal	mahi	trust	0.391
lean	hiroki	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	tapanga	trust	0.383
fortune	taonga	trust	0.383
series	raupapa	trust	0.383
crisp	maheni	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	takahi	trust	0.383
leaning	te hiri	trust	0.383
larger	nui	trust	0.383
possess	riro	trust	0.383
gage	Tuhinga o mua	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	Tuhinga	trust	0.383
bartender	Tuhinga o mua	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	Tuhinga o mua	trust	0.383
culinary	te kai	trust	0.383
faculty	kaiako	trust	0.383
clapping	patipati	trust	0.375
general	whānui	trust	0.375
sex	wahine	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	kaiwhakaako	trust	0.375
confederate	Tuhinga o mua	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	rereke	trust	0.375
bouquet	te poro	trust	0.375
adjust	whakatika	trust	0.375
cover	taupoki	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	pikiniki	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	whakakore	trust	0.367
knickers	Tuhinga o mua	trust	0.367
garrison	nga hoia	trust	0.367
dogma	kounga	trust	0.367
microscope	microscope	trust	0.367
senate	Tuhinga o mua	trust	0.367
nestle	Nestle	trust	0.367
dolphin	whara	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	te moana	trust	0.367
marrow	momona	trust	0.367
bargain	hokohoko	trust	0.367
bursary	putea	trust	0.367
cosmopolitan	Tuhinga	trust	0.367
bailiff	kaituku hāmene	trust	0.367
pretty	ataahua	trust	0.367
swell	pupuhi	trust	0.367
superstar	rongonui	trust	0.367
throne	torona	trust	0.367
collateral	Tuhinga o mua	trust	0.367
homosexual	wahine tane	trust	0.367
manual	pukapuka	trust	0.367
magnet	karaka	trust	0.367
periodicity	Tuhinga o mua	trust	0.367
green	matomato	trust	0.359
eulogium	Tuhinga	trust	0.359
phalanx	phalanx	trust	0.359
money	moni	trust	0.359
mortgagee	mokete mokete	trust	0.359
roadster	mahere	trust	0.359
vulnerable	whakaraerae	trust	0.359
lettered	Tuhinga	trust	0.359
circumstances	āhuatanga	trust	0.359
boomerang	boomerang	trust	0.359
privileged	Tuhinga o mua	trust	0.359
promo	Tuhinga	trust	0.359
calls	piiraa	trust	0.359
maxim	nui	trust	0.359
fender	Tuhinga o mua	trust	0.359
fade	ka mate	trust	0.359
stark	Tuhinga	trust	0.359
footing	Tuhinga	trust	0.359
dance	kanikani	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	kaihoko	trust	0.352
rave	mahi	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	whakaatu	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	porowhita	trust	0.352
laser	laser	trust	0.352
font	momotuhi	trust	0.352
administrative	whakahaere	trust	0.352
seals	hiri	trust	0.352
suggest	whakaaro	trust	0.352
tactics	tikanga	trust	0.352
fuse	whakaheke	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	kaitohutohu	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	Tuhinga	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	patipati	trust	0.344
dame	wahine	trust	0.344
playground	papa takaro	trust	0.344
entertainment	whakangahau	trust	0.344
bounce	pounamu	trust	0.344
endless	kore rawa	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	kaipupuri	trust	0.344
servant	pononga	trust	0.344
lace	Tuhinga o mua	trust	0.344
white	ma	trust	0.344
weigh	pauna	trust	0.344
cement	ciment	trust	0.336
legislature	Tuhinga o mua	trust	0.336
carol	hika	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	whakahua	trust	0.336
lens	arotahi	trust	0.336
shoulder	peke	trust	0.336
food	kai	trust	0.336
county	rohe	trust	0.336
opera	opera	trust	0.336
estimation	whakatau	trust	0.336
corporation	Kamupene	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	te waahi	trust	0.328
theory	ariā	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	ngakau nui	trust	0.328
wear	kakahu	trust	0.328
execution	Tuhinga	trust	0.328
swear	oati	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	rakau	trust	0.320
pavement	paparanga	trust	0.320
cap	potae	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	takawaenga	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	hika	trust	0.320
unofficial	kaore he mana	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	whitiki	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	Tuhinga	trust	0.320
interior	roto	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	whakakiia	trust	0.320
clerical	nga kaitohutohu	trust	0.320
veal	kaukau	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	putea	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	prophylactic	trust	0.312
spaniel	mokowhiti	trust	0.312
spa	kaukau	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	Kairangi	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	ngaro	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	Tuhinga o mua	trust	0.305
thermometer	te werawera	trust	0.305
actress	kaiwhakaari	trust	0.305
presumption	whakapae	trust	0.305
hermit	hermit	trust	0.305
warn	whakatupato	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	toronga	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	tautohe	trust	0.297
shopping	hokohoko	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	pin	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	whakahou	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	tohu	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	pith	trust	0.297
pivot	pivot	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	Tuhinga o mua	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	Tuhinga	trust	0.297
mandarin	mandarin	trust	0.297
calf	kuao kau	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	mīhini	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	chicane	trust	0.289
owing	no te mea	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	te taimaha	trust	0.289
insolvent	kaore e taea	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	whakaheke	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	mule	trust	0.281
surrender	tuku	trust	0.281
fiesta	fieta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	whakaheke	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	whakahē	trust	0.281
