word	Estonian-et	emotion	emotion-intensity-score
plausible	usutav	trust	0.570
consult	konsulteerige	trust	0.570
modest	tagasihoidlik	trust	0.570
measured	mõõdetud	trust	0.570
pilot	piloot	trust	0.570
collaborator	koostööpartner	trust	0.570
advise	nõuan	trust	0.570
cuddle	jama	trust	0.570
ordinance	ordinatsioon	trust	0.570
compass	kompass	trust	0.570
guide	juhend	trust	0.570
everlasting	igavene	trust	0.570
adhering	järgides	trust	0.570
determinate	määrav	trust	0.570
heavenly	taevane	trust	0.570
principal	printsipaal	trust	0.570
abundance	arvukus	trust	0.570
matron	matron	trust	0.570
unequivocal	ühemõtteline	trust	0.570
volunteers	vabatahtlikud	trust	0.570
pedigree	sugupuu	trust	0.570
unquestionably	kahtlemata	trust	0.570
pertinent	asjakohane	trust	0.562
devout	pühendunud	trust	0.562
curable	kõvenev	trust	0.562
insight	ülevaade	trust	0.562
congregation	kogudus	trust	0.562
admit	tunnistama	trust	0.562
pleasant	meeldiv	trust	0.562
vigorous	jõuline	trust	0.562
fort	fort	trust	0.562
remarkable	tähelepanuväärne	trust	0.562
content	sisu	trust	0.562
spotless	puhas	trust	0.562
uplift	tõusulaine	trust	0.562
compensate	kompenseerima	trust	0.562
lovemaking	armastus	trust	0.562
jury	žürii	trust	0.562
jurist	jurist	trust	0.562
soothing	rahustav	trust	0.562
ordination	koordineerimine	trust	0.562
cohesion	ühtekuuluvus	trust	0.562
frankness	otsekohesus	trust	0.562
strong	tugev	trust	0.562
miracle	ime	trust	0.562
concordance	kooskõla	trust	0.562
applaud	kiidelda	trust	0.562
prize	auhind	trust	0.562
apostolic	apostlik	trust	0.562
succeeding	edukas	trust	0.562
vitality	elujõudu	trust	0.562
treasurer	laekur	trust	0.562
save	salvestage	trust	0.562
earn	teeni	trust	0.562
midwife	ämmaemand	trust	0.555
discretion	kaalutlusõigus	trust	0.555
worship	kummardama	trust	0.555
constant	konstantne	trust	0.555
foresight	ettenägelikkus	trust	0.555
vote	hääletama	trust	0.555
cultivate	kasvatada	trust	0.555
impartial	erapooletu	trust	0.555
illumination	valgustus	trust	0.555
ambulance	kiirabi	trust	0.555
privacy	privaatsus	trust	0.555
succeed	õnnestub	trust	0.555
providing	pakkudes	trust	0.555
veteran	veteran	trust	0.555
patience	kannatlikkust	trust	0.555
prophet	prohvet	trust	0.555
coach	treener	trust	0.555
intuition	intuitsioon	trust	0.555
reconciliation	leppimine	trust	0.555
defender	kaitsja	trust	0.555
coalesce	ühinevad	trust	0.555
mediate	vahendab	trust	0.555
precedence	ülimuslikkus	trust	0.555
congruence	kongruentsus	trust	0.555
buddy	sõber	trust	0.555
reunion	taasühinemine	trust	0.555
restorative	taastav	trust	0.555
destined	määratud	trust	0.555
physicist	füüsik	trust	0.555
influential	mõjukas	trust	0.555
exalt	ülendama	trust	0.555
greatness	suurus	trust	0.555
inclusion	kaasamine	trust	0.555
auditor	audiitor	trust	0.555
meditate	mediteerima	trust	0.555
betrothed	vallutatud	trust	0.555
proud	uhke	trust	0.547
provide	pakkuda	trust	0.547
conciliation	lepitusmenetlus	trust	0.547
ancestral	esialgne	trust	0.547
liberty	vabadus	trust	0.547
durable	vastupidav	trust	0.547
impenetrable	läbitungimatu	trust	0.547
prudent	mõistlik	trust	0.547
invocation	kutsumine	trust	0.547
engaging	kaasahaarav	trust	0.547
statement	avaldus	trust	0.547
rejoice	rõõmutsege	trust	0.547
cheer	tervitada	trust	0.547
eyewitness	tunnistaja	trust	0.547
prevalent	levinud	trust	0.547
securities	väärtpaberid	trust	0.547
friendly	sõbralik	trust	0.547
salvation	lunastus	trust	0.547
independence	sõltumatus	trust	0.547
govern	valitsema	trust	0.547
forgive	andestama	trust	0.547
commanding	käskis	trust	0.547
convent	klooster	trust	0.547
reinforcement	tugevdamine	trust	0.547
law	seadus	trust	0.547
registry	registrisse	trust	0.547
temperate	mõõdukas	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	valmisolek	trust	0.547
heritage	kultuuripärand	trust	0.547
chronicle	kroonika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ansambel	trust	0.539
institute	instituut	trust	0.539
applause	aplaus	trust	0.539
architecture	arhitektuur	trust	0.539
obvious	ilmselge	trust	0.539
recovery	taastumine	trust	0.539
inimitable	jäljendamatu	trust	0.539
relevant	asjakohane	trust	0.539
responsive	reageeriv	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	juhised	trust	0.539
define	määratlema	trust	0.539
delightful	õnnelik	trust	0.539
antidote	antidoot	trust	0.539
admitting	lubades	trust	0.539
psalms	psalmid	trust	0.539
stamina	vastupidavus	trust	0.539
majority	enamus	trust	0.539
inoculation	inokuleerimine	trust	0.539
perfect	täiuslik	trust	0.539
obedience	kuulekus	trust	0.539
memorable	meeldejääv	trust	0.539
chastity	kirglikkus	trust	0.539
proctor	prokur	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regulaarsus	trust	0.539
forefathers	esiisad	trust	0.539
immovable	kinnisasja	trust	0.539
eager	innukas	trust	0.539
aspiring	ambitsioonikas	trust	0.539
obliging	kohustatud	trust	0.539
reinforcements	tugevdused	trust	0.539
tantamount	võrdväärne	trust	0.539
exalted	kõrgendatud	trust	0.539
hospital	haigla	trust	0.531
retirement	pensionile jäämine	trust	0.531
strive	püüdma	trust	0.531
edification	õpetamine	trust	0.531
candid	siiralt	trust	0.531
deed	tegu	trust	0.531
school	kooli	trust	0.531
cradle	häll	trust	0.531
transcript	transkript	trust	0.531
accompaniment	saade	trust	0.531
doubtless	kahtlemata	trust	0.531
rescue	päästetööd	trust	0.531
seal	pitser	trust	0.531
expedient	otstarbekas	trust	0.531
ballot	hääletusvoor	trust	0.531
deliverance	vabastamine	trust	0.531
heavens	taevas	trust	0.531
fraternal	vennalik	trust	0.531
dependent	sõltuv	trust	0.531
answerable	vastutav	trust	0.531
center	Keskus	trust	0.531
analyst	analüütik	trust	0.531
firstborn	esmasündinu	trust	0.531
bloom	õitsema	trust	0.531
inseparable	lahutamatud	trust	0.531
bride	pruut	trust	0.531
evergreen	igihaljas	trust	0.531
princely	vürstlik	trust	0.531
immunization	immuniseerimine	trust	0.531
refuge	varjupaik	trust	0.531
verily	tõesti	trust	0.531
omniscient	teadmatu	trust	0.531
terms	tingimustel	trust	0.531
sponsor	sponsor	trust	0.531
approbation	heakskiitmine	trust	0.527
correctness	õigsus	trust	0.523
elevation	kõrgendus	trust	0.523
neighbor	naaber	trust	0.523
unbroken	katkematu	trust	0.523
countenance	nägu	trust	0.523
hug	kallistama	trust	0.523
nobility	aadel	trust	0.523
paragon	paragon	trust	0.523
coronation	kroonimine	trust	0.523
celebration	pidu	trust	0.523
graduation	lõpetamine	trust	0.523
commonwealth	vabariik	trust	0.523
dictionary	sõnastik	trust	0.523
powerful	võimas	trust	0.523
notable	tähelepanuväärne	trust	0.523
account	konto	trust	0.523
winning	võitnud	trust	0.523
honeymoon	mesinädalad	trust	0.523
improvement	paranemine	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kapelane	trust	0.523
ratify	ratifitseerima	trust	0.523
connoisseur	teadlane	trust	0.523
award	auhind	trust	0.523
taught	õpetas	trust	0.523
adoration	kummardamine	trust	0.523
salutary	tervitatav	trust	0.523
captivate	haarama	trust	0.523
liberate	vabastama	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureaat	trust	0.523
benedictory	Benedictory	trust	0.523
feeling	tunne	trust	0.518
freely	vabalt	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	organisatsioon	trust	0.516
framework	raamistik	trust	0.516
sentinel	sentinell	trust	0.516
advent	advent	trust	0.516
inform	informeerima	trust	0.516
committee	Komisjon	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	mõttetu	trust	0.516
obstetrician	sünnitusarst	trust	0.516
enchanted	enchanted	trust	0.516
formative	kujundav	trust	0.516
tribunal	kohus	trust	0.516
association	ühing	trust	0.516
remedy	parandus	trust	0.516
credit	krediit	trust	0.516
nobleman	aadlane	trust	0.516
predominant	ülekaalus	trust	0.516
measure	mõõta	trust	0.516
perpetuity	igavene	trust	0.516
fully	täielikult	trust	0.516
deserve	väärima	trust	0.516
tender	pakkumine	trust	0.516
pray	palvetama	trust	0.516
confession	ülestunnistus	trust	0.516
management	juhtimine	trust	0.516
volunteer	vabatahtlik	trust	0.509
instruct	juhendama	trust	0.508
virgin	neitsi	trust	0.508
constable	konstaabel	trust	0.508
reward	auhind	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	preester	trust	0.508
policy	poliitika	trust	0.508
confessional	usutunnistus	trust	0.508
savor	lõhnama	trust	0.508
custodian	hoiuleandja	trust	0.508
vouch	garanteerima	trust	0.508
tolerance	sallivus	trust	0.508
unsurpassed	ületamatu	trust	0.508
venerable	auväärne	trust	0.508
forgiving	andestav	trust	0.508
intact	terved	trust	0.508
diversity	mitmekesisus	trust	0.508
accolade	auhinda	trust	0.508
philosopher	filosoof	trust	0.508
lieutenant	leitnant	trust	0.508
shepherd	karjane	trust	0.508
courtship	hoolitsus	trust	0.508
sovereign	suveräänne	trust	0.508
medical	meditsiiniline	trust	0.508
housewife	koduperenaine	trust	0.508
automatic	automaatne	trust	0.508
patronage	patroon	trust	0.508
enable	võimaldama	trust	0.508
admissible	vastuvõetav	trust	0.508
beautification	beautification	trust	0.508
synchronize	sünkroonida	trust	0.500
info	info	trust	0.500
pontiff	pontifitseerija	trust	0.500
retain	säilitada	trust	0.500
warden	eestkostja	trust	0.500
majesty	majesteetlikkus	trust	0.500
infallibility	eksimatust	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	kallis	trust	0.500
doctrine	õpetus	trust	0.500
related	seotud	trust	0.500
treasure	aare	trust	0.500
infinity	lõpmatus	trust	0.500
romantic	romantiline	trust	0.500
optimist	optimist	trust	0.500
timing	ajastus	trust	0.500
undying	surematu	trust	0.500
personal	isiklik	trust	0.500
gateway	värav	trust	0.500
instruction	juhendamine	trust	0.500
backer	toetaja	trust	0.500
watchful	tähelepanelik	trust	0.500
badge	märgi	trust	0.500
birth	sündi	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	kallis	trust	0.500
indelible	kustumatu	trust	0.500
superman	superman	trust	0.500
guard	valvur	trust	0.500
vindication	tõestamine	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	elus	trust	0.500
constitute	moodustavad	trust	0.492
jubilant	jubilantne	trust	0.492
endow	anna	trust	0.492
improve	paranema	trust	0.492
contributor	panustaja	trust	0.492
formality	formaalsus	trust	0.492
salute	au andma	trust	0.492
inevitable	vältimatu	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	kohtunik	trust	0.492
grow	kasvatada	trust	0.492
fellow	kolleeg	trust	0.492
popularity	populaarsus	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	pressiesindaja	trust	0.492
synonymous	sünonüümne	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kirik	trust	0.492
hardy	vastupidav	trust	0.492
privy	eriline	trust	0.492
psalm	psalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atraktsioon	trust	0.492
grandchildren	lapselapsed	trust	0.492
elegance	elegantsus	trust	0.492
laudatory	kiiduväärt	trust	0.492
sheriff	šerif	trust	0.492
radiance	sära	trust	0.492
harbor	sadam	trust	0.492
aspire	püüdke	trust	0.492
musical	muusikaline	trust	0.492
chairman	esimees	trust	0.492
moderator	moderaator	trust	0.492
laudation	kiitlemine	trust	0.484
clean	puhas	trust	0.484
arbiter	vahekohtunik	trust	0.484
crowning	kroonimine	trust	0.484
depth	sügavus	trust	0.484
forecast	prognoos	trust	0.484
colonel	kolonel	trust	0.484
hire	palgata	trust	0.484
found	leitud	trust	0.484
armor	armor	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	lemmik	trust	0.484
voucher	kviitung	trust	0.484
affection	kiindumus	trust	0.484
path	tee	trust	0.484
referee	kohtunik	trust	0.484
police	politsei	trust	0.484
countryman	maaomanik	trust	0.484
romance	romantikat	trust	0.484
diagnosis	diagnoosimine	trust	0.484
concord	nõusolek	trust	0.484
enjoy	naudi	trust	0.484
ranger	ranger	trust	0.484
confess	tunnistama	trust	0.484
income	tulu	trust	0.484
assembly	kokkupanek	trust	0.484
sweet	magus	trust	0.484
like	meeldib	trust	0.484
apologize	vabandage	trust	0.477
sermon	jutlus	trust	0.477
pastor	pastor	trust	0.477
matter	asi	trust	0.477
glory	hiilgus	trust	0.477
lamb	lamb	trust	0.477
lover	armastaja	trust	0.477
putative	eeldatav	trust	0.477
expect	oota	trust	0.477
purely	puhtalt	trust	0.477
follow	järgige	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	lasteaed	trust	0.477
episcopal	piiskopaalne	trust	0.477
veracity	õigsus	trust	0.477
mathematical	matemaatiline	trust	0.477
frank	aus	trust	0.477
policeman	politseinik	trust	0.477
word	sõna	trust	0.477
consul	konsul	trust	0.477
landmark	maamärk	trust	0.477
calculator	kalkulaator	trust	0.477
sterling	sterling	trust	0.477
signature	allkiri	trust	0.477
votive	votive	trust	0.477
preponderance	ülekaalus	trust	0.477
sacrifice	ohverdama	trust	0.477
underwrite	kindlustama	trust	0.469
bridesmaid	pruutneitsi	trust	0.469
commission	komisjonitasu	trust	0.469
passion	kirg	trust	0.469
prefer	eelistavad	trust	0.469
recruits	värbatud	trust	0.469
cashier	kassapidaja	trust	0.469
judicious	mõistlik	trust	0.469
immerse	sukelduma	trust	0.469
uncritical	kriitiline	trust	0.469
effective	efektiivne	trust	0.469
dove	tuvi	trust	0.469
tutelage	hooldusõigus	trust	0.469
associate	sidusettevõte	trust	0.469
flagship	lipulaev	trust	0.469
religion	religioon	trust	0.469
gain	kasu	trust	0.469
instructor	õpetaja	trust	0.469
judgment	kohtuotsus	trust	0.469
title	pealkiri	trust	0.469
regal	Regal	trust	0.469
author	autor	trust	0.469
top	üleval	trust	0.469
tribune	tribune	trust	0.469
eagerness	innusus	trust	0.469
marshal	marssal	trust	0.469
mighty	vägev	trust	0.469
intended	ette nähtud	trust	0.469
capacity	võimsus	trust	0.469
vicar	vikar	trust	0.469
partake	osalema	trust	0.461
commerce	kaubandus	trust	0.461
magnetic	magnetiline	trust	0.461
medal	medal	trust	0.461
courier	kuller	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	registreeruma	trust	0.461
necessarily	tingimata	trust	0.461
lesson	õppetund	trust	0.461
custody	hooldusõigus	trust	0.461
moorings	sildumiskohad	trust	0.461
fortress	kindlus	trust	0.461
aunt	tädi	trust	0.461
bank	pank	trust	0.461
theological	teoloogiline	trust	0.461
manage	hallata	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	kaubandus	trust	0.461
lifestyle	elustiil	trust	0.461
consecration	pühitsemine	trust	0.461
admitted	tunnistas	trust	0.461
crucial	oluline	trust	0.461
cautious	ettevaatlik	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	preesterkond	trust	0.461
attendant	saatja	trust	0.461
oblige	kohustatud	trust	0.461
patriarchal	patriarhaalne	trust	0.461
kitten	kassipoeg	trust	0.461
cathedral	katedraal	trust	0.455
eagle	kotkas	trust	0.453
puppy	kutsikas	trust	0.453
present	present	trust	0.453
perceive	tajuda	trust	0.453
foresee	ette näha	trust	0.453
governor	kuberner	trust	0.453
synergistic	sünergistlik	trust	0.453
commonplace	tavaline	trust	0.453
exchange	vahetada	trust	0.453
journeyman	reisimees	trust	0.453
laud	lau	trust	0.453
chairwoman	esimees	trust	0.453
encomium	encomium	trust	0.453
strategist	strateeg	trust	0.453
dawn	dawn	trust	0.453
excited	erutatud	trust	0.453
finally	lõpuks	trust	0.453
level	tasemel	trust	0.453
chart	diagramm	trust	0.453
oasis	oaas	trust	0.453
insulation	isolatsioon	trust	0.453
president	president	trust	0.453
deputy	asetäitja	trust	0.453
orthodoxy	ortodoksia	trust	0.445
sir	härra	trust	0.445
theorem	teoreem	trust	0.445
formula	valem	trust	0.445
operation	operatsioon	trust	0.445
bridegroom	peigmees	trust	0.445
lodging	majutus	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	käsiraamat	trust	0.445
impart	andma	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	hüvitis	trust	0.445
negotiate	pidama läbirääkimisi	trust	0.445
magnify	suurendama	trust	0.445
chancellor	kantsler	trust	0.445
crew	meeskond	trust	0.445
sensual	sensuaalne	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	tavaline	trust	0.445
asserting	väites	trust	0.445
chocolate	šokolaad	trust	0.445
statistical	statistiline	trust	0.445
lord	isand	trust	0.445
exaltation	ülendamine	trust	0.445
employ	tööle	trust	0.445
orchestra	orkester	trust	0.445
director	direktor	trust	0.445
chemist	keemik	trust	0.445
remains	jäänused	trust	0.445
enliven	elavdada	trust	0.445
sun	päike	trust	0.438
imagination	kujutlusvõime	trust	0.438
comptroller	kontroller	trust	0.438
digit	kohaline	trust	0.438
cabinet	kabinet	trust	0.438
emphasize	rõhuta	trust	0.438
atone	puhas	trust	0.438
inauguration	inauguratsioon	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	eliit	trust	0.438
governess	kuberner	trust	0.438
tandem	tandem	trust	0.438
conveyancing	üleandmine	trust	0.438
arbitrator	vahekohtunik	trust	0.438
oracle	orakel	trust	0.438
economy	majandus	trust	0.438
elect	vali	trust	0.438
villager	külaelanik	trust	0.438
fate	saatus	trust	0.438
exhaustive	ammendav	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	toidukorraldaja	trust	0.438
conformity	vastavus	trust	0.438
grammar	grammatika	trust	0.430
disclosed	avalikustatud	trust	0.430
persuade	veenma	trust	0.430
compact	kompaktne	trust	0.430
rule	reegel	trust	0.430
deacon	diakon	trust	0.430
impressionable	muljetavaldav	trust	0.430
cop	politseinik	trust	0.430
neutrality	neutraalsus	trust	0.430
pay	maksma	trust	0.430
bridal	pruudi	trust	0.430
wealth	jõukus	trust	0.430
base	baas	trust	0.430
errand	ülesanne	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	tugevus	trust	0.430
estimable	hinnatav	trust	0.430
lender	laenuandja	trust	0.430
sentry	valvur	trust	0.430
invite	kutsuda	trust	0.430
circle	ring	trust	0.430
grit	hõõruda	trust	0.430
elucidate	selgitama	trust	0.430
repay	tagasi maksta	trust	0.430
resources	ressursse	trust	0.430
blanket	tekk	trust	0.430
occupant	sõitja	trust	0.430
bequest	Pärand	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	loota	trust	0.430
hail	rahe	trust	0.430
playful	vallatu	trust	0.430
simplify	lihtsustama	trust	0.430
differential	diferentsiaal	trust	0.430
utopian	utoopiline	trust	0.430
parish	kogudus	trust	0.422
sing	laulda	trust	0.422
dominion	valitsev seisund	trust	0.422
dealings	tehingud	trust	0.422
theocratic	teokraatlik	trust	0.422
shopkeeper	poeskäija	trust	0.422
accountant	raamatupidaja	trust	0.422
forum	foorum	trust	0.422
fixed	fikseeritud	trust	0.422
eulogize	eulogize	trust	0.422
diary	päevik	trust	0.422
intend	kavatsete	trust	0.422
supplication	nõustamine	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	õpipoiss	trust	0.422
continue	jätkake	trust	0.422
antiseptic	antiseptiline	trust	0.422
perennial	mitmeaastane	trust	0.422
primer	praimer	trust	0.422
enablement	võimendamine	trust	0.422
respite	aeglustada	trust	0.422
assignee	omandaja	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	kauplemine	trust	0.422
travel	reisida	trust	0.422
