word	Georgian-ka	emotion	emotion-intensity-score
shrill	ბრწყინვალება	surprise	0.594
stupendous	ბრწყინვალე	surprise	0.594
mysterious	იდუმალი	surprise	0.586
paralyzed	პარალიზებული	surprise	0.586
randomly	შემთხვევით	surprise	0.586
bonus	ბონუსი	surprise	0.586
deceit	მოტყუება	surprise	0.586
wild	ველური	surprise	0.586
pitfall	pitfall	surprise	0.586
wondrous	საოცრება	surprise	0.586
uncanny	ბუნდოვანი	surprise	0.586
electric	ელექტრო	surprise	0.578
oddity	უცნაური	surprise	0.578
death	სიკვდილი	surprise	0.578
jubilant	იუბილანტი	surprise	0.578
godsend	ღმერთები	surprise	0.578
stagger	მობეზრდა	surprise	0.578
raving	რაინდები	surprise	0.578
rejoicing	სიხარულით	surprise	0.578
premature	ნაადრევი	surprise	0.578
fluke	ფხვიერი	surprise	0.578
bizarre	უცნაური	surprise	0.578
revenge	შურისძიება	surprise	0.570
dynamic	დინამიური	surprise	0.570
dismay	შეშფოთება	surprise	0.570
ecstatic	ენერგიული	surprise	0.562
fascinate	მოხიბლავს	surprise	0.562
uncover	uncover	surprise	0.562
jerk	jerk	surprise	0.562
reward	ჯილდო	surprise	0.562
nefarious	უხამსი	surprise	0.562
reappear	ხელახლა	surprise	0.562
whim	ახირება	surprise	0.555
conjure	conjure	surprise	0.555
crescendo	კრესენდო	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	თომატურიზმი	surprise	0.555
illuminate	განათება	surprise	0.547
rescue	სამაშველო	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	გამარჯვებული	surprise	0.547
heroism	გმირობა	surprise	0.547
rarity	იშვიათია	surprise	0.547
ejaculation	ეგაქულაცია	surprise	0.547
daze	daze	surprise	0.547
unbridled	აღვირახსნილი	surprise	0.547
thwart	ჩაშლა	surprise	0.547
treason	ღალატი	surprise	0.539
punch	Punch	surprise	0.539
insult	შეურაცხყოფა	surprise	0.539
lunge	ლანჩი	surprise	0.539
illusion	ილუზია	surprise	0.539
lucky	იღბლიანი	surprise	0.539
interrupt	შეუშალოს	surprise	0.539
cheer	გულშემატკივართა	surprise	0.539
celebration	დღესასწაული	surprise	0.539
violation	დარღვევა	surprise	0.539
marvel	მარველის	surprise	0.539
sensation	სენსაცია	surprise	0.531
fearfully	შიშით	surprise	0.531
concealed	დაფარული	surprise	0.531
banger	ბანერი	surprise	0.531
affront	affront	surprise	0.531
snag	სულელი	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	ვერა	surprise	0.523
wonder	მაინტერესებს	surprise	0.523
immediacy	დაუყოვნებლივ	surprise	0.523
undiscovered	გაურკვეველი	surprise	0.523
abandonment	მიტოვება	surprise	0.523
rejoice	იხარეთ	surprise	0.523
improvise	improvise	surprise	0.523
majestic	დიდებული	surprise	0.523
scorpion	მორიელი	surprise	0.523
victimized	დაზარალებულს	surprise	0.523
liberate	გათავისუფლება	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	მალულად	surprise	0.516
tickle	tickle	surprise	0.516
chance	შანსი	surprise	0.516
howl	howl	surprise	0.516
swerve	swerve	surprise	0.508
reflex	რეფლექსი	surprise	0.508
rave	რავე	surprise	0.508
pop	პოპ	surprise	0.508
luck	გისურვებთ	surprise	0.508
magnificent	ბრწყინვალე	surprise	0.508
transcendence	ტრანსცენდენცია	surprise	0.508
garish	garish	surprise	0.508
unintentionally	უნებლიედ	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	არაჯეროვანი	surprise	0.500
marvelous	საოცარი	surprise	0.500
heroic	გმირული	surprise	0.500
remarkable	აღსანიშნავია	surprise	0.500
fainting	გაბრაზება	surprise	0.500
slayer	slayer	surprise	0.500
erotic	ეროტიკა	surprise	0.500
enliven	enliven	surprise	0.500
alertness	სიფხიზლე	surprise	0.500
misbehavior	misbehavior	surprise	0.500
embarrassment	არეულობა	surprise	0.500
diversion	დივერსია	surprise	0.500
unutterable	შეუძლებელია	surprise	0.492
nab	nab	surprise	0.492
camouflage	camouflage	surprise	0.492
trump	საყვირი	surprise	0.492
decoy	decoy	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	infarct	surprise	0.492
birthday	დაბადების დღე	surprise	0.492
greatness	სიდიადე	surprise	0.492
zeal	ენთუზიაზმი	surprise	0.484
prick	პრაკი	surprise	0.484
magician	ჯადოქარი	surprise	0.484
underestimate	ვერ შეაფასებს	surprise	0.484
horde	ურდოს	surprise	0.484
fanfare	გულშემატკივართა	surprise	0.484
inexpressible	არათანმიმდევრული	surprise	0.484
daemon	daemon	surprise	0.484
variable	ცვლადი	surprise	0.484
curiosity	ცნობისმოყვარეობა	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	დაუცველი	surprise	0.477
chicane	chicane	surprise	0.477
fortune	ბედი	surprise	0.477
sneeze	ჩაიძირა	surprise	0.477
illumination	განათება	surprise	0.477
incident	ინციდენტი	surprise	0.477
dreadfully	საშინლად	surprise	0.477
strange	უცნაური	surprise	0.477
subversive	დივერსიული	surprise	0.477
reversal	შეცვლა	surprise	0.469
prowl	prowl	surprise	0.469
rapid	სწრაფი	surprise	0.469
leery	leery	surprise	0.469
wizard	ოსტატი	surprise	0.469
coincidence	დამთხვევა	surprise	0.461
hilarious	იუმორისტული	surprise	0.461
divergent	განსხვავებული	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	შესვენება	surprise	0.461
slip	slip	surprise	0.461
wonderful	მშვენიერი	surprise	0.453
hoax	ხუმრობა	surprise	0.453
winning	გამარჯვება	surprise	0.453
overestimate	გადაჭარბება	surprise	0.453
confession	აღიარება	surprise	0.453
ordeal	განსაცდელი	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	მშვენება	surprise	0.453
raffle	გათამაშება	surprise	0.453
stound	stound	surprise	0.445
laughter	სიცილი	surprise	0.445
enthusiast	ენთუზიასტი	surprise	0.445
splendid	დიდებული	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	Excel	surprise	0.445
gambling	სათამაშო	surprise	0.445
unintentional	უნებლიე	surprise	0.438
brighten	brighten	surprise	0.438
changeable	ცვალებადია	surprise	0.438
rapt	rapt	surprise	0.438
unique	უნიკალური	surprise	0.438
splendor	ბრწყინვალება	surprise	0.438
senseless	უაზრო	surprise	0.438
gift	საჩუქარი	surprise	0.430
fascination	გატაცება	surprise	0.430
trepidation	სიხარბეს	surprise	0.430
stealthy	stealthy	surprise	0.430
fiesta	ფეისტეა	surprise	0.430
delighted	აღფრთოვანებული	surprise	0.430
lawsuit	სარჩელი	surprise	0.430
intrigue	ინტრიგა	surprise	0.430
quicksilver	სწრაფი	surprise	0.422
originality	ორიგინალობა	surprise	0.422
riddle	რიდლი	surprise	0.422
judgment	განაჩენი	surprise	0.422
enchant	მოჯადოება	surprise	0.422
stealth	სტელსი	surprise	0.422
veracity	სიზუსტე	surprise	0.414
elusive	უსიამოვნო	surprise	0.414
perjury	perjury	surprise	0.414
spirits	სულები	surprise	0.414
liberation	გათავისუფლება	surprise	0.414
illegitimate	არალეგიტიმური	surprise	0.414
syncope	სინკოპე	surprise	0.414
experiment	ექსპერიმენტი	surprise	0.414
gambler	მოთამაშე	surprise	0.406
eager	სურვილი	surprise	0.406
inspired	შთაგონებული	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ტაში	surprise	0.406
allure	allure	surprise	0.406
parade	აღლუმი	surprise	0.406
princely	სამკვიდრო	surprise	0.398
divorce	განქორწინება	surprise	0.398
guess	ვხვდები	surprise	0.398
burlesque	ბერლინი	surprise	0.398
secrecy	საიდუმლოება	surprise	0.398
aspiration	სწრაფვა	surprise	0.391
peri	პერი	surprise	0.391
cheerful	მხიარულ	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	უზენაესობა	surprise	0.391
incontinence	შეუკავებლობა	surprise	0.391
inheritance	სამკვიდრო	surprise	0.383
score	ანგარიშით	surprise	0.383
lose	დაკარგავს	surprise	0.383
crowning	გვირგვინი	surprise	0.383
buck	მამალი	surprise	0.383
praiseworthy	დიდება	surprise	0.383
cadaver	cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	მისტიკური	surprise	0.375
succeed	წარმატების მიღწევა	surprise	0.375
advance	წინსვლა	surprise	0.375
sparkle	მუხტი	surprise	0.367
hope	იმედი მაქვს	surprise	0.367
joker	ჯოკერი	surprise	0.367
sensual	სენსუალური	surprise	0.367
excavation	გათხრები	surprise	0.367
feeling	შეგრძნება	surprise	0.359
entertainment	გასართობი	surprise	0.359
clown	clown	surprise	0.352
newcomer	ახალბედა	surprise	0.352
modify	შეცვალეთ	surprise	0.352
award	ჯილდო	surprise	0.352
blessings	კურთხევები	surprise	0.352
postponement	გადადება	surprise	0.352
obit	ომი	surprise	0.352
celebrity	სახელგანთქმული	surprise	0.344
hero	გმირი	surprise	0.344
start	დაიწყე	surprise	0.344
wonderfully	შესანიშნავად	surprise	0.344
highest	უმაღლესი	surprise	0.344
proficiency	ცოდნა	surprise	0.344
glorify	განადიდე	surprise	0.344
unbeaten	გაულახავი	surprise	0.336
memorable	სამახსოვრო	surprise	0.336
sanctify	sanctify	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	ოპტიმიზმი	surprise	0.336
warned	გაფრთხილებული	surprise	0.336
prodigious	prodigious	surprise	0.336
dissolution	დაშლა	surprise	0.336
grin	ხრახნი	surprise	0.336
admiration	აღფრთოვანება	surprise	0.328
hypertrophy	ჰიპერტროფია	surprise	0.328
