word	Thai-th	emotion	emotion-intensity-score
touchy	งอน	sadness	0.140
kennel	บ้านสำหรับสุนัขอยู่	sadness	0.130
grounded	สายดิน	sadness	0.130
late	สาย	sadness	0.125
theocratic	theocratic	sadness	0.125
clouds	เมฆ	sadness	0.125
terrific	มากมาย	sadness	0.125
commemorate	เป็นอนุสรณ์	sadness	0.125
meek	อ่อนโยน	sadness	0.125
stillness	ความเงียบสงบ	sadness	0.125
sisterhood	ความเป็นพี่น้องกัน	sadness	0.125
socialist	นักสังคมนิยม	sadness	0.125
unpaid	ยังไม่ได้ชำระ	sadness	0.125
margin	ขอบ	sadness	0.125
default	ค่าเริ่มต้น	sadness	0.121
lace	ปัก	sadness	0.118
unpublished	ไม่ได้พิมพ์	sadness	0.116
interested	สนใจ	sadness	0.114
fortress	ป้อม	sadness	0.110
fleece	ขนแกะ	sadness	0.109
rating	อันดับ	sadness	0.109
lush	เขียวชอุ่ม	sadness	0.109
harry	ก่อกวน	sadness	0.109
priesthood	เพีย	sadness	0.109
orchestra	วงออเคสตรา	sadness	0.109
ultimate	ที่สุด	sadness	0.109
sanctify	ล้างบาป	sadness	0.108
income	เงินได้	sadness	0.100
sonnet	โคลง	sadness	0.094
winning	การชนะ	sadness	0.094
quiet	เงียบ	sadness	0.094
boo	หุยฮา	sadness	0.094
vainly	เก้อ	sadness	0.091
wet	เปียก	sadness	0.078
hug	กอด	sadness	0.078
hut	กระท่อม	sadness	0.078
ovation	การปรบมือต้อนรับ	sadness	0.078
humble	อ่อนน้อมถ่อมตน	sadness	0.078
motivating	การสร้างแรงจูงใจ	sadness	0.078
opera	อุปรากร	sadness	0.078
treat	รักษา	sadness	0.076
hymn	เพลงสวด	sadness	0.064
honest	ซื่อสัตย์	sadness	0.062
relics	พระธาตุ	sadness	0.061
couch	ที่นอน	sadness	0.060
waffle	ขนมชนิดหนึ่ง	sadness	0.047
shell	เปลือก	sadness	0.045
musical	ดนตรี	sadness	0.045
savor	ลิ้มรส	sadness	0.034
vote	โหวต	sadness	0.031
napkin	ผ้าเช็ดปาก	sadness	0.031
sing	ร้องเพลง	sadness	0.017
music	เพลง	sadness	0.016
mother	แม่	sadness	0.016
nutritious	มีคุณค่าทางโภชนาการ	sadness	0.015
lovely	น่ารัก	sadness	0.009
art	ศิลปะ	sadness	0.000
romance	ความโรแมนติก	sadness	0.000
liquor	สุรา	sadness	0.000
sweetheart	หวานใจ	sadness	0.000
surprise	แปลกใจ	surprise	0.930
flabbergast	ทำให้ฅกฅะลึง	surprise	0.906
explode	ระเบิด	surprise	0.906
explosion	การระเบิด	surprise	0.898
explosive	ระเบิด	surprise	0.883
ambush	ที่ซุ่ม	surprise	0.883
eruption	การปะทุ	surprise	0.883
frighten	ขู่	surprise	0.875
startle	ทำให้ตกใจ	surprise	0.875
surprisingly	อย่างแปลกใจ	surprise	0.875
shockingly	อย่างน่างงงวย	surprise	0.875
surprising	น่าแปลกใจ	surprise	0.867
frightened	ตกใจ	surprise	0.867
surprised	ประหลาดใจ	surprise	0.867
thrilling	น่าตื่นเต้น	surprise	0.859
miracle	ปาฏิหาริย์	surprise	0.859
outburst	การระเบิดออก	surprise	0.859
blast	ระเบิด	surprise	0.852
alarm	สัญญาณเตือนภัย	surprise	0.852
astonishingly	NO TRANSLATION	surprise	0.852
jolt	เขย่า	surprise	0.844
thunderstruck	อกสั่นขวัญหาย	surprise	0.844
shock	ช็อก	surprise	0.844
fright	ความน่ากลัว	surprise	0.836
bang	ปัง	surprise	0.836
unexpectedly	กะทันหัน	surprise	0.836
catastrophe	ภัยพิบัติ	surprise	0.836
dazzle	ทำให้ตาพร่า	surprise	0.836
emergency	กรณีฉุกเฉิน	surprise	0.828
bewilderment	ความสับสน	surprise	0.828
suddenly	ทันใดนั้น	surprise	0.828
startling	ที่ทำให้ตกใจ	surprise	0.828
astound	ทำให้ตกใจ	surprise	0.820
stunned	ตะลึง	surprise	0.820
jackpot	เงินรางวัล	surprise	0.812
earthquake	แผ่นดินไหว	surprise	0.812
disaster	ภัยพิบัติ	surprise	0.812
astonish	แปลกใจ	surprise	0.805
astonishment	ความประหลาดใจ	surprise	0.805
climax	จุดสำคัญ	surprise	0.805
aghast	ตกตะลึง	surprise	0.805
scare	ทำให้ตกใจ	surprise	0.797
awestruck	ประหม่า	surprise	0.797
bomb	วางระเบิด	surprise	0.789
erupt	ปะทุ	surprise	0.789
exclaim	อุทาน	surprise	0.789
amazement	ความประหลาดใจ	surprise	0.781
detonate	ระเบิด	surprise	0.773
alarming	น่ากลัว	surprise	0.773
miraculous	ปาฏิหาริย์	surprise	0.773
invade	บุก	surprise	0.773
raid	โจมตี	surprise	0.773
abduction	การลักพาตัว	surprise	0.773
kidnap	ลักพาตัว	surprise	0.766
stupefy	ทำให้ไม่รู้สึกตัว	surprise	0.758
overwhelming	ล้นหลาม	surprise	0.758
dumfound	dumfound	surprise	0.758
unpredictable	คาดการณ์ไม่ได้	surprise	0.758
unimaginable	เป็นไปไม่ได้	surprise	0.750
erratic	เอาแน่ไม่ได้	surprise	0.750
accident	อุบัติเหตุ	surprise	0.750
outrageous	อุกอาจ	surprise	0.750
flinch	สะดุ้ง	surprise	0.742
blitz	การสงครามฟ้าแลบ	surprise	0.742
petrify	กลายเป็นหิน	surprise	0.742
slaughter	ฆ่า	surprise	0.742
horror	ความน่ากลัว	surprise	0.742
amaze	ตะลึงพรึงเพริด	surprise	0.742
bewilder	ตาค้าง	surprise	0.742
wreck	การก่อวินาศกรรม	surprise	0.742
stupefaction	ความมึนงง	surprise	0.734
excitement	ความตื่นเต้น	surprise	0.734
frenetic	แรง	surprise	0.734
frantic	คลั่ง	surprise	0.734
crash	ชน	surprise	0.734
sudden	ฉับพลัน	surprise	0.727
riotous	เกี่ยวกับการจลาจล	surprise	0.727
vanished	หายไป	surprise	0.727
moonstruck	บ้า	surprise	0.727
outcry	โวย	surprise	0.727
bewildered	สับสน	surprise	0.719
awe	NO TRANSLATION	surprise	0.719
sabotage	การก่อวินาศกรรม	surprise	0.719
shriek	ร้องว้าย	surprise	0.719
breathless	หอบ	surprise	0.719
scream	กรีดร้อง	surprise	0.719
manslaughter	การฆาตกรรม	surprise	0.719
rupture	ความร้าวฉาน	surprise	0.719
unanticipated	ที่ไม่คาดคิด	surprise	0.719
amazedness	NO TRANSLATION	surprise	0.719
uncontrollable	ไม่สามารถบังคับได้	surprise	0.711
unexpected	ไม่คาดฝัน	surprise	0.711
electrify	ต่อไฟฟ้า	surprise	0.711
stun	งัน	surprise	0.711
shot	การถ่ายภาพ	surprise	0.711
avalanche	หิมะถล่ม	surprise	0.711
gasp	อ้าปากค้าง	surprise	0.711
unforeseen	คาดไม่ถึง	surprise	0.703
slam	เสียงดังปัง	surprise	0.703
surge	พรั่ง	surprise	0.703
intruder	ผู้บุกรุก	surprise	0.703
abrupt	ทันทีทันใด	surprise	0.703
suspense	ความใจจดใจจ่อ	surprise	0.703
devastation	การทำลายล้าง	surprise	0.703
dumfounder	NO TRANSLATION	surprise	0.695
volatility	การระเหย	surprise	0.695
excite	ตื่นเต้น	surprise	0.695
unprecedented	เป็นประวัติการณ์	surprise	0.695
stab	แทง	surprise	0.695
urgent	ด่วน	surprise	0.695
yell	เสียงโห่ร้อง	surprise	0.695
strike	การนัดหยุดงาน	surprise	0.695
disturbance	การรบกวน	surprise	0.688
carnage	การสังหาร	surprise	0.688
spectacular	น่าตื่นเต้น	surprise	0.688
incredible	เหลือเชื่อ	surprise	0.688
recklessness	ความชะล่าใจ	surprise	0.680
slap	ตบ	surprise	0.680
monstrous	มหึมา	surprise	0.680
clamor	เสียงโห่ร้อง	surprise	0.680
thrill	หวาม	surprise	0.680
accidentally	โดยไม่ตั้งใจ	surprise	0.672
accidental	โดยบังเอิญ	surprise	0.672
striking	โดดเด่น	surprise	0.672
captivate	จับใจ	surprise	0.672
exhilaration	ความเบิกบานใจ	surprise	0.672
terrorist	ผู้ก่อการร้าย	surprise	0.672
inexplicable	ลึกลับ	surprise	0.672
exciting	น่าตื่นเต้น	surprise	0.672
topple	โค่นล้ม	surprise	0.664
dire	NO TRANSLATION	surprise	0.664
volcano	ภูเขาไฟ	surprise	0.664
revolution	การปฏิวัติ	surprise	0.664
freakish	แปลก	surprise	0.664
incendiary	วัตถุระเบิด	surprise	0.656
revolt	จลาจล	surprise	0.656
sneak	แอบดู	surprise	0.656
unspeakable	ไม่สามารถบรรยายได้	surprise	0.656
bloodshed	การนองเลือด	surprise	0.656
cyclone	พายุหมุน	surprise	0.648
violent	รุนแรง	surprise	0.648
disruption	การหยุดชะงัก	surprise	0.648
spellbound	เคลิบเคลิ้ม	surprise	0.648
unsuspecting	ไม่สงสัย	surprise	0.648
mutiny	กบฏ	surprise	0.648
attacking	โจมตี	surprise	0.648
unintended	มิใช่ด้วยเจตนา	surprise	0.648
amazingly	ที่น่าอัศจรรย์ใจ	surprise	0.648
epidemic	ที่ระบาด	surprise	0.648
shout	เสียงร้อง	surprise	0.641
screech	กรีด	surprise	0.641
wildfire	ไฟป่า	surprise	0.641
indescribable	สุดจะพรรณนาได้	surprise	0.641
enthusiasm	ความกระตือรือร้น	surprise	0.641
excitation	กระตุ้น	surprise	0.641
tumult	ความวุ่นวาย	surprise	0.641
improvisation	ปฏิภาณโวหาร	surprise	0.641
anomaly	ความผิดปกติ	surprise	0.633
apparition	ผี	surprise	0.633
treachery	การทรยศ	surprise	0.633
presto	Presto	surprise	0.633
gape	อ้าปากค้าง	surprise	0.633
agape	อ้าปากกว้าง	surprise	0.633
uncertain	ไม่แน่ใจ	surprise	0.633
plunder	ปล้น	surprise	0.633
tempest	ความวุ่นวาย	surprise	0.625
trick	เคล็ดลับ	surprise	0.625
slaughtering	ฆ่า	surprise	0.625
wonderment	ความประหลาดใจ	surprise	0.625
excited	ตื่นเต้น	surprise	0.625
sorcery	เวทมนตร์	surprise	0.625
murderous	เกี่ยวกับการฆาตกรรม	surprise	0.625
urgency	การเร่งรีบ	surprise	0.625
distress	ความทุกข์	surprise	0.625
mystery	ความลึกลับ	surprise	0.625
trickery	การใช้กลอุบาย	surprise	0.617
intense	เข้มข้น	surprise	0.617
vanish	หายไป	surprise	0.617
murder	ฆาตกรรม	surprise	0.617
quickness	ความรวดเร็ว	surprise	0.617
intrusive	ซึ่งล่วงล้ำ	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	เล่นพิเรนทร์	surprise	0.617
blindfold	ซึ่งปิดตา	surprise	0.609
coup	ทำรัฐประหาร	surprise	0.609
splash	สาด	surprise	0.609
thief	ขโมย	surprise	0.609
magical	ขลัง	surprise	0.609
unstable	ไม่แน่นอน	surprise	0.609
shatter	ป่นปี้	surprise	0.609
strangle	บีบคอ	surprise	0.609
defy	ท้า	surprise	0.602
deluge	น้ำท่วม	surprise	0.602
inconceivable	นึกไม่ถึง	surprise	0.602
jubilee	ความปลื้มปิติ	surprise	0.602
stupor	อาการมึนงง	surprise	0.602
tackle	ต่อสู้	surprise	0.602
assail	ทำร้าย	surprise	0.602
betray	ทรยศ	surprise	0.602
monstrosity	ความโหดร้าย	surprise	0.594
alerts	การแจ้งเตือน	surprise	0.594
lightning	ฟ้าแลบ	surprise	0.594
mishap	อุบัติเหตุ	surprise	0.594
shrill	โหยหวน	surprise	0.594
stupendous	น่าทึ่ง	surprise	0.594
mysterious	ลึกลับ	surprise	0.586
paralyzed	เป็นอัมพาต	surprise	0.586
randomly	สุ่ม	surprise	0.586
bonus	โบนัส	surprise	0.586
deceit	ความหลอกลวง	surprise	0.586
wild	ป่า	surprise	0.586
pitfall	หลุมพราง	surprise	0.586
wondrous	มหัศจรรย์	surprise	0.586
uncanny	ประหลาด	surprise	0.586
electric	ไฟฟ้า	surprise	0.578
oddity	เหตุการณ์ที่แปลกประหลาด	surprise	0.578
death	ความตาย	surprise	0.578
jubilant	ปีติยินดี	surprise	0.578
