word	Mongolian-mn	emotion	emotion-intensity-score
trusted	NO TRANSLATION	trust	0.883
trustworthy	найдвартай	trust	0.867
honest	шударга	trust	0.844
honesty	шударга	trust	0.844
honor	хүндэтгэл	trust	0.844
truth	үнэн	trust	0.844
truthful	үнэнч байна	trust	0.836
trusting	итгэж байна	trust	0.836
brotherhood	ах дүү нар	trust	0.820
entrust	итгэмжлэн хариулах	trust	0.812
committed	үйлдсэн	trust	0.805
integrity	бүрэн бүтэн байдал	trust	0.805
loyalty	үнэнч байх	trust	0.805
honorable	нэр хүндтэй	trust	0.805
credibility	найдвартай байдал	trust	0.805
trust	итгэх	trust	0.805
faithful	итгэлтэй байна	trust	0.797
sincere	чин сэтгэлээсээ	trust	0.797
responsible	хариуцлагатай	trust	0.789
partnership	нөхөрлөл	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	мэргэн ухаан	trust	0.789
oath	тангараг өргөв	trust	0.781
verification	баталгаажуулалт	trust	0.781
vow	амлалт	trust	0.781
cooperative	хамтын ажиллагаа	trust	0.781
respectable	нэр хүндтэй	trust	0.773
credible	найдвартай	trust	0.773
hero	баатар	trust	0.773
sisterhood	эгч дүү	trust	0.773
promise	амлалт	trust	0.773
verified	шалгаж байна	trust	0.773
qualified	мэргэшсэн	trust	0.766
respected	хүндэтгэдэг	trust	0.766
authentication	нэвтрэлт танилт	trust	0.766
compassion	энэрэнгүй байдал	trust	0.759
reputable	нэр хүндтэй	trust	0.758
safekeeping	аюулгүй байдлыг хангах	trust	0.758
reliability	найдвартай байдал	trust	0.758
moral	ёс суртахуун	trust	0.758
love	хайр	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	батлах	trust	0.758
stable	тогтвортой	trust	0.750
friend	найз	trust	0.750
genuine	жинхэнэ	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	ур чадвар	trust	0.750
loyal	үнэнч байх	trust	0.750
ally	холбоотон	trust	0.750
safeguard	аюулгүй байдал	trust	0.750
companion	хамтрагч	trust	0.750
advised	зөвлөгөө өгсөн	trust	0.750
authentic	хүчинтэй	trust	0.750
respect	хүндэтгэл	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	эрх чөлөө	trust	0.742
proven	батлагдсан	trust	0.742
respects	хүндэтгэлтэй ханддаг	trust	0.742
faith	итгэл	trust	0.742
wholesome	эрүүл саруул	trust	0.742
heartfelt	чин сэтгэлээсээ	trust	0.734
unification	нэгдмэл байдал	trust	0.734
protecting	хамгаалах	trust	0.734
reassurance	батлах	trust	0.734
admirable	гайхалтай	trust	0.734
trustee	итгэмжлэгдсэн хүн	trust	0.734
supporter	дэмжигч	trust	0.734
confirmation	баталгаажуулалт	trust	0.734
respectful	хүндэтгэлтэй	trust	0.734
alliance	холбоо	trust	0.727
equality	тэгш байдал	trust	0.727
friendship	Найз нөхөд	trust	0.727
agreement	гэрээ хэлэлцээр	trust	0.727
fact	баримт	trust	0.727
confident	итгэлтэй байна	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	итгэж байна	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	сайн чанар	trust	0.727
credential	итгэмжлэл	trust	0.727
closeness	ойрхон байна	trust	0.719
authenticate	authenticate	trust	0.719
intelligence	оюун ухаан	trust	0.719
virtue	ариун журам	trust	0.719
honored	нэр хүндтэй	trust	0.719
virtuous	ариун журамтай	trust	0.719
kindred	төрөл төрөгсөд	trust	0.719
charitable	буяны байгууллага	trust	0.711
dedication	онцгойлон адислах	trust	0.711
guarantee	баталгаа	trust	0.711
cooperation	хамтын ажиллагаа	trust	0.711
creditable	зээлдэгч	trust	0.711
consistency	тогтвортой байдал	trust	0.711
allegiance	үнэнч	trust	0.711
cooperating	хамтран ажиллах	trust	0.711
straightforward	шууд	trust	0.711
determination	шийдвэр гаргах	trust	0.711
justice	шударга ёс	trust	0.711
sanctuary	ариун газар	trust	0.703
nurture	асрах	trust	0.703
innocent	гэм зэмгүй	trust	0.703
admire	бахархах	trust	0.703
assurance	баталгаажуулалт	trust	0.703
morality	ёс суртахуун	trust	0.703
prepared	бэлтгэсэн	trust	0.703
friendliness	нөхөрсөг байдал	trust	0.703
reliable	найдвартай	trust	0.703
mentor	зөвлөгч	trust	0.703
guardianship	асран хамгаалалт	trust	0.703
fulfilled	биелэгдсэн	trust	0.703
reverence	хүндэтгэл	trust	0.703
proof	нотолгоо	trust	0.703
admiration	гайхал	trust	0.703
mother	ээж	trust	0.703
protected	хамгаалагдсан	trust	0.703
motherhood	эх хүн	trust	0.703
marriage	гэрлэлт	trust	0.695
skillful	чадварлаг	trust	0.695
indestructible	үлдэгдэл	trust	0.695
guardian	асран хамгаалагч	trust	0.695
accountable	хариуцлагатай байх	trust	0.695
courage	эр зориг	trust	0.695
bodyguard	бие хамгаалагч	trust	0.695
agreeable	Зөвшөөрнө	trust	0.695
scientist	эрдэмтэн	trust	0.695
allied	холбоотон	trust	0.695
compassionate	энэрэнгүй	trust	0.695
humanitarian	хүмүүнлэг	trust	0.695
approving	батлах	trust	0.695
united	нэгдсэн	trust	0.695
pact	Гэрээ	trust	0.695
certified	гэрчилгээжсэн	trust	0.695
morals	ёс суртахуун	trust	0.695
esteem	үнэлэмж	trust	0.688
secure	аюулгүй байдал	trust	0.688
perfection	төгс төгөлдөр	trust	0.688
guidance	удирдамж	trust	0.688
competent	эрх мэдэлтэй	trust	0.688
authenticity	жинхэнэ чанар	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	зөвтгөх боломжтой	trust	0.688
humanity	хүн төрөлхтөн	trust	0.688
solidity	хатуу байдал	trust	0.688
adviser	зөвлөх	trust	0.688
pledge	барьцаа	trust	0.688
believed	итгэсэн	trust	0.688
understanding	ойлголт	trust	0.688
monogamy	monogamy	trust	0.688
expertise	туршлагатай	trust	0.680
diplomatic	дипломат	trust	0.680
confidential	Нууц	trust	0.680
hope	найдвар	trust	0.680
protector	хамгаалагч	trust	0.680
agreeing	санал нийлж байна	trust	0.680
diligence	хичээнгүй байх	trust	0.680
official	албан тушаалтан	trust	0.680
affirm	баталж байна	trust	0.680
indivisible	хуваагдашгүй	trust	0.680
grandfather	өвөө	trust	0.680
humble	даруухан байна	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	сурталчилгаа	trust	0.680
elders	ахлагч нар	trust	0.680
goodness	сайн сайхан	trust	0.680
commendable	сайтай	trust	0.680
inspire	урам зориг өгдөг	trust	0.680
approve	зөвшөөрөх	trust	0.680
confide	итгэх	trust	0.680
professional	мэргэжлийн	trust	0.680
familiarity	танил	trust	0.680
leader	удирдагч	trust	0.680
confirmed	батлагдсан	trust	0.680
acceptance	хүлээн зөвшөөрөх	trust	0.680
benevolence	нинжин сэтгэл	trust	0.672
dignity	нэр төртэй	trust	0.672
harmoniously	нийцтэй	trust	0.672
mastery	анзаарах	trust	0.672
unwavering	гуйвж байна	trust	0.672
accredited	итгэмжлэгдсэн	trust	0.672
healing	эдгээх	trust	0.672
encyclopedia	нэвтэрхий толь бичиг	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	ариусгана	trust	0.672
cohesive	нэгдэлтэй	trust	0.672
covenant	гэрээнүүд	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	гэмгүй	trust	0.672
safe	аюулгүй байдал	trust	0.672
intelligent	ухаантай	trust	0.672
merit	merit	trust	0.664
impeccable	гайхалтай	trust	0.664
affirmatively	Нөхцөл байдал	trust	0.664
spiritual	сүнслэг байдал	trust	0.664
advocate	өмгөөлөгч	trust	0.664
team	баг	trust	0.664
heroic	баатарлаг	trust	0.664
communicate	харилцах	trust	0.664
disciple	шавь нар	trust	0.664
expert	шинжээч	trust	0.664
proficient	чадварлаг	trust	0.664
specialist	мэргэжилтэн	trust	0.664
ambassador	Элчин сайд	trust	0.664
accept	хүлээж ав	trust	0.664
attestation	нотолгоо	trust	0.664
supporting	дэмжих	trust	0.664
reliance	найдвартай байх	trust	0.664
authority	эрх мэдэл	trust	0.664
accountability	хариуцлагын тогтолцоо	trust	0.664
guidebook	гарын авлага	trust	0.664
fulfillment	гүйцэтгэл	trust	0.664
strengthening	бэхжүүлэх	trust	0.661
familiar	танил	trust	0.656
facts	баримтууд	trust	0.656
achieve	хүрэх	trust	0.656
warranty	баталгаат хугацаа	trust	0.656
structure	бүтэц	trust	0.656
steadfast	гуйвшгүй байна	trust	0.656
favorable	таатай	trust	0.656
counsel	зөвлөгөө	trust	0.656
relationship	харилцаа холбоо	trust	0.656
scientific	шинжлэх ухаан	trust	0.656
gentleman	эрхэм ээ	trust	0.656
strength	хүч чадал	trust	0.656
elder	ахлагч	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	ариун байдал	trust	0.656
excellent	маш сайн	trust	0.656
proficiency	ур чадвар	trust	0.656
constancy	тогтвортой байдал	trust	0.656
defended	хамгаалсан	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	найдвартай байх	trust	0.648
heroism	баатарлаг	trust	0.648
peaceful	тайван байна	trust	0.648
competency	чадамж	trust	0.648
assuredly	мэдээжийн хэрэг	trust	0.648
brother	ах минь	trust	0.648
counselor	зөвлөгч	trust	0.648
successful	амжилттай болсон	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	хамгаалах	trust	0.648
saint	гэгээнтэн	trust	0.648
harmony	эв нэгдэл	trust	0.648
matrimony	гэрлэсэн	trust	0.648
noble	сайхан байна	trust	0.648
inspiration	сүнслэг нөлөө	trust	0.648
academic	академик	trust	0.648
assist	туслах	trust	0.648
agreed	тохиролцсон	trust	0.648
uphold	Батлан ​​хамгаалах	trust	0.648
comrade	Хамтрагч нь	trust	0.648
lovable	lovable	trust	0.648
advisable	зөвлөдөг	trust	0.648
solidarity	эв санааны нэгдэл	trust	0.648
worthy	зохистой	trust	0.643
durability	бат бөх	trust	0.641
coexist	хамтдаа байна	trust	0.641
assure	батлах	trust	0.641
establish	үүсгэх	trust	0.641
benefactor	туслагч	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	тэргүүлэх	trust	0.641
loving	хайр дурлал	trust	0.641
teacher	багш	trust	0.641
judiciary	шүүх засаглал	trust	0.641
conscientious	Эрх мэдэлтэй	trust	0.641
confidence	итгэл үнэмшил	trust	0.641
lawful	хууль ёсны	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	томилогдсон	trust	0.641
champion	аварга	trust	0.641
unity	эв нэгдэл	trust	0.641
legal	хууль ёсны	trust	0.641
kind	эелдэг	trust	0.641
credence	итгэл үнэмшил	trust	0.641
real	бодит	trust	0.641
doctor	эмч	trust	0.641
intimate	дотно	trust	0.634
hopeful	найдвартай	trust	0.633
fortitude	бат бөх байдал	trust	0.633
physician	эмч	trust	0.633
brotherly	ах дүү	trust	0.633
aspiration	хүсэл тэмүүлэл	trust	0.633
convincing	үнэмшилтэй	trust	0.633
sanctification	ариутгал	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	хүндэтгэл	trust	0.633
courageous	зоригтой	trust	0.633
soundness	эрүүл мэнд	trust	0.633
legitimacy	хууль ёсны байдал	trust	0.633
endorse	батлах	trust	0.633
fidelity	үнэнч байх	trust	0.633
bless	адислаарай	trust	0.633
judicial	шүүх	trust	0.633
important	чухал юм	trust	0.633
saintly	ариун гэгээнтэн	trust	0.633
conscience	ухамсар	trust	0.633
therapeutic	эмчилгээ	trust	0.633
authorize	эрх олгох	trust	0.633
devotional	чин бишрэлийн үйлчлэл зүтгэл	trust	0.633
practiced	дадлага хийх	trust	0.633
backbone	нуруу	trust	0.633
approved	батлагдсан	trust	0.633
evident	тодорхой байна	trust	0.625
encourage	урамшуулаарай	trust	0.625
caretaker	асрагч	trust	0.625
regard	Анхаарал тавьдаг	trust	0.625
angel	тэнгэр элч	trust	0.625
engaged	эрхэлдэг	trust	0.625
blessing	адислал	trust	0.625
professorship	профессор	trust	0.625
majestic	Сүр жавхлант	trust	0.625
communication	харилцаа холбоо	trust	0.625
purify	цэвэршүүлэх	trust	0.625
authorization	зөвшөөрөл	trust	0.625
wonderful	гайхалтай	trust	0.625
achievement	ололт амжилт	trust	0.625
fireman	гал сөнөөгчид	trust	0.625
certify	гэрчлэх	trust	0.625
civilized	соёлтой	trust	0.625
profound	гүнзгий	trust	0.625
accurate	үнэн зөв	trust	0.625
assured	итгэлтэй байна	trust	0.625
positivity	эерэг байдал	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	сайн байна	trust	0.617
absolution	хувьсагч	trust	0.617
commend	магтаал	trust	0.617
cherish	Сайхан байна	trust	0.617
fundamental	үндсэн зүйл	trust	0.617
advice	зөвлөгөө	trust	0.617
objective	зорилго	trust	0.617
optimism	өөдрөг үзэл	trust	0.617
testament	гэрээслэл	trust	0.617
qualities	чанарууд	trust	0.617
haven	диваажин	trust	0.617
heroine	баатарлаг	trust	0.617
constantly	байнга	trust	0.617
appreciation	талархал	trust	0.617
triumphant	ялагдал	trust	0.617
accord	дагуу	trust	0.617
reassure	тайвшир	trust	0.617
truce	эвдэх	trust	0.617
thoughtful	ухамсартай	trust	0.617
teach	заах	trust	0.617
god	бурхан	trust	0.617
corroborate	бататгах	trust	0.617
believer	итгэгчид	trust	0.617
unimpeachable	саадгүй байх	trust	0.617
surety	баттай байна	trust	0.617
attentive	анхааралтай байх	trust	0.617
gospel	сайн мэдээ	trust	0.617
bedrock	суурь чулуулаг	trust	0.617
approvement	батлах	trust	0.617
planning	төлөвлөлт	trust	0.617
rational	оновчтой	trust	0.617
passionate	сэтгэл хөдлөлөө	trust	0.617
happy	аз жаргалтай	trust	0.609
babysitter	хүүхэд асрагч	trust	0.609
