word	Haitian Creole-ht	emotion	emotion-intensity-score
ecstatic	vwèman emosyone	surprise	0.562
fascinate	kaptivan	surprise	0.562
uncover	dekouvwi	surprise	0.562
jerk	embesil	surprise	0.562
reward	rekonpans	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	repran	surprise	0.562
whim	kapris	surprise	0.555
conjure	konjure	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	grandi	surprise	0.547
rescue	sekou	surprise	0.547
tantalizing	tantalizing	surprise	0.547
winner	gayan	surprise	0.547
heroism	kouraj	surprise	0.547
rarity	rar	surprise	0.547
ejaculation	ejakulasyon	surprise	0.547
daze	labirent	surprise	0.547
unbridled	unbridled	surprise	0.547
thwart	blese	surprise	0.547
treason	trayizon	surprise	0.539
punch	kout pyen	surprise	0.539
insult	joure	surprise	0.539
lunge	kòlè	surprise	0.539
illusion	ilizyon	surprise	0.539
lucky	chans	surprise	0.539
interrupt	entèwonp	surprise	0.539
cheer	aplodi	surprise	0.539
celebration	selebrasyon	surprise	0.539
violation	vyolasyon	surprise	0.539
marvel	sezi	surprise	0.539
sensation	sansasyon	surprise	0.531
fearfully	pè	surprise	0.531
concealed	kache	surprise	0.531
banger	banger	surprise	0.531
affront	afwonte	surprise	0.531
snag	chape	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	veer	surprise	0.523
wonder	sezi	surprise	0.523
immediacy	imedyatman	surprise	0.523
undiscovered	enkoni	surprise	0.523
abandonment	abandon	surprise	0.523
rejoice	fè fèt	surprise	0.523
improvise	enpresyone	surprise	0.523
majestic	Majestic	surprise	0.523
scorpion	eskòpyon	surprise	0.523
victimized	viktim	surprise	0.523
liberate	libere	surprise	0.523
yelp	Yelp	surprise	0.516
stealthily	lou	surprise	0.516
tickle	satisfe	surprise	0.516
chance	chans	surprise	0.516
howl	koule	surprise	0.516
swerve	sere	surprise	0.508
reflex	reflex	surprise	0.508
rave	devinèt	surprise	0.508
pop	pòp	surprise	0.508
luck	chans	surprise	0.508
magnificent	bèl	surprise	0.508
transcendence	transandans	surprise	0.508
garish	garish	surprise	0.508
unintentionally	envolontèman	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	souvan	surprise	0.500
marvelous	bèl bagay	surprise	0.500
heroic	ewoyik	surprise	0.500
remarkable	remakab	surprise	0.500
fainting	endispoze	surprise	0.500
slayer	touye	surprise	0.500
erotic	erotik	surprise	0.500
enliven	anim	surprise	0.500
alertness	vijilans	surprise	0.500
misbehavior	move konpòtman	surprise	0.500
embarrassment	anbarasman	surprise	0.500
diversion	reyabilitasyon	surprise	0.500
unutterable	unutterable	surprise	0.492
nab	nab	surprise	0.492
camouflage	kamouflaj	surprise	0.492
trump	Trump	surprise	0.492
decoy	dekouvèt	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	enfakt	surprise	0.492
birthday	anivèsè nesans	surprise	0.492
greatness	Grandè	surprise	0.492
zeal	zèl	surprise	0.484
prick	pike	surprise	0.484
magician	majisyen	surprise	0.484
underestimate	underestimate	surprise	0.484
horde	Horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	inexpressible	surprise	0.484
daemon	dyaman	surprise	0.484
variable	varyab	surprise	0.484
curiosity	kiryozite	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	ensousyan	surprise	0.477
chicane	chikane	surprise	0.477
fortune	fòtin	surprise	0.477
sneeze	estènye	surprise	0.477
illumination	lumières	surprise	0.477
incident	ensidan	surprise	0.477
dreadfully	dreadfully	surprise	0.477
strange	etranj	surprise	0.477
subversive	sibvèsif	surprise	0.477
reversal	anilasyon	surprise	0.469
prowl	rode	surprise	0.469
rapid	rapid	surprise	0.469
leery	leery	surprise	0.469
wizard	sòsye	surprise	0.469
coincidence	konyensidans	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	divèjan	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	kraze	surprise	0.461
slip	glise	surprise	0.461
wonderful	bèl bagay	surprise	0.453
hoax	fo	surprise	0.453
winning	genyen	surprise	0.453
overestimate	ègzajere	surprise	0.453
confession	konfesyon	surprise	0.453
ordeal	ajite	surprise	0.453
evanescence	evanesans	surprise	0.453
merriment	merriment	surprise	0.453
raffle	raffle	surprise	0.453
stound	tan	surprise	0.445
laughter	ri	surprise	0.445
enthusiast	antouzyast	surprise	0.445
splendid	bèl	surprise	0.445
feat	feat	surprise	0.445
perchance	pèchans	surprise	0.445
excel	briye	surprise	0.445
gambling	jwèt aza	surprise	0.445
unintentional	envolontè	surprise	0.438
brighten	eklere	surprise	0.438
changeable	chanjan	surprise	0.438
rapt	kouri	surprise	0.438
unique	inik	surprise	0.438
splendor	bèl	surprise	0.438
senseless	dezagreyab	surprise	0.438
gift	kado	surprise	0.430
fascination	pasyon	surprise	0.430
trepidation	trepidasyon	surprise	0.430
stealthy	enfiltrasyon	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	kontan	surprise	0.430
lawsuit	pwosè	surprise	0.430
intrigue	konplote	surprise	0.430
quicksilver	quicksilver	surprise	0.422
originality	orijinalite	surprise	0.422
riddle	kont	surprise	0.422
judgment	jijman	surprise	0.422
enchant	amoure	surprise	0.422
stealth	enfiltrasyon	surprise	0.422
veracity	veras	surprise	0.414
elusive	flotant	surprise	0.414
perjury	fo temwayaj	surprise	0.414
spirits	move lespri	surprise	0.414
liberation	liberasyon	surprise	0.414
illegitimate	ilejitim	surprise	0.414
syncope	senkop	surprise	0.414
experiment	eksperyans	surprise	0.414
gambler	ganbadeur	surprise	0.406
eager	anvi	surprise	0.406
inspired	enspire	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplodisman	surprise	0.406
allure	atire	surprise	0.406
parade	parad	surprise	0.406
princely	priyè	surprise	0.398
divorce	divòs	surprise	0.398
guess	devine	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	sekrè	surprise	0.398
aspiration	aspirasyon	surprise	0.391
peri	peri	surprise	0.391
cheerful	kè kontan	surprise	0.391
hermaphrodite	hermaphrodite	surprise	0.391
supremacy	Sipremasi	surprise	0.391
incontinence	enkonvenyans	surprise	0.391
inheritance	eritaj	surprise	0.383
score	nòt	surprise	0.383
lose	pèdi	surprise	0.383
crowning	kourone	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	lwanj	surprise	0.383
cadaver	kadav	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gòl	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	Mystic	surprise	0.375
succeed	reyisi	surprise	0.375
advance	avanse	surprise	0.375
sparkle	c klere	surprise	0.367
hope	espwa	surprise	0.367
joker	jokè	surprise	0.367
sensual	sensual	surprise	0.367
excavation	ègzumasyon	surprise	0.367
feeling	santi	surprise	0.359
entertainment	amizman	surprise	0.359
clown	kloun	surprise	0.352
newcomer	Nouvo	surprise	0.352
modify	modifye	surprise	0.352
award	prim	surprise	0.352
blessings	benediksyon	surprise	0.352
postponement	ranvwa	surprise	0.352
obit	obit	surprise	0.352
celebrity	selèb	surprise	0.344
hero	ewo	surprise	0.344
start	kòmanse	surprise	0.344
wonderfully	bèl	surprise	0.344
highest	pi wo	surprise	0.344
proficiency	konpetans	surprise	0.344
glorify	glorifye	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	memorab	surprise	0.336
sanctify	sanktifye	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimis	surprise	0.336
warned	te avèti	surprise	0.336
prodigious	prodijyeu	surprise	0.336
dissolution	yap divòse	surprise	0.336
grin	grin	surprise	0.336
admiration	admirasyon	surprise	0.328
hypertrophy	ipertwofi	surprise	0.328
present	prezan	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anj	surprise	0.320
examination	egzaminasyon	surprise	0.320
catch	trape	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ti jwèt	surprise	0.312
puma	puma	surprise	0.312
liberty	libète	surprise	0.312
kiss	bo	surprise	0.312
embrace	anbrase	surprise	0.312
occasional	okazyonèl	surprise	0.312
treat	trete	surprise	0.312
saint	saint	surprise	0.312
scrimmage	grenpe	surprise	0.312
dismissal	lekòl lage	surprise	0.312
perfection	pèfeksyon	surprise	0.305
generosity	jenewozite	surprise	0.305
gratify	gratifyan	surprise	0.305
saintly	saintly	surprise	0.305
sally	sally	surprise	0.305
polarity	polarite	surprise	0.297
finally	finalman	surprise	0.297
differently	diferan	surprise	0.297
palpable	palpable	surprise	0.297
warn	avèti	surprise	0.297
ceremony	seremoni	surprise	0.297
larger	pi gwo	surprise	0.297
favorable	favorab	surprise	0.297
romance	romans	surprise	0.289
medal	meday	surprise	0.289
inviting	envite	surprise	0.289
greeting	bonjou	surprise	0.289
candid	fran	surprise	0.281
resignation	demisyon	surprise	0.281
trip	vwayaj	surprise	0.281
accolade	akolad	surprise	0.281
labor	travay	surprise	0.281
stare	gade	surprise	0.273
glimmer	ekla	surprise	0.266
invite	envite	surprise	0.266
somatic	somatik	surprise	0.266
admire	admire	surprise	0.266
immerse	plonje	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimikri	surprise	0.266
compensate	konpanse	surprise	0.266
insolvency	fayit	surprise	0.266
playful	playful	surprise	0.266
complement	konpleman	surprise	0.258
receiving	k ap resevwa	surprise	0.258
hypothesis	ipotèz	surprise	0.258
laugh	ri	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	Lin de myèl	surprise	0.250
marry	marye	surprise	0.242
independence	endepandans	surprise	0.242
opera	opera	surprise	0.242
pleasant	bèl	surprise	0.242
rhythmical	ritmik	surprise	0.234
assessment	evalyasyon	surprise	0.234
hopeful	espwa	surprise	0.234
trophy	twofe	surprise	0.234
holiness	sentete	surprise	0.234
chant	chant	surprise	0.234
leave	kite	surprise	0.234
procession	pwosesyon	surprise	0.227
placard	placard	surprise	0.227
deal	kontra	surprise	0.227
cherish	cherish	surprise	0.219
good	bon	surprise	0.219
shopping	fè makèt	surprise	0.219
musical	mizik	surprise	0.219
shell	koki	surprise	0.211
dawn	dimanch maten	surprise	0.211
simplify	senplifye	surprise	0.211
purity	pite	surprise	0.203
nullify	nullify	surprise	0.203
money	lajan	surprise	0.203
sweet	dous	surprise	0.203
morals	moral	surprise	0.203
synchronize	senkroniz	surprise	0.195
preservative	konsèvasyon	surprise	0.195
humanitarian	imanitè	surprise	0.195
unfulfilled	unfulfilled	surprise	0.195
precious	presye	surprise	0.195
obliging	obligasyon	surprise	0.188
singularly	endividyèlman	surprise	0.188
foresee	prevwa	surprise	0.180
pray	lapriyè	surprise	0.180
graduation	gradyasyon	surprise	0.180
lovely	bèl	surprise	0.180
sun	solèy	surprise	0.172
art	atizay	surprise	0.172
mouth	bouch	surprise	0.172
youth	jèn	surprise	0.172
thirst	swaf dlo	surprise	0.172
young	jèn	surprise	0.164
goodness	bonte	surprise	0.164
overdue	anreta	surprise	0.156
visor	vizyèr	surprise	0.156
practiced	pratike	surprise	0.156
latent	inaktif	surprise	0.156
loyal	rete fidèl	surprise	0.148
expect	espere	surprise	0.148
destination	destinasyon	surprise	0.148
wireless	san fil	surprise	0.148
quote	quote	surprise	0.141
slush	glase	surprise	0.141
infant	tibebe	surprise	0.141
cream	krèm	surprise	0.141
playground	lakou rekreyasyon	surprise	0.133
organization	òganizasyon	surprise	0.125
teach	anseye	surprise	0.125
vote	vote	surprise	0.125
smile	souri	surprise	0.117
weight	pwa	surprise	0.117
dolphin	Dolphin	surprise	0.117
sisterhood	sèhoodhood	surprise	0.109
cable	kab	surprise	0.109
sunny	Sunny	surprise	0.102
steady	fiks	surprise	0.094
leisure	lwazi	surprise	0.086
peaceful	lapè	surprise	0.086
spa	spa	surprise	0.086
tree	pyebwa	surprise	0.078
picnic	piknik	surprise	0.078
worm	vè k'ap manje kadav	surprise	0.055
truthfulness	verite	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	konfyans	trust	0.867
honest	onèt	trust	0.844
honesty	onètete	trust	0.844
honor	onè	trust	0.844
truth	verite	trust	0.844
truthful	verite	trust	0.836
trusting	mete konfyans	trust	0.836
brotherhood	Fratènite	trust	0.820
entrust	konfye	trust	0.812
committed	komèt	trust	0.805
integrity	entegrite	trust	0.805
loyalty	lwayote	trust	0.805
honorable	onorab	trust	0.805
credibility	kredibilite	trust	0.805
trust	konfyans	trust	0.805
faithful	fidèl	trust	0.797
sincere	sensè	trust	0.797
responsible	responsab	trust	0.789
partnership	patenarya	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	bon konprann	trust	0.789
oath	sèman	trust	0.781
verification	verifikasyon	trust	0.781
vow	ve	trust	0.781
cooperative	koperativ	trust	0.781
respectable	respektab	trust	0.773
credible	kredib	trust	0.773
hero	ewo	trust	0.773
sisterhood	sèhoodhood	trust	0.773
promise	pwomès	trust	0.773
verified	verifye	trust	0.773
qualified	kalifye	trust	0.766
respected	respekte	trust	0.766
authentication	Otantifikasyon	trust	0.766
compassion	konpasyon	trust	0.759
reputable	repitasyon	trust	0.758
safekeeping	konsève	trust	0.758
reliability	Fyab	trust	0.758
moral	moral	trust	0.758
love	renmen	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	apwouve	trust	0.758
stable	ki estab	trust	0.750
friend	zanmi	trust	0.750
genuine	otantik	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	konpetans	trust	0.750
loyal	rete fidèl	trust	0.750
ally	alye	trust	0.750
safeguard	pwoteje	trust	0.750
companion	konpayon	trust	0.750
advised	konseye	trust	0.750
authentic	natif natal	trust	0.750
respect	respè	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	libète	trust	0.742
proven	pwouve	trust	0.742
respects	respekte	trust	0.742
faith	lafwa	trust	0.742
wholesome	bon	trust	0.742
heartfelt	sensè	trust	0.734
unification	inifikasyon	trust	0.734
protecting	pwoteje	trust	0.734
reassurance	rasirans	trust	0.734
admirable	admirab	trust	0.734
trustee	administratè yo	trust	0.734
supporter	sipòtè	trust	0.734
confirmation	konfimasyon	trust	0.734
respectful	respekte	trust	0.734
alliance	alyans	trust	0.727
equality	egalite	trust	0.727
friendship	amitye	trust	0.727
agreement	akò	trust	0.727
fact	reyalite	trust	0.727
confident	konfyans	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	kwè	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ekselans	trust	0.727
credential	kalifye	trust	0.727
closeness	pwòch	trust	0.719
authenticate	Otantifye	trust	0.719
intelligence	entèlijans	trust	0.719
virtue	vèti	trust	0.719
honored	onore	trust	0.719
virtuous	vètye	trust	0.719
kindred	fanmi	trust	0.719
charitable	charitab	trust	0.711
dedication	devouman	trust	0.711
guarantee	garanti	trust	0.711
cooperation	koperasyon	trust	0.711
creditable	kredi	trust	0.711
consistency	konsistans	trust	0.711
allegiance	alejans	trust	0.711
cooperating	kolaborasyon	trust	0.711
straightforward	dwat	trust	0.711
determination	detèminasyon	trust	0.711
justice	jistis	trust	0.711
sanctuary	Tanp lan	trust	0.703
nurture	nouri	trust	0.703
innocent	inosan	trust	0.703
admire	admire	trust	0.703
assurance	asirans	trust	0.703
morality	moralite	trust	0.703
prepared	prepare	trust	0.703
friendliness	amitye	trust	0.703
reliable	serye	trust	0.703
mentor	konseye	trust	0.703
guardianship	gadyen legal	trust	0.703
fulfilled	rive vre	trust	0.703
reverence	reverans	trust	0.703
proof	prèv	trust	0.703
admiration	admirasyon	trust	0.703
mother	manman	trust	0.703
protected	pwoteje	trust	0.703
motherhood	matènite	trust	0.703
marriage	maryaj	trust	0.695
skillful	abil	trust	0.695
indestructible	endèstruktibl	trust	0.695
guardian	gadyen	trust	0.695
accountable	responsab	trust	0.695
courage	kouraj	trust	0.695
bodyguard	gad kò	trust	0.695
agreeable	agreyab	trust	0.695
scientist	syantis	trust	0.695
allied	alye	trust	0.695
compassionate	konpasyon	trust	0.695
humanitarian	imanitè	trust	0.695
approving	apwouve	trust	0.695
united	ini	trust	0.695
pact	Pak	trust	0.695
certified	sètifye	trust	0.695
morals	moral	trust	0.695
esteem	estime	trust	0.688
secure	sekirite	trust	0.688
perfection	pèfeksyon	trust	0.688
guidance	konsèy	trust	0.688
competent	konpetan	trust	0.688
authenticity	otantisite	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	jistifyab	trust	0.688
humanity	imanite	trust	0.688
solidity	solidite	trust	0.688
adviser	konseye	trust	0.688
pledge	angajman	trust	0.688
believed	kwè	trust	0.688
understanding	konpreyansyon	trust	0.688
monogamy	monogami	trust	0.688
expertise	ekspètiz	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	konfidansyèl	trust	0.680
hope	espwa	trust	0.680
protector	pwoteksyon	trust	0.680
agreeing	dakò	trust	0.680
diligence	dilijans	trust	0.680
official	ofisyèl	trust	0.680
affirm	afime	trust	0.680
indivisible	endivizib	trust	0.680
grandfather	granpapa	trust	0.680
humble	enb	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	defann dwa moun	trust	0.680
elders	ansyen yo	trust	0.680
goodness	bonte	trust	0.680
commendable	louanj	trust	0.680
inspire	enspire	trust	0.680
approve	apwouve	trust	0.680
confide	konfye	trust	0.680
professional	pwofesyonèl	trust	0.680
familiarity	abitye	trust	0.680
leader	lidè	trust	0.680
confirmed	konfime	trust	0.680
acceptance	aksepte	trust	0.680
benevolence	benevolans	trust	0.672
dignity	diyite	trust	0.672
harmoniously	annamoni	trust	0.672
mastery	metriz	trust	0.672
unwavering	enkondisyonèl	trust	0.672
accredited	akredite	trust	0.672
healing	geri	trust	0.672
encyclopedia	ansiklopedi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	sanktifye	trust	0.672
cohesive	limenm	trust	0.672
covenant	kontra	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	san fay	trust	0.672
safe	san danje	trust	0.672
intelligent	entèlijan	trust	0.672
merit	merit	trust	0.664
impeccable	parfèt	trust	0.664
affirmatively	afimativman	trust	0.664
spiritual	espirityèl	trust	0.664
advocate	avoka	trust	0.664
team	ekip	trust	0.664
heroic	ewoyik	trust	0.664
communicate	kominike	trust	0.664
disciple	disip	trust	0.664
expert	ekspè	trust	0.664
proficient	konpetan	trust	0.664
specialist	espesyalis	trust	0.664
ambassador	anbasadè	trust	0.664
accept	aksepte	trust	0.664
attestation	atestasyon	trust	0.664
supporting	sipòte	trust	0.664
reliance	reliance	trust	0.664
authority	otorite	trust	0.664
accountability	responsabilite	trust	0.664
guidebook	Gid	trust	0.664
fulfillment	pwogrè	trust	0.664
strengthening	ranfòse	trust	0.661
familiar	abitye	trust	0.656
facts	enfòmasyon	trust	0.656
achieve	reyalize	trust	0.656
warranty	garanti	trust	0.656
structure	estrikti	trust	0.656
steadfast	fèm	trust	0.656
favorable	favorab	trust	0.656
counsel	konsèy	trust	0.656
relationship	relasyon	trust	0.656
scientific	syantifik	trust	0.656
gentleman	Mesye	trust	0.656
strength	fòs	trust	0.656
elder	ansyen	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	sentete	trust	0.656
excellent	ekselan	trust	0.656
proficiency	konpetans	trust	0.656
constancy	konstans	trust	0.656
defended	defann	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	konte	trust	0.648
heroism	kouraj	trust	0.648
peaceful	lapè	trust	0.648
competency	konpetans	trust	0.648
assuredly	byen	trust	0.648
brother	frè	trust	0.648
counselor	konseye	trust	0.648
successful	siksè	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	pwoteksyon	trust	0.648
saint	saint	trust	0.648
harmony	amoni	trust	0.648
matrimony	maryaj	trust	0.648
noble	nòb	trust	0.648
inspiration	enspirasyon	trust	0.648
academic	akademik	trust	0.648
assist	ede	trust	0.648
agreed	te dakò	trust	0.648
uphold	kenbe	trust	0.648
comrade	kamarad	trust	0.648
lovable	adorable	trust	0.648
advisable	konseye	trust	0.648
solidarity	solidarite	trust	0.648
worthy	merite	trust	0.643
durability	durability	trust	0.641
coexist	coexist	trust	0.641
assure	asire	trust	0.641
establish	etabli	trust	0.641
benefactor	benefisye	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	dirijan	trust	0.641
loving	renmen	trust	0.641
teacher	pwofesè	trust	0.641
judiciary	jidisyè	trust	0.641
conscientious	konsyans	trust	0.641
confidence	konfyans	trust	0.641
