word	Slovak-sk	emotion	emotion-intensity-score
synchronize	synchronizovať	trust	0.500
info	Info	trust	0.500
pontiff	pápež	trust	0.500
retain	udržať	trust	0.500
warden	dozorca	trust	0.500
majesty	majestát	trust	0.500
infallibility	neomylnosť	trust	0.500
guru	guru	trust	0.500
apologetic	ospravedlňujúci	trust	0.500
darling	miláčik	trust	0.500
doctrine	doktrína	trust	0.500
related	príbuzný	trust	0.500
treasure	poklad	trust	0.500
infinity	nekonečno	trust	0.500
romantic	romantický	trust	0.500
optimist	optimista	trust	0.500
timing	načasovanie	trust	0.500
undying	nehynúcu	trust	0.500
personal	osobné	trust	0.500
gateway	brána	trust	0.500
instruction	inštrukcia	trust	0.500
backer	tipujúci	trust	0.500
watchful	bdelý	trust	0.500
badge	odznak	trust	0.500
birth	pôrod	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	zbožný	trust	0.500
indelible	nezmazateľný	trust	0.500
superman	superman	trust	0.500
guard	stráž	trust	0.500
vindication	ospravedlnenie	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	nažive	trust	0.500
constitute	predstavovať	trust	0.492
jubilant	jasavý	trust	0.492
endow	dotovať	trust	0.492
improve	zdokonaliť	trust	0.492
contributor	prispievateľ	trust	0.492
formality	formalita	trust	0.492
salute	salutovat	trust	0.492
inevitable	neodvratný	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	rozhodca	trust	0.492
grow	rásť, pestovať	trust	0.492
fellow	chlapík	trust	0.492
popularity	popularita	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	hovorca	trust	0.492
synonymous	synonymické	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	cirkevné	trust	0.492
hardy	otužilý	trust	0.492
privy	zasvätený	trust	0.492
psalm	žalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	príťažlivosť	trust	0.492
grandchildren	vnúčatá	trust	0.492
elegance	elegancia	trust	0.492
laudatory	chvalořečný	trust	0.492
sheriff	šerif	trust	0.492
radiance	žiara	trust	0.492
harbor	prístav	trust	0.492
aspire	túžiť	trust	0.492
musical	hudobné	trust	0.492
chairman	predseda	trust	0.492
moderator	moderátor	trust	0.492
laudation	velebenie	trust	0.484
clean	čistý	trust	0.484
arbiter	rozhodca	trust	0.484
crowning	vrcholný	trust	0.484
depth	hĺbka	trust	0.484
forecast	predpoveď	trust	0.484
colonel	plukovník	trust	0.484
hire	najať	trust	0.484
found	nájdených	trust	0.484
armor	brnenie	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	najobľúbenejšie	trust	0.484
voucher	poukaz	trust	0.484
affection	náklonnosť	trust	0.484
path	cesta	trust	0.484
referee	rozhodca	trust	0.484
police	POLÍCIA	trust	0.484
countryman	krajan	trust	0.484
romance	romance	trust	0.484
diagnosis	diagnóza	trust	0.484
concord	svornosť	trust	0.484
enjoy	Užite si to	trust	0.484
ranger	lesník	trust	0.484
confess	priznať	trust	0.484
income	príjem	trust	0.484
assembly	zhromaždenie	trust	0.484
sweet	sladký	trust	0.484
like	Páči sa mi to	trust	0.484
apologize	ospravedlňovať	trust	0.477
sermon	kázanie	trust	0.477
pastor	pastor	trust	0.477
matter	záležitosť	trust	0.477
glory	sláva	trust	0.477
lamb	jahňacie	trust	0.477
lover	milovník	trust	0.477
putative	domnelý	trust	0.477
expect	očakávať	trust	0.477
purely	iba	trust	0.477
follow	nasledovať	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	škôlka	trust	0.477
episcopal	biskupský	trust	0.477
veracity	pravdovravnosť	trust	0.477
mathematical	matematický	trust	0.477
frank	úprimný	trust	0.477
policeman	policajt	trust	0.477
word	slovo	trust	0.477
consul	konzul	trust	0.477
landmark	medzník	trust	0.477
calculator	kalkulačka	trust	0.477
sterling	sterling	trust	0.477
signature	podpis	trust	0.477
votive	votívny	trust	0.477
preponderance	prevaha	trust	0.477
sacrifice	obeť	trust	0.477
underwrite	poistiť	trust	0.469
bridesmaid	družičky	trust	0.469
commission	provízie	trust	0.469
passion	vášeň	trust	0.469
prefer	radšej	trust	0.469
recruits	regrutuje	trust	0.469
cashier	pokladničné	trust	0.469
judicious	súdny	trust	0.469
immerse	ponoriť	trust	0.469
uncritical	nekritický	trust	0.469
effective	efektívna	trust	0.469
dove	holubica	trust	0.469
tutelage	poručníctvo	trust	0.469
associate	spolupracovník	trust	0.469
flagship	vlajková loď	trust	0.469
religion	náboženstvo	trust	0.469
gain	zisk	trust	0.469
instructor	inštruktor	trust	0.469
judgment	súd	trust	0.469
title	nadpis	trust	0.469
regal	kráľovský	trust	0.469
author	autor	trust	0.469
top	top	trust	0.469
tribune	tribúna	trust	0.469
eagerness	dychtivosť	trust	0.469
marshal	maršal	trust	0.469
mighty	mocný	trust	0.469
intended	zamýšľaný	trust	0.469
capacity	kapacita	trust	0.469
vicar	vikár	trust	0.469
partake	zúčastniť sa	trust	0.461
commerce	obchod	trust	0.461
magnetic	magnetický	trust	0.461
medal	medaily	trust	0.461
courier	kuriér	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	zapísať	trust	0.461
necessarily	nutne	trust	0.461
lesson	lekcie	trust	0.461
custody	starostlivosť	trust	0.461
moorings	kotvisko	trust	0.461
fortress	pevnosť	trust	0.461
aunt	teta	trust	0.461
bank	breh	trust	0.461
theological	teologický	trust	0.461
manage	spravovať	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	obchod	trust	0.461
lifestyle	životný štýl	trust	0.461
consecration	zasvätenie	trust	0.461
admitted	prijatý	trust	0.461
crucial	rozhodujúci	trust	0.461
cautious	opatrný	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	kňazstva	trust	0.461
attendant	strážca	trust	0.461
oblige	zaviazať	trust	0.461
patriarchal	patriarchálnej	trust	0.461
kitten	mačiatko	trust	0.461
cathedral	katedrála	trust	0.455
eagle	orol	trust	0.453
puppy	šteňa	trust	0.453
present	prítomný	trust	0.453
perceive	vnímať	trust	0.453
foresee	predvídať	trust	0.453
governor	guvernér	trust	0.453
synergistic	synergický	trust	0.453
commonplace	samozrejmosť	trust	0.453
exchange	výmena	trust	0.453
journeyman	nádenník	trust	0.453
laud	vychvaľovať	trust	0.453
chairwoman	predsedníčka	trust	0.453
encomium	chválorečenie	trust	0.453
strategist	stratég	trust	0.453
dawn	svitania	trust	0.453
excited	vzrušený	trust	0.453
finally	konečne	trust	0.453
level	hladina	trust	0.453
chart	graf	trust	0.453
oasis	oáza	trust	0.453
insulation	izolácia	trust	0.453
president	prezident	trust	0.453
deputy	zástupca	trust	0.453
orthodoxy	pravoslávia	trust	0.445
sir	sir	trust	0.445
theorem	teorém	trust	0.445
formula	vzorec	trust	0.445
operation	operácie	trust	0.445
bridegroom	ženích	trust	0.445
lodging	nocľah	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	príručka	trust	0.445
impart	prepožičať	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	odškodnenie	trust	0.445
negotiate	vyjednávať	trust	0.445
magnify	zväčšiť	trust	0.445
chancellor	kancelár	trust	0.445
crew	posádka	trust	0.445
sensual	zmyselný	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	obvyklý	trust	0.445
asserting	tvrdiť	trust	0.445
chocolate	čokoláda	trust	0.445
statistical	štatistický	trust	0.445
lord	lord	trust	0.445
exaltation	povýšenie	trust	0.445
employ	zamestnať	trust	0.445
orchestra	orchester	trust	0.445
director	riaditeľ	trust	0.445
chemist	chemik	trust	0.445
remains	zvyšky	trust	0.445
enliven	oživiť	trust	0.445
sun	slnko	trust	0.438
imagination	predstavivosť	trust	0.438
comptroller	kontrolór	trust	0.438
digit	číslica	trust	0.438
cabinet	skrinka	trust	0.438
emphasize	zdôrazniť	trust	0.438
atone	odčiniť	trust	0.438
inauguration	inaugurácie	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elita	trust	0.438
governess	vychovávateľka	trust	0.438
tandem	tandem	trust	0.438
conveyancing	prevádzanie vlastníckych práv nehnuteľností	trust	0.438
arbitrator	rozhodcu	trust	0.438
oracle	veštec	trust	0.438
economy	hospodárstvo	trust	0.438
elect	zvoliť	trust	0.438
villager	dedinčan	trust	0.438
fate	osud	trust	0.438
exhaustive	vyčerpávajúci	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	komorník	trust	0.438
conformity	zhoda	trust	0.438
grammar	gramatika	trust	0.430
disclosed	zverejnené	trust	0.430
persuade	presvedčiť	trust	0.430
compact	kompaktné	trust	0.430
rule	pravidlo	trust	0.430
deacon	diakon	trust	0.430
impressionable	vnímavý	trust	0.430
cop	policajt	trust	0.430
neutrality	neutralita	trust	0.430
pay	platiť	trust	0.430
bridal	svadobné	trust	0.430
wealth	bohatstvo	trust	0.430
base	základňa	trust	0.430
errand	pochôdzka	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	húževnatosť	trust	0.430
estimable	vážený	trust	0.430
lender	požičiavateľ	trust	0.430
sentry	hliadka	trust	0.430
invite	vyzvať	trust	0.430
circle	kružnice	trust	0.430
grit	štrk	trust	0.430
elucidate	osvetliť	trust	0.430
repay	splatiť	trust	0.430
resources	zdroje	trust	0.430
blanket	prikrývka	trust	0.430
occupant	obyvateľov	trust	0.430
bequest	dedičstvo	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	počítať	trust	0.430
hail	krupobitie	trust	0.430
playful	hravý	trust	0.430
simplify	zjednodušiť	trust	0.430
differential	diferenciál	trust	0.430
utopian	utopické	trust	0.430
parish	farnosť	trust	0.422
sing	spievať	trust	0.422
dominion	nadvláda	trust	0.422
dealings	rokovania	trust	0.422
theocratic	teokratický	trust	0.422
shopkeeper	Kramář	trust	0.422
accountant	účtovný	trust	0.422
forum	forum	trust	0.422
fixed	fixné	trust	0.422
eulogize	velebiť	trust	0.422
diary	diár	trust	0.422
intend	zamýšľať	trust	0.422
supplication	úpenlivo prosba	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	učeň	trust	0.422
continue	ďalej	trust	0.422
antiseptic	antiseptický	trust	0.422
perennial	trvalka	trust	0.422
primer	primer	trust	0.422
enablement	Enablement	trust	0.422
respite	odklad	trust	0.422
assignee	postupník	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	obchodovanie	trust	0.422
travel	cestovanie	trust	0.422
probity	bezúhonnosť	trust	0.422
axiom	axióma	trust	0.422
maintenance	údržba	trust	0.422
reconsideration	prehodnotenie	trust	0.422
treat	zaobchádzať	trust	0.422
truss	zošnurovať	trust	0.422
hymn	hymnus	trust	0.422
supremacy	nadvláda	trust	0.422
athlete	športovec	trust	0.414
cogent	presvedčivý	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	slúžiť	trust	0.414
incline	stúpanie	trust	0.414
trainer	tréner	trust	0.414
choir	spevácky zbor	trust	0.414
preservative	konzervačné	trust	0.414
kudos	sláva	trust	0.414
cash	peňažný	trust	0.414
gazette	noviny	trust	0.414
akin	príbuzný	trust	0.414
amortization	amortizácia	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	reportér	trust	0.414
salary	plat	trust	0.414
offering	obeť	trust	0.414
leap	skok	trust	0.414
transaction	transakcie	trust	0.414
privilege	privilégium	trust	0.414
consort	manželka	trust	0.414
rapt	zaujatý	trust	0.414
commodore	komodor	trust	0.414
conglomerate	konglomerát	trust	0.414
synod	synoda	trust	0.414
deference	úcta	trust	0.414
labor	práce	trust	0.414
gate	brána	trust	0.414
routine	bežný	trust	0.414
luxury	luxus	trust	0.406
tree	strom	trust	0.406
legislator	zákonodarca	trust	0.406
executor	vykonávateľ	trust	0.406
leisure	voľný čas	trust	0.406
system	systém	trust	0.406
fitting	vybavenie	trust	0.406
trophy	trofej	trust	0.406
nation	národ	trust	0.406
glorify	velebiť	trust	0.406
linguist	lingvista	trust	0.406
extol	vychvaľovať	trust	0.406
dermatologist	dermatológ	trust	0.406
judged	ohodnotil	trust	0.406
sanction	sankcionovať	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	náhrada	trust	0.406
patrol	hliadka	trust	0.406
abacus	počítadlo	trust	0.406
radar	radar	trust	0.406
budget	rozpočet	trust	0.406
deluxe	deluxe	trust	0.398
intense	intenzívny	trust	0.398
explain	vysvetliť	trust	0.398
gentry	vidiecka šľachta	trust	0.398
quaint	kuriózne	trust	0.398
parietal	parietálnej	trust	0.398
barter	vymieňať tovar	trust	0.398
pursue	usilovať	trust	0.398
clearance	odbavenie	trust	0.398
popular	populárne	trust	0.398
ground	prízemný	trust	0.398
depository	úschovňa	trust	0.398
journalism	žurnalistika	trust	0.398
electorate	voliči	trust	0.398
climax	vyvrcholenie	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	žiara	trust	0.398
yearning	túžba	trust	0.398
neutral	neutrálne	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	hniezdo	trust	0.398
clan	klan	trust	0.398
merchandise	tovar	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	železo	trust	0.398
eulogy	velebenie	trust	0.398
accounts	účty	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	kôň	trust	0.391
gay	homosexuál	trust	0.391
usher	ceremoniár	trust	0.391
paean	paean	trust	0.391
chandler	sviečkara	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	hviezda	trust	0.391
recline	spoliehať sa	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	zakročenie	trust	0.391
escort	sprievod	trust	0.391
cube	kocky	trust	0.391
follower	nasledovník	trust	0.391
armory	zbrojnica	trust	0.391
surrogate	náhradník	trust	0.391
baggage	batožinu	trust	0.391
downright	naprostý	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	pochvalný	trust	0.391
messenger	posol	trust	0.391
grin	úsmev	trust	0.391
translation	preklad	trust	0.391
deal	obchod	trust	0.391
lean	chudý	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	štítok	trust	0.383
fortune	šťastie	trust	0.383
series	séria	trust	0.383
crisp	chrumkavý	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	zákaz vychádzania	trust	0.383
leaning	sklon	trust	0.383
larger	väčšia	trust	0.383
possess	vlastniť	trust	0.383
gage	kaliber	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	štedrosť	trust	0.383
bartender	barman	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	reparácie	trust	0.383
culinary	kuchársky	trust	0.383
faculty	fakulta	trust	0.383
clapping	tlieskanie	trust	0.375
general	všeobecný	trust	0.375
sex	sex	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	odhadcu	trust	0.375
confederate	komplic	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	rozdiely	trust	0.375
bouquet	kytice	trust	0.375
adjust	nastaviť	trust	0.375
cover	veko	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	poprieť	trust	0.367
knickers	nohavičky	trust	0.367
garrison	posádka	trust	0.367
dogma	dogma	trust	0.367
microscope	mikroskop	trust	0.367
senate	senát	trust	0.367
nestle	uhniezdiť sa	trust	0.367
dolphin	delfín	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	morský	trust	0.367
marrow	dreň	trust	0.367
bargain	zjednávať	trust	0.367
bursary	štipendium	trust	0.367
cosmopolitan	kozmopolitný	trust	0.367
bailiff	exekútor	trust	0.367
pretty	pekný	trust	0.367
swell	prima	trust	0.367
superstar	superhviezda	trust	0.367
throne	trón	trust	0.367
collateral	vedľajšej	trust	0.367
homosexual	homosexuálne	trust	0.367
manual	Manuálny	trust	0.367
magnet	magnet	trust	0.367
periodicity	periodicita	trust	0.367
green	zelená	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	falanga	trust	0.359
money	peniaze	trust	0.359
mortgagee	hypotekárne	trust	0.359
roadster	roadster	trust	0.359
vulnerable	zraniteľný	trust	0.359
lettered	sčítaný	trust	0.359
circumstances	okolnosti	trust	0.359
boomerang	bumerang	trust	0.359
privileged	privilegovaný	trust	0.359
promo	promo	trust	0.359
calls	volá	trust	0.359
maxim	maxima	trust	0.359
fender	blatník	trust	0.359
fade	zvädnúť	trust	0.359
stark	príkry	trust	0.359
footing	opora	trust	0.359
dance	tanec	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	bankár	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	šou	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	hlasovanie	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	administratívne	trust	0.352
seals	tesnenie	trust	0.352
suggest	navrhnúť	trust	0.352
tactics	taktika	trust	0.352
fuse	poistka	trust	0.352
axiomatic	samozrejmý	trust	0.352
attorney	advokát	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	výhrada	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	tlieskanie	trust	0.344
dame	dáma	trust	0.344
playground	detské ihrisko	trust	0.344
entertainment	zábava	trust	0.344
bounce	odskočiť	trust	0.344
endless	nekonečný	trust	0.344
purr	pradenie	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	držiak	trust	0.344
servant	služobník	trust	0.344
lace	čipka	trust	0.344
white	biely	trust	0.344
weigh	vážiť	trust	0.344
cement	cement	trust	0.336
legislature	zákonodarný zbor	trust	0.336
carol	koleda	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	povesť	trust	0.336
lens	šošovka	trust	0.336
shoulder	rameno	trust	0.336
food	jedlo	trust	0.336
county	grófstva	trust	0.336
opera	opera	trust	0.336
estimation	odhad	trust	0.336
corporation	korporácie	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	kanonici	trust	0.328
gauging	meracie	trust	0.328
theory	teória	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	nadšenie	trust	0.328
wear	nosenie	trust	0.328
execution	poprava	trust	0.328
swear	prisahať	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	tyč	trust	0.320
pavement	chodník	trust	0.320
cap	viečko	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	zastupovanie	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	rozkvet	trust	0.320
unofficial	neoficiálne	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	nosník	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	usporiadaný	trust	0.320
interior	interiér	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	vyplniť	trust	0.320
clerical	kňazský	trust	0.320
veal	teľacie	trust	0.312
smith	kováč	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pilulka	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	profylaktický	trust	0.312
spaniel	španiel	trust	0.312
spa	kúpele	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
