word	Slovenian-sl	emotion	emotion-intensity-score
overestimate	preceniti	surprise	0.453
confession	priznanje	surprise	0.453
ordeal	preizkušnja	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	Veselost	surprise	0.453
raffle	raffle	surprise	0.453
stound	mrtvi	surprise	0.445
laughter	smeh	surprise	0.445
enthusiast	navdušenec	surprise	0.445
splendid	čudovito	surprise	0.445
feat	feat	surprise	0.445
perchance	perchance	surprise	0.445
excel	excel	surprise	0.445
gambling	igre na srečo	surprise	0.445
unintentional	nenamerno	surprise	0.438
brighten	razjasni	surprise	0.438
changeable	spremenljiv	surprise	0.438
rapt	rapt	surprise	0.438
unique	edinstven	surprise	0.438
splendor	sijaj	surprise	0.438
senseless	nesmiselno	surprise	0.438
gift	darilo	surprise	0.430
fascination	fascinacija	surprise	0.430
trepidation	vznemirjenost	surprise	0.430
stealthy	prikrite	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	vesel	surprise	0.430
lawsuit	tožba	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	klopi	surprise	0.422
originality	izvirnost	surprise	0.422
riddle	uganka	surprise	0.422
judgment	obsodba	surprise	0.422
enchant	očarljiv	surprise	0.422
stealth	Skrivnost	surprise	0.422
veracity	verodostojnost	surprise	0.414
elusive	nedosegljiv	surprise	0.414
perjury	krivolov	surprise	0.414
spirits	žgane pijače	surprise	0.414
liberation	osvoboditev	surprise	0.414
illegitimate	nezakonito	surprise	0.414
syncope	sinkopa	surprise	0.414
experiment	poskus	surprise	0.414
gambler	kockar	surprise	0.406
eager	željni	surprise	0.406
inspired	navdihnjen	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	aplavz	surprise	0.406
allure	privlačnost	surprise	0.406
parade	parada	surprise	0.406
princely	knežji	surprise	0.398
divorce	ločitev	surprise	0.398
guess	ugibati	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	tajnost	surprise	0.398
aspiration	aspiracija	surprise	0.391
peri	peri	surprise	0.391
cheerful	vesel	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	prevlado	surprise	0.391
incontinence	inkontinenca	surprise	0.391
inheritance	dedovanje	surprise	0.383
score	rezultat	surprise	0.383
lose	izgubi	surprise	0.383
crowning	kronanje	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	hvalevredno	surprise	0.383
cadaver	kadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	mistik	surprise	0.375
succeed	uspe	surprise	0.375
advance	napreduje	surprise	0.375
sparkle	bleščati	surprise	0.367
hope	upanje	surprise	0.367
joker	Joker	surprise	0.367
sensual	čutno	surprise	0.367
excavation	izkopavanje	surprise	0.367
feeling	občutek	surprise	0.359
entertainment	zabava	surprise	0.359
clown	klovn	surprise	0.352
newcomer	novinec	surprise	0.352
modify	spremenite	surprise	0.352
award	nagrada	surprise	0.352
blessings	blagoslovi	surprise	0.352
postponement	odlog	surprise	0.352
obit	obit	surprise	0.352
celebrity	slaven	surprise	0.344
hero	junak	surprise	0.344
start	Začni	surprise	0.344
wonderfully	čudovito	surprise	0.344
highest	najvišji	surprise	0.344
proficiency	strokovnost	surprise	0.344
glorify	slavite	surprise	0.344
unbeaten	nepremagljiv	surprise	0.336
memorable	nepozabno	surprise	0.336
sanctify	posveti	surprise	0.336
rekindle	ponovno vžge	surprise	0.336
optimism	optimizem	surprise	0.336
warned	opozoril	surprise	0.336
prodigious	izjemno	surprise	0.336
dissolution	raztapljanje	surprise	0.336
grin	nasmeh	surprise	0.336
admiration	občudovanje	surprise	0.328
hypertrophy	hipertrofija	surprise	0.328
present	prisotni	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	angel	surprise	0.320
examination	pregled	surprise	0.320
catch	ulov	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirt	surprise	0.312
puma	puma	surprise	0.312
liberty	svobodo	surprise	0.312
kiss	poljub	surprise	0.312
embrace	Objemi	surprise	0.312
occasional	občasno	surprise	0.312
treat	zdravljenje	surprise	0.312
saint	svetnik	surprise	0.312
scrimmage	škripanje	surprise	0.312
dismissal	odpuščanje	surprise	0.312
perfection	popolnost	surprise	0.305
generosity	velikodušnost	surprise	0.305
gratify	zadovolji	surprise	0.305
saintly	svetnik	surprise	0.305
sally	Sally	surprise	0.305
polarity	polarnost	surprise	0.297
finally	končno	surprise	0.297
differently	drugače	surprise	0.297
palpable	oprijemljiv	surprise	0.297
warn	opozarjam	surprise	0.297
ceremony	slovesnost	surprise	0.297
larger	večje	surprise	0.297
favorable	ugodno	surprise	0.297
romance	romance	surprise	0.289
medal	medalja	surprise	0.289
inviting	vabi	surprise	0.289
greeting	pozdrav	surprise	0.289
candid	iskren	surprise	0.281
resignation	odstop	surprise	0.281
trip	potovanje	surprise	0.281
accolade	priznanje	surprise	0.281
labor	porod	surprise	0.281
stare	stari	surprise	0.273
glimmer	sijaj	surprise	0.266
invite	povabite	surprise	0.266
somatic	somatsko	surprise	0.266
admire	občuduj	surprise	0.266
immerse	potopite	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimikrija	surprise	0.266
compensate	kompenzirati	surprise	0.266
insolvency	insolventnost	surprise	0.266
playful	igriv	surprise	0.266
complement	dopolnilo	surprise	0.258
receiving	sprejema	surprise	0.258
hypothesis	hipoteza	surprise	0.258
laugh	smeh	surprise	0.258
chuckle	se smeh	surprise	0.258
honeymoon	medeni teden	surprise	0.250
marry	poroči se	surprise	0.242
independence	neodvisnost	surprise	0.242
opera	opera	surprise	0.242
pleasant	prijetno	surprise	0.242
rhythmical	ritmično	surprise	0.234
assessment	ocenjevanje	surprise	0.234
hopeful	upam	surprise	0.234
trophy	trofej	surprise	0.234
holiness	svetost	surprise	0.234
chant	Pesem	surprise	0.234
leave	dopust	surprise	0.234
procession	procesijo	surprise	0.227
placard	plakat	surprise	0.227
deal	obravnava	surprise	0.227
cherish	ceniti	surprise	0.219
good	dobro	surprise	0.219
shopping	nakupovanje	surprise	0.219
musical	glasbeni	surprise	0.219
shell	lupina	surprise	0.211
dawn	Zora	surprise	0.211
simplify	poenostaviti	surprise	0.211
purity	čistost	surprise	0.203
nullify	razveljaviti	surprise	0.203
money	denar	surprise	0.203
sweet	sladko	surprise	0.203
morals	morale	surprise	0.203
synchronize	sinhronizirati	surprise	0.195
preservative	konzervans	surprise	0.195
humanitarian	humanitarno	surprise	0.195
unfulfilled	neizpolnjeno	surprise	0.195
precious	dragocen	surprise	0.195
obliging	obvezujoče	surprise	0.188
singularly	edinstveno	surprise	0.188
foresee	predvidi	surprise	0.180
pray	molite	surprise	0.180
graduation	diplomi	surprise	0.180
lovely	lepo	surprise	0.180
sun	sonce	surprise	0.172
art	umetnost	surprise	0.172
mouth	usta	surprise	0.172
youth	mladina	surprise	0.172
thirst	žeja	surprise	0.172
young	mladi	surprise	0.164
goodness	dobrota	surprise	0.164
overdue	zamudo	surprise	0.156
visor	vizir	surprise	0.156
practiced	vadili	surprise	0.156
latent	latenten	surprise	0.156
loyal	zvest	surprise	0.148
expect	pričakovati	surprise	0.148
destination	destinacijo	surprise	0.148
wireless	brezžično	surprise	0.148
quote	kvota	surprise	0.141
slush	slush	surprise	0.141
infant	dojenček	surprise	0.141
cream	krema	surprise	0.141
playground	igrišče	surprise	0.133
organization	organizacija	surprise	0.125
teach	učiti	surprise	0.125
vote	glasovanje	surprise	0.125
smile	nasmeh	surprise	0.117
weight	utež	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	sestrinstvo	surprise	0.109
cable	kabel	surprise	0.109
sunny	sončno	surprise	0.102
steady	stalno	surprise	0.094
leisure	prosti čas	surprise	0.086
peaceful	mirno	surprise	0.086
spa	spa	surprise	0.086
tree	drevo	surprise	0.078
picnic	piknik	surprise	0.078
worm	črv	surprise	0.055
truthfulness	resničnost	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	zanesljiv	trust	0.867
honest	pošten	trust	0.844
honesty	poštenost	trust	0.844
honor	čast	trust	0.844
truth	resnica	trust	0.844
truthful	resnično	trust	0.836
trusting	zaupanje	trust	0.836
brotherhood	bratstvo	trust	0.820
entrust	zaupati	trust	0.812
committed	storjeno	trust	0.805
integrity	celovitost	trust	0.805
loyalty	zvestoba	trust	0.805
honorable	Častni	trust	0.805
credibility	verodostojnost	trust	0.805
trust	zaupanje	trust	0.805
faithful	zvest	trust	0.797
sincere	iskreno	trust	0.797
responsible	odgovoren	trust	0.789
partnership	partnerstvo	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	modrost	trust	0.789
oath	prisega	trust	0.781
verification	preverjanje	trust	0.781
vow	zaobljuba	trust	0.781
cooperative	zadruga	trust	0.781
respectable	ugledna	trust	0.773
credible	verodostojno	trust	0.773
hero	junak	trust	0.773
sisterhood	sestrinstvo	trust	0.773
promise	obljubim	trust	0.773
verified	preverjeno	trust	0.773
qualified	kvalificirano	trust	0.766
respected	Spoštovani	trust	0.766
authentication	preverjanje pristnosti	trust	0.766
compassion	sočutje	trust	0.759
reputable	ugledna	trust	0.758
safekeeping	hramba	trust	0.758
reliability	zanesljivost	trust	0.758
moral	moralno	trust	0.758
love	ljubezen	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	odobritev	trust	0.758
stable	stabilen	trust	0.750
friend	prijatelj	trust	0.750
genuine	pristen	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	pristojnosti	trust	0.750
loyal	zvest	trust	0.750
ally	zaveznik	trust	0.750
safeguard	zaščititi	trust	0.750
companion	družabnik	trust	0.750
advised	svetuje	trust	0.750
authentic	verodostojna	trust	0.750
respect	spoštovanje	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	svobodo	trust	0.742
proven	dokazano	trust	0.742
respects	spoštuje	trust	0.742
faith	vera	trust	0.742
wholesome	zdrava	trust	0.742
heartfelt	iskreno	trust	0.734
unification	poenotenje	trust	0.734
protecting	zaščita	trust	0.734
reassurance	pomiritev	trust	0.734
admirable	občudujoče	trust	0.734
trustee	skrbnik	trust	0.734
supporter	podpornik	trust	0.734
confirmation	potrditev	trust	0.734
respectful	spoštljiv	trust	0.734
alliance	zavezništvo	trust	0.727
equality	enakost	trust	0.727
friendship	prijateljstvo	trust	0.727
agreement	sporazum	trust	0.727
fact	dejstvo	trust	0.727
confident	samozavesten	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	verjeti	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	odličnost	trust	0.727
credential	poverilnice	trust	0.727
closeness	bližina	trust	0.719
authenticate	avtentikacija	trust	0.719
intelligence	inteligenca	trust	0.719
virtue	vrlina	trust	0.719
honored	počaščen	trust	0.719
virtuous	dober	trust	0.719
kindred	sorodniki	trust	0.719
charitable	dobrodelni	trust	0.711
dedication	predanost	trust	0.711
guarantee	jamstvo	trust	0.711
cooperation	sodelovanje	trust	0.711
creditable	vredno	trust	0.711
consistency	doslednost	trust	0.711
allegiance	lojalnost	trust	0.711
cooperating	sodelovanje	trust	0.711
straightforward	preprosto	trust	0.711
determination	odločnost	trust	0.711
justice	pravičnost	trust	0.711
sanctuary	svetišče	trust	0.703
nurture	negovati	trust	0.703
innocent	nedolžen	trust	0.703
admire	občuduj	trust	0.703
assurance	zagotovilo	trust	0.703
morality	moralo	trust	0.703
prepared	pripravljen	trust	0.703
friendliness	prijaznost	trust	0.703
reliable	zanesljiv	trust	0.703
mentor	mentor	trust	0.703
guardianship	skrbništvo	trust	0.703
fulfilled	izpolnjeni	trust	0.703
reverence	spoštovanje	trust	0.703
proof	dokaz	trust	0.703
admiration	občudovanje	trust	0.703
mother	mama	trust	0.703
protected	zaščiteni	trust	0.703
motherhood	materinstvo	trust	0.703
marriage	zakon	trust	0.695
skillful	spretno	trust	0.695
indestructible	neuničljiv	trust	0.695
guardian	skrbnik	trust	0.695
accountable	odgovoren	trust	0.695
courage	pogum	trust	0.695
bodyguard	telohranitelj	trust	0.695
agreeable	prijetno	trust	0.695
scientist	znanstvenik	trust	0.695
allied	zavezništva	trust	0.695
compassionate	sočuten	trust	0.695
humanitarian	humanitarno	trust	0.695
approving	odobritev	trust	0.695
united	združeni	trust	0.695
pact	pakt	trust	0.695
certified	certificirano	trust	0.695
morals	morale	trust	0.695
esteem	ceniti	trust	0.688
secure	varno	trust	0.688
perfection	popolnost	trust	0.688
guidance	smernice	trust	0.688
competent	pristojni	trust	0.688
authenticity	avtentičnost	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	upravičeno	trust	0.688
humanity	človeštvo	trust	0.688
solidity	trdnost	trust	0.688
adviser	svetovalec	trust	0.688
pledge	obljubo	trust	0.688
believed	verjel	trust	0.688
understanding	razumevanje	trust	0.688
monogamy	monogamija	trust	0.688
expertise	strokovno znanje	trust	0.680
diplomatic	diplomatsko	trust	0.680
confidential	zaupno	trust	0.680
hope	upanje	trust	0.680
protector	zaščitnik	trust	0.680
agreeing	strinjam se	trust	0.680
diligence	marljivost	trust	0.680
official	uradni	trust	0.680
affirm	potrdi	trust	0.680
indivisible	nedeljivo	trust	0.680
grandfather	dedek	trust	0.680
humble	skromno	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	zagovorništvo	trust	0.680
elders	starešine	trust	0.680
goodness	dobrota	trust	0.680
commendable	pohvalno	trust	0.680
inspire	navdihni	trust	0.680
approve	odobri	trust	0.680
confide	zaupaj	trust	0.680
professional	strokovno	trust	0.680
familiarity	poznavanje	trust	0.680
leader	vodja	trust	0.680
confirmed	potrjeno	trust	0.680
acceptance	sprejem	trust	0.680
benevolence	dobronamernost	trust	0.672
dignity	dostojanstvo	trust	0.672
harmoniously	harmonično	trust	0.672
mastery	mojstrstvo	trust	0.672
unwavering	nepremagljiv	trust	0.672
accredited	akreditiran	trust	0.672
healing	zdravljenje	trust	0.672
encyclopedia	enciklopedija	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	posveti	trust	0.672
cohesive	kohezivno	trust	0.672
covenant	zaveza	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	brezhibno	trust	0.672
safe	varno	trust	0.672
intelligent	inteligenten	trust	0.672
merit	zasluga	trust	0.664
impeccable	neoporečen	trust	0.664
affirmatively	pritrdilno	trust	0.664
spiritual	duhovno	trust	0.664
advocate	zagovarjati	trust	0.664
team	ekipa	trust	0.664
heroic	junaški	trust	0.664
communicate	komunicirajo	trust	0.664
disciple	učenec	trust	0.664
expert	strokovnjak	trust	0.664
proficient	sposoben	trust	0.664
specialist	specialist	trust	0.664
ambassador	veleposlanik	trust	0.664
accept	sprejema	trust	0.664
attestation	potrdilo	trust	0.664
supporting	podporo	trust	0.664
reliance	odvisnost	trust	0.664
authority	organ	trust	0.664
accountability	odgovornost	trust	0.664
guidebook	vodnik	trust	0.664
fulfillment	izpolnjevanje	trust	0.664
strengthening	krepitev	trust	0.661
familiar	znano	trust	0.656
facts	dejstva	trust	0.656
achieve	doseči	trust	0.656
warranty	garancijo	trust	0.656
structure	strukturo	trust	0.656
steadfast	trdno	trust	0.656
favorable	ugodno	trust	0.656
counsel	svetovalec	trust	0.656
relationship	razmerje	trust	0.656
scientific	znanstveni	trust	0.656
gentleman	gospod	trust	0.656
strength	moč	trust	0.656
elder	starejši	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	svetost	trust	0.656
excellent	odlično	trust	0.656
proficiency	strokovnost	trust	0.656
constancy	konstantnost	trust	0.656
defended	branil	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	zanašajte se	trust	0.648
heroism	heroizem	trust	0.648
peaceful	mirno	trust	0.648
competency	usposobljenosti	trust	0.648
assuredly	zagotovo	trust	0.648
brother	brat	trust	0.648
counselor	svetovalec	trust	0.648
successful	uspešno	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	zaščitni	trust	0.648
saint	svetnik	trust	0.648
harmony	harmonija	trust	0.648
matrimony	zakon	trust	0.648
noble	plemenito	trust	0.648
inspiration	navdih	trust	0.648
academic	akademski	trust	0.648
assist	pomoč	trust	0.648
agreed	dogovorili	trust	0.648
uphold	podpirajo	trust	0.648
comrade	tovariš	trust	0.648
lovable	ljubi	trust	0.648
advisable	priporočljivo	trust	0.648
solidarity	solidarnost	trust	0.648
worthy	vreden	trust	0.643
durability	vzdržljivost	trust	0.641
coexist	sobivajo	trust	0.641
assure	Zagotavljam	trust	0.641
establish	vzpostaviti	trust	0.641
benefactor	dobrotnik	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vodil	trust	0.641
loving	ljubezni	trust	0.641
teacher	učitelj	trust	0.641
judiciary	sodstvo	trust	0.641
conscientious	vestno	trust	0.641
confidence	zaupanje	trust	0.641
lawful	zakonito	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	posvečeno	trust	0.641
champion	prvak	trust	0.641
unity	enotnost	trust	0.641
legal	pravno	trust	0.641
kind	vrste	trust	0.641
credence	verodostojnost	trust	0.641
real	resnično	trust	0.641
doctor	zdravnik	trust	0.641
intimate	intimno	trust	0.634
hopeful	upam	trust	0.633
fortitude	trdnost	trust	0.633
physician	zdravnik	trust	0.633
brotherly	bratsko	trust	0.633
aspiration	aspiracija	trust	0.633
convincing	prepričljivo	trust	0.633
sanctification	posvečenje	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hvaležnost	trust	0.633
courageous	pogumen	trust	0.633
soundness	trdnost	trust	0.633
legitimacy	legitimnost	trust	0.633
endorse	potrdi	trust	0.633
fidelity	zvestoba	trust	0.633
bless	blagoslovi	trust	0.633
judicial	sodni	trust	0.633
important	pomembno	trust	0.633
saintly	svetnik	trust	0.633
conscience	vest	trust	0.633
therapeutic	terapevtski	trust	0.633
authorize	dovolite	trust	0.633
devotional	predanost	trust	0.633
practiced	vadili	trust	0.633
backbone	hrbtenica	trust	0.633
approved	odobren	trust	0.633
evident	očitno	trust	0.625
encourage	spodbujati	trust	0.625
caretaker	skrbnik	trust	0.625
regard	glede	trust	0.625
angel	angel	trust	0.625
engaged	angažiran	trust	0.625
blessing	blagoslov	trust	0.625
professorship	profesorstvo	trust	0.625
majestic	veličastno	trust	0.625
communication	komunikacija	trust	0.625
purify	čiščenje	trust	0.625
authorization	dovoljenje	trust	0.625
wonderful	Čudovito	trust	0.625
achievement	dosežek	trust	0.625
fireman	gasilec	trust	0.625
certify	potrjujem	trust	0.625
civilized	civilizirano	trust	0.625
profound	globoko	trust	0.625
accurate	natančno	trust	0.625
assured	Zagotovo	trust	0.625
positivity	pozitivnost	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dobro	trust	0.617
absolution	odsotnost	trust	0.617
commend	pohvaliti	trust	0.617
cherish	ceniti	trust	0.617
fundamental	temeljno	trust	0.617
advice	nasvet	trust	0.617
objective	cilj	trust	0.617
optimism	optimizem	trust	0.617
testament	testament	trust	0.617
qualities	kakovosti	trust	0.617
haven	pristanišče	trust	0.617
heroine	junakinja	trust	0.617
constantly	nenehno	trust	0.617
appreciation	spoštovanje	trust	0.617
triumphant	zmagoslaven	trust	0.617
accord	sporazum	trust	0.617
reassure	pomiriti	trust	0.617
truce	premirje	trust	0.617
thoughtful	premišljen	trust	0.617
teach	učiti	trust	0.617
god	Bog	trust	0.617
corroborate	potrjujem	trust	0.617
believer	vernik	trust	0.617
unimpeachable	nepopravljivo	trust	0.617
surety	poroka	trust	0.617
attentive	pozoren	trust	0.617
gospel	evangelij	trust	0.617
bedrock	bedrock	trust	0.617
approvement	odobritev	trust	0.617
planning	načrtovanje	trust	0.617
rational	racionalno	trust	0.617
passionate	strasten	trust	0.617
happy	vesel	trust	0.609
babysitter	varuška	trust	0.609
brilliant	sijajno	trust	0.609
praise	pohvale	trust	0.609
definitive	dokončno	trust	0.609
considerate	pozoren	trust	0.609
patron	pokrovitelj	trust	0.609
scripture	Sveto pismo	trust	0.609
