word	Uzbek-uz	emotion	emotion-intensity-score
blessings	ne'matlar	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	tavsiya qilamiz	trust	0.609
brave	jasur	trust	0.602
experienced	tajribali	trust	0.602
steady	barqaror	trust	0.602
enlightenment	ma'rifat	trust	0.602
brighten	yorqinroq	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	bajarish	trust	0.602
witness	guvoh	trust	0.602
humility	kamtarinlik	trust	0.602
sympathetic	samimiy	trust	0.602
helpful	foydali	trust	0.602
symmetry	simmetriya	trust	0.602
unquestionable	shubhasizdir	trust	0.602
peace	tinchlik	trust	0.602
transcendence	transsendensiya	trust	0.602
serenity	xotirjamlik	trust	0.602
embrace	quchoqlash	trust	0.602
inspired	ilhomlantirdi	trust	0.602
mainstay	asosiy	trust	0.602
unconditional	shartsiz	trust	0.602
guarded	himoyalangan	trust	0.602
identify	aniqlash	trust	0.602
marry	turmush qurish	trust	0.594
grant	grant	trust	0.594
depend	bog'liq	trust	0.594
complimentary	bepul	trust	0.594
spouse	turmush o'rtog'i	trust	0.594
tranquility	xotirjamlik	trust	0.594
vigilant	ogoh	trust	0.594
ministry	Vazirligi	trust	0.594
fairly	odilona	trust	0.594
philanthropic	xayriya	trust	0.594
openly	ochiq	trust	0.594
generous	saxiy	trust	0.594
strengthen	mustahkamlash	trust	0.594
gratitude	minnatdorchilik	trust	0.594
befriend	do'st bo'lish	trust	0.594
substantiate	asoslangan	trust	0.594
praised	maqtagan	trust	0.594
admiral	admiral	trust	0.594
regent	Regenti	trust	0.594
sage	adaçayı	trust	0.594
assessment	baholash	trust	0.594
enlighten	yoritish	trust	0.594
eminence	ustunlik	trust	0.594
commendation	maqtov	trust	0.594
efficient	samarali	trust	0.594
nurse	hamshira	trust	0.594
visionary	vizyoner	trust	0.594
generosity	saxiylik	trust	0.594
vigilance	hushyorlik	trust	0.594
endowment	ehson qilish	trust	0.594
council	Kengash	trust	0.594
sweetheart	Jonginam	trust	0.589
attest	tasdiqlash	trust	0.586
prestige	obro'-e'tibor	trust	0.586
serene	tinch	trust	0.586
unfailing	mudhish	trust	0.586
testimony	guvohlik	trust	0.586
checklist	nazorat ro'yxati	trust	0.586
inheritance	meros olish	trust	0.586
monk	rohib	trust	0.586
godly	xudojo'y	trust	0.586
compliance	muvofiq	trust	0.586
rooted	ildiz otgan	trust	0.586
constitutional	Konstitutsiyaviy	trust	0.586
conservation	himoya qilish	trust	0.586
bylaw	qonun	trust	0.586
helper	yordamchi	trust	0.586
joyful	quvnoq	trust	0.586
collectively	birgalikda	trust	0.586
meritorious	maqtovga sazovor	trust	0.586
acclaim	mashhurlik	trust	0.586
diplomacy	diplomatiya	trust	0.586
educational	ta'lim	trust	0.586
husbandry	Chorvachilik	trust	0.586
share	ulush	trust	0.586
enjoying	lazzatlanish	trust	0.586
firmness	qattiqlik	trust	0.586
convince	ishonch hosil qiling	trust	0.586
designation	belgilash	trust	0.586
tribe	qabila	trust	0.586
victory	g'alaba	trust	0.586
magnificent	ajoyib	trust	0.586
lovely	yaxshi	trust	0.586
seniority	sardorlik	trust	0.586
angelic	farishtalar	trust	0.586
ambition	hirs	trust	0.586
father	otasi	trust	0.586
mate	turmush o'rtog'i	trust	0.586
sobriety	ahmoqlik	trust	0.586
revere	hurmat qiling	trust	0.586
delegate	vakil	trust	0.586
navigator	navigator	trust	0.578
watchdog	kuzatish	trust	0.578
obey	itoat qiling	trust	0.578
cheerfulness	quvnoqlik	trust	0.578
inviting	taklif qilish	trust	0.578
judge	hukm qilish	trust	0.578
irrefutable	e'tirozsiz	trust	0.578
philanthropist	xayriyachi	trust	0.578
careful	ehtiyot bo'ling	trust	0.578
communion	hamkorlik	trust	0.578
coexisting	mavjud	trust	0.578
impartiality	xolislik	trust	0.578
unquestioned	so'roqsiz	trust	0.578
upright	tik	trust	0.578
authoritative	vakolatli	trust	0.578
structural	tizimli	trust	0.578
convinced	ishonch hosil qildi	trust	0.578
smile	tabassum	trust	0.578
commandant	komendant	trust	0.578
dutiful	xayrli	trust	0.578
shelter	boshpana	trust	0.578
revival	jonlanish	trust	0.578
professor	professor	trust	0.578
adore	yoqimli	trust	0.578
legalized	qonuniylashtirildi	trust	0.578
punctual	vaqtida	trust	0.570
counsellor	maslahatchi	trust	0.570
complement	to'ldiruvchi	trust	0.570
corroboration	tasdiqlash	trust	0.570
immaculate	pokiza	trust	0.570
relative	nisbiy	trust	0.570
apostle	havoriy	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	birlashtiruvchi	trust	0.570
insure	sug'urta qilish	trust	0.570
plausible	mantiqiy	trust	0.570
consult	maslahatlashing	trust	0.570
modest	kamtarin	trust	0.570
measured	o'lchandi	trust	0.570
pilot	uchuvchi	trust	0.570
collaborator	hamkorlar	trust	0.570
advise	maslahat bering	trust	0.570
cuddle	jodugarlik	trust	0.570
ordinance	qaror	trust	0.570
compass	kompas	trust	0.570
guide	ko'rsatma	trust	0.570
everlasting	abadiydir	trust	0.570
adhering	yopishgan	trust	0.570
determinate	aniqlanadi	trust	0.570
heavenly	samoviy	trust	0.570
principal	asosiy	trust	0.570
abundance	mo'l-ko'lchilik	trust	0.570
matron	matron	trust	0.570
unequivocal	aniq emas	trust	0.570
volunteers	ko'ngillilar	trust	0.570
pedigree	nasl-nasab	trust	0.570
unquestionably	shubhasiz	trust	0.570
pertinent	tegishli	trust	0.562
devout	dindor	trust	0.562
curable	davolash mumkin	trust	0.562
insight	tushuncha	trust	0.562
congregation	jamoat	trust	0.562
admit	tan olish	trust	0.562
pleasant	yoqimli	trust	0.562
vigorous	kuchli	trust	0.562
fort	qal'a	trust	0.562
remarkable	diqqatga sazovor	trust	0.562
content	tarkibi	trust	0.562
spotless	beg'ubor	trust	0.562
uplift	ko'tarilish	trust	0.562
compensate	kompensatsiya qilish	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	hakamlar hay'ati	trust	0.562
jurist	huquqshunos	trust	0.562
soothing	tinchlantiruvchi	trust	0.562
ordination	tartibga solish	trust	0.562
cohesion	birlashuv	trust	0.562
frankness	oshkoralik	trust	0.562
strong	kuchli	trust	0.562
miracle	mo''jiza	trust	0.562
concordance	muvofiqlik	trust	0.562
applaud	olqishlash	trust	0.562
prize	sovrin	trust	0.562
apostolic	havoriylik	trust	0.562
succeeding	muvaffaqiyatli	trust	0.562
vitality	muhimlik	trust	0.562
treasurer	xazinachi	trust	0.562
save	saqlash	trust	0.562
earn	ishlab topmoq	trust	0.562
midwife	akusher	trust	0.555
discretion	ixtiyoriy	trust	0.555
worship	ibodat qilish	trust	0.555
constant	doimiy	trust	0.555
foresight	oldindan bilish	trust	0.555
vote	ovoz berish	trust	0.555
cultivate	o'stirish	trust	0.555
impartial	xolis	trust	0.555
illumination	yoritish	trust	0.555
ambulance	tezyordam	trust	0.555
privacy	maxfiylik	trust	0.555
succeed	muvaffaqiyatli	trust	0.555
providing	ta'minlash	trust	0.555
veteran	faxriy	trust	0.555
patience	sabr	trust	0.555
prophet	Payg'ambar	trust	0.555
coach	murabbiy	trust	0.555
intuition	sezgi	trust	0.555
reconciliation	kelishuv	trust	0.555
defender	himoyachi	trust	0.555
coalesce	birlashish	trust	0.555
mediate	vositachilardir	trust	0.555
precedence	ustunlik	trust	0.555
congruence	uyg'unlik	trust	0.555
buddy	Buddy	trust	0.555
reunion	birlashish	trust	0.555
restorative	tiklash	trust	0.555
destined	tayinlangan	trust	0.555
physicist	fizik	trust	0.555
influential	ta'sirchan	trust	0.555
exalt	yuksalish	trust	0.555
greatness	buyuklik	trust	0.555
inclusion	qo'shilish	trust	0.555
auditor	auditor	trust	0.555
meditate	meditatsiya qilish	trust	0.555
betrothed	nishonlangan	trust	0.555
proud	mag'rurlik	trust	0.547
provide	ta'minlash	trust	0.547
conciliation	yarashish	trust	0.547
ancestral	ota-bobolar	trust	0.547
liberty	ozodlik	trust	0.547
durable	bardoshli	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	ehtiyotkorlik bilan	trust	0.547
invocation	chaqiruv	trust	0.547
engaging	jalb qilish	trust	0.547
statement	bayonot	trust	0.547
rejoice	xursand bo'ling	trust	0.547
cheer	hayqiriq	trust	0.547
eyewitness	guvohlar	trust	0.547
prevalent	keng tarqalgan	trust	0.547
securities	qimmatli qog'ozlar	trust	0.547
friendly	do'stona	trust	0.547
salvation	najot	trust	0.547
independence	mustaqillik	trust	0.547
govern	boshqarish	trust	0.547
forgive	kechiring	trust	0.547
commanding	buyruqlar	trust	0.547
convent	monastir	trust	0.547
reinforcement	kuchaytirish	trust	0.547
law	qonun	trust	0.547
registry	ro'yxatga olish kitobi	trust	0.547
temperate	mo''tadil	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	tayyorgarlik	trust	0.547
heritage	meros	trust	0.547
chronicle	tarix	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ansambl	trust	0.539
institute	instituti	trust	0.539
applause	olqishlar	trust	0.539
architecture	arxitektura	trust	0.539
obvious	aniq	trust	0.539
recovery	tiklash	trust	0.539
inimitable	noyob	trust	0.539
relevant	muvofiq	trust	0.539
responsive	sezgir	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	ko'rsatmalar	trust	0.539
define	belgilang	trust	0.539
delightful	yoqimli	trust	0.539
antidote	panzehir	trust	0.539
admitting	qabul qilish	trust	0.539
psalms	Zabur	trust	0.539
stamina	qattiqqo'llik	trust	0.539
majority	ko'pchilik	trust	0.539
inoculation	emlash	trust	0.539
perfect	mukammal	trust	0.539
obedience	itoatkorlik	trust	0.539
memorable	unutilmas	trust	0.539
chastity	poklik	trust	0.539
proctor	prokuror	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	muntazamlik	trust	0.539
forefathers	otalar	trust	0.539
immovable	ko'chmas mulk	trust	0.539
eager	istak	trust	0.539
aspiring	istaganlar	trust	0.539
obliging	majburiyat	trust	0.539
reinforcements	mustahkamlash	trust	0.539
tantamount	tenglik	trust	0.539
exalted	yuksak	trust	0.539
hospital	shifoxona	trust	0.531
retirement	iste'fo	trust	0.531
strive	harakat qiling	trust	0.531
edification	rivojlanish	trust	0.531
candid	samimiy	trust	0.531
deed	amal	trust	0.531
school	Maktab	trust	0.531
cradle	beshik	trust	0.531
transcript	transkript	trust	0.531
accompaniment	qo'shiq	trust	0.531
doubtless	Shubhasiz	trust	0.531
rescue	qutqarish	trust	0.531
seal	muhr	trust	0.531
expedient	maqsadga muvofiq	trust	0.531
ballot	ovoz berish	trust	0.531
deliverance	najot	trust	0.531
heavens	osmon	trust	0.531
fraternal	birodar	trust	0.531
dependent	qaram	trust	0.531
answerable	javobgar	trust	0.531
center	markazi	trust	0.531
analyst	tahlilchi	trust	0.531
firstborn	birinchi tug'ilgan bola	trust	0.531
bloom	gullash	trust	0.531
inseparable	ajralmas	trust	0.531
bride	kelin	trust	0.531
evergreen	abadiydir	trust	0.531
princely	shahzoda	trust	0.531
immunization	immunizatsiya	trust	0.531
refuge	boshpana	trust	0.531
verily	Albatta	trust	0.531
omniscient	omniscient	trust	0.531
terms	shartlar	trust	0.531
sponsor	homiysi	trust	0.531
approbation	sinov	trust	0.527
correctness	to'g'riligi	trust	0.523
elevation	balandligi	trust	0.523
neighbor	qo'shni	trust	0.523
unbroken	buzilmagan	trust	0.523
countenance	yuzlar	trust	0.523
hug	quchoqlash	trust	0.523
nobility	zodagonlar	trust	0.523
paragon	paragon	trust	0.523
coronation	tirnoq	trust	0.523
celebration	bayram	trust	0.523
graduation	Bitiruv	trust	0.523
commonwealth	hamkorlik	trust	0.523
dictionary	lug'at	trust	0.523
powerful	kuchli	trust	0.523
notable	e'tiborga sazovor	trust	0.523
account	hisob qaydnomasi	trust	0.523
winning	qozongan	trust	0.523
honeymoon	Lahzani	trust	0.523
improvement	yaxshilash	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	papa	trust	0.523
ratify	ratifikatsiya qilish	trust	0.523
connoisseur	biluvchi	trust	0.523
award	mukofoti	trust	0.523
taught	o'rgatgan	trust	0.523
adoration	xayrixohlik	trust	0.523
salutary	salutary	trust	0.523
captivate	ovlash	trust	0.523
liberate	ozod qilish	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureat	trust	0.523
benedictory	benedictory	trust	0.523
feeling	his qilish	trust	0.518
freely	erkin tarzda	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Omin	trust	0.516
reverie	tuyg'u	trust	0.516
organization	tashkilot	trust	0.516
framework	ramka	trust	0.516
sentinel	sentinel	trust	0.516
advent	kelishi	trust	0.516
inform	xabar bering	trust	0.516
committee	qo'mitasi	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	o'ylab topilgan	trust	0.516
obstetrician	akusher ayol	trust	0.516
enchanted	sehrlangan	trust	0.516
formative	formativ	trust	0.516
tribunal	tribunal	trust	0.516
association	uyushmasi	trust	0.516
remedy	tuzatish	trust	0.516
credit	kredit	trust	0.516
nobleman	zodagon	trust	0.516
predominant	dominant	trust	0.516
measure	o'lchov	trust	0.516
perpetuity	abadiylik	trust	0.516
fully	to'liq	trust	0.516
deserve	haq	trust	0.516
tender	tender	trust	0.516
pray	ibodat qiling	trust	0.516
confession	tan olish	trust	0.516
management	boshqarish	trust	0.516
volunteer	ixtiyoriy	trust	0.509
instruct	ko'rsatma bering	trust	0.508
virgin	bokira	trust	0.508
constable	konstabil	trust	0.508
reward	sovrin	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	ruhoniy	trust	0.508
policy	siyosat	trust	0.508
confessional	diniy e'tiqod	trust	0.508
savor	yoqimli	trust	0.508
custodian	nazoratchi	trust	0.508
vouch	kafillik	trust	0.508
tolerance	bardoshlik	trust	0.508
unsurpassed	ajoyib	trust	0.508
venerable	hurmatli	trust	0.508
forgiving	kechirimli	trust	0.508
intact	buzilmagan	trust	0.508
diversity	xilma-xillik	trust	0.508
accolade	taqdir	trust	0.508
philosopher	faylasuf	trust	0.508
lieutenant	leytenant	trust	0.508
shepherd	cho'pon	trust	0.508
courtship	uchrashuvlar	trust	0.508
sovereign	suveren	trust	0.508
medical	tibbiy	trust	0.508
housewife	uy bekasi	trust	0.508
automatic	avtomatik	trust	0.508
patronage	homiylik	trust	0.508
enable	yoqing	trust	0.508
admissible	qabul qilinishi mumkin emas	trust	0.508
beautification	obodonlashtirish	trust	0.508
synchronize	sinxronlash	trust	0.500
info	info	trust	0.500
pontiff	papa	trust	0.500
retain	saqlash	trust	0.500
warden	boshqaruvchi	trust	0.500
majesty	ulug'vorlik	trust	0.500
infallibility	begunohlik	trust	0.500
guru	guru	trust	0.500
apologetic	uzr so'rayman	trust	0.500
darling	sevgilim	trust	0.500
doctrine	ta'limot	trust	0.500
related	bog'liq	trust	0.500
treasure	xazina	trust	0.500
infinity	abadiylik	trust	0.500
romantic	ishqiy	trust	0.500
optimist	optimist	trust	0.500
timing	Vaqtni belgilash	trust	0.500
undying	davom etmoqda	trust	0.500
personal	shaxsiy	trust	0.500
gateway	shluzi	trust	0.500
instruction	ko'rsatma	trust	0.500
backer	yordamchi	trust	0.500
watchful	ehtiyotkorlik bilan	trust	0.500
badge	rozet	trust	0.500
birth	tug'ilish	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	taqvodor	trust	0.500
indelible	silinmaydigan	trust	0.500
superman	superman	trust	0.500
guard	qo'riqchi	trust	0.500
vindication	vindikatsiya	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	tirik	trust	0.500
constitute	tashkil etadi	trust	0.492
jubilant	jubilant	trust	0.492
endow	berish	trust	0.492
improve	yaxshilash	trust	0.492
contributor	ishtirokchi	trust	0.492
formality	rasmiyatchilik	trust	0.492
salute	salom	trust	0.492
inevitable	muqarrar	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	hakam	trust	0.492
grow	o'sadi	trust	0.492
fellow	boshqalar	trust	0.492
popularity	mashhurlik	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	vakili	trust	0.492
synonymous	Shu bilan birga	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	cherkov	trust	0.492
hardy	qattiq	trust	0.492
privy	qasddan	trust	0.492
psalm	Zabur	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	diqqatga sazovor joy	trust	0.492
grandchildren	nabiralari	trust	0.492
elegance	nafislik	trust	0.492
laudatory	la'natlovchi	trust	0.492
sheriff	sherif	trust	0.492
radiance	shaffoflik	trust	0.492
harbor	port	trust	0.492
aspire	intizor bo'lsin	trust	0.492
musical	musiqa	trust	0.492
chairman	rais	trust	0.492
moderator	moderator	trust	0.492
laudation	la'natlash	trust	0.484
clean	toza	trust	0.484
arbiter	hakam	trust	0.484
crowning	qarg'a	trust	0.484
depth	chuqurlik	trust	0.484
forecast	kiritish	trust	0.484
colonel	polkovnik	trust	0.484
hire	ijaraga olish	trust	0.484
found	topildi	trust	0.484
armor	zirh	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	sevimli	trust	0.484
voucher	voucher	trust	0.484
affection	muhabbat	trust	0.484
path	yo'l	trust	0.484
referee	hakam	trust	0.484
police	politsiya	trust	0.484
countryman	vatandosh	trust	0.484
romance	romantizm	trust	0.484
diagnosis	tashxis	trust	0.484
concord	kelishuv	trust	0.484
enjoy	zavqlaning	trust	0.484
ranger	ranger	trust	0.484
confess	tan olish	trust	0.484
income	daromad	trust	0.484
assembly	o'rnatish	trust	0.484
sweet	shirin	trust	0.484
like	kabi	trust	0.484
apologize	uzr so'raymiz	trust	0.477
sermon	va'z	trust	0.477
pastor	Pastor	trust	0.477
matter	modda	trust	0.477
glory	shon-sharaf	trust	0.477
lamb	qo'zichoq	trust	0.477
lover	sevgilisi	trust	0.477
putative	taxminiy	trust	0.477
expect	kuting	trust	0.477
purely	Faqat	trust	0.477
follow	amal qiling	trust	0.477
parliament	parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	bolalar bog'chasi	trust	0.477
episcopal	episkopal	trust	0.477
veracity	Haqiqat	trust	0.477
mathematical	matematik	trust	0.477
frank	Shubhasiz	trust	0.477
policeman	politsiyachi	trust	0.477
word	so'z	trust	0.477
consul	konsul	trust	0.477
landmark	diqqatga sazovor joy	trust	0.477
calculator	kalkulyator	trust	0.477
sterling	sterling	trust	0.477
signature	imzosi	trust	0.477
votive	nomzod	trust	0.477
preponderance	ustunlik	trust	0.477
sacrifice	qurbonlik	trust	0.477
underwrite	yozish	trust	0.469
bridesmaid	kelin-kuyov	trust	0.469
commission	komissiya	trust	0.469
passion	ehtiros	trust	0.469
prefer	afzal	trust	0.469
recruits	qabul qiladi	trust	0.469
cashier	kassir	trust	0.469
judicious	mulohazali	trust	0.469
immerse	chapga	trust	0.469
uncritical	muhim emas	trust	0.469
effective	samarali	trust	0.469
dove	qo'ziqorin	trust	0.469
tutelage	vasiylik	trust	0.469
associate	sherigi	trust	0.469
flagship	flagmani	trust	0.469
religion	din	trust	0.469
gain	daromad	trust	0.469
instructor	o'qituvchi	trust	0.469
judgment	hukm	trust	0.469
title	nomi	trust	0.469
regal	regal	trust	0.469
author	muallif	trust	0.469
top	yuqori	trust	0.469
tribune	tribun	trust	0.469
eagerness	ishtiyoq	trust	0.469
marshal	marshal	trust	0.469
mighty	qudratli	trust	0.469
intended	mo'ljallangan	trust	0.469
capacity	imkoniyatlar	trust	0.469
vicar	vikar	trust	0.469
partake	ishtirok etish	trust	0.461
commerce	tijorat	trust	0.461
magnetic	magnit	trust	0.461
medal	medali bilan taqdirlangan	trust	0.461
courier	xat tashuvchi	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	ro'yxatga olish	trust	0.461
necessarily	majburiy ravishda	trust	0.461
lesson	dars	trust	0.461
custody	qamoqda saqlash	trust	0.461
moorings	qirg'oqlari	trust	0.461
fortress	qal'a	trust	0.461
aunt	xolasi	trust	0.461
bank	bank	trust	0.461
theological	diniy	trust	0.461
manage	boshqarish	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	savdo	trust	0.461
lifestyle	hayot tarzi	trust	0.461
consecration	muqaddaslanish	trust	0.461
admitted	tan oldi	trust	0.461
crucial	juda muhim	trust	0.461
cautious	ehtiyotkorlik bilan	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	ruhoniylik	trust	0.461
attendant	xizmatchi	trust	0.461
oblige	majburiyat	trust	0.461
patriarchal	patriarxal	trust	0.461
kitten	mushukchalar	trust	0.461
cathedral	ibodathona	trust	0.455
eagle	burgut	trust	0.453
puppy	kuchukcha	trust	0.453
present	mavjud	trust	0.453
perceive	tushunish	trust	0.453
foresee	oldindan o'ylab ko'ring	trust	0.453
governor	hokim	trust	0.453
synergistic	sinerjistik	trust	0.453
commonplace	odatiy	trust	0.453
exchange	almashtirish	trust	0.453
journeyman	sayohatchi	trust	0.453
laud	laud	trust	0.453
chairwoman	rais	trust	0.453
encomium	enkomiym	trust	0.453
strategist	strategist	trust	0.453
dawn	tong	trust	0.453
excited	hayajonlangan	trust	0.453
finally	oxirida	trust	0.453
level	Daraja	trust	0.453
chart	grafik	trust	0.453
oasis	vohasi	trust	0.453
insulation	izolyatsiya	trust	0.453
president	Prezident	trust	0.453
deputy	deputat	trust	0.453
orthodoxy	Ortodoxlik	trust	0.445
sir	janob	trust	0.445
theorem	teoremi	trust	0.445
formula	formula	trust	0.445
operation	ishlatish	trust	0.445
bridegroom	kuyov	trust	0.445
lodging	turar joy	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	al-kitobi	trust	0.445
