word	Malay-ms	emotion	emotion-intensity-score
inform	maklumkan	trust	0.516
committee	jawatankuasa	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	berfikir	trust	0.516
obstetrician	obstetrik	trust	0.516
enchanted	terpesona	trust	0.516
formative	formative	trust	0.516
tribunal	tribunal	trust	0.516
association	persatuan	trust	0.516
remedy	ubat	trust	0.516
credit	kredit	trust	0.516
nobleman	bangsawan	trust	0.516
predominant	dominan	trust	0.516
measure	mengukur	trust	0.516
perpetuity	kekal selama-lamanya	trust	0.516
fully	sepenuhnya	trust	0.516
deserve	pantas	trust	0.516
tender	tender	trust	0.516
pray	berdoa	trust	0.516
confession	pengakuan	trust	0.516
management	pengurusan	trust	0.516
volunteer	sukarelawan	trust	0.509
instruct	mengarahkan	trust	0.508
virgin	dara	trust	0.508
constable	kronik	trust	0.508
reward	ganjaran	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	imam	trust	0.508
policy	dasar	trust	0.508
confessional	pengakuan	trust	0.508
savor	citarasa	trust	0.508
custodian	penjaga	trust	0.508
vouch	menjamin	trust	0.508
tolerance	toleransi	trust	0.508
unsurpassed	tak tertandingi	trust	0.508
venerable	dihormati	trust	0.508
forgiving	memaafkan	trust	0.508
intact	utuh	trust	0.508
diversity	kepelbagaian	trust	0.508
accolade	anugerah	trust	0.508
philosopher	ahli falsafah	trust	0.508
lieutenant	letnan	trust	0.508
shepherd	gembala	trust	0.508
courtship	pacaran	trust	0.508
sovereign	berdaulat	trust	0.508
medical	perubatan	trust	0.508
housewife	suri rumah	trust	0.508
automatic	automatik	trust	0.508
patronage	naungan	trust	0.508
enable	membolehkannya	trust	0.508
admissible	boleh diterima	trust	0.508
beautification	kecantikan	trust	0.508
synchronize	menyegerakkan	trust	0.500
info	info	trust	0.500
pontiff	pontif	trust	0.500
retain	simpan	trust	0.500
warden	warden	trust	0.500
majesty	keagungan	trust	0.500
infallibility	kesempurnaan	trust	0.500
guru	guru	trust	0.500
apologetic	minta maaf	trust	0.500
darling	sayang	trust	0.500
doctrine	doktrin	trust	0.500
related	berkaitan	trust	0.500
treasure	harta karun	trust	0.500
infinity	tak terhingga	trust	0.500
romantic	romantis	trust	0.500
optimist	optimis	trust	0.500
timing	masa	trust	0.500
undying	tidak berkesudahan	trust	0.500
personal	peribadi	trust	0.500
gateway	pintu masuk	trust	0.500
instruction	arahan	trust	0.500
backer	penyokong	trust	0.500
watchful	berjaga-jaga	trust	0.500
badge	lencana	trust	0.500
birth	kelahiran	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	alim	trust	0.500
indelible	tidak dapat dilupakan	trust	0.500
superman	superman	trust	0.500
guard	pengawal	trust	0.500
vindication	pembenaran	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	hidup	trust	0.500
constitute	membentuk	trust	0.492
jubilant	gembira	trust	0.492
endow	memberi sumbangan	trust	0.492
improve	memperbaiki	trust	0.492
contributor	penyumbang	trust	0.492
formality	formaliti	trust	0.492
salute	salut	trust	0.492
inevitable	tidak dapat dielakkan	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	pengadil	trust	0.492
grow	berkembang	trust	0.492
fellow	rakan sekerja	trust	0.492
popularity	populariti	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	jurucakap	trust	0.492
synonymous	sinonim	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	gereja	trust	0.492
hardy	kuat	trust	0.492
privy	privy	trust	0.492
psalm	mazmur	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	tarikan	trust	0.492
grandchildren	cucu-cucu	trust	0.492
elegance	keanggunan	trust	0.492
laudatory	pujian	trust	0.492
sheriff	sheriff	trust	0.492
radiance	cahaya	trust	0.492
harbor	Pelabuhan	trust	0.492
aspire	bercita-cita	trust	0.492
musical	muzik	trust	0.492
chairman	pengerusi	trust	0.492
moderator	moderator	trust	0.492
laudation	laudation	trust	0.484
clean	bersih	trust	0.484
arbiter	arbiter	trust	0.484
crowning	puncak	trust	0.484
depth	kedalaman	trust	0.484
forecast	ramalan	trust	0.484
colonel	kolonel	trust	0.484
hire	sewa	trust	0.484
found	dijumpai	trust	0.484
armor	perisai	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	kegemaran	trust	0.484
voucher	baucar	trust	0.484
affection	kasih sayang	trust	0.484
path	jalan	trust	0.484
referee	pengadil	trust	0.484
police	polis	trust	0.484
countryman	rakan senegara	trust	0.484
romance	cinta	trust	0.484
diagnosis	diagnosis	trust	0.484
concord	concord	trust	0.484
enjoy	nikmati	trust	0.484
ranger	renjer	trust	0.484
confess	mengaku	trust	0.484
income	pendapatan	trust	0.484
assembly	perhimpunan	trust	0.484
sweet	manis	trust	0.484
like	seperti	trust	0.484
apologize	minta maaf	trust	0.477
sermon	khutbah	trust	0.477
pastor	pastor	trust	0.477
matter	perkara	trust	0.477
glory	kemuliaan	trust	0.477
lamb	kambing	trust	0.477
lover	kekasih	trust	0.477
putative	putative	trust	0.477
expect	menjangkakan	trust	0.477
purely	semata-mata	trust	0.477
follow	ikuti	trust	0.477
parliament	parlimen	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nurseri	trust	0.477
episcopal	episcopal	trust	0.477
veracity	kebenaran	trust	0.477
mathematical	matematik	trust	0.477
frank	jujur	trust	0.477
policeman	polis	trust	0.477
word	perkataan	trust	0.477
consul	konsul	trust	0.477
landmark	mercu tanda	trust	0.477
calculator	kalkulator	trust	0.477
sterling	sterling	trust	0.477
signature	tandatangan	trust	0.477
votive	votive	trust	0.477
preponderance	lebihan	trust	0.477
sacrifice	pengorbanan	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	pengiring pengantin perempuan	trust	0.469
commission	suruhanjaya	trust	0.469
passion	semangat	trust	0.469
prefer	lebih suka	trust	0.469
recruits	rekrut	trust	0.469
cashier	juruwang	trust	0.469
judicious	bijaksana	trust	0.469
immerse	tenggelam	trust	0.469
uncritical	tidak kritikal	trust	0.469
effective	berkesan	trust	0.469
dove	merpati	trust	0.469
tutelage	tunjuk ajar	trust	0.469
associate	bersekutu	trust	0.469
flagship	perdana	trust	0.469
religion	agama	trust	0.469
gain	keuntungan	trust	0.469
instructor	pengajar	trust	0.469
judgment	penghakiman	trust	0.469
title	tajuk	trust	0.469
regal	agung	trust	0.469
author	pengarang	trust	0.469
top	atas	trust	0.469
tribune	tribun	trust	0.469
eagerness	kesungguhan	trust	0.469
marshal	marshal	trust	0.469
mighty	besar	trust	0.469
intended	yang dimaksudkan	trust	0.469
capacity	kapasiti	trust	0.469
vicar	pendeta	trust	0.469
partake	ambil bahagian	trust	0.461
commerce	perdagangan	trust	0.461
magnetic	magnet	trust	0.461
medal	pingat	trust	0.461
courier	kurier	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	mendaftar	trust	0.461
necessarily	semestinya	trust	0.461
lesson	pelajaran	trust	0.461
custody	jagaan	trust	0.461
moorings	moorings	trust	0.461
fortress	kubu	trust	0.461
aunt	makcik	trust	0.461
bank	bank	trust	0.461
theological	teologi	trust	0.461
manage	mengurus	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	perdagangan	trust	0.461
lifestyle	cara hidup	trust	0.461
consecration	penyucian	trust	0.461
admitted	mengaku	trust	0.461
crucial	penting	trust	0.461
cautious	berhati-hati	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	imamat	trust	0.461
attendant	atendan	trust	0.461
oblige	memaksa	trust	0.461
patriarchal	patriarkal	trust	0.461
kitten	anak kucing	trust	0.461
cathedral	katedral	trust	0.455
eagle	helang	trust	0.453
puppy	anak anjing	trust	0.453
present	sekarang	trust	0.453
perceive	perceive	trust	0.453
foresee	meramalkan	trust	0.453
governor	gabenor	trust	0.453
synergistic	sinergi	trust	0.453
commonplace	biasa	trust	0.453
exchange	pertukaran	trust	0.453
journeyman	pengembara	trust	0.453
laud	memuji	trust	0.453
chairwoman	pengerusi	trust	0.453
encomium	enkomium	trust	0.453
strategist	ahli strategi	trust	0.453
dawn	subuh	trust	0.453
excited	teruja	trust	0.453
finally	akhirnya	trust	0.453
level	tahap	trust	0.453
chart	carta	trust	0.453
oasis	oasis	trust	0.453
insulation	penebat	trust	0.453
president	presiden	trust	0.453
deputy	timbalan	trust	0.453
orthodoxy	ortodoks	trust	0.445
sir	tuan	trust	0.445
theorem	teorem	trust	0.445
formula	formula	trust	0.445
operation	operasi	trust	0.445
bridegroom	pengantin laki-laki	trust	0.445
lodging	penginapan	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	buku panduan	trust	0.445
impart	menyampaikan	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	pampasan	trust	0.445
negotiate	berunding	trust	0.445
magnify	membesarkan	trust	0.445
chancellor	canselor	trust	0.445
crew	krew	trust	0.445
sensual	sensual	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	biasa	trust	0.445
asserting	menegaskan	trust	0.445
chocolate	coklat	trust	0.445
statistical	statistik	trust	0.445
lord	Tuan	trust	0.445
exaltation	peninggalan	trust	0.445
employ	menggaji	trust	0.445
orchestra	orkestra	trust	0.445
director	pengarah	trust	0.445
chemist	ahli kimia	trust	0.445
remains	kekal	trust	0.445
enliven	memeriahkan	trust	0.445
sun	matahari	trust	0.438
imagination	imaginasi	trust	0.438
comptroller	comptroller	trust	0.438
digit	digit	trust	0.438
cabinet	kabinet	trust	0.438
emphasize	penekanan	trust	0.438
atone	atone	trust	0.438
inauguration	perasmian	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elit	trust	0.438
governess	pemerintahan	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	penimbang tara	trust	0.438
oracle	oracle	trust	0.438
economy	ekonomi	trust	0.438
elect	memilih	trust	0.438
villager	penduduk kampung	trust	0.438
fate	nasib	trust	0.438
exhaustive	lengkap	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	pelayan	trust	0.438
conformity	pematuhan	trust	0.438
grammar	tatabahasa	trust	0.430
disclosed	didedahkan	trust	0.430
persuade	memujuk	trust	0.430
compact	padat	trust	0.430
rule	peraturan	trust	0.430
deacon	deacon	trust	0.430
impressionable	terpengaruh	trust	0.430
cop	polis	trust	0.430
neutrality	berkecuali	trust	0.430
pay	bayar	trust	0.430
bridal	pengantin	trust	0.430
wealth	kekayaan	trust	0.430
base	asas	trust	0.430
errand	tugas	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	kekuatan	trust	0.430
estimable	anggaran	trust	0.430
lender	pemberi pinjaman	trust	0.430
sentry	penjaga	trust	0.430
invite	jemput	trust	0.430
circle	bulatan	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	membayar balik	trust	0.430
resources	sumber	trust	0.430
blanket	selimut	trust	0.430
occupant	penghuni	trust	0.430
bequest	wasiat	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	kiraan	trust	0.430
hail	hail	trust	0.430
playful	mainan	trust	0.430
simplify	memudahkan	trust	0.430
differential	perbezaannya	trust	0.430
utopian	utopian	trust	0.430
parish	paroki	trust	0.422
sing	menyanyi	trust	0.422
dominion	kekuasaan	trust	0.422
dealings	urusan	trust	0.422
theocratic	teokratik	trust	0.422
shopkeeper	penjaga kedai	trust	0.422
accountant	akauntan	trust	0.422
forum	forum	trust	0.422
fixed	tetap	trust	0.422
eulogize	eulogize	trust	0.422
diary	buku harian	trust	0.422
intend	berhasrat	trust	0.422
supplication	permohonan	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	perantis	trust	0.422
continue	teruskan	trust	0.422
antiseptic	antiseptik	trust	0.422
perennial	abadi	trust	0.422
primer	primer	trust	0.422
enablement	enablement	trust	0.422
respite	berehat	trust	0.422
assignee	pemegang serah hak	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	perdagangan	trust	0.422
travel	perjalanan	trust	0.422
probity	keberanian	trust	0.422
axiom	aksiom	trust	0.422
maintenance	penyelenggaraan	trust	0.422
reconsideration	dipertimbangkan semula	trust	0.422
treat	merawat	trust	0.422
truss	kekuda	trust	0.422
hymn	hymn	trust	0.422
supremacy	ketuanan	trust	0.422
athlete	atlet	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	hidang	trust	0.414
incline	cenderung	trust	0.414
trainer	jurulatih	trust	0.414
choir	koir	trust	0.414
preservative	pengawet	trust	0.414
kudos	kudos	trust	0.414
cash	wang tunai	trust	0.414
gazette	gazet	trust	0.414
akin	sama	trust	0.414
amortization	pelunasan	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	wartawan	trust	0.414
salary	gaji	trust	0.414
offering	tawaran	trust	0.414
leap	melompat	trust	0.414
transaction	transaksi	trust	0.414
privilege	keistimewaan	trust	0.414
consort	konsortium	trust	0.414
rapt	rapt	trust	0.414
commodore	komodore	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	synod	trust	0.414
deference	penghormatan	trust	0.414
labor	buruh	trust	0.414
gate	pintu gerbang	trust	0.414
routine	rutin	trust	0.414
luxury	mewah	trust	0.406
tree	pokok	trust	0.406
legislator	penggubal undang-undang	trust	0.406
executor	pelaksana	trust	0.406
leisure	masa lapang	trust	0.406
system	sistem	trust	0.406
fitting	pemasangan	trust	0.406
trophy	trofi	trust	0.406
nation	bangsa	trust	0.406
glorify	memuliakan	trust	0.406
linguist	ahli bahasa	trust	0.406
extol	extol	trust	0.406
dermatologist	pakar dermatologi	trust	0.406
judged	dihakimi	trust	0.406
sanction	sanksi	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	pembayaran balik	trust	0.406
patrol	rondaan	trust	0.406
abacus	abacus	trust	0.406
radar	radar	trust	0.406
budget	bajet	trust	0.406
deluxe	mewah	trust	0.398
intense	tegang	trust	0.398
explain	terangkan	trust	0.398
gentry	lelaki	trust	0.398
quaint	aneh	trust	0.398
parietal	parietal	trust	0.398
barter	barter	trust	0.398
pursue	meneruskan	trust	0.398
clearance	pelepasan	trust	0.398
popular	popular	trust	0.398
ground	tanah	trust	0.398
depository	depositori	trust	0.398
journalism	kewartawanan	trust	0.398
electorate	pengundi	trust	0.398
climax	klimaks	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	bersinar	trust	0.398
yearning	kerinduan	trust	0.398
neutral	neutral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	sarang	trust	0.398
clan	klan	trust	0.398
merchandise	barang dagangan	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	besi	trust	0.398
eulogy	eulogy	trust	0.398
accounts	akaun	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	kuda	trust	0.391
gay	gay	trust	0.391
usher	usher	trust	0.391
paean	paean	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	bintang	trust	0.391
recline	bersambung	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	syafaat	trust	0.391
escort	pengiring	trust	0.391
cube	kubus	trust	0.391
follower	pengikut	trust	0.391
armory	gudang senjata	trust	0.391
surrogate	pengganti	trust	0.391
baggage	bagasi	trust	0.391
downright	betul	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistik	trust	0.391
messenger	utusan	trust	0.391
grin	senyum	trust	0.391
translation	terjemahan	trust	0.391
deal	berurusan	trust	0.391
lean	bersandar	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	label	trust	0.383
fortune	nasib	trust	0.383
series	siri	trust	0.383
crisp	segar	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	perintah berkurung	trust	0.383
leaning	bersandar	trust	0.383
larger	lebih besar	trust	0.383
possess	mempunyai	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	bounty	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	pampasan	trust	0.383
culinary	masakan	trust	0.383
faculty	fakulti	trust	0.383
clapping	bertepuk tangan	trust	0.375
general	umum	trust	0.375
sex	seks	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	penilai	trust	0.375
confederate	bersatu	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	perbezaan	trust	0.375
bouquet	sejambak	trust	0.375
adjust	melaraskan	trust	0.375
cover	penutup	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	berkelah	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	penafian	trust	0.367
knickers	selendang	trust	0.367
garrison	garrison	trust	0.367
dogma	dogma	trust	0.367
microscope	mikroskop	trust	0.367
senate	senat	trust	0.367
nestle	bersarang	trust	0.367
dolphin	lumba-lumba	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	marin	trust	0.367
marrow	sumsum	trust	0.367
bargain	murah	trust	0.367
bursary	bendahari	trust	0.367
cosmopolitan	kosmopolitan	trust	0.367
bailiff	bailif	trust	0.367
pretty	cantik	trust	0.367
swell	membengkak	trust	0.367
superstar	superstar	trust	0.367
throne	takhta	trust	0.367
collateral	cagaran	trust	0.367
homosexual	homoseksual	trust	0.367
manual	manual	trust	0.367
magnet	magnet	trust	0.367
periodicity	berkala	trust	0.367
green	hijau	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	wang	trust	0.359
mortgagee	gadai janji	trust	0.359
roadster	roadster	trust	0.359
vulnerable	terdedah	trust	0.359
lettered	bertulis	trust	0.359
circumstances	keadaan	trust	0.359
boomerang	bumerang	trust	0.359
privileged	istimewa	trust	0.359
promo	promo	trust	0.359
calls	panggilan	trust	0.359
maxim	pepatah	trust	0.359
fender	fender	trust	0.359
fade	pudar	trust	0.359
stark	tegas	trust	0.359
footing	pijakan	trust	0.359
dance	tarian	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	jurubank	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	tunjukkan	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	pengundian	trust	0.352
laser	laser	trust	0.352
font	fon	trust	0.352
administrative	pentadbiran	trust	0.352
seals	meterai	trust	0.352
suggest	cadangkan	trust	0.352
tactics	taktik	trust	0.352
fuse	sekering	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	peguam	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	bertepuk tangan	trust	0.344
dame	kemasyhuran	trust	0.344
playground	taman permainan	trust	0.344
entertainment	hiburan	trust	0.344
bounce	melantun	trust	0.344
endless	tidak berkesudahan	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	pemegang	trust	0.344
servant	hamba	trust	0.344
lace	renda	trust	0.344
white	putih	trust	0.344
weigh	timbang berat	trust	0.344
cement	simen	trust	0.336
legislature	badan perundangan	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	reputasi	trust	0.336
lens	kanta	trust	0.336
shoulder	bahu	trust	0.336
food	makanan	trust	0.336
county	Daerah	trust	0.336
opera	opera	trust	0.336
estimation	anggaran	trust	0.336
corporation	perbadanan	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	kanon	trust	0.328
gauging	mengukur	trust	0.328
theory	teori	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	semangat	trust	0.328
wear	memakai	trust	0.328
execution	pelaksanaan	trust	0.328
swear	bersumpah	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	rod	trust	0.320
pavement	jalan kaki	trust	0.320
cap	topi	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	proksi	trust	0.320
sib	NO TRANSLATION	trust	0.320
