word	Swahili-sw	emotion	emotion-intensity-score
beautification	uzuri	trust	0.508
synchronize	onanisha	trust	0.500
info	maelezo	trust	0.500
pontiff	pontiff	trust	0.500
retain	kuhifadhi	trust	0.500
warden	msimamizi	trust	0.500
majesty	utukufu	trust	0.500
infallibility	kutokuwa na uwezo	trust	0.500
guru	guru	trust	0.500
apologetic	msamaha	trust	0.500
darling	mpenzi	trust	0.500
doctrine	mafundisho	trust	0.500
related	kuhusiana	trust	0.500
treasure	hazina	trust	0.500
infinity	infinity	trust	0.500
romantic	kimapenzi	trust	0.500
optimist	optimist	trust	0.500
timing	muda	trust	0.500
undying	bila kujifanya	trust	0.500
personal	binafsi	trust	0.500
gateway	lango	trust	0.500
instruction	maagizo	trust	0.500
backer	msaidizi	trust	0.500
watchful	kuangalia	trust	0.500
badge	beji	trust	0.500
birth	kuzaliwa	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	wajinga	trust	0.500
indelible	haiwezekani	trust	0.500
superman	superman	trust	0.500
guard	kulinda	trust	0.500
vindication	uhakikisho	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	hai	trust	0.500
constitute	kuunda	trust	0.492
jubilant	jubilant	trust	0.492
endow	sarafu	trust	0.492
improve	kuboresha	trust	0.492
contributor	mchangiaji	trust	0.492
formality	utaratibu	trust	0.492
salute	Salamu	trust	0.492
inevitable	kuepukika	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	mwimbaji	trust	0.492
grow	kukua	trust	0.492
fellow	wenzake	trust	0.492
popularity	umaarufu	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	msemaji	trust	0.492
synonymous	sawa	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kanisa	trust	0.492
hardy	vigumu	trust	0.492
privy	kibinafsi	trust	0.492
psalm	Zaburi	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	kivutio	trust	0.492
grandchildren	wajukuu	trust	0.492
elegance	ustadi	trust	0.492
laudatory	ladha	trust	0.492
sheriff	sheriff	trust	0.492
radiance	kutangaza	trust	0.492
harbor	bandari	trust	0.492
aspire	tamaa	trust	0.492
musical	muziki	trust	0.492
chairman	mwenyekiti	trust	0.492
moderator	msimamizi	trust	0.492
laudation	sifa	trust	0.484
clean	safi	trust	0.484
arbiter	arbiter	trust	0.484
crowning	taji	trust	0.484
depth	kina	trust	0.484
forecast	utabiri	trust	0.484
colonel	Kanali	trust	0.484
hire	kukodisha	trust	0.484
found	kupatikana	trust	0.484
armor	silaha	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorite	trust	0.484
voucher	vocha	trust	0.484
affection	upendo	trust	0.484
path	njia	trust	0.484
referee	mwamuzi	trust	0.484
police	polisi	trust	0.484
countryman	mkulima	trust	0.484
romance	upendo	trust	0.484
diagnosis	utambuzi	trust	0.484
concord	mkataba	trust	0.484
enjoy	kufurahia	trust	0.484
ranger	mganga	trust	0.484
confess	kukiri	trust	0.484
income	mapato	trust	0.484
assembly	mkutano	trust	0.484
sweet	tamu	trust	0.484
like	kama	trust	0.484
apologize	kuomba msamaha	trust	0.477
sermon	mahubiri	trust	0.477
pastor	mchungaji	trust	0.477
matter	jambo	trust	0.477
glory	utukufu	trust	0.477
lamb	kondoo	trust	0.477
lover	mpenzi	trust	0.477
putative	putative	trust	0.477
expect	wanatarajia	trust	0.477
purely	kwa usahihi	trust	0.477
follow	Fuata	trust	0.477
parliament	bunge	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	kitalu	trust	0.477
episcopal	maaskofu	trust	0.477
veracity	haki	trust	0.477
mathematical	hisabati	trust	0.477
frank	wazi	trust	0.477
policeman	polisi	trust	0.477
word	neno	trust	0.477
consul	mshauri	trust	0.477
landmark	alama ya alama	trust	0.477
calculator	calculator	trust	0.477
sterling	sterling	trust	0.477
signature	Sahihi	trust	0.477
votive	kizuizi	trust	0.477
preponderance	kupinduliwa	trust	0.477
sacrifice	dhabihu	trust	0.477
underwrite	huandika	trust	0.469
bridesmaid	bridesmaid	trust	0.469
commission	tume	trust	0.469
passion	shauku	trust	0.469
prefer	unapendelea	trust	0.469
recruits	huajiri	trust	0.469
cashier	cashier	trust	0.469
judicious	upole	trust	0.469
immerse	kuzama	trust	0.469
uncritical	bila usahihi	trust	0.469
effective	ufanisi	trust	0.469
dove	njiwa	trust	0.469
tutelage	kutetea	trust	0.469
associate	mshirika	trust	0.469
flagship	flagship	trust	0.469
religion	dini	trust	0.469
gain	kupata	trust	0.469
instructor	mwalimu	trust	0.469
judgment	hukumu	trust	0.469
title	cheo	trust	0.469
regal	regal	trust	0.469
author	mwandishi	trust	0.469
top	juu	trust	0.469
tribune	jeshi	trust	0.469
eagerness	shauku	trust	0.469
marshal	marshal	trust	0.469
mighty	mwenye nguvu	trust	0.469
intended	lengo	trust	0.469
capacity	uwezo	trust	0.469
vicar	mshirika	trust	0.469
partake	kula	trust	0.461
commerce	biashara	trust	0.461
magnetic	magnetic	trust	0.461
medal	medali	trust	0.461
courier	courier	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	kujiandikisha	trust	0.461
necessarily	lazima	trust	0.461
lesson	somo	trust	0.461
custody	ulinzi	trust	0.461
moorings	maadili	trust	0.461
fortress	ngome	trust	0.461
aunt	shangazi	trust	0.461
bank	Benki	trust	0.461
theological	teolojia	trust	0.461
manage	kusimamia	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	biashara	trust	0.461
lifestyle	maisha	trust	0.461
consecration	utakaso	trust	0.461
admitted	alikiri	trust	0.461
crucial	muhimu	trust	0.461
cautious	tahadhari	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	ukuhani	trust	0.461
attendant	mtumishi	trust	0.461
oblige	kulazimisha	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	kitten	trust	0.461
cathedral	kanisa kuu	trust	0.455
eagle	tai	trust	0.453
puppy	puppy	trust	0.453
present	sasa	trust	0.453
perceive	tazama	trust	0.453
foresee	onyesha	trust	0.453
governor	gavana	trust	0.453
synergistic	ushirikiano	trust	0.453
commonplace	kawaida	trust	0.453
exchange	kubadilishana	trust	0.453
journeyman	msafiri	trust	0.453
laud	tamaa	trust	0.453
chairwoman	mwenyekiti	trust	0.453
encomium	encomium	trust	0.453
strategist	strategist	trust	0.453
dawn	alfajiri	trust	0.453
excited	msisimko	trust	0.453
finally	hatimaye	trust	0.453
level	ngazi	trust	0.453
chart	chati	trust	0.453
oasis	oasis	trust	0.453
insulation	insulation	trust	0.453
president	rais	trust	0.453
deputy	naibu	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	bwana	trust	0.445
theorem	theorem	trust	0.445
formula	formula	trust	0.445
operation	operesheni	trust	0.445
bridegroom	bwana arusi	trust	0.445
lodging	makaazi	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	Kitabu	trust	0.445
impart	kutoa	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnity	trust	0.445
negotiate	kujadili	trust	0.445
magnify	kumtukuza	trust	0.445
chancellor	Kansela	trust	0.445
crew	wafanyakazi	trust	0.445
sensual	kidunia	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	kawaida	trust	0.445
asserting	kusisitiza	trust	0.445
chocolate	chokoleti	trust	0.445
statistical	takwimu	trust	0.445
lord	bwana	trust	0.445
exaltation	kuinua	trust	0.445
employ	tumia	trust	0.445
orchestra	orchestra	trust	0.445
director	mkurugenzi	trust	0.445
chemist	kemia	trust	0.445
remains	bado	trust	0.445
enliven	enliven	trust	0.445
sun	jua	trust	0.438
imagination	mawazo	trust	0.438
comptroller	mtawala	trust	0.438
digit	tarakimu	trust	0.438
cabinet	baraza la mawaziri	trust	0.438
emphasize	kusisitiza	trust	0.438
atone	atone	trust	0.438
inauguration	Uzinduzi	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	wasomi	trust	0.438
governess	uhamiaji	trust	0.438
tandem	tandem	trust	0.438
conveyancing	kuhamasisha	trust	0.438
arbitrator	mkaguzi	trust	0.438
oracle	kinywa	trust	0.438
economy	uchumi	trust	0.438
elect	wateule	trust	0.438
villager	kijiji	trust	0.438
fate	hatima	trust	0.438
exhaustive	kamili	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	mchungaji	trust	0.438
conformity	kufanana	trust	0.438
grammar	sarufi	trust	0.430
disclosed	yalifunuliwa	trust	0.430
persuade	kushawishi	trust	0.430
compact	compact	trust	0.430
rule	utawala	trust	0.430
deacon	dikoni	trust	0.430
impressionable	kuvutia	trust	0.430
cop	mpiganaji	trust	0.430
neutrality	kutokuwa na nia	trust	0.430
pay	kulipa	trust	0.430
bridal	harusi	trust	0.430
wealth	utajiri	trust	0.430
base	msingi	trust	0.430
errand	sawa	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	ugumu	trust	0.430
estimable	inakadiriwa	trust	0.430
lender	Mtayarishaji	trust	0.430
sentry	mtumaji	trust	0.430
invite	kumka	trust	0.430
circle	mzunguko	trust	0.430
grit	grit	trust	0.430
elucidate	tambua	trust	0.430
repay	kulipa	trust	0.430
resources	rasilimali	trust	0.430
blanket	blanketi	trust	0.430
occupant	wanaoishi	trust	0.430
bequest	ustahili	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	hesabu	trust	0.430
hail	mvua	trust	0.430
playful	kucheza	trust	0.430
simplify	Rahisisha	trust	0.430
differential	tofauti	trust	0.430
utopian	watu wa nje	trust	0.430
parish	parokia	trust	0.422
sing	kuimba	trust	0.422
dominion	utawala	trust	0.422
dealings	shughuli	trust	0.422
theocratic	kitheokrasi	trust	0.422
shopkeeper	duka	trust	0.422
accountant	mhasibu	trust	0.422
forum	jukwaa	trust	0.422
fixed	imara	trust	0.422
eulogize	eulogize	trust	0.422
diary	diary	trust	0.422
intend	nia	trust	0.422
supplication	maombi	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	kujifunza	trust	0.422
continue	endelea	trust	0.422
antiseptic	antiseptic	trust	0.422
perennial	kudumu	trust	0.422
primer	primer	trust	0.422
enablement	kuwezesha	trust	0.422
respite	heshima	trust	0.422
assignee	assignee	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	Biashara	trust	0.422
travel	kusafiri	trust	0.422
probity	usahihi	trust	0.422
axiom	axiom	trust	0.422
maintenance	matengenezo	trust	0.422
reconsideration	upya tena	trust	0.422
treat	kutibu	trust	0.422
truss	tamaa	trust	0.422
hymn	nyimbo	trust	0.422
supremacy	ukuu	trust	0.422
athlete	mwanariadha	trust	0.414
cogent	wenye ujuzi	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	tumikia	trust	0.414
incline	tamaa	trust	0.414
trainer	mkufunzi	trust	0.414
choir	chora	trust	0.414
preservative	kihifadhi	trust	0.414
kudos	kudos	trust	0.414
cash	fedha	trust	0.414
gazette	gazeti	trust	0.414
akin	inayofanana	trust	0.414
amortization	uhamisho	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	mwandishi	trust	0.414
salary	mshahara	trust	0.414
offering	sadaka	trust	0.414
leap	piga	trust	0.414
transaction	shughuli	trust	0.414
privilege	upendeleo	trust	0.414
consort	mshiriki	trust	0.414
rapt	rapt	trust	0.414
commodore	commodore	trust	0.414
conglomerate	conglomerate	trust	0.414
synod	synod	trust	0.414
deference	kupinga	trust	0.414
labor	kazi	trust	0.414
gate	lango	trust	0.414
routine	kawaida	trust	0.414
luxury	anasa	trust	0.406
tree	mti	trust	0.406
legislator	bunge	trust	0.406
executor	mwendeshaji	trust	0.406
leisure	burudani	trust	0.406
system	mfumo	trust	0.406
fitting	kufaa	trust	0.406
trophy	nyara	trust	0.406
nation	taifa	trust	0.406
glorify	kumtukuza	trust	0.406
linguist	lugha	trust	0.406
extol	tamaa	trust	0.406
dermatologist	dermatologist	trust	0.406
judged	kuhukumiwa	trust	0.406
sanction	kuamuru	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	rembursement	trust	0.406
patrol	doria	trust	0.406
abacus	Abacus	trust	0.406
radar	rada	trust	0.406
budget	bajeti	trust	0.406
deluxe	deluxe	trust	0.398
intense	makali	trust	0.398
explain	kuelezea	trust	0.398
gentry	gentry	trust	0.398
quaint	vyema	trust	0.398
parietal	parietal	trust	0.398
barter	piga	trust	0.398
pursue	kufuata	trust	0.398
clearance	kibali	trust	0.398
popular	maarufu	trust	0.398
ground	ardhi	trust	0.398
depository	depository	trust	0.398
journalism	uandishi wa habari	trust	0.398
electorate	wapiga kura	trust	0.398
climax	kilele	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	mwanga	trust	0.398
yearning	unataka	trust	0.398
neutral	neutral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	kiota	trust	0.398
clan	ukoo	trust	0.398
merchandise	bidhaa	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	chuma	trust	0.398
eulogy	eulogy	trust	0.398
accounts	akaunti	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	farasi	trust	0.391
gay	mashoga	trust	0.391
usher	tumia	trust	0.391
paean	paean	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	nyota	trust	0.391
recline	rejea	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	kuombea	trust	0.391
escort	kusindikiza	trust	0.391
cube	mchemraba	trust	0.391
follower	mfuasi	trust	0.391
armory	silaha	trust	0.391
surrogate	upendeleo	trust	0.391
baggage	mizigo	trust	0.391
downright	sawa	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	kihisia	trust	0.391
messenger	mjumbe	trust	0.391
grin	grin	trust	0.391
translation	tafsiri	trust	0.391
deal	toa	trust	0.391
lean	konda	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	lebo	trust	0.383
fortune	bahati	trust	0.383
series	mfululizo	trust	0.383
crisp	crisp	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	kurudi nyumbani	trust	0.383
leaning	kuzingatia	trust	0.383
larger	kubwa	trust	0.383
possess	wamiliki	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	fadhila	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	malipo	trust	0.383
culinary	upishi	trust	0.383
faculty	kitivo	trust	0.383
clapping	kupiga makofi	trust	0.375
general	jumla	trust	0.375
sex	ngono	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	mkaguzi	trust	0.375
confederate	wameungana	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	tofauti	trust	0.375
bouquet	bouquet	trust	0.375
adjust	rekebisha	trust	0.375
cover	funika	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	picnic	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	disclaim	trust	0.367
knickers	knickers	trust	0.367
garrison	gereza	trust	0.367
dogma	mbinu	trust	0.367
microscope	microscope	trust	0.367
senate	sherehe	trust	0.367
nestle	nestle	trust	0.367
dolphin	dolphin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	baharini	trust	0.367
marrow	marrow	trust	0.367
bargain	shauriana	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	kisiasa	trust	0.367
bailiff	msaidizi	trust	0.367
pretty	nzuri	trust	0.367
swell	tamaa	trust	0.367
superstar	nyota	trust	0.367
throne	kiti cha enzi	trust	0.367
collateral	dhamana	trust	0.367
homosexual	mashoga	trust	0.367
manual	mwongozo	trust	0.367
magnet	sumaku	trust	0.367
periodicity	mara kwa mara	trust	0.367
green	kijani	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	fedha	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	roadster	trust	0.359
vulnerable	hatari	trust	0.359
lettered	iliyosafishwa	trust	0.359
circumstances	hali	trust	0.359
boomerang	boomerang	trust	0.359
privileged	kupendeleo	trust	0.359
promo	promo	trust	0.359
calls	wito	trust	0.359
maxim	maxim	trust	0.359
fender	fender	trust	0.359
fade	fade	trust	0.359
stark	tamaa	trust	0.359
footing	kuzingatia	trust	0.359
dance	ngoma	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	benki	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	onyesha	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	uchaguzi	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	utawala	trust	0.352
seals	mihuri	trust	0.352
suggest	inashauri	trust	0.352
tactics	mbinu	trust	0.352
fuse	fuse	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	wakili	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	dhahiri	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	piga	trust	0.344
dame	dame	trust	0.344
playground	uwanja wa michezo	trust	0.344
entertainment	burudani	trust	0.344
bounce	bounce	trust	0.344
endless	kutokuwa na mwisho	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	mmiliki	trust	0.344
servant	mtumishi	trust	0.344
lace	lace	trust	0.344
white	nyeupe	trust	0.344
weigh	kupima	trust	0.344
cement	saruji	trust	0.336
legislature	bunge	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	tamaa	trust	0.336
lens	lens	trust	0.336
shoulder	bega	trust	0.336
food	chakula	trust	0.336
county	kata	trust	0.336
opera	opera	trust	0.336
estimation	makadirio	trust	0.336
corporation	shirika	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	kupiga	trust	0.328
theory	nadharia	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	jitihada	trust	0.328
wear	kuvaa	trust	0.328
execution	utekelezaji	trust	0.328
swear	japo	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	fimbo	trust	0.320
pavement	lami	trust	0.320
cap	cap	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	wakala	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	heyday	trust	0.320
unofficial	isiyo rasmi	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	kanda	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	zilizowekwa	trust	0.320
interior	mambo ya ndani	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	kujaza	trust	0.320
clerical	makanisa	trust	0.320
veal	kivuli	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	kidonge	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	prophylactic	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorial	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	siri	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	sundial	trust	0.305
thermometer	thermometer	trust	0.305
actress	mwigizaji	trust	0.305
presumption	dhana	trust	0.305
hermit	mkutano	trust	0.305
warn	onyesha	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	isipokuwa	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	upinzani	trust	0.297
shopping	ununuzi	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	pini	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	flatter	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	tamaa	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	pith	trust	0.297
pivot	pivot	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	congressman	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	kondoo	trust	0.297
mandarin	mandarin	trust	0.297
calf	ndama	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	mashine	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	chicane	trust	0.289
owing	kulipa	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	uzito	trust	0.289
insolvent	kufutwa	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	flirt	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	nyumbu	trust	0.281
surrender	kujisalimisha	trust	0.281
fiesta	fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	kupuuza	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	kukataa	trust	0.281
celebrity	mtu Mashuhuri	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	chubby	trust	0.273
ejaculation	kumwagika	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	congress	trust	0.273
indent	indent	trust	0.273
rejection	kukataliwa	trust	0.273
don	don	trust	0.273
autism	autism	trust	0.273
conquer	kushinda	trust	0.273
sappy	sappy	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
