word	Tamil-ta	emotion	emotion-intensity-score
instruct	அறிவுறுத்தப்படும்	trust	0.508
virgin	கன்னி	trust	0.508
constable	கான்ஸ்டபிள்	trust	0.508
reward	வெகுமதி	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	பூசாரி	trust	0.508
policy	கொள்கை	trust	0.508
confessional	ஒப்புதல்	trust	0.508
savor	வாசனையான	trust	0.508
custodian	பாதுகாப்பாளர்	trust	0.508
vouch	உறுதியளிக்க	trust	0.508
tolerance	சகிப்புத்தன்மை	trust	0.508
unsurpassed	வரையற்ற	trust	0.508
venerable	மதிப்பிற்குரிய	trust	0.508
forgiving	மன்னிக்கும்	trust	0.508
intact	அப்படியே	trust	0.508
diversity	பன்முகத்தன்மை	trust	0.508
accolade	பட்டத்திற்கு	trust	0.508
philosopher	தத்துவவாதி	trust	0.508
lieutenant	லெப்டினன்ட்	trust	0.508
shepherd	மேய்க்கும்	trust	0.508
courtship	பெண்தேடிய	trust	0.508
sovereign	இறையாண்மை	trust	0.508
medical	மருத்துவம்	trust	0.508
housewife	இல்லத்தரசி	trust	0.508
automatic	தானியங்கி	trust	0.508
patronage	ஆதரவு	trust	0.508
enable	செயல்படுத்த	trust	0.508
admissible	ஏற்றுக்கொள்ளக்கூடிய	trust	0.508
beautification	அழகுபடுத்தல்	trust	0.508
synchronize	ஒத்திசை	trust	0.500
info	தகவல்	trust	0.500
pontiff	போப்பரசரை	trust	0.500
retain	தக்கவைத்து	trust	0.500
warden	வார்டன்	trust	0.500
majesty	மாட்சிமை	trust	0.500
infallibility	தவறிழைக்காததன்மை	trust	0.500
guru	குரு	trust	0.500
apologetic	மன்னிப்புக் கோரும்	trust	0.500
darling	அன்பே	trust	0.500
doctrine	கோட்பாட்டை	trust	0.500
related	தொடர்புடைய	trust	0.500
treasure	புதையல்	trust	0.500
infinity	முடிவிலி	trust	0.500
romantic	காதல்	trust	0.500
optimist	நன்னம்பிக்கை	trust	0.500
timing	நேரம்	trust	0.500
undying	தீராத	trust	0.500
personal	தனிப்பட்ட	trust	0.500
gateway	நுழைவாயில்	trust	0.500
instruction	அறிவுறுத்தல்	trust	0.500
backer	ஆதரவாளர்	trust	0.500
watchful	கூர்மையான	trust	0.500
badge	பேட்ஜ்	trust	0.500
birth	பிறந்த	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	தயாள	trust	0.500
indelible	அழிக்கமுடியாத	trust	0.500
superman	சூப்பர்மேன்	trust	0.500
guard	பாதுகாப்பு	trust	0.500
vindication	நியாயநிரூபணம்	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	உயிருடன்	trust	0.500
constitute	உள்ளனர்	trust	0.492
jubilant	களிப்புடன்	trust	0.492
endow	வகைசெய்ய	trust	0.492
improve	மேம்படுத்த	trust	0.492
contributor	பங்களிப்பாளராக	trust	0.492
formality	சம்பிரதாயம்	trust	0.492
salute	மரியாதை	trust	0.492
inevitable	தவிர்க்க முடியாத	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	நடுவர்	trust	0.492
grow	வளர	trust	0.492
fellow	சக	trust	0.492
popularity	புகழ்	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	பேச்சாளர்	trust	0.492
synonymous	ஒத்ததாக	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	தேவாலயத்தில்	trust	0.492
hardy	கடினமானதாகும்	trust	0.492
privy	அந்தரங்கமான	trust	0.492
psalm	சங்கீதம்	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	ஈர்ப்பு	trust	0.492
grandchildren	பேரப்பிள்ளைகள்	trust	0.492
elegance	நேர்த்தியுடன்	trust	0.492
laudatory	புகழ் பேசுகிற	trust	0.492
sheriff	ஷெரிப்	trust	0.492
radiance	பிரகாசம்	trust	0.492
harbor	துறைமுகம்	trust	0.492
aspire	ஆஸ்பியர்	trust	0.492
musical	இசை	trust	0.492
chairman	தலைவர்	trust	0.492
moderator	மதிப்பீட்டாளர்	trust	0.492
laudation	புகழ்ச்சி	trust	0.484
clean	சுத்தமான	trust	0.484
arbiter	நடுவர்	trust	0.484
crowning	மணிமகுட	trust	0.484
depth	ஆழம்	trust	0.484
forecast	முன்னறிவிப்பு	trust	0.484
colonel	கர்னல்	trust	0.484
hire	வேலைக்கு	trust	0.484
found	கண்டறியப்பட்டது	trust	0.484
armor	கவசம்	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	பிடித்த	trust	0.484
voucher	ரசீது	trust	0.484
affection	பாசம்	trust	0.484
path	பாதை	trust	0.484
referee	நடுவர்	trust	0.484
police	காவல்	trust	0.484
countryman	நாட்டவரான	trust	0.484
romance	காதல்	trust	0.484
diagnosis	நோய் கண்டறிதல்	trust	0.484
concord	கான்கார்ட்	trust	0.484
enjoy	அனுபவிக்க	trust	0.484
ranger	ரேஞ்சர்	trust	0.484
confess	ஒப்புக்கொள்ள	trust	0.484
income	வருமானம்	trust	0.484
assembly	சட்டசபை	trust	0.484
sweet	இனிப்பு	trust	0.484
like	போன்ற	trust	0.484
apologize	மன்னிப்பு	trust	0.477
sermon	பிரசங்கம்	trust	0.477
pastor	ஆயர்	trust	0.477
matter	விஷயம்	trust	0.477
glory	மகிமை	trust	0.477
lamb	ஆட்டுக்குட்டி	trust	0.477
lover	காதலன்	trust	0.477
putative	உத்தேசமான	trust	0.477
expect	எதிர்பார்க்க	trust	0.477
purely	முற்றிலும்	trust	0.477
follow	பின்பற்ற	trust	0.477
parliament	பாராளுமன்றத்தில்	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	நாற்றங்கால்	trust	0.477
episcopal	ஆயர்	trust	0.477
veracity	உண்மைத்தன்மையை	trust	0.477
mathematical	கணித	trust	0.477
frank	வெளிப்படையான	trust	0.477
policeman	போலீஸ்காரரும்	trust	0.477
word	சொல்	trust	0.477
consul	தூதரக	trust	0.477
landmark	மைல்கல்	trust	0.477
calculator	கால்குலேட்டர்	trust	0.477
sterling	ஸ்டெர்லிங்	trust	0.477
signature	கையொப்பம்	trust	0.477
votive	பொருத்தனைகளையும்	trust	0.477
preponderance	அளவேற்றம்	trust	0.477
sacrifice	தியாகம்	trust	0.477
underwrite	காப்பீடு	trust	0.469
bridesmaid	துணைத்தலைவராக	trust	0.469
commission	கமிஷன்	trust	0.469
passion	பேரார்வம்	trust	0.469
prefer	விரும்புகின்றனர்	trust	0.469
recruits	பணியாளர்களையும்	trust	0.469
cashier	காசாளர்	trust	0.469
judicious	சிறப்பான	trust	0.469
immerse	மூழ்கடித்து	trust	0.469
uncritical	விமர்சனமற்ற	trust	0.469
effective	பயனுள்ள	trust	0.469
dove	புறா	trust	0.469
tutelage	அறிவுறுத்தலின்	trust	0.469
associate	இணை	trust	0.469
flagship	தலைமை	trust	0.469
religion	மதம்	trust	0.469
gain	ஆதாயம்	trust	0.469
instructor	பயிற்றுவிப்பாளராக	trust	0.469
judgment	தீர்ப்பு	trust	0.469
title	தலைப்பு	trust	0.469
regal	கமீப்ரமான	trust	0.469
author	ஆசிரியர்	trust	0.469
top	மேல்	trust	0.469
tribune	ட்ரிப்யூன்	trust	0.469
eagerness	ஆர்வம்	trust	0.469
marshal	மார்ஷல்	trust	0.469
mighty	வலிமைமிக்க	trust	0.469
intended	நோக்கம்	trust	0.469
capacity	திறன்	trust	0.469
vicar	கிராம புரோகிதர்	trust	0.469
partake	பங்கேற்க	trust	0.461
commerce	காமர்ஸ்	trust	0.461
magnetic	காந்த	trust	0.461
medal	பதக்கம்	trust	0.461
courier	கூரியர்	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	சேர	trust	0.461
necessarily	அவசியம்	trust	0.461
lesson	பாடம்	trust	0.461
custody	காவலில்	trust	0.461
moorings	பிடிப்பு	trust	0.461
fortress	கோட்டை	trust	0.461
aunt	அத்தை	trust	0.461
bank	வங்கி	trust	0.461
theological	இறையியல்	trust	0.461
manage	நிர்வகிக்க	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	வர்த்தக	trust	0.461
lifestyle	வாழ்க்கை	trust	0.461
consecration	கும்பாபிஷேகம்	trust	0.461
admitted	அனுமதிக்கப்பட்டார்	trust	0.461
crucial	முக்கியமான	trust	0.461
cautious	எச்சரிக்கையாக	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	மதகுரு	trust	0.461
attendant	பணிப்பெண்ணாக	trust	0.461
oblige	தங்களுக்கு	trust	0.461
patriarchal	ஆணாதிக்க	trust	0.461
kitten	பூனை குட்டி	trust	0.461
cathedral	கதீட்ரல்	trust	0.455
eagle	கழுகு	trust	0.453
puppy	நாய்க்குட்டி	trust	0.453
present	தற்போது	trust	0.453
perceive	உணர	trust	0.453
foresee	முன்னறிந்திருக்கவில்லை	trust	0.453
governor	கவர்னர்	trust	0.453
synergistic	ஒருங்கிணைந்த	trust	0.453
commonplace	பொதுவானதாகவும்	trust	0.453
exchange	பரிமாற்றம்	trust	0.453
journeyman	கைதேர்ந்த	trust	0.453
laud	புகழ்வோமாக	trust	0.453
chairwoman	தலைவி	trust	0.453
encomium	புகழுரை	trust	0.453
strategist	உத்தியியலாளர்	trust	0.453
dawn	விடியல்	trust	0.453
excited	உற்சாகமாக	trust	0.453
finally	இறுதியாக	trust	0.453
level	நிலை	trust	0.453
chart	விளக்கப்படம்	trust	0.453
oasis	சோலையாக	trust	0.453
insulation	காப்பு	trust	0.453
president	தலைவர்	trust	0.453
deputy	துணை	trust	0.453
orthodoxy	வைதீகத்தன்மை	trust	0.445
sir	ஐயா	trust	0.445
theorem	தேற்றம்	trust	0.445
formula	சூத்திரம்	trust	0.445
operation	அறுவை சிகிச்சை	trust	0.445
bridegroom	மாப்பிள்ளை	trust	0.445
lodging	உறைவிடம்	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	கையேடு	trust	0.445
impart	இயம்பி	trust	0.445
dictum	NO TRANSLATION	trust	0.445
