word	Albanian-sq	emotion	emotion-intensity-score
daze	çudis	surprise	0.547
unbridled	i shfrenuar	surprise	0.547
thwart	penguar	surprise	0.547
treason	tradhti	surprise	0.539
punch	grusht	surprise	0.539
insult	fyerje	surprise	0.539
lunge	zgjatem	surprise	0.539
illusion	iluzion	surprise	0.539
lucky	me fat	surprise	0.539
interrupt	ndërhyj	surprise	0.539
cheer	gëzim	surprise	0.539
celebration	festim	surprise	0.539
violation	shkelje	surprise	0.539
marvel	mrekulli	surprise	0.539
sensation	ndjesi	surprise	0.531
fearfully	frikshëm	surprise	0.531
concealed	i fshehur	surprise	0.531
banger	Banger	surprise	0.531
affront	fyerje	surprise	0.531
snag	trung i ngecur	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	largohem	surprise	0.523
wonder	pyes veten	surprise	0.523
immediacy	menjëherëshmëri	surprise	0.523
undiscovered	pazbuluara	surprise	0.523
abandonment	braktisje	surprise	0.523
rejoice	gëzohem	surprise	0.523
improvise	improvizoj	surprise	0.523
majestic	madhështor	surprise	0.523
scorpion	akrep	surprise	0.523
victimized	viktimizuar	surprise	0.523
liberate	çliroj	surprise	0.523
yelp	kuisje	surprise	0.516
stealthily	tinëzisht	surprise	0.516
tickle	gudulis	surprise	0.516
chance	mundësi	surprise	0.516
howl	vajtoj	surprise	0.516
swerve	mënjanim	surprise	0.508
reflex	refleks	surprise	0.508
rave	furi	surprise	0.508
pop	pop	surprise	0.508
luck	fat	surprise	0.508
magnificent	madhështor	surprise	0.508
transcendence	përsosuri	surprise	0.508
garish	tepër i ndezur	surprise	0.508
unintentionally	padashur	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	i rrallë	surprise	0.500
marvelous	i mrekullueshëm	surprise	0.500
heroic	heroik	surprise	0.500
remarkable	jashtëzakonshme	surprise	0.500
fainting	i dobët	surprise	0.500
slayer	vrasës	surprise	0.500
erotic	erotik	surprise	0.500
enliven	gjallëroj	surprise	0.500
alertness	vigjilencë	surprise	0.500
misbehavior	veprim i keq	surprise	0.500
embarrassment	siklet	surprise	0.500
diversion	diversion	surprise	0.500
unutterable	i pashqiptuar	surprise	0.492
nab	arrestoj	surprise	0.492
camouflage	maskoj	surprise	0.492
trump	atu	surprise	0.492
decoy	karrem	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	monstër	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	ditëlindje	surprise	0.492
greatness	madhësi	surprise	0.492
zeal	zell	surprise	0.484
prick	shpoj	surprise	0.484
magician	magjistar	surprise	0.484
underestimate	nënvlerësoj	surprise	0.484
horde	hordhi	surprise	0.484
fanfare	fanfarë	surprise	0.484
inexpressible	i pashprehur	surprise	0.484
daemon	demon	surprise	0.484
variable	variabël	surprise	0.484
curiosity	kuriozitet	surprise	0.484
gawk	guak	surprise	0.477
unguarded	i pakujdesshëm	surprise	0.477
chicane	hile	surprise	0.477
fortune	pasuri	surprise	0.477
sneeze	teshtij	surprise	0.477
illumination	ndriçim	surprise	0.477
incident	incident	surprise	0.477
dreadfully	tmerrësisht	surprise	0.477
strange	i çuditshëm	surprise	0.477
subversive	armiqësor	surprise	0.477
reversal	ndryshim	surprise	0.469
prowl	sillem vërdallë	surprise	0.469
rapid	i shpejtë	surprise	0.469
leery	dyshues	surprise	0.469
wizard	magjistar	surprise	0.469
coincidence	përkim	surprise	0.461
hilarious	për të qeshur	surprise	0.461
divergent	divergjent	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	pushim	surprise	0.461
slip	gabim	surprise	0.461
wonderful	i mrekullueshëm	surprise	0.453
hoax	shaka	surprise	0.453
winning	fitues	surprise	0.453
overestimate	mbivlerësim	surprise	0.453
confession	rrëfim	surprise	0.453
ordeal	përvojë e hidhur	surprise	0.453
evanescence	shuarje	surprise	0.453
merriment	argëtim	surprise	0.453
raffle	lotari	surprise	0.453
stound	stound	surprise	0.445
laughter	e qeshur	surprise	0.445
enthusiast	entuziast	surprise	0.445
splendid	i shkëlqyer	surprise	0.445
feat	feat	surprise	0.445
perchance	ndofta	surprise	0.445
excel	shquhem	surprise	0.445
gambling	kumar	surprise	0.445
unintentional	paqëllimshme	surprise	0.438
brighten	shndrit	surprise	0.438
changeable	i ndryshueshëm	surprise	0.438
rapt	i mahnitur	surprise	0.438
unique	unik	surprise	0.438
splendor	bukuri	surprise	0.438
senseless	i pakuptim	surprise	0.438
gift	dhuratë	surprise	0.430
fascination	magjepsje	surprise	0.430
trepidation	ankth	surprise	0.430
stealthy	i fshehtë	surprise	0.430
fiesta	festë	surprise	0.430
delighted	i kënaqur	surprise	0.430
lawsuit	procedim	surprise	0.430
intrigue	intrigë	surprise	0.430
quicksilver	zhivë	surprise	0.422
originality	origjinalitet	surprise	0.422
riddle	gjëzë	surprise	0.422
judgment	gjykim	surprise	0.422
enchant	kënaq	surprise	0.422
stealth	vjedhje	surprise	0.422
veracity	saktësi	surprise	0.414
elusive	i pakapshëm	surprise	0.414
perjury	dëshmi e rreme	surprise	0.414
spirits	alkoolike	surprise	0.414
liberation	çlirim	surprise	0.414
illegitimate	i paligjshëm	surprise	0.414
syncope	të fikët	surprise	0.414
experiment	eksperiment	surprise	0.414
gambler	lojtar	surprise	0.406
eager	i etur	surprise	0.406
inspired	i frymëzuar	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	duartrokitje	surprise	0.406
allure	joshë	surprise	0.406
parade	paradë	surprise	0.406
princely	princëror	surprise	0.398
divorce	divorc	surprise	0.398
guess	mendoj	surprise	0.398
burlesque	estradë	surprise	0.398
secrecy	fshehtësi	surprise	0.398
aspiration	aspiratë	surprise	0.391
peri	bukuroshe	surprise	0.391
cheerful	i gëzuar	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	epërsi	surprise	0.391
incontinence	mosmbajtjeje	surprise	0.391
inheritance	trashëgim	surprise	0.383
score	rezultat	surprise	0.383
lose	humb	surprise	0.383
crowning	në formë kurore	surprise	0.383
buck	dollar	surprise	0.383
praiseworthy	i lavdërueshëm	surprise	0.383
cadaver	kufomë	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gllënjkë	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	i gjallë	surprise	0.375
mystic	mistik	surprise	0.375
succeed	të ketë sukses	surprise	0.375
advance	avancoj	surprise	0.375
sparkle	vetëtin	surprise	0.367
hope	shpresoj	surprise	0.367
joker	shakaxhi	surprise	0.367
sensual	sensual	surprise	0.367
excavation	gërmim	surprise	0.367
feeling	ndjenje	surprise	0.359
entertainment	argëtim	surprise	0.359
clown	gaztor	surprise	0.352
newcomer	njeri i panjohur	surprise	0.352
modify	modifikoj	surprise	0.352
award	dhënie	surprise	0.352
blessings	bekimet	surprise	0.352
postponement	shtyrje	surprise	0.352
obit	nekrologji	surprise	0.352
celebrity	njeri i famshëm	surprise	0.344
hero	hero	surprise	0.344
start	fillim	surprise	0.344
wonderfully	mrekullisht	surprise	0.344
highest	më i lartë	surprise	0.344
proficiency	aftësi	surprise	0.344
glorify	përlëvdojë	surprise	0.344
unbeaten	i parrahur	surprise	0.336
memorable	i paharrueshëm	surprise	0.336
sanctify	shenjtëroj	surprise	0.336
rekindle	rindezur	surprise	0.336
optimism	optimizëm	surprise	0.336
warned	paralajmëroi	surprise	0.336
prodigious	i jashtëzakonshëm	surprise	0.336
dissolution	shpërbërje	surprise	0.336
grin	zbardhje dhëmbësh	surprise	0.336
admiration	admirim	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	i pranishëm	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	engjëll	surprise	0.320
examination	provim	surprise	0.320
catch	kap	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirtoj	surprise	0.312
puma	pumë	surprise	0.312
liberty	liri	surprise	0.312
kiss	puthje	surprise	0.312
embrace	përqafoj	surprise	0.312
occasional	i rastit	surprise	0.312
treat	trajtoj	surprise	0.312
saint	shenjt	surprise	0.312
scrimmage	kacafytje	surprise	0.312
dismissal	shkarkim	surprise	0.312
perfection	përsosmëri	surprise	0.305
generosity	bujari	surprise	0.305
gratify	kënaq	surprise	0.305
saintly	i shenjtë	surprise	0.305
sally	hedhje në sulm	surprise	0.305
polarity	polarizimit	surprise	0.297
finally	më në fund	surprise	0.297
differently	ndryshe	surprise	0.297
palpable	i dukshëm	surprise	0.297
warn	paralajmëroj	surprise	0.297
ceremony	ceremoni	surprise	0.297
larger	më e madhe	surprise	0.297
favorable	i favorshëm	surprise	0.297
romance	romancë	surprise	0.289
medal	medalje	surprise	0.289
inviting	tërheqës	surprise	0.289
greeting	përshëndetje	surprise	0.289
candid	i sinqertë	surprise	0.281
resignation	dorëheqje	surprise	0.281
trip	udhëtim	surprise	0.281
accolade	dhënie e titullit të kalorësit	surprise	0.281
labor	i punës	surprise	0.281
stare	ia ngul sytë	surprise	0.273
glimmer	dritëz	surprise	0.266
invite	ftoj	surprise	0.266
somatic	somatike	surprise	0.266
admire	admiroj	surprise	0.266
immerse	zhyt	surprise	0.266
festival	festival	surprise	0.266
mimicry	imitacion	surprise	0.266
compensate	kompensoj	surprise	0.266
insolvency	paaftësi paguese	surprise	0.266
playful	i gjallë	surprise	0.266
complement	plotësues	surprise	0.258
receiving	marrjes	surprise	0.258
hypothesis	hipotezë	surprise	0.258
laugh	qesh	surprise	0.258
chuckle	nënqeshje	surprise	0.258
honeymoon	muaj mjalti	surprise	0.250
marry	martohem	surprise	0.242
independence	pavarësi	surprise	0.242
opera	operë	surprise	0.242
pleasant	i këndshëm	surprise	0.242
rhythmical	ritmike	surprise	0.234
assessment	vlerësim	surprise	0.234
hopeful	shpresëdhënës	surprise	0.234
trophy	trofe	surprise	0.234
holiness	Shenjtëri	surprise	0.234
chant	psal	surprise	0.234
leave	lë	surprise	0.234
procession	procesion	surprise	0.227
placard	afishe	surprise	0.227
deal	marreveshje	surprise	0.227
cherish	ushqej	surprise	0.219
good	mirë	surprise	0.219
shopping	pazar	surprise	0.219
musical	muzikor	surprise	0.219
shell	guaskë	surprise	0.211
dawn	agim	surprise	0.211
simplify	lehtësuar	surprise	0.211
purity	pastërti	surprise	0.203
nullify	anuloj	surprise	0.203
money	para	surprise	0.203
sweet	e embel	surprise	0.203
morals	parime morale	surprise	0.203
synchronize	sinkronizoj	surprise	0.195
preservative	ruajtës	surprise	0.195
humanitarian	humanitar	surprise	0.195
unfulfilled	i paplotësuar	surprise	0.195
precious	i çmuar	surprise	0.195
obliging	i mirësjellshëm	surprise	0.188
singularly	singularly	surprise	0.188
foresee	parashikoj	surprise	0.180
pray	lutem	surprise	0.180
graduation	diplomim	surprise	0.180
lovely	bukuroshe	surprise	0.180
sun	diell	surprise	0.172
art	art	surprise	0.172
mouth	gojë	surprise	0.172
youth	të rinjtë	surprise	0.172
thirst	etje	surprise	0.172
young	i ri	surprise	0.164
goodness	mirësi	surprise	0.164
overdue	i vonuar	surprise	0.156
visor	ballik	surprise	0.156
practiced	praktikuar	surprise	0.156
latent	i fshehur	surprise	0.156
loyal	besnik	surprise	0.148
expect	pres	surprise	0.148
destination	destinacion	surprise	0.148
wireless	pa tel	surprise	0.148
quote	citat	surprise	0.141
slush	llucë	surprise	0.141
infant	fëmijë	surprise	0.141
cream	krem	surprise	0.141
playground	shesh lojërash	surprise	0.133
organization	organizatë	surprise	0.125
teach	mësoj	surprise	0.125
vote	votim	surprise	0.125
smile	buzëqeshje	surprise	0.117
weight	peshë	surprise	0.117
dolphin	delfin	surprise	0.117
sisterhood	lidhje e afërt motrave	surprise	0.109
cable	kabllo	surprise	0.109
sunny	me diell	surprise	0.102
steady	i qëndrueshëm	surprise	0.094
leisure	kohës së lirë	surprise	0.086
peaceful	i qetë	surprise	0.086
spa	spa	surprise	0.086
tree	pemë	surprise	0.078
picnic	piknik	surprise	0.078
worm	rra	surprise	0.055
truthfulness	vërtetësia	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	i besuar	trust	0.867
honest	i ndershëm	trust	0.844
honesty	ndershmëri	trust	0.844
honor	nder	trust	0.844
truth	e vërtetë	trust	0.844
truthful	i sinqertë	trust	0.836
trusting	besuar	trust	0.836
brotherhood	vëllazëri	trust	0.820
entrust	besoj	trust	0.812
committed	përkushtuar	trust	0.805
integrity	ndershmëri	trust	0.805
loyalty	besnikëri	trust	0.805
honorable	i nderuar	trust	0.805
credibility	besueshmëri	trust	0.805
trust	besim	trust	0.805
faithful	besnik	trust	0.797
sincere	i sinqertë	trust	0.797
responsible	përgjegjës	trust	0.789
partnership	ortakëri	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	urtësi	trust	0.789
oath	betim	trust	0.781
verification	verifikim	trust	0.781
vow	zotim	trust	0.781
cooperative	bashkëpunuese	trust	0.781
respectable	i respektuar	trust	0.773
credible	i besueshëm	trust	0.773
hero	hero	trust	0.773
sisterhood	lidhje e afërt motrave	trust	0.773
promise	premtim	trust	0.773
verified	verifikuar	trust	0.773
qualified	i kualifikuar	trust	0.766
respected	respektuar	trust	0.766
authentication	vërtetim	trust	0.766
compassion	dhembshuri	trust	0.759
reputable	i respektuar	trust	0.758
safekeeping	ruajtja	trust	0.758
reliability	seriozitet	trust	0.758
moral	moral	trust	0.758
love	dashuri	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	miratim	trust	0.758
stable	i qëndrueshëm	trust	0.750
friend	mik	trust	0.750
genuine	i vërtetë	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetencë	trust	0.750
loyal	besnik	trust	0.750
ally	aleat	trust	0.750
safeguard	mbrojtje	trust	0.750
companion	shoqërues	trust	0.750
advised	këshilluar	trust	0.750
authentic	i vërtetë	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	liri	trust	0.742
proven	provuar	trust	0.742
respects	të fala	trust	0.742
faith	besim	trust	0.742
wholesome	i shëndetshëm	trust	0.742
heartfelt	i përzemërt	trust	0.734
unification	bashkim	trust	0.734
protecting	mbrojtjen	trust	0.734
reassurance	pohim	trust	0.734
admirable	i admirueshëm	trust	0.734
trustee	kujdestar	trust	0.734
supporter	përkrahës	trust	0.734
confirmation	vërtetim	trust	0.734
respectful	i respektueshëm	trust	0.734
alliance	aleancë	trust	0.727
equality	barazi	trust	0.727
friendship	miqësi	trust	0.727
agreement	marrëveshje	trust	0.727
fact	fakt	trust	0.727
confident	i sigurt	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	duke besuar	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	përsosmëri	trust	0.727
credential	kredencial	trust	0.727
closeness	afërsi	trust	0.719
authenticate	vërtetoj	trust	0.719
intelligence	zbulim	trust	0.719
virtue	virtyt	trust	0.719
honored	i nderuar	trust	0.719
virtuous	i virtytshëm	trust	0.719
kindred	farefisi	trust	0.719
charitable	bamirës	trust	0.711
dedication	dedikim	trust	0.711
guarantee	garanci	trust	0.711
cooperation	bashkëpunimi	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	konsistencë	trust	0.711
allegiance	besnikëri	trust	0.711
cooperating	bashkëpunuar	trust	0.711
straightforward	i hapur	trust	0.711
determination	vendosmëri	trust	0.711
justice	drejtësi	trust	0.711
sanctuary	shenjtërore	trust	0.703
nurture	të ngrëna	trust	0.703
innocent	i pafajshëm	trust	0.703
admire	admiroj	trust	0.703
assurance	siguri	trust	0.703
morality	moralitet	trust	0.703
prepared	i përgatitur	trust	0.703
friendliness	mirëdashësi	trust	0.703
reliable	i besueshëm	trust	0.703
mentor	këshilltar	trust	0.703
guardianship	kujdestari	trust	0.703
fulfilled	përmbushur	trust	0.703
reverence	nderim	trust	0.703
proof	provë	trust	0.703
admiration	admirim	trust	0.703
mother	nënë	trust	0.703
protected	mbrojtur	trust	0.703
motherhood	amësi	trust	0.703
marriage	martesë	trust	0.695
skillful	i aftë	trust	0.695
indestructible	i pashkatërrueshëm	trust	0.695
guardian	kujdestar	trust	0.695
accountable	përgjegjës	trust	0.695
courage	guxim	trust	0.695
bodyguard	rojë personale	trust	0.695
agreeable	i këndshëm	trust	0.695
scientist	shkencëtar	trust	0.695
allied	aleat	trust	0.695
compassionate	i mëshirshëm	trust	0.695
humanitarian	humanitar	trust	0.695
approving	miratimin	trust	0.695
united	i bashkuar	trust	0.695
pact	pakt	trust	0.695
certified	certifikuar	trust	0.695
morals	parime morale	trust	0.695
esteem	nderim	trust	0.688
secure	i sigurt	trust	0.688
perfection	përsosmëri	trust	0.688
guidance	udhëheqje	trust	0.688
competent	kompetent	trust	0.688
authenticity	autencitet	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	i justifikueshëm	trust	0.688
humanity	njerëzim	trust	0.688
solidity	fortësi	trust	0.688
adviser	këshilltar	trust	0.688
pledge	premtim	trust	0.688
believed	besohet	trust	0.688
understanding	kuptim	trust	0.688
monogamy	monogami	trust	0.688
expertise	ekspertizë	trust	0.680
diplomatic	diplomatik	trust	0.680
confidential	i fshehtë	trust	0.680
hope	shpresoj	trust	0.680
protector	mbrojtës	trust	0.680
agreeing	duke rënë dakord	trust	0.680
diligence	zell	trust	0.680
official	zyrtar	trust	0.680
affirm	pohoj	trust	0.680
indivisible	i pandashëm	trust	0.680
grandfather	gjysh	trust	0.680
humble	i përulur	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	mbrojtje	trust	0.680
elders	pleqtë	trust	0.680
goodness	mirësi	trust	0.680
commendable	i rekomandueshëm	trust	0.680
inspire	frymëzoj	trust	0.680
approve	miratoj	trust	0.680
confide	besoj	trust	0.680
professional	profesional	trust	0.680
familiarity	intimitet	trust	0.680
leader	udhëheqës	trust	0.680
confirmed	i konfirmuar	trust	0.680
acceptance	pranim	trust	0.680
benevolence	dashamirësi	trust	0.672
dignity	dinjitet	trust	0.672
harmoniously	harmonike	trust	0.672
mastery	zotërim	trust	0.672
unwavering	i patundur	trust	0.672
accredited	akredituar	trust	0.672
healing	shërim	trust	0.672
encyclopedia	enciklopedi	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	shenjtëroj	trust	0.672
cohesive	i bashkuar	trust	0.672
covenant	marrëveshje	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	i patëmetë	trust	0.672
safe	i sigurt	trust	0.672
intelligent	i zgjuar	trust	0.672
merit	meritë	trust	0.664
impeccable	i patëmetë	trust	0.664
affirmatively	pozitivisht	trust	0.664
spiritual	shpirtëror	trust	0.664
advocate	avokat	trust	0.664
team	ekip	trust	0.664
heroic	heroik	trust	0.664
communicate	komunikoj	trust	0.664
disciple	dishepull	trust	0.664
expert	ekspert	trust	0.664
proficient	i aftë	trust	0.664
specialist	specialist	trust	0.664
ambassador	ambasador	trust	0.664
accept	pranoj	trust	0.664
attestation	vërtetim	trust	0.664
supporting	mbështetës	trust	0.664
reliance	besim	trust	0.664
authority	autoritet	trust	0.664
accountability	përgjegjësi	trust	0.664
guidebook	libër udhërrëfyes	trust	0.664
fulfillment	përmbushje	trust	0.664
strengthening	forcim	trust	0.661
familiar	i njohur	trust	0.656
facts	fakte	trust	0.656
achieve	arrij	trust	0.656
warranty	garanci	trust	0.656
structure	strukturë	trust	0.656
steadfast	i palëkundur	trust	0.656
favorable	i favorshëm	trust	0.656
counsel	këshillë	trust	0.656
relationship	marrëdhënie	trust	0.656
scientific	shkencor	trust	0.656
gentleman	zotëri	trust	0.656
strength	forcë	trust	0.656
elder	i moshuar	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	Shenjtëri	trust	0.656
excellent	i shkëlqyer	trust	0.656
proficiency	aftësi	trust	0.656
constancy	qëndrueshmëri	trust	0.656
defended	mbrojti	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	mbështetem	trust	0.648
heroism	heroizëm	trust	0.648
peaceful	i qetë	trust	0.648
competency	kompetencë	trust	0.648
assuredly	sigurisht	trust	0.648
brother	vëlla	trust	0.648
counselor	këshilltar	trust	0.648
successful	e suksesshme	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	mbrojtës	trust	0.648
saint	shenjt	trust	0.648
harmony	harmoni	trust	0.648
matrimony	martesë	trust	0.648
noble	fisnik	trust	0.648
inspiration	frymëzim	trust	0.648
academic	akademik	trust	0.648
assist	ndihmoj	trust	0.648
agreed	dakord	trust	0.648
uphold	përkrah	trust	0.648
comrade	shok	trust	0.648
lovable	i dashur	trust	0.648
advisable	i këshillueshëm	trust	0.648
solidarity	solidaritet	trust	0.648
worthy	i denjë	trust	0.643
durability	qëndrueshmëri	trust	0.641
