word	Galician-gl	emotion	emotion-intensity-score
heartfelt	sincero	trust	0.734
unification	unificación	trust	0.734
protecting	protexer	trust	0.734
reassurance	tranquilidade	trust	0.734
admirable	admirable	trust	0.734
trustee	administrador	trust	0.734
supporter	partidario	trust	0.734
confirmation	confirmación	trust	0.734
respectful	respetuoso	trust	0.734
alliance	alianza	trust	0.727
equality	igualdade	trust	0.727
friendship	amizade	trust	0.727
agreement	acordo	trust	0.727
fact	feito	trust	0.727
confident	confiado	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	crendo	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excelencia	trust	0.727
credential	credenciais	trust	0.727
closeness	proximidade	trust	0.719
authenticate	autenticar	trust	0.719
intelligence	intelixencia	trust	0.719
virtue	virtude	trust	0.719
honored	honrado	trust	0.719
virtuous	virtuoso	trust	0.719
kindred	afín	trust	0.719
charitable	caritativo	trust	0.711
dedication	dedicación	trust	0.711
guarantee	Garantía	trust	0.711
cooperation	cooperación	trust	0.711
creditable	acreditable	trust	0.711
consistency	consistencia	trust	0.711
allegiance	alianza	trust	0.711
cooperating	cooperando	trust	0.711
straightforward	sinxelo	trust	0.711
determination	determinación	trust	0.711
justice	xustiza	trust	0.711
sanctuary	santuario	trust	0.703
nurture	nutrir	trust	0.703
innocent	inocente	trust	0.703
admire	admirar	trust	0.703
assurance	garantía	trust	0.703
morality	moralidade	trust	0.703
prepared	preparado	trust	0.703
friendliness	simpatía	trust	0.703
reliable	fiable	trust	0.703
mentor	mentor	trust	0.703
guardianship	tutela	trust	0.703
fulfilled	cumprida	trust	0.703
reverence	reverencia	trust	0.703
proof	proba	trust	0.703
admiration	admiración	trust	0.703
mother	nai	trust	0.703
protected	protexido	trust	0.703
motherhood	maternidade	trust	0.703
marriage	matrimonio	trust	0.695
skillful	hábil	trust	0.695
indestructible	indestructible	trust	0.695
guardian	gardián	trust	0.695
accountable	responsable	trust	0.695
courage	coraxe	trust	0.695
bodyguard	guardaespaldas	trust	0.695
agreeable	agradable	trust	0.695
scientist	científica	trust	0.695
allied	aliados	trust	0.695
compassionate	compasivo	trust	0.695
humanitarian	humanitario	trust	0.695
approving	aprobación	trust	0.695
united	unidos	trust	0.695
pact	pacto	trust	0.695
certified	certificado	trust	0.695
morals	moral	trust	0.695
esteem	estima	trust	0.688
secure	seguro	trust	0.688
perfection	perfección	trust	0.688
guidance	orientación	trust	0.688
competent	competente	trust	0.688
authenticity	autenticidade	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	xustificable	trust	0.688
humanity	humanidade	trust	0.688
solidity	solidez	trust	0.688
adviser	asesor	trust	0.688
pledge	compromiso	trust	0.688
believed	creu	trust	0.688
understanding	comprensión	trust	0.688
monogamy	monogamia	trust	0.688
expertise	experiencia	trust	0.680
diplomatic	diplomático	trust	0.680
confidential	confidencial	trust	0.680
hope	esperanza	trust	0.680
protector	protector	trust	0.680
agreeing	acordando	trust	0.680
diligence	dilixencia	trust	0.680
official	Oficial	trust	0.680
affirm	afirmar	trust	0.680
indivisible	indivisible	trust	0.680
grandfather	avó	trust	0.680
humble	humilde	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advocacy	trust	0.680
elders	anciáns	trust	0.680
goodness	bondade	trust	0.680
commendable	encomiable	trust	0.680
inspire	inspirar	trust	0.680
approve	aprobar	trust	0.680
confide	confiar	trust	0.680
professional	profesional	trust	0.680
familiarity	familiaridade	trust	0.680
leader	líder	trust	0.680
confirmed	confirmado	trust	0.680
acceptance	aceptación	trust	0.680
benevolence	benevolencia	trust	0.672
dignity	dignidade	trust	0.672
harmoniously	harmoniosamente	trust	0.672
mastery	dominio	trust	0.672
unwavering	inquebrantable	trust	0.672
accredited	acreditados	trust	0.672
healing	curación	trust	0.672
encyclopedia	enciclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	santificar	trust	0.672
cohesive	cohesionado	trust	0.672
covenant	pacto	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	impecable	trust	0.672
safe	seguro	trust	0.672
intelligent	intelixente	trust	0.672
merit	mérito	trust	0.664
impeccable	impecable	trust	0.664
affirmatively	afirmativamente	trust	0.664
spiritual	espiritual	trust	0.664
advocate	avogado	trust	0.664
team	equipo	trust	0.664
heroic	heroica	trust	0.664
communicate	comunicarse	trust	0.664
disciple	discípulo	trust	0.664
expert	experto	trust	0.664
proficient	proficiente	trust	0.664
specialist	especialista	trust	0.664
ambassador	embaixador	trust	0.664
accept	aceptar	trust	0.664
attestation	certificado	trust	0.664
supporting	apoio	trust	0.664
reliance	dependencia	trust	0.664
authority	autoridade	trust	0.664
accountability	responsabilidade	trust	0.664
guidebook	guía	trust	0.664
fulfillment	cumprimento	trust	0.664
strengthening	fortalecemento	trust	0.661
familiar	familiar	trust	0.656
facts	feitos	trust	0.656
achieve	alcanzar	trust	0.656
warranty	garantía	trust	0.656
structure	estrutura	trust	0.656
steadfast	firme	trust	0.656
favorable	favorable	trust	0.656
counsel	avogado	trust	0.656
relationship	relación	trust	0.656
scientific	científico	trust	0.656
gentleman	señor	trust	0.656
strength	forza	trust	0.656
elder	maior	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	santidade	trust	0.656
excellent	excelente	trust	0.656
proficiency	competencia	trust	0.656
constancy	constancia	trust	0.656
defended	defendido	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	contar	trust	0.648
heroism	heroísmo	trust	0.648
peaceful	pacífico	trust	0.648
competency	competencia	trust	0.648
assuredly	seguro	trust	0.648
brother	irmán	trust	0.648
counselor	conselleiro	trust	0.648
successful	exitoso	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	protectora	trust	0.648
saint	santo	trust	0.648
harmony	harmonía	trust	0.648
matrimony	matrimonio	trust	0.648
noble	nobre	trust	0.648
inspiration	inspiración	trust	0.648
academic	académico	trust	0.648
assist	axudar	trust	0.648
agreed	acordado	trust	0.648
uphold	manter	trust	0.648
comrade	compañeiro	trust	0.648
lovable	amable	trust	0.648
advisable	recomendable	trust	0.648
solidarity	solidariedade	trust	0.648
worthy	digno	trust	0.643
durability	durabilidade	trust	0.641
coexist	coexistir	trust	0.641
assure	asegurar	trust	0.641
establish	establecer	trust	0.641
benefactor	benefactor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	líder	trust	0.641
loving	cariñoso	trust	0.641
teacher	profesor	trust	0.641
judiciary	xudicial	trust	0.641
conscientious	consciente	trust	0.641
confidence	confianza	trust	0.641
lawful	legal	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	ordenado	trust	0.641
champion	campión	trust	0.641
unity	unidade	trust	0.641
legal	legal	trust	0.641
kind	tipo	trust	0.641
credence	credencia	trust	0.641
real	real	trust	0.641
doctor	médico	trust	0.641
intimate	íntimo	trust	0.634
hopeful	esperanzador	trust	0.633
fortitude	fortaleza	trust	0.633
physician	médico	trust	0.633
brotherly	irmán	trust	0.633
aspiration	aspiración	trust	0.633
convincing	convincente	trust	0.633
sanctification	santificación	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	homenaxe	trust	0.633
courageous	valente	trust	0.633
soundness	solidez	trust	0.633
legitimacy	lexitimidade	trust	0.633
endorse	apoiar	trust	0.633
fidelity	fidelidade	trust	0.633
bless	bendiga	trust	0.633
judicial	xudicial	trust	0.633
important	importante	trust	0.633
saintly	santo	trust	0.633
conscience	consciencia	trust	0.633
therapeutic	terapéutico	trust	0.633
authorize	autorizar	trust	0.633
devotional	devocional	trust	0.633
practiced	practicado	trust	0.633
backbone	columna vertebral	trust	0.633
approved	aprobado	trust	0.633
evident	evidente	trust	0.625
encourage	animar	trust	0.625
caretaker	coidador	trust	0.625
regard	conta	trust	0.625
angel	anxo	trust	0.625
engaged	comprometidos	trust	0.625
blessing	bendición	trust	0.625
professorship	profesorado	trust	0.625
majestic	majestuoso	trust	0.625
communication	comunicación	trust	0.625
purify	purificar	trust	0.625
authorization	autorización	trust	0.625
wonderful	marabilloso	trust	0.625
achievement	logro	trust	0.625
fireman	bombeiro	trust	0.625
certify	certificar	trust	0.625
civilized	civilizado	trust	0.625
profound	profundo	trust	0.625
accurate	preciso	trust	0.625
assured	seguro	trust	0.625
positivity	positividade	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	bo	trust	0.617
absolution	absolución	trust	0.617
commend	felicitar	trust	0.617
cherish	apreciar	trust	0.617
fundamental	fundamental	trust	0.617
advice	consello	trust	0.617
objective	obxectivo	trust	0.617
optimism	optimismo	trust	0.617
testament	testamento	trust	0.617
qualities	calidades	trust	0.617
haven	refuxio	trust	0.617
heroine	heroína	trust	0.617
constantly	constantemente	trust	0.617
appreciation	apreciación	trust	0.617
triumphant	triunfante	trust	0.617
accord	acordar	trust	0.617
reassure	tranquilizar	trust	0.617
truce	tregua	trust	0.617
thoughtful	reflexivo	trust	0.617
teach	ensinar	trust	0.617
god	deus	trust	0.617
corroborate	corroborar	trust	0.617
believer	crente	trust	0.617
unimpeachable	inexpugnable	trust	0.617
surety	garantía	trust	0.617
attentive	atento	trust	0.617
gospel	evanxeo	trust	0.617
bedrock	rochosa	trust	0.617
approvement	aprobación	trust	0.617
planning	planificación	trust	0.617
rational	racional	trust	0.617
passionate	apaixonado	trust	0.617
happy	feliz	trust	0.609
babysitter	babá	trust	0.609
brilliant	brillante	trust	0.609
praise	loanza	trust	0.609
definitive	definitiva	trust	0.609
considerate	Grazas	trust	0.609
patron	mecenas	trust	0.609
scripture	Escritura	trust	0.609
heal	curar	trust	0.609
praiseworthy	louvável	trust	0.609
steward	administrador	trust	0.609
awareness	conciencia	trust	0.609
officer	oficial	trust	0.609
purification	purificación	trust	0.609
excel	excel	trust	0.609
civilization	civilización	trust	0.609
liking	gusto	trust	0.609
comfort	confort	trust	0.609
magnificence	magnificencia	trust	0.609
notary	notario	trust	0.609
progression	progresión	trust	0.609
mediator	mediador	trust	0.609
blessings	benzóns	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	recomendar	trust	0.609
brave	valente	trust	0.602
experienced	experimentado	trust	0.602
steady	constante	trust	0.602
enlightenment	iluminación	trust	0.602
brighten	alegrar	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	cumprir	trust	0.602
witness	testemuña	trust	0.602
humility	humildad	trust	0.602
sympathetic	simpático	trust	0.602
helpful	útil	trust	0.602
symmetry	simetría	trust	0.602
unquestionable	indiscutible	trust	0.602
peace	paz	trust	0.602
transcendence	transcendencia	trust	0.602
serenity	serenidade	trust	0.602
embrace	abrazar	trust	0.602
inspired	inspirado	trust	0.602
mainstay	pilar	trust	0.602
unconditional	incondicional	trust	0.602
guarded	gardado	trust	0.602
identify	identificar	trust	0.602
marry	casar	trust	0.594
grant	concesión	trust	0.594
depend	dependen	trust	0.594
complimentary	gratis	trust	0.594
spouse	cónxuxe	trust	0.594
tranquility	tranquilidade	trust	0.594
vigilant	vigilante	trust	0.594
ministry	ministerio	trust	0.594
fairly	bastante	trust	0.594
philanthropic	filantrópico	trust	0.594
openly	abertamente	trust	0.594
generous	xeneroso	trust	0.594
strengthen	fortalecer	trust	0.594
gratitude	gratitude	trust	0.594
befriend	amigo	trust	0.594
substantiate	acreditar	trust	0.594
praised	elogiado	trust	0.594
admiral	almirante	trust	0.594
regent	regente	trust	0.594
sage	sabio	trust	0.594
assessment	avaliación	trust	0.594
enlighten	iluminar	trust	0.594
eminence	eminencia	trust	0.594
commendation	recomendación	trust	0.594
efficient	eficiente	trust	0.594
nurse	enfermeira	trust	0.594
visionary	visionario	trust	0.594
generosity	xenerosidade	trust	0.594
vigilance	vixilancia	trust	0.594
endowment	dotación	trust	0.594
council	consello	trust	0.594
sweetheart	cariño	trust	0.589
attest	testemuñar	trust	0.586
prestige	prestixio	trust	0.586
serene	sereno	trust	0.586
unfailing	infalible	trust	0.586
testimony	testemuño	trust	0.586
checklist	lista de verificación	trust	0.586
inheritance	herdanza	trust	0.586
monk	monxe	trust	0.586
godly	piadoso	trust	0.586
compliance	cumprimento	trust	0.586
rooted	rooteado	trust	0.586
constitutional	constitucional	trust	0.586
conservation	conservación	trust	0.586
bylaw	ordenanza	trust	0.586
helper	axudante	trust	0.586
joyful	alegre	trust	0.586
collectively	colectivamente	trust	0.586
meritorious	meritorio	trust	0.586
acclaim	aclamación	trust	0.586
diplomacy	diplomacia	trust	0.586
educational	educativo	trust	0.586
husbandry	gandería	trust	0.586
share	compartir	trust	0.586
enjoying	gozando	trust	0.586
firmness	firmeza	trust	0.586
convince	convencer	trust	0.586
designation	designación	trust	0.586
tribe	tribo	trust	0.586
victory	vitoria	trust	0.586
magnificent	magnífico	trust	0.586
lovely	precioso	trust	0.586
seniority	antigüidade	trust	0.586
angelic	angélico	trust	0.586
ambition	ambición	trust	0.586
father	pai	trust	0.586
mate	compañeiro	trust	0.586
sobriety	sobriedade	trust	0.586
revere	revere	trust	0.586
delegate	delegado	trust	0.586
navigator	navegador	trust	0.578
watchdog	vixiante	trust	0.578
obey	obedecer	trust	0.578
cheerfulness	alegría	trust	0.578
inviting	invitando	trust	0.578
judge	xuíz	trust	0.578
irrefutable	irrefutable	trust	0.578
philanthropist	filántropa	trust	0.578
careful	coidado	trust	0.578
communion	comunión	trust	0.578
coexisting	coexistindo	trust	0.578
impartiality	imparcialidade	trust	0.578
unquestioned	incuestionable	trust	0.578
upright	vertical	trust	0.578
authoritative	autoritario	trust	0.578
structural	estrutural	trust	0.578
convinced	convencido	trust	0.578
smile	sorriso	trust	0.578
commandant	comandante	trust	0.578
dutiful	obediente	trust	0.578
shelter	refuxio	trust	0.578
revival	renacemento	trust	0.578
professor	profesor	trust	0.578
adore	adoro	trust	0.578
legalized	legalizado	trust	0.578
punctual	puntual	trust	0.570
counsellor	conselleiro	trust	0.570
complement	complemento	trust	0.570
corroboration	corroboración	trust	0.570
immaculate	impecable	trust	0.570
relative	achegada	trust	0.570
apostle	apóstolo	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	conectivo	trust	0.570
insure	asegurar	trust	0.570
plausible	plausible	trust	0.570
consult	consultar	trust	0.570
modest	modesto	trust	0.570
measured	medido	trust	0.570
pilot	piloto	trust	0.570
collaborator	colaborador	trust	0.570
advise	aconsellar	trust	0.570
cuddle	abrazar	trust	0.570
ordinance	ordenanza	trust	0.570
compass	compás	trust	0.570
guide	guía	trust	0.570
everlasting	eterno	trust	0.570
adhering	unirse	trust	0.570
determinate	determinado	trust	0.570
heavenly	celestial	trust	0.570
principal	principal	trust	0.570
abundance	abundancia	trust	0.570
matron	matrona	trust	0.570
unequivocal	inequívoco	trust	0.570
volunteers	voluntarios	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	sen dúbida	trust	0.570
pertinent	pertinente	trust	0.562
devout	devoto	trust	0.562
curable	curable	trust	0.562
insight	visión	trust	0.562
congregation	congregación	trust	0.562
admit	admitir	trust	0.562
pleasant	agradable	trust	0.562
vigorous	vigoroso	trust	0.562
fort	forte	trust	0.562
remarkable	notable	trust	0.562
content	contido	trust	0.562
spotless	impecable	trust	0.562
uplift	elevación	trust	0.562
compensate	compensar	trust	0.562
lovemaking	facer o amor	trust	0.562
jury	xurado	trust	0.562
jurist	xurista	trust	0.562
soothing	calmante	trust	0.562
ordination	ordenación	trust	0.562
cohesion	cohesión	trust	0.562
frankness	franqueza	trust	0.562
strong	forte	trust	0.562
miracle	milagre	trust	0.562
concordance	concordancia	trust	0.562
applaud	aplaudir	trust	0.562
prize	premio	trust	0.562
apostolic	apostólico	trust	0.562
succeeding	seguindo	trust	0.562
vitality	vitalidade	trust	0.562
treasurer	tesorero	trust	0.562
save	gardar	trust	0.562
earn	gañar	trust	0.562
midwife	partera	trust	0.555
discretion	discreción	trust	0.555
worship	adoración	trust	0.555
constant	constante	trust	0.555
foresight	previsión	trust	0.555
vote	votar	trust	0.555
cultivate	cultivar	trust	0.555
impartial	imparcial	trust	0.555
illumination	iluminación	trust	0.555
ambulance	ambulancia	trust	0.555
privacy	privacidade	trust	0.555
succeed	ter éxito	trust	0.555
providing	ofrecendo	trust	0.555
veteran	veterano	trust	0.555
patience	paciencia	trust	0.555
prophet	profeta	trust	0.555
coach	adestrador	trust	0.555
intuition	intuicion	trust	0.555
reconciliation	reconciliación	trust	0.555
defender	defensor	trust	0.555
coalesce	unirse	trust	0.555
mediate	mediar	trust	0.555
precedence	precedencia	trust	0.555
congruence	congruencia	trust	0.555
buddy	compañeira	trust	0.555
reunion	reunión	trust	0.555
restorative	restaurador	trust	0.555
destined	destinado	trust	0.555
physicist	físico	trust	0.555
influential	influente	trust	0.555
exalt	exaltar	trust	0.555
greatness	grandeza	trust	0.555
inclusion	inclusión	trust	0.555
auditor	auditor	trust	0.555
meditate	meditar	trust	0.555
betrothed	prometido	trust	0.555
proud	orgulloso	trust	0.547
provide	proporcionar	trust	0.547
conciliation	conciliación	trust	0.547
ancestral	ancestral	trust	0.547
liberty	liberdade	trust	0.547
durable	duradeiro	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	prudente	trust	0.547
invocation	invocación	trust	0.547
engaging	enganándose	trust	0.547
statement	declaración	trust	0.547
rejoice	Alegre	trust	0.547
cheer	animar	trust	0.547
eyewitness	testemuña	trust	0.547
prevalent	prevalente	trust	0.547
securities	títulos	trust	0.547
friendly	amigable	trust	0.547
salvation	salvación	trust	0.547
independence	independencia	trust	0.547
govern	gobernar	trust	0.547
forgive	perdoar	trust	0.547
commanding	comandante	trust	0.547
convent	convento	trust	0.547
reinforcement	reforzo	trust	0.547
