word	Persian-fa	emotion	emotion-intensity-score
attendant	همراهی	trust	0.461
oblige	وادار کردن	trust	0.461
patriarchal	پدرسالاری	trust	0.461
kitten	بچه گربه	trust	0.461
cathedral	کلیسای جامع	trust	0.455
eagle	عقاب	trust	0.453
puppy	توله سگ	trust	0.453
present	حاضر	trust	0.453
perceive	درک	trust	0.453
foresee	پیش بینی	trust	0.453
governor	فرماندار	trust	0.453
synergistic	همرنگ	trust	0.453
commonplace	عادی	trust	0.453
exchange	تبادل	trust	0.453
journeyman	سفرنامهنویس	trust	0.453
laud	لود	trust	0.453
chairwoman	رئیس	trust	0.453
encomium	encomium	trust	0.453
strategist	استراتژیست	trust	0.453
dawn	سپیده دم	trust	0.453
excited	برانگیخته	trust	0.453
finally	سرانجام	trust	0.453
level	سطح	trust	0.453
chart	چارت سازمانی	trust	0.453
oasis	اواسط	trust	0.453
insulation	عایق	trust	0.453
president	رئيس جمهور	trust	0.453
deputy	قائم مقام	trust	0.453
orthodoxy	ارتدوکس	trust	0.445
sir	آقا	trust	0.445
theorem	قضیه	trust	0.445
formula	فرمول	trust	0.445
operation	عمل	trust	0.445
bridegroom	عروسک	trust	0.445
lodging	مسکن	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	کتابچه راهنمای	trust	0.445
impart	تحویل دادن	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	جبران خسارت	trust	0.445
negotiate	مذاکره کن	trust	0.445
magnify	بزرگ شدن	trust	0.445
chancellor	صدراعظم	trust	0.445
crew	خدمه	trust	0.445
sensual	احساساتی	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	معمولی	trust	0.445
asserting	ادعا می کند	trust	0.445
chocolate	شکلات	trust	0.445
statistical	آماری	trust	0.445
lord	خداوند	trust	0.445
exaltation	احترام	trust	0.445
employ	استخدام کنید	trust	0.445
orchestra	ارکستر	trust	0.445
director	کارگردان	trust	0.445
chemist	شیمیدان	trust	0.445
remains	باقی	trust	0.445
enliven	زنده ماندن	trust	0.445
sun	آفتاب	trust	0.438
imagination	خیال پردازی	trust	0.438
comptroller	comptroller	trust	0.438
digit	رقمی	trust	0.438
cabinet	کابینه	trust	0.438
emphasize	اهمیت دادن	trust	0.438
atone	اتمام	trust	0.438
inauguration	افتتاح	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	نخبه	trust	0.438
governess	سرپرست	trust	0.438
tandem	پشت سر هم	trust	0.438
conveyancing	تحویل	trust	0.438
arbitrator	داور	trust	0.438
oracle	اوراکل	trust	0.438
economy	اقتصاد	trust	0.438
elect	برگزیدن	trust	0.438
villager	روستایی	trust	0.438
fate	سرنوشت	trust	0.438
exhaustive	جامع	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	خدمتکار	trust	0.438
conformity	انطباق	trust	0.438
grammar	دستور زبان	trust	0.430
disclosed	افشا شده	trust	0.430
persuade	متقاعد کردن	trust	0.430
compact	فشرده	trust	0.430
rule	قانون	trust	0.430
deacon	دیاکون	trust	0.430
impressionable	قابل اعتماد	trust	0.430
cop	پلیس	trust	0.430
neutrality	بی طرفی	trust	0.430
pay	پرداخت	trust	0.430
bridal	عروسی	trust	0.430
wealth	ثروت	trust	0.430
base	پایه	trust	0.430
errand	ماموریت	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	سختی	trust	0.430
estimable	تخمین زده می شود	trust	0.430
lender	قرض دهنده	trust	0.430
sentry	نگهبان	trust	0.430
invite	دعوت	trust	0.430
circle	دایره	trust	0.430
grit	گره	trust	0.430
elucidate	روشن کردن	trust	0.430
repay	بازپرداخت	trust	0.430
resources	منابع	trust	0.430
blanket	پتو	trust	0.430
occupant	مسافر	trust	0.430
bequest	پرستش	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	شمردن	trust	0.430
hail	تگرگ	trust	0.430
playful	بازیگوش	trust	0.430
simplify	ساده کردن	trust	0.430
differential	دیفرانسیل	trust	0.430
utopian	utopian	trust	0.430
parish	فرقه	trust	0.422
sing	آواز خواندن	trust	0.422
dominion	سلطه	trust	0.422
dealings	معاملات	trust	0.422
theocratic	دینی	trust	0.422
shopkeeper	مغازه دار	trust	0.422
accountant	حسابدار	trust	0.422
forum	انجمن	trust	0.422
fixed	درست شد	trust	0.422
eulogize	فراموش نکنید	trust	0.422
diary	دفتر خاطرات	trust	0.422
intend	قصد دارم	trust	0.422
supplication	تقاضا	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	شاگرد	trust	0.422
continue	ادامه هید	trust	0.422
antiseptic	ضد عفونی کننده	trust	0.422
perennial	چند ساله	trust	0.422
primer	آغازگر	trust	0.422
enablement	توانمندسازی	trust	0.422
respite	مهلت	trust	0.422
assignee	وفادار	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	تجارت	trust	0.422
travel	مسافرت رفتن	trust	0.422
probity	اعتماد	trust	0.422
axiom	معرفت	trust	0.422
maintenance	نگهداری	trust	0.422
reconsideration	تجدید نظر	trust	0.422
treat	درمان شود	trust	0.422
truss	خرپا	trust	0.422
hymn	شعر	trust	0.422
supremacy	برتری	trust	0.422
athlete	ورزشکار	trust	0.414
cogent	محتاطانه	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	خدمت	trust	0.414
incline	شیب	trust	0.414
trainer	مربی	trust	0.414
choir	گروه کر	trust	0.414
preservative	نگهدارنده	trust	0.414
kudos	کودوس	trust	0.414
cash	پول نقد	trust	0.414
gazette	خبرنامه	trust	0.414
akin	وابسته	trust	0.414
amortization	استهلاک	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	خبرنگار	trust	0.414
salary	حقوق	trust	0.414
offering	ارائه	trust	0.414
leap	جهش	trust	0.414
transaction	معامله	trust	0.414
privilege	امتیاز	trust	0.414
consort	همسایه	trust	0.414
rapt	رپ	trust	0.414
commodore	کومورور	trust	0.414
conglomerate	کنگلومرا	trust	0.414
synod	همدان	trust	0.414
deference	احترام	trust	0.414
labor	نیروی کار	trust	0.414
gate	دروازه	trust	0.414
routine	معمولی	trust	0.414
luxury	لوکس	trust	0.406
tree	درخت	trust	0.406
legislator	قانون گذار	trust	0.406
executor	مجرم	trust	0.406
leisure	اوقات فراغت	trust	0.406
system	سیستم	trust	0.406
fitting	مناسب	trust	0.406
trophy	جایزه	trust	0.406
nation	ملت	trust	0.406
glorify	شکوه دادن	trust	0.406
linguist	زبانشناس	trust	0.406
extol	بی ادبی	trust	0.406
dermatologist	متخصص پوست	trust	0.406
judged	قضاوت شده	trust	0.406
sanction	مجازات	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	بازپرداخت	trust	0.406
patrol	گشت	trust	0.406
abacus	همسر	trust	0.406
radar	رادار	trust	0.406
budget	بودجه	trust	0.406
deluxe	لوکس	trust	0.398
intense	شدید	trust	0.398
explain	توضیح	trust	0.398
gentry	دایی	trust	0.398
quaint	عجیب و غریب	trust	0.398
parietal	تریتیال	trust	0.398
barter	تبعیض	trust	0.398
pursue	دنبال کردن	trust	0.398
clearance	ترخیص کالا از گمرک	trust	0.398
popular	محبوب	trust	0.398
ground	زمینی	trust	0.398
depository	سپرده گذاری	trust	0.398
journalism	روزنامه نگاری	trust	0.398
electorate	رای دهندگان	trust	0.398
climax	اوج	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	درخشان	trust	0.398
yearning	اشتیاق	trust	0.398
neutral	خنثی	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	لانه	trust	0.398
clan	قبیله	trust	0.398
merchandise	کالا	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	اهن	trust	0.398
eulogy	تعبیر	trust	0.398
accounts	حساب ها	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	اسب	trust	0.391
gay	همجنسگرا	trust	0.391
usher	راننده	trust	0.391
paean	پائین	trust	0.391
chandler	چاندلر	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	ستاره	trust	0.391
recline	عقب انداختن	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	شفاعت	trust	0.391
escort	اسکورت	trust	0.391
cube	مکعب	trust	0.391
follower	دنباله رو	trust	0.391
armory	اسلحه	trust	0.391
surrogate	جایگزین	trust	0.391
baggage	بار سفر	trust	0.391
downright	درست است	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	احمقانه	trust	0.391
messenger	پیام رسان	trust	0.391
grin	گرمی	trust	0.391
translation	ترجمه	trust	0.391
deal	معامله	trust	0.391
lean	لاغر	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	برچسب	trust	0.383
fortune	ثروت	trust	0.383
series	سلسله	trust	0.383
crisp	ترد	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	مقررات حکومت نظامی وخاموشی در ساعت معین شب	trust	0.383
leaning	تکیه دادن	trust	0.383
larger	بزرگتر	trust	0.383
possess	داشتن	trust	0.383
gage	گجتی	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	فضل	trust	0.383
bartender	کاردان	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	بازپرداخت	trust	0.383
culinary	آشپزی	trust	0.383
faculty	دانشکده	trust	0.383
clapping	کف زدن	trust	0.375
general	عمومی	trust	0.375
sex	ارتباط جنسی	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	ارزیابی کننده	trust	0.375
confederate	کنفدراسیون	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	تفاوت	trust	0.375
bouquet	دسته گل	trust	0.375
adjust	تنظیم کنید	trust	0.375
cover	پوشش	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	پیک نیک	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	سلب مسئولیت	trust	0.367
knickers	لباس شلوار جین	trust	0.367
garrison	پادگان	trust	0.367
dogma	دگمه	trust	0.367
microscope	میکروسکوپ	trust	0.367
senate	سنا	trust	0.367
nestle	نستله	trust	0.367
dolphin	دلفین	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	دریایی	trust	0.367
marrow	مغز	trust	0.367
bargain	چانه زدن	trust	0.367
bursary	دوره کارشناسی	trust	0.367
cosmopolitan	شهری	trust	0.367
bailiff	ناظران	trust	0.367
pretty	بسیار	trust	0.367
swell	تورم	trust	0.367
superstar	ستاره	trust	0.367
throne	تخت پادشاهی	trust	0.367
collateral	وثیقه	trust	0.367
homosexual	همجنسگرایان	trust	0.367
manual	کتابچه راهنمای	trust	0.367
magnet	آهن ربا	trust	0.367
periodicity	دوره ای	trust	0.367
green	سبز	trust	0.359
eulogium	مقدس	trust	0.359
phalanx	فالانکس	trust	0.359
money	پول	trust	0.359
mortgagee	رهن	trust	0.359
roadster	روستر	trust	0.359
vulnerable	آسیب پذیر	trust	0.359
lettered	نامه	trust	0.359
circumstances	موقعیت	trust	0.359
boomerang	بومرنگ	trust	0.359
privileged	ممتاز	trust	0.359
promo	تبلیغی	trust	0.359
calls	تماس می گیرد	trust	0.359
maxim	حداکثر	trust	0.359
fender	گلگیر	trust	0.359
fade	محو شدن	trust	0.359
stark	قشنگ	trust	0.359
footing	پایه	trust	0.359
dance	رقص	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	بانکدار	trust	0.352
rave	دیوانه	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	نشان بده	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	نظرسنجی	trust	0.352
laser	لیزر	trust	0.352
font	فونت	trust	0.352
administrative	اداری	trust	0.352
seals	مهر و موم	trust	0.352
suggest	پیشنهاد می دهد	trust	0.352
tactics	تاکتیک ها	trust	0.352
fuse	فیوز	trust	0.352
axiomatic	معنی دار	trust	0.352
attorney	وکیل	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	موقت	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	کف زدن	trust	0.344
dame	داماد	trust	0.344
playground	زمین بازی	trust	0.344
entertainment	سرگرمی	trust	0.344
bounce	گزاف گویی	trust	0.344
endless	بی پایان	trust	0.344
purr	خراب کردن	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	دارنده	trust	0.344
servant	خدمتگزار	trust	0.344
lace	توری	trust	0.344
white	سفید	trust	0.344
weigh	وزن کن	trust	0.344
cement	سیمان	trust	0.336
legislature	مجلس قانونگذاری	trust	0.336
carol	کارول	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	شهرت دارد	trust	0.336
lens	لنز	trust	0.336
shoulder	شانه	trust	0.336
food	غذا	trust	0.336
county	شهرستان	trust	0.336
opera	اپرا	trust	0.336
estimation	برآورد کردن	trust	0.336
corporation	شرکت	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	کانن ها	trust	0.328
gauging	اندازه گیری	trust	0.328
theory	تئوری	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	مشتاق	trust	0.328
wear	پوشیدن	trust	0.328
execution	اجرا	trust	0.328
swear	سوگند	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	میله	trust	0.320
pavement	پیاده رو	trust	0.320
cap	کلاه لبه دار	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	پروکسی	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	غروب آفتاب	trust	0.320
unofficial	غیر رسمی	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	تیر اهن	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	دفع شده	trust	0.320
interior	داخلی	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	پر کن	trust	0.320
clerical	روحانی	trust	0.320
veal	گوشت گوساله	trust	0.312
smith	اسمیت	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	قرص	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	پیشگیری	trust	0.312
spaniel	اسپانیول	trust	0.312
spa	آبگرم	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	قوماندانی	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	راز	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	ساعت ساندویچ	trust	0.305
thermometer	دماسنج	trust	0.305
actress	بازیگر	trust	0.305
presumption	فرضیه	trust	0.305
hermit	گوشه نشین	trust	0.305
warn	هشدار بده	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	استثنا	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	مقاومت	trust	0.297
shopping	خريد كردن	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	پین	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	پلاتر	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	غلغلک دادن	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	اسم	trust	0.297
pivot	محور	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	کنگره	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	levee	trust	0.297
mandarin	ماندارین	trust	0.297
calf	گوساله	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	خستگی	trust	0.289
machine	دستگاه	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	چیکن	trust	0.289
owing	به خاطر	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	وزن	trust	0.289
insolvent	ورشکسته	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	تلنگر	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	مویل	trust	0.281
surrender	تسلیم شدن	trust	0.281
fiesta	فیستا	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	زود باور	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	انکار کردن	trust	0.281
celebrity	فرد مشهور	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	چاق و چله	trust	0.273
ejaculation	انزال	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	کنگره	trust	0.273
indent	عقب نشینی	trust	0.273
rejection	طرد شدن	trust	0.273
