word	Maltese-mt	emotion	emotion-intensity-score
cultivate	jikkultivaw	trust	0.555
impartial	imparzjali	trust	0.555
illumination	illuminazzjoni	trust	0.555
ambulance	ambulanza	trust	0.555
privacy	privatezza	trust	0.555
succeed	tirnexxi	trust	0.555
providing	jipprovdu	trust	0.555
veteran	veteran	trust	0.555
patience	paċenzja	trust	0.555
prophet	profeta	trust	0.555
coach	kowċ	trust	0.555
intuition	intuwizzjoni	trust	0.555
reconciliation	rikonċiljazzjoni	trust	0.555
defender	difensur	trust	0.555
coalesce	koalesce	trust	0.555
mediate	medja	trust	0.555
precedence	preċedenza	trust	0.555
congruence	kongruwenza	trust	0.555
buddy	buddy	trust	0.555
reunion	rijunjoni	trust	0.555
restorative	restawr	trust	0.555
destined	destinat	trust	0.555
physicist	fiżiku	trust	0.555
influential	influwenti	trust	0.555
exalt	exalt	trust	0.555
greatness	kbir	trust	0.555
inclusion	inklużjoni	trust	0.555
auditor	awditur	trust	0.555
meditate	timmeditaw	trust	0.555
betrothed	betrothed	trust	0.555
proud	kburi	trust	0.547
provide	jipprovdu	trust	0.547
conciliation	konċiljazzjoni	trust	0.547
ancestral	antenati	trust	0.547
liberty	libertà	trust	0.547
durable	durabbli	trust	0.547
impenetrable	impenetrabbli	trust	0.547
prudent	prudenti	trust	0.547
invocation	invokazzjoni	trust	0.547
engaging	involviment	trust	0.547
statement	stqarrija	trust	0.547
rejoice	tiċċelebra	trust	0.547
cheer	cheer	trust	0.547
eyewitness	xhieda okulari	trust	0.547
prevalent	prevalenti	trust	0.547
securities	titoli	trust	0.547
friendly	ambjent	trust	0.547
salvation	salvazzjoni	trust	0.547
independence	indipendenza	trust	0.547
govern	jirregola	trust	0.547
forgive	nahfru	trust	0.547
commanding	kmandant	trust	0.547
convent	kunvent	trust	0.547
reinforcement	rinfurzar	trust	0.547
law	ġurisprudenza	trust	0.547
registry	reġistru	trust	0.547
temperate	moderat	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	rieda	trust	0.547
heritage	patrimonju	trust	0.547
chronicle	chronicle	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	istitut	trust	0.539
applause	ċapċip	trust	0.539
architecture	arkitettura	trust	0.539
obvious	ovvju	trust	0.539
recovery	rkupru	trust	0.539
inimitable	inimitabbli	trust	0.539
relevant	relevanti	trust	0.539
responsive	jirrispondu	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	istruzzjonijiet	trust	0.539
define	tiddefinixxi	trust	0.539
delightful	delightful	trust	0.539
antidote	antidotu	trust	0.539
admitting	ammissjoni	trust	0.539
psalms	Salmi	trust	0.539
stamina	stamina	trust	0.539
majority	maġġoranza	trust	0.539
inoculation	inokulazzjoni	trust	0.539
perfect	perfetta	trust	0.539
obedience	ubbidjenza	trust	0.539
memorable	memorabbli	trust	0.539
chastity	chastity	trust	0.539
proctor	prokuratur	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regolarità	trust	0.539
forefathers	forefathers	trust	0.539
immovable	immobbli	trust	0.539
eager	ħerqan	trust	0.539
aspiring	aspiring	trust	0.539
obliging	jobbligaw	trust	0.539
reinforcements	rinforzi	trust	0.539
tantamount	l-istess	trust	0.539
exalted	exalted	trust	0.539
hospital	sptar	trust	0.531
retirement	irtirar	trust	0.531
strive	tistinka	trust	0.531
edification	edifikazzjoni	trust	0.531
candid	sinċier	trust	0.531
deed	att	trust	0.531
school	iskola	trust	0.531
cradle	benniena	trust	0.531
transcript	traskrizzjoni	trust	0.531
accompaniment	akkumpanjament	trust	0.531
doubtless	bla dubju	trust	0.531
rescue	salvataġġ	trust	0.531
seal	siġill	trust	0.531
expedient	spedjenti	trust	0.531
ballot	votazzjoni	trust	0.531
deliverance	twassil	trust	0.531
heavens	smewwiet	trust	0.531
fraternal	fraterni	trust	0.531
dependent	dipendenti	trust	0.531
answerable	responsabbli	trust	0.531
center	ċentru	trust	0.531
analyst	analista	trust	0.531
firstborn	firstborn	trust	0.531
bloom	bloom	trust	0.531
inseparable	inseparabbli	trust	0.531
bride	bride	trust	0.531
evergreen	evergreen	trust	0.531
princely	prinċipalment	trust	0.531
immunization	immunizzazzjoni	trust	0.531
refuge	refuġju	trust	0.531
verily	verily	trust	0.531
omniscient	omniscient	trust	0.531
terms	termini	trust	0.531
sponsor	sponsor	trust	0.531
approbation	approvazzjoni	trust	0.527
correctness	korrettezza	trust	0.523
elevation	elevazzjoni	trust	0.523
neighbor	ġar	trust	0.523
unbroken	mhux imkissra	trust	0.523
countenance	wiċċ	trust	0.523
hug	tgħanniqa	trust	0.523
nobility	nobbli	trust	0.523
paragon	paragon	trust	0.523
coronation	koronazzjoni	trust	0.523
celebration	ċelebrazzjoni	trust	0.523
graduation	gradwazzjoni	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	Dizzjunarju	trust	0.523
powerful	qawwija	trust	0.523
notable	magħruf	trust	0.523
account	kont	trust	0.523
winning	rebbieħa	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	titjib	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	kappillan	trust	0.523
ratify	jirratifikawha	trust	0.523
connoisseur	connoisseur	trust	0.523
award	għotja	trust	0.523
taught	mgħallma	trust	0.523
adoration	Adorazzjoni	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	liberazzjoni	trust	0.523
unimpeached	unippeakat	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	tħossok	trust	0.518
freely	liberament	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	reverie	trust	0.516
organization	organizzazzjoni	trust	0.516
framework	qafas	trust	0.516
sentinel	sentinella	trust	0.516
advent	il-miġja	trust	0.516
inform	tinforma	trust	0.516
committee	kumitat	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	b'moħħhom	trust	0.516
obstetrician	obstetriċi	trust	0.516
enchanted	enchanted	trust	0.516
formative	formattiv	trust	0.516
tribunal	tribunal	trust	0.516
association	assoċjazzjoni	trust	0.516
remedy	rimedju	trust	0.516
credit	kreditu	trust	0.516
nobleman	nobleman	trust	0.516
predominant	predominanti	trust	0.516
measure	miżura	trust	0.516
perpetuity	perpetwa	trust	0.516
fully	kompletament	trust	0.516
deserve	jistħoqqilhom	trust	0.516
tender	offerta	trust	0.516
pray	nitolbu	trust	0.516
confession	konfessjoni	trust	0.516
management	immaniġġjar	trust	0.516
volunteer	voluntier	trust	0.509
instruct	istruzzjonijiet	trust	0.508
virgin	verġni	trust	0.508
constable	constable	trust	0.508
reward	premju	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	qassis	trust	0.508
policy	politika	trust	0.508
confessional	konfessjonali	trust	0.508
savor	savor	trust	0.508
custodian	kustodju	trust	0.508
vouch	vouch	trust	0.508
tolerance	tolleranza	trust	0.508
unsurpassed	mhux superjuri	trust	0.508
venerable	venerabbli	trust	0.508
forgiving	klementi	trust	0.508
intact	intatt	trust	0.508
diversity	id-diversità	trust	0.508
accolade	accolade	trust	0.508
philosopher	filosfu	trust	0.508
lieutenant	lieutenant	trust	0.508
shepherd	ragħaj	trust	0.508
courtship	qrati	trust	0.508
sovereign	sovran	trust	0.508
medical	mediku	trust	0.508
housewife	mara tad-dar	trust	0.508
automatic	awtomatiku	trust	0.508
patronage	patroċinju	trust	0.508
enable	jippermettu	trust	0.508
admissible	ammissibbli	trust	0.508
beautification	beautification	trust	0.508
synchronize	sinkronizzata	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	iżommu	trust	0.500
warden	gwardjan	trust	0.500
majesty	MAESTÀ	trust	0.500
infallibility	infallibilità	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	ħanini	trust	0.500
doctrine	duttrina	trust	0.500
related	relatati	trust	0.500
treasure	teżor	trust	0.500
infinity	infinita	trust	0.500
romantic	romantic	trust	0.500
optimist	ottimist	trust	0.500
timing	iż-żmien	trust	0.500
undying	undying	trust	0.500
personal	personali	trust	0.500
gateway	portal	trust	0.500
instruction	istruzzjoni	trust	0.500
backer	backer	trust	0.500
watchful	attenti	trust	0.500
badge	badge	trust	0.500
birth	twelid	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pious	trust	0.500
indelible	ma jitħassarx	trust	0.500
superman	superman	trust	0.500
guard	gwardja	trust	0.500
vindication	vindication	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	ħaj	trust	0.500
constitute	jikkostitwixxu	trust	0.492
jubilant	jubilant	trust	0.492
endow	agħti	trust	0.492
improve	ittejjeb	trust	0.492
contributor	kontributur	trust	0.492
formality	formalità	trust	0.492
salute	salute	trust	0.492
inevitable	inevitabbli	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	arbitru	trust	0.492
grow	jikbru	trust	0.492
fellow	sħabi	trust	0.492
popularity	popolarità	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	kelliem	trust	0.492
synonymous	sinonimu	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	knisja	trust	0.492
hardy	li jifilħu	trust	0.492
privy	privati	trust	0.492
psalm	Salm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attrazzjoni	trust	0.492
grandchildren	neputijiet	trust	0.492
elegance	eleganti	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radjanza	trust	0.492
harbor	port	trust	0.492
aspire	jaspira	trust	0.492
musical	mużikali	trust	0.492
chairman	chairman	trust	0.492
moderator	moderatur	trust	0.492
laudation	laudation	trust	0.484
clean	nadif	trust	0.484
arbiter	arbitru	trust	0.484
crowning	crowning	trust	0.484
depth	fond	trust	0.484
forecast	tbassir	trust	0.484
colonel	Kurunell	trust	0.484
hire	kiri	trust	0.484
found	misjub	trust	0.484
armor	armatura	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favorit	trust	0.484
voucher	vawċer	trust	0.484
affection	affezzjoni	trust	0.484
path	mogħdija	trust	0.484
referee	arbitru	trust	0.484
police	pulizija	trust	0.484
countryman	pajjiżu	trust	0.484
romance	rumanz	trust	0.484
diagnosis	dijanjosi	trust	0.484
concord	konkord	trust	0.484
enjoy	igawdu	trust	0.484
ranger	ranger	trust	0.484
confess	nistqarr	trust	0.484
income	dħul	trust	0.484
assembly	assemblaġġ	trust	0.484
sweet	ħelu	trust	0.484
like	simili	trust	0.484
apologize	ruhna	trust	0.477
sermon	priedka	trust	0.477
pastor	ragħaj	trust	0.477
matter	kwistjoni	trust	0.477
glory	glorja	trust	0.477
lamb	ħaruf	trust	0.477
lover	lover	trust	0.477
putative	putattiva	trust	0.477
expect	jistennew	trust	0.477
purely	purament	trust	0.477
follow	issegwi	trust	0.477
parliament	Parlament	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	mixtla	trust	0.477
episcopal	episkopali	trust	0.477
veracity	verità	trust	0.477
mathematical	matematiku	trust	0.477
frank	frank	trust	0.477
policeman	Pulizija	trust	0.477
word	kelma	trust	0.477
consul	konslu	trust	0.477
landmark	monumentali	trust	0.477
calculator	kalkolatur	trust	0.477
sterling	sterlina	trust	0.477
signature	firma	trust	0.477
votive	votiva	trust	0.477
preponderance	preponderanza	trust	0.477
sacrifice	sagrifiċċju	trust	0.477
underwrite	jissottoskrivu	trust	0.469
bridesmaid	bridesmaid	trust	0.469
commission	kummissjoni	trust	0.469
passion	passjoni	trust	0.469
prefer	jippreferu	trust	0.469
recruits	rekluti	trust	0.469
cashier	kaxxier	trust	0.469
judicious	ġudizzjuż	trust	0.469
immerse	għaddas	trust	0.469
uncritical	mhux kritika	trust	0.469
effective	effettiv	trust	0.469
dove	dove	trust	0.469
tutelage	tutela	trust	0.469
associate	assoċjat	trust	0.469
flagship	xempju	trust	0.469
religion	reliġjon	trust	0.469
gain	qligħ	trust	0.469
instructor	għalliem	trust	0.469
judgment	sentenza	trust	0.469
title	titlu	trust	0.469
regal	regal	trust	0.469
author	awtur	trust	0.469
top	top	trust	0.469
tribune	Tribune	trust	0.469
eagerness	ħeġġa	trust	0.469
marshal	marixxall	trust	0.469
mighty	mighty	trust	0.469
intended	intenzjonat	trust	0.469
capacity	il-kapaċità	trust	0.469
vicar	vicar	trust	0.469
partake	sehem	trust	0.461
commerce	kummerċ	trust	0.461
magnetic	manjetiku	trust	0.461
medal	midalja	trust	0.461
courier	kurrier	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	iskrizzjoni	trust	0.461
necessarily	neċessarjament	trust	0.461
lesson	lezzjoni	trust	0.461
custody	kustodja	trust	0.461
moorings	irmiġġi	trust	0.461
fortress	fortizza	trust	0.461
aunt	zija	trust	0.461
bank	bank	trust	0.461
theological	teoloġiku	trust	0.461
manage	tmexxi	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	kummerċ	trust	0.461
lifestyle	stil ta 'ħajja	trust	0.461
consecration	konsagrazzjoni	trust	0.461
admitted	ammessi	trust	0.461
crucial	kruċjali	trust	0.461
cautious	kawt	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	sacerdozju	trust	0.461
attendant	attendant	trust	0.461
oblige	jobbligaw	trust	0.461
patriarchal	patrijarkali	trust	0.461
kitten	Kitten	trust	0.461
cathedral	katidral	trust	0.455
eagle	ajkla	trust	0.453
puppy	ġeru	trust	0.453
present	rigal	trust	0.453
perceive	jipperċepixxu	trust	0.453
foresee	nipprevedu	trust	0.453
governor	gvernatur	trust	0.453
synergistic	sinerġistiku	trust	0.453
commonplace	komuni	trust	0.453
exchange	skambju	trust	0.453
journeyman	vjaġġatur	trust	0.453
laud	laud	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	enkomium	trust	0.453
strategist	strategist	trust	0.453
dawn	dawn	trust	0.453
excited	eċċitati	trust	0.453
finally	finalment	trust	0.453
level	livell	trust	0.453
chart	tabella	trust	0.453
oasis	oasi	trust	0.453
insulation	insulazzjoni	trust	0.453
president	president	trust	0.453
deputy	deputat	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	teorema	trust	0.445
formula	formula	trust	0.445
operation	operazzjoni	trust	0.445
bridegroom	bridegroom	trust	0.445
lodging	alloġġjar	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	manwal	trust	0.445
impart	jagħtu	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indennizz	trust	0.445
negotiate	jinnegozjaw	trust	0.445
magnify	tkabbar	trust	0.445
chancellor	Kanċillier	trust	0.445
crew	ekwipaġġ	trust	0.445
sensual	senswali	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	soltu	trust	0.445
asserting	tafferma	trust	0.445
chocolate	ċikkulata	trust	0.445
statistical	statistika	trust	0.445
lord	Lord	trust	0.445
exaltation	exaltation	trust	0.445
employ	timpjega	trust	0.445
orchestra	orkestra	trust	0.445
director	direttur	trust	0.445
chemist	spiżjar	trust	0.445
remains	jibqa '	trust	0.445
enliven	ħajjin	trust	0.445
sun	xemx	trust	0.438
imagination	immaġinazzjoni	trust	0.438
comptroller	Kontrollur	trust	0.438
digit	ċifra	trust	0.438
cabinet	kabinett	trust	0.438
emphasize	jenfasizzaw	trust	0.438
atone	atone	trust	0.438
inauguration	inawgurazzjoni	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	governess	trust	0.438
tandem	tandem	trust	0.438
conveyancing	trasferiment tal-propjetà	trust	0.438
arbitrator	arbitru	trust	0.438
oracle	oracle	trust	0.438
economy	ekonomija	trust	0.438
elect	eletti	trust	0.438
villager	raħħala	trust	0.438
fate	destin	trust	0.438
exhaustive	eżawrjenti	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	butler	trust	0.438
conformity	konformità	trust	0.438
grammar	grammatika	trust	0.430
disclosed	żvelat	trust	0.430
persuade	jipperswadu	trust	0.430
compact	kumpatt	trust	0.430
rule	regola	trust	0.430
deacon	dijac	trust	0.430
impressionable	impressionable	trust	0.430
cop	cop	trust	0.430
neutrality	newtralità	trust	0.430
pay	tħallas	trust	0.430
bridal	bridal	trust	0.430
wealth	ġid	trust	0.430
base	bażi	trust	0.430
errand	ħlas lura	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	toughness	trust	0.430
estimable	stmata	trust	0.430
lender	min isellef	trust	0.430
sentry	sentry	trust	0.430
invite	jistiednu	trust	0.430
circle	ċirku	trust	0.430
grit	żrar	trust	0.430
elucidate	eluċidate	trust	0.430
repay	lura	trust	0.430
resources	riżorsi	trust	0.430
blanket	kutra	trust	0.430
occupant	okkupant	trust	0.430
bequest	legata	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	għadd	trust	0.430
hail	silġ	trust	0.430
playful	jilgħab	trust	0.430
simplify	tissimplifika	trust	0.430
differential	differenzjali	trust	0.430
utopian	utopian	trust	0.430
parish	parroċċa	trust	0.422
sing	nijet	trust	0.422
dominion	dominion	trust	0.422
dealings	trattamenti	trust	0.422
theocratic	theocratic	trust	0.422
shopkeeper	shopkeeper	trust	0.422
accountant	accountant	trust	0.422
forum	Forum	trust	0.422
fixed	fissi	trust	0.422
eulogize	Eulogize	trust	0.422
diary	djarju	trust	0.422
intend	beħsiebhom	trust	0.422
supplication	suppli	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	apprendist	trust	0.422
continue	tkompli	trust	0.422
antiseptic	antisettiku	trust	0.422
perennial	perenni	trust	0.422
primer	primer	trust	0.422
enablement	attivazzjoni	trust	0.422
respite	mistrieħ	trust	0.422
assignee	assenjatarju	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	kummerċ	trust	0.422
travel	ivvjaġġar	trust	0.422
probity	probity	trust	0.422
axiom	axiom	trust	0.422
maintenance	manutenzjoni	trust	0.422
reconsideration	rikonsiderazzjoni	trust	0.422
treat	jittratta	trust	0.422
truss	truss	trust	0.422
hymn	innu	trust	0.422
supremacy	supremazija	trust	0.422
athlete	atleta	trust	0.414
cogent	konviventi	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	iservu	trust	0.414
incline	inklinazzjoni	trust	0.414
trainer	trainer	trust	0.414
choir	kor	trust	0.414
preservative	preservattiv	trust	0.414
kudos	kudos	trust	0.414
cash	flus kontanti	trust	0.414
gazette	Gazzetta	trust	0.414
akin	simili	trust	0.414
amortization	amortizzazzjoni	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	reporter	trust	0.414
salary	salarju	trust	0.414
offering	toffri	trust	0.414
leap	qabża	trust	0.414
transaction	transazzjoni	trust	0.414
privilege	privileġġ	trust	0.414
consort	consort	trust	0.414
rapt	rapt	trust	0.414
commodore	commodore	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	sinodu	trust	0.414
deference	deference	trust	0.414
labor	xogħol	trust	0.414
gate	gate	trust	0.414
routine	rutina	trust	0.414
luxury	lussu	trust	0.406
tree	siġra	trust	0.406
legislator	leġiżlatur	trust	0.406
executor	eżekutur	trust	0.406
leisure	divertiment	trust	0.406
system	sistema	trust	0.406
fitting	twaħħil	trust	0.406
trophy	trofew	trust	0.406
nation	nazzjon	trust	0.406
glorify	glorify	trust	0.406
linguist	lingwista	trust	0.406
extol	estol	trust	0.406
dermatologist	Dermatologist	trust	0.406
judged	iġġudikat	trust	0.406
sanction	sanzjoni	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	rimborż	trust	0.406
patrol	patrol	trust	0.406
abacus	abakus	trust	0.406
radar	radar	trust	0.406
budget	baġit	trust	0.406
deluxe	deluxe	trust	0.398
intense	intensa	trust	0.398
explain	spjega	trust	0.398
gentry	gentry	trust	0.398
quaint	indispensabbli	trust	0.398
parietal	parietali	trust	0.398
barter	tpartit	trust	0.398
pursue	issegwi	trust	0.398
clearance	tneħħija	trust	0.398
popular	popolari	trust	0.398
ground	art	trust	0.398
depository	depożitarju	trust	0.398
journalism	ġurnaliżmu	trust	0.398
electorate	elettorat	trust	0.398
climax	quċċata	trust	0.398
fain	NO TRANSLATION	trust	0.398
