word	Kurdish-ku	emotion	emotion-intensity-score
witness	şahîd	trust	0.602
humility	nefsbiçûk	trust	0.602
sympathetic	pêrehiskir	trust	0.602
helpful	alîkarane	trust	0.602
symmetry	hevpeymaniyê	trust	0.602
unquestionable	nerastkirin	trust	0.602
peace	aşîtî	trust	0.602
transcendence	berbiçav	trust	0.602
serenity	serdestiyê	trust	0.602
embrace	himbêzkirin	trust	0.602
inspired	berbiçav	trust	0.602
mainstay	sereke	trust	0.602
unconditional	bêşert	trust	0.602
guarded	parastin	trust	0.602
identify	naskirin	trust	0.602
marry	zewicîn	trust	0.594
grant	pişgirî	trust	0.594
depend	pêvgirêdan	trust	0.594
complimentary	wergirtin	trust	0.594
spouse	jin	trust	0.594
tranquility	aştiyê	trust	0.594
vigilant	hişyar e	trust	0.594
ministry	wezaret	trust	0.594
fairly	biqewime	trust	0.594
philanthropic	felanropropîk	trust	0.594
openly	gelî	trust	0.594
generous	dilmezin	trust	0.594
strengthen	hêzkirin	trust	0.594
gratitude	sipasdarî	trust	0.594
befriend	heval	trust	0.594
substantiate	nirxandin	trust	0.594
praised	pesnê	trust	0.594
admiral	amîral	trust	0.594
regent	qeyd kirin	trust	0.594
sage	sage	trust	0.594
assessment	bellîkirinî	trust	0.594
enlighten	ronahî	trust	0.594
eminence	hestiyê	trust	0.594
commendation	pesin	trust	0.594
efficient	kêrhatê bicîanîn	trust	0.594
nurse	nexweşyare	trust	0.594
visionary	xerîb	trust	0.594
generosity	dilmezinî	trust	0.594
vigilance	hişyariyê	trust	0.594
endowment	hilberîn	trust	0.594
council	pêşnîyar	trust	0.594
sweetheart	kêfxweş	trust	0.589
attest	tesdîqkirin	trust	0.586
prestige	navdarî	trust	0.586
serene	serene	trust	0.586
unfailing	neheq	trust	0.586
testimony	îfada şahîd	trust	0.586
checklist	checklist	trust	0.586
inheritance	mîratî	trust	0.586
monk	keşîşê dêre	trust	0.586
godly	Xwedê	trust	0.586
compliance	bidilî	trust	0.586
rooted	vekirî	trust	0.586
constitutional	destûra bingehîn	trust	0.586
conservation	parazî	trust	0.586
bylaw	alî	trust	0.586
helper	alîkar	trust	0.586
joyful	dilfireh	trust	0.586
collectively	kolektîf	trust	0.586
meritorious	dilsoz	trust	0.586
acclaim	pesnê	trust	0.586
diplomacy	dîplomasiyê	trust	0.586
educational	perwerdeyê	trust	0.586
husbandry	dilsoz	trust	0.586
share	par	trust	0.586
enjoying	kêfxweş e	trust	0.586
firmness	xurt	trust	0.586
convince	qanihkirin	trust	0.586
designation	nimûne	trust	0.586
tribe	reh	trust	0.586
victory	serkeftin	trust	0.586
magnificent	geş	trust	0.586
lovely	têhezkir	trust	0.586
seniority	salîkar	trust	0.586
angelic	milyaket	trust	0.586
ambition	xîret	trust	0.586
father	bav	trust	0.586
mate	mate	trust	0.586
sobriety	sobriety	trust	0.586
revere	rahişt	trust	0.586
delegate	nûner	trust	0.586
navigator	navîgator	trust	0.578
watchdog	çavdêriya	trust	0.578
obey	gûhlêbûn	trust	0.578
cheerfulness	dilxweşiyê	trust	0.578
inviting	vexwendin	trust	0.578
judge	dadmend	trust	0.578
irrefutable	neheq	trust	0.578
philanthropist	fîlansopropist	trust	0.578
careful	balî	trust	0.578
communion	komînyon	trust	0.578
coexisting	hevkariyê	trust	0.578
impartiality	nebawerî	trust	0.578
unquestioned	nekir	trust	0.578
upright	rast	trust	0.578
authoritative	desthilatdar	trust	0.578
structural	struktural	trust	0.578
convinced	bawerî	trust	0.578
smile	kenn	trust	0.578
commandant	fermandarê	trust	0.578
dutiful	xemgîn	trust	0.578
shelter	parastin	trust	0.578
revival	revival	trust	0.578
professor	profesor	trust	0.578
adore	limêjkirin	trust	0.578
legalized	hiqûqî	trust	0.578
punctual	deqîq	trust	0.570
counsellor	pêşnîyarvan	trust	0.570
complement	temamî	trust	0.570
corroboration	peyda kirin	trust	0.570
immaculate	lihevhatî	trust	0.570
relative	meriv	trust	0.570
apostle	rêber	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	pêwendîdar	trust	0.570
insure	sîxortekirin	trust	0.570
plausible	berbiçav	trust	0.570
consult	şêwirdan	trust	0.570
modest	nerm	trust	0.570
measured	nirxandin	trust	0.570
pilot	pîlot	trust	0.570
collaborator	hevkariyê	trust	0.570
advise	şêwirîn	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	dadgehê	trust	0.570
compass	hêlrêker	trust	0.570
guide	birêvebir	trust	0.570
everlasting	herheyî	trust	0.570
adhering	nirxandin	trust	0.570
determinate	diyarkirin	trust	0.570
heavenly	ezmên	trust	0.570
principal	asasî	trust	0.570
abundance	zêdayî	trust	0.570
matron	matron	trust	0.570
unequivocal	nebawer	trust	0.570
volunteers	dilxwazan	trust	0.570
pedigree	paqij	trust	0.570
unquestionably	nebaş	trust	0.570
pertinent	berbiçav	trust	0.562
devout	dilsoz	trust	0.562
curable	çep	trust	0.562
insight	rastdîtinî	trust	0.562
congregation	civîn	trust	0.562
admit	qebûlkirin	trust	0.562
pleasant	xweş	trust	0.562
vigorous	xurt	trust	0.562
fort	kela	trust	0.562
remarkable	balkêş	trust	0.562
content	dilşad	trust	0.562
spotless	bêleke	trust	0.562
uplift	pêdivî ye	trust	0.562
compensate	zîyandayin	trust	0.562
lovemaking	hezkirin	trust	0.562
jury	şêwre	trust	0.562
jurist	jiyîst	trust	0.562
soothing	bîhnxweş	trust	0.562
ordination	damezrandin	trust	0.562
cohesion	cohesion	trust	0.562
frankness	dilsoz	trust	0.562
strong	qewî	trust	0.562
miracle	mûcîze	trust	0.562
concordance	hevpeymaniyê	trust	0.562
applaud	çepiklêdan	trust	0.562
prize	biha	trust	0.562
apostolic	şandî	trust	0.562
succeeding	serketinê	trust	0.562
vitality	dilsoziyê	trust	0.562
treasurer	bacê	trust	0.562
save	rizgarkirin	trust	0.562
earn	qezenckirin	trust	0.562
midwife	danê	trust	0.555
discretion	dizîtî	trust	0.555
worship	limêjî	trust	0.555
constant	çikyayî	trust	0.555
foresight	pêşdîtinî	trust	0.555
vote	deng	trust	0.555
cultivate	çandin	trust	0.555
impartial	bêdengîn	trust	0.555
illumination	biriqîn	trust	0.555
ambulance	ereba nexweşan	trust	0.555
privacy	taybetî	trust	0.555
succeed	serketin	trust	0.555
providing	pêşkêş dikin	trust	0.555
veteran	xazî	trust	0.555
patience	sebir	trust	0.555
prophet	pêxember	trust	0.555
coach	otobus	trust	0.555
intuition	fikir	trust	0.555
reconciliation	lihevhatinê	trust	0.555
defender	parastinê	trust	0.555
coalesce	komel	trust	0.555
mediate	navberkirin	trust	0.555
precedence	pêşîn	trust	0.555
congruence	congruence	trust	0.555
buddy	heval	trust	0.555
reunion	dîsayekbûn	trust	0.555
restorative	bîhnfireh	trust	0.555
destined	xistin	trust	0.555
physicist	fîzîkî	trust	0.555
influential	tesirpir	trust	0.555
exalt	bilind bikin	trust	0.555
greatness	mezinahî	trust	0.555
inclusion	tevlêbûnê	trust	0.555
auditor	lêgerîn	trust	0.555
meditate	ponijîn	trust	0.555
betrothed	betal kirin	trust	0.555
proud	serbilind	trust	0.547
provide	amadekirin	trust	0.547
conciliation	peywendîdar	trust	0.547
ancestral	bavê bavêjin	trust	0.547
liberty	Azadî	trust	0.547
durable	herdemîn	trust	0.547
impenetrable	neheq	trust	0.547
prudent	dilsoz	trust	0.547
invocation	veguhestinê	trust	0.547
engaging	tevlihev kirin	trust	0.547
statement	îfade	trust	0.547
rejoice	kêfkirin	trust	0.547
cheer	kêfhatinî	trust	0.547
eyewitness	şahida çavdît	trust	0.547
prevalent	berbiçav	trust	0.547
securities	ewlehiyê	trust	0.547
friendly	dostane	trust	0.547
salvation	rizgarî	trust	0.547
independence	serxwebûnî	trust	0.547
govern	birêvebirin	trust	0.547
forgive	lêborîn	trust	0.547
commanding	biryara	trust	0.547
convent	konventoyê	trust	0.547
reinforcement	zexmî	trust	0.547
law	qanûn	trust	0.547
registry	qeydkirinê	trust	0.547
temperate	xweş	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	amade dike	trust	0.547
heritage	mîrata	trust	0.547
chronicle	pêhevîya demane	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	heval	trust	0.539
institute	enstîtû	trust	0.539
applause	çepik	trust	0.539
architecture	avakarî	trust	0.539
obvious	berçavan	trust	0.539
recovery	rawesta	trust	0.539
inimitable	bête	trust	0.539
relevant	nikartê	trust	0.539
responsive	pêrakirin	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	fermanên	trust	0.539
define	binavkirin	trust	0.539
delightful	tahrşî	trust	0.539
antidote	dermanê li dijî tiştekî	trust	0.539
admitting	pejirandin	trust	0.539
psalms	ZEBÛR	trust	0.539
stamina	berxwedanî	trust	0.539
majority	pirranî	trust	0.539
inoculation	kişandin	trust	0.539
perfect	lhevderketî	trust	0.539
obedience	gûhliber	trust	0.539
memorable	memorable	trust	0.539
chastity	kerema xwe	trust	0.539
proctor	protorê	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	rêzbirêzî	trust	0.539
forefathers	kalên	trust	0.539
immovable	nayê	trust	0.539
eager	jîrane	trust	0.539
aspiring	dilsoz	trust	0.539
obliging	mecbûr kirin	trust	0.539
reinforcements	xurtkirin	trust	0.539
tantamount	xemgîn	trust	0.539
exalted	bilind kirin	trust	0.539
hospital	nexweşxane	trust	0.531
retirement	teqawîtî	trust	0.531
strive	xwestin	trust	0.531
edification	edification	trust	0.531
candid	vekirî	trust	0.531
deed	emel	trust	0.531
school	dibistan	trust	0.531
cradle	dergûş	trust	0.531
transcript	veguherîn	trust	0.531
accompaniment	hevalrêtî	trust	0.531
doubtless	bêguman	trust	0.531
rescue	rizgarî	trust	0.531
seal	mor	trust	0.531
expedient	berbiçav	trust	0.531
ballot	helbijartina veşartî	trust	0.531
deliverance	xilas	trust	0.531
heavens	ezmên	trust	0.531
fraternal	birayên	trust	0.531
dependent	pêvgrêdane	trust	0.531
answerable	berpisîyarî	trust	0.531
center	navîne	trust	0.531
analyst	analîz	trust	0.531
firstborn	nixurî	trust	0.531
bloom	bloyan	trust	0.531
inseparable	neheq	trust	0.531
bride	bûk	trust	0.531
evergreen	hejar	trust	0.531
princely	serwer	trust	0.531
immunization	parastinê	trust	0.531
refuge	dexl	trust	0.531
verily	rastî	trust	0.531
omniscient	cewherî	trust	0.531
terms	şertên	trust	0.531
sponsor	alîkar	trust	0.531
approbation	nirxandin	trust	0.527
correctness	rastiyê	trust	0.523
elevation	girik	trust	0.523
neighbor	cînar	trust	0.523
unbroken	nebaş	trust	0.523
countenance	hejmar	trust	0.523
hug	himbêzkirinî	trust	0.523
nobility	dilsoz	trust	0.523
paragon	paragon	trust	0.523
coronation	tackirinî	trust	0.523
celebration	kêfî	trust	0.523
graduation	refpîvok	trust	0.523
commonwealth	hevbeş	trust	0.523
dictionary	ferheng	trust	0.523
powerful	erke	trust	0.523
notable	giring	trust	0.523
account	konto	trust	0.523
winning	serketin	trust	0.523
honeymoon	gera paşzewacê	trust	0.523
improvement	serrastkirinî	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	keşe	trust	0.523
ratify	biryardan	trust	0.523
connoisseur	pispor	trust	0.523
award	xelatkirin	trust	0.523
taught	hîn kirin	trust	0.523
adoration	adoration	trust	0.523
salutary	dilsoz	trust	0.523
captivate	girtin	trust	0.523
liberate	rizgarkirin	trust	0.523
unimpeached	nexwendî	trust	0.523
laureate	pîroz kirin	trust	0.523
benedictory	benedictory	trust	0.523
feeling	his	trust	0.518
freely	serbixwe	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	rastî	trust	0.516
reverie	reverie	trust	0.516
organization	sazûman	trust	0.516
framework	çarçoveya	trust	0.516
sentinel	sentinel	trust	0.516
advent	gihîştin	trust	0.516
inform	agahdayin	trust	0.516
committee	şêwr	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	hişyar	trust	0.516
obstetrician	astengî	trust	0.516
enchanted	şaş	trust	0.516
formative	formative	trust	0.516
tribunal	dadgehê	trust	0.516
association	komel	trust	0.516
remedy	dermanê saxîyê	trust	0.516
credit	krêdî	trust	0.516
nobleman	nobleman	trust	0.516
predominant	pirranî	trust	0.516
measure	pîvan	trust	0.516
perpetuity	domdariyê	trust	0.516
fully	temamî	trust	0.516
deserve	qezenckirin	trust	0.516
tender	tenik	trust	0.516
pray	dûakirin	trust	0.516
confession	mûkir	trust	0.516
management	serekî	trust	0.516
volunteer	dilxwaz	trust	0.509
instruct	dersdan	trust	0.508
virgin	qîz	trust	0.508
constable	pûlis	trust	0.508
reward	xelat	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	keşîş	trust	0.508
policy	tektîk	trust	0.508
confessional	berbiçav	trust	0.508
savor	savor	trust	0.508
custodian	patron	trust	0.508
vouch	vouch	trust	0.508
tolerance	bêhne	trust	0.508
unsurpassed	neheq kirin	trust	0.508
venerable	nerm	trust	0.508
forgiving	bihêle	trust	0.508
intact	serhev	trust	0.508
diversity	cihêrengî	trust	0.508
accolade	pîroz kirin	trust	0.508
philosopher	fîlosoper	trust	0.508
lieutenant	serbaz	trust	0.508
shepherd	şivan	trust	0.508
courtship	dadgeh	trust	0.508
sovereign	serwer	trust	0.508
medical	pizişkî	trust	0.508
housewife	malbata	trust	0.508
automatic	otomatîkî	trust	0.508
patronage	parastinê	trust	0.508
enable	bikêrkirin	trust	0.508
admissible	dibe	trust	0.508
beautification	çêkirin	trust	0.508
synchronize	synchronize	trust	0.500
info	agahdariyê	trust	0.500
pontiff	pontiff	trust	0.500
retain	gelxwegirtin	trust	0.500
warden	bervan	trust	0.500
majesty	dilsoz	trust	0.500
infallibility	neheq	trust	0.500
guru	guru	trust	0.500
apologetic	borîne	trust	0.500
darling	darling	trust	0.500
doctrine	hînkirinê	trust	0.500
related	peywendîdar	trust	0.500
treasure	xezîne	trust	0.500
infinity	bêdawîtî	trust	0.500
romantic	evînî	trust	0.500
optimist	dilxwaz e	trust	0.500
timing	wextê	trust	0.500
undying	daketin	trust	0.500
personal	şexsî	trust	0.500
gateway	derî	trust	0.500
instruction	ders	trust	0.500
backer	piştevan	trust	0.500
watchful	şîyar	trust	0.500
badge	nîşan	trust	0.500
birth	zayîn	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	dilsoz	trust	0.500
indelible	neheq	trust	0.500
superman	superman	trust	0.500
guard	pêvokê parastinê	trust	0.500
vindication	rakirin	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	jînde	trust	0.500
constitute	pêk tê	trust	0.492
jubilant	jûbilant	trust	0.492
endow	berbiçav	trust	0.492
improve	serrastkirin	trust	0.492
contributor	Beşdarvan	trust	0.492
formality	nefermî	trust	0.492
salute	silav	trust	0.492
inevitable	neheq	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	mezinbûn	trust	0.492
fellow	heval	trust	0.492
popularity	popularity	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	berdevkê	trust	0.492
synonymous	hevpeyman	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	dêr	trust	0.492
hardy	dijwar	trust	0.492
privy	taybet	trust	0.492
psalm	ZEBÛR	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	hêza kişînê	trust	0.492
grandchildren	kalikan	trust	0.492
elegance	çelengî	trust	0.492
laudatory	dilsoz	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radîkal	trust	0.492
harbor	bender	trust	0.492
aspire	aspire	trust	0.492
musical	mûsîqî	trust	0.492
chairman	pêşewar	trust	0.492
moderator	moderator	trust	0.492
laudation	dilsoz	trust	0.484
clean	pak	trust	0.484
arbiter	arbiter	trust	0.484
crowning	qelem	trust	0.484
depth	kûrî	trust	0.484
forecast	pêşgotin	trust	0.484
colonel	albay	trust	0.484
hire	îcarkirin	trust	0.484
found	dîtin	trust	0.484
armor	çekdarî	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	hezkirî	trust	0.484
voucher	bon	trust	0.484
affection	hezkirin	trust	0.484
path	şop	trust	0.484
referee	şêwirvan	trust	0.484
police	pûlis	trust	0.484
countryman	welatekî	trust	0.484
romance	navderketina evînî	trust	0.484
diagnosis	teşhîs	trust	0.484
concord	konserê	trust	0.484
enjoy	hizkirin	trust	0.484
ranger	ranger	trust	0.484
confess	qebûlkirin	trust	0.484
income	hatin	trust	0.484
assembly	civîn	trust	0.484
sweet	şêrîn	trust	0.484
like	çawa	trust	0.484
apologize	borîxwestin	trust	0.477
sermon	gotar	trust	0.477
pastor	rûhan	trust	0.477
matter	girîng e	trust	0.477
glory	qîmetî	trust	0.477
lamb	pez	trust	0.477
lover	hezkirinê	trust	0.477
putative	xerîb	trust	0.477
expect	bendeman	trust	0.477
purely	paqij	trust	0.477
follow	pêketin	trust	0.477
parliament	parlîman	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	hêlîna zarokan	trust	0.477
episcopal	episcopal	trust	0.477
veracity	rastdariyê	trust	0.477
mathematical	mathematîkî	trust	0.477
frank	vekirî	trust	0.477
policeman	polîs	trust	0.477
word	bêje	trust	0.477
consul	sefîr	trust	0.477
landmark	nasî	trust	0.477
calculator	hesabker	trust	0.477
sterling	sterling	trust	0.477
signature	destnîşan	trust	0.477
votive	dengdanê	trust	0.477
preponderance	pêşniyar	trust	0.477
sacrifice	qûrban	trust	0.477
underwrite	binivîse	trust	0.469
bridesmaid	berbûk	trust	0.469
commission	simsarî	trust	0.469
passion	hezî	trust	0.469
prefer	pêşkişîn	trust	0.469
recruits	navdêr	trust	0.469
cashier	diravgir	trust	0.469
judicious	rastdar	trust	0.469
immerse	navdekirin	trust	0.469
uncritical	nerast	trust	0.469
effective	tesîrane	trust	0.469
dove	kew	trust	0.469
tutelage	tutelage	trust	0.469
associate	şirîk	trust	0.469
flagship	alîgir	trust	0.469
religion	ol	trust	0.469
gain	qezenc	trust	0.469
instructor	dersda	trust	0.469
judgment	biryar	trust	0.469
title	nav	trust	0.469
regal	rêjîmê	trust	0.469
author	nivîskar	trust	0.469
top	lûtik	trust	0.469
tribune	tribune	trust	0.469
eagerness	xemgîniyê	trust	0.469
marshal	marşal	trust	0.469
mighty	erkî	trust	0.469
intended	armanc	trust	0.469
capacity	kanîn	trust	0.469
vicar	vicar	trust	0.469
partake	beşdarî	trust	0.461
commerce	bazarî	trust	0.461
magnetic	magnetic	trust	0.461
medal	xelat	trust	0.461
courier	xwarinê	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	nivîsîn	trust	0.461
necessarily	hewce ye	trust	0.461
lesson	ders	trust	0.461
custody	lênerînî	trust	0.461
moorings	moorings	trust	0.461
fortress	birc	trust	0.461
aunt	met	trust	0.461
bank	banke	trust	0.461
theological	olîolojî	trust	0.461
manage	rêvebirin	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	bazirganî	trust	0.461
lifestyle	jiyanê	trust	0.461
consecration	rûniştin	trust	0.461
admitted	qebûl kirin	trust	0.461
crucial	girîng e	trust	0.461
cautious	balî	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	kahînan	trust	0.461
attendant	rêheval	trust	0.461
oblige	mecbûr	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	pişîlek	trust	0.461
cathedral	dêr	trust	0.455
eagle	qertel	trust	0.453
puppy	cewr	trust	0.453
present	amade	trust	0.453
perceive	lê haybûn	trust	0.453
foresee	derxistin	trust	0.453
governor	walî	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	gelemperî	trust	0.453
exchange	berdêl	trust	0.453
journeyman	rêwîtiyê	trust	0.453
laud	laud	trust	0.453
chairwoman	serokê	trust	0.453
encomium	encomium	trust	0.453
strategist	stratejîst	trust	0.453
dawn	bandev	trust	0.453
excited	aciz	trust	0.453
finally	paşan	trust	0.453
level	serrast	trust	0.453
chart	qebale	trust	0.453
oasis	oasis	trust	0.453
insulation	tenêkirinî	trust	0.453
president	serok	trust	0.453
deputy	cîgirê	trust	0.453
orthodoxy	ortodoxyayî	trust	0.445
sir	mirze	trust	0.445
theorem	theorem	trust	0.445
formula	formîl	trust	0.445
operation	emelî	trust	0.445
bridegroom	zava	trust	0.445
lodging	rûniştinê	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	destûr	trust	0.445
impart	veguherînin	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	heqê	trust	0.445
negotiate	dozkirin	trust	0.445
magnify	mezinkirin	trust	0.445
chancellor	serokwezîr	trust	0.445
crew	birîvebir	trust	0.445
sensual	bifêhmî	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	nas	trust	0.445
asserting	xistin	trust	0.445
chocolate	çîkolata	trust	0.445
statistical	statîstîk	trust	0.445
lord	mirze	trust	0.445
exaltation	dilsoz	trust	0.445
employ	kardayin	trust	0.445
orchestra	koma muzîkê	trust	0.445
director	serek	trust	0.445
