word	Greek-el	emotion	emotion-intensity-score
brilliant	λαμπρός	trust	0.609
praise	έπαινος	trust	0.609
definitive	οριστικός	trust	0.609
considerate	διακριτικός	trust	0.609
patron	προστάτης	trust	0.609
scripture	γραφή	trust	0.609
heal	θεραπεύω	trust	0.609
praiseworthy	αξιέπαινος	trust	0.609
steward	οικονόμος	trust	0.609
awareness	επίγνωση	trust	0.609
officer	αξιωματικός	trust	0.609
purification	κάθαρση	trust	0.609
excel	προέχω	trust	0.609
civilization	πολιτισμός	trust	0.609
liking	αρέσκεια	trust	0.609
comfort	άνεση	trust	0.609
magnificence	μεγαλοπρέπεια	trust	0.609
notary	συμβολαιογράφος	trust	0.609
progression	προχώρηση	trust	0.609
mediator	μεσολαβητής	trust	0.609
blessings	ευλογίες	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	συνιστώ	trust	0.609
brave	γενναίος	trust	0.602
experienced	έμπειρος	trust	0.602
steady	σταθερά	trust	0.602
enlightenment	διαφώτιση	trust	0.602
brighten	λαμπρύνω	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	εκπληρώ	trust	0.602
witness	μάρτυρας	trust	0.602
humility	ταπεινότητα	trust	0.602
sympathetic	συμπονετικός	trust	0.602
helpful	βοηθητικός	trust	0.602
symmetry	συμμετρία	trust	0.602
unquestionable	αναμφισβήτητος	trust	0.602
peace	ειρήνη	trust	0.602
transcendence	υπέρβαση	trust	0.602
serenity	ηρεμία	trust	0.602
embrace	εναγκαλισμός	trust	0.602
inspired	εμπνευσμένος	trust	0.602
mainstay	στυλοβάτης	trust	0.602
unconditional	άνευ όρων	trust	0.602
guarded	επιφυλακτικός	trust	0.602
identify	αναγνωρίζω	trust	0.602
marry	παντρεύω	trust	0.594
grant	χορήγηση	trust	0.594
depend	εξαρτώμαι	trust	0.594
complimentary	φιλοφρονητικός	trust	0.594
spouse	σύζυγος	trust	0.594
tranquility	γαλήνη	trust	0.594
vigilant	προσεχτικός	trust	0.594
ministry	Υπουργείο	trust	0.594
fairly	αρκετά	trust	0.594
philanthropic	φιλανθρωπικός	trust	0.594
openly	φανερά	trust	0.594
generous	γενναιόδωρος	trust	0.594
strengthen	ενισχύω	trust	0.594
gratitude	ευγνωμοσύνη	trust	0.594
befriend	φέρομαι φιλικά σε	trust	0.594
substantiate	βεβαιώνω	trust	0.594
praised	εξήρε	trust	0.594
admiral	ναύαρχος	trust	0.594
regent	αντιβασιλέας	trust	0.594
sage	ΣΟΦΌΣ	trust	0.594
assessment	εκτίμηση	trust	0.594
enlighten	διαφωτίζω	trust	0.594
eminence	υπεροχή	trust	0.594
commendation	έπαινος	trust	0.594
efficient	αποτελεσματικός	trust	0.594
nurse	νοσοκόμα	trust	0.594
visionary	ονειροπόλος	trust	0.594
generosity	γενναιοδωρία	trust	0.594
vigilance	επαγρύπνηση	trust	0.594
endowment	προικοδότηση	trust	0.594
council	συμβούλιο	trust	0.594
sweetheart	Αγαπημένος	trust	0.589
attest	πιστοποιώ	trust	0.586
prestige	το κύρος	trust	0.586
serene	γαλήνιος	trust	0.586
unfailing	αμείωτος	trust	0.586
testimony	μαρτυρία	trust	0.586
checklist	ΛΙΣΤΑ ΕΛΕΓΧΟΥ	trust	0.586
inheritance	κληρονομία	trust	0.586
monk	καλόγερος	trust	0.586
godly	θεοσεβής	trust	0.586
compliance	συμμόρφωση	trust	0.586
rooted	ριζωμένος	trust	0.586
constitutional	συνταγματικός	trust	0.586
conservation	διατήρηση	trust	0.586
bylaw	κανονισμός	trust	0.586
helper	βοηθός	trust	0.586
joyful	χαρούμενος	trust	0.586
collectively	συλλογικά	trust	0.586
meritorious	άξιος	trust	0.586
acclaim	επευφημώ	trust	0.586
diplomacy	διπλωματία	trust	0.586
educational	εκπαιδευτικός	trust	0.586
husbandry	γεωργία	trust	0.586
share	μερίδιο	trust	0.586
enjoying	απολαμβάνοντας	trust	0.586
firmness	σταθερότητα	trust	0.586
convince	πείθω	trust	0.586
designation	ονομασία	trust	0.586
tribe	φυλή	trust	0.586
victory	νίκη	trust	0.586
magnificent	μεγαλοπρεπής	trust	0.586
lovely	ωραίος	trust	0.586
seniority	αρχαιότητα	trust	0.586
angelic	αγγελικός	trust	0.586
ambition	φιλοδοξία	trust	0.586
father	πατέρας	trust	0.586
mate	σύντροφος	trust	0.586
sobriety	νηφαλιότητα	trust	0.586
revere	τιμώ	trust	0.586
delegate	αντιπρόσωπος	trust	0.586
navigator	πλοηγός	trust	0.578
watchdog	φρουρός	trust	0.578
obey	υπακούω	trust	0.578
cheerfulness	φαιδρότητα	trust	0.578
inviting	ελκυστικός	trust	0.578
judge	δικαστής	trust	0.578
irrefutable	αδιάψευστος	trust	0.578
philanthropist	φιλάνθρωπος	trust	0.578
careful	προσεκτικός	trust	0.578
communion	κοινωνία	trust	0.578
coexisting	συνυπάρχουν	trust	0.578
impartiality	αμεροληψία	trust	0.578
unquestioned	αδιαμφισβήτητος	trust	0.578
upright	όρθιος	trust	0.578
authoritative	επίσημος	trust	0.578
structural	κατασκευαστικός	trust	0.578
convinced	πεπεισμένοι	trust	0.578
smile	χαμόγελο	trust	0.578
commandant	διοικητής	trust	0.578
dutiful	υπάκουος	trust	0.578
shelter	καταφύγιο	trust	0.578
revival	αναβίωση	trust	0.578
professor	καθηγητής	trust	0.578
adore	λατρεύω	trust	0.578
legalized	νομιμοποιηθεί	trust	0.578
punctual	ακριβής	trust	0.570
counsellor	σύμβουλος	trust	0.570
complement	συμπλήρωμα	trust	0.570
corroboration	επιβεβαίωση	trust	0.570
immaculate	άμωμος	trust	0.570
relative	συγγενής	trust	0.570
apostle	απόστολος	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	συνδετικός	trust	0.570
insure	ασφαλίζω	trust	0.570
plausible	εύλογος	trust	0.570
consult	συμβουλεύομαι	trust	0.570
modest	μετριόφρων	trust	0.570
measured	μετρημένος	trust	0.570
pilot	πιλότος	trust	0.570
collaborator	συνεργάτης	trust	0.570
advise	συμβουλεύω	trust	0.570
cuddle	αγκαλιάζω	trust	0.570
ordinance	διάταξη	trust	0.570
compass	πυξίδα	trust	0.570
guide	οδηγός	trust	0.570
everlasting	αιώνιος	trust	0.570
adhering	προσκολλημένος	trust	0.570
determinate	καθορισμένος	trust	0.570
heavenly	ουράνιος	trust	0.570
principal	ΔΙΕΥΘΥΝΤΡΙΑ σχολειου	trust	0.570
abundance	αφθονία	trust	0.570
matron	οικοδέσποινα	trust	0.570
unequivocal	ξεκάθαρος	trust	0.570
volunteers	εθελοντές	trust	0.570
pedigree	γενεαλογικο δεντρο	trust	0.570
unquestionably	αναμφιβολώς	trust	0.570
pertinent	αρμόζων	trust	0.562
devout	ευσεβής	trust	0.562
curable	θεραπεύσιμος	trust	0.562
insight	διορατικότητα	trust	0.562
congregation	εκκλησίασμα	trust	0.562
admit	ομολογώ	trust	0.562
pleasant	ευχάριστος	trust	0.562
vigorous	σθεναρός	trust	0.562
fort	φρούριο	trust	0.562
remarkable	αξιοσημείωτος	trust	0.562
content	περιεχόμενο	trust	0.562
spotless	πεντακάθαρος	trust	0.562
uplift	ανύψωση	trust	0.562
compensate	αποζημιώνω	trust	0.562
lovemaking	Λατρεύω να φτιάχνω	trust	0.562
jury	ένορκοι	trust	0.562
jurist	νομικός	trust	0.562
soothing	πραϋντικός	trust	0.562
ordination	χειροτονία	trust	0.562
cohesion	συνοχή	trust	0.562
frankness	παρρησία	trust	0.562
strong	ισχυρός	trust	0.562
miracle	θαύμα	trust	0.562
concordance	συμφωνία	trust	0.562
applaud	χειροκροτώ	trust	0.562
prize	βραβείο	trust	0.562
apostolic	αποστολικός	trust	0.562
succeeding	επιτυχία	trust	0.562
vitality	ζωτικότητα	trust	0.562
treasurer	ταμίας	trust	0.562
save	αποθηκεύσετε	trust	0.562
earn	κερδίζω	trust	0.562
midwife	μαία	trust	0.555
discretion	διακριτικότητα	trust	0.555
worship	λατρεία	trust	0.555
constant	συνεχής	trust	0.555
foresight	πρόβλεψη	trust	0.555
vote	ψήφος	trust	0.555
cultivate	καλλιεργώ	trust	0.555
impartial	αμερόληπτος	trust	0.555
illumination	φωτισμός	trust	0.555
ambulance	ασθενοφόρο	trust	0.555
privacy	μυστικότητα	trust	0.555
succeed	πετυχαίνω	trust	0.555
providing	χορήγηση	trust	0.555
veteran	βετεράνος	trust	0.555
patience	υπομονή	trust	0.555
prophet	προφήτης	trust	0.555
coach	προπονητής	trust	0.555
intuition	διαίσθηση	trust	0.555
reconciliation	συμφιλίωση	trust	0.555
defender	υπερασπιστής	trust	0.555
coalesce	συναυξάνω	trust	0.555
mediate	μεσιτεύω	trust	0.555
precedence	προβάδισμα	trust	0.555
congruence	μαθηματική αναλογία	trust	0.555
buddy	φίλε	trust	0.555
reunion	επανένωση	trust	0.555
restorative	τονωτικό	trust	0.555
destined	προορίζονται	trust	0.555
physicist	φυσικός	trust	0.555
influential	με επιρροή	trust	0.555
exalt	εκθειάζω	trust	0.555
greatness	μεγαλείο	trust	0.555
inclusion	συμπερίληψη	trust	0.555
auditor	ελεγκτής	trust	0.555
meditate	σκέπτομαι	trust	0.555
betrothed	μνηστή	trust	0.555
proud	υπερήφανος	trust	0.547
provide	προμηθεύω	trust	0.547
conciliation	συμβιβασμός	trust	0.547
ancestral	προγονικός	trust	0.547
liberty	ελευθερία	trust	0.547
durable	διαρκής	trust	0.547
impenetrable	αδιαπέραστος	trust	0.547
prudent	συνετός	trust	0.547
invocation	επίκληση	trust	0.547
engaging	ελκυστικός	trust	0.547
statement	δήλωση	trust	0.547
rejoice	χαίρομαι	trust	0.547
cheer	κέφι	trust	0.547
eyewitness	αυτόπτης μάρτυρας	trust	0.547
prevalent	επικρατών	trust	0.547
securities	χρεόγραφα	trust	0.547
friendly	φιλικός	trust	0.547
salvation	σωτηρία	trust	0.547
independence	ανεξαρτησία	trust	0.547
govern	κυβερνώ	trust	0.547
forgive	συγχωρώ	trust	0.547
commanding	διοικών	trust	0.547
convent	γυναικεία μονή	trust	0.547
reinforcement	ενίσχυση	trust	0.547
law	νόμος	trust	0.547
registry	αρχείο	trust	0.547
temperate	εγκρατής	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	ετοιμότητα	trust	0.547
heritage	Κληρονομία	trust	0.547
chronicle	χρονικό	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	σύνολο	trust	0.539
institute	ινστιτούτο	trust	0.539
applause	χειροκροτήματα	trust	0.539
architecture	αρχιτεκτονική	trust	0.539
obvious	φανερός	trust	0.539
recovery	ανάκτηση	trust	0.539
inimitable	αμίμητος	trust	0.539
relevant	σχετικό	trust	0.539
responsive	ευαίσθητος	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	οδηγίες	trust	0.539
define	καθορίζω	trust	0.539
delightful	γοητευτικός	trust	0.539
antidote	αντίδοτο	trust	0.539
admitting	παραδέχεται	trust	0.539
psalms	ψαλμούς	trust	0.539
stamina	σθένος	trust	0.539
majority	η πλειοψηφία	trust	0.539
inoculation	εμβολιασμός	trust	0.539
perfect	τέλειος	trust	0.539
obedience	υπακοή	trust	0.539
memorable	αξιομνημόνευτος	trust	0.539
chastity	αγνότητα	trust	0.539
proctor	κοσμήτορας	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	κανονικότητα	trust	0.539
forefathers	προπάτορες	trust	0.539
immovable	ακίνητος	trust	0.539
eager	πρόθυμος	trust	0.539
aspiring	επιδιώκοντας	trust	0.539
obliging	περιποιητικός	trust	0.539
reinforcements	ενισχύσεις	trust	0.539
tantamount	ισάξιος	trust	0.539
exalted	εξόριστος	trust	0.539
hospital	νοσοκομείο	trust	0.531
retirement	συνταξιοδότηση	trust	0.531
strive	προσπαθώ	trust	0.531
edification	διαπαιδαγώγηση	trust	0.531
candid	ειλικρινής	trust	0.531
deed	πράξη	trust	0.531
school	σχολείο	trust	0.531
cradle	κούνια	trust	0.531
transcript	αντίγραφο	trust	0.531
accompaniment	συνοδεία	trust	0.531
doubtless	αναμφίβολα	trust	0.531
rescue	διάσωση	trust	0.531
seal	σφραγίδα	trust	0.531
expedient	τέχνασμα	trust	0.531
ballot	ψηφοφορία	trust	0.531
deliverance	απελευθέρωση	trust	0.531
heavens	ουράνια	trust	0.531
fraternal	αδελφικός	trust	0.531
dependent	εξαρτώμενος	trust	0.531
answerable	υπόλογος	trust	0.531
center	κέντρο	trust	0.531
analyst	αναλυτής	trust	0.531
firstborn	πρωτότοκος	trust	0.531
bloom	ανθίζω	trust	0.531
inseparable	αρρηκτα συνδεδεμενα	trust	0.531
bride	νυφη	trust	0.531
evergreen	αειθαλής	trust	0.531
princely	ηγεμονικός	trust	0.531
immunization	ανοσοποίηση	trust	0.531
refuge	καταφύγιο	trust	0.531
verily	αληθώς	trust	0.531
omniscient	παντογνόστης	trust	0.531
terms	όροι	trust	0.531
sponsor	ανάδοχος	trust	0.531
approbation	επιδοκιμασία	trust	0.527
correctness	ορθότητα	trust	0.523
elevation	ανύψωση	trust	0.523
neighbor	γείτονας	trust	0.523
unbroken	άθραυστος	trust	0.523
countenance	όψη	trust	0.523
hug	αγκαλιάζω	trust	0.523
nobility	αρχοντιά	trust	0.523
paragon	υπόδειγμα	trust	0.523
coronation	στέψη	trust	0.523
celebration	εορτασμός	trust	0.523
graduation	αποφοίτηση	trust	0.523
commonwealth	κοινοπολιτεία	trust	0.523
dictionary	λεξικό	trust	0.523
powerful	ισχυρός	trust	0.523
notable	αξιοσημείωτος	trust	0.523
account	λογαριασμός	trust	0.523
winning	επιτυχής	trust	0.523
honeymoon	ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ	trust	0.523
improvement	βελτίωση	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	εφημέριος	trust	0.523
ratify	επικυρώ	trust	0.523
connoisseur	γνώστης	trust	0.523
award	βραβείο	trust	0.523
taught	διδακτός	trust	0.523
adoration	λατρεία	trust	0.523
salutary	σωτήριος	trust	0.523
captivate	σαγηνεύω	trust	0.523
liberate	απελευθερώνω	trust	0.523
unimpeached	απρόσκοπτη	trust	0.523
laureate	δαφνοστεφής	trust	0.523
benedictory	ευγενικό	trust	0.523
feeling	συναισθημα	trust	0.518
freely	ελευθερώς	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Αμήν	trust	0.516
reverie	ονειροπόληση	trust	0.516
organization	οργάνωση	trust	0.516
framework	δομή	trust	0.516
sentinel	φρουρός	trust	0.516
advent	έλευση	trust	0.516
inform	πληροφορώ	trust	0.516
committee	επιτροπή	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	διατεθειμένος	trust	0.516
obstetrician	μαιευτήρας	trust	0.516
enchanted	μαγεμένο	trust	0.516
formative	διαμορφωτικός	trust	0.516
tribunal	δικαστήριο	trust	0.516
association	σχέση	trust	0.516
remedy	θεραπεία	trust	0.516
credit	πίστωση	trust	0.516
nobleman	ευγενής	trust	0.516
