word	Ukrainian-uk	emotion	emotion-intensity-score
revolution	революція	surprise	0.664
freakish	химерний	surprise	0.664
incendiary	запальний	surprise	0.656
revolt	бунт	surprise	0.656
sneak	підкрадатися	surprise	0.656
unspeakable	невимовний	surprise	0.656
bloodshed	кровопролиття	surprise	0.656
cyclone	циклон	surprise	0.648
violent	насильницький	surprise	0.648
disruption	зрив	surprise	0.648
spellbound	зачарований	surprise	0.648
unsuspecting	не підозрюючи	surprise	0.648
mutiny	заколот	surprise	0.648
attacking	атакуючи	surprise	0.648
unintended	ненавмисне	surprise	0.648
amazingly	дивовижно	surprise	0.648
epidemic	епідемія	surprise	0.648
shout	кричати	surprise	0.641
screech	кричати	surprise	0.641
wildfire	природний пожежа	surprise	0.641
indescribable	невимовний	surprise	0.641
enthusiasm	ентузіазм	surprise	0.641
excitation	збудження	surprise	0.641
tumult	бурмотіти	surprise	0.641
improvisation	імпровізація	surprise	0.641
anomaly	аномалія	surprise	0.633
apparition	поява	surprise	0.633
treachery	зрада	surprise	0.633
presto	престо	surprise	0.633
gape	гейп	surprise	0.633
agape	агапе	surprise	0.633
uncertain	невпевнений	surprise	0.633
plunder	грабунок	surprise	0.633
tempest	буря	surprise	0.625
trick	трюк	surprise	0.625
slaughtering	забій	surprise	0.625
wonderment	дивовижність	surprise	0.625
excited	схвильований	surprise	0.625
sorcery	чаклунство	surprise	0.625
murderous	смертоносний	surprise	0.625
urgency	терміновість	surprise	0.625
distress	страждання	surprise	0.625
mystery	таємниця	surprise	0.625
trickery	хитрість	surprise	0.617
intense	інтенсивний	surprise	0.617
vanish	зникає	surprise	0.617
murder	вбивство	surprise	0.617
quickness	швидкість	surprise	0.617
intrusive	нав'язливий	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	прискорити	surprise	0.617
blindfold	зав'язати очі	surprise	0.609
coup	переворот	surprise	0.609
splash	сплеск	surprise	0.609
thief	злодій	surprise	0.609
magical	чарівний	surprise	0.609
unstable	нестабільний	surprise	0.609
shatter	розбити	surprise	0.609
strangle	задушити	surprise	0.609
defy	сперечатися	surprise	0.602
deluge	потоп	surprise	0.602
inconceivable	немислимо	surprise	0.602
jubilee	ювілей	surprise	0.602
stupor	ступор	surprise	0.602
tackle	вирішувати	surprise	0.602
assail	напасти	surprise	0.602
betray	зрадити	surprise	0.602
monstrosity	чудовиськость	surprise	0.594
alerts	сповіщення	surprise	0.594
lightning	блискавка	surprise	0.594
mishap	невдача	surprise	0.594
shrill	пронизливий	surprise	0.594
stupendous	величезний	surprise	0.594
mysterious	таємничий	surprise	0.586
paralyzed	паралізований	surprise	0.586
randomly	випадково	surprise	0.586
bonus	бонус	surprise	0.586
deceit	обман	surprise	0.586
wild	дикий	surprise	0.586
pitfall	ломка	surprise	0.586
wondrous	чудовий	surprise	0.586
uncanny	непристойний	surprise	0.586
electric	електричний	surprise	0.578
oddity	дивацтва	surprise	0.578
death	смерть	surprise	0.578
jubilant	радість	surprise	0.578
godsend	божественний доказ	surprise	0.578
stagger	порив	surprise	0.578
raving	мимоволі	surprise	0.578
rejoicing	радіти	surprise	0.578
premature	передчасно	surprise	0.578
fluke	флюкс	surprise	0.578
bizarre	химерний	surprise	0.578
revenge	помста	surprise	0.570
dynamic	динамічний	surprise	0.570
dismay	обурення	surprise	0.570
ecstatic	екстатичний	surprise	0.562
fascinate	зачарувати	surprise	0.562
uncover	відкрити	surprise	0.562
jerk	ривка	surprise	0.562
reward	нагорода	surprise	0.562
nefarious	мерзенний	surprise	0.562
reappear	знову з'являється	surprise	0.562
whim	примха	surprise	0.555
conjure	викликати	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	закій	surprise	0.555
thaumaturgy	тауматургія	surprise	0.555
illuminate	висвітлювати	surprise	0.547
rescue	порятунок	surprise	0.547
tantalizing	заворушення	surprise	0.547
winner	переможець	surprise	0.547
heroism	героїзм	surprise	0.547
rarity	рідкість	surprise	0.547
ejaculation	еякуляція	surprise	0.547
daze	приголомшений	surprise	0.547
unbridled	неприборканий	surprise	0.547
thwart	перешкоджати	surprise	0.547
treason	зрада	surprise	0.539
punch	удар	surprise	0.539
insult	образа	surprise	0.539
lunge	ведмедя	surprise	0.539
illusion	ілюзія	surprise	0.539
lucky	вдалий	surprise	0.539
interrupt	переривання	surprise	0.539
cheer	підбадьорити	surprise	0.539
celebration	святкування	surprise	0.539
violation	порушення	surprise	0.539
marvel	дивуватися	surprise	0.539
sensation	сенсація	surprise	0.531
fearfully	страшно	surprise	0.531
concealed	прихований	surprise	0.531
banger	банджер	surprise	0.531
affront	ображати	surprise	0.531
snag	зав'язувати	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	чорт	surprise	0.523
wonder	чудо	surprise	0.523
immediacy	безпосередність	surprise	0.523
undiscovered	невідкритий	surprise	0.523
abandonment	залишення	surprise	0.523
rejoice	радійте	surprise	0.523
improvise	імпровізувати	surprise	0.523
majestic	величний	surprise	0.523
scorpion	скорпіон	surprise	0.523
victimized	жертви	surprise	0.523
liberate	звільнити	surprise	0.523
yelp	потискати	surprise	0.516
stealthily	хитро	surprise	0.516
tickle	поколоти	surprise	0.516
chance	шанс	surprise	0.516
howl	вити	surprise	0.516
swerve	стрибати	surprise	0.508
reflex	рефлекс	surprise	0.508
rave	рейв	surprise	0.508
pop	поп	surprise	0.508
luck	удача	surprise	0.508
magnificent	чудовий	surprise	0.508
transcendence	трансцендентність	surprise	0.508
garish	гарнісний	surprise	0.508
unintentionally	ненавмисно	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	нечасто	surprise	0.500
marvelous	дивовижний	surprise	0.500
heroic	героїчний	surprise	0.500
remarkable	чудовий	surprise	0.500
fainting	непритомність	surprise	0.500
slayer	вбивця	surprise	0.500
erotic	еротичний	surprise	0.500
enliven	оживити	surprise	0.500
alertness	пильність	surprise	0.500
misbehavior	неправильне поводження	surprise	0.500
embarrassment	збентеження	surprise	0.500
diversion	відволікання	surprise	0.500
unutterable	незбагненний	surprise	0.492
nab	Наб	surprise	0.492
camouflage	камуфляж	surprise	0.492
trump	козир	surprise	0.492
decoy	приправляти	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	химера	surprise	0.492
infarct	інфаркт	surprise	0.492
birthday	день народження	surprise	0.492
greatness	велич	surprise	0.492
zeal	ревність	surprise	0.484
prick	укол	surprise	0.484
magician	маг	surprise	0.484
underestimate	недооцінювати	surprise	0.484
horde	орда	surprise	0.484
fanfare	фанфар	surprise	0.484
inexpressible	невимовне	surprise	0.484
daemon	демон	surprise	0.484
variable	змінна	surprise	0.484
curiosity	цікавість	surprise	0.484
gawk	гавка	surprise	0.477
unguarded	незахищений	surprise	0.477
chicane	шикана	surprise	0.477
fortune	фортуна	surprise	0.477
sneeze	чхати	surprise	0.477
illumination	підсвічування	surprise	0.477
incident	інцидент	surprise	0.477
dreadfully	страшно	surprise	0.477
strange	дивно	surprise	0.477
subversive	підривна	surprise	0.477
reversal	сторнування	surprise	0.469
prowl	придушувати	surprise	0.469
rapid	швидкий	surprise	0.469
leery	лейрі	surprise	0.469
wizard	чарівник	surprise	0.469
coincidence	збіг	surprise	0.461
hilarious	веселий	surprise	0.461
divergent	розходяться	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	перерва	surprise	0.461
slip	ковзати	surprise	0.461
wonderful	чудово	surprise	0.453
hoax	містифікація	surprise	0.453
winning	виграш	surprise	0.453
overestimate	переоцінити	surprise	0.453
confession	сповідь	surprise	0.453
ordeal	випробування	surprise	0.453
evanescence	евансценція	surprise	0.453
merriment	веселощі	surprise	0.453
raffle	розіграш	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	сміх	surprise	0.445
enthusiast	ентузіаст	surprise	0.445
splendid	чудовий	surprise	0.445
feat	подвиг	surprise	0.445
perchance	належність	surprise	0.445
excel	відмінно	surprise	0.445
gambling	азартні ігри	surprise	0.445
unintentional	ненавмисний	surprise	0.438
brighten	яскравіше	surprise	0.438
changeable	мінливий	surprise	0.438
rapt	спійманий	surprise	0.438
unique	унікальний	surprise	0.438
splendor	великолепие	surprise	0.438
senseless	безглуздо	surprise	0.438
gift	подарунок	surprise	0.430
fascination	захоплення	surprise	0.430
trepidation	трепет	surprise	0.430
stealthy	прихований	surprise	0.430
fiesta	фієста	surprise	0.430
delighted	в захваті	surprise	0.430
lawsuit	судовий процес	surprise	0.430
intrigue	інтрига	surprise	0.430
quicksilver	глибокий срібло	surprise	0.422
originality	оригінальність	surprise	0.422
riddle	загадка	surprise	0.422
judgment	судження	surprise	0.422
enchant	зачарувати	surprise	0.422
stealth	стелс	surprise	0.422
veracity	правдивість	surprise	0.414
elusive	невловимий	surprise	0.414
perjury	обманне свідоцтво	surprise	0.414
spirits	духи	surprise	0.414
liberation	звільнення	surprise	0.414
illegitimate	нелегітимний	surprise	0.414
syncope	синкопея	surprise	0.414
experiment	експеримент	surprise	0.414
gambler	гравець	surprise	0.406
eager	нетерпляче	surprise	0.406
inspired	натхненний	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	оплески	surprise	0.406
allure	привабливість	surprise	0.406
parade	парад	surprise	0.406
princely	княжий	surprise	0.398
divorce	розлучення	surprise	0.398
guess	здогадатися	surprise	0.398
burlesque	бурлеск	surprise	0.398
secrecy	таємниця	surprise	0.398
aspiration	прагнення	surprise	0.391
peri	peri	surprise	0.391
cheerful	веселий	surprise	0.391
hermaphrodite	гермафродит	surprise	0.391
supremacy	верховенство	surprise	0.391
incontinence	нетримання сечі	surprise	0.391
inheritance	спадщина	surprise	0.383
score	оцінка	surprise	0.383
lose	втрачати	surprise	0.383
crowning	вінчає	surprise	0.383
buck	долар	surprise	0.383
praiseworthy	похвально	surprise	0.383
cadaver	труна	surprise	0.383
