word	Kannada-kn	emotion	emotion-intensity-score
bloodshed	ರಕ್ತಪಾತ	surprise	0.656
cyclone	ಚಂಡಮಾರುತ	surprise	0.648
violent	ಹಿಂಸಾತ್ಮಕ	surprise	0.648
disruption	ಅಡ್ಡಿ	surprise	0.648
spellbound	ಸ್ಪೆಲ್ಬೌಂಡ್	surprise	0.648
unsuspecting	ಸಂದೇಹಾಸ್ಪದ	surprise	0.648
mutiny	ದಂಗೆ	surprise	0.648
attacking	ದಾಳಿ	surprise	0.648
unintended	ಅನಪೇಕ್ಷಿತ	surprise	0.648
amazingly	ವಿಸ್ಮಯಕಾರಿಯಾಗಿ	surprise	0.648
epidemic	ಸಾಂಕ್ರಾಮಿಕ ರೋಗ	surprise	0.648
shout	ಹುಯಿಲಿಡು	surprise	0.641
screech	ತಿರುಚು	surprise	0.641
wildfire	ಕಾಳ್ಗಿಚ್ಚು	surprise	0.641
indescribable	ವಿವರಿಸಲಾಗದ	surprise	0.641
enthusiasm	ಉತ್ಸಾಹ	surprise	0.641
excitation	ಉದ್ರೇಕ	surprise	0.641
tumult	ಗೊಂದಲ	surprise	0.641
improvisation	ಸುಧಾರಣೆ	surprise	0.641
anomaly	ಅಸಂಗತತೆ	surprise	0.633
apparition	ಪ್ರೇತ	surprise	0.633
treachery	ವಿಶ್ವಾಸಘಾತುಕತನ	surprise	0.633
presto	ಮುಂದಕ್ಕೆ	surprise	0.633
gape	ಸೀಳು	surprise	0.633
agape	ಅಗಾಪೆ	surprise	0.633
uncertain	ಅನಿಶ್ಚಿತ	surprise	0.633
plunder	ಲೂಟಿ	surprise	0.633
tempest	ಚಂಡಮಾರುತ	surprise	0.625
trick	ಟ್ರಿಕ್	surprise	0.625
slaughtering	ಹತ್ಯೆ	surprise	0.625
wonderment	ಆಶ್ಚರ್ಯ	surprise	0.625
excited	ಹರ್ಷ	surprise	0.625
sorcery	ಮಾಟಗಾತಿ	surprise	0.625
murderous	ಕೊಲೆಗಾರ	surprise	0.625
urgency	ತುರ್ತು	surprise	0.625
distress	ಯಾತನೆ	surprise	0.625
mystery	ರಹಸ್ಯ	surprise	0.625
trickery	ಮೋಸಗಾರಿಕೆ	surprise	0.617
intense	ತೀವ್ರ	surprise	0.617
vanish	ಕಣ್ಮರೆಯಾಗುತ್ತದೆ	surprise	0.617
murder	ಕೊಲೆ	surprise	0.617
quickness	ಚುರುಕುತನ	surprise	0.617
intrusive	ಗೊಂದಲಮಯ	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	ತಮಾಷೆ	surprise	0.617
blindfold	ಕಣ್ಣು ಮುಚ್ಚಿದ	surprise	0.609
coup	ದಂಗೆ	surprise	0.609
splash	ಸ್ಪ್ಲಾಶ್	surprise	0.609
thief	ಕಳ್ಳ	surprise	0.609
magical	ಮಾಂತ್ರಿಕ	surprise	0.609
unstable	ಅಸ್ಥಿರ	surprise	0.609
shatter	ಚೂರು	surprise	0.609
strangle	ಕೊಳೆತ	surprise	0.609
defy	ನಿರಾಕರಿಸು	surprise	0.602
deluge	ಪ್ರವಾಹ	surprise	0.602
inconceivable	ಅಚಿಂತ್ಯ	surprise	0.602
jubilee	ಮಹೋತ್ಸವ	surprise	0.602
stupor	ಸಂಶಯ	surprise	0.602
tackle	ನಿಭಾಯಿಸಲು	surprise	0.602
assail	ಆಕ್ರಮಣ ಮಾಡು	surprise	0.602
betray	ವಿಶ್ವಾಸಘಾತ	surprise	0.602
monstrosity	ಮಾಂಸಾಹಾರಿ	surprise	0.594
alerts	ಎಚ್ಚರಿಕೆಗಳು	surprise	0.594
lightning	ಮಿಂಚು	surprise	0.594
mishap	ಅಪಘಾತ	surprise	0.594
shrill	ಚುರುಕಾದ	surprise	0.594
stupendous	ಅತಿದೊಡ್ಡ	surprise	0.594
mysterious	ನಿಗೂಢ	surprise	0.586
paralyzed	ಪಾರ್ಶ್ವವಾಯು	surprise	0.586
randomly	ಯಾದೃಚ್ಛಿಕವಾಗಿ	surprise	0.586
bonus	ಬೋನಸ್	surprise	0.586
deceit	ಮೋಸ	surprise	0.586
wild	ಕಾಡು	surprise	0.586
pitfall	ಬೀಳುಹಳ್ಳಿ	surprise	0.586
wondrous	ಆಶ್ಚರ್ಯಕರ	surprise	0.586
uncanny	ವಿಲಕ್ಷಣ	surprise	0.586
electric	ವಿದ್ಯುತ್	surprise	0.578
oddity	ವಿಚಿತ್ರತೆ	surprise	0.578
death	ಸಾವು	surprise	0.578
jubilant	ಸಂತೋಷದಾಯಕ	surprise	0.578
godsend	ದೇವತೆ	surprise	0.578
stagger	ಅಡ್ಡಿಪಡಿಸು	surprise	0.578
raving	ರೇವಿಂಗ್	surprise	0.578
rejoicing	ಸಂತೋಷ	surprise	0.578
premature	ಅಕಾಲಿಕ	surprise	0.578
fluke	ಫ್ಲೂಕ್	surprise	0.578
bizarre	ವಿಲಕ್ಷಣ	surprise	0.578
revenge	ಸೇಡು	surprise	0.570
dynamic	ಕ್ರಿಯಾತ್ಮಕ	surprise	0.570
dismay	ನಿರಾಶೆ	surprise	0.570
ecstatic	ಭಾವಪರವಶ	surprise	0.562
fascinate	ಆಕರ್ಷಿಸು	surprise	0.562
uncover	ಬಹಿರಂಗಪಡಿಸಲು	surprise	0.562
jerk	ಎಳೆತ	surprise	0.562
reward	ಬಹುಮಾನ	surprise	0.562
nefarious	ಅಲೌಕಿಕ	surprise	0.562
reappear	ಮತ್ತೆ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತದೆ	surprise	0.562
whim	ಹುಚ್ಚಾಟಿಕೆ	surprise	0.555
conjure	ಬೇಡಿಕೊಳ್ಳು	surprise	0.555
crescendo	ಕ್ರೆಸೆಂಡೋ	surprise	0.555
zany	ಜಾನಿ	surprise	0.555
thaumaturgy	ಥಾಮಟರ್ಜಿ	surprise	0.555
illuminate	ಬೆಳಕು	surprise	0.547
rescue	ಪಾರುಗಾಣಿಕಾ	surprise	0.547
tantalizing	ಪ್ರಲೋಭನಾ	surprise	0.547
winner	ವಿಜೇತ	surprise	0.547
heroism	ನಾಯಕತ್ವ	surprise	0.547
rarity	ಅಪರೂಪ	surprise	0.547
ejaculation	ಉದ್ಗಾರ	surprise	0.547
daze	ಡೇಝ್	surprise	0.547
unbridled	ಕಡಿವಾಣವಿಲ್ಲದ	surprise	0.547
thwart	ಅಡ್ಡಿಪಡಿಸು	surprise	0.547
treason	ದೇಶದ್ರೋಹ	surprise	0.539
punch	ಪಂಚ್	surprise	0.539
insult	ಅವಮಾನ	surprise	0.539
lunge	ತಿವಿತ	surprise	0.539
illusion	ಭ್ರಮೆ	surprise	0.539
lucky	ಅದೃಷ್ಟ	surprise	0.539
interrupt	ಅಡ್ಡಿಪಡಿಸು	surprise	0.539
cheer	ಹುರಿದುಂಬಿಸು	surprise	0.539
celebration	ಆಚರಣೆ	surprise	0.539
violation	ಉಲ್ಲಂಘನೆ	surprise	0.539
marvel	ವಿಸ್ಮಯ	surprise	0.539
sensation	ಸಂವೇದನೆ	surprise	0.531
fearfully	ಭಯದಿಂದ	surprise	0.531
concealed	ಮರೆಮಾಡಲಾಗಿದೆ	surprise	0.531
banger	ಬ್ಯಾಂಗರ್	surprise	0.531
affront	ಅಫ್ರಾಂಟ್	surprise	0.531
snag	ಸ್ನ್ಯಾಗ್	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	ವೀರ್	surprise	0.523
wonder	ಆಶ್ಚರ್ಯ	surprise	0.523
immediacy	ತಕ್ಷಣ	surprise	0.523
undiscovered	ಪತ್ತೆಯಾಗಿಲ್ಲ	surprise	0.523
abandonment	ಪರಿತ್ಯಾಗ	surprise	0.523
rejoice	ಹಿಗ್ಗು	surprise	0.523
improvise	ಸುಧಾರಣೆ	surprise	0.523
majestic	ಭವ್ಯವಾದ	surprise	0.523
scorpion	ಚೇಳು	surprise	0.523
victimized	ಬಲಿಯಾದ	surprise	0.523
liberate	ಸ್ವತಂತ್ರಗೊಳಿಸು	surprise	0.523
yelp	ಕೂಗು	surprise	0.516
stealthily	ಗುಟ್ಟಾಗಿ	surprise	0.516
tickle	ಟಿಕ್ಲ್	surprise	0.516
chance	ಅವಕಾಶ	surprise	0.516
howl	ಕೂಗು	surprise	0.516
swerve	ತಿರುಗಿಸು	surprise	0.508
reflex	ಪ್ರತಿಫಲಿತ	surprise	0.508
rave	ರೇವ್	surprise	0.508
pop	ಪಾಪ್	surprise	0.508
luck	ಅದೃಷ್ಟ	surprise	0.508
magnificent	ಭವ್ಯವಾದ	surprise	0.508
transcendence	ಅತಿಕ್ರಮಣ	surprise	0.508
garish	ಗಾಲಿಷ್	surprise	0.508
unintentionally	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	ವಿರಳ	surprise	0.500
marvelous	ಅದ್ಭುತ	surprise	0.500
heroic	ವೀರೋಚಿತ	surprise	0.500
remarkable	ಗಮನಾರ್ಹ	surprise	0.500
fainting	ಮೂರ್ಛೆ	surprise	0.500
slayer	ಸ್ಲೇಯರ್	surprise	0.500
erotic	ಕಾಮಪ್ರಚೋದಕ	surprise	0.500
enliven	ಎನ್ಲೈವೆನ್	surprise	0.500
alertness	ಜಾಗರೂಕತೆ	surprise	0.500
misbehavior	ದುರುಪಯೋಗ	surprise	0.500
embarrassment	ಮುಜುಗರ	surprise	0.500
diversion	ತಿರುವು	surprise	0.500
unutterable	ಅನಪೇಕ್ಷಿತ	surprise	0.492
nab	ನಾಬ್	surprise	0.492
camouflage	ಮರೆಮಾಚುವಿಕೆ	surprise	0.492
trump	ಟ್ರಂಪ್	surprise	0.492
decoy	ಕೊಳೆತ	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	ಚಿಮರಾ	surprise	0.492
infarct	ಅನಂತ	surprise	0.492
birthday	ಹುಟ್ಟುಹಬ್ಬ	surprise	0.492
greatness	ಶ್ರೇಷ್ಠತೆ	surprise	0.492
zeal	ಉತ್ಸಾಹ	surprise	0.484
prick	ಚುಚ್ಚು	surprise	0.484
magician	ಜಾದೂಗಾರ	surprise	0.484
underestimate	ಕಡಿಮೆ	surprise	0.484
horde	ಗುಂಪು	surprise	0.484
fanfare	ಅಭಿಮಾನಿಗಳು	surprise	0.484
inexpressible	ಅವಿಸ್ಮರಣೀಯ	surprise	0.484
daemon	ಡೀಮನ್	surprise	0.484
variable	ವೇರಿಯೇಬಲ್	surprise	0.484
curiosity	ಕುತೂಹಲ	surprise	0.484
gawk	ಗಾಕ್	surprise	0.477
unguarded	ರಕ್ಷಿಸದ	surprise	0.477
chicane	ಚಿಕೇನ್	surprise	0.477
fortune	ಅದೃಷ್ಟ	surprise	0.477
sneeze	ಸೀನು	surprise	0.477
illumination	ಬೆಳಕು	surprise	0.477
incident	ಘಟನೆ	surprise	0.477
dreadfully	ಭಯಂಕರವಾಗಿ	surprise	0.477
strange	ವಿಚಿತ್ರ	surprise	0.477
subversive	ವಿಧ್ವಂಸಕ	surprise	0.477
reversal	ರಿವರ್ಸಲ್	surprise	0.469
prowl	ಸಂಚು	surprise	0.469
rapid	ಕ್ಷಿಪ್ರ	surprise	0.469
leery	ಜಿಪುಣತನ	surprise	0.469
wizard	ಮಾಂತ್ರಿಕ	surprise	0.469
coincidence	ಕಾಕತಾಳೀಯ	surprise	0.461
hilarious	ಉಲ್ಲಾಸದ	surprise	0.461
divergent	ವಿಭಿನ್ನವಾಗಿದೆ	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ವಿರಾಮ	surprise	0.461
slip	ಸ್ಲಿಪ್	surprise	0.461
wonderful	ಅದ್ಭುತ	surprise	0.453
hoax	ವಂಚನೆ	surprise	0.453
winning	ವಿಜೇತ	surprise	0.453
overestimate	ಅಂದಾಜು	surprise	0.453
confession	ತಪ್ಪೊಪ್ಪಿಗೆ	surprise	0.453
ordeal	ಅಗ್ನಿಪರೀಕ್ಷೆ	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	ಸಂತೋಷ	surprise	0.453
raffle	ರಾಫೆಲ್	surprise	0.453
stound	ಸ್ಥಗಿತ	surprise	0.445
laughter	ನಗು	surprise	0.445
enthusiast	ಉತ್ಸಾಹಿ	surprise	0.445
splendid	ಭವ್ಯವಾದ	surprise	0.445
feat	ಸಾಧನೆ	surprise	0.445
perchance	perchance	surprise	0.445
excel	ಎಕ್ಸೆಲ್	surprise	0.445
gambling	ಜೂಜಾಟ	surprise	0.445
unintentional	ಅನುದ್ದೇಶಿತ	surprise	0.438
brighten	ಬೆಳಗಿಸು	surprise	0.438
changeable	ಬದಲಾಯಿಸಬಹುದಾದ	surprise	0.438
rapt	ಅತ್ಯಾಚಾರ	surprise	0.438
unique	ಅನನ್ಯ	surprise	0.438
splendor	ವೈಭವ	surprise	0.438
senseless	ಪ್ರಜ್ಞಾಶೂನ್ಯ	surprise	0.438
gift	ಉಡುಗೊರೆ	surprise	0.430
fascination	ಆಕರ್ಷಣೆ	surprise	0.430
trepidation	trepidation	surprise	0.430
stealthy	ಸದ್ದಿಲ್ಲದೆ	surprise	0.430
fiesta	ಉತ್ಸವ	surprise	0.430
delighted	ಸಂತೋಷ	surprise	0.430
lawsuit	ಮೊಕದ್ದಮೆ	surprise	0.430
intrigue	ಒಳಸಂಚು	surprise	0.430
quicksilver	ಚುಚ್ಚುಮದ್ದು	surprise	0.422
originality	ಮೂಲತೆ	surprise	0.422
riddle	ಒಗಟನ್ನು	surprise	0.422
judgment	ತೀರ್ಪು	surprise	0.422
enchant	ಮೋಡಿಹಾಕು	surprise	0.422
stealth	ರಹಸ್ಯ	surprise	0.422
veracity	ಸತ್ಯತೆ	surprise	0.414
elusive	ಸಿಕ್ಕದಿದ್ದರೂ	surprise	0.414
perjury	ಸುಳ್ಳು	surprise	0.414
spirits	ಆತ್ಮಗಳು	surprise	0.414
liberation	ವಿಮೋಚನೆ	surprise	0.414
illegitimate	ನ್ಯಾಯಸಮ್ಮತವಲ್ಲದ	surprise	0.414
syncope	ಸಿನ್ಕೋಪ್	surprise	0.414
experiment	ಪ್ರಯೋಗ	surprise	0.414
gambler	ಜೂಜುಕೋರ	surprise	0.406
eager	ಉತ್ಸಾಹಿ	surprise	0.406
inspired	ಪ್ರೇರಿತ	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ಚಪ್ಪಾಳೆ	surprise	0.406
allure	ಆಸೆ	surprise	0.406
parade	ಮೆರವಣಿಗೆ	surprise	0.406
princely	ರಾಜಕುಮಾರ	surprise	0.398
divorce	ವಿಚ್ಛೇದನ	surprise	0.398
guess	ಊಹೆ	surprise	0.398
burlesque	ಅಣಕು	surprise	0.398
secrecy	ಗೋಪ್ಯತೆ	surprise	0.398
aspiration	ಮಹತ್ವಾಕಾಂಕ್ಷೆ	surprise	0.391
peri	ಪೆರಿ	surprise	0.391
cheerful	ಹರ್ಷಚಿತ್ತದಿಂದ	surprise	0.391
hermaphrodite	ಹರ್ಮಾಫ್ರೈಟ್	surprise	0.391
supremacy	ಅಧಿಕಾರ	surprise	0.391
incontinence	ಅಸಂಯಮ	surprise	0.391
inheritance	ಉತ್ತರಾಧಿಕಾರ	surprise	0.383
score	ಸ್ಕೋರ್	surprise	0.383
lose	ಕಳೆದುಕೊಳ್ಳಿ	surprise	0.383
crowning	ಕಿರೀಟ	surprise	0.383
buck	ಬಕ್	surprise	0.383
praiseworthy	ಪ್ರಶಂಸನೀಯ	surprise	0.383
cadaver	ಶವದವನು	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	ಗಲ್ಪ್	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	ಅತೀಂದ್ರಿಯ	surprise	0.375
succeed	ಯಶಸ್ಸು	surprise	0.375
advance	ಮುನ್ನಡೆ	surprise	0.375
sparkle	ಪ್ರಕಾಶ	surprise	0.367
hope	ಭರವಸೆ	surprise	0.367
joker	ಜೋಕರ್	surprise	0.367
sensual	ಇಂದ್ರಿಯ	surprise	0.367
excavation	ಉತ್ಖನನ	surprise	0.367
feeling	ಭಾವನೆ	surprise	0.359
entertainment	ಮನರಂಜನೆ	surprise	0.359
clown	ಹಾಸ್ಯಗಾರ	surprise	0.352
newcomer	ಹೊಸಬ	surprise	0.352
modify	ಮಾರ್ಪಡಿಸಿ	surprise	0.352
award	ಪ್ರಶಸ್ತಿ	surprise	0.352
blessings	ಆಶೀರ್ವಾದ	surprise	0.352
postponement	ಮುಂದೂಡಿಕೆ	surprise	0.352
obit	ಬದ್ಧತೆ	surprise	0.352
celebrity	ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ	surprise	0.344
hero	ನಾಯಕ	surprise	0.344
start	ಪ್ರಾರಂಭಿಸಿ	surprise	0.344
wonderfully	ಅತ್ಯದ್ಭುತವಾಗಿ	surprise	0.344
highest	ಅತ್ಯಧಿಕ	surprise	0.344
proficiency	ಕುಶಲತೆ	surprise	0.344
glorify	ವೈಭವೀಕರಿಸು	surprise	0.344
unbeaten	ಅಜೇಯ	surprise	0.336
memorable	ಸ್ಮರಣೀಯ	surprise	0.336
sanctify	ಪವಿತ್ರಗೊಳಿಸು	surprise	0.336
rekindle	ಪುನಃ ಬರೆಯಿರಿ	surprise	0.336
optimism	ಆಶಾವಾದ	surprise	0.336
warned	ಎಚ್ಚರಿಕೆ	surprise	0.336
prodigious	ಅಸಾಧಾರಣ	surprise	0.336
dissolution	ವಿಸರ್ಜನೆ	surprise	0.336
grin	ಗ್ರಿನ್	surprise	0.336
admiration	ಮೆಚ್ಚುಗೆ	surprise	0.328
hypertrophy	ಹೈಪರ್ಟ್ರೋಫಿ	surprise	0.328
present	ಪ್ರಸ್ತುತ	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ದೇವದೂತ	surprise	0.320
examination	ಪರೀಕ್ಷೆ	surprise	0.320
catch	ಕ್ಯಾಚ್	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ಮಿಡಿ	surprise	0.312
puma	ಪೂಮಾ	surprise	0.312
liberty	ಸ್ವಾತಂತ್ರ್ಯ	surprise	0.312
kiss	ಮುತ್ತು	surprise	0.312
embrace	ಅಪ್ಪಿಕೊಳ್ಳಿ	surprise	0.312
occasional	ಸಾಂದರ್ಭಿಕವಾಗಿ	surprise	0.312
treat	ಚಿಕಿತ್ಸೆ	surprise	0.312
saint	ಸಂತ	surprise	0.312
scrimmage	ಸ್ಕ್ರಿಮ್ಮೇಜ್	surprise	0.312
dismissal	ವಜಾ	surprise	0.312
perfection	ಪರಿಪೂರ್ಣತೆ	surprise	0.305
generosity	ಔದಾರ್ಯ	surprise	0.305
gratify	ತೃಪ್ತಿಪಡಿಸು	surprise	0.305
saintly	ಸಂತಸ	surprise	0.305
sally	ಸಲಿ	surprise	0.305
polarity	ಧ್ರುವೀಯತೆ	surprise	0.297
finally	ಅಂತಿಮವಾಗಿ	surprise	0.297
differently	ವಿಭಿನ್ನವಾಗಿ	surprise	0.297
palpable	ಸ್ಪರ್ಶ	surprise	0.297
warn	ಎಚ್ಚರಿಕೆ	surprise	0.297
ceremony	ಕಾರ್ಯಕ್ರಮ	surprise	0.297
larger	ದೊಡ್ಡದು	surprise	0.297
favorable	ಅನುಕೂಲಕರ	surprise	0.297
romance	ಪ್ರಣಯ	surprise	0.289
medal	ಪದಕ	surprise	0.289
inviting	ಆಹ್ವಾನಿಸುವುದು	surprise	0.289
greeting	ಶುಭಾಶಯ	surprise	0.289
candid	ಸೀದಾ	surprise	0.281
resignation	ರಾಜೀನಾಮೆ	surprise	0.281
trip	ಟ್ರಿಪ್	surprise	0.281
accolade	ಪುರಸ್ಕಾರ	surprise	0.281
labor	ಕಾರ್ಮಿಕ	surprise	0.281
stare	ಬಿರುಕು	surprise	0.273
glimmer	ಕ್ಷೀಣವಾಗಿ	surprise	0.266
invite	ಆಮಂತ್ರಿಸಿ	surprise	0.266
somatic	ದೈಹಿಕ	surprise	0.266
admire	ಅಚ್ಚುಮೆಚ್ಚು	surprise	0.266
immerse	ಮುಳುಗಿಸು	surprise	0.266
festival	ಉತ್ಸವ	surprise	0.266
mimicry	ಮಿಮಿಕ್ರಿ	surprise	0.266
compensate	ಸರಿದೂಗಿಸು	surprise	0.266
insolvency	ದಿವಾಳಿತನ	surprise	0.266
playful	ತಮಾಷೆಯ	surprise	0.266
complement	ಪೂರಕ	surprise	0.258
receiving	ಸ್ವೀಕರಿಸಲಾಗುತ್ತಿದೆ	surprise	0.258
hypothesis	ಕಲ್ಪನೆ	surprise	0.258
laugh	ನಗು	surprise	0.258
chuckle	ಚಕಲ್	surprise	0.258
honeymoon	ಮಧುಚಂದ್ರ	surprise	0.250
marry	ಮದುವೆಯಾಗಲು	surprise	0.242
independence	ಸ್ವಾತಂತ್ರ್ಯ	surprise	0.242
opera	ಒಪೆರಾ	surprise	0.242
pleasant	ಆಹ್ಲಾದಕರ	surprise	0.242
rhythmical	ಲಯಬದ್ಧ	surprise	0.234
assessment	ಮೌಲ್ಯಮಾಪನ	surprise	0.234
hopeful	ಭರವಸೆಯ	surprise	0.234
trophy	ಟ್ರೋಫಿ	surprise	0.234
holiness	ಪವಿತ್ರತೆ	surprise	0.234
chant	ಪಠಣ	surprise	0.234
leave	ಬಿಡಿ	surprise	0.234
procession	ಮೆರವಣಿಗೆ	surprise	0.227
placard	placard	surprise	0.227
deal	ಒಪ್ಪಂದ	surprise	0.227
cherish	ಪಾಲಿಸು	surprise	0.219
good	ಒಳ್ಳೆಯದು	surprise	0.219
shopping	ಶಾಪಿಂಗ್	surprise	0.219
musical	ಸಂಗೀತ	surprise	0.219
shell	ಶೆಲ್	surprise	0.211
dawn	ಮುಂಜಾನೆ	surprise	0.211
simplify	ಸರಳಗೊಳಿಸುವ	surprise	0.211
purity	ಶುದ್ಧತೆ	surprise	0.203
nullify	ಶೂನ್ಯಗೊಳಿಸು	surprise	0.203
money	ಹಣ	surprise	0.203
sweet	ಸಿಹಿ	surprise	0.203
morals	ನೀತಿಗಳು	surprise	0.203
synchronize	ಸಿಂಕ್ರೊನೈಸ್	surprise	0.195
preservative	ಸಂರಕ್ಷಕ	surprise	0.195
humanitarian	ಮಾನವೀಯ	surprise	0.195
unfulfilled	ಅತೃಪ್ತ	surprise	0.195
precious	ಅತ್ಯಮೂಲ್ಯ	surprise	0.195
obliging	ಕಡ್ಡಾಯ	surprise	0.188
singularly	ಏಕಮಾತ್ರವಾಗಿ	surprise	0.188
foresee	ಮುಂಗಾಣಲು	surprise	0.180
pray	ಪ್ರಾರ್ಥನೆ	surprise	0.180
graduation	ಪದವಿ	surprise	0.180
lovely	ಸುಂದರ	surprise	0.180
sun	ಸೂರ್ಯ	surprise	0.172
art	ಕಲೆ	surprise	0.172
mouth	ಬಾಯಿ	surprise	0.172
youth	ಯುವ ಜನ	surprise	0.172
thirst	ಬಾಯಾರಿಕೆ	surprise	0.172
young	ಯುವ	surprise	0.164
goodness	ಒಳ್ಳೆಯತನ	surprise	0.164
overdue	ಮಿತಿಮೀರಿದ	surprise	0.156
visor	ಮುಖವಾಡ	surprise	0.156
practiced	ಅಭ್ಯಾಸ	surprise	0.156
latent	ಸುಪ್ತ	surprise	0.156
loyal	ನಿಷ್ಠಾವಂತ	surprise	0.148
expect	ನಿರೀಕ್ಷಿಸಬಹುದು	surprise	0.148
destination	ಗಮ್ಯಸ್ಥಾನ	surprise	0.148
wireless	ನಿಸ್ತಂತು	surprise	0.148
quote	ಉಲ್ಲೇಖ	surprise	0.141
slush	ನಿಧಾನವಾಗಿ	surprise	0.141
infant	ಶಿಶು	surprise	0.141
cream	ಕೆನೆ	surprise	0.141
playground	ಆಟದ ಮೈದಾನ	surprise	0.133
organization	ಸಂಘಟನೆ	surprise	0.125
teach	ಕಲಿಸು	surprise	0.125
vote	ಮತ	surprise	0.125
smile	ಸ್ಮೈಲ್	surprise	0.117
weight	ತೂಕ	surprise	0.117
dolphin	ಡಾಲ್ಫಿನ್	surprise	0.117
sisterhood	ಸಹೋದರಿ	surprise	0.109
cable	ಕೇಬಲ್	surprise	0.109
sunny	ಬಿಸಿಲು	surprise	0.102
steady	ಸ್ಥಿರ	surprise	0.094
leisure	ವಿರಾಮ	surprise	0.086
peaceful	ಶಾಂತಿಯುತ	surprise	0.086
spa	ಸ್ಪಾ	surprise	0.086
tree	ಮರ	surprise	0.078
picnic	ಪಿಕ್ನಿಕ್	surprise	0.078
worm	ಹುಳು	surprise	0.055
truthfulness	ಸತ್ಯತೆ	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	ವಿಶ್ವಾಸಾರ್ಹ	trust	0.867
honest	ಪ್ರಾಮಾಣಿಕ	trust	0.844
honesty	ಪ್ರಾಮಾಣಿಕತೆ	trust	0.844
honor	ಗೌರವ	trust	0.844
truth	ಸತ್ಯ	trust	0.844
truthful	ಸತ್ಯವಾದ	trust	0.836
trusting	ನಂಬಿಕೆ	trust	0.836
brotherhood	ಭ್ರಾತೃತ್ವದ	trust	0.820
entrust	ಒಪ್ಪಿಕೊಳ್ಳಿ	trust	0.812
committed	ಬದ್ಧವಾಗಿದೆ	trust	0.805
integrity	ಸಮಗ್ರತೆ	trust	0.805
loyalty	ನಿಷ್ಠೆ	trust	0.805
honorable	ಗೌರವಾನ್ವಿತ	trust	0.805
credibility	ವಿಶ್ವಾಸಾರ್ಹತೆ	trust	0.805
trust	ನಂಬಿಕೆ	trust	0.805
faithful	ನಿಷ್ಠಾವಂತ	trust	0.797
sincere	ಪ್ರಾಮಾಣಿಕ	trust	0.797
responsible	ಜವಾಬ್ದಾರಿ	trust	0.789
partnership	ಪಾಲುದಾರಿಕೆ	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	ಜ್ಞಾನ	trust	0.789
oath	ಪ್ರಮಾಣ ವಚನ	trust	0.781
verification	ಪರಿಶೀಲನೆ	trust	0.781
vow	ಶಪಥ	trust	0.781
cooperative	ಸಹಕಾರಿ	trust	0.781
respectable	ಗೌರವಾನ್ವಿತ	trust	0.773
credible	ವಿಶ್ವಾಸಾರ್ಹ	trust	0.773
hero	ನಾಯಕ	trust	0.773
sisterhood	ಸಹೋದರಿ	trust	0.773
promise	ಭರವಸೆ	trust	0.773
verified	ಪರಿಶೀಲಿಸಲಾಗಿದೆ	trust	0.773
qualified	ಅರ್ಹತೆ	trust	0.766
respected	ಗೌರವಾನ್ವಿತ	trust	0.766
authentication	ದೃಢೀಕರಣ	trust	0.766
compassion	ಸಹಾನುಭೂತಿ	trust	0.759
reputable	ಹೆಸರುವಾಸಿಯಾಗಿದೆ	trust	0.758
safekeeping	ಸುರಕ್ಷಿತತೆ	trust	0.758
reliability	ವಿಶ್ವಾಸಾರ್ಹತೆ	trust	0.758
moral	ನೈತಿಕ	trust	0.758
love	ಪ್ರೀತಿ	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	ಅನುಮೋದನೆ	trust	0.758
