word	Hungarian-hu	emotion	emotion-intensity-score
honor	becsület	trust	0.844
truth	igazság	trust	0.844
truthful	igazmondó	trust	0.836
trusting	bizakodó	trust	0.836
brotherhood	testvériség	trust	0.820
entrust	megbíz	trust	0.812
committed	elkötelezett	trust	0.805
integrity	becsületesség	trust	0.805
loyalty	hűség	trust	0.805
honorable	tiszteletreméltó	trust	0.805
credibility	hitelesség	trust	0.805
trust	bizalom	trust	0.805
faithful	hűséges	trust	0.797
sincere	őszinte	trust	0.797
responsible	felelős	trust	0.789
partnership	társaság	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	bölcsesség	trust	0.789
oath	eskü	trust	0.781
verification	igazolás	trust	0.781
vow	eskü	trust	0.781
cooperative	szövetkezet	trust	0.781
respectable	tiszteletreméltó	trust	0.773
credible	hihető	trust	0.773
hero	hős	trust	0.773
sisterhood	apácarend	trust	0.773
promise	ígéret	trust	0.773
verified	ellenőrzött	trust	0.773
qualified	képzett	trust	0.766
respected	tisztelt	trust	0.766
authentication	hitelesítés	trust	0.766
compassion	együttérzés	trust	0.759
reputable	jó hírű	trust	0.758
safekeeping	megőrzésre	trust	0.758
reliability	megbízhatóság	trust	0.758
moral	erkölcsi	trust	0.758
love	szerelem	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	jóváhagyás	trust	0.758
stable	stabil	trust	0.750
friend	barát	trust	0.750
genuine	valódi	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	szaktudás	trust	0.750
loyal	hűséges	trust	0.750
ally	szövetséges	trust	0.750
safeguard	biztosíték	trust	0.750
companion	társ	trust	0.750
advised	tanácsos	trust	0.750
authentic	hiteles	trust	0.750
respect	tisztelet	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	szabadság	trust	0.742
proven	igazolt	trust	0.742
respects	tekintetben	trust	0.742
faith	hit	trust	0.742
wholesome	egészséges	trust	0.742
heartfelt	őszinte	trust	0.734
unification	egyesítés	trust	0.734
protecting	védelme	trust	0.734
reassurance	megnyugtatás	trust	0.734
admirable	csodálatra méltó	trust	0.734
trustee	megbízott	trust	0.734
supporter	támogató	trust	0.734
confirmation	megerősítés	trust	0.734
respectful	tiszteletteljes	trust	0.734
alliance	szövetség	trust	0.727
equality	egyenlőség	trust	0.727
friendship	barátság	trust	0.727
agreement	megegyezés	trust	0.727
fact	tény	trust	0.727
confident	magabiztos	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	hívő	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	kiválóság	trust	0.727
credential	megbízólevél	trust	0.727
closeness	közelség	trust	0.719
authenticate	hitelesít	trust	0.719
intelligence	intelligencia	trust	0.719
virtue	erény	trust	0.719
honored	megbecsült	trust	0.719
virtuous	erényes	trust	0.719
kindred	rokon	trust	0.719
charitable	jótékony	trust	0.711
dedication	ajánlás	trust	0.711
guarantee	garancia	trust	0.711
cooperation	együttműködés	trust	0.711
creditable	hitelképes	trust	0.711
consistency	következetesség	trust	0.711
allegiance	hűség	trust	0.711
cooperating	együttműködő	trust	0.711
straightforward	egyértelmű	trust	0.711
determination	meghatározás	trust	0.711
justice	igazságszolgáltatás	trust	0.711
sanctuary	szentély	trust	0.703
nurture	táplálkozás	trust	0.703
innocent	ártatlan	trust	0.703
admire	csodál	trust	0.703
assurance	biztosíték	trust	0.703
morality	erkölcs	trust	0.703
prepared	előkészített	trust	0.703
friendliness	barát	trust	0.703
reliable	megbízható	trust	0.703
mentor	tanácsadó	trust	0.703
guardianship	gondnokság	trust	0.703
fulfilled	teljesülnek	trust	0.703
reverence	tisztelet	trust	0.703
proof	bizonyíték	trust	0.703
admiration	csodálat	trust	0.703
mother	anya	trust	0.703
protected	védett	trust	0.703
motherhood	anyaság	trust	0.703
marriage	házasság	trust	0.695
skillful	ügyes	trust	0.695
indestructible	elpusztíthatatlan	trust	0.695
guardian	gyám	trust	0.695
accountable	felelős	trust	0.695
courage	bátorság	trust	0.695
bodyguard	testőr	trust	0.695
agreeable	kellemes	trust	0.695
scientist	tudós	trust	0.695
allied	szövetséges	trust	0.695
compassionate	könyörületes	trust	0.695
humanitarian	humanitárius	trust	0.695
approving	jóváhagyásáról	trust	0.695
united	egyesült	trust	0.695
pact	egyezmény	trust	0.695
certified	hitelesített	trust	0.695
morals	erkölcsök	trust	0.695
esteem	becsülés	trust	0.688
secure	biztos	trust	0.688
perfection	tökéletesség	trust	0.688
guidance	tanácsadás	trust	0.688
competent	illetékes	trust	0.688
authenticity	hitelesség	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	indokolt	trust	0.688
humanity	emberiség	trust	0.688
solidity	szilárdság	trust	0.688
adviser	tanácsadó	trust	0.688
pledge	fogadalom	trust	0.688
believed	véljük	trust	0.688
understanding	megértés	trust	0.688
monogamy	egynejűség	trust	0.688
expertise	szakvélemény	trust	0.680
diplomatic	diplomáciai	trust	0.680
confidential	bizalmas	trust	0.680
hope	remény	trust	0.680
protector	védő	trust	0.680
agreeing	megegyezés	trust	0.680
diligence	szorgalom	trust	0.680
official	hivatalos	trust	0.680
affirm	megerősítik	trust	0.680
indivisible	oszthatatlan	trust	0.680
grandfather	nagyapa	trust	0.680
humble	alázatos	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	pártfogás	trust	0.680
elders	idősek	trust	0.680
goodness	jóság	trust	0.680
commendable	dicséretes	trust	0.680
inspire	inspirál	trust	0.680
approve	jóváhagy	trust	0.680
confide	rábíz	trust	0.680
professional	szakmai	trust	0.680
familiarity	bizalmasság	trust	0.680
leader	vezető	trust	0.680
confirmed	megerősített	trust	0.680
acceptance	elfogadás	trust	0.680
benevolence	jóakarat	trust	0.672
dignity	méltóság	trust	0.672
harmoniously	harmonikusan	trust	0.672
mastery	uralom	trust	0.672
unwavering	megingathatatlan	trust	0.672
accredited	meghatalmazott	trust	0.672
healing	gyógyulás	trust	0.672
encyclopedia	enciklopédia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	megszentel	trust	0.672
cohesive	kohéziós	trust	0.672
covenant	szövetség	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	hibátlan	trust	0.672
safe	biztonságos	trust	0.672
intelligent	intelligens	trust	0.672
merit	érdem	trust	0.664
impeccable	kifogástalan	trust	0.664
affirmatively	igenlő	trust	0.664
spiritual	lelki	trust	0.664
advocate	ügyvéd	trust	0.664
team	csapat	trust	0.664
heroic	hősies	trust	0.664
communicate	kommunikálni	trust	0.664
disciple	tanítvány	trust	0.664
expert	szakértő	trust	0.664
proficient	jártas	trust	0.664
specialist	szakember	trust	0.664
ambassador	nagykövet	trust	0.664
accept	elfogad	trust	0.664
attestation	hitelesítés	trust	0.664
supporting	támogató	trust	0.664
reliance	bizalom	trust	0.664
authority	hatóság	trust	0.664
accountability	felelősségre vonhatóság	trust	0.664
guidebook	útikönyv	trust	0.664
fulfillment	teljesítés	trust	0.664
strengthening	erősítő	trust	0.661
familiar	ismerős	trust	0.656
facts	tények	trust	0.656
achieve	elér	trust	0.656
warranty	szavatosság	trust	0.656
structure	szerkezet	trust	0.656
steadfast	állhatatos	trust	0.656
favorable	kedvező	trust	0.656
counsel	jogi képviselő	trust	0.656
relationship	kapcsolat	trust	0.656
scientific	tudományos	trust	0.656
gentleman	úriember	trust	0.656
strength	erő	trust	0.656
elder	idősebb	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	szentség	trust	0.656
excellent	kiváló	trust	0.656
proficiency	jártasság	trust	0.656
constancy	állandóság	trust	0.656
defended	védte	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	támaszkodni	trust	0.648
heroism	hősiesség	trust	0.648
peaceful	Békés	trust	0.648
competency	alkalmasság	trust	0.648
assuredly	bizonyosan	trust	0.648
brother	fiú testvér	trust	0.648
counselor	tanácsadó	trust	0.648
successful	sikeres	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	védő	trust	0.648
saint	szent	trust	0.648
harmony	harmónia	trust	0.648
matrimony	házasság	trust	0.648
noble	nemes	trust	0.648
inspiration	ihlet	trust	0.648
academic	akadémiai	trust	0.648
assist	segít	trust	0.648
agreed	egyetért	trust	0.648
uphold	helyt	trust	0.648
comrade	elvtárs	trust	0.648
lovable	kedves	trust	0.648
advisable	tanácsos	trust	0.648
solidarity	szolidaritás	trust	0.648
worthy	méltó	trust	0.643
durability	tartósság	trust	0.641
coexist	egymás mellett	trust	0.641
assure	biztosíthatom	trust	0.641
establish	létrehozni	trust	0.641
benefactor	jótevő	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vezető	trust	0.641
loving	szerető	trust	0.641
teacher	tanár	trust	0.641
judiciary	bírói	trust	0.641
conscientious	lelkiismeretes	trust	0.641
confidence	bizalom	trust	0.641
lawful	törvényes	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	felszentelt	trust	0.641
champion	bajnok	trust	0.641
unity	egység	trust	0.641
legal	jogi	trust	0.641
kind	kedves	trust	0.641
credence	hitel	trust	0.641
real	igazi	trust	0.641
doctor	orvos	trust	0.641
intimate	meghitt	trust	0.634
hopeful	bizakodó	trust	0.633
fortitude	bátorság	trust	0.633
physician	orvos	trust	0.633
brotherly	testvéri	trust	0.633
aspiration	törekvés	trust	0.633
convincing	meggyőző	trust	0.633
sanctification	megszentelés	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	hódolat	trust	0.633
courageous	bátor	trust	0.633
soundness	megalapozottsága	trust	0.633
legitimacy	törvényesség	trust	0.633
endorse	jóvá	trust	0.633
fidelity	hűség	trust	0.633
bless	áldja	trust	0.633
judicial	bírósági	trust	0.633
important	fontos	trust	0.633
saintly	szent	trust	0.633
conscience	lelkiismeret	trust	0.633
therapeutic	gyógyászati	trust	0.633
authorize	engedélyez	trust	0.633
devotional	vallásos	trust	0.633
practiced	gyakorolta	trust	0.633
backbone	hátgerinc	trust	0.633
approved	jóváhagyott	trust	0.633
evident	nyilvánvaló	trust	0.625
encourage	ösztönzése	trust	0.625
caretaker	gondnok	trust	0.625
regard	tekintet	trust	0.625
angel	angyal	trust	0.625
engaged	elkötelezett	trust	0.625
blessing	áldás	trust	0.625
professorship	tanári állás	trust	0.625
majestic	fenséges	trust	0.625
communication	közlés	trust	0.625
purify	tisztítására	trust	0.625
authorization	meghatalmazás	trust	0.625
wonderful	csodálatos	trust	0.625
achievement	teljesítmény	trust	0.625
fireman	tűzoltó	trust	0.625
certify	igazolja,	trust	0.625
civilized	civilizált	trust	0.625
profound	mély	trust	0.625
accurate	pontos	trust	0.625
assured	biztosított	trust	0.625
positivity	pozitivitás	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	jó	trust	0.617
absolution	feloldozás	trust	0.617
commend	dicsér	trust	0.617
cherish	dédelget	trust	0.617
fundamental	alapvető	trust	0.617
advice	tanács	trust	0.617
objective	célkitűzés	trust	0.617
optimism	optimizmus	trust	0.617
testament	végrendelet	trust	0.617
qualities	adottságok	trust	0.617
haven	kikötő	trust	0.617
heroine	hősnő	trust	0.617
constantly	állandóan	trust	0.617
appreciation	felértékelődés	trust	0.617
triumphant	diadalmas	trust	0.617
accord	egyetértés	trust	0.617
reassure	megnyugtat	trust	0.617
truce	fegyverszünet	trust	0.617
thoughtful	figyelmes	trust	0.617
teach	tanít	trust	0.617
god	Isten	trust	0.617
corroborate	alátámaszt	trust	0.617
believer	hívő	trust	0.617
unimpeachable	elvitathatatlan	trust	0.617
surety	kezes	trust	0.617
attentive	figyelmes	trust	0.617
gospel	evangélium	trust	0.617
bedrock	alapkőzet	trust	0.617
approvement	elfogadás	trust	0.617
planning	tervezés	trust	0.617
rational	racionális	trust	0.617
passionate	szenvedélyes	trust	0.617
happy	boldog	trust	0.609
babysitter	bébiszitter	trust	0.609
brilliant	ragyogó	trust	0.609
praise	dicséret	trust	0.609
definitive	végleges	trust	0.609
considerate	előzékeny	trust	0.609
patron	pártfogó	trust	0.609
scripture	szentírás	trust	0.609
heal	gyógyít	trust	0.609
praiseworthy	dicséretre méltó	trust	0.609
steward	utaskísérő	trust	0.609
awareness	tudatosság	trust	0.609
officer	tiszt	trust	0.609
purification	tisztítás	trust	0.609
excel	excel	trust	0.609
civilization	civilizáció	trust	0.609
liking	szeretet	trust	0.609
comfort	kényelem	trust	0.609
magnificence	pompa	trust	0.609
notary	jegyző	trust	0.609
progression	haladás	trust	0.609
mediator	közvetítő	trust	0.609
blessings	áldások	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	ajánl	trust	0.609
brave	bátor	trust	0.602
experienced	tapasztalt	trust	0.602
steady	állandó	trust	0.602
enlightenment	felvilágosodás	trust	0.602
brighten	felderít	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	eleget tesz	trust	0.602
witness	tanú	trust	0.602
humility	alázatosság	trust	0.602
sympathetic	rokonszenvező	trust	0.602
helpful	hasznos	trust	0.602
symmetry	szimmetria	trust	0.602
unquestionable	kétségtelen	trust	0.602
peace	béke	trust	0.602
transcendence	transzcendencia	trust	0.602
serenity	higgadtság	trust	0.602
embrace	ölelés	trust	0.602
inspired	ihletett	trust	0.602
mainstay	fő támasz	trust	0.602
unconditional	feltétlen	trust	0.602
guarded	óvatos	trust	0.602
identify	azonosítani	trust	0.602
marry	feleségül vesz	trust	0.594
grant	biztosít	trust	0.594
depend	függ	trust	0.594
complimentary	ingyenes	trust	0.594
spouse	házastárs	trust	0.594
tranquility	nyugalom	trust	0.594
vigilant	éber	trust	0.594
ministry	minisztérium	trust	0.594
fairly	meglehetősen	trust	0.594
philanthropic	filantróp	trust	0.594
openly	nyíltan	trust	0.594
generous	nagylelkű	trust	0.594
strengthen	erősítése	trust	0.594
gratitude	hála	trust	0.594
befriend	barátkozik	trust	0.594
substantiate	támasztotta	trust	0.594
praised	dicsérte	trust	0.594
admiral	admirális	trust	0.594
regent	kormányzó	trust	0.594
sage	zsálya	trust	0.594
assessment	értékelés	trust	0.594
enlighten	felvilágosít	trust	0.594
eminence	magaslat	trust	0.594
commendation	dicséret	trust	0.594
efficient	hatékony	trust	0.594
nurse	ápoló	trust	0.594
visionary	látnok	trust	0.594
generosity	nagylelkűség	trust	0.594
vigilance	éberség	trust	0.594
endowment	alapítvány	trust	0.594
council	tanács	trust	0.594
sweetheart	Édesem	trust	0.589
attest	tanúsít	trust	0.586
prestige	presztízs	trust	0.586
serene	derűs	trust	0.586
unfailing	kifogyhatatlan	trust	0.586
testimony	bizonyság	trust	0.586
checklist	ellenőrzőlista	trust	0.586
inheritance	öröklés	trust	0.586
monk	szerzetes	trust	0.586
godly	istenes	trust	0.586
compliance	teljesítés	trust	0.586
rooted	gyökeres	trust	0.586
constitutional	alkotmányos	trust	0.586
conservation	Beszélgetés	trust	0.586
bylaw	bylaw	trust	0.586
helper	segítő	trust	0.586
joyful	vidám	trust	0.586
collectively	együttesen	trust	0.586
meritorious	érdemes	trust	0.586
acclaim	elismerést	trust	0.586
diplomacy	diplomácia	trust	0.586
educational	nevelési	trust	0.586
husbandry	Állattartás	trust	0.586
share	Ossza meg	trust	0.586
enjoying	élvezi	trust	0.586
firmness	szilárdság	trust	0.586
convince	meggyőz	trust	0.586
designation	kijelölés	trust	0.586
tribe	törzs	trust	0.586
victory	győzelem	trust	0.586
magnificent	Káprázatos	trust	0.586
lovely	bájos	trust	0.586
seniority	rangidősség	trust	0.586
angelic	angyali	trust	0.586
ambition	nagyravágyás	trust	0.586
father	apa	trust	0.586
mate	társ	trust	0.586
sobriety	józanság	trust	0.586
revere	tisztel	trust	0.586
delegate	delegált	trust	0.586
navigator	navigátor	trust	0.578
watchdog	watchdog	trust	0.578
obey	engedelmeskedik	trust	0.578
cheerfulness	vidámság	trust	0.578
inviting	hívogató	trust	0.578
judge	bíró	trust	0.578
irrefutable	megdönthetetlen	trust	0.578
philanthropist	emberbarát	trust	0.578
careful	óvatos	trust	0.578
communion	úrvacsora	trust	0.578
coexisting	Egyidejűleg fennálló	trust	0.578
impartiality	pártatlanság	trust	0.578
unquestioned	kétségbevonhatatlan	trust	0.578
upright	függőleges	trust	0.578
authoritative	irányadó	trust	0.578
structural	szerkezeti	trust	0.578
convinced	meggyőződéses	trust	0.578
smile	mosoly	trust	0.578
commandant	parancsnok	trust	0.578
dutiful	kötelességtudó	trust	0.578
shelter	menedék	trust	0.578
revival	újjáéledés	trust	0.578
professor	Egyetemi tanár	trust	0.578
adore	rajong	trust	0.578
legalized	legalizált	trust	0.578
punctual	pontos	trust	0.570
counsellor	tanácsadó	trust	0.570
complement	kiegészítés	trust	0.570
corroboration	megerősítés	trust	0.570
immaculate	hibátlan	trust	0.570
relative	relatív	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	összekötő	trust	0.570
insure	biztosít	trust	0.570
plausible	valószínű	trust	0.570
consult	konzultál	trust	0.570
modest	szerény	trust	0.570
measured	mért	trust	0.570
pilot	pilóta	trust	0.570
collaborator	együttműködő	trust	0.570
advise	tanácsot ad	trust	0.570
cuddle	ölelkezés	trust	0.570
ordinance	rendelet	trust	0.570
compass	iránytű	trust	0.570
guide	útmutató	trust	0.570
everlasting	örökkévaló	trust	0.570
adhering	tapadó	trust	0.570
determinate	meghatározó	trust	0.570
heavenly	mennyei	trust	0.570
principal	fő	trust	0.570
abundance	bőség	trust	0.570
matron	családanya	trust	0.570
unequivocal	egyértelmű	trust	0.570
volunteers	önkéntesek	trust	0.570
pedigree	családfa	trust	0.570
unquestionably	megkérdőjelezhetetlenül	trust	0.570
pertinent	találó	trust	0.562
devout	istenfélő	trust	0.562
curable	gyógyítható	trust	0.562
insight	bepillantás	trust	0.562
congregation	gyülekezet	trust	0.562
admit	beismerni	trust	0.562
pleasant	kellemes	trust	0.562
vigorous	élénk	trust	0.562
fort	erőd	trust	0.562
remarkable	figyelemre méltó	trust	0.562
content	tartalom	trust	0.562
spotless	makulátlan	trust	0.562
uplift	felemel	trust	0.562
compensate	kompenzálni	trust	0.562
lovemaking	Szerelmeskedés	trust	0.562
jury	zsűri	trust	0.562
jurist	jogász	trust	0.562
soothing	enyhítő	trust	0.562
ordination	koordináció	trust	0.562
cohesion	kohézió	trust	0.562
frankness	őszinteség	trust	0.562
strong	erős	trust	0.562
miracle	csoda	trust	0.562
concordance	összhang	trust	0.562
applaud	tapsol	trust	0.562
prize	díj	trust	0.562
apostolic	apostoli	trust	0.562
succeeding	következő	trust	0.562
vitality	életerő	trust	0.562
treasurer	kincstárnok	trust	0.562
save	mentés	trust	0.562
earn	pénzt keres	trust	0.562
midwife	bába	trust	0.555
discretion	belátása	trust	0.555
worship	imádat	trust	0.555
constant	állandó	trust	0.555
foresight	előrelátás	trust	0.555
vote	szavazás	trust	0.555
