word	Corsican-co	emotion	emotion-intensity-score
unquestionably	invece	trust	0.570
pertinent	pertinente	trust	0.562
devout	divuziunosi	trust	0.562
curable	curable	trust	0.562
insight	insight	trust	0.562
congregation	congregazione	trust	0.562
admit	ricunniscenza	trust	0.562
pleasant	piacevuli	trust	0.562
vigorous	vigoru	trust	0.562
fort	forte	trust	0.562
remarkable	significatu	trust	0.562
content	cuntenutu	trust	0.562
spotless	imbusci	trust	0.562
uplift	elevazioni	trust	0.562
compensate	cumpensà	trust	0.562
lovemaking	amatori	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	calmu	trust	0.562
ordination	ordination	trust	0.562
cohesion	a cuesione	trust	0.562
frankness	francizza	trust	0.562
strong	forti	trust	0.562
miracle	miraculu	trust	0.562
concordance	concordancia	trust	0.562
applaud	applaud	trust	0.562
prize	premiu	trust	0.562
apostolic	apostolicu	trust	0.562
succeeding	successivamente	trust	0.562
vitality	vitalità	trust	0.562
treasurer	tesorero	trust	0.562
save	salvà	trust	0.562
earn	guadagnà	trust	0.562
midwife	a partara	trust	0.555
discretion	discretion	trust	0.555
worship	adurà	trust	0.555
constant	custanti	trust	0.555
foresight	preghjudiziu	trust	0.555
vote	votu	trust	0.555
cultivate	cultivà	trust	0.555
impartial	imparziale	trust	0.555
illumination	illuminazione	trust	0.555
ambulance	ambulanza	trust	0.555
privacy	privacy privacy	trust	0.555
succeed	successu	trust	0.555
providing	furnisce	trust	0.555
veteran	veteranu	trust	0.555
patience	pacienza	trust	0.555
prophet	prufeta	trust	0.555
coach	coach	trust	0.555
intuition	intuizione	trust	0.555
reconciliation	riconciliazione	trust	0.555
defender	difensore	trust	0.555
coalesce	cungiusce	trust	0.555
mediate	mediani	trust	0.555
precedence	precedenza	trust	0.555
congruence	congruence	trust	0.555
buddy	buddy	trust	0.555
reunion	riunione	trust	0.555
restorative	restaurazione	trust	0.555
destined	destinatu	trust	0.555
physicist	fisicu	trust	0.555
influential	influente	trust	0.555
exalt	exalt	trust	0.555
greatness	grandezza	trust	0.555
inclusion	inclusi	trust	0.555
auditor	auditor	trust	0.555
meditate	meditate	trust	0.555
betrothed	fidanzata	trust	0.555
proud	orgogliu	trust	0.547
provide	furnisce	trust	0.547
conciliation	cunciliation	trust	0.547
ancestral	ancestrali	trust	0.547
liberty	libertà	trust	0.547
durable	durable	trust	0.547
impenetrable	impenetrable	trust	0.547
prudent	prudente	trust	0.547
invocation	invucazione	trust	0.547
engaging	ingaghjatu	trust	0.547
statement	affirmazioni	trust	0.547
rejoice	si rallegri	trust	0.547
cheer	animu	trust	0.547
eyewitness	tistimuniatu	trust	0.547
prevalent	prevalent	trust	0.547
securities	securities	trust	0.547
friendly	amichevuli	trust	0.547
salvation	salvezza	trust	0.547
independence	indipindenza	trust	0.547
govern	guvernerà	trust	0.547
forgive	pirduna	trust	0.547
commanding	cumandanti	trust	0.547
convent	cunventu	trust	0.547
reinforcement	rinfurzà	trust	0.547
law	liggi	trust	0.547
registry	registratu	trust	0.547
temperate	temperate	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	pienza	trust	0.547
heritage	patrimoniu	trust	0.547
chronicle	cronica	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	Ensemble	trust	0.539
institute	stitutu	trust	0.539
applause	applausi	trust	0.539
architecture	architettura	trust	0.539
obvious	evidenti	trust	0.539
recovery	ripresa	trust	0.539
inimitable	inimitable	trust	0.539
relevant	pertinenti	trust	0.539
responsive	risposti	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instructions	trust	0.539
define	definisce	trust	0.539
delightful	bella	trust	0.539
antidote	antidotu	trust	0.539
admitting	admittendu	trust	0.539
psalms	Salmi	trust	0.539
stamina	stamina	trust	0.539
majority	majuranza	trust	0.539
inoculation	inoculazione	trust	0.539
perfect	perfetta	trust	0.539
obedience	ubbidenza	trust	0.539
memorable	memorable	trust	0.539
chastity	casteddi	trust	0.539
proctor	prufitore	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	regularità	trust	0.539
forefathers	antichi	trust	0.539
immovable	immobbili	trust	0.539
eager	impegnu	trust	0.539
aspiring	aspiring	trust	0.539
obliging	impegnu	trust	0.539
reinforcements	rinfurzazioni	trust	0.539
tantamount	tantamount	trust	0.539
exalted	hà innalzatu	trust	0.539
hospital	ospitalu	trust	0.531
retirement	retirement	trust	0.531
strive	pruvà	trust	0.531
edification	edificazione	trust	0.531
candid	candid	trust	0.531
deed	azioni	trust	0.531
school	scola	trust	0.531
cradle	cradle	trust	0.531
transcript	trascrittu	trust	0.531
accompaniment	accumpagnamentu	trust	0.531
doubtless	induve	trust	0.531
rescue	salvata	trust	0.531
seal	segellu	trust	0.531
expedient	spedizione	trust	0.531
ballot	vota	trust	0.531
deliverance	liberazione	trust	0.531
heavens	celu	trust	0.531
fraternal	fraterne	trust	0.531
dependent	dipindenti	trust	0.531
answerable	rispunsevuli	trust	0.531
center	centru	trust	0.531
analyst	analista	trust	0.531
firstborn	primunatu	trust	0.531
bloom	fiore	trust	0.531
inseparable	inseparabbili	trust	0.531
bride	sposa	trust	0.531
evergreen	biancu	trust	0.531
princely	principale	trust	0.531
immunization	immunizazione	trust	0.531
refuge	rifuggiu	trust	0.531
verily	veramente	trust	0.531
omniscient	omniscient	trust	0.531
terms	i termini	trust	0.531
sponsor	patrocinatore	trust	0.531
approbation	approbation	trust	0.527
correctness	alluccità	trust	0.523
elevation	elevazione	trust	0.523
neighbor	vicinu	trust	0.523
unbroken	bietà	trust	0.523
countenance	aspettu	trust	0.523
hug	abbrazzatu	trust	0.523
nobility	nubiltà	trust	0.523
paragon	paragon	trust	0.523
coronation	coronazione	trust	0.523
celebration	celebrazione	trust	0.523
graduation	graduazione	trust	0.523
commonwealth	Commonwealth	trust	0.523
dictionary	dizziunariu	trust	0.523
powerful	putenti	trust	0.523
notable	notava	trust	0.523
account	contu	trust	0.523
winning	vinciutu	trust	0.523
honeymoon	luna di miele	trust	0.523
improvement	migliurazioni	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	capilainu	trust	0.523
ratify	ratificà	trust	0.523
connoisseur	connoisseur	trust	0.523
award	guvernu	trust	0.523
taught	insignatu	trust	0.523
adoration	Adorazione	trust	0.523
salutary	salutariu	trust	0.523
captivate	cautivanu	trust	0.523
liberate	liberate	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictori	trust	0.523
feeling	sintimu	trust	0.518
freely	liberamente	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amma	trust	0.516
reverie	rverie	trust	0.516
organization	urganizazione	trust	0.516
framework	marcu	trust	0.516
sentinel	centinela	trust	0.516
advent	avventu	trust	0.516
inform	informate	trust	0.516
committee	cumitariu	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	in mente	trust	0.516
obstetrician	obstettrista	trust	0.516
enchanted	ncantatu	trust	0.516
formative	formative	trust	0.516
tribunal	tribunale	trust	0.516
association	associu	trust	0.516
remedy	rimediu	trust	0.516
credit	crèditu	trust	0.516
nobleman	nòbbili	trust	0.516
predominant	predominanti	trust	0.516
measure	misura	trust	0.516
perpetuity	perpetuità	trust	0.516
fully	cumpletu	trust	0.516
deserve	meritanu	trust	0.516
tender	tènniru	trust	0.516
pray	prega	trust	0.516
confession	cunfissioni	trust	0.516
management	gestione	trust	0.516
volunteer	vuluntarii	trust	0.509
instruct	insignà	trust	0.508
virgin	vèrgine	trust	0.508
constable	constable	trust	0.508
reward	ricumpensa	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	sacrificadore	trust	0.508
policy	pulitica	trust	0.508
confessional	cunfessionale	trust	0.508
savor	tastà	trust	0.508
custodian	custodianu	trust	0.508
vouch	vouch	trust	0.508
tolerance	a tolleranza	trust	0.508
unsurpassed	unsurpassed	trust	0.508
venerable	venerable	trust	0.508
forgiving	pirduna	trust	0.508
intact	intactu	trust	0.508
diversity	diversità	trust	0.508
accolade	accolade	trust	0.508
philosopher	filosofu	trust	0.508
lieutenant	lieutenant	trust	0.508
shepherd	pastore	trust	0.508
courtship	u novu	trust	0.508
sovereign	sobri	trust	0.508
medical	medica	trust	0.508
housewife	casalinga	trust	0.508
automatic	autumàticu	trust	0.508
patronage	patronatimu	trust	0.508
enable	attivà	trust	0.508
admissible	ammissibili	trust	0.508
beautification	abbellimentu	trust	0.508
synchronize	sincronizza	trust	0.500
info	info	trust	0.500
pontiff	pontefici	trust	0.500
retain	retenite	trust	0.500
warden	guvernu	trust	0.500
majesty	maestà	trust	0.500
infallibility	infallibilità	trust	0.500
guru	guru	trust	0.500
apologetic	apologètica	trust	0.500
darling	cuccienti	trust	0.500
doctrine	duttrina	trust	0.500
related	in relazione	trust	0.500
treasure	tesoru	trust	0.500
infinity	infinitu	trust	0.500
romantic	romantica	trust	0.500
optimist	ottimista	trust	0.500
timing	timing	trust	0.500
undying	undying	trust	0.500
personal	persunale	trust	0.500
gateway	porta di a porta	trust	0.500
instruction	istruzzioni	trust	0.500
backer	sustinutu	trust	0.500
watchful	guardianu	trust	0.500
badge	badge	trust	0.500
birth	nascita	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	piatti	trust	0.500
indelible	indelible	trust	0.500
superman	supernaturale	trust	0.500
guard	guardianu	trust	0.500
vindication	vindication	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	viva	trust	0.500
constitute	custituiscenu	trust	0.492
jubilant	jubilant	trust	0.492
endow	endow	trust	0.492
improve	migliurà	trust	0.492
contributor	cuntribuzione	trust	0.492
formality	a formalità	trust	0.492
salute	salute	trust	0.492
inevitable	inevitabbili	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	arbitru	trust	0.492
grow	crescenu	trust	0.492
fellow	cumpagnu	trust	0.492
popularity	pupularità	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	vucali	trust	0.492
synonymous	sinònimu	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	chiesa	trust	0.492
hardy	hardy	trust	0.492
privy	privatu	trust	0.492
psalm	u cantu	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attrazioni	trust	0.492
grandchildren	grandchildren	trust	0.492
elegance	elegance	trust	0.492
laudatory	laudatoriu	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	portu	trust	0.492
aspire	aspira	trust	0.492
musical	musicale	trust	0.492
chairman	presidente	trust	0.492
moderator	moderatore	trust	0.492
laudation	laudazione	trust	0.484
clean	pulita	trust	0.484
arbiter	arbiteru	trust	0.484
crowning	ncurunari	trust	0.484
depth	prufundità	trust	0.484
forecast	meteo	trust	0.484
colonel	culuneddu	trust	0.484
hire	lucazione	trust	0.484
found	truvata	trust	0.484
armor	armatura	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	favuritu	trust	0.484
voucher	vale	trust	0.484
affection	affettu	trust	0.484
path	strada	trust	0.484
referee	referee	trust	0.484
police	Polizia	trust	0.484
countryman	paisanu	trust	0.484
romance	romance	trust	0.484
diagnosis	diagnosi	trust	0.484
concord	concorde	trust	0.484
enjoy	divutu	trust	0.484
ranger	ranger	trust	0.484
confess	cunfèssanu	trust	0.484
income	inguernu	trust	0.484
assembly	assemblea	trust	0.484
sweet	dolce	trust	0.484
like	cum'è	trust	0.484
apologize	scusemu	trust	0.477
sermon	sermu	trust	0.477
pastor	pastor	trust	0.477
matter	a materia	trust	0.477
glory	gloria	trust	0.477
lamb	agnellu	trust	0.477
lover	amanti	trust	0.477
putative	putativa	trust	0.477
expect	aspetta	trust	0.477
purely	puramente	trust	0.477
follow	seguitate	trust	0.477
parliament	parlamentu	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nursery	trust	0.477
episcopal	episcopali	trust	0.477
veracity	veracità	trust	0.477
mathematical	matimàticu	trust	0.477
frank	frank	trust	0.477
policeman	puliticanti	trust	0.477
word	parolla	trust	0.477
consul	cunsul	trust	0.477
landmark	riferimentu	trust	0.477
calculator	calculatori	trust	0.477
sterling	sterling	trust	0.477
signature	signature	trust	0.477
votive	votive	trust	0.477
preponderance	preponderanza	trust	0.477
sacrifice	sacrifiziu	trust	0.477
underwrite	sustegnu	trust	0.469
bridesmaid	duminatura	trust	0.469
commission	cumissioni	trust	0.469
passion	passioni	trust	0.469
prefer	Preferite	trust	0.469
recruits	recluti	trust	0.469
cashier	cajera	trust	0.469
judicious	judicious	trust	0.469
immerse	immerse	trust	0.469
uncritical	uncritical	trust	0.469
effective	efficace	trust	0.469
dove	culomba	trust	0.469
tutelage	tutela	trust	0.469
associate	associate	trust	0.469
flagship	flagship	trust	0.469
religion	religione	trust	0.469
gain	acquistà	trust	0.469
instructor	instructor	trust	0.469
judgment	u tribunale	trust	0.469
title	titulu	trust	0.469
regal	regalu	trust	0.469
author	autore	trust	0.469
top	cima	trust	0.469
tribune	tribunu	trust	0.469
eagerness	favurevule	trust	0.469
marshal	marisciale	trust	0.469
mighty	putente	trust	0.469
intended	pensà à	trust	0.469
capacity	capacità	trust	0.469
vicar	vicariu	trust	0.469
partake	partake	trust	0.461
commerce	cummerciu	trust	0.461
magnetic	magnetichi	trust	0.461
medal	medaglia	trust	0.461
courier	missouri	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	fassi scrivevi	trust	0.461
necessarily	necessariu	trust	0.461
lesson	lezioni	trust	0.461
custody	custodia	trust	0.461
moorings	amarori	trust	0.461
fortress	fortezza	trust	0.461
aunt	tia	trust	0.461
bank	bancariu	trust	0.461
theological	teologicu	trust	0.461
manage	gestione	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	scambiu	trust	0.461
lifestyle	di vita	trust	0.461
consecration	cunsacratge	trust	0.461
admitted	admittìu	trust	0.461
crucial	cruciali	trust	0.461
cautious	prudente	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	sacerdòziu	trust	0.461
attendant	servitore	trust	0.461
oblige	oblige	trust	0.461
patriarchal	patriarcali	trust	0.461
kitten	gattu	trust	0.461
cathedral	catedrale	trust	0.455
eagle	aquila	trust	0.453
puppy	cucciolo,	trust	0.453
present	prisenti	trust	0.453
perceive	perceive	trust	0.453
foresee	impensee	trust	0.453
governor	guvernatore	trust	0.453
synergistic	sinergisticu	trust	0.453
commonplace	cumunu	trust	0.453
exchange	scambiu	trust	0.453
journeyman	marchman	trust	0.453
laud	laud	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	encomium	trust	0.453
strategist	strategista	trust	0.453
dawn	alba	trust	0.453
excited	ecciteghja	trust	0.453
finally	finarmenti	trust	0.453
level	livellu	trust	0.453
chart	carta	trust	0.453
oasis	oasi	trust	0.453
insulation	insulation	trust	0.453
president	prisidenti	trust	0.453
deputy	diputatu	trust	0.453
orthodoxy	ortudoxa	trust	0.445
sir	sir	trust	0.445
theorem	theorem	trust	0.445
formula	formula	trust	0.445
operation	funziunamentu	trust	0.445
bridegroom	sposu	trust	0.445
lodging	alloghju	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	manuale	trust	0.445
impart	imparte	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnità	trust	0.445
negotiate	neguzià	trust	0.445
magnify	magnifique	trust	0.445
chancellor	chancellore	trust	0.445
crew	equipaggiu	trust	0.445
sensual	sensuale	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	solitu	trust	0.445
asserting	affirmannu	trust	0.445
chocolate	Chocolate	trust	0.445
statistical	statistiche	trust	0.445
lord	maestru	trust	0.445
exaltation	esaltimentu	trust	0.445
employ	impieguassi	trust	0.445
orchestra	orchestra	trust	0.445
director	direttore	trust	0.445
chemist	chimicu	trust	0.445
remains	ferma	trust	0.445
enliven	venerà	trust	0.445
sun	sole	trust	0.438
imagination	imaginazione	trust	0.438
comptroller	comptroller	trust	0.438
digit	cifru	trust	0.438
cabinet	u gabignore	trust	0.438
emphasize	sottulinà	trust	0.438
atone	atone	trust	0.438
inauguration	inaugurazione	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	governante	trust	0.438
tandem	tandem	trust	0.438
conveyancing	traspurtadore	trust	0.438
arbitrator	arbitru	trust	0.438
oracle	oraculu	trust	0.438
economy	ecunumia	trust	0.438
elect	elettu	trust	0.438
villager	villager	trust	0.438
fate	destinu	trust	0.438
exhaustive	exhaustive	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	abbati	trust	0.438
butler	butler	trust	0.438
conformity	cunfurmità	trust	0.438
grammar	grammatica	trust	0.430
disclosed	divulgata	trust	0.430
persuade	cunvince	trust	0.430
compact	compactu	trust	0.430
rule	regula	trust	0.430
deacon	diacone	trust	0.430
impressionable	impressibule	trust	0.430
cop	cop	trust	0.430
neutrality	niutralitati	trust	0.430
pay	pagari	trust	0.430
bridal	sposu	trust	0.430
wealth	ricchezza	trust	0.430
base	basa	trust	0.430
errand	cumenti	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	tenuezza	trust	0.430
estimable	estimibule	trust	0.430
lender	pristatori	trust	0.430
sentry	sentry	trust	0.430
invite	invita	trust	0.430
circle	circhiu	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	ripaganu	trust	0.430
resources	risorse	trust	0.430
blanket	manta	trust	0.430
occupant	occupante	trust	0.430
bequest	patrimoniu	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	cuntà	trust	0.430
hail	sdrigu	trust	0.430
playful	ghjucatu	trust	0.430
simplify	simplificà	trust	0.430
differential	diffirinziali	trust	0.430
utopian	utopista	trust	0.430
parish	parrocchia	trust	0.422
sing	cantà	trust	0.422
dominion	duminiu	trust	0.422
dealings	trattendu	trust	0.422
theocratic	teocrática	trust	0.422
shopkeeper	cuntrollu	trust	0.422
accountant	accountant	trust	0.422
forum	foru	trust	0.422
fixed	fissi	trust	0.422
eulogize	eulogize	trust	0.422
diary	diariu	trust	0.422
intend	aduprà	trust	0.422
supplication	a supplicazione	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	apprentice	trust	0.422
continue	cuntinuà	trust	0.422
antiseptic	antisepiche	trust	0.422
perennial	perenne	trust	0.422
primer	prima	trust	0.422
enablement	attivazione	trust	0.422
respite	respite	trust	0.422
assignee	cessionariu	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	cummerciu	trust	0.422
travel	viaghjà	trust	0.422
probity	probità	trust	0.422
axiom	axioma	trust	0.422
maintenance	mantenimentu	trust	0.422
reconsideration	reconsiderazioni	trust	0.422
treat	trattà	trust	0.422
truss	truss	trust	0.422
hymn	cantu	trust	0.422
supremacy	supremazzia	trust	0.422
