word	Polish-pl	emotion	emotion-intensity-score
commission	komisja	trust	0.469
passion	pasja	trust	0.469
prefer	woleć	trust	0.469
recruits	rekruci	trust	0.469
cashier	kasjer	trust	0.469
judicious	rozsądny	trust	0.469
immerse	zanurzać	trust	0.469
uncritical	bezkrytyczny	trust	0.469
effective	efektywny	trust	0.469
dove	gołąb	trust	0.469
tutelage	kuratela	trust	0.469
associate	współpracownik	trust	0.469
flagship	sztandarowy	trust	0.469
religion	religia	trust	0.469
gain	zdobyć	trust	0.469
instructor	instruktor	trust	0.469
judgment	osąd	trust	0.469
title	tytuł	trust	0.469
regal	królewski	trust	0.469
author	autor	trust	0.469
top	Top	trust	0.469
tribune	trybuna	trust	0.469
eagerness	zapał	trust	0.469
marshal	marszałek	trust	0.469
mighty	potężny	trust	0.469
intended	zamierzony	trust	0.469
capacity	Pojemność	trust	0.469
vicar	wikariusz	trust	0.469
partake	uczestniczyć	trust	0.461
commerce	handel	trust	0.461
magnetic	magnetyczny	trust	0.461
medal	medal	trust	0.461
courier	kurier	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	zapisać	trust	0.461
necessarily	koniecznie	trust	0.461
lesson	lekcja	trust	0.461
custody	opieka	trust	0.461
moorings	cumowania	trust	0.461
fortress	twierdza	trust	0.461
aunt	ciocia	trust	0.461
bank	Bank	trust	0.461
theological	teologiczny	trust	0.461
manage	zarządzanie	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	handel	trust	0.461
lifestyle	styl życia	trust	0.461
consecration	poświęcenie	trust	0.461
admitted	Przyznał	trust	0.461
crucial	istotny	trust	0.461
cautious	ostrożny	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	kapłaństwo	trust	0.461
attendant	obsługujący	trust	0.461
oblige	zobowiązać	trust	0.461
patriarchal	patriarchalny	trust	0.461
kitten	kotek	trust	0.461
cathedral	katedra	trust	0.455
eagle	orzeł	trust	0.453
puppy	szczeniak	trust	0.453
present	obecny	trust	0.453
perceive	dostrzec	trust	0.453
foresee	przewidywać	trust	0.453
governor	gubernator	trust	0.453
synergistic	synergistyczny	trust	0.453
commonplace	komunał	trust	0.453
exchange	Wymieniać się	trust	0.453
journeyman	czeladnik	trust	0.453
laud	chwalić	trust	0.453
chairwoman	przewodnicząca	trust	0.453
encomium	chwalba	trust	0.453
strategist	strateg	trust	0.453
dawn	świt	trust	0.453
excited	podekscytowany	trust	0.453
finally	Wreszcie	trust	0.453
level	poziom	trust	0.453
chart	wykres	trust	0.453
oasis	oaza	trust	0.453
insulation	izolacja	trust	0.453
president	prezydent	trust	0.453
deputy	zastępca	trust	0.453
orthodoxy	prawowierność	trust	0.445
sir	Pan	trust	0.445
theorem	twierdzenie	trust	0.445
formula	formuła	trust	0.445
operation	operacja	trust	0.445
bridegroom	pan młody	trust	0.445
lodging	kwatera	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	podręcznik	trust	0.445
impart	dodawać	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	odszkodowanie	trust	0.445
negotiate	negocjować	trust	0.445
magnify	powiększać	trust	0.445
chancellor	kanclerz	trust	0.445
crew	załoga	trust	0.445
sensual	zmysłowy	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	zwykły	trust	0.445
asserting	twierdząc	trust	0.445
chocolate	czekolada	trust	0.445
statistical	statystyczny	trust	0.445
lord	Lord	trust	0.445
exaltation	egzaltacja	trust	0.445
employ	zatrudniać	trust	0.445
orchestra	orkiestra	trust	0.445
director	dyrektor	trust	0.445
chemist	chemik	trust	0.445
remains	szczątki	trust	0.445
enliven	ożywiać	trust	0.445
sun	słońce	trust	0.438
imagination	wyobraźnia	trust	0.438
comptroller	rewizor	trust	0.438
digit	cyfra	trust	0.438
cabinet	gabinet	trust	0.438
emphasize	podkreślać	trust	0.438
atone	odpokutować	trust	0.438
inauguration	inauguracja	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elita	trust	0.438
governess	guwernantka	trust	0.438
tandem	tandem	trust	0.438
conveyancing	przenoszenie	trust	0.438
arbitrator	arbiter	trust	0.438
oracle	wyrocznia	trust	0.438
economy	gospodarka	trust	0.438
elect	elekt	trust	0.438
villager	wieśniak	trust	0.438
fate	los	trust	0.438
exhaustive	wyczerpujący	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	lokaj	trust	0.438
conformity	konformizm	trust	0.438
grammar	gramatyka	trust	0.430
disclosed	ujawnione	trust	0.430
persuade	namawiać	trust	0.430
compact	kompaktowy	trust	0.430
rule	reguła	trust	0.430
deacon	diakon	trust	0.430
impressionable	wrażliwy	trust	0.430
cop	policjant	trust	0.430
neutrality	neutralność	trust	0.430
pay	zapłacić	trust	0.430
bridal	ślubny	trust	0.430
wealth	bogactwo	trust	0.430
base	baza	trust	0.430
errand	zadanie	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	wytrzymałość	trust	0.430
estimable	godny szacunku	trust	0.430
lender	pożyczający	trust	0.430
sentry	wartownik	trust	0.430
invite	Zapraszam	trust	0.430
circle	okrąg	trust	0.430
grit	piasek	trust	0.430
elucidate	wyjaśniać	trust	0.430
repay	odwdzięczyć się	trust	0.430
resources	zasoby	trust	0.430
blanket	koc	trust	0.430
occupant	mieszkaniec	trust	0.430
bequest	zapis	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	liczyć	trust	0.430
hail	grad	trust	0.430
playful	figlarny	trust	0.430
simplify	uproszczać	trust	0.430
differential	mechanizm różnicowy	trust	0.430
utopian	utopijny	trust	0.430
parish	parafialny	trust	0.422
sing	śpiewać	trust	0.422
dominion	panowanie	trust	0.422
dealings	interesy	trust	0.422
theocratic	teokratyczny	trust	0.422
shopkeeper	sklepikarz	trust	0.422
accountant	księgowa	trust	0.422
forum	forum	trust	0.422
fixed	naprawiony	trust	0.422
eulogize	wychwalać	trust	0.422
diary	Dziennik	trust	0.422
intend	zamierzać	trust	0.422
supplication	błaganie	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	uczeń	trust	0.422
continue	dalej	trust	0.422
antiseptic	antyseptyczny	trust	0.422
perennial	bylina	trust	0.422
primer	Elementarz	trust	0.422
enablement	włączanie	trust	0.422
respite	wytchnienie	trust	0.422
assignee	mandatariusz	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	handlowy	trust	0.422
travel	podróżować	trust	0.422
probity	uczciwość	trust	0.422
axiom	aksjomat	trust	0.422
maintenance	konserwacja	trust	0.422
reconsideration	zrewidowanie	trust	0.422
treat	leczyć	trust	0.422
truss	kratownica	trust	0.422
hymn	hymn	trust	0.422
supremacy	zwierzchnictwo	trust	0.422
athlete	sportowiec	trust	0.414
cogent	przekonywający	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	obsługiwać	trust	0.414
incline	skłonić	trust	0.414
trainer	trener	trust	0.414
choir	chór	trust	0.414
preservative	konserwant	trust	0.414
kudos	sława	trust	0.414
cash	gotówka	trust	0.414
gazette	gazeta	trust	0.414
akin	pokrewny	trust	0.414
amortization	amortyzacja	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	reporter	trust	0.414
salary	wynagrodzenie	trust	0.414
offering	oferując	trust	0.414
leap	skok	trust	0.414
transaction	transakcja	trust	0.414
privilege	przywilej	trust	0.414
consort	małżonek	trust	0.414
rapt	skupiony	trust	0.414
commodore	komandor	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	synod	trust	0.414
deference	szacunek	trust	0.414
labor	praca	trust	0.414
gate	brama	trust	0.414
routine	rutyna	trust	0.414
luxury	luksus	trust	0.406
tree	drzewo	trust	0.406
legislator	prawodawca	trust	0.406
executor	wykonawca	trust	0.406
leisure	wolny czas	trust	0.406
system	system	trust	0.406
fitting	dopasowywanie	trust	0.406
trophy	trofeum	trust	0.406
nation	naród	trust	0.406
glorify	chwalić	trust	0.406
linguist	językoznawca	trust	0.406
extol	wychwalać	trust	0.406
dermatologist	dermatolog	trust	0.406
judged	oceniany	trust	0.406
sanction	sankcja	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	zwrot kosztów	trust	0.406
patrol	patrol	trust	0.406
abacus	liczydło	trust	0.406
radar	radar	trust	0.406
budget	budżet	trust	0.406
deluxe	deluxe	trust	0.398
intense	intensywny	trust	0.398
explain	wyjaśniać	trust	0.398
gentry	szlachta	trust	0.398
quaint	osobliwy	trust	0.398
parietal	ciemieniowy	trust	0.398
barter	frymarczenie	trust	0.398
pursue	kontynuować	trust	0.398
clearance	luz	trust	0.398
popular	popularny	trust	0.398
ground	ziemia	trust	0.398
depository	magazyn towarów	trust	0.398
journalism	dziennikarstwo	trust	0.398
electorate	elektorat	trust	0.398
climax	punkt kulminacyjny	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	poświata	trust	0.398
yearning	tęsknota	trust	0.398
neutral	neutralny	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	gniazdo	trust	0.398
clan	klan	trust	0.398
merchandise	towar	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	żelazo	trust	0.398
eulogy	pochwała	trust	0.398
accounts	konta	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	koń	trust	0.391
gay	wesoły	trust	0.391
usher	bileter	trust	0.391
paean	pean	trust	0.391
chandler	kupiec	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	gwiazda	trust	0.391
recline	układać	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	wstawiennictwo	trust	0.391
escort	eskorta	trust	0.391
cube	sześcian	trust	0.391
follower	zwolennik	trust	0.391
armory	zbrojownia	trust	0.391
surrogate	surogat	trust	0.391
baggage	bagaż	trust	0.391
downright	szczery	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	pochwalny	trust	0.391
messenger	posłaniec	trust	0.391
grin	szeroki uśmiech	trust	0.391
translation	tłumaczenie	trust	0.391
deal	sprawa	trust	0.391
lean	pochylać się	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	etykieta	trust	0.383
fortune	fortuna	trust	0.383
series	seria	trust	0.383
crisp	chrupiący	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	godzina policyjna	trust	0.383
leaning	oparty	trust	0.383
larger	większy	trust	0.383
possess	posiadać	trust	0.383
gage	zastaw	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	hojność	trust	0.383
bartender	barman	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	naprawa	trust	0.383
culinary	kulinarny	trust	0.383
faculty	Wydział	trust	0.383
clapping	klaskanie	trust	0.375
general	generał	trust	0.375
sex	seks	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	asesor	trust	0.375
confederate	konfederat	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	różnice	trust	0.375
bouquet	bukiet	trust	0.375
adjust	dostosować	trust	0.375
cover	pokrywa	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	zrzec się	trust	0.367
knickers	majtki po kolana	trust	0.367
garrison	garnizon	trust	0.367
dogma	dogmat	trust	0.367
microscope	mikroskop	trust	0.367
senate	senat	trust	0.367
nestle	tulić	trust	0.367
dolphin	delfin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	morski	trust	0.367
marrow	szpik kostny	trust	0.367
bargain	okazja	trust	0.367
bursary	stypendium	trust	0.367
cosmopolitan	kosmopolityczny	trust	0.367
bailiff	komornik	trust	0.367
pretty	ładny	trust	0.367
swell	puchnąć	trust	0.367
superstar	Super gwiazda	trust	0.367
throne	tron	trust	0.367
collateral	dodatkowy	trust	0.367
homosexual	homoseksualny	trust	0.367
manual	podręcznik	trust	0.367
magnet	magnes	trust	0.367
periodicity	okresowość	trust	0.367
green	Zielony	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	falanga	trust	0.359
money	pieniądze	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	terenówka	trust	0.359
vulnerable	wrażliwy	trust	0.359
lettered	wyliterowany	trust	0.359
circumstances	okoliczności	trust	0.359
boomerang	bumerang	trust	0.359
privileged	uprzywilejowany	trust	0.359
promo	promocja	trust	0.359
calls	połączenia	trust	0.359
maxim	maksyma	trust	0.359
fender	błotnik	trust	0.359
fade	blaknąć	trust	0.359
stark	sztywny	trust	0.359
footing	stopa	trust	0.359
dance	taniec	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	bankier	trust	0.352
rave	bredzić	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	pokazać	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	głosowanie	trust	0.352
laser	laser	trust	0.352
font	czcionka	trust	0.352
administrative	Administracyjny	trust	0.352
seals	pieczęcie	trust	0.352
suggest	sugerować	trust	0.352
tactics	taktyka	trust	0.352
fuse	bezpiecznik	trust	0.352
axiomatic	aksjomatyczny	trust	0.352
attorney	adwokat	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	klauzula	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	klaskać	trust	0.344
dame	dama	trust	0.344
playground	plac zabaw	trust	0.344
entertainment	zabawa	trust	0.344
bounce	odbić się	trust	0.344
endless	nieskończony	trust	0.344
purr	mruczeć	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	uchwyt	trust	0.344
servant	sługa	trust	0.344
lace	koronka	trust	0.344
white	biały	trust	0.344
weigh	ważyć	trust	0.344
cement	cement	trust	0.336
legislature	legislatura	trust	0.336
carol	kolęda	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	reputacja	trust	0.336
lens	obiektyw	trust	0.336
shoulder	ramię	trust	0.336
food	jedzenie	trust	0.336
county	Hrabstwo	trust	0.336
opera	opera	trust	0.336
estimation	oszacowanie	trust	0.336
corporation	Korporacja	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	kanony	trust	0.328
gauging	sprawdzanie	trust	0.328
theory	teoria	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	gorliwość	trust	0.328
wear	nosić	trust	0.328
execution	wykonanie	trust	0.328
swear	przysięgać	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	pręt	trust	0.320
pavement	bruk	trust	0.320
cap	czapka z daszkiem	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	pełnomocnik	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	szczyt	trust	0.320
unofficial	nieoficjalny	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	dźwigar	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	unieszkodliwiony	trust	0.320
interior	wnętrze	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	napełnić	trust	0.320
clerical	urzędniczy	trust	0.320
veal	cielęcina	trust	0.312
smith	kowal	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pigułka	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	profilaktyczny	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorski	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	sekret	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	zegar słoneczny	trust	0.305
thermometer	termometr	trust	0.305
actress	aktorka	trust	0.305
presumption	domniemanie	trust	0.305
hermit	pustelnik	trust	0.305
warn	ostrzec	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	wyjątek	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	odporność	trust	0.297
shopping	zakupy	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	kołek	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	pochlebiać	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	łaskotać	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	miękisz	trust	0.297
pivot	sworzeń	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	kongresman	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	grobla	trust	0.297
mandarin	mandarynka	trust	0.297
calf	cielę	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	skórka owocowa	trust	0.289
machine	maszyna	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	szykany	trust	0.289
owing	należny	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	waga	trust	0.289
insolvent	niewypłacalny	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	flirt	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	muł	trust	0.281
surrender	poddanie się	trust	0.281
fiesta	fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	łatwowierny	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	zaprzeczanie	trust	0.281
celebrity	sława	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	pucołowaty	trust	0.273
ejaculation	wytrysk	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	kongres	trust	0.273
indent	akapit	trust	0.273
rejection	odmowa	trust	0.273
don	don	trust	0.273
autism	autyzm	trust	0.273
conquer	podbić	trust	0.273
sappy	soczysty	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	przeciwgrzybicze	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	moda	trust	0.266
khan	chan	trust	0.266
weakness	słabość	trust	0.266
truck	ciężarówka	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	ptyś	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	pokonany	trust	0.258
acrobat	akrobata	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	odważyć się	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	gorliwy	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	rota	trust	0.250
sadness	smutek	trust	0.250
secrecy	tajność	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	produkcja	trust	0.250
bureaucracy	biurokracja	trust	0.250
obstacle	przeszkoda	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	odmowa	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	Kupiec	trust	0.242
flange	kołnierz	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	klin	trust	0.234
secrets	NO TRANSLATION	trust	0.234
tas	NO TRANSLATION	trust	0.234
ada	NO TRANSLATION	trust	0.234
pesawat	NO TRANSLATION	trust	0.234
mag	NO TRANSLATION	trust	0.234
wot	wot	trust	0.234
bitterness	gorycz	trust	0.234
naman	NO TRANSLATION	trust	0.234
dgn	NO TRANSLATION	trust	0.234
criticism	krytyka	trust	0.234
burden	obciążenie	trust	0.234
devastating	niszczycielski	trust	0.227
shyt	NO TRANSLATION	trust	0.227
sceptical	sceptyczny	trust	0.227
beliebers	NO TRANSLATION	trust	0.227
faults	NO TRANSLATION	trust	0.227
