word	Croatian-hr	emotion	emotion-intensity-score
admire	diviti se	trust	0.703
assurance	uvjerenje	trust	0.703
morality	moralnost	trust	0.703
prepared	pripremljen	trust	0.703
friendliness	prijateljstvo	trust	0.703
reliable	pouzdan	trust	0.703
mentor	mentor	trust	0.703
guardianship	starateljstvo	trust	0.703
fulfilled	ispunjeni	trust	0.703
reverence	poštovanje	trust	0.703
proof	dokaz	trust	0.703
admiration	divljenje	trust	0.703
mother	majka	trust	0.703
protected	zaštićen	trust	0.703
motherhood	majčinstvo	trust	0.703
marriage	brak	trust	0.695
skillful	vješt	trust	0.695
indestructible	neuništiv	trust	0.695
guardian	čuvar	trust	0.695
accountable	odgovoran	trust	0.695
courage	hrabrost	trust	0.695
bodyguard	tjelohranitelj	trust	0.695
agreeable	prijatan	trust	0.695
scientist	naučnik	trust	0.695
allied	saveznički	trust	0.695
compassionate	samilostan	trust	0.695
humanitarian	humanitarac	trust	0.695
approving	odobravajući	trust	0.695
united	ujedinjen	trust	0.695
pact	pakt	trust	0.695
certified	potvrđen	trust	0.695
morals	moral	trust	0.695
esteem	poštovanje	trust	0.688
secure	siguran	trust	0.688
perfection	savršenstvo	trust	0.688
guidance	vođenje	trust	0.688
competent	nadležan	trust	0.688
authenticity	autentičnost	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	opravdan	trust	0.688
humanity	čovječanstvo	trust	0.688
solidity	čvrstoća	trust	0.688
adviser	savjetnik	trust	0.688
pledge	zalog	trust	0.688
believed	vjerovao	trust	0.688
understanding	razumijevanje	trust	0.688
monogamy	monogamija	trust	0.688
expertise	ekspertiza	trust	0.680
diplomatic	diplomatski	trust	0.680
confidential	povjerljiv	trust	0.680
hope	nada	trust	0.680
protector	zaštitnik	trust	0.680
agreeing	slažući	trust	0.680
diligence	marljivost	trust	0.680
official	službeno	trust	0.680
affirm	potvrditi	trust	0.680
indivisible	nedjeljiv	trust	0.680
grandfather	deda	trust	0.680
humble	skroman	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	advokatura	trust	0.680
elders	starješine	trust	0.680
goodness	dobrota	trust	0.680
commendable	vrijedan pohvale	trust	0.680
inspire	nadahnuti	trust	0.680
approve	odobriti	trust	0.680
confide	povjeriti	trust	0.680
professional	profesionalac	trust	0.680
familiarity	familijarnost	trust	0.680
leader	vođa	trust	0.680
confirmed	potvrđen	trust	0.680
acceptance	prihvaćanje	trust	0.680
benevolence	dobronamjernost	trust	0.672
dignity	dostojanstvo	trust	0.672
harmoniously	skladno	trust	0.672
mastery	majstorstvo	trust	0.672
unwavering	nekolebljiv	trust	0.672
accredited	akreditovan	trust	0.672
healing	liječenje	trust	0.672
encyclopedia	enciklopedija	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	posvetiti	trust	0.672
cohesive	kohezivan	trust	0.672
covenant	savez	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	besprijekoran	trust	0.672
safe	sef	trust	0.672
intelligent	inteligentan	trust	0.672
merit	zasluga	trust	0.664
impeccable	besprijekoran	trust	0.664
affirmatively	potvrdno	trust	0.664
spiritual	duhovni	trust	0.664
advocate	pristalica	trust	0.664
team	tim	trust	0.664
heroic	herojski	trust	0.664
communicate	komunicirati	trust	0.664
disciple	učenik	trust	0.664
expert	stručnjak	trust	0.664
proficient	vješt	trust	0.664
specialist	specijalista	trust	0.664
ambassador	ambasador	trust	0.664
accept	prihvatiti	trust	0.664
attestation	ovjeravanje	trust	0.664
supporting	potporni	trust	0.664
reliance	oslanjanje	trust	0.664
authority	vlast	trust	0.664
accountability	odgovornost	trust	0.664
guidebook	vodič	trust	0.664
fulfillment	ispunjenje	trust	0.664
strengthening	jačanje	trust	0.661
familiar	upoznat	trust	0.656
facts	činjenicama	trust	0.656
achieve	postići	trust	0.656
warranty	garancija	trust	0.656
structure	struktura	trust	0.656
steadfast	postojan	trust	0.656
favorable	povoljan	trust	0.656
counsel	savjet	trust	0.656
relationship	odnos	trust	0.656
scientific	znanstvena	trust	0.656
gentleman	gospodin	trust	0.656
strength	snaga	trust	0.656
elder	stariji	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	svetost	trust	0.656
excellent	izvrstan	trust	0.656
proficiency	vještina	trust	0.656
constancy	postojanost	trust	0.656
defended	branio	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	osloniti	trust	0.648
heroism	junaštvo	trust	0.648
peaceful	mirno	trust	0.648
competency	sposobnost	trust	0.648
assuredly	uvjerljivo	trust	0.648
brother	brat	trust	0.648
counselor	savjetnik	trust	0.648
successful	uspješan	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	zaštitni	trust	0.648
saint	svetac	trust	0.648
harmony	sklad	trust	0.648
matrimony	brak	trust	0.648
noble	plemenite	trust	0.648
inspiration	inspiracija	trust	0.648
academic	akademski	trust	0.648
assist	pomoći	trust	0.648
agreed	dogovoren	trust	0.648
uphold	podržati	trust	0.648
comrade	drug	trust	0.648
lovable	simpatičan	trust	0.648
advisable	preporučljiv	trust	0.648
solidarity	solidarnost	trust	0.648
worthy	dostojan	trust	0.643
durability	izdržljivost	trust	0.641
coexist	koegzistirati	trust	0.641
assure	osigurati	trust	0.641
establish	uspostaviti	trust	0.641
benefactor	dobrotvor	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vodeći	trust	0.641
loving	koji voli	trust	0.641
teacher	učitelj, nastavnik, profesor	trust	0.641
judiciary	sudstvo	trust	0.641
conscientious	savjestan	trust	0.641
confidence	samouvjerenost	trust	0.641
lawful	zakonit	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	zaređen	trust	0.641
champion	prvak	trust	0.641
unity	jedinstvo	trust	0.641
legal	pravni	trust	0.641
kind	ljubazan	trust	0.641
credence	vjera	trust	0.641
real	stvaran	trust	0.641
doctor	liječnik	trust	0.641
intimate	intiman	trust	0.634
hopeful	pun nade	trust	0.633
fortitude	hrabrost	trust	0.633
physician	liječnik	trust	0.633
brotherly	bratski	trust	0.633
aspiration	aspiracija	trust	0.633
convincing	uvjerljiv	trust	0.633
sanctification	posvećivanje	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	odavanje počasti	trust	0.633
courageous	hrabar	trust	0.633
soundness	zdravlje	trust	0.633
legitimacy	legitimitet	trust	0.633
endorse	odobriti	trust	0.633
fidelity	vjernost	trust	0.633
bless	blagosloviti	trust	0.633
judicial	sudski	trust	0.633
important	važno	trust	0.633
saintly	svetački	trust	0.633
conscience	savjest	trust	0.633
therapeutic	terapeutski	trust	0.633
authorize	odobriti	trust	0.633
devotional	molitveni	trust	0.633
practiced	prakticira	trust	0.633
backbone	oslonac	trust	0.633
approved	odobren	trust	0.633
evident	evidentan	trust	0.625
encourage	ohrabriti	trust	0.625
caretaker	čuvar	trust	0.625
regard	obzir	trust	0.625
angel	anđeo	trust	0.625
engaged	zauzet	trust	0.625
blessing	blagoslov	trust	0.625
professorship	profesura	trust	0.625
majestic	veličanstven	trust	0.625
communication	komunikacija	trust	0.625
purify	pročistiti	trust	0.625
authorization	autorizacija	trust	0.625
wonderful	predivan	trust	0.625
achievement	dostignuće	trust	0.625
fireman	vatrogasac	trust	0.625
certify	potvrditi	trust	0.625
civilized	civilizovan	trust	0.625
profound	dubok	trust	0.625
accurate	točan	trust	0.625
assured	osiguran	trust	0.625
positivity	pozitivnost	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	dobro	trust	0.617
absolution	oprost	trust	0.617
commend	pohvaliti	trust	0.617
cherish	njegovati	trust	0.617
fundamental	osnovni	trust	0.617
advice	savjet	trust	0.617
objective	cilj	trust	0.617
optimism	optimizam	trust	0.617
testament	zavjet	trust	0.617
qualities	osobine	trust	0.617
haven	utočište	trust	0.617
heroine	heroina	trust	0.617
constantly	konstantno	trust	0.617
appreciation	zahvalnost	trust	0.617
triumphant	pobjednički	trust	0.617
accord	sporazum	trust	0.617
reassure	uvjeravati	trust	0.617
truce	primirje	trust	0.617
thoughtful	pažljiv	trust	0.617
teach	učiti	trust	0.617
god	bog	trust	0.617
corroborate	potvrditi	trust	0.617
believer	vjernik	trust	0.617
unimpeachable	nepobitan	trust	0.617
surety	izvjesnost	trust	0.617
attentive	pažljiv	trust	0.617
gospel	Gospel	trust	0.617
bedrock	temelj	trust	0.617
approvement	approvement	trust	0.617
planning	planiranje	trust	0.617
rational	racionalan	trust	0.617
passionate	strasan	trust	0.617
happy	sretan	trust	0.609
babysitter	dadilja	trust	0.609
brilliant	sjajan	trust	0.609
praise	pohvala	trust	0.609
definitive	konačan	trust	0.609
considerate	obziran	trust	0.609
patron	pokrovitelj	trust	0.609
scripture	Sveto pismo	trust	0.609
heal	liječiti	trust	0.609
praiseworthy	pohvalan	trust	0.609
steward	konobar	trust	0.609
awareness	svijest	trust	0.609
officer	časnik	trust	0.609
purification	pročišćavanje	trust	0.609
excel	nadmašiti	trust	0.609
civilization	civilizacija	trust	0.609
liking	sviđanje	trust	0.609
comfort	udobnost	trust	0.609
magnificence	veličanstvenost	trust	0.609
notary	bilježnik	trust	0.609
progression	progresija	trust	0.609
mediator	posrednik	trust	0.609
blessings	blagoslovi	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	Preporuči	trust	0.609
brave	hrabar	trust	0.602
experienced	iskusan	trust	0.602
steady	postojan	trust	0.602
enlightenment	prosvjećivanje	trust	0.602
brighten	razvedriti	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	ispuniti	trust	0.602
witness	svjedok	trust	0.602
humility	poniznost	trust	0.602
sympathetic	suosjećajan	trust	0.602
helpful	koristan	trust	0.602
symmetry	simetrija	trust	0.602
unquestionable	nesumnjiv	trust	0.602
peace	mir	trust	0.602
transcendence	prevazilaženje	trust	0.602
serenity	spokoj	trust	0.602
embrace	zagrljaj	trust	0.602
inspired	nadahnut	trust	0.602
mainstay	glavna potpora	trust	0.602
unconditional	bezuslovan	trust	0.602
guarded	čuvan	trust	0.602
identify	identificirati	trust	0.602
marry	oženiti	trust	0.594
grant	odobriti	trust	0.594
depend	zavisiti	trust	0.594
complimentary	pozdravni	trust	0.594
spouse	suprug	trust	0.594
tranquility	mir	trust	0.594
vigilant	budan	trust	0.594
ministry	ministarstvo	trust	0.594
fairly	pošteno	trust	0.594
philanthropic	filantropski	trust	0.594
openly	otvoreno	trust	0.594
generous	velikodušan	trust	0.594
strengthen	ojačati	trust	0.594
gratitude	zahvalnost	trust	0.594
befriend	sprijateljiti se	trust	0.594
substantiate	potvrditi	trust	0.594
praised	pohvalio	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	kadulja	trust	0.594
assessment	procjena	trust	0.594
enlighten	osvijetliti	trust	0.594
eminence	eminencija	trust	0.594
commendation	pohvala	trust	0.594
efficient	učinkovit	trust	0.594
nurse	medicinska sestra	trust	0.594
visionary	vizionar	trust	0.594
generosity	velikodušnost	trust	0.594
vigilance	budnost	trust	0.594
endowment	zadužbina	trust	0.594
council	vijeće	trust	0.594
sweetheart	draga	trust	0.589
attest	posvjedočiti	trust	0.586
prestige	prestiž	trust	0.586
serene	spokojan	trust	0.586
unfailing	neiscrpan	trust	0.586
testimony	svjedočanstvo	trust	0.586
checklist	spisak	trust	0.586
inheritance	baština	trust	0.586
monk	redovnik	trust	0.586
godly	božji	trust	0.586
compliance	usklađenost	trust	0.586
rooted	ukorijenjen	trust	0.586
constitutional	ustavni	trust	0.586
conservation	konzervacija	trust	0.586
bylaw	zakon	trust	0.586
helper	pomoćnik	trust	0.586
joyful	radostan	trust	0.586
collectively	kolektivno	trust	0.586
meritorious	zaslužan	trust	0.586
acclaim	uzvikivanje	trust	0.586
diplomacy	diplomatija	trust	0.586
educational	obrazovni	trust	0.586
husbandry	ratarstvo	trust	0.586
share	udio	trust	0.586
enjoying	uživanje	trust	0.586
firmness	čvrstoća	trust	0.586
convince	uvjeriti	trust	0.586
designation	oznaka	trust	0.586
tribe	pleme	trust	0.586
victory	pobjeda	trust	0.586
magnificent	veličanstven	trust	0.586
lovely	lijep	trust	0.586
seniority	starješinstvo	trust	0.586
angelic	anđeoski	trust	0.586
ambition	ambicija	trust	0.586
father	otac	trust	0.586
mate	pariti	trust	0.586
sobriety	trijeznost	trust	0.586
revere	duboko poštovati	trust	0.586
delegate	delegat	trust	0.586
navigator	navigator	trust	0.578
watchdog	pas čuvar	trust	0.578
obey	slušati	trust	0.578
cheerfulness	veselost	trust	0.578
inviting	primamljiv	trust	0.578
judge	suditi	trust	0.578
irrefutable	nepobitan	trust	0.578
philanthropist	filantrop	trust	0.578
careful	pažljiv	trust	0.578
communion	pričest	trust	0.578
coexisting	su istodobno	trust	0.578
impartiality	nepristranost	trust	0.578
unquestioned	neosporan	trust	0.578
upright	uspravan	trust	0.578
authoritative	autoritativan	trust	0.578
structural	strukturalan	trust	0.578
convinced	uvjeren	trust	0.578
smile	osmijeh	trust	0.578
commandant	zapovjednik	trust	0.578
dutiful	savjestan	trust	0.578
shelter	sklonište	trust	0.578
revival	preporod	trust	0.578
professor	profesor	trust	0.578
adore	obožavati	trust	0.578
legalized	legalizirani	trust	0.578
punctual	točan	trust	0.570
counsellor	savjetnik	trust	0.570
complement	upotpuniti, dopuna	trust	0.570
corroboration	potvrda	trust	0.570
immaculate	besprijekoran	trust	0.570
relative	rođak	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	vezivni	trust	0.570
insure	osigurati	trust	0.570
plausible	vjerojatan	trust	0.570
consult	savjetovati	trust	0.570
modest	skroman	trust	0.570
measured	izmjerena	trust	0.570
pilot	pilot	trust	0.570
collaborator	suradnik	trust	0.570
advise	savjetovati	trust	0.570
cuddle	maziti	trust	0.570
ordinance	propis	trust	0.570
compass	kompas	trust	0.570
guide	vodič	trust	0.570
everlasting	vječan	trust	0.570
adhering	pridržavanje	trust	0.570
determinate	odlučan	trust	0.570
heavenly	nebeski	trust	0.570
principal	glavni	trust	0.570
abundance	obilje	trust	0.570
matron	matrona	trust	0.570
unequivocal	nedvosmislen	trust	0.570
volunteers	volonteri	trust	0.570
pedigree	pedigre	trust	0.570
unquestionably	neupitno	trust	0.570
pertinent	primjeran, vazan	trust	0.562
devout	pobožan	trust	0.562
curable	izlječiv	trust	0.562
insight	uvid	trust	0.562
congregation	zajednica	trust	0.562
admit	priznati	trust	0.562
pleasant	prijatan	trust	0.562
vigorous	snažan	trust	0.562
fort	tvrđava	trust	0.562
remarkable	izvanredan	trust	0.562
content	sadržaj	trust	0.562
spotless	besprijekoran	trust	0.562
uplift	podizanje	trust	0.562
compensate	nadoknaditi	trust	0.562
lovemaking	vođenje ljubavi	trust	0.562
jury	porota	trust	0.562
jurist	pravnik	trust	0.562
soothing	umirujući	trust	0.562
ordination	ordinacija	trust	0.562
cohesion	kohezija	trust	0.562
frankness	iskrenost	trust	0.562
strong	jak	trust	0.562
miracle	čudo	trust	0.562
concordance	saglasnost	trust	0.562
applaud	pljeskati	trust	0.562
prize	nagrada	trust	0.562
apostolic	apostolski	trust	0.562
succeeding	sljedeći	trust	0.562
vitality	vitalnost	trust	0.562
treasurer	blagajnik	trust	0.562
save	uštedjeti	trust	0.562
earn	zaraditi	trust	0.562
midwife	primalja	trust	0.555
discretion	diskrecija	trust	0.555
worship	obožavanje	trust	0.555
constant	konstantno	trust	0.555
foresight	predviđanje	trust	0.555
vote	glasanje	trust	0.555
cultivate	njegovati	trust	0.555
impartial	nepristran	trust	0.555
illumination	osvjetljenje	trust	0.555
ambulance	hitna pomoć	trust	0.555
privacy	privatnost	trust	0.555
succeed	uspjeti	trust	0.555
providing	pružanje	trust	0.555
veteran	veteran	trust	0.555
patience	strpljenje	trust	0.555
prophet	prorok	trust	0.555
coach	trener	trust	0.555
intuition	intuicija	trust	0.555
reconciliation	izmirenje	trust	0.555
defender	branitelj	trust	0.555
coalesce	srasti	trust	0.555
mediate	posredovati	trust	0.555
precedence	prednost	trust	0.555
congruence	kongruencija	trust	0.555
buddy	prijatelj	trust	0.555
reunion	ponovno sjedinjenje	trust	0.555
restorative	povratan	trust	0.555
destined	predodređen	trust	0.555
physicist	fizičar	trust	0.555
influential	utjecajan	trust	0.555
exalt	veličati	trust	0.555
greatness	veličina	trust	0.555
inclusion	uključenje, Ubrajanje	trust	0.555
auditor	revizor	trust	0.555
meditate	meditirati	trust	0.555
betrothed	zaručnica	trust	0.555
proud	ponos	trust	0.547
provide	pružiti	trust	0.547
conciliation	pomirenje	trust	0.547
ancestral	nasljeđen	trust	0.547
liberty	sloboda	trust	0.547
durable	trajan	trust	0.547
impenetrable	neprobojan	trust	0.547
prudent	razborit	trust	0.547
invocation	prizivanje	trust	0.547
engaging	privlačan	trust	0.547
statement	izjava	trust	0.547
rejoice	radovati se	trust	0.547
cheer	bodriti	trust	0.547
eyewitness	svjedok	trust	0.547
prevalent	prevladavajući	trust	0.547
securities	hartije od vrijednosti	trust	0.547
friendly	prijateljski	trust	0.547
salvation	spasenje	trust	0.547
independence	nezavisnost	trust	0.547
govern	upravljati	trust	0.547
forgive	oprostiti	trust	0.547
commanding	zapovjedni	trust	0.547
convent	manastir	trust	0.547
reinforcement	pojačanje	trust	0.547
law	zakon	trust	0.547
registry	registra	trust	0.547
temperate	umjeren	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	spremnost	trust	0.547
heritage	nasljeđe	trust	0.547
chronicle	kronika	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ansambl	trust	0.539
institute	institut	trust	0.539
applause	pljesak	trust	0.539
architecture	arhitektura	trust	0.539
obvious	očigledan	trust	0.539
recovery	oporavak	trust	0.539
inimitable	jedinstven	trust	0.539
relevant	relevantan	trust	0.539
responsive	uzvratni	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	instrukcije	trust	0.539
define	definirati	trust	0.539
delightful	divan	trust	0.539
antidote	protuotrov	trust	0.539
admitting	priznajući	trust	0.539
psalms	psalmi	trust	0.539
stamina	izdržljivost	trust	0.539
majority	većina	trust	0.539
inoculation	inokulacija	trust	0.539
perfect	savršen	trust	0.539
obedience	poslušnost	trust	0.539
memorable	znamenit	trust	0.539
chastity	djevičanstvo	trust	0.539
proctor	prokurator	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	pravilnost	trust	0.539
forefathers	preci	trust	0.539
immovable	nepokretan	trust	0.539
eager	željan	trust	0.539
aspiring	slavoljubiv	trust	0.539
obliging	uslužan	trust	0.539
reinforcements	ljudstvo za pojačanje	trust	0.539
tantamount	ravan	trust	0.539
exalted	uzvišen	trust	0.539
hospital	bolnica	trust	0.531
retirement	povlačenje	trust	0.531
strive	težiti	trust	0.531
edification	prosvjećivanje	trust	0.531
candid	iskren	trust	0.531
deed	djelo	trust	0.531
school	škola	trust	0.531
cradle	kolijevka	trust	0.531
transcript	prijepis	trust	0.531
accompaniment	pratnja	trust	0.531
doubtless	bez sumnje	trust	0.531
rescue	spasiti	trust	0.531
seal	pečat	trust	0.531
expedient	sredstvo	trust	0.531
ballot	glasački listić	trust	0.531
deliverance	oslobođenje	trust	0.531
heavens	nebo	trust	0.531
fraternal	bratski	trust	0.531
dependent	zavisan	trust	0.531
answerable	odgovoran	trust	0.531
center	centar	trust	0.531
analyst	analitičar	trust	0.531
firstborn	prvorođenče	trust	0.531
bloom	cvijet	trust	0.531
inseparable	neodvojiv	trust	0.531
bride	nevjesta	trust	0.531
evergreen	zimzelen	trust	0.531
princely	kneževski	trust	0.531
immunization	imunizacija	trust	0.531
refuge	Sklonište	trust	0.531
