word	Norwegian-no	emotion	emotion-intensity-score
glory	herlighet	trust	0.477
lamb	lam	trust	0.477
lover	lover	trust	0.477
putative	antatte	trust	0.477
expect	forvente	trust	0.477
purely	rent	trust	0.477
follow	Følg	trust	0.477
parliament	Stortinget	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	planteskole	trust	0.477
episcopal	bispe	trust	0.477
veracity	sannferdighet	trust	0.477
mathematical	matematisk	trust	0.477
frank	oppriktig	trust	0.477
policeman	politimann	trust	0.477
word	ord	trust	0.477
consul	konsul	trust	0.477
landmark	landemerke	trust	0.477
calculator	kalkulator	trust	0.477
sterling	sterling	trust	0.477
signature	signatur	trust	0.477
votive	votive	trust	0.477
preponderance	overvekt	trust	0.477
sacrifice	ofre	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	brudepike	trust	0.469
commission	kommisjon	trust	0.469
passion	lidenskap	trust	0.469
prefer	foretrekker	trust	0.469
recruits	rekrutter	trust	0.469
cashier	kasserer	trust	0.469
judicious	klok	trust	0.469
immerse	senke	trust	0.469
uncritical	ukritisk	trust	0.469
effective	effektiv	trust	0.469
dove	due	trust	0.469
tutelage	veiledning	trust	0.469
associate	forbinder	trust	0.469
flagship	flaggskip	trust	0.469
religion	Religion	trust	0.469
gain	gevinst	trust	0.469
instructor	instruktør	trust	0.469
judgment	dom	trust	0.469
title	tittel	trust	0.469
regal	kongelig	trust	0.469
author	forfatter	trust	0.469
top	topp	trust	0.469
tribune	tribune	trust	0.469
eagerness	iver	trust	0.469
marshal	marshal	trust	0.469
mighty	mektig	trust	0.469
intended	tiltenkt	trust	0.469
capacity	kapasitet	trust	0.469
vicar	prest	trust	0.469
partake	ta del	trust	0.461
commerce	handel	trust	0.461
magnetic	magnetisk	trust	0.461
medal	medalje	trust	0.461
courier	kurer	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	registrere	trust	0.461
necessarily	nødvendigvis	trust	0.461
lesson	lekse	trust	0.461
custody	varetekt	trust	0.461
moorings	fortøyninger	trust	0.461
fortress	festning	trust	0.461
aunt	tante	trust	0.461
bank	bank	trust	0.461
theological	teologisk	trust	0.461
manage	få til	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	handel	trust	0.461
lifestyle	livsstil	trust	0.461
consecration	innvielse	trust	0.461
admitted	innrømmet	trust	0.461
crucial	avgjørende	trust	0.461
cautious	forsiktige	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	prestedømmet	trust	0.461
attendant	attendant	trust	0.461
oblige	tvinge	trust	0.461
patriarchal	patriarkalske	trust	0.461
kitten	kattunge	trust	0.461
cathedral	katedral	trust	0.455
eagle	Ørn	trust	0.453
puppy	valp	trust	0.453
present	nåværende	trust	0.453
perceive	oppfatte	trust	0.453
foresee	forutse	trust	0.453
governor	guvernør	trust	0.453
synergistic	synergistisk	trust	0.453
commonplace	vanlig	trust	0.453
exchange	Utveksling	trust	0.453
journeyman	svennebrev	trust	0.453
laud	laud	trust	0.453
chairwoman	styreleder	trust	0.453
encomium	encomium	trust	0.453
strategist	strateg	trust	0.453
dawn	soloppgang	trust	0.453
excited	spent	trust	0.453
finally	endelig	trust	0.453
level	nivå	trust	0.453
chart	diagram	trust	0.453
oasis	oase	trust	0.453
insulation	isolasjon	trust	0.453
president	president	trust	0.453
deputy	nestleder	trust	0.453
orthodoxy	ortodoksi	trust	0.445
sir	Herr	trust	0.445
theorem	teorem	trust	0.445
formula	formel	trust	0.445
operation	operasjon	trust	0.445
bridegroom	brudgom	trust	0.445
lodging	losji	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	håndbok	trust	0.445
impart	formidle	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	erstatning	trust	0.445
negotiate	forhandle	trust	0.445
magnify	tørre	trust	0.445
chancellor	kansler	trust	0.445
crew	mannskap	trust	0.445
sensual	sensuell	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	vanlig	trust	0.445
asserting	hevde	trust	0.445
chocolate	sjokolade	trust	0.445
statistical	statistisk	trust	0.445
lord	lord	trust	0.445
exaltation	opphøyelse	trust	0.445
employ	ansette	trust	0.445
orchestra	orkester	trust	0.445
director	regissør	trust	0.445
chemist	kjemiker	trust	0.445
remains	rester	trust	0.445
enliven	live opp	trust	0.445
sun	sol	trust	0.438
imagination	fantasi	trust	0.438
comptroller	Fylkesrevisjonen	trust	0.438
digit	sifret	trust	0.438
cabinet	kabinett	trust	0.438
emphasize	understreke	trust	0.438
atone	sone	trust	0.438
inauguration	innsettelse	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	guvernante	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	megler	trust	0.438
oracle	orakel	trust	0.438
economy	økonomi	trust	0.438
elect	velge	trust	0.438
villager	landsbyboer	trust	0.438
fate	skjebne	trust	0.438
exhaustive	uttømmende	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	hovmester	trust	0.438
conformity	konformitet	trust	0.438
grammar	grammatikk	trust	0.430
disclosed	omtalt	trust	0.430
persuade	overtale	trust	0.430
compact	kompakt	trust	0.430
rule	regel	trust	0.430
deacon	diakon	trust	0.430
impressionable	påvirkelig	trust	0.430
cop	politimann	trust	0.430
neutrality	nøytralitet	trust	0.430
pay	betale	trust	0.430
bridal	brude	trust	0.430
wealth	rikdom	trust	0.430
base	utgangspunkt	trust	0.430
errand	ærend	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	seighet	trust	0.430
estimable	estimable	trust	0.430
lender	utlåner	trust	0.430
sentry	Sentry	trust	0.430
invite	invitere	trust	0.430
circle	sirkel	trust	0.430
grit	grus	trust	0.430
elucidate	belyse	trust	0.430
repay	betale tilbake	trust	0.430
resources	ressurser	trust	0.430
blanket	teppe	trust	0.430
occupant	beboer	trust	0.430
bequest	arv	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	telle	trust	0.430
hail	hagl	trust	0.430
playful	leken	trust	0.430
simplify	forenkle	trust	0.430
differential	differensial	trust	0.430
utopian	utopisk	trust	0.430
parish	menighet	trust	0.422
sing	synge	trust	0.422
dominion	herredømme	trust	0.422
dealings	befatning	trust	0.422
theocratic	teokratisk	trust	0.422
shopkeeper	butikkeier	trust	0.422
accountant	regnskapsfører	trust	0.422
forum	forum	trust	0.422
fixed	fast	trust	0.422
eulogize	eulogize	trust	0.422
diary	dagbok	trust	0.422
intend	tenkt	trust	0.422
supplication	bønn	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	lærling	trust	0.422
continue	Fortsette	trust	0.422
antiseptic	antiseptisk middel	trust	0.422
perennial	flerårig	trust	0.422
primer	primer	trust	0.422
enablement	aktivering	trust	0.422
respite	pusterom	trust	0.422
assignee	oppdragstakeren	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	trading	trust	0.422
travel	reise	trust	0.422
probity	redelighet	trust	0.422
axiom	aksiom	trust	0.422
maintenance	vedlikehold	trust	0.422
reconsideration	ny vurdering	trust	0.422
treat	behandle	trust	0.422
truss	Bindingsverk	trust	0.422
hymn	salme	trust	0.422
supremacy	overlegenhet	trust	0.422
athlete	atlet	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	tjene	trust	0.414
incline	helling	trust	0.414
trainer	trener	trust	0.414
choir	kor	trust	0.414
preservative	konserverings	trust	0.414
kudos	Kudos	trust	0.414
cash	penger	trust	0.414
gazette	Gazette	trust	0.414
akin	beslektet	trust	0.414
amortization	amortisering	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	journalist	trust	0.414
salary	lønn	trust	0.414
offering	å tilby	trust	0.414
leap	hoppe	trust	0.414
transaction	transaksjon	trust	0.414
privilege	privilegium	trust	0.414
consort	gemalinne	trust	0.414
rapt	henført	trust	0.414
commodore	commodore	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	synoden	trust	0.414
deference	aktelse	trust	0.414
labor	arbeid	trust	0.414
gate	Port	trust	0.414
routine	rutine	trust	0.414
luxury	luksus	trust	0.406
tree	tre	trust	0.406
legislator	lovgiver	trust	0.406
executor	byrder	trust	0.406
leisure	fritid	trust	0.406
system	system	trust	0.406
fitting	fitting	trust	0.406
trophy	trofé	trust	0.406
nation	nasjon	trust	0.406
glorify	lovprise	trust	0.406
linguist	ling	trust	0.406
extol	Extol	trust	0.406
dermatologist	hudlege	trust	0.406
judged	dømt	trust	0.406
sanction	godkjennelse	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	refusjon	trust	0.406
patrol	patrulje	trust	0.406
abacus	kuleramme	trust	0.406
radar	radar	trust	0.406
budget	budsjett	trust	0.406
deluxe	deluxe	trust	0.398
intense	intens	trust	0.398
explain	forklare	trust	0.398
gentry	Gentry	trust	0.398
quaint	eiendommelig	trust	0.398
parietal	parietal	trust	0.398
barter	byttehandel	trust	0.398
pursue	forfølge	trust	0.398
clearance	klaring	trust	0.398
popular	populær	trust	0.398
ground	bakke	trust	0.398
depository	depot	trust	0.398
journalism	journalistikk	trust	0.398
electorate	velgerne	trust	0.398
climax	klimaks	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	gløde	trust	0.398
yearning	lengsel	trust	0.398
neutral	nøytral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	rede	trust	0.398
clan	klan	trust	0.398
merchandise	handelsvarer	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	jern	trust	0.398
eulogy	lovtale	trust	0.398
accounts	kontoer	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	hest	trust	0.391
gay	gay	trust	0.391
usher	usher	trust	0.391
paean	paean	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	stjerne	trust	0.391
recline	lene	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	forbønn	trust	0.391
escort	eskorte	trust	0.391
cube	cube	trust	0.391
follower	tilhenger	trust	0.391
armory	rustkammer	trust	0.391
surrogate	surrogat	trust	0.391
baggage	bagasje	trust	0.391
downright	rett og slett	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	budbringer	trust	0.391
grin	glise	trust	0.391
translation	oversettelse	trust	0.391
deal	avtale	trust	0.391
lean	Lene seg	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	merkelapp	trust	0.383
fortune	formue	trust	0.383
series	serie	trust	0.383
crisp	sprø	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	portforbud	trust	0.383
leaning	skjev	trust	0.383
larger	større	trust	0.383
possess	eie	trust	0.383
gage	vurdere	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	skuddpremie	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	reparasjon	trust	0.383
culinary	kulinarisk	trust	0.383
faculty	fakultet	trust	0.383
clapping	klapping	trust	0.375
general	generell	trust	0.375
sex	kjønn	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	assessor	trust	0.375
confederate	confederate	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	forskjeller	trust	0.375
bouquet	bukett	trust	0.375
adjust	justere	trust	0.375
cover	dekke	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	fraskriver	trust	0.367
knickers	nikkers	trust	0.367
garrison	garnison	trust	0.367
dogma	dogme	trust	0.367
microscope	mikroskop	trust	0.367
senate	senatet	trust	0.367
nestle	Nestlé	trust	0.367
dolphin	delfin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	marine	trust	0.367
marrow	marg	trust	0.367
bargain	handel	trust	0.367
bursary	stipend	trust	0.367
cosmopolitan	cosmopolitan	trust	0.367
bailiff	namsmann	trust	0.367
pretty	ganske	trust	0.367
swell	hovne opp	trust	0.367
superstar	super	trust	0.367
throne	trone	trust	0.367
collateral	sikkerhet	trust	0.367
homosexual	homoseksuell	trust	0.367
manual	Håndbok	trust	0.367
magnet	magnet	trust	0.367
periodicity	periodisitet	trust	0.367
green	grønn	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	falanks	trust	0.359
money	penger	trust	0.359
mortgagee	panthaver	trust	0.359
roadster	roadster	trust	0.359
vulnerable	sårbar	trust	0.359
lettered	lettered	trust	0.359
circumstances	omstendigheter	trust	0.359
boomerang	boomerang	trust	0.359
privileged	privilegert	trust	0.359
promo	promo	trust	0.359
calls	samtaler	trust	0.359
maxim	maxim	trust	0.359
fender	fender	trust	0.359
fade	falme	trust	0.359
stark	stark	trust	0.359
footing	fotfeste	trust	0.359
dance	danse	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	bankier	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	forestilling	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	avstemming	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	administrative	trust	0.352
seals	sel	trust	0.352
suggest	foreslå	trust	0.352
tactics	taktikk	trust	0.352
fuse	sikring	trust	0.352
axiomatic	aksiomatisk	trust	0.352
attorney	advokat	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	forbehold	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	klapp	trust	0.344
dame	dame	trust	0.344
playground	lekeplass	trust	0.344
entertainment	underholdning	trust	0.344
bounce	sprette	trust	0.344
endless	endeløs	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	holder	trust	0.344
servant	tjener	trust	0.344
lace	blonder	trust	0.344
white	hvit	trust	0.344
weigh	veie	trust	0.344
cement	sement	trust	0.336
legislature	lovgiver	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	anseelse	trust	0.336
lens	linse	trust	0.336
shoulder	skulder	trust	0.336
food	mat	trust	0.336
county	fylke	trust	0.336
opera	opera	trust	0.336
estimation	anslag	trust	0.336
corporation	selskap	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	kanoner	trust	0.328
gauging	måling	trust	0.328
theory	teori	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	iver	trust	0.328
wear	ha på	trust	0.328
execution	henrettelse	trust	0.328
swear	sverge	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	stang	trust	0.320
pavement	fortau	trust	0.320
cap	lokk	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	proxy	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	storhetstid	trust	0.320
unofficial	uoffisiell	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	bjelke	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	anordnet	trust	0.320
interior	interiør	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	fylle	trust	0.320
clerical	geistlige	trust	0.320
veal	kalv	trust	0.312
smith	smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pille	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	profylaktisk	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorial	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	hemmelig	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	solur	trust	0.305
thermometer	termometer	trust	0.305
actress	skuespillerinne	trust	0.305
presumption	formodning	trust	0.305
hermit	eremitt	trust	0.305
warn	varsle	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	unntak	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	motstand	trust	0.297
shopping	kjøpesenter	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	tapp	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	smigre	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	kile	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	marg	trust	0.297
pivot	dreie	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	kongress	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	Levee	trust	0.297
mandarin	mandarin	trust	0.297
calf	kalv	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	maskin	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	chicane	trust	0.289
owing	som skylder	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	vekt	trust	0.289
insolvent	insolvent	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	flirt	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	muldyr	trust	0.281
surrender	overgivelse	trust	0.281
fiesta	fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	godtroende	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	benektes	trust	0.281
celebrity	kjendis	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	lubben	trust	0.273
ejaculation	utløsning	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	kongress	trust	0.273
indent	innrykk	trust	0.273
rejection	avvisning	trust	0.273
don	don	trust	0.273
autism	autisme	trust	0.273
conquer	erobre	trust	0.273
sappy	sappy	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	soppdrepende	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	mote	trust	0.266
khan	khan	trust	0.266
weakness	svakhet	trust	0.266
truck	lastebil	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	puff	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	nedkjempet	trust	0.258
acrobat	akrobat	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	tør	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	nidkjær	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	rota	trust	0.250
sadness	tristhet	trust	0.250
secrecy	hemmelighold	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	fabrikasjon	trust	0.250
bureaucracy	byråkrati	trust	0.250
obstacle	hindring	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	benektelse	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	Kjøpmann	trust	0.242
flange	flens	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	kile	trust	0.234
secrets	NO TRANSLATION	trust	0.234
tas	NO TRANSLATION	trust	0.234
ada	NO TRANSLATION	trust	0.234
pesawat	NO TRANSLATION	trust	0.234
mag	NO TRANSLATION	trust	0.234
wot	wot	trust	0.234
bitterness	bitterhet	trust	0.234
naman	NO TRANSLATION	trust	0.234
dgn	NO TRANSLATION	trust	0.234
criticism	kritikk	trust	0.234
burden	byrde	trust	0.234
devastating	ødeleggende	trust	0.227
shyt	NO TRANSLATION	trust	0.227
sceptical	skeptisk	trust	0.227
beliebers	NO TRANSLATION	trust	0.227
faults	NO TRANSLATION	trust	0.227
thrift	sparsommelighet	trust	0.227
