word	Somali-so	emotion	emotion-intensity-score
helpful	waxtar leh	trust	0.602
symmetry	simmetry	trust	0.602
unquestionable	aan la garan karin	trust	0.602
peace	nabadda	trust	0.602
transcendence	transcendence	trust	0.602
serenity	Xoriyad	trust	0.602
embrace	isku duub	trust	0.602
inspired	waxyoonay	trust	0.602
mainstay	muhiimadda	trust	0.602
unconditional	shuruud la'aan	trust	0.602
guarded	ilaaliyey	trust	0.602
identify	aqoonsi	trust	0.602
marry	guursato	trust	0.594
grant	deeqda	trust	0.594
depend	ku xiran	trust	0.594
complimentary	Tilmaamo	trust	0.594
spouse	xaaska	trust	0.594
tranquility	xasilooni	trust	0.594
vigilant	feejigan	trust	0.594
ministry	wasaaradda	trust	0.594
fairly	si caddaalad ah	trust	0.594
philanthropic	raaxaysiga	trust	0.594
openly	furan	trust	0.594
generous	deeqsi ah	trust	0.594
strengthen	xoojin	trust	0.594
gratitude	mahadsanid	trust	0.594
befriend	saaxiibtinimo	trust	0.594
substantiate	caddayn	trust	0.594
praised	ammaanay	trust	0.594
admiral	Admiral	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	qiimeynta	trust	0.594
enlighten	iftiin	trust	0.594
eminence	hubaal	trust	0.594
commendation	ammaan	trust	0.594
efficient	hufan	trust	0.594
nurse	kalkaalisada	trust	0.594
visionary	aragti	trust	0.594
generosity	deeqsinimo	trust	0.594
vigilance	feejignaan	trust	0.594
endowment	dayactir	trust	0.594
council	Golaha	trust	0.594
sweetheart	gabar	trust	0.589
attest	tijaabin	trust	0.586
prestige	sharaf	trust	0.586
serene	hoog	trust	0.586
unfailing	oo aan fiicnayn	trust	0.586
testimony	markhaati	trust	0.586
checklist	liiska hubinta	trust	0.586
inheritance	dhaxalka	trust	0.586
monk	kaligiis	trust	0.586
godly	Ilaahow	trust	0.586
compliance	waafajinta	trust	0.586
rooted	rooted	trust	0.586
constitutional	dastuuri	trust	0.586
conservation	ilaalinta	trust	0.586
bylaw	shariif	trust	0.586
helper	caawiye	trust	0.586
joyful	farxad	trust	0.586
collectively	wadajir ahaan	trust	0.586
meritorious	uqaabilsan	trust	0.586
acclaim	qirasho	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	waxbarashada	trust	0.586
husbandry	beeraha	trust	0.586
share	wadaag	trust	0.586
enjoying	ku raaxeyso	trust	0.586
firmness	adag tahay	trust	0.586
convince	qanciso	trust	0.586
designation	magacaabida	trust	0.586
tribe	qabiil	trust	0.586
victory	guul	trust	0.586
magnificent	cajiib ah	trust	0.586
lovely	qurux badan	trust	0.586
seniority	Sare	trust	0.586
angelic	malaa'ig	trust	0.586
ambition	hami	trust	0.586
father	aabbe	trust	0.586
mate	saaxiibka	trust	0.586
sobriety	miyir la'aan	trust	0.586
revere	dib uga noqo	trust	0.586
delegate	Wakiil	trust	0.586
navigator	hagaha	trust	0.578
watchdog	ilaaliye	trust	0.578
obey	adeeca	trust	0.578
cheerfulness	farxad	trust	0.578
inviting	soo dhaweynta	trust	0.578
judge	garsoore	trust	0.578
irrefutable	aan macquul ahayn	trust	0.578
philanthropist	deeq-bixiye	trust	0.578
careful	taxadar	trust	0.578
communion	wadaagid	trust	0.578
coexisting	wada-jir	trust	0.578
impartiality	dhexdhexaadin	trust	0.578
unquestioned	lama soo koobi karo	trust	0.578
upright	qumman	trust	0.578
authoritative	awood u leh	trust	0.578
structural	qaabdhismeed	trust	0.578
convinced	ku qancay	trust	0.578
smile	dhoola cadeyn	trust	0.578
commandant	taliyaha	trust	0.578
dutiful	nasiib darro	trust	0.578
shelter	hoy	trust	0.578
revival	soo kabashada	trust	0.578
professor	professor	trust	0.578
adore	adore	trust	0.578
legalized	sharciyeysan	trust	0.578
punctual	waqti go'an	trust	0.570
counsellor	la taliye	trust	0.570
complement	dhammeystirid	trust	0.570
corroboration	Xaqiijinta	trust	0.570
immaculate	niyad jab	trust	0.570
relative	qaraabo	trust	0.570
apostle	rasuul	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	isku xirka	trust	0.570
insure	caymis	trust	0.570
plausible	runtii	trust	0.570
consult	la tasho	trust	0.570
modest	caan ah	trust	0.570
measured	la qiyaasay	trust	0.570
pilot	tijaabo	trust	0.570
collaborator	iskaashiga	trust	0.570
advise	talin	trust	0.570
cuddle	guntiga	trust	0.570
ordinance	xeerka	trust	0.570
compass	kulaylka	trust	0.570
guide	hagaha	trust	0.570
everlasting	weligiisba	trust	0.570
adhering	adhering	trust	0.570
determinate	go'aamiyo	trust	0.570
heavenly	jannada	trust	0.570
principal	maamulaha	trust	0.570
abundance	faro badan	trust	0.570
matron	mataan	trust	0.570
unequivocal	sinnaan la'aan	trust	0.570
volunteers	tabaruce	trust	0.570
pedigree	saaran	trust	0.570
unquestionably	si aan macquul ahayn	trust	0.570
pertinent	qiyaastii	trust	0.562
devout	diin	trust	0.562
curable	la daaweyn karo	trust	0.562
insight	aragtida	trust	0.562
congregation	shir	trust	0.562
admit	qiree	trust	0.562
pleasant	wacan	trust	0.562
vigorous	xoog leh	trust	0.562
fort	rikoodh	trust	0.562
remarkable	cajiib ah	trust	0.562
content	content	trust	0.562
spotless	aan lahayn	trust	0.562
uplift	koritaanka	trust	0.562
compensate	magdhow	trust	0.562
lovemaking	jacaylka	trust	0.562
jury	jury	trust	0.562
jurist	juriste	trust	0.562
soothing	sariirta	trust	0.562
ordination	go'aaminta	trust	0.562
cohesion	isku-xidhka	trust	0.562
frankness	naqshad	trust	0.562
strong	xoog leh	trust	0.562
miracle	mucjiso	trust	0.562
concordance	dhammaystirnaanta	trust	0.562
applaud	ku heeso	trust	0.562
prize	abaalmarin	trust	0.562
apostolic	Rasuul ah	trust	0.562
succeeding	guuleysiga	trust	0.562
vitality	xoogsaarid	trust	0.562
treasurer	khasnaji	trust	0.562
save	badbaadi	trust	0.562
earn	shaqeeyaa	trust	0.562
midwife	ummuliso	trust	0.555
discretion	xishoodka	trust	0.555
worship	cibaadada	trust	0.555
constant	joogto ah	trust	0.555
foresight	aragti	trust	0.555
vote	cod bixin	trust	0.555
cultivate	beerashada	trust	0.555
impartial	dhexdhexaad ah	trust	0.555
illumination	iftiin	trust	0.555
ambulance	ambalaas	trust	0.555
privacy	asturnaanta	trust	0.555
succeed	guuleysta	trust	0.555
providing	bixinta	trust	0.555
veteran	sarkaal	trust	0.555
patience	Dulqaad	trust	0.555
prophet	nebi	trust	0.555
coach	tababaraha	trust	0.555
intuition	dareenka	trust	0.555
reconciliation	dib u heshiisiin	trust	0.555
defender	difaac	trust	0.555
coalesce	wadaag	trust	0.555
mediate	dhexdhexaadin	trust	0.555
precedence	mudnaanta	trust	0.555
congruence	isku dhafka	trust	0.555
buddy	saaxiib	trust	0.555
reunion	dib u midoobid	trust	0.555
restorative	dib u soo celin	trust	0.555
destined	ku qulqulaya	trust	0.555
physicist	physicist	trust	0.555
influential	saamayn leh	trust	0.555
exalt	sare u qaad	trust	0.555
greatness	weynaanta	trust	0.555
inclusion	ka mid noqoshada	trust	0.555
auditor	xisaabiye	trust	0.555
meditate	ka fikir	trust	0.555
betrothed	xannibay	trust	0.555
proud	kibir	trust	0.547
provide	bixiso	trust	0.547
conciliation	heshiisiin	trust	0.547
ancestral	Aabe	trust	0.547
liberty	xorriyadda	trust	0.547
durable	raagaya	trust	0.547
impenetrable	aan laxiriirin	trust	0.547
prudent	miyir leh	trust	0.547
invocation	yeedhitaan	trust	0.547
engaging	ka qaybqaadashada	trust	0.547
statement	bayaanka	trust	0.547
rejoice	farxa	trust	0.547
cheer	kalsooni	trust	0.547
eyewitness	goobjooge	trust	0.547
prevalent	badanaa	trust	0.547
securities	suuqgeynta	trust	0.547
friendly	saaxiibtinimo	trust	0.547
salvation	badbaadada	trust	0.547
independence	madax-bannaani	trust	0.547
govern	maamul	trust	0.547
forgive	cafi	trust	0.547
commanding	amarka	trust	0.547
convent	kireysiga	trust	0.547
reinforcement	xoojinta	trust	0.547
law	sharciga	trust	0.547
registry	diiwaanka	trust	0.547
temperate	diirada	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	diyaar	trust	0.547
heritage	dhaxalka	trust	0.547
chronicle	cirridka	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	isboortiga	trust	0.539
institute	machad	trust	0.539
applause	sacab	trust	0.539
architecture	dhiska	trust	0.539
obvious	cad	trust	0.539
recovery	soo kabashada	trust	0.539
inimitable	aan lahayn	trust	0.539
relevant	ku haboon	trust	0.539
responsive	jawaab leh	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	tilmaamaha	trust	0.539
define	qeexaan	trust	0.539
delightful	farxad leh	trust	0.539
antidote	liddi kufid	trust	0.539
admitting	qirashada	trust	0.539
psalms	Sabuurrada	trust	0.539
stamina	stamina	trust	0.539
majority	inta badan	trust	0.539
inoculation	ku-tallaalidda	trust	0.539
perfect	qumman	trust	0.539
obedience	addeecid	trust	0.539
memorable	xusuusi	trust	0.539
chastity	daahirnimo	trust	0.539
proctor	sarkaal	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	joogto ah	trust	0.539
forefathers	aabbayaasha	trust	0.539
immovable	lama guuri karo	trust	0.539
eager	xiiso leh	trust	0.539
aspiring	dardargelinta	trust	0.539
obliging	waajib ah	trust	0.539
reinforcements	xoojinta	trust	0.539
tantamount	tantamount	trust	0.539
exalted	la sarraysiiyey	trust	0.539
hospital	isbitaalka	trust	0.531
retirement	hawlgab	trust	0.531
strive	isku day	trust	0.531
edification	diyaarinta	trust	0.531
candid	caddayn	trust	0.531
deed	shaqeeyey	trust	0.531
school	dugsiga	trust	0.531
cradle	xirmooyinka	trust	0.531
transcript	qoraalka	trust	0.531
accompaniment	raacsan	trust	0.531
doubtless	shaki la'aan	trust	0.531
rescue	badbaadinta	trust	0.531
seal	seal	trust	0.531
expedient	ku filan	trust	0.531
ballot	codbixin	trust	0.531
deliverance	badbaadinta	trust	0.531
heavens	samooyinka	trust	0.531
fraternal	walaalo	trust	0.531
dependent	ku tiirsan	trust	0.531
answerable	laga jawaabi karo	trust	0.531
center	xarun	trust	0.531
analyst	falanqeeyaha	trust	0.531
firstborn	curadka koowaad	trust	0.531
bloom	Bloom	trust	0.531
inseparable	aan kala sooc lahayn	trust	0.531
bride	aroos	trust	0.531
evergreen	Dheecaan	trust	0.531
princely	amiir	trust	0.531
immunization	tallaalka	trust	0.531
refuge	magangelyo	trust	0.531
verily	run ahaantii	trust	0.531
omniscient	gabi ahaanba	trust	0.531
terms	shuruudaha	trust	0.531
sponsor	kafaala qaaday	trust	0.531
approbation	ansixinta	trust	0.527
correctness	saxsanaanta	trust	0.523
elevation	sare u qaadidda	trust	0.523
neighbor	deriska	trust	0.523
unbroken	aan la qarin	trust	0.523
countenance	waji	trust	0.523
hug	hug	trust	0.523
nobility	sharaf leh	trust	0.523
paragon	gawaarida	trust	0.523
coronation	dharbaaxo	trust	0.523
celebration	dabaaldega	trust	0.523
graduation	qalinjebinta	trust	0.523
commonwealth	wadashaqeyn	trust	0.523
dictionary	qaamuuska	trust	0.523
powerful	xoog leh	trust	0.523
notable	la xusi karo	trust	0.523
account	xisaabta	trust	0.523
winning	guuleysta	trust	0.523
honeymoon	malab	trust	0.523
improvement	wanaajin	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	Wadaad	trust	0.523
ratify	ansaxin	trust	0.523
connoisseur	xiriiriye	trust	0.523
award	abaalmarin	trust	0.523
taught	baray	trust	0.523
adoration	adayga	trust	0.523
salutary	salutary	trust	0.523
captivate	qadarin	trust	0.523
liberate	xor u ah	trust	0.523
unimpeached	aan la duubin	trust	0.523
laureate	abaal-marin	trust	0.523
benedictory	nacayb	trust	0.523
feeling	dareen	trust	0.518
freely	si xor ah	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amen	trust	0.516
reverie	wareer	trust	0.516
organization	urur	trust	0.516
framework	qaabeynta	trust	0.516
sentinel	sentinel	trust	0.516
advent	Hore	trust	0.516
inform	wargalin	trust	0.516
committee	guddi	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	maskaxda ku hay	trust	0.516
obstetrician	dhakhtarka dhalmada	trust	0.516
enchanted	qurux badan	trust	0.516
formative	qaabeyn	trust	0.516
tribunal	maxkamad	trust	0.516
association	urur	trust	0.516
remedy	daaweyn	trust	0.516
credit	amaahda	trust	0.516
nobleman	Sameey	trust	0.516
predominant	ugu weyn	trust	0.516
measure	qiyaas	trust	0.516
perpetuity	joogtayn	trust	0.516
fully	si buuxda	trust	0.516
deserve	u qalmaan	trust	0.516
tender	hindise	trust	0.516
pray	tukadaan	trust	0.516
confession	qirasho	trust	0.516
management	maamulka	trust	0.516
volunteer	tabaruce	trust	0.509
instruct	waxbaro	trust	0.508
virgin	bikrad ah	trust	0.508
constable	kalsooni	trust	0.508
reward	abaalmarin	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	wadaad	trust	0.508
policy	siyaasadda	trust	0.508
confessional	qawaaniinta	trust	0.508
savor	dhadhan	trust	0.508
custodian	masuulka	trust	0.508
vouch	cadeyn	trust	0.508
tolerance	dulqaad	trust	0.508
unsurpassed	aan la daboolin	trust	0.508
venerable	Weyn	trust	0.508
forgiving	Dambi dhaaf	trust	0.508
intact	is-ilaalin	trust	0.508
diversity	kala duwanaanta	trust	0.508
accolade	abaalmarin	trust	0.508
philosopher	falsafo	trust	0.508
lieutenant	garyaqaan	trust	0.508
shepherd	adhijir	trust	0.508
courtship	wadahadal	trust	0.508
sovereign	madaxweyne	trust	0.508
medical	caafimaadka	trust	0.508
housewife	xaas	trust	0.508
automatic	si toos ah	trust	0.508
patronage	ilaalinta	trust	0.508
enable	awood	trust	0.508
admissible	waa la ogolaan karaa	trust	0.508
beautification	qurxinta	trust	0.508
synchronize	Isku duwo	trust	0.500
info	info	trust	0.500
pontiff	kursi	trust	0.500
retain	hayso	trust	0.500
warden	Warden	trust	0.500
majesty	majiraan	trust	0.500
infallibility	baqdin la'aan	trust	0.500
guru	Guru	trust	0.500
apologetic	raali gelin	trust	0.500
darling	jacayl	trust	0.500
doctrine	caqiido	trust	0.500
related	la xiriira	trust	0.500
treasure	khasnadda	trust	0.500
infinity	infinity	trust	0.500
romantic	romantic	trust	0.500
optimist	ku rajo fiican	trust	0.500
timing	wakhtiga	trust	0.500
undying	adigoon ahayn	trust	0.500
personal	shakhsi	trust	0.500
gateway	albaabka	trust	0.500
instruction	waxbarid	trust	0.500
backer	taageeraha	trust	0.500
watchful	ilaali	trust	0.500
badge	calaamadda	trust	0.500
birth	dhalashada	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	duco	trust	0.500
indelible	looma dhici karo	trust	0.500
superman	superman	trust	0.500
guard	ilaaliye	trust	0.500
vindication	been-abuurka	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	nool	trust	0.500
constitute	waxay noqoneysaa	trust	0.492
jubilant	jubilant	trust	0.492
endow	dulqaadka	trust	0.492
improve	wanaajin	trust	0.492
contributor	kaaliye	trust	0.492
formality	qaabaynta	trust	0.492
salute	salaan	trust	0.492
inevitable	lama huraan	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	ciriiriga	trust	0.492
grow	koraan	trust	0.492
fellow	saaxiib	trust	0.492
popularity	caan ah	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	afhayeen	trust	0.492
synonymous	isku midka ah	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	kaniisad	trust	0.492
hardy	adag tahay	trust	0.492
privy	qarsoodi ah	trust	0.492
psalm	Sabuurrada	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	soo jiidashada	trust	0.492
grandchildren	carruurta ay dhaleen	trust	0.492
elegance	xarrago	trust	0.492
laudatory	dhiirranaan	trust	0.492
sheriff	sheriff	trust	0.492
radiance	iftiin	trust	0.492
harbor	dekedda	trust	0.492
aspire	dareen	trust	0.492
musical	muusik	trust	0.492
chairman	Guddoomiyaha	trust	0.492
moderator	Xeer-ilaaliye	trust	0.492
laudation	shucuur	trust	0.484
clean	nadiif	trust	0.484
arbiter	arbiter	trust	0.484
crowning	taajirnimo	trust	0.484
depth	qoto dheer	trust	0.484
forecast	saadaasha	trust	0.484
colonel	colonel	trust	0.484
hire	shaqaaleynta	trust	0.484
found	helay	trust	0.484
armor	hubka	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	jecel	trust	0.484
voucher	foojarka	trust	0.484
affection	jacaylka	trust	0.484
path	wadada	trust	0.484
referee	Garsoore	trust	0.484
police	booliska	trust	0.484
countryman	waddanka	trust	0.484
romance	jacaylka	trust	0.484
diagnosis	ogaanshaha	trust	0.484
concord	heshiis	trust	0.484
enjoy	ku raaxeyso	trust	0.484
ranger	ranger	trust	0.484
confess	qirasho	trust	0.484
income	dakhliga	trust	0.484
assembly	kulan	trust	0.484
sweet	macaan	trust	0.484
like	sida	trust	0.484
apologize	raaligelin	trust	0.477
sermon	wacdinta	trust	0.477
pastor	wadaad	trust	0.477
matter	arrinta	trust	0.477
glory	ammaan	trust	0.477
lamb	wan	trust	0.477
lover	lover	trust	0.477
putative	qaadashada	trust	0.477
expect	filan	trust	0.477
purely	si buuxda	trust	0.477
follow	raac	trust	0.477
parliament	baarlamaanka	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	xanaanada caruurta	trust	0.477
episcopal	episcopal	trust	0.477
veracity	sax	trust	0.477
mathematical	xisaabeed	trust	0.477
frank	been	trust	0.477
policeman	booliska	trust	0.477
word	erey	trust	0.477
consul	qunsul	trust	0.477
landmark	landmark	trust	0.477
calculator	xisaabiyaha	trust	0.477
sterling	nadiifin	trust	0.477
signature	saxiixa	trust	0.477
votive	doorasho	trust	0.477
preponderance	ugu sarreeya	trust	0.477
sacrifice	allabari	trust	0.477
underwrite	tafaasiisha	trust	0.469
bridesmaid	naas-nuujin	trust	0.469
commission	komishanka	trust	0.469
passion	dabacsanaan	trust	0.469
prefer	door bidayso	trust	0.469
recruits	qorayaasha	trust	0.469
cashier	dukaanka	trust	0.469
judicious	qadarin	trust	0.469
immerse	qallafsan	trust	0.469
uncritical	aan lahayn	trust	0.469
effective	wax ku ool ah	trust	0.469
dove	qoorta	trust	0.469
tutelage	xeelad	trust	0.469
associate	iskaashatada	trust	0.469
flagship	flagship	trust	0.469
religion	diinta	trust	0.469
gain	helitaanka	trust	0.469
instructor	Macallin	trust	0.469
judgment	xukun	trust	0.469
title	cinwaanka	trust	0.469
regal	niyad jab	trust	0.469
author	qoraa	trust	0.469
top	sare	trust	0.469
tribune	qabiil	trust	0.469
eagerness	xiiso leh	trust	0.469
marshal	marshal	trust	0.469
mighty	xoog leh	trust	0.469
intended	loogu talagalay	trust	0.469
capacity	awoodda	trust	0.469
vicar	Vicar	trust	0.469
partake	qaybso	trust	0.461
commerce	ganacsiga	trust	0.461
magnetic	magnetic	trust	0.461
medal	bilad	trust	0.461
courier	gawaarid	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	Isku qor	trust	0.461
necessarily	muhiim ah	trust	0.461
lesson	casharka	trust	0.461
custody	haynta	trust	0.461
moorings	isdhaafsiga	trust	0.461
fortress	qalcadda	trust	0.461
aunt	adeer	trust	0.461
bank	bangiga	trust	0.461
theological	fiqi ahaan	trust	0.461
manage	maamul	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	ganacsiga	trust	0.461
lifestyle	qaab nololeedka	trust	0.461
consecration	Quduuska ah	trust	0.461
admitted	qirtay	trust	0.461
crucial	muhiim ah	trust	0.461
cautious	taxadir leh	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	wadaadnimada	trust	0.461
attendant	shaqaale	trust	0.461
oblige	waajib ah	trust	0.461
patriarchal	aabaha	trust	0.461
kitten	kitten	trust	0.461
cathedral	kaniisadda	trust	0.455
eagle	gorgortan	trust	0.453
puppy	taleefan	trust	0.453
present	iminka	trust	0.453
perceive	garto	trust	0.453
foresee	horta	trust	0.453
governor	guddoomiye	trust	0.453
synergistic	isku dhafan	trust	0.453
commonplace	caadi ahaan	trust	0.453
exchange	sarrifka	trust	0.453
journeyman	socdaal	trust	0.453
laud	shucuur	trust	0.453
chairwoman	guddoomiye	trust	0.453
encomium	macaan	trust	0.453
strategist	istaraatiijiyadeed	trust	0.453
dawn	waaba	trust	0.453
excited	aad u faraxsan	trust	0.453
finally	Ugu dambeyntii	trust	0.453
level	heerka	trust	0.453
chart	shaxanka	trust	0.453
oasis	oasis	trust	0.453
insulation	rinjiga	trust	0.453
president	madaxweyne	trust	0.453
deputy	ku-xigeenka	trust	0.453
orthodoxy	gumeysi	trust	0.445
sir	ereyga	trust	0.445
theorem	teorem	trust	0.445
formula	formula	trust	0.445
operation	hawlgalka	trust	0.445
bridegroom	aroosadda	trust	0.445
lodging	meeleyn	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	buug-gacmeedka	trust	0.445
impart	bixiya	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	magdhow	trust	0.445
negotiate	wada xaajoodka	trust	0.445
magnify	waynee	trust	0.445
chancellor	madaxweyne	trust	0.445
crew	shaqaalaha	trust	0.445
sensual	dareen ah	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	caadi ahaan	trust	0.445
asserting	sheegashada	trust	0.445
chocolate	shukulaatada	trust	0.445
statistical	tirokoob	trust	0.445
lord	Sayid	trust	0.445
exaltation	xifdinta	trust	0.445
employ	shaqaaleysiin	trust	0.445
orchestra	Orchestra	trust	0.445
director	Agaasime	trust	0.445
chemist	farmashiye	trust	0.445
