word	Welsh-cy	emotion	emotion-intensity-score
legalized	wedi'i gyfreithloni	trust	0.578
punctual	yn brydlon	trust	0.570
counsellor	cynghorydd	trust	0.570
complement	ategu	trust	0.570
corroboration	cadarnhau	trust	0.570
immaculate	yn ddi-dor	trust	0.570
relative	perthynas	trust	0.570
apostle	apostol	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	cysylltiol	trust	0.570
insure	yswirio	trust	0.570
plausible	yn annhebygol	trust	0.570
consult	ymgynghori	trust	0.570
modest	cymedrol	trust	0.570
measured	wedi'i fesur	trust	0.570
pilot	peilot	trust	0.570
collaborator	cydweithiwr	trust	0.570
advise	cynghori	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	ordinedd	trust	0.570
compass	cwmpawd	trust	0.570
guide	canllaw	trust	0.570
everlasting	bythol	trust	0.570
adhering	cadw ato	trust	0.570
determinate	penderfynu	trust	0.570
heavenly	nefol	trust	0.570
principal	pennaeth	trust	0.570
abundance	digonedd	trust	0.570
matron	matron	trust	0.570
unequivocal	anochel	trust	0.570
volunteers	gwirfoddolwyr	trust	0.570
pedigree	pedigri	trust	0.570
unquestionably	yn ddiamau	trust	0.570
pertinent	yn berthnasol	trust	0.562
devout	beiddgar	trust	0.562
curable	curable	trust	0.562
insight	mewnwelediad	trust	0.562
congregation	cynulleidfa	trust	0.562
admit	cyfaddef	trust	0.562
pleasant	dymunol	trust	0.562
vigorous	yn egnïol	trust	0.562
fort	caer	trust	0.562
remarkable	yn rhyfeddol	trust	0.562
content	cynnwys	trust	0.562
spotless	ddi-fwg	trust	0.562
uplift	codiad	trust	0.562
compensate	diolchwch	trust	0.562
lovemaking	gwneud cariad	trust	0.562
jury	rheithgor	trust	0.562
jurist	rheithiwr	trust	0.562
soothing	lliniaru	trust	0.562
ordination	ordeinio	trust	0.562
cohesion	cydlyniad	trust	0.562
frankness	ffyddlondeb	trust	0.562
strong	cryf	trust	0.562
miracle	gwyrth	trust	0.562
concordance	concordance	trust	0.562
applaud	cymeradwyaeth	trust	0.562
prize	gwobr	trust	0.562
apostolic	apostolig	trust	0.562
succeeding	yn llwyddo	trust	0.562
vitality	bywiogrwydd	trust	0.562
treasurer	trysorydd	trust	0.562
save	arbed	trust	0.562
earn	ennill	trust	0.562
midwife	bydwraig	trust	0.555
discretion	disgresiwn	trust	0.555
worship	addoli	trust	0.555
constant	cyson	trust	0.555
foresight	rhagwelediad	trust	0.555
vote	pleidleisio	trust	0.555
cultivate	tyfu	trust	0.555
impartial	yn ddiduedd	trust	0.555
illumination	goleuo	trust	0.555
ambulance	ambiwlans	trust	0.555
privacy	preifatrwydd	trust	0.555
succeed	llwyddo	trust	0.555
providing	yn darparu	trust	0.555
veteran	cyn-filwr	trust	0.555
patience	amynedd	trust	0.555
prophet	proffwyd	trust	0.555
coach	hyfforddwr	trust	0.555
intuition	greddf	trust	0.555
reconciliation	cysoni	trust	0.555
defender	amddiffynwr	trust	0.555
coalesce	cyd	trust	0.555
mediate	cyfryngol	trust	0.555
precedence	blaenoriaeth	trust	0.555
congruence	cydymdeimlad	trust	0.555
buddy	ffrind	trust	0.555
reunion	aduniad	trust	0.555
restorative	adferol	trust	0.555
destined	dynodedig	trust	0.555
physicist	ffisegydd	trust	0.555
influential	dylanwadol	trust	0.555
exalt	exalt	trust	0.555
greatness	wychder	trust	0.555
inclusion	cynhwysiad	trust	0.555
auditor	archwilydd	trust	0.555
meditate	meddyliwch	trust	0.555
betrothed	betrothed	trust	0.555
proud	balch	trust	0.547
provide	darparu	trust	0.547
conciliation	cymodi	trust	0.547
ancestral	hynafol	trust	0.547
liberty	rhyddid	trust	0.547
durable	gwydn	trust	0.547
impenetrable	annerbyniol	trust	0.547
prudent	yn ddarbodus	trust	0.547
invocation	gwahoddiad	trust	0.547
engaging	ymgysylltu	trust	0.547
statement	datganiad	trust	0.547
rejoice	llawenhau	trust	0.547
cheer	hwyl	trust	0.547
eyewitness	tystion llygad	trust	0.547
prevalent	cyffredin	trust	0.547
securities	gwarannau	trust	0.547
friendly	cyfeillgar	trust	0.547
salvation	iachawdwriaeth	trust	0.547
independence	annibyniaeth	trust	0.547
govern	llywodraethu	trust	0.547
forgive	maddeuant	trust	0.547
commanding	yn gorchymyn	trust	0.547
convent	gonfensiwn	trust	0.547
reinforcement	atgyfnerthu	trust	0.547
law	gyfraith	trust	0.547
registry	cofrestrfa	trust	0.547
temperate	yn dymheru	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	parodrwydd	trust	0.547
heritage	treftadaeth	trust	0.547
chronicle	cronicl	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	sefydliad	trust	0.539
applause	cymeradwyaeth	trust	0.539
architecture	pensaernïaeth	trust	0.539
obvious	amlwg	trust	0.539
recovery	adferiad	trust	0.539
inimitable	yn amhosibl	trust	0.539
relevant	yn berthnasol	trust	0.539
responsive	ymatebol	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	cyfarwyddiadau	trust	0.539
define	diffinio	trust	0.539
delightful	yn hyfryd	trust	0.539
antidote	antidoteg	trust	0.539
admitting	yn derbyn	trust	0.539
psalms	salmau	trust	0.539
stamina	stamina	trust	0.539
majority	mwyafrif	trust	0.539
inoculation	ymosodiad	trust	0.539
perfect	perffaith	trust	0.539
obedience	ufudd-dod	trust	0.539
memorable	cofiadwy	trust	0.539
chastity	castiad	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	rheoleidd-dra	trust	0.539
forefathers	cyn-dadau	trust	0.539
immovable	yn ddi-symud	trust	0.539
eager	yn awyddus	trust	0.539
aspiring	dymunol	trust	0.539
obliging	rhwymedigaeth	trust	0.539
reinforcements	atgyfnerthu	trust	0.539
tantamount	gyfartaledd	trust	0.539
exalted	uchelgeisiol	trust	0.539
hospital	ysbyty	trust	0.531
retirement	ymddeoliad	trust	0.531
strive	ymdrechu	trust	0.531
edification	edification	trust	0.531
candid	candid	trust	0.531
deed	gweithred	trust	0.531
school	ysgol	trust	0.531
cradle	crud	trust	0.531
transcript	trawsgrifiad	trust	0.531
accompaniment	cyfeiliant	trust	0.531
doubtless	heb unrhyw beth	trust	0.531
rescue	achub	trust	0.531
seal	sêl	trust	0.531
expedient	yn hwylus	trust	0.531
ballot	pleidlais	trust	0.531
deliverance	rhyddhad	trust	0.531
heavens	nefoedd	trust	0.531
fraternal	brawdol	trust	0.531
dependent	dibynnol	trust	0.531
answerable	yn atebol	trust	0.531
center	canolfan	trust	0.531
analyst	dadansoddwr	trust	0.531
firstborn	cyntaf-anedig	trust	0.531
bloom	blodeuo	trust	0.531
inseparable	yn amhosibl	trust	0.531
bride	briodferch	trust	0.531
evergreen	bytholwyrdd	trust	0.531
princely	tywysog	trust	0.531
immunization	imiwneiddio	trust	0.531
refuge	lloches	trust	0.531
verily	yn wir	trust	0.531
omniscient	omniscient	trust	0.531
terms	termau	trust	0.531
sponsor	noddwr	trust	0.531
approbation	cymeradwyaeth	trust	0.527
correctness	cywirdeb	trust	0.523
elevation	drychiad	trust	0.523
neighbor	cymydog	trust	0.523
unbroken	yn ddi-dor	trust	0.523
countenance	wyneb	trust	0.523
hug	hug	trust	0.523
nobility	nobeldeb	trust	0.523
paragon	paragon	trust	0.523
coronation	coroni	trust	0.523
celebration	dathliad	trust	0.523
graduation	graddio	trust	0.523
commonwealth	y gymanwlad	trust	0.523
dictionary	geiriadur	trust	0.523
powerful	pwerus	trust	0.523
notable	nodedig	trust	0.523
account	cyfrif	trust	0.523
winning	ennill	trust	0.523
honeymoon	mis mêl	trust	0.523
improvement	gwelliant	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	caplan	trust	0.523
ratify	cadarnhau	trust	0.523
connoisseur	connoisseur	trust	0.523
award	gwobr	trust	0.523
taught	dysgu	trust	0.523
adoration	addoli	trust	0.523
salutary	ewinedd	trust	0.523
captivate	caethu	trust	0.523
liberate	rhyddhau	trust	0.523
unimpeached	heb ei darganfod	trust	0.523
laureate	gwenith	trust	0.523
benedictory	benedictory	trust	0.523
feeling	teimlo	trust	0.518
freely	yn rhydd	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	amwynder	trust	0.516
reverie	reverie	trust	0.516
organization	sefydliad	trust	0.516
framework	fframwaith	trust	0.516
sentinel	sentinel	trust	0.516
advent	dyfodiad	trust	0.516
inform	hysbysu	trust	0.516
committee	bwyllgor	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	meddwl	trust	0.516
obstetrician	obstetregydd	trust	0.516
enchanted	swyno	trust	0.516
formative	ffurfiannol	trust	0.516
tribunal	tribiwnlys	trust	0.516
association	cymdeithas	trust	0.516
remedy	atebion	trust	0.516
credit	credyd	trust	0.516
nobleman	dyn brenhinol	trust	0.516
predominant	yn bennaf	trust	0.516
measure	mesur	trust	0.516
perpetuity	am byth	trust	0.516
fully	llawn	trust	0.516
deserve	yn haeddu	trust	0.516
tender	tendr	trust	0.516
pray	gweddïwch	trust	0.516
confession	cyffes	trust	0.516
management	rheoli	trust	0.516
volunteer	gwirfoddolwr	trust	0.509
instruct	cyfarwyddwch	trust	0.508
virgin	virgin	trust	0.508
constable	cwnstabl	trust	0.508
reward	Gwobr	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	offeiriad	trust	0.508
policy	polisi	trust	0.508
confessional	cyffesiynol	trust	0.508
savor	blasus	trust	0.508
custodian	gwarcheidwad	trust	0.508
vouch	taleb	trust	0.508
tolerance	goddefgarwch	trust	0.508
unsurpassed	heb ei osgoi	trust	0.508
venerable	annwyliadwy	trust	0.508
forgiving	maddau	trust	0.508
intact	yn gyfan	trust	0.508
diversity	amrywiaeth	trust	0.508
accolade	gweddill	trust	0.508
philosopher	athronydd	trust	0.508
lieutenant	cynghtenydd	trust	0.508
shepherd	bugail	trust	0.508
courtship	llysiogaeth	trust	0.508
sovereign	sofran	trust	0.508
medical	meddygol	trust	0.508
housewife	gwraig tŷ	trust	0.508
automatic	awtomatig	trust	0.508
patronage	nawdd	trust	0.508
enable	galluogi	trust	0.508
admissible	yn dderbyniol	trust	0.508
beautification	harddwch	trust	0.508
synchronize	cydamseru	trust	0.500
info	gwybodaeth	trust	0.500
pontiff	pontiff	trust	0.500
retain	cadw	trust	0.500
warden	warden	trust	0.500
majesty	mawredd	trust	0.500
infallibility	anallueddrwydd	trust	0.500
guru	guru	trust	0.500
apologetic	ymddiheuro	trust	0.500
darling	darling	trust	0.500
doctrine	athrawiaeth	trust	0.500
related	gysylltiedig	trust	0.500
treasure	trysor	trust	0.500
infinity	anfeidredd	trust	0.500
romantic	rhamantus	trust	0.500
optimist	optimistaidd	trust	0.500
timing	amseru	trust	0.500
undying	yn rhyfedd	trust	0.500
personal	personol	trust	0.500
gateway	porth	trust	0.500
instruction	cyfarwyddyd	trust	0.500
backer	cefnogwr	trust	0.500
watchful	yn wyliadwrus	trust	0.500
badge	bathodyn	trust	0.500
birth	geni	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	pïol	trust	0.500
indelible	anhyblyg	trust	0.500
superman	superman	trust	0.500
guard	gwarchod	trust	0.500
vindication	pleidleisio	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	yn fyw	trust	0.500
constitute	yn gyfystyr	trust	0.492
jubilant	yn ymddeol	trust	0.492
endow	gwaddol	trust	0.492
improve	gwella	trust	0.492
contributor	cyfrannwr	trust	0.492
formality	ffurfioldeb	trust	0.492
salute	salwch	trust	0.492
inevitable	anochel	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	dyfarnwr	trust	0.492
grow	tyfu	trust	0.492
fellow	cyd	trust	0.492
popularity	poblogrwydd	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	llefarydd	trust	0.492
synonymous	yn gyfystyr	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	eglwys	trust	0.492
hardy	caled	trust	0.492
privy	preifat	trust	0.492
psalm	salm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atyniad	trust	0.492
grandchildren	wyrion	trust	0.492
elegance	ceinder	trust	0.492
laudatory	canmoliaethol	trust	0.492
sheriff	siryf	trust	0.492
radiance	ffasiwn	trust	0.492
harbor	harbwr	trust	0.492
aspire	aspire	trust	0.492
musical	cerddorol	trust	0.492
chairman	cadeirydd	trust	0.492
moderator	safonwr	trust	0.492
laudation	canmoliaeth	trust	0.484
clean	glân	trust	0.484
arbiter	arbiter	trust	0.484
crowning	coroni	trust	0.484
depth	dyfnder	trust	0.484
forecast	rhagolwg	trust	0.484
colonel	colonel	trust	0.484
hire	llogi	trust	0.484
found	canfod	trust	0.484
armor	arfau	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	hoff	trust	0.484
voucher	taleb	trust	0.484
affection	hoffter	trust	0.484
path	llwybr	trust	0.484
referee	canolwr	trust	0.484
police	yr heddlu	trust	0.484
countryman	gwladwr	trust	0.484
romance	rhamant	trust	0.484
diagnosis	diagnosis	trust	0.484
concord	concord	trust	0.484
enjoy	mwynhau	trust	0.484
ranger	ceidwadwr	trust	0.484
confess	cyfaddef	trust	0.484
income	incwm	trust	0.484
assembly	cynulliad	trust	0.484
sweet	melys	trust	0.484
like	fel	trust	0.484
apologize	ymddiheuro	trust	0.477
sermon	bregeth	trust	0.477
pastor	pastor	trust	0.477
matter	mater	trust	0.477
glory	gogoniant	trust	0.477
lamb	cig oen	trust	0.477
lover	cariad	trust	0.477
putative	pwrpasol	trust	0.477
expect	yn disgwyl	trust	0.477
purely	yn unig	trust	0.477
follow	dilynwch	trust	0.477
parliament	senedd	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	meithrinfa	trust	0.477
episcopal	esgobol	trust	0.477
veracity	wirionedd	trust	0.477
mathematical	mathemategol	trust	0.477
frank	ffug	trust	0.477
policeman	plismon	trust	0.477
word	gair	trust	0.477
consul	conswl	trust	0.477
landmark	nodedig	trust	0.477
calculator	cyfrifiannell	trust	0.477
sterling	sterling	trust	0.477
signature	llofnod	trust	0.477
votive	pleidleisiol	trust	0.477
preponderance	rhyfeddod	trust	0.477
sacrifice	aberth	trust	0.477
underwrite	tanysgrifio	trust	0.469
bridesmaid	briodferch	trust	0.469
commission	comisiwn	trust	0.469
passion	angerdd	trust	0.469
prefer	mae'n well ganddo	trust	0.469
recruits	recriwtiaid	trust	0.469
cashier	ariannwr	trust	0.469
judicious	yn ddoniol	trust	0.469
immerse	ymledu	trust	0.469
uncritical	anarferol	trust	0.469
effective	effeithiol	trust	0.469
dove	colomen	trust	0.469
tutelage	tutelage	trust	0.469
associate	cysylltiol	trust	0.469
flagship	blaenllaw	trust	0.469
religion	crefydd	trust	0.469
gain	ennill	trust	0.469
instructor	hyfforddwr	trust	0.469
judgment	dyfarniad	trust	0.469
title	teitl	trust	0.469
regal	regal	trust	0.469
author	awdur	trust	0.469
top	top	trust	0.469
tribune	tribune	trust	0.469
eagerness	awyddusrwydd	trust	0.469
marshal	marshal	trust	0.469
mighty	cryf	trust	0.469
intended	bwriedir	trust	0.469
capacity	gallu	trust	0.469
vicar	ficer	trust	0.469
partake	cymryd rhan	trust	0.461
commerce	fasnach	trust	0.461
magnetic	magnetig	trust	0.461
medal	medal	trust	0.461
courier	negesydd	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	cofrestru	trust	0.461
necessarily	o reidrwydd	trust	0.461
lesson	gwers	trust	0.461
custody	ddalfa	trust	0.461
moorings	angorfeydd	trust	0.461
fortress	caer	trust	0.461
aunt	modryb	trust	0.461
bank	banc	trust	0.461
theological	ddiwinyddol	trust	0.461
manage	rheoli	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	masnach	trust	0.461
lifestyle	ffordd o fyw	trust	0.461
consecration	cysegru	trust	0.461
admitted	cyfaddefwyd	trust	0.461
crucial	hanfodol	trust	0.461
cautious	yn ofalus	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	offeiriadaeth	trust	0.461
attendant	cynorthwyydd	trust	0.461
oblige	rhwymedigaeth	trust	0.461
patriarchal	patriarchaidd	trust	0.461
kitten	kitten	trust	0.461
cathedral	gadeirlan	trust	0.455
eagle	eryr	trust	0.453
puppy	ci bach	trust	0.453
present	presennol	trust	0.453
perceive	yn meddwl	trust	0.453
foresee	rhagweld	trust	0.453
governor	llywodraethwr	trust	0.453
synergistic	synergistig	trust	0.453
commonplace	yn gyffredin	trust	0.453
exchange	cyfnewid	trust	0.453
journeyman	cylchgrawn	trust	0.453
laud	canmoliaeth	trust	0.453
chairwoman	cadeirydd	trust	0.453
encomium	encomium	trust	0.453
strategist	strategydd	trust	0.453
dawn	dawn	trust	0.453
excited	cyffrous	trust	0.453
finally	yn olaf	trust	0.453
level	lefel	trust	0.453
chart	siart	trust	0.453
oasis	oasis	trust	0.453
insulation	inswleiddio	trust	0.453
president	llywydd	trust	0.453
deputy	dirprwy	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	syr	trust	0.445
theorem	theorem	trust	0.445
formula	fformiwla	trust	0.445
operation	gweithredu	trust	0.445
bridegroom	priodfab	trust	0.445
lodging	llety	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	llawlyfr	trust	0.445
impart	rhoi	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemniad	trust	0.445
negotiate	trafodwch	trust	0.445
magnify	magnify	trust	0.445
chancellor	canghellor	trust	0.445
crew	criw	trust	0.445
sensual	synhwyrol	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	arferol	trust	0.445
asserting	yn honni	trust	0.445
chocolate	siocled	trust	0.445
statistical	ystadegol	trust	0.445
lord	Arglwydd	trust	0.445
exaltation	exaltation	trust	0.445
employ	cyflogi	trust	0.445
orchestra	cerddorfa	trust	0.445
director	cyfarwyddwr	trust	0.445
chemist	fferyllydd	trust	0.445
remains	yn parhau	trust	0.445
enliven	enliven	trust	0.445
sun	haul	trust	0.438
imagination	dychymyg	trust	0.438
comptroller	cyfrifyddwr	trust	0.438
digit	digid	trust	0.438
cabinet	cabinet	trust	0.438
emphasize	pwysleisiwch	trust	0.438
atone	atone	trust	0.438
inauguration	agoriad	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elitaidd	trust	0.438
governess	llywodraethwr	trust	0.438
tandem	tandem	trust	0.438
conveyancing	trawsgludo	trust	0.438
arbitrator	cymrodeddwr	trust	0.438
oracle	oracl	trust	0.438
economy	economi	trust	0.438
elect	ethol	trust	0.438
villager	pentrefwr	trust	0.438
fate	dynged	trust	0.438
exhaustive	trwyadl	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	blergen	trust	0.438
conformity	cydymffurfiaeth	trust	0.438
grammar	gramadeg	trust	0.430
disclosed	datgelu	trust	0.430
persuade	perswadio	trust	0.430
compact	compact	trust	0.430
rule	rheol	trust	0.430
deacon	diacon	trust	0.430
impressionable	argraffadwy	trust	0.430
cop	cop	trust	0.430
neutrality	niwtraliaeth	trust	0.430
pay	talu	trust	0.430
bridal	briodas	trust	0.430
wealth	cyfoeth	trust	0.430
base	sylfaen	trust	0.430
errand	nodyn	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	anoddrwydd	trust	0.430
estimable	amcangyfrif	trust	0.430
lender	benthyciwr	trust	0.430
sentry	anfonwr	trust	0.430
invite	gwahoddwch	trust	0.430
circle	cylch	trust	0.430
grit	graean	trust	0.430
elucidate	eglurwch	trust	0.430
repay	ad-dalu	trust	0.430
resources	adnoddau	trust	0.430
blanket	blanced	trust	0.430
occupant	meddiannydd	trust	0.430
bequest	cymynrodd	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	cyfrif	trust	0.430
hail	hail	trust	0.430
playful	playful	trust	0.430
simplify	symleiddio	trust	0.430
differential	gwahaniaethol	trust	0.430
utopian	utopaidd	trust	0.430
parish	plwyf	trust	0.422
sing	canu	trust	0.422
dominion	dominiaeth	trust	0.422
dealings	delio â nhw	trust	0.422
theocratic	theocratic	trust	0.422
shopkeeper	siopwr	trust	0.422
accountant	cyfrifydd	trust	0.422
forum	fforwm	trust	0.422
fixed	sefydlog	trust	0.422
eulogize	eulogize	trust	0.422
diary	Dyddiadur	trust	0.422
intend	bwriadu	trust	0.422
supplication	gweddi	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	prentis	trust	0.422
continue	parhau	trust	0.422
antiseptic	antiseptig	trust	0.422
perennial	lluosflwydd	trust	0.422
primer	primer	trust	0.422
enablement	galluogi	trust	0.422
respite	seibiant	trust	0.422
assignee	enwebai	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	masnachu	trust	0.422
travel	teithio	trust	0.422
probity	cywirdeb	trust	0.422
axiom	axiom	trust	0.422
maintenance	cynnal a chadw	trust	0.422
reconsideration	ailystyried	trust	0.422
treat	trin	trust	0.422
truss	truss	trust	0.422
hymn	emyn	trust	0.422
supremacy	goruchafiaeth	trust	0.422
athlete	athletwr	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	gwasanaethu	trust	0.414
incline	incline	trust	0.414
trainer	hyfforddwr	trust	0.414
choir	côr	trust	0.414
preservative	cadwraethol	trust	0.414
kudos	kudos	trust	0.414
cash	arian parod	trust	0.414
gazette	cylchgrawn	trust	0.414
akin	yn debyg	trust	0.414
amortization	amorteiddio	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	gohebydd	trust	0.414
salary	cyflog	trust	0.414
offering	cynnig	trust	0.414
leap	leidio	trust	0.414
transaction	trafodiad	trust	0.414
privilege	fraint	trust	0.414
consort	consort	trust	0.414
rapt	rapt	trust	0.414
commodore	nwyddau	trust	0.414
conglomerate	crynhoi	trust	0.414
synod	synod	trust	0.414
deference	deference	trust	0.414
labor	llafur	trust	0.414
gate	giât	trust	0.414
routine	arferol	trust	0.414
luxury	moethus	trust	0.406
tree	coeden	trust	0.406
