word	Javanese-jw	emotion	emotion-intensity-score
powerful	kuat	trust	0.523
notable	kacathet	trust	0.523
account	akun	trust	0.523
winning	menang	trust	0.523
honeymoon	bulan madu	trust	0.523
improvement	perbaikan	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	chaplain	trust	0.523
ratify	ratify	trust	0.523
connoisseur	pancake	trust	0.523
award	penghargaan	trust	0.523
taught	ngajar	trust	0.523
adoration	adorasi	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	mbebasake	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	panjaluke	trust	0.523
benedictory	benedictory	trust	0.523
feeling	perasaan	trust	0.518
freely	bebas	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	Amin	trust	0.516
reverie	reverie	trust	0.516
organization	organisasi	trust	0.516
framework	framework	trust	0.516
sentinel	sentinel	trust	0.516
advent	kedadeyan	trust	0.516
inform	ngandhani	trust	0.516
committee	panitia	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	obstetri	trust	0.516
enchanted	enchanted	trust	0.516
formative	formative	trust	0.516
tribunal	pengadilan	trust	0.516
association	asosiasi	trust	0.516
remedy	obat	trust	0.516
credit	kredit	trust	0.516
nobleman	bangsawan	trust	0.516
predominant	utamane	trust	0.516
measure	langkah	trust	0.516
perpetuity	terus-terusan	trust	0.516
fully	kanthi	trust	0.516
deserve	pantes	trust	0.516
tender	tender	trust	0.516
pray	ndedonga	trust	0.516
confession	pratelan	trust	0.516
management	manajemen	trust	0.516
volunteer	volunteer	trust	0.509
instruct	dawuh	trust	0.508
virgin	prawan	trust	0.508
constable	constable	trust	0.508
reward	ganjaran	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	Imam	trust	0.508
policy	privasi	trust	0.508
confessional	pengakuan	trust	0.508
savor	nyenengake	trust	0.508
custodian	custodian	trust	0.508
vouch	njamin	trust	0.508
tolerance	toleransi	trust	0.508
unsurpassed	ora gampang	trust	0.508
venerable	sing dikarepake	trust	0.508
forgiving	ngapura	trust	0.508
intact	utuh	trust	0.508
diversity	bhinéka	trust	0.508
accolade	pinunjul	trust	0.508
philosopher	filsuf	trust	0.508
lieutenant	Lètnan	trust	0.508
shepherd	bocah angon	trust	0.508
courtship	pacaran	trust	0.508
sovereign	berdaulat	trust	0.508
medical	medical	trust	0.508
housewife	ibu rumah tangga	trust	0.508
automatic	otomatis	trust	0.508
patronage	patronage	trust	0.508
enable	aktifake	trust	0.508
admissible	bisa ditampa	trust	0.508
beautification	beautification	trust	0.508
synchronize	nyinkronake	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	retain	trust	0.500
warden	sipir	trust	0.500
majesty	kamulyan	trust	0.500
infallibility	infalibilitas	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	darling	trust	0.500
doctrine	doktrin	trust	0.500
related	gegandhengan situs	trust	0.500
treasure	bandha	trust	0.500
infinity	Tanpa wates	trust	0.500
romantic	romantis	trust	0.500
optimist	optimistis	trust	0.500
timing	wektu	trust	0.500
undying	undying	trust	0.500
personal	pribadi	trust	0.500
gateway	gapura	trust	0.500
instruction	instruksi	trust	0.500
backer	backer	trust	0.500
watchful	sabar	trust	0.500
badge	badge	trust	0.500
birth	lair	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	alim	trust	0.500
indelible	indelible	trust	0.500
superman	superman	trust	0.500
guard	njaga	trust	0.500
vindication	vindikasi	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	urip	trust	0.500
constitute	akehe	trust	0.492
jubilant	jubilant	trust	0.492
endow	endow	trust	0.492
improve	nambah	trust	0.492
contributor	kontributor	trust	0.492
formality	formalitas	trust	0.492
salute	ngormati	trust	0.492
inevitable	ora bisa ditindakake	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	tuwuh	trust	0.492
fellow	kanca	trust	0.492
popularity	popularitas	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	juru wicara	trust	0.492
synonymous	sinonim	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	gereja	trust	0.492
hardy	hardy	trust	0.492
privy	pribadi	trust	0.492
psalm	psalm	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	atraksi	trust	0.492
grandchildren	putu	trust	0.492
elegance	keanggunan	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	sheriff	trust	0.492
radiance	radiance	trust	0.492
harbor	pelabuhan	trust	0.492
aspire	ngarahake	trust	0.492
musical	musik	trust	0.492
chairman	ketua	trust	0.492
moderator	moderator	trust	0.492
laudation	laudation	trust	0.484
clean	resik	trust	0.484
arbiter	arbiter	trust	0.484
crowning	crowning	trust	0.484
depth	ambane	trust	0.484
forecast	ramalan	trust	0.484
colonel	Kolonel	trust	0.484
hire	nyewa	trust	0.484
found	ketemu	trust	0.484
armor	waja	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	paling disenengi	trust	0.484
voucher	voucher	trust	0.484
affection	tresna	trust	0.484
path	path	trust	0.484
referee	Wasit	trust	0.484
police	polisi	trust	0.484
countryman	negara	trust	0.484
romance	romansa	trust	0.484
diagnosis	diagnosa	trust	0.484
concord	concord	trust	0.484
enjoy	sekeca	trust	0.484
ranger	ranger	trust	0.484
confess	ngakeni	trust	0.484
income	income	trust	0.484
assembly	Déwan	trust	0.484
sweet	manis	trust	0.484
like	kaya	trust	0.484
apologize	nyuwun pangapunten	trust	0.477
sermon	khotbah	trust	0.477
pastor	pastor	trust	0.477
matter	prakara	trust	0.477
glory	kamulyan	trust	0.477
lamb	Lamb	trust	0.477
lover	kekasih	trust	0.477
putative	putative	trust	0.477
expect	ngarepake	trust	0.477
purely	murni	trust	0.477
follow	tindakake	trust	0.477
parliament	parlemen	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nursery	trust	0.477
episcopal	episcopal	trust	0.477
veracity	veracity	trust	0.477
mathematical	matematika	trust	0.477
frank	pratingkah	trust	0.477
policeman	polisi	trust	0.477
word	tembung	trust	0.477
consul	konsul	trust	0.477
landmark	landmark	trust	0.477
calculator	kalkulator	trust	0.477
sterling	sterling	trust	0.477
signature	teken	trust	0.477
votive	votive	trust	0.477
preponderance	banget	trust	0.477
sacrifice	kurban	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	pengiring pengantin	trust	0.469
commission	Komisi	trust	0.469
passion	semangat	trust	0.469
prefer	seneng	trust	0.469
recruits	rekrut	trust	0.469
cashier	kasir	trust	0.469
judicious	apik banget	trust	0.469
immerse	nyemangati	trust	0.469
uncritical	uncritical	trust	0.469
effective	efektif	trust	0.469
dove	douk	trust	0.469
tutelage	tutelage	trust	0.469
associate	asosiasi	trust	0.469
flagship	unggulan	trust	0.469
religion	agama	trust	0.469
gain	gain	trust	0.469
instructor	instruktur	trust	0.469
judgment	pangadilan	trust	0.469
title	judhul	trust	0.469
regal	regal	trust	0.469
author	penulis	trust	0.469
top	ndhuwur	trust	0.469
tribune	dhuwit	trust	0.469
eagerness	eagerness	trust	0.469
marshal	marshal	trust	0.469
mighty	kuwat	trust	0.469
intended	intended	trust	0.469
capacity	kapasitas	trust	0.469
vicar	vicar	trust	0.469
partake	partake	trust	0.461
commerce	commerce	trust	0.461
magnetic	Magnetik	trust	0.461
medal	medal	trust	0.461
courier	kurir	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	enroll	trust	0.461
necessarily	kudu	trust	0.461
lesson	pawulangan	trust	0.461
custody	nyegah	trust	0.461
moorings	moorings	trust	0.461
fortress	bèntèng	trust	0.461
aunt	bibi	trust	0.461
bank	bank	trust	0.461
theological	teologi	trust	0.461
manage	ngatur	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	perdagangan	trust	0.461
lifestyle	gaya urip	trust	0.461
consecration	consecration	trust	0.461
admitted	ngakoni	trust	0.461
crucial	wigati	trust	0.461
cautious	cautious	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	priesthood	trust	0.461
attendant	pramugari	trust	0.461
oblige	ngajeni	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	kucing	trust	0.461
cathedral	katedral	trust	0.455
eagle	elang	trust	0.453
puppy	kirik	trust	0.453
present	saiki	trust	0.453
perceive	ndelok	trust	0.453
foresee	foresee	trust	0.453
governor	gubernur	trust	0.453
synergistic	sinergis	trust	0.453
commonplace	biasa wae	trust	0.453
exchange	ijolan	trust	0.453
journeyman	journeyman	trust	0.453
laud	laud	trust	0.453
chairwoman	ketua	trust	0.453
encomium	encomium	trust	0.453
strategist	ahli strategi	trust	0.453
dawn	esuk	trust	0.453
excited	bungah	trust	0.453
finally	pungkasanipun	trust	0.453
level	tingkat	trust	0.453
chart	grafik	trust	0.453
oasis	oasis	trust	0.453
insulation	isolasi	trust	0.453
president	presiden	trust	0.453
deputy	Wakil	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	sir	trust	0.445
theorem	teorema	trust	0.445
formula	rumus	trust	0.445
operation	operasi	trust	0.445
bridegroom	pangantèn lanang	trust	0.445
lodging	lodging	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	buku pedoman	trust	0.445
impart	impart	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnity	trust	0.445
negotiate	rembugan	trust	0.445
magnify	nggedhekake	trust	0.445
chancellor	Kanselir	trust	0.445
crew	kru	trust	0.445
sensual	sensual	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	biasa	trust	0.445
asserting	nyatakake	trust	0.445
chocolate	coklat	trust	0.445
statistical	statistik	trust	0.445
lord	Gusti	trust	0.445
exaltation	exaltation	trust	0.445
employ	makarya	trust	0.445
orchestra	orkestra	trust	0.445
director	direktur	trust	0.445
chemist	chemist	trust	0.445
remains	tetep	trust	0.445
enliven	enliven	trust	0.445
sun	srengenge	trust	0.438
imagination	bayangan	trust	0.438
comptroller	comptroller	trust	0.438
digit	digit	trust	0.438
cabinet	kabinet	trust	0.438
emphasize	nekanake	trust	0.438
atone	atone	trust	0.438
inauguration	inauguration	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	elite	trust	0.438
governess	gunggunge	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	arbitrator	trust	0.438
oracle	oracle	trust	0.438
economy	ekonomi	trust	0.438
elect	milih	trust	0.438
villager	desa	trust	0.438
fate	nasib	trust	0.438
exhaustive	jangkep	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	Butler	trust	0.438
conformity	aturan	trust	0.438
grammar	toto wicoro	trust	0.430
disclosed	dibeberke	trust	0.430
persuade	nyuwun pangapunten	trust	0.430
compact	kompak	trust	0.430
rule	aturan	trust	0.430
deacon	deacon	trust	0.430
impressionable	impressionable	trust	0.430
cop	pulisi	trust	0.430
neutrality	netralitas	trust	0.430
pay	mbayar	trust	0.430
bridal	pengantin	trust	0.430
wealth	kasugihan	trust	0.430
base	basa	trust	0.430
errand	errand	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	toughness	trust	0.430
estimable	dianggep	trust	0.430
lender	tiyang ingkang nyukani ampilan	trust	0.430
sentry	sentry	trust	0.430
invite	ngajak	trust	0.430
circle	bunder	trust	0.430
grit	grit	trust	0.430
elucidate	elucidate	trust	0.430
repay	mbaleni	trust	0.430
resources	sumber daya	trust	0.430
blanket	selimut	trust	0.430
occupant	manggoni	trust	0.430
bequest	bequest	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	count	trust	0.430
hail	becik	trust	0.430
playful	playful	trust	0.430
simplify	nyederakake	trust	0.430
differential	diferensial	trust	0.430
utopian	utopian	trust	0.430
parish	paroki	trust	0.422
sing	sing	trust	0.422
dominion	dominasi	trust	0.422
dealings	urusan	trust	0.422
theocratic	teokratis	trust	0.422
shopkeeper	toko	trust	0.422
accountant	akuntan	trust	0.422
forum	forum	trust	0.422
fixed	tetep	trust	0.422
eulogize	eulogize	trust	0.422
diary	diary	trust	0.422
intend	ngenani	trust	0.422
supplication	supplication	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	apprentice	trust	0.422
continue	terus	trust	0.422
antiseptic	antiseptik	trust	0.422
perennial	perennial	trust	0.422
primer	primer	trust	0.422
enablement	enablement	trust	0.422
respite	tangguh	trust	0.422
assignee	assignee	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	dagang	trust	0.422
travel	dolan	trust	0.422
probity	probabilitas	trust	0.422
axiom	axiom	trust	0.422
maintenance	pangopènan	trust	0.422
reconsideration	reconsideration	trust	0.422
treat	nambani	trust	0.422
truss	truss	trust	0.422
hymn	nyanyian	trust	0.422
supremacy	supremacy	trust	0.422
athlete	atlet	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	ngawula	trust	0.414
incline	incline	trust	0.414
trainer	trainer	trust	0.414
choir	koor	trust	0.414
preservative	pengawet	trust	0.414
kudos	kudos	trust	0.414
cash	awis	trust	0.414
gazette	gazette	trust	0.414
akin	akin	trust	0.414
amortization	amortisasi	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	reporter	trust	0.414
salary	gaji	trust	0.414
offering	kurban	trust	0.414
leap	kabisat	trust	0.414
transaction	transaksi	trust	0.414
privilege	hak istimewa	trust	0.414
consort	konsèp	trust	0.414
rapt	rapt	trust	0.414
commodore	komodore	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	synod	trust	0.414
deference	anggepan	trust	0.414
labor	pegaweyan	trust	0.414
gate	gapura	trust	0.414
routine	tumindake	trust	0.414
luxury	mewah	trust	0.406
tree	wit	trust	0.406
legislator	legislator	trust	0.406
executor	pelaksana	trust	0.406
leisure	luang	trust	0.406
system	sistem	trust	0.406
fitting	fitting	trust	0.406
trophy	Piala	trust	0.406
nation	bangsa	trust	0.406
glorify	ngluhurake	trust	0.406
linguist	linguist	trust	0.406
extol	extol	trust	0.406
dermatologist	dermatologist	trust	0.406
judged	dipun biji	trust	0.406
sanction	sanksi	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	reimbursement	trust	0.406
patrol	patroli	trust	0.406
abacus	abacus	trust	0.406
radar	radar	trust	0.406
budget	anggaran	trust	0.406
deluxe	deluxe	trust	0.398
intense	kuat	trust	0.398
explain	Nerangke	trust	0.398
gentry	gentry	trust	0.398
quaint	aneh	trust	0.398
parietal	parietal	trust	0.398
barter	barter	trust	0.398
pursue	nguber	trust	0.398
clearance	reresik	trust	0.398
popular	populer	trust	0.398
ground	lemah	trust	0.398
depository	depository	trust	0.398
journalism	jurnalisme	trust	0.398
electorate	pemilih	trust	0.398
climax	climax	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	cemlorot	trust	0.398
yearning	ngguyu	trust	0.398
neutral	netral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	sarang	trust	0.398
clan	klan	trust	0.398
merchandise	barang dagangan	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	wesi	trust	0.398
eulogy	eulogy	trust	0.398
accounts	akun	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	jaran	trust	0.391
gay	gay	trust	0.391
usher	usher	trust	0.391
paean	paean	trust	0.391
chandler	chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	lintang	trust	0.391
recline	lenggah	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	sumpah	trust	0.391
escort	ngiringan	trust	0.391
cube	cube	trust	0.391
follower	murid	trust	0.391
armory	pabrik senjata	trust	0.391
surrogate	surrogate	trust	0.391
baggage	bagasi	trust	0.391
downright	mudhun	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistik	trust	0.391
messenger	utusan	trust	0.391
grin	grin	trust	0.391
translation	ngartekne	trust	0.391
deal	menehi hasil	trust	0.391
lean	nggoleki	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	label	trust	0.383
fortune	rejeki	trust	0.383
series	seri	trust	0.383
crisp	asri	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	curfew	trust	0.383
leaning	nyandhang	trust	0.383
larger	luwih gedhe	trust	0.383
possess	nduweni	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	hadiah	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	reparasi	trust	0.383
culinary	kuliner	trust	0.383
faculty	Fakultas	trust	0.383
clapping	clapping	trust	0.375
general	umum	trust	0.375
sex	jinis	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	Assessor	trust	0.375
confederate	confederate	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	beda	trust	0.375
bouquet	buket	trust	0.375
adjust	nyetel	trust	0.375
cover	tutup	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	mbantah	trust	0.367
knickers	knickers	trust	0.367
garrison	garrison	trust	0.367
dogma	dogma	trust	0.367
microscope	mikroskop	trust	0.367
senate	senat	trust	0.367
nestle	nestle	trust	0.367
dolphin	dolphin	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	marine	trust	0.367
marrow	sumsum	trust	0.367
bargain	ngenyang	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	kosmopolitan	trust	0.367
bailiff	bailiff	trust	0.367
pretty	cantik	trust	0.367
swell	swell	trust	0.367
superstar	superstar	trust	0.367
throne	dhampare	trust	0.367
collateral	jaminan	trust	0.367
homosexual	homoseksual	trust	0.367
manual	manual	trust	0.367
magnet	magnet	trust	0.367
periodicity	periodicity	trust	0.367
green	ijo	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	dhuwit	trust	0.359
mortgagee	tukang kredit	trust	0.359
roadster	roadster	trust	0.359
vulnerable	ngrugekke	trust	0.359
lettered	dicithak	trust	0.359
circumstances	kahanan	trust	0.359
boomerang	boomerang	trust	0.359
privileged	kebon	trust	0.359
promo	promo	trust	0.359
calls	telpon	trust	0.359
maxim	maksimal	trust	0.359
fender	fender	trust	0.359
fade	sirna	trust	0.359
stark	stark	trust	0.359
footing	footing	trust	0.359
dance	tari	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	banker	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	tampilake	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	jajak pendapat	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	administratif	trust	0.352
seals	segel	trust	0.352
suggest	suggest	trust	0.352
tactics	taktik	trust	0.352
fuse	sekring	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	pengacara	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	clap	trust	0.344
dame	dame	trust	0.344
playground	playground	trust	0.344
entertainment	hiburan	trust	0.344
bounce	mumbul	trust	0.344
endless	endless	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	nduweni	trust	0.344
servant	abdi dalem	trust	0.344
lace	renda	trust	0.344
white	putih	trust	0.344
weigh	nimbang	trust	0.344
cement	semen	trust	0.336
legislature	legislatif	trust	0.336
carol	carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	repot	trust	0.336
lens	lensa	trust	0.336
shoulder	pundhak	trust	0.336
food	panganan	trust	0.336
county	Negoro	trust	0.336
opera	opera	trust	0.336
estimation	perkiraan	trust	0.336
corporation	perusahaan	trust	0.328
struggles	NO TRANSLATION	trust	0.328
