word	Serbian-sr	emotion	emotion-intensity-score
leap	скок	trust	0.414
transaction	трансакција	trust	0.414
privilege	привилегија	trust	0.414
consort	конзорцијум	trust	0.414
rapt	превише	trust	0.414
commodore	цоммодоре	trust	0.414
conglomerate	конгломерат	trust	0.414
synod	синод	trust	0.414
deference	поштовање	trust	0.414
labor	рад	trust	0.414
gate	врата	trust	0.414
routine	рутина	trust	0.414
luxury	луксуз	trust	0.406
tree	дрво	trust	0.406
legislator	законодавац	trust	0.406
executor	извршилац	trust	0.406
leisure	Слободно време	trust	0.406
system	систем	trust	0.406
fitting	фиттинг	trust	0.406
trophy	трофеј	trust	0.406
nation	нација	trust	0.406
glorify	славити	trust	0.406
linguist	лингвист	trust	0.406
extol	величати	trust	0.406
dermatologist	дерматолог	trust	0.406
judged	процењено	trust	0.406
sanction	санкција	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	надокнада	trust	0.406
patrol	патрола	trust	0.406
abacus	абакус	trust	0.406
radar	радар	trust	0.406
budget	буџет	trust	0.406
deluxe	делуке	trust	0.398
intense	интензивно	trust	0.398
explain	објасни	trust	0.398
gentry	господо	trust	0.398
quaint	необично	trust	0.398
parietal	париетал	trust	0.398
barter	бартер	trust	0.398
pursue	гонити	trust	0.398
clearance	чишћење	trust	0.398
popular	популарно	trust	0.398
ground	земља	trust	0.398
depository	депозит	trust	0.398
journalism	новинарство	trust	0.398
electorate	бирачко тело	trust	0.398
climax	врхунац	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	сјај	trust	0.398
yearning	жудња	trust	0.398
neutral	неутрално	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	гнездо	trust	0.398
clan	клан	trust	0.398
merchandise	роба	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	гвожђе	trust	0.398
eulogy	Еулогија	trust	0.398
accounts	рачуне	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	коњ	trust	0.391
gay	геј	trust	0.391
usher	усхер	trust	0.391
paean	паеан	trust	0.391
chandler	цхандлер	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	Звезда	trust	0.391
recline	рецлине	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	посредовање	trust	0.391
escort	есцорт	trust	0.391
cube	коцка	trust	0.391
follower	следбеника	trust	0.391
armory	оружје	trust	0.391
surrogate	сурогат	trust	0.391
baggage	пртљаг	trust	0.391
downright	директно	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	еулогичан	trust	0.391
messenger	мессенгер	trust	0.391
grin	грин	trust	0.391
translation	превод	trust	0.391
deal	договор	trust	0.391
lean	нагнути	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	етикета	trust	0.383
fortune	богатство	trust	0.383
series	серије	trust	0.383
crisp	хрустљав	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	полицијски час	trust	0.383
leaning	наслоњен	trust	0.383
larger	веће	trust	0.383
possess	поседовати	trust	0.383
gage	гаге	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	боунти	trust	0.383
bartender	бармен	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	репарација	trust	0.383
culinary	кулинарски	trust	0.383
faculty	факултет	trust	0.383
clapping	хватање	trust	0.375
general	Генерал	trust	0.375
sex	сек	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	процењивач	trust	0.375
confederate	конфедерац	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	Разлике	trust	0.375
bouquet	букет	trust	0.375
adjust	прилагодите	trust	0.375
cover	поклопац	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	пикник	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	одрицати	trust	0.367
knickers	кницкерс	trust	0.367
garrison	гарнизон	trust	0.367
dogma	догма	trust	0.367
microscope	микроскоп	trust	0.367
senate	сенат	trust	0.367
nestle	нестле	trust	0.367
dolphin	делфин	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	марине	trust	0.367
marrow	срж	trust	0.367
bargain	погодба	trust	0.367
bursary	бурсари	trust	0.367
cosmopolitan	цосмополитан	trust	0.367
bailiff	судски извршитељ	trust	0.367
pretty	прилично	trust	0.367
swell	набрекните	trust	0.367
superstar	супер Звезда	trust	0.367
throne	трон	trust	0.367
collateral	колатерална	trust	0.367
homosexual	хомосексуалац	trust	0.367
manual	упутство	trust	0.367
magnet	Магнет	trust	0.367
periodicity	периодичност	trust	0.367
green	зелен	trust	0.359
eulogium	еулогиј	trust	0.359
phalanx	пхаланк	trust	0.359
money	новац	trust	0.359
mortgagee	хипотека	trust	0.359
roadster	роадстер	trust	0.359
vulnerable	рањив	trust	0.359
lettered	словима	trust	0.359
circumstances	околности	trust	0.359
boomerang	боомеранг	trust	0.359
privileged	привилегован	trust	0.359
promo	промо	trust	0.359
calls	позиве	trust	0.359
maxim	маким	trust	0.359
fender	блатобран	trust	0.359
fade	збледи	trust	0.359
stark	старк	trust	0.359
footing	подножје	trust	0.359
dance	плес	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	цресцендо	trust	0.352
banker	банкар	trust	0.352
rave	раве	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	схов	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	анкета	trust	0.352
laser	ласер	trust	0.352
font	фонт	trust	0.352
administrative	административни	trust	0.352
seals	заптивке	trust	0.352
suggest	предлажем	trust	0.352
tactics	тактика	trust	0.352
fuse	осигурач	trust	0.352
axiomatic	аксиоматски	trust	0.352
attorney	адвокат	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	провисо	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	пљесак	trust	0.344
dame	даме	trust	0.344
playground	игралиште	trust	0.344
entertainment	Забава	trust	0.344
bounce	боунце	trust	0.344
endless	бескрајно	trust	0.344
purr	пурр	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	држач	trust	0.344
servant	слуга	trust	0.344
lace	чипка	trust	0.344
white	бео	trust	0.344
weigh	тежи	trust	0.344
cement	цемент	trust	0.336
legislature	законодавство	trust	0.336
carol	царол	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	углед	trust	0.336
lens	објектив	trust	0.336
shoulder	раме	trust	0.336
food	храна	trust	0.336
county	жупаније	trust	0.336
opera	опера	trust	0.336
estimation	процена	trust	0.336
corporation	корпорација	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	канони	trust	0.328
gauging	мерење	trust	0.328
theory	теорија	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	ревност	trust	0.328
wear	носити	trust	0.328
execution	извршење	trust	0.328
swear	заклети се	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	штап	trust	0.320
pavement	плочник	trust	0.320
cap	капа	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	заступник	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	врхунац	trust	0.320
unofficial	незванично	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	носач	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	одложени	trust	0.320
interior	ентеријер	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	попуните	trust	0.320
clerical	клерикално	trust	0.320
veal	телетина	trust	0.312
smith	смитх	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	пилула	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	профилактички	trust	0.312
spaniel	спаниел	trust	0.312
spa	спа	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	губернаторијал	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	тајна	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	сунчано	trust	0.305
thermometer	термометар	trust	0.305
actress	глумица	trust	0.305
presumption	претпоставка	trust	0.305
hermit	Пустиња	trust	0.305
warn	упозорити	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	изузетак	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	отпорност	trust	0.297
shopping	шопинг	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	пин	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	ласкави	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	гурати	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	питх	trust	0.297
pivot	пивот	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	конгресмен	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	левее	trust	0.297
mandarin	мандарина	trust	0.297
calf	лист	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	зест	trust	0.289
machine	машина	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	цхицане	trust	0.289
owing	захваљујући	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	тежина	trust	0.289
insolvent	несолвентно	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	флерт	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	муле	trust	0.281
surrender	предаја	trust	0.281
fiesta	фиеста	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	лажљив	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	порицање	trust	0.281
celebrity	позната личност	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	дебели	trust	0.273
ejaculation	ејакулација	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	конгрес	trust	0.273
indent	индент	trust	0.273
rejection	одбацивање	trust	0.273
don	дон	trust	0.273
autism	аутизам	trust	0.273
conquer	победити	trust	0.273
sappy	саппи	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	антифунгал	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	мода	trust	0.266
khan	Кхан	trust	0.266
