word	Tajik-tg	emotion	emotion-intensity-score
admire	тааҷҷубовар аст	trust	0.703
assurance	кафолат дода мешавад	trust	0.703
morality	ахлоқӣ	trust	0.703
prepared	омода кардааст	trust	0.703
friendliness	дӯстӣ	trust	0.703
reliable	боэътимод	trust	0.703
mentor	мушовир	trust	0.703
guardianship	нигоҳ доштан	trust	0.703
fulfilled	иҷро шуд	trust	0.703
reverence	эҳтиром	trust	0.703
proof	тасдиқ карда мешавад	trust	0.703
admiration	тааҷҷубовар	trust	0.703
mother	модар	trust	0.703
protected	ҳифз шудааст	trust	0.703
motherhood	модарон	trust	0.703
marriage	издивоҷ	trust	0.695
skillful	ҳикмат	trust	0.695
indestructible	ноустуворона	trust	0.695
guardian	нигаҳбон	trust	0.695
accountable	ҳисоб карда мешавад	trust	0.695
courage	далерӣ	trust	0.695
bodyguard	мудофиа	trust	0.695
agreeable	розӣ аст	trust	0.695
scientist	олим	trust	0.695
allied	иттифоқ афтод	trust	0.695
compassionate	шодбошӣ	trust	0.695
humanitarian	гуманитарӣ	trust	0.695
approving	тасдиқ карда мешавад	trust	0.695
united	муттаҳид	trust	0.695
pact	созишнома	trust	0.695
certified	тасдиқ шудааст	trust	0.695
morals	ахлоқӣ	trust	0.695
esteem	эҳтиром	trust	0.688
secure	бехатар аст	trust	0.688
perfection	комилан	trust	0.688
guidance	роҳнамоӣ	trust	0.688
competent	мутахассис	trust	0.688
authenticity	ҳақиқӣ	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	асоснок аст	trust	0.688
humanity	инсоният	trust	0.688
solidity	мустаҳкам	trust	0.688
adviser	мушовир	trust	0.688
pledge	гарав	trust	0.688
believed	имон оварданд	trust	0.688
understanding	фаҳмидан	trust	0.688
monogamy	моногамия	trust	0.688
expertise	коршиносон	trust	0.680
diplomatic	дипломатӣ	trust	0.680
confidential	махфӣ	trust	0.680
hope	умед	trust	0.680
protector	ҳимоякунанда	trust	0.680
agreeing	розӣ аст	trust	0.680
diligence	кӯшиш	trust	0.680
official	расмӣ	trust	0.680
affirm	тасдиқ кунед	trust	0.680
indivisible	тақсимнашаванда	trust	0.680
grandfather	бобост	trust	0.680
humble	фурӯтан	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	ҳимоя	trust	0.680
elders	пирон	trust	0.680
goodness	хуб	trust	0.680
commendable	таъриф	trust	0.680
inspire	илҳом бигиред	trust	0.680
approve	тасдиқ кунед	trust	0.680
confide	боварӣ ҳосил кунед	trust	0.680
professional	касбӣ	trust	0.680
familiarity	шинос шудан	trust	0.680
leader	лидер	trust	0.680
confirmed	тасдиқ карда шуд	trust	0.680
acceptance	қабул	trust	0.680
benevolence	манфӣ	trust	0.672
dignity	шаъну шараф	trust	0.672
harmoniously	ҳамоҳанг	trust	0.672
mastery	қудрат	trust	0.672
unwavering	бесадо	trust	0.672
accredited	аккредитатсия	trust	0.672
healing	шифо ёфт	trust	0.672
encyclopedia	энсиклопедия	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	муқаддас	trust	0.672
cohesive	ҳамоҳангӣ	trust	0.672
covenant	аҳд	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	хато нест	trust	0.672
safe	бехатар	trust	0.672
intelligent	зебо	trust	0.672
merit	эҳтиром	trust	0.664
impeccable	камбизоатӣ	trust	0.664
affirmatively	саъй мекунанд	trust	0.664
spiritual	рӯҳонӣ	trust	0.664
advocate	ҳимоя кардан	trust	0.664
team	даста	trust	0.664
heroic	қаҳрамонона	trust	0.664
communicate	муошират кунед	trust	0.664
disciple	шогирд	trust	0.664
expert	коршинос	trust	0.664
proficient	хуб	trust	0.664
specialist	мутахассис	trust	0.664
ambassador	сафир	trust	0.664
accept	қабул кунед	trust	0.664
attestation	бақайдгирӣ	trust	0.664
supporting	дастгирӣ	trust	0.664
reliance	эътимод	trust	0.664
authority	ҳокимият	trust	0.664
accountability	ҳисоботдиҳӣ	trust	0.664
guidebook	роҳнамо	trust	0.664
fulfillment	иҷро гардид	trust	0.664
strengthening	мустаҳкам кардан	trust	0.661
familiar	шинос аст	trust	0.656
facts	фактҳо	trust	0.656
achieve	ноил шудан	trust	0.656
warranty	кафолат дода мешавад	trust	0.656
structure	сохтмон	trust	0.656
steadfast	устувор	trust	0.656
favorable	мусоид	trust	0.656
counsel	маслиҳат	trust	0.656
relationship	муносибат	trust	0.656
scientific	илмӣ	trust	0.656
gentleman	гентлеман	trust	0.656
strength	қувват	trust	0.656
elder	пир	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	муқаддас	trust	0.656
excellent	хуб аст	trust	0.656
proficiency	ихтисос	trust	0.656
constancy	устувор	trust	0.656
defended	ҳимоя карда шудааст	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	бовар кунед	trust	0.648
heroism	геройизм	trust	0.648
peaceful	сулҳ	trust	0.648
competency	салоҳият	trust	0.648
assuredly	тасдиқ карда шудааст	trust	0.648
brother	бародар	trust	0.648
counselor	мушовир	trust	0.648
successful	бомуваффақият	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	муҳофизат	trust	0.648
saint	муқаддас	trust	0.648
harmony	ҳамоҳангӣ	trust	0.648
matrimony	мебинад	trust	0.648
noble	ориф	trust	0.648
inspiration	илҳом	trust	0.648
academic	академикӣ	trust	0.648
assist	кӯмак кунед	trust	0.648
agreed	розӣ шуд	trust	0.648
uphold	нигоҳдорӣ кунед	trust	0.648
comrade	ҳамсоя	trust	0.648
lovable	зебо	trust	0.648
advisable	тавсия дода мешавад	trust	0.648
solidarity	ҳамбастагӣ	trust	0.648
worthy	сазовор аст	trust	0.643
durability	дарозмӯҳлат	trust	0.641
coexist	ҳамоҳангӣ	trust	0.641
assure	кафолат диҳед	trust	0.641
establish	таъсис диҳед	trust	0.641
benefactor	некӯкор	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	пешкаш кунед	trust	0.641
loving	муҳаббат	trust	0.641
teacher	муаллим	trust	0.641
judiciary	судӣ	trust	0.641
conscientious	содиқона	trust	0.641
confidence	боварӣ	trust	0.641
lawful	қонунӣ	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	муайян карда шудааст	trust	0.641
champion	чемпион	trust	0.641
unity	ягонагӣ	trust	0.641
legal	қонунӣ	trust	0.641
kind	хуб	trust	0.641
credence	боварӣ	trust	0.641
real	воқеӣ	trust	0.641
doctor	духтур	trust	0.641
intimate	сустӣ	trust	0.634
hopeful	умедворам	trust	0.633
fortitude	қудрати	trust	0.633
physician	табиб	trust	0.633
brotherly	бародарон	trust	0.633
aspiration	aspiration	trust	0.633
convincing	боварӣ доранд	trust	0.633
sanctification	ҷудоӣ	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	Нашрия	trust	0.633
courageous	қавӣ	trust	0.633
soundness	солим	trust	0.633
legitimacy	қонунӣ	trust	0.633
endorse	Садо Ояндасоз	trust	0.633
fidelity	сустӣ	trust	0.633
bless	муборак	trust	0.633
judicial	судӣ	trust	0.633
important	муҳим аст	trust	0.633
saintly	Садо Ояндасоз	trust	0.633
conscience	виҷдон	trust	0.633
therapeutic	терапевтикӣ	trust	0.633
authorize	иҷозат диҳед	trust	0.633
devotional	содиқона	trust	0.633
practiced	амал мекард	trust	0.633
backbone	радикал	trust	0.633
approved	тасдиқ шудааст	trust	0.633
evident	аён аст	trust	0.625
encourage	ҳавасманд	trust	0.625
caretaker	нигоҳубинкунанда	trust	0.625
regard	дар назар дошта шудааст	trust	0.625
angel	фаришта	trust	0.625
engaged	машғуланд	trust	0.625
blessing	баракат	trust	0.625
professorship	профессор	trust	0.625
majestic	шодбошӣ	trust	0.625
communication	муошират	trust	0.625
purify	тоза кунед	trust	0.625
authorization	иҷозатнома	trust	0.625
wonderful	аҷиб	trust	0.625
achievement	дастовардҳо	trust	0.625
fireman	сӯхтор	trust	0.625
certify	тасдиқ кунед	trust	0.625
civilized	мутамарказ	trust	0.625
profound	амиқтар	trust	0.625
accurate	дуруст	trust	0.625
assured	тасдиқ карда шудааст	trust	0.625
positivity	мусбат	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	хуб	trust	0.617
absolution	Сатторӣ	trust	0.617
commend	таъриф кунед	trust	0.617
cherish	ҳикмат	trust	0.617
fundamental	асосї	trust	0.617
advice	маслиҳат	trust	0.617
objective	мақсад	trust	0.617
optimism	оптимизм	trust	0.617
testament	Аҳди Ҷадид	trust	0.617
qualities	сифатҳои	trust	0.617
haven	пинҳон	trust	0.617
heroine	героин	trust	0.617
constantly	доимо	trust	0.617
appreciation	шукргузорӣ	trust	0.617
triumphant	пирӯзӣ	trust	0.617
accord	шарт аст	trust	0.617
reassure	боварӣ ҳосил кунед	trust	0.617
truce	баста мешавад	trust	0.617
thoughtful	фикр кардан	trust	0.617
teach	омӯзед	trust	0.617
god	god	trust	0.617
corroborate	тасдиқ кунед	trust	0.617
believer	имондор	trust	0.617
unimpeachable	беэътиноӣ	trust	0.617
surety	гарав	trust	0.617
attentive	бодиққат	trust	0.617
gospel	хушхабар	trust	0.617
bedrock	бистар	trust	0.617
approvement	тасдиқ карда мешавад	trust	0.617
planning	банажник	trust	0.617
rational	оқилона	trust	0.617
passionate	дилсӯзона	trust	0.617
happy	хушбахт	trust	0.609
babysitter	бачагон	trust	0.609
brilliant	зебо	trust	0.609
praise	шукргузорӣ	trust	0.609
definitive	қатъӣ	trust	0.609
considerate	фикр кунед	trust	0.609
patron	мудир	trust	0.609
scripture	оят	trust	0.609
heal	шифо мебахшад	trust	0.609
praiseworthy	шӯҳратпараст	trust	0.609
steward	идоракунанда	trust	0.609
awareness	огоҳӣ	trust	0.609
officer	хизматчӣ	trust	0.609
purification	тоза кардан	trust	0.609
excel	excel	trust	0.609
civilization	тамаддун	trust	0.609
liking	маъқул шуд	trust	0.609
comfort	тасаллӣ	trust	0.609
magnificence	шӯҳрат	trust	0.609
notary	нотариус	trust	0.609
progression	пешрафт	trust	0.609
mediator	миёнарав	trust	0.609
blessings	баракатҳо	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	тавсия	trust	0.609
brave	ҷасур	trust	0.602
experienced	таҷриба	trust	0.602
steady	устувор	trust	0.602
enlightenment	маърифат	trust	0.602
brighten	дурахшон	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	иҷро кунед	trust	0.602
witness	шоҳидон	trust	0.602
humility	фурӯтанӣ	trust	0.602
sympathetic	sympathetic	trust	0.602
helpful	муфид аст	trust	0.602
symmetry	симметрия	trust	0.602
unquestionable	беэътиноӣ	trust	0.602
peace	сулҳ	trust	0.602
transcendence	узвият	trust	0.602
serenity	ҳасад	trust	0.602
embrace	гиред	trust	0.602
inspired	илҳом	trust	0.602
mainstay	асосӣ	trust	0.602
unconditional	Шарт нест	trust	0.602
guarded	муҳофизат карда шудааст	trust	0.602
identify	муайян кунед	trust	0.602
marry	никоҳ	trust	0.594
grant	грант	trust	0.594
depend	вобаста аст	trust	0.594
complimentary	озод	trust	0.594
spouse	ҳамсар	trust	0.594
tranquility	оромӣ	trust	0.594
vigilant	ҳушёр бошед	trust	0.594
ministry	вазорат	trust	0.594
fairly	хеле хуб	trust	0.594
philanthropic	хайрхоҳона	trust	0.594
openly	ошкоро	trust	0.594
generous	саховатмандона	trust	0.594
strengthen	мустаҳкам	trust	0.594
gratitude	Рӯҳулқудс	trust	0.594
befriend	дӯстӣ	trust	0.594
substantiate	асоснок	trust	0.594
praised	хурсандӣ карданд	trust	0.594
admiral	фармуданд	trust	0.594
regent	regent	trust	0.594
sage	саг	trust	0.594
assessment	арзёбӣ	trust	0.594
enlighten	маърифат	trust	0.594
eminence	беназир	trust	0.594
commendation	таъриф	trust	0.594
efficient	самаранок	trust	0.594
nurse	ҳамшира	trust	0.594
visionary	рӯъё	trust	0.594
generosity	саховатмандона	trust	0.594
vigilance	ҳушёр будан	trust	0.594
endowment	истироҳат	trust	0.594
council	шӯро	trust	0.594
sweetheart	дўст	trust	0.589
attest	тасдиқ кунед	trust	0.586
prestige	фахрӣ	trust	0.586
serene	ором	trust	0.586
unfailing	ногаҳон	trust	0.586
testimony	шаҳодат додан	trust	0.586
checklist	Рӯйхати назарҳо	trust	0.586
inheritance	мерос	trust	0.586
monk	монк	trust	0.586
godly	худотарсона	trust	0.586
compliance	риояи	trust	0.586
rooted	rooted	trust	0.586
constitutional	конститутсия	trust	0.586
conservation	нигоҳдорӣ	trust	0.586
bylaw	Бештар	trust	0.586
helper	ёрирасон	trust	0.586
joyful	шодбошӣ	trust	0.586
collectively	ҷамъиятӣ	trust	0.586
meritorious	сазовор аст	trust	0.586
acclaim	гиред	trust	0.586
diplomacy	дипломатӣ	trust	0.586
educational	маориф	trust	0.586
husbandry	зироат	trust	0.586
share	мубодила	trust	0.586
enjoying	лаззат бурд	trust	0.586
firmness	устувор	trust	0.586
convince	бовар кунед	trust	0.586
designation	ном	trust	0.586
tribe	сибти	trust	0.586
victory	пирӯзӣ	trust	0.586
magnificent	зебост	trust	0.586
lovely	зебо	trust	0.586
seniority	олӣ	trust	0.586
angelic	фаришта	trust	0.586
ambition	ихтироъ	trust	0.586
father	падар	trust	0.586
mate	ҳамсараш	trust	0.586
sobriety	собит	trust	0.586
revere	баргардед	trust	0.586
delegate	вакил	trust	0.586
navigator	navigator	trust	0.578
watchdog	нозирон	trust	0.578
obey	итоат кунед	trust	0.578
cheerfulness	хушбахтӣ	trust	0.578
inviting	даъват кардан	trust	0.578
judge	судя	trust	0.578
irrefutable	ғайриқаноатбахш аст	trust	0.578
philanthropist	хайрхоҳона	trust	0.578
careful	бодиққат	trust	0.578
communion	саломатӣ	trust	0.578
coexisting	ҳамоҳангӣ	trust	0.578
impartiality	беғаразона	trust	0.578
unquestioned	беэҳтиётӣ	trust	0.578
upright	росткор	trust	0.578
authoritative	мақомот	trust	0.578
structural	сохтор	trust	0.578
convinced	бовар кунед	trust	0.578
smile	хандидед	trust	0.578
commandant	командир	trust	0.578
dutiful	хомӯш	trust	0.578
shelter	паноҳгоҳ	trust	0.578
revival	эҳё	trust	0.578
professor	профессор	trust	0.578
adore	шавқовар аст	trust	0.578
legalized	қонунӣ	trust	0.578
