word	Malagasy-mg	emotion	emotion-intensity-score
reverie	reverie	trust	0.516
organization	fikambanana	trust	0.516
framework	rafitra	trust	0.516
sentinel	Sentinel	trust	0.516
advent	fiavian'ny	trust	0.516
inform	hampahafantarana	trust	0.516
committee	komity	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	tsaina	trust	0.516
obstetrician	obstetrician	trust	0.516
enchanted	enchanted	trust	0.516
formative	formative	trust	0.516
tribunal	fitsarana	trust	0.516
association	Fikambanana	trust	0.516
remedy	fanafody	trust	0.516
credit	bola	trust	0.516
nobleman	tandapa	trust	0.516
predominant	natanjaka indrindra	trust	0.516
measure	refesina	trust	0.516
perpetuity	Azy mandrakizay	trust	0.516
fully	feno	trust	0.516
deserve	mendrika	trust	0.516
tender	fanahy	trust	0.516
pray	Mivavaha	trust	0.516
confession	fiaiken-keloka	trust	0.516
management	fitantanana	trust	0.516
volunteer	mpilatsaka an-tsitrapo	trust	0.509
instruct	mampianatra	trust	0.508
virgin	virjiny	trust	0.508
constable	Constable	trust	0.508
reward	valisoa	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	mpisorona	trust	0.508
policy	politika	trust	0.508
confessional	confessional	trust	0.508
savor	ankasitrahana	trust	0.508
custodian	mpitahiry	trust	0.508
vouch	vouch	trust	0.508
tolerance	fandeferana	trust	0.508
unsurpassed	manan-tsahala	trust	0.508
venerable	mendri-kaja	trust	0.508
forgiving	mamela heloka	trust	0.508
intact	simba	trust	0.508
diversity	fahasamihafana	trust	0.508
accolade	accolade	trust	0.508
philosopher	filozofa	trust	0.508
lieutenant	Lieutenant	trust	0.508
shepherd	mpiandry	trust	0.508
courtship	fiarahana	trust	0.508
sovereign	fiandrianany	trust	0.508
medical	fitsaboana	trust	0.508
housewife	vady	trust	0.508
automatic	mandeha ho azy	trust	0.508
patronage	fiahian'ny	trust	0.508
enable	Tadiavo	trust	0.508
admissible	raisina	trust	0.508
beautification	beautification	trust	0.508
synchronize	synchronize	trust	0.500
info	Info	trust	0.500
pontiff	eveka ambony indrindra	trust	0.500
retain	hitana	trust	0.500
warden	mpiambina	trust	0.500
majesty	voninahitra	trust	0.500
infallibility	tsy fetezana ho diso	trust	0.500
guru	Guru	trust	0.500
apologetic	fialan-tsiny	trust	0.500
darling	hany malalako	trust	0.500
doctrine	fotopampianarana	trust	0.500
related	mifandraika	trust	0.500
treasure	harena	trust	0.500
infinity	Infinity	trust	0.500
romantic	tantaram-pitiavana	trust	0.500
optimist	optimist	trust	0.500
timing	fotoana	trust	0.500
undying	tsy mety lefy	trust	0.500
personal	manokana	trust	0.500
gateway	vavahady	trust	0.500
instruction	fampianarana	trust	0.500
backer	mpahandro	trust	0.500
watchful	miambena	trust	0.500
badge	karatra	trust	0.500
birth	teraka	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	mpivavaka	trust	0.500
indelible	tsy maty vonoina	trust	0.500
superman	Superman	trust	0.500
guard	mpiambina	trust	0.500
vindication	fanamarinana	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	velona	trust	0.500
constitute	dia maneho	trust	0.492
jubilant	mitondra hafaliana andrandrain'ny	trust	0.492
endow	handrotsaka	trust	0.492
improve	manatsara	trust	0.492
contributor	mpiara-miasa	trust	0.492
formality	fombafomba	trust	0.492
salute	tsaina	trust	0.492
inevitable	tsy azo ihodivirana	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	umpire	trust	0.492
grow	mitombo	trust	0.492
fellow	mpiara-	trust	0.492
popularity	laza	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	mpitondra	trust	0.492
synonymous	mitovy dika	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	fiangonana	trust	0.492
hardy	Hardy	trust	0.492
privy	nahalala	trust	0.492
psalm	salamo	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	attraction	trust	0.492
grandchildren	zafikeliny	trust	0.492
elegance	haja	trust	0.492
laudatory	laudatory	trust	0.492
sheriff	mpitandro filaminana	trust	0.492
radiance	famirapiratany	trust	0.492
harbor	seranana	trust	0.492
aspire	hiandrandra	trust	0.492
musical	mozika	trust	0.492
chairman	mpitari-draharaha	trust	0.492
moderator	mpandamina	trust	0.492
laudation	laudation	trust	0.484
clean	madio	trust	0.484
arbiter	arbiter	trust	0.484
crowning	avo indrindra amin'ny	trust	0.484
depth	lalina	trust	0.484
forecast	forecast	trust	0.484
colonel	Kolonely	trust	0.484
hire	hanakarama	trust	0.484
found	hita	trust	0.484
armor	fiadiana	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	toerana tena	trust	0.484
voucher	voucher	trust	0.484
affection	fitiavana	trust	0.484
path	lalana	trust	0.484
referee	mpitsara	trust	0.484
police	polisy	trust	0.484
countryman	any ambanivohitra	trust	0.484
romance	olon-tiany	trust	0.484
diagnosis	aretina	trust	0.484
concord	ifanarahan'i	trust	0.484
enjoy	mankafy	trust	0.484
ranger	Ranger	trust	0.484
confess	manaiky	trust	0.484
income	fidiram-bola	trust	0.484
assembly	fiangonana	trust	0.484
sweet	mamy	trust	0.484
like	toy ny	trust	0.484
apologize	miala tsiny	trust	0.477
sermon	toriteny	trust	0.477
pastor	mpitandrina	trust	0.477
matter	resaka	trust	0.477
glory	voninahitra	trust	0.477
lamb	ondry	trust	0.477
lover	tia	trust	0.477
putative	putative	trust	0.477
expect	manantena	trust	0.477
purely	fotsiny	trust	0.477
follow	manaraka	trust	0.477
parliament	parlemanta	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	nursery	trust	0.477
episcopal	Eveka	trust	0.477
veracity	fahamarinan'ilay	trust	0.477
mathematical	matematika	trust	0.477
frank	Frank	trust	0.477
policeman	polisy	trust	0.477
word	teny	trust	0.477
consul	Kaonsily	trust	0.477
landmark	mari-toerana	trust	0.477
calculator	fanaovana kajy	trust	0.477
sterling	Sterling	trust	0.477
signature	sonia	trust	0.477
votive	voady	trust	0.477
preponderance	preponderance	trust	0.477
sacrifice	sorona	trust	0.477
underwrite	underwrite	trust	0.469
bridesmaid	Bridesmaid	trust	0.469
commission	asa nanirahana	trust	0.469
passion	passion	trust	0.469
prefer	kokoa	trust	0.469
recruits	zazavao	trust	0.469
cashier	cashier	trust	0.469
judicious	nanavaka	trust	0.469
immerse	hanitrika	trust	0.469
uncritical	uncritical	trust	0.469
effective	mahomby	trust	0.469
dove	voromailala	trust	0.469
tutelage	tutelage	trust	0.469
associate	mpiara-miasa	trust	0.469
flagship	flagship	trust	0.469
religion	fivavahana	trust	0.469
gain	tombony	trust	0.469
instructor	mpampianatra	trust	0.469
judgment	fitsarana	trust	0.469
title	lohateny	trust	0.469
regal	regal	trust	0.469
author	mpanoratra	trust	0.469
top	ambony	trust	0.469
tribune	Tribune	trust	0.469
eagerness	zotom-po	trust	0.469
marshal	mpifehy	trust	0.469
mighty	mahery	trust	0.469
intended	natao	trust	0.469
capacity	fahafahana	trust	0.469
vicar	vikera	trust	0.469
partake	mandray	trust	0.461
commerce	varotra	trust	0.461
magnetic	andriamby	trust	0.461
medal	medaly	trust	0.461
courier	iraka	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	hisoratra anarana	trust	0.461
necessarily	voatery	trust	0.461
lesson	lesona	trust	0.461
custody	am-ponja	trust	0.461
moorings	moorings	trust	0.461
fortress	fiarovana mafy	trust	0.461
aunt	nenitoa	trust	0.461
bank	banky	trust	0.461
theological	teolojika	trust	0.461
manage	mitantana	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	varotra	trust	0.461
lifestyle	fiainana	trust	0.461
consecration	fanokanana	trust	0.461
admitted	niaiky	trust	0.461
crucial	zava-dehibe	trust	0.461
cautious	malina	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	fisoronana	trust	0.461
attendant	mpanompo	trust	0.461
oblige	manery	trust	0.461
patriarchal	patriarika	trust	0.461
kitten	saka	trust	0.461
cathedral	Katedraly	trust	0.455
eagle	voromahery	trust	0.453
puppy	alika	trust	0.453
present	ankehitriny	trust	0.453
perceive	mahafantatra	trust	0.453
foresee	mialoha	trust	0.453
governor	governora	trust	0.453
synergistic	synergistic	trust	0.453
commonplace	mahazatra	trust	0.453
exchange	fifanakalozana	trust	0.453
journeyman	journeyman	trust	0.453
laud	midera	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	encomium	trust	0.453
strategist	tetikady	trust	0.453
dawn	mangiran-dratsy	trust	0.453
excited	faly	trust	0.453
finally	Farany	trust	0.453
level	ambaratonga	trust	0.453
chart	tabilao	trust	0.453
oasis	lonaka	trust	0.453
insulation	insulation	trust	0.453
president	filoha	trust	0.453
deputy	lefitra	trust	0.453
orthodoxy	Ortodoksa	trust	0.445
sir	tompoko	trust	0.445
theorem	theorem	trust	0.445
formula	raikipohy	trust	0.445
operation	hetsika	trust	0.445
bridegroom	mpampakatra	trust	0.445
lodging	fatoriana	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	boky	trust	0.445
impart	hanome	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	onitra	trust	0.445
negotiate	hifampiraharaha	trust	0.445
magnify	milofo	trust	0.445
chancellor	Chancellor	trust	0.445
crew	tantsambo	trust	0.445
sensual	nofo	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	mahazatra	trust	0.445
asserting	milaza	trust	0.445
chocolate	sôkôla	trust	0.445
statistical	antontan'isa	trust	0.445
lord	Tompo	trust	0.445
exaltation	fisandratana	trust	0.445
employ	mampiasa	trust	0.445
orchestra	orkesitra	trust	0.445
director	tale	trust	0.445
chemist	mpahay simia	trust	0.445
remains	sisa tavela	trust	0.445
enliven	hiaina ao	trust	0.445
sun	masoandro	trust	0.438
imagination	mamoron	trust	0.438
comptroller	comptroller	trust	0.438
digit	tarehimarika	trust	0.438
cabinet	kabinetra	trust	0.438
emphasize	manasongadina	trust	0.438
atone	hanonitra	trust	0.438
inauguration	fitokanana	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	sangany	trust	0.438
governess	governess	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	mpizara	trust	0.438
oracle	efitra anatiny	trust	0.438
economy	Toe-karena	trust	0.438
elect	olom-boafidy	trust	0.438
villager	villager	trust	0.438
fate	anjara	trust	0.438
exhaustive	feno nataonay	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	mpitondra kapoaka	trust	0.438
conformity	fanarahana	trust	0.438
grammar	fitsipi-pitenenana	trust	0.430
disclosed	nampahafantatra	trust	0.430
persuade	mandresy lahatra	trust	0.430
compact	mitambatra	trust	0.430
rule	fitsipika	trust	0.430
deacon	diakona	trust	0.430
impressionable	impressionable	trust	0.430
cop	polisy	trust	0.430
neutrality	tsy nety nanao miaramila	trust	0.430
pay	mandoa vola	trust	0.430
bridal	mpanotrona ny mpanambady	trust	0.430
wealth	harena	trust	0.430
base	base	trust	0.430
errand	raharahako	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	diso mikasika ny Fahasarotana	trust	0.430
estimable	estimable	trust	0.430
lender	mampisambotra	trust	0.430
sentry	mpiambina	trust	0.430
invite	manasa	trust	0.430
circle	faribolana	trust	0.430
grit	herimpo	trust	0.430
elucidate	manazava ireo	trust	0.430
repay	mamaly	trust	0.430
resources	harena	trust	0.430
blanket	bodofotsy	trust	0.430
occupant	occupant	trust	0.430
bequest	bequest	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	manisa	trust	0.430
hail	havandra	trust	0.430
playful	mifaly	trust	0.430
simplify	manatsotra	trust	0.430
differential	Differential	trust	0.430
utopian	mitsingevana	trust	0.430
parish	paroasy	trust	0.422
sing	mihira	trust	0.422
dominion	fanapahana	trust	0.422
dealings	nataony	trust	0.422
theocratic	teokratika	trust	0.422
shopkeeper	mpivarotra	trust	0.422
accountant	kaonty	trust	0.422
forum	Forum	trust	0.422
fixed	raikitra	trust	0.422
eulogize	eulogize	trust	0.422
diary	Diary	trust	0.422
intend	mikasa	trust	0.422
supplication	fangatahana	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	niofana	trust	0.422
continue	hanohy	trust	0.422
antiseptic	fa mamono otrikaretina izy	trust	0.422
perennial	perennial	trust	0.422
primer	primer	trust	0.422
enablement	enablement	trust	0.422
respite	fialantsasatra	trust	0.422
assignee	assignee	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	varotra	trust	0.422
travel	Tsangatsangana	trust	0.422
probity	probity	trust	0.422
axiom	axiom	trust	0.422
maintenance	fikarakarana	trust	0.422
reconsideration	reconsideration	trust	0.422
treat	hitondra	trust	0.422
truss	truss	trust	0.422
hymn	hira	trust	0.422
supremacy	fara tampony	trust	0.422
athlete	atleta	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	hanompo	trust	0.414
incline	Atongilano	trust	0.414
trainer	mpanazatra	trust	0.414
choir	amboarampeo	trust	0.414
preservative	miaro	trust	0.414
kudos	kudos	trust	0.414
cash	vola	trust	0.414
gazette	Gazette	trust	0.414
akin	tahaka	trust	0.414
amortization	amortization	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	mpanao gazety	trust	0.414
salary	karama	trust	0.414
offering	fanatitra	trust	0.414
leap	dingana	trust	0.414
transaction	raharaham-barotra	trust	0.414
privilege	tombontsoa	trust	0.414
consort	vadin'ny	trust	0.414
rapt	rapt	trust	0.414
commodore	Commodore	trust	0.414
conglomerate	fitambaran'ny	trust	0.414
synod	Synoda	trust	0.414
deference	fankatoavana	trust	0.414
labor	asa	trust	0.414
gate	Vavahady	trust	0.414
routine	mahazatra	trust	0.414
luxury	lafo vidy	trust	0.406
tree	hazo	trust	0.406
legislator	mpanao lalàna	trust	0.406
executor	-mpanatanteraka	trust	0.406
leisure	fialam-boly	trust	0.406
system	rafitra	trust	0.406
fitting	mety tsara	trust	0.406
trophy	amboara	trust	0.406
nation	firenena	trust	0.406
glorify	voninahitra	trust	0.406
linguist	momba ny teny	trust	0.406
extol	manamboara lalana	trust	0.406
dermatologist	hoditra	trust	0.406
judged	nitsara	trust	0.406
sanction	sazy	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	fanonerana	trust	0.406
patrol	fisafoana	trust	0.406
abacus	abacus	trust	0.406
radar	Radar	trust	0.406
budget	teti-bola	trust	0.406
deluxe	Deluxe	trust	0.398
intense	mafy	trust	0.398
explain	manazava	trust	0.398
gentry	Gentry	trust	0.398
quaint	quaint	trust	0.398
parietal	parietal	trust	0.398
barter	takalo	trust	0.398
pursue	hanenjika	trust	0.398
clearance	fahazoan-dalana	trust	0.398
popular	malaza	trust	0.398
ground	tany	trust	0.398
depository	depository	trust	0.398
journalism	fanaovan-gazety	trust	0.398
electorate	mpifidy	trust	0.398
climax	fara tampony	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	tarafin'ny hazavana	trust	0.398
yearning	faniriana	trust	0.398
neutral	tsy miandany	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	akaniny	trust	0.398
clan	fianakaviambe	trust	0.398
merchandise	entam-barotra	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	vy	trust	0.398
eulogy	fandokafana	trust	0.398
accounts	kaonty	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	soavaly	trust	0.391
gay	pelaka	trust	0.391
usher	hampisy	trust	0.391
paean	paean	trust	0.391
chandler	Chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	kintana	trust	0.391
recline	mandry ilika	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	fanelanelanana	trust	0.391
escort	manara	trust	0.391
cube	goba	trust	0.391
follower	mpanara-dia	trust	0.391
armory	trano fitehirizam-piadiana	trust	0.391
surrogate	surrogate	trust	0.391
baggage	Entana	trust	0.391
downright	downright	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	mpitondra hafatra	trust	0.391
grin	tsiky	trust	0.391
translation	fandikan-teny	trust	0.391
deal	fifanarahana	trust	0.391
lean	mahia	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	Label	trust	0.383
fortune	harena	trust	0.383
series	andian-dahatsoratra	trust	0.383
crisp	miavaka	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	fahazoana mivezivezy amin'ny alina	trust	0.383
leaning	nitehina	trust	0.383
larger	lehibe kokoa	trust	0.383
possess	manana	trust	0.383
gage	Gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	fiantranareo	trust	0.383
bartender	bartender	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	fanonerana	trust	0.383
culinary	culinary	trust	0.383
faculty	sampam-pianarana	trust	0.383
clapping	fitehafana	trust	0.375
general	ankapobeny	trust	0.375
sex	firaisana ara-nofo	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	assessor	trust	0.375
confederate	mpihavana	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	fahasamihafana	trust	0.375
bouquet	fehezam-boninkazo	trust	0.375
adjust	hanitsy	trust	0.375
cover	fonony	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	fitsangatsanganana	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	disclaim	trust	0.367
knickers	knickers	trust	0.367
garrison	miaramila	trust	0.367
dogma	foto-pinoana	trust	0.367
microscope	mikraoskaopy	trust	0.367
senate	Antenimieran-doholona	trust	0.367
nestle	Nestle	trust	0.367
dolphin	feso	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	an-dranomasina	trust	0.367
marrow	tsoka	trust	0.367
bargain	miady varotra	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	cosmopolitan	trust	0.367
bailiff	bailiff	trust	0.367
pretty	manja	trust	0.367
swell	nivonto	trust	0.367
superstar	superstar	trust	0.367
throne	seza fiandrianana	trust	0.367
collateral	niantoka	trust	0.367
homosexual	pelaka	trust	0.367
manual	boky fampianarana	trust	0.367
magnet	andriamby	trust	0.367
periodicity	periodicity	trust	0.367
green	maitso	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	vola	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	roadster	trust	0.359
vulnerable	marefo	trust	0.359
lettered	lettered	trust	0.359
circumstances	toe-javatra	trust	0.359
boomerang	Boomerang	trust	0.359
privileged	tombontsoa	trust	0.359
promo	PROMO	trust	0.359
calls	antso	trust	0.359
maxim	Maxim	trust	0.359
fender	Fender	trust	0.359
fade	mihavasoka	trust	0.359
stark	Hafa	trust	0.359
footing	footing	trust	0.359
dance	dihy	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	mpiasan'ny banky	trust	0.352
rave	fiderana faran'izay tsara	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	fampisehoana	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	fitsapan-kevitra	trust	0.352
laser	tamin'ny laser	trust	0.352
font	endri-tsoratra	trust	0.352
administrative	panjakana	trust	0.352
seals	tombo-kase	trust	0.352
suggest	soso-kevitra	trust	0.352
tactics	tetikady	trust	0.352
fuse	nipoiran'io fitroarana	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	mpisolovava	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	Miteha	trust	0.344
dame	Dame	trust	0.344
playground	tokotanin-tsekoly	trust	0.344
entertainment	fialam-boly	trust	0.344
bounce	Aza kivy	trust	0.344
endless	tsy misy farany	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	mpihazona	trust	0.344
servant	mpanompo	trust	0.344
lace	dantelina	trust	0.344
white	fotsy	trust	0.344
weigh	mandanja	trust	0.344
cement	simenitra	trust	0.336
legislature	mpanao lalàna	trust	0.336
carol	Carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	repute	trust	0.336
lens	family	trust	0.336
shoulder	-tsorony	trust	0.336
food	sakafo	trust	0.336
county	County	trust	0.336
opera	opéra	trust	0.336
estimation	tombany	trust	0.336
