word	Sundanese-su	emotion	emotion-intensity-score
eagerness	eagerness	trust	0.469
marshal	Marsekal	trust	0.469
mighty	kuat	trust	0.469
intended	dimaksudkeun	trust	0.469
capacity	kapasitas	trust	0.469
vicar	vicar	trust	0.469
partake	partake	trust	0.461
commerce	padagangan	trust	0.461
magnetic	magnét	trust	0.461
medal	tanda jasa	trust	0.461
courier	kurir	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	ngadaptar	trust	0.461
necessarily	merta	trust	0.461
lesson	pangajaran	trust	0.461
custody	panjagaan	trust	0.461
moorings	moorings	trust	0.461
fortress	benteng	trust	0.461
aunt	bibi	trust	0.461
bank	bank	trust	0.461
theological	teologis	trust	0.461
manage	ngurus	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	padagangan	trust	0.461
lifestyle	gaya hirup	trust	0.461
consecration	consecration	trust	0.461
admitted	ngaku	trust	0.461
crucial	krusial	trust	0.461
cautious	ati-ati	trust	0.461
contains	NO TRANSLATION	trust	0.461
priesthood	priesthood	trust	0.461
attendant	rencang	trust	0.461
oblige	oblige	trust	0.461
patriarchal	patriarchal	trust	0.461
kitten	emeng	trust	0.461
cathedral	gereja gede	trust	0.455
eagle	manuk galudra	trust	0.453
puppy	kirik	trust	0.453
present	ayeuna	trust	0.453
perceive	ngarasa	trust	0.453
foresee	foresee	trust	0.453
governor	gupernur	trust	0.453
synergistic	sinergis	trust	0.453
commonplace	lumrah	trust	0.453
exchange	nukeuran	trust	0.453
journeyman	journeyman	trust	0.453
laud	Laud	trust	0.453
chairwoman	chairwoman	trust	0.453
encomium	encomium	trust	0.453
strategist	Strategist	trust	0.453
dawn	pajar	trust	0.453
excited	gumbira	trust	0.453
finally	tungtungna	trust	0.453
level	tingkat	trust	0.453
chart	grapik	trust	0.453
oasis	oasis	trust	0.453
insulation	penyekatan	trust	0.453
president	presiden	trust	0.453
deputy	timbalan	trust	0.453
orthodoxy	orthodoxy	trust	0.445
sir	bapa	trust	0.445
theorem	central	trust	0.445
formula	rumus	trust	0.445
operation	operasi	trust	0.445
bridegroom	bridegroom	trust	0.445
lodging	pamondokan	trust	0.445
matters	NO TRANSLATION	trust	0.445
handbook	buku panungtun	trust	0.445
impart	impart	trust	0.445
dictum	NO TRANSLATION	trust	0.445
indemnity	indemnity	trust	0.445
negotiate	ngarempugkeun	trust	0.445
magnify	ngagedekeun	trust	0.445
chancellor	rektor	trust	0.445
crew	pagawe	trust	0.445
sensual	napsuan	trust	0.445
tradesmen	NO TRANSLATION	trust	0.445
usual	biasa	trust	0.445
asserting	asserting	trust	0.445
chocolate	coklat	trust	0.445
statistical	statistical	trust	0.445
lord	raja	trust	0.445
exaltation	exaltation	trust	0.445
employ	migawekeun	trust	0.445
orchestra	orkestra	trust	0.445
director	nu mingpin pausahaan	trust	0.445
chemist	ahli kimia	trust	0.445
remains	nu sesa	trust	0.445
enliven	enliven	trust	0.445
sun	panonpoe	trust	0.438
imagination	lamunan keur nyiptakeun gegambaran	trust	0.438
comptroller	comptroller	trust	0.438
digit	angka	trust	0.438
cabinet	kabinet	trust	0.438
emphasize	ngantebkeun	trust	0.438
atone	atone	trust	0.438
inauguration	palantikan	trust	0.438
encore	NO TRANSLATION	trust	0.438
elite	élit	trust	0.438
governess	governess	trust	0.438
tandem	tandem	trust	0.438
conveyancing	conveyancing	trust	0.438
arbitrator	juru pisah	trust	0.438
oracle	Oracle	trust	0.438
economy	ekonomi	trust	0.438
elect	milih	trust	0.438
villager	villager	trust	0.438
fate	takdir	trust	0.438
exhaustive	tuntas	trust	0.438
merci	NO TRANSLATION	trust	0.438
mlk	NO TRANSLATION	trust	0.438
abbot	NO TRANSLATION	trust	0.438
butler	pamingpin palayan	trust	0.438
conformity	conformity	trust	0.438
grammar	tatabasa	trust	0.430
disclosed	diungkabkeun	trust	0.430
persuade	ngolo-ngolo	trust	0.430
compact	padet	trust	0.430
rule	aturan	trust	0.430
deacon	Deacon	trust	0.430
impressionable	impressionable	trust	0.430
cop	cop	trust	0.430
neutrality	neutrality	trust	0.430
pay	mayar	trust	0.430
bridal	bridal	trust	0.430
wealth	pakaya	trust	0.430
base	dasar	trust	0.430
errand	errand	trust	0.430
lesbians	NO TRANSLATION	trust	0.430
toughness	kateguhan	trust	0.430
estimable	estimable	trust	0.430
lender	lender	trust	0.430
sentry	pangawal	trust	0.430
invite	ngondang	trust	0.430
circle	bunderan	trust	0.430
grit	grit	trust	0.430
elucidate	napak	trust	0.430
repay	mayar malik deui	trust	0.430
resources	sumberdaya	trust	0.430
blanket	simbut	trust	0.430
occupant	occupant	trust	0.430
bequest	bequest	trust	0.430
jeremiah	NO TRANSLATION	trust	0.430
count	ngitung	trust	0.430
hail	hujan es	trust	0.430
playful	suka ulin	trust	0.430
simplify	ngajadikeun leuwih sederhana	trust	0.430
differential	diferensial	trust	0.430
utopian	utopian	trust	0.430
parish	paroki	trust	0.422
sing	nembang	trust	0.422
dominion	Dominion	trust	0.422
dealings	transaksi	trust	0.422
theocratic	theocratic	trust	0.422
shopkeeper	shopkeeper	trust	0.422
accountant	akuntan	trust	0.422
forum	forum	trust	0.422
fixed	tetep	trust	0.422
eulogize	eulogize	trust	0.422
diary	buku catetan tiap poe	trust	0.422
intend	maksudna	trust	0.422
supplication	supplication	trust	0.422
wonderstruck	NO TRANSLATION	trust	0.422
apprentice	calon pagawe	trust	0.422
continue	neruskeun	trust	0.422
antiseptic	antiseptik	trust	0.422
perennial	perennial	trust	0.422
primer	Primer	trust	0.422
enablement	enablement	trust	0.422
respite	respite	trust	0.422
assignee	assignee	trust	0.422
easiest	NO TRANSLATION	trust	0.422
trading	dagang	trust	0.422
travel	iinditan	trust	0.422
probity	probity	trust	0.422
axiom	axiom	trust	0.422
maintenance	pamiaraeun	trust	0.422
reconsideration	reconsideration	trust	0.422
treat	nganggap	trust	0.422
truss	truss	trust	0.422
hymn	tembang pamujaan	trust	0.422
supremacy	kaunggulan	trust	0.422
athlete	atlet	trust	0.414
cogent	cogent	trust	0.414
specialize	NO TRANSLATION	trust	0.414
serve	ngaladenan	trust	0.414
incline	lamping	trust	0.414
trainer	palatih	trust	0.414
choir	rampak sekar	trust	0.414
preservative	bahan keur ngawetkeun kadaharan	trust	0.414
kudos	kudos	trust	0.414
cash	kas	trust	0.414
gazette	Warta	trust	0.414
akin	sami	trust	0.414
amortization	amortization	trust	0.414
fellas	NO TRANSLATION	trust	0.414
reporter	wartawan	trust	0.414
salary	bayaran	trust	0.414
offering	kurban	trust	0.414
leap	ngaluncat	trust	0.414
transaction	transaksi	trust	0.414
privilege	hak husus	trust	0.414
consort	permaisuri	trust	0.414
rapt	rapt	trust	0.414
commodore	Commodore	trust	0.414
conglomerate	konglomerat	trust	0.414
synod	synod	trust	0.414
deference	pabedaan	trust	0.414
labor	buruh	trust	0.414
gate	Gerbang	trust	0.414
routine	rutin	trust	0.414
luxury	kamewahan	trust	0.406
tree	tangkal	trust	0.406
legislator	anggota déwan	trust	0.406
executor	pelaksana	trust	0.406
leisure	rineh	trust	0.406
system	sistim	trust	0.406
fitting	piting	trust	0.406
trophy	piala	trust	0.406
nation	bangsa	trust	0.406
glorify	muja	trust	0.406
linguist	ahli basa	trust	0.406
extol	extol	trust	0.406
dermatologist	dermatologist	trust	0.406
judged	judged	trust	0.406
sanction	hukuman	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	reimbursement	trust	0.406
patrol	patroli	trust	0.406
abacus	abacus	trust	0.406
radar	radar	trust	0.406
budget	perhitungan balanja	trust	0.406
deluxe	DELUXE	trust	0.398
intense	hebat	trust	0.398
explain	netelakeun	trust	0.398
gentry	priyayi	trust	0.398
quaint	quaint	trust	0.398
parietal	parietal	trust	0.398
barter	tukeuran	trust	0.398
pursue	ngudag	trust	0.398
clearance	clearance	trust	0.398
popular	populer	trust	0.398
ground	tanah	trust	0.398
depository	depository	trust	0.398
journalism	hal ngarang ti koran	trust	0.398
electorate	electorate	trust	0.398
climax	nu pang luhurna	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	ngagurilap	trust	0.398
yearning	yearning	trust	0.398
neutral	netral	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	sayang	trust	0.398
clan	kumpulan urang tina sahiji turunan	trust	0.398
merchandise	barang dagangan	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	beusi	trust	0.398
eulogy	eulogy	trust	0.398
accounts	rekening	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	kuda	trust	0.391
gay	homo	trust	0.391
usher	Usher	trust	0.391
paean	paean	trust	0.391
chandler	Chandler	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	bentang	trust	0.391
recline	ngagoler	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	syafaat	trust	0.391
escort	pangawal	trust	0.391
cube	kubus	trust	0.391
follower	follower	trust	0.391
armory	pabrik pakarang	trust	0.391
surrogate	surrogate	trust	0.391
baggage	Koper	trust	0.391
downright	downright	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	eulogistic	trust	0.391
messenger	utusan	trust	0.391
grin	nyengir	trust	0.391
translation	tarjamahan	trust	0.391
deal	perjangjian	trust	0.391
lean	nyidekelkeun	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	etiket	trust	0.383
fortune	pakaya	trust	0.383
series	runtuyan	trust	0.383
crisp	garing	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	curfew	trust	0.383
leaning	condong	trust	0.383
larger	badag	trust	0.383
possess	ngabogaan	trust	0.383
gage	gage	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	bounty	trust	0.383
bartender	palayan bar	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	reparation	trust	0.383
culinary	kuliner	trust	0.383
faculty	pakultas	trust	0.383
clapping	keprokan	trust	0.375
general	umum	trust	0.375
sex	awewe atawa lalaki	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	assessor	trust	0.375
confederate	confederate	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	Bedana	trust	0.375
bouquet	Bouquet	trust	0.375
adjust	ngatur	trust	0.375
cover	tutup	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	piknik	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	disclaim	trust	0.367
knickers	knickers	trust	0.367
garrison	garnisun	trust	0.367
dogma	dogma	trust	0.367
microscope	mikroskop	trust	0.367
senate	senat	trust	0.367
nestle	nestle	trust	0.367
dolphin	lauk lumba-lumba	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	marine	trust	0.367
marrow	sungsum	trust	0.367
bargain	nawar	trust	0.367
bursary	bursary	trust	0.367
cosmopolitan	kosmopolitan	trust	0.367
bailiff	juru jabel	trust	0.367
pretty	geulis	trust	0.367
swell	ngabareuhan	trust	0.367
superstar	superstar	trust	0.367
throne	tahta	trust	0.367
collateral	jaminan	trust	0.367
homosexual	homoseks	trust	0.367
manual	padoman	trust	0.367
magnet	semprani	trust	0.367
periodicity	periodicity	trust	0.367
green	hejo	trust	0.359
eulogium	eulogium	trust	0.359
phalanx	phalanx	trust	0.359
money	duit	trust	0.359
mortgagee	mortgagee	trust	0.359
roadster	roadster	trust	0.359
vulnerable	gampang dinarajang	trust	0.359
lettered	lettered	trust	0.359
circumstances	kaayaan	trust	0.359
boomerang	boomerang	trust	0.359
privileged	bencong	trust	0.359
promo	promo	trust	0.359
calls	nelepon	trust	0.359
maxim	Maxim	trust	0.359
fender	spatbor	trust	0.359
fade	luntur	trust	0.359
stark	Stark	trust	0.359
footing	footing	trust	0.359
dance	tari	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	crescendo	trust	0.352
banker	bankir	trust	0.352
rave	rave	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	nunjukkeun	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	mere sora	trust	0.352
laser	laser	trust	0.352
font	font	trust	0.352
administrative	administrasi	trust	0.352
seals	anjing laut	trust	0.352
suggest	nyarankeun	trust	0.352
tactics	taktik	trust	0.352
fuse	sekering	trust	0.352
axiomatic	axiomatic	trust	0.352
attorney	pokrol	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	proviso	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	keprok	trust	0.344
dame	Dame	trust	0.344
playground	tempat kaulinan	trust	0.344
entertainment	raramean	trust	0.344
bounce	mumbul	trust	0.344
endless	euweuh beakna	trust	0.344
purr	purr	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	tempat	trust	0.344
servant	babu	trust	0.344
lace	renda	trust	0.344
white	bodas	trust	0.344
weigh	nimbang	trust	0.344
cement	semen	trust	0.336
legislature	hal nu nyieun undang-undang	trust	0.336
carol	Carol	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	repute	trust	0.336
lens	lensa	trust	0.336
shoulder	taktak	trust	0.336
food	kadaharan	trust	0.336
county	county	trust	0.336
opera	opera	trust	0.336
estimation	estimasi	trust	0.336
corporation	koperasi	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	canons	trust	0.328
gauging	gauging	trust	0.328
theory	teori	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	zeal	trust	0.328
wear	make	trust	0.328
execution	eksekusi	trust	0.328
swear	sumpah	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	rod	trust	0.320
pavement	jalan aspal	trust	0.320
cap	topi	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	proxy	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	heyday	trust	0.320
unofficial	resmi	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	girder	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	disposed	trust	0.320
interior	hal parabot hiasan di jero	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	ngeusian	trust	0.320
clerical	clerical	trust	0.320
veal	daging sapi ngora	trust	0.312
smith	Smith	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	pel	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	prophylactic	trust	0.312
spaniel	spaniel	trust	0.312
spa	spa	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	gubernatorial	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	rasiah	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	sundial	trust	0.305
thermometer	termometer	trust	0.305
actress	awewe nu ngalalajoaneun	trust	0.305
presumption	anggepan	trust	0.305
hermit	patapa	trust	0.305
warn	ngingetkeun	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	ngabeda-beda	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	lawanan	trust	0.297
shopping	balanja	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	panitik	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	ngolo-ngolo	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	ararateul	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	pith	trust	0.297
pivot	pangsi	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	congressman	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	levee	trust	0.297
mandarin	tarawangsa	trust	0.297
calf	pedet	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	zest	trust	0.289
machine	mesin	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	chicane	trust	0.289
owing	owing	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	beurat	trust	0.289
insolvent	bangkrut	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	flirt	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	bigal	trust	0.281
surrender	pasrah	trust	0.281
fiesta	fiesta	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	gampang katipu	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	denying	trust	0.281
celebrity	selebritis	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	Chubby	trust	0.273
ejaculation	éjakulasi	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	konggres	trust	0.273
indent	indent	trust	0.273
rejection	panolakan	trust	0.273
don	sunda	trust	0.273
autism	autis	trust	0.273
conquer	nalukkeun	trust	0.273
sappy	sappy	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	antifungal	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	mode	trust	0.266
khan	Khan	trust	0.266
weakness	kalemahan	trust	0.266
truck	truk	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	puff	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	dielehkeun	trust	0.258
acrobat	tukang akrobat	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	wani	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	zealous	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	protÃ	trust	0.250
sadness	kanalangsaan	trust	0.250
secrecy	rasiah	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	fabrikasi	trust	0.250
bureaucracy	birokrasi	trust	0.250
obstacle	halangan	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	panolakan	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	padagang	trust	0.242
flange	flange	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	gusset	trust	0.234
secrets	NO TRANSLATION	trust	0.234
tas	NO TRANSLATION	trust	0.234
ada	NO TRANSLATION	trust	0.234
pesawat	NO TRANSLATION	trust	0.234
mag	NO TRANSLATION	trust	0.234
wot	wot	trust	0.234
bitterness	kapaitan	trust	0.234
naman	NO TRANSLATION	trust	0.234
dgn	NO TRANSLATION	trust	0.234
criticism	hinaan	trust	0.234
burden	nyusahkeun	trust	0.234
devastating	dahsyat	trust	0.227
shyt	NO TRANSLATION	trust	0.227
sceptical	asa-asa	trust	0.227
beliebers	NO TRANSLATION	trust	0.227
faults	NO TRANSLATION	trust	0.227
thrift	thrift	trust	0.227
reject	nolak	trust	0.227
flaws	NO TRANSLATION	trust	0.227
libel	pitenah	trust	0.219
chuckle	chuckle	trust	0.219
envy	sirik	trust	0.219
peepul	NO TRANSLATION	trust	0.219
erotic	erotis	trust	0.219
battles	NO TRANSLATION	trust	0.211
censor	sensor	trust	0.211
koo	NO TRANSLATION	trust	0.211
undone	NO TRANSLATION	trust	0.211
idc	NO TRANSLATION	trust	0.211
sneaking	sneaking	trust	0.211
garansi	NO TRANSLATION	trust	0.211
denied	nampik	trust	0.211
pawn	pawn	trust	0.211
untuk	NO TRANSLATION	trust	0.203
moat	moat	trust	0.203
whstupp	NO TRANSLATION	trust	0.203
disappointments	NO TRANSLATION	trust	0.203
deceiving	deceiving	trust	0.203
doubt	cangcaya	trust	0.203
hopeless	putus harepan	trust	0.203
coax	coax	trust	0.203
erased	NO TRANSLATION	trust	0.195
pry	pry	trust	0.195
dubious	dubious	trust	0.195
wack	NO TRANSLATION	trust	0.188
yuk	NO TRANSLATION	trust	0.188
ehh	NO TRANSLATION	trust	0.188
jealousy	katimburu	trust	0.188
insecurities	NO TRANSLATION	trust	0.180
deny	nyangkal	trust	0.180
mislead	mislead	trust	0.180
weaknesses	NO TRANSLATION	trust	0.180
shatter	meupeuskeun	trust	0.172
doubts	mamang	trust	0.172
addict	nu mikaresep pisan	trust	0.172
unreliable	-usulna teu jelas	trust	0.172
unaccountable	unaccountable	trust	0.172
