word	Belarusian-be	emotion	emotion-intensity-score
unintended	незнарокавы	surprise	0.648
amazingly	дзіўна	surprise	0.648
epidemic	эпідэмія	surprise	0.648
shout	вокрык	surprise	0.641
screech	віск	surprise	0.641
wildfire	лясны пажар	surprise	0.641
indescribable	неапісальны	surprise	0.641
enthusiasm	энтузіязм	surprise	0.641
excitation	ўзбуджэнне	surprise	0.641
tumult	буянства	surprise	0.641
improvisation	імправізацыя	surprise	0.641
anomaly	анамалія	surprise	0.633
apparition	прывід	surprise	0.633
treachery	вераломства	surprise	0.633
presto	Престо	surprise	0.633
gape	пазяхаць	surprise	0.633
agape	разявіўшы рот	surprise	0.633
uncertain	няўпэўнены	surprise	0.633
plunder	рабунак	surprise	0.633
tempest	бура	surprise	0.625
trick	трук	surprise	0.625
slaughtering	забой	surprise	0.625
wonderment	здзіўленне	surprise	0.625
excited	узбуджаны	surprise	0.625
sorcery	вядзьмарства	surprise	0.625
murderous	забойны	surprise	0.625
urgency	тэрміновасць	surprise	0.625
distress	дыстрэс	surprise	0.625
mystery	таямніца	surprise	0.625
trickery	падман	surprise	0.617
intense	інтэнсіўны	surprise	0.617
vanish	знікаць	surprise	0.617
murder	забойства	surprise	0.617
quickness	спрыт	surprise	0.617
intrusive	назойлівы	surprise	0.617
inimaginable	NO TRANSLATION	surprise	0.617
prank	свавольства	surprise	0.617
blindfold	з завязанымі вачыма	surprise	0.609
coup	пераварот	surprise	0.609
splash	ўсплёск	surprise	0.609
thief	злодзей	surprise	0.609
magical	чароўны	surprise	0.609
unstable	няўстойлівы	surprise	0.609
shatter	раздрабніць	surprise	0.609
strangle	прыдушыць	surprise	0.609
defy	ігнараваць	surprise	0.602
deluge	патоп	surprise	0.602
inconceivable	неспасціжны	surprise	0.602
jubilee	юбілей	surprise	0.602
stupor	ступар	surprise	0.602
tackle	снасці	surprise	0.602
assail	нападаць	surprise	0.602
betray	даводзіць да агульнага	surprise	0.602
monstrosity	пачварнасць	surprise	0.594
alerts	абвесткі	surprise	0.594
lightning	маланка	surprise	0.594
mishap	няшчасце	surprise	0.594
shrill	пранізлівы	surprise	0.594
stupendous	велізарная важнасць	surprise	0.594
mysterious	таямнічы	surprise	0.586
paralyzed	паралізаваны	surprise	0.586
randomly	выпадкова	surprise	0.586
bonus	бонус	surprise	0.586
deceit	падман	surprise	0.586
wild	дзікі	surprise	0.586
pitfall	пастка	surprise	0.586
wondrous	цудоўны	surprise	0.586
uncanny	звышнатуральны	surprise	0.586
electric	электрычны	surprise	0.578
oddity	дзівацтва	surprise	0.578
death	смерць	surprise	0.578
jubilant	радасны	surprise	0.578
godsend	знаходка	surprise	0.578
stagger	вертячка	surprise	0.578
raving	апантаны	surprise	0.578
rejoicing	радасць	surprise	0.578
premature	дачасны	surprise	0.578
fluke	шчаслівая выпадковасць	surprise	0.578
bizarre	эксцэнтрычны	surprise	0.578
revenge	помста	surprise	0.570
dynamic	дынамічны	surprise	0.570
dismay	спалох	surprise	0.570
ecstatic	экстатычны	surprise	0.562
fascinate	зачароўваць	surprise	0.562
uncover	раскрываць	surprise	0.562
jerk	падонак	surprise	0.562
reward	Узнагарода	surprise	0.562
nefarious	ганебны	surprise	0.562
reappear	адраджацца	surprise	0.562
whim	капрыз	surprise	0.555
conjure	заклінаць	surprise	0.555
crescendo	крэшчэнда	surprise	0.555
zany	недарэка	surprise	0.555
thaumaturgy	Тауматургия	surprise	0.555
illuminate	асвятляць	surprise	0.547
rescue	выратаванне	surprise	0.547
tantalizing	мучаюць	surprise	0.547
winner	пераможца	surprise	0.547
heroism	геройства	surprise	0.547
rarity	рэдкасць	surprise	0.547
ejaculation	эякуляцыя	surprise	0.547
daze	ашаламляльны	surprise	0.547
unbridled	зухавата	surprise	0.547
thwart	перашкаджаць	surprise	0.547
treason	здрада	surprise	0.539
punch	перфаратар	surprise	0.539
insult	абразу	surprise	0.539
lunge	рушыць	surprise	0.539
illusion	ілюзія	surprise	0.539
lucky	ўдачлівы	surprise	0.539
interrupt	перапыненне	surprise	0.539
cheer	ура	surprise	0.539
celebration	ўрачыстасці	surprise	0.539
violation	парушэнне	surprise	0.539
marvel	цуд	surprise	0.539
sensation	адчуванне	surprise	0.531
fearfully	жахліва	surprise	0.531
concealed	схаваны	surprise	0.531
banger	сасіска	surprise	0.531
affront	абразу	surprise	0.531
snag	загвоздка	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	цкаваць	surprise	0.523
wonder	здзіўленне	surprise	0.523
immediacy	непасрэднасць	surprise	0.523
undiscovered	нераскрыты	surprise	0.523
abandonment	пакіданне	surprise	0.523
rejoice	радавацца	surprise	0.523
improvise	імправізаваць	surprise	0.523
majestic	велічны	surprise	0.523
scorpion	скарпіён	surprise	0.523
victimized	виктимизации	surprise	0.523
liberate	вызваляць	surprise	0.523
yelp	гаўкаць	surprise	0.516
stealthily	крадком	surprise	0.516
tickle	казытаць	surprise	0.516
chance	шанец	surprise	0.516
howl	выць	surprise	0.516
swerve	згортваць	surprise	0.508
reflex	рэфлекс	surprise	0.508
rave	рэйв	surprise	0.508
pop	поп	surprise	0.508
luck	шанцаванне	surprise	0.508
magnificent	цудоўны	surprise	0.508
transcendence	перавагу	surprise	0.508
garish	паказной	surprise	0.508
unintentionally	неспадзявана	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	нячасты	surprise	0.500
marvelous	дзівосны	surprise	0.500
heroic	гераічны	surprise	0.500
remarkable	выдатны	surprise	0.500
fainting	прытомнасць	surprise	0.500
slayer	забойца	surprise	0.500
erotic	эратычны	surprise	0.500
enliven	ажыўляць	surprise	0.500
alertness	насцярожанасць	surprise	0.500
misbehavior	правіну	surprise	0.500
embarrassment	канфуз	surprise	0.500
diversion	адцягненне	surprise	0.500
unutterable	невымоўны	surprise	0.492
nab	сцягнуць	surprise	0.492
camouflage	камуфляж	surprise	0.492
trump	козыр	surprise	0.492
decoy	манок	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	хімера	surprise	0.492
infarct	інфаркт	surprise	0.492
birthday	дзень нараджэння	surprise	0.492
greatness	веліч	surprise	0.492
zeal	стараннасць	surprise	0.484
prick	калоць	surprise	0.484
magician	чараўнік	surprise	0.484
underestimate	недаацэньваць	surprise	0.484
horde	арда	surprise	0.484
fanfare	фанфара	surprise	0.484
inexpressible	невымоўны	surprise	0.484
daemon	дэман	surprise	0.484
variable	пераменная	surprise	0.484
curiosity	цікаўнасць	surprise	0.484
gawk	недарэка	surprise	0.477
unguarded	неасцярожны	surprise	0.477
chicane	прыдзірацца	surprise	0.477
fortune	стан	surprise	0.477
sneeze	чхаць	surprise	0.477
illumination	асвятленне	surprise	0.477
incident	інцыдэнт	surprise	0.477
dreadfully	жахліва	surprise	0.477
strange	дзіўны	surprise	0.477
subversive	падрыўной	surprise	0.477
reversal	рэверс	surprise	0.469
prowl	гойсаць	surprise	0.469
rapid	хуткі	surprise	0.469
leery	падазроны	surprise	0.469
wizard	чараўнік	surprise	0.469
coincidence	супадзенне	surprise	0.461
hilarious	вясёлы	surprise	0.461
divergent	разбежных	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	перапынак	surprise	0.461
slip	сліп	surprise	0.461
wonderful	выдатны	surprise	0.453
hoax	падман	surprise	0.453
winning	выйгрыш	surprise	0.453
overestimate	пераацэньваць	surprise	0.453
confession	прызнанне	surprise	0.453
ordeal	цяжкае выпрабаванне	surprise	0.453
evanescence	эфемернасць	surprise	0.453
merriment	весялосьць	surprise	0.453
raffle	латарэя	surprise	0.453
stound	stound	surprise	0.445
laughter	смех	surprise	0.445
enthusiast	энтузіяст	surprise	0.445
splendid	цудоўны	surprise	0.445
feat	подзвіг	surprise	0.445
perchance	магчыма	surprise	0.445
excel	пераўзыходзіць	surprise	0.445
gambling	ігральны	surprise	0.445
unintentional	незнарокавы	surprise	0.438
brighten	прасіялых	surprise	0.438
changeable	зменлівы	surprise	0.438
rapt	захоплены	surprise	0.438
unique	унікальны	surprise	0.438
splendor	пышнасць	surprise	0.438
senseless	бессэнсоўны	surprise	0.438
gift	падарунак	surprise	0.430
fascination	зачараванне	surprise	0.430
trepidation	неспакой	surprise	0.430
stealthy	схаваны	surprise	0.430
fiesta	фіеста	surprise	0.430
delighted	рады	surprise	0.430
lawsuit	судовы працэс	surprise	0.430
intrigue	інтрыга	surprise	0.430
quicksilver	ртуць	surprise	0.422
originality	арыгінальнасць	surprise	0.422
riddle	загадка	surprise	0.422
judgment	меркаваньне	surprise	0.422
enchant	зачароўваць	surprise	0.422
stealth	хітрасць	surprise	0.422
veracity	праўдзівасць	surprise	0.414
elusive	няўлоўны	surprise	0.414
perjury	ілжэсьведчаньне	surprise	0.414
spirits	настрой	surprise	0.414
liberation	вызваленне	surprise	0.414
illegitimate	незаконнанароджаны	surprise	0.414
syncope	прытомнасць	surprise	0.414
experiment	эксперымент	surprise	0.414
gambler	карцёжнік	surprise	0.406
eager	нецярплівы	surprise	0.406
inspired	натхнёны	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	апладысменты	surprise	0.406
allure	завабліваць	surprise	0.406
parade	парад	surprise	0.406
princely	царскі	surprise	0.398
divorce	развод	surprise	0.398
guess	адгадаць	surprise	0.398
burlesque	бурлеск	surprise	0.398
secrecy	сакрэтнасць	surprise	0.398
aspiration	імкненне	surprise	0.391
peri	перы	surprise	0.391
cheerful	вясёлы	surprise	0.391
hermaphrodite	гермафрадыт	surprise	0.391
supremacy	прымат	surprise	0.391
incontinence	нетрыманне	surprise	0.391
inheritance	ўспадкоўванне	surprise	0.383
score	кошт	surprise	0.383
lose	страціць	surprise	0.383
crowning	узначаліваючымі	surprise	0.383
buck	даляр	surprise	0.383
praiseworthy	пахвальны	surprise	0.383
cadaver	труп	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	глытанне	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	жвавы	surprise	0.375
mystic	містык	surprise	0.375
succeed	мець поспех	surprise	0.375
advance	прасоўванне	surprise	0.375
sparkle	іскрыцца	surprise	0.367
hope	надзея	surprise	0.367
joker	джокер	surprise	0.367
sensual	пачуццёвы	surprise	0.367
excavation	выманне грунта	surprise	0.367
feeling	пачуццё	surprise	0.359
entertainment	забавы	surprise	0.359
clown	клоўн	surprise	0.352
newcomer	прышэлец	surprise	0.352
modify	мадыфікаваць	surprise	0.352
award	ўзнагарода	surprise	0.352
blessings	блаславення	surprise	0.352
postponement	адкладванне	surprise	0.352
obit	памінальная служба	surprise	0.352
celebrity	знакамітасць	surprise	0.344
hero	герой	surprise	0.344
start	пачатак	surprise	0.344
wonderfully	цудоўна	surprise	0.344
highest	найвышэйшы	surprise	0.344
proficiency	уменне	surprise	0.344
glorify	праслаўляць	surprise	0.344
unbeaten	непераўзыдзены	surprise	0.336
memorable	памятны	surprise	0.336
sanctify	асвячаць	surprise	0.336
rekindle	адрадзіць	surprise	0.336
optimism	аптымізм	surprise	0.336
warned	папярэджвала	surprise	0.336
prodigious	жахлівы	surprise	0.336
dissolution	растварэнне	surprise	0.336
grin	ўсмешка	surprise	0.336
admiration	пакланенне	surprise	0.328
hypertrophy	гіпертрафія	surprise	0.328
present	цяперашні час	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	анёл	surprise	0.320
examination	экспертыза	surprise	0.320
catch	злавіць	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	фліртаваць	surprise	0.312
puma	пума	surprise	0.312
liberty	свабода	surprise	0.312
kiss	пацалунак	surprise	0.312
embrace	ахопліваць	surprise	0.312
occasional	выпадковы	surprise	0.312
treat	лячыць	surprise	0.312
saint	святой	surprise	0.312
scrimmage	бойка	surprise	0.312
dismissal	звальненне	surprise	0.312
perfection	дасканаласць	surprise	0.305
generosity	велікадушнасць	surprise	0.305
