word	Czech-cs	emotion	emotion-intensity-score
tickle	šimrání	surprise	0.516
chance	šance	surprise	0.516
howl	výt	surprise	0.516
swerve	říznout	surprise	0.508
reflex	reflex	surprise	0.508
rave	vztekat se	surprise	0.508
pop	pop	surprise	0.508
luck	štěstí	surprise	0.508
magnificent	velkolepý	surprise	0.508
transcendence	transcendence	surprise	0.508
garish	výstřední	surprise	0.508
unintentionally	neúmyslně	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	občasné	surprise	0.500
marvelous	nádherné	surprise	0.500
heroic	hrdinný	surprise	0.500
remarkable	pozoruhodný	surprise	0.500
fainting	mdloby	surprise	0.500
slayer	vrah	surprise	0.500
erotic	erotický	surprise	0.500
enliven	oživit	surprise	0.500
alertness	ostražitost	surprise	0.500
misbehavior	špatné chování	surprise	0.500
embarrassment	rozpaky	surprise	0.500
diversion	zneužívání	surprise	0.500
unutterable	nenapravitelná	surprise	0.492
nab	nab	surprise	0.492
camouflage	maskovat	surprise	0.492
trump	trumf	surprise	0.492
decoy	vějička	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chiméra	surprise	0.492
infarct	infarkt	surprise	0.492
birthday	narozeniny	surprise	0.492
greatness	velikost	surprise	0.492
zeal	horlivost	surprise	0.484
prick	bodnutí	surprise	0.484
magician	kouzelník	surprise	0.484
underestimate	podcenění	surprise	0.484
horde	horda	surprise	0.484
fanfare	fanfára	surprise	0.484
inexpressible	nepopsatelný	surprise	0.484
daemon	démon	surprise	0.484
variable	proměnná	surprise	0.484
curiosity	zvědavost	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	nehlídané	surprise	0.477
chicane	chicane	surprise	0.477
fortune	štěstí	surprise	0.477
sneeze	kýchnutí	surprise	0.477
illumination	osvětlení	surprise	0.477
incident	incident	surprise	0.477
dreadfully	strašně	surprise	0.477
strange	podivný	surprise	0.477
subversive	podvratný	surprise	0.477
reversal	obrácení	surprise	0.469
prowl	prowl	surprise	0.469
rapid	rychlý	surprise	0.469
leery	leery	surprise	0.469
wizard	kouzelník	surprise	0.469
coincidence	náhoda	surprise	0.461
hilarious	povedený	surprise	0.461
divergent	divergentní	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	přestávka	surprise	0.461
slip	uklouznutí	surprise	0.461
wonderful	Báječné	surprise	0.453
hoax	podvod	surprise	0.453
winning	vítězný	surprise	0.453
overestimate	nadhodnotit	surprise	0.453
confession	zpověď	surprise	0.453
ordeal	utrpení	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	veselí	surprise	0.453
raffle	tombola	surprise	0.453
stound	loupež	surprise	0.445
laughter	smích	surprise	0.445
enthusiast	nadšenec	surprise	0.445
splendid	nádherný	surprise	0.445
feat	výkon	surprise	0.445
perchance	náhodou	surprise	0.445
excel	vynikat	surprise	0.445
gambling	hazardních her	surprise	0.445
unintentional	neúmyslné	surprise	0.438
brighten	rozjasnit	surprise	0.438
changeable	měnitelný	surprise	0.438
rapt	zaujatý	surprise	0.438
unique	unikátní	surprise	0.438
splendor	nádhera	surprise	0.438
senseless	nesmyslný	surprise	0.438
gift	dar	surprise	0.430
fascination	okouzlení	surprise	0.430
trepidation	úzkost	surprise	0.430
stealthy	kradmý	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	potěšen	surprise	0.430
lawsuit	soudní řízení	surprise	0.430
intrigue	intrika	surprise	0.430
quicksilver	rtuť	surprise	0.422
originality	originalita	surprise	0.422
riddle	hádanka	surprise	0.422
judgment	rozsudek	surprise	0.422
enchant	okouzlit	surprise	0.422
stealth	stealth	surprise	0.422
veracity	pravdivost	surprise	0.414
elusive	nepolapitelný	surprise	0.414
perjury	křivá přísaha	surprise	0.414
spirits	lihoviny	surprise	0.414
liberation	osvobození	surprise	0.414
illegitimate	nelegitimní	surprise	0.414
syncope	synkopa	surprise	0.414
experiment	experiment	surprise	0.414
gambler	hazardní hráč	surprise	0.406
eager	dychtivý	surprise	0.406
inspired	inspirovaný	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	potlesk	surprise	0.406
allure	lákat	surprise	0.406
parade	průvod	surprise	0.406
princely	knížecí	surprise	0.398
divorce	rozvod	surprise	0.398
guess	tipni si	surprise	0.398
burlesque	parodie	surprise	0.398
secrecy	tajemství	surprise	0.398
aspiration	aspirace	surprise	0.391
peri	peri	surprise	0.391
cheerful	veselý	surprise	0.391
hermaphrodite	hermafrodit	surprise	0.391
supremacy	svrchovanost	surprise	0.391
incontinence	inkontinence	surprise	0.391
inheritance	dědictví	surprise	0.383
score	skóre	surprise	0.383
lose	prohrát	surprise	0.383
crowning	korunovat	surprise	0.383
buck	dolar	surprise	0.383
praiseworthy	chvályhodný	surprise	0.383
cadaver	mrtvola	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	doušek	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	skotačivý	surprise	0.375
mystic	mystik	surprise	0.375
succeed	povést se	surprise	0.375
advance	záloha	surprise	0.375
sparkle	Jiskra	surprise	0.367
hope	naděje	surprise	0.367
joker	žolík	surprise	0.367
sensual	smyslný	surprise	0.367
excavation	výkopy	surprise	0.367
feeling	pocit	surprise	0.359
entertainment	zábava	surprise	0.359
clown	klaun	surprise	0.352
newcomer	nováček	surprise	0.352
modify	modifikovat	surprise	0.352
award	cena	surprise	0.352
blessings	požehnání	surprise	0.352
postponement	odložení	surprise	0.352
obit	obit	surprise	0.352
celebrity	osobnost	surprise	0.344
hero	hrdina	surprise	0.344
start	Start	surprise	0.344
wonderfully	báječně	surprise	0.344
highest	nejvyšší	surprise	0.344
proficiency	dovednosti	surprise	0.344
glorify	velebit	surprise	0.344
unbeaten	neporažený	surprise	0.336
memorable	nezapomenutelné	surprise	0.336
sanctify	posvětit	surprise	0.336
rekindle	rekindle	surprise	0.336
optimism	optimismus	surprise	0.336
warned	varoval	surprise	0.336
prodigious	podivuhodný	surprise	0.336
dissolution	rozpuštění	surprise	0.336
grin	úsměv	surprise	0.336
admiration	obdiv	surprise	0.328
hypertrophy	hypertrofii	surprise	0.328
present	současnost, dárek	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	anděl	surprise	0.320
examination	zkouška	surprise	0.320
catch	chytit	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	flirtovat	surprise	0.312
puma	puma	surprise	0.312
liberty	svoboda	surprise	0.312
kiss	polibek	surprise	0.312
embrace	objetí	surprise	0.312
occasional	příležitostně	surprise	0.312
treat	zacházet	surprise	0.312
saint	svatý	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	propuštění	surprise	0.312
perfection	dokonalost	surprise	0.305
generosity	štědrost	surprise	0.305
gratify	uspokojit	surprise	0.305
saintly	svatý	surprise	0.305
sally	výpad	surprise	0.305
polarity	polarita	surprise	0.297
finally	Konečně	surprise	0.297
differently	jinak	surprise	0.297
palpable	palpable	surprise	0.297
warn	varovat	surprise	0.297
ceremony	obřad	surprise	0.297
larger	větší	surprise	0.297
favorable	příznivý	surprise	0.297
romance	romantika	surprise	0.289
medal	medaile	surprise	0.289
inviting	pozvání	surprise	0.289
greeting	Pozdrav	surprise	0.289
candid	upřímný	surprise	0.281
resignation	rezignace	surprise	0.281
trip	výlet	surprise	0.281
accolade	ocenění	surprise	0.281
labor	práce	surprise	0.281
stare	upřený pohled	surprise	0.273
glimmer	záblesk	surprise	0.266
invite	pozvat	surprise	0.266
somatic	somatická	surprise	0.266
admire	obdivovat	surprise	0.266
immerse	ponořit	surprise	0.266
festival	festival	surprise	0.266
mimicry	mimikry	surprise	0.266
compensate	kompenzovat	surprise	0.266
insolvency	platební neschopnost	surprise	0.266
playful	hravý	surprise	0.266
complement	doplněk	surprise	0.258
receiving	přijímání	surprise	0.258
hypothesis	hypotéza	surprise	0.258
laugh	smát se	surprise	0.258
chuckle	chuť	surprise	0.258
honeymoon	svatební cesta	surprise	0.250
marry	oženit se	surprise	0.242
independence	nezávislost	surprise	0.242
opera	opera	surprise	0.242
pleasant	příjemný	surprise	0.242
rhythmical	rytmické	surprise	0.234
assessment	Posouzení	surprise	0.234
hopeful	nadějný	surprise	0.234
trophy	trofej	surprise	0.234
holiness	svatost	surprise	0.234
chant	zpívat	surprise	0.234
leave	zanechat, opustit	surprise	0.234
procession	průvod	surprise	0.227
placard	plakát	surprise	0.227
deal	obchod	surprise	0.227
cherish	milovat	surprise	0.219
good	dobrý	surprise	0.219
shopping	nakupování	surprise	0.219
musical	hudební	surprise	0.219
shell	shell	surprise	0.211
dawn	svítání	surprise	0.211
simplify	zjednodušit	surprise	0.211
purity	čistota	surprise	0.203
nullify	anulovat	surprise	0.203
money	peníze	surprise	0.203
sweet	sladký	surprise	0.203
morals	morálky	surprise	0.203
synchronize	synchronizovat	surprise	0.195
preservative	konzervační	surprise	0.195
humanitarian	humanitární	surprise	0.195
unfulfilled	nenaplněný	surprise	0.195
precious	drahocenný	surprise	0.195
obliging	povinnost	surprise	0.188
singularly	zvlášť	surprise	0.188
foresee	předvídat	surprise	0.180
pray	modlit se	surprise	0.180
graduation	promoce	surprise	0.180
lovely	půvabný	surprise	0.180
sun	slunce	surprise	0.172
art	umění	surprise	0.172
mouth	pusa	surprise	0.172
youth	mládí	surprise	0.172
thirst	žízeň	surprise	0.172
young	mladý	surprise	0.164
goodness	dobrota	surprise	0.164
overdue	zpožděný	surprise	0.156
visor	hledí	surprise	0.156
practiced	cvičil	surprise	0.156
latent	latentní	surprise	0.156
loyal	loajální	surprise	0.148
expect	očekávat	surprise	0.148
destination	destinace	surprise	0.148
wireless	bezdrátový	surprise	0.148
quote	citát	surprise	0.141
slush	rozbředlý sníh	surprise	0.141
infant	dítě	surprise	0.141
cream	krém	surprise	0.141
playground	hřiště	surprise	0.133
organization	organizace	surprise	0.125
teach	učit	surprise	0.125
vote	hlasování	surprise	0.125
smile	usměj se	surprise	0.117
weight	hmotnost	surprise	0.117
dolphin	delfín	surprise	0.117
sisterhood	sesterstvo	surprise	0.109
cable	kabel	surprise	0.109
sunny	slunný	surprise	0.102
steady	stabilní	surprise	0.094
leisure	volný čas	surprise	0.086
peaceful	klidný	surprise	0.086
spa	lázně	surprise	0.086
tree	strom	surprise	0.078
picnic	piknik	surprise	0.078
worm	červ	surprise	0.055
truthfulness	pravdivost	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	důvěryhodný	trust	0.867
honest	upřímný	trust	0.844
honesty	poctivost	trust	0.844
honor	čest	trust	0.844
truth	pravda	trust	0.844
truthful	pravdivý	trust	0.836
trusting	důvěřovat	trust	0.836
brotherhood	bratrství	trust	0.820
entrust	svěřit	trust	0.812
committed	angažovaný	trust	0.805
integrity	integrita	trust	0.805
loyalty	věrnost	trust	0.805
honorable	ctihodný	trust	0.805
credibility	důvěryhodnost	trust	0.805
trust	důvěra	trust	0.805
faithful	věřící	trust	0.797
sincere	upřímný	trust	0.797
responsible	odpovědný	trust	0.789
partnership	partnerství	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	moudrost	trust	0.789
oath	přísaha	trust	0.781
verification	ověření	trust	0.781
vow	slib	trust	0.781
cooperative	družstevní	trust	0.781
respectable	slušný	trust	0.773
credible	důvěryhodný	trust	0.773
hero	hrdina	trust	0.773
sisterhood	sesterstvo	trust	0.773
promise	slib	trust	0.773
verified	ověřeno	trust	0.773
qualified	kvalifikovaný	trust	0.766
respected	respektována	trust	0.766
authentication	ověření	trust	0.766
compassion	soucit	trust	0.759
reputable	seriózní	trust	0.758
safekeeping	úschova	trust	0.758
reliability	spolehlivost	trust	0.758
moral	morální	trust	0.758
love	milovat	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	odsouhlasení	trust	0.758
stable	stabilní	trust	0.750
friend	přítel	trust	0.750
genuine	originální	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	kompetence	trust	0.750
loyal	loajální	trust	0.750
ally	spojenec	trust	0.750
safeguard	bezpečnost	trust	0.750
companion	společník	trust	0.750
advised	doporučeno	trust	0.750
authentic	autentický	trust	0.750
respect	respekt	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	svoboda	trust	0.742
proven	osvědčené	trust	0.742
respects	respektuje	trust	0.742
faith	víra	trust	0.742
wholesome	zdravý	trust	0.742
heartfelt	srdečné	trust	0.734
unification	unifikace	trust	0.734
protecting	chrání	trust	0.734
reassurance	ujištění	trust	0.734
admirable	obdivuhodný	trust	0.734
trustee	správce	trust	0.734
supporter	příznivce	trust	0.734
confirmation	potvrzení	trust	0.734
respectful	úctyhodný	trust	0.734
alliance	aliance	trust	0.727
equality	rovnost	trust	0.727
friendship	přátelství	trust	0.727
agreement	dohoda	trust	0.727
fact	skutečnost	trust	0.727
confident	sebejistý	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	věřit	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	excelence	trust	0.727
credential	pověření	trust	0.727
closeness	blízkost	trust	0.719
authenticate	ověřit	trust	0.719
intelligence	inteligence	trust	0.719
virtue	ctnost	trust	0.719
honored	ctěn	trust	0.719
virtuous	ctnostný	trust	0.719
kindred	příbuzenství	trust	0.719
charitable	charitativní	trust	0.711
dedication	obětavost	trust	0.711
guarantee	záruka	trust	0.711
cooperation	spolupráce	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	konzistence	trust	0.711
allegiance	věrnost	trust	0.711
cooperating	spolupráce	trust	0.711
straightforward	přímý	trust	0.711
determination	odhodlání	trust	0.711
justice	spravedlnost	trust	0.711
sanctuary	svatyně	trust	0.703
nurture	živit	trust	0.703
innocent	nevinný	trust	0.703
admire	obdivovat	trust	0.703
assurance	ujištění	trust	0.703
morality	morálka	trust	0.703
prepared	připravený	trust	0.703
friendliness	přívětivost	trust	0.703
reliable	spolehlivý	trust	0.703
mentor	učitel	trust	0.703
guardianship	poručnictví	trust	0.703
fulfilled	splnil	trust	0.703
reverence	úcta	trust	0.703
proof	důkaz	trust	0.703
admiration	obdiv	trust	0.703
mother	matka	trust	0.703
protected	chráněný	trust	0.703
motherhood	mateřství	trust	0.703
marriage	manželství	trust	0.695
skillful	dovedný	trust	0.695
indestructible	nezničitelný	trust	0.695
guardian	strážce	trust	0.695
accountable	odpovědný	trust	0.695
courage	odvaha	trust	0.695
bodyguard	osobní strážce	trust	0.695
agreeable	příjemný	trust	0.695
scientist	vědec	trust	0.695
allied	spojenectví	trust	0.695
compassionate	soucitný	trust	0.695
humanitarian	humanitární	trust	0.695
approving	schvalování	trust	0.695
united	sjednocený	trust	0.695
pact	pakt	trust	0.695
certified	certifikováno	trust	0.695
morals	morálky	trust	0.695
esteem	úcta	trust	0.688
secure	zajistit	trust	0.688
perfection	dokonalost	trust	0.688
guidance	vedení	trust	0.688
competent	kompetentní	trust	0.688
authenticity	pravost	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	opodstatněné	trust	0.688
humanity	lidstvo	trust	0.688
solidity	pevnost	trust	0.688
adviser	poradce	trust	0.688
pledge	slib	trust	0.688
believed	věřil	trust	0.688
understanding	porozumění	trust	0.688
monogamy	monogamie	trust	0.688
expertise	odbornost	trust	0.680
diplomatic	diplomatický	trust	0.680
confidential	důvěrné	trust	0.680
hope	naděje	trust	0.680
protector	ochránce	trust	0.680
agreeing	souhlasím	trust	0.680
diligence	pečlivost	trust	0.680
official	oficiální	trust	0.680
affirm	potvrdit	trust	0.680
indivisible	nedělitelný	trust	0.680
grandfather	dědeček	trust	0.680
humble	pokořit	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	obhajoba	trust	0.680
elders	starší	trust	0.680
goodness	dobrota	trust	0.680
commendable	chvályhodné	trust	0.680
inspire	inspirovat	trust	0.680
approve	Schválit	trust	0.680
confide	svěřit	trust	0.680
professional	profesionální	trust	0.680
familiarity	obeznámenost	trust	0.680
leader	vůdce	trust	0.680
confirmed	potvrzeno	trust	0.680
acceptance	přijetí	trust	0.680
benevolence	shovívavost	trust	0.672
dignity	důstojnost	trust	0.672
harmoniously	harmonicky	trust	0.672
mastery	mistrovství	trust	0.672
unwavering	neochvějný	trust	0.672
accredited	akreditovat, pověřit, zplnomocnit	trust	0.672
healing	léčení	trust	0.672
encyclopedia	encyklopedie	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	posvětit	trust	0.672
cohesive	soudržný	trust	0.672
covenant	smlouva	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	bezchybný	trust	0.672
safe	bezpečný	trust	0.672
intelligent	inteligentní	trust	0.672
merit	zásluhy	trust	0.664
impeccable	dokonalý	trust	0.664
affirmatively	kladně	trust	0.664
spiritual	duchovní	trust	0.664
advocate	zastánce	trust	0.664
team	tým	trust	0.664
heroic	hrdinný	trust	0.664
communicate	komunikovat	trust	0.664
disciple	žák	trust	0.664
expert	expert	trust	0.664
proficient	dovedný	trust	0.664
specialist	specialista	trust	0.664
ambassador	velvyslanec	trust	0.664
accept	akceptovat	trust	0.664
attestation	atestace	trust	0.664
supporting	vedlejší	trust	0.664
reliance	důvěra	trust	0.664
authority	pravomocí	trust	0.664
accountability	odpovědnost	trust	0.664
guidebook	průvodce	trust	0.664
fulfillment	splnění	trust	0.664
strengthening	posílení	trust	0.661
familiar	znát	trust	0.656
facts	fakta	trust	0.656
achieve	dosáhnout	trust	0.656
warranty	záruka	trust	0.656
structure	struktura	trust	0.656
steadfast	vytrvalý	trust	0.656
favorable	příznivý	trust	0.656
counsel	poradce	trust	0.656
relationship	vztah	trust	0.656
scientific	vědecký	trust	0.656
gentleman	gentleman	trust	0.656
strength	síla	trust	0.656
elder	starší	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	svatost	trust	0.656
excellent	vynikající	trust	0.656
proficiency	dovednosti	trust	0.656
constancy	stálost	trust	0.656
defended	bránil	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	spolehnout se	trust	0.648
heroism	hrdinství	trust	0.648
peaceful	klidný	trust	0.648
competency	kompetence	trust	0.648
assuredly	jistě	trust	0.648
brother	bratr	trust	0.648
counselor	poradce	trust	0.648
successful	úspěšný	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ochranný	trust	0.648
saint	svatý	trust	0.648
harmony	harmonie	trust	0.648
matrimony	manželství	trust	0.648
noble	ušlechtilý	trust	0.648
inspiration	inspirace	trust	0.648
academic	akademický	trust	0.648
assist	pomoci	trust	0.648
agreed	souhlasil	trust	0.648
uphold	udržovat	trust	0.648
comrade	soudruh	trust	0.648
lovable	roztomilý	trust	0.648
advisable	doporučeno	trust	0.648
solidarity	solidarita	trust	0.648
worthy	hodný	trust	0.643
durability	trvanlivost	trust	0.641
coexist	koexistovat	trust	0.641
assure	ujistit	trust	0.641
establish	vytvořit	trust	0.641
benefactor	patron	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	vedoucí	trust	0.641
loving	milující	trust	0.641
