word	Arabic-ar	emotion	emotion-intensity-score
advised	نصح	trust	0.750
authentic	حقيقي	trust	0.750
respect	احترام	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	حرية	trust	0.742
proven	مؤكد	trust	0.742
respects	يحترم	trust	0.742
faith	إيمان	trust	0.742
wholesome	صحي	trust	0.742
heartfelt	صادر من القلب	trust	0.734
unification	توحيد	trust	0.734
protecting	حماية	trust	0.734
reassurance	إعادة الطمأنينة	trust	0.734
admirable	بديع	trust	0.734
trustee	قيم	trust	0.734
supporter	مؤيد، مشجع، داعم	trust	0.734
confirmation	التأكيد	trust	0.734
respectful	الاحترام	trust	0.734
alliance	تحالف	trust	0.727
equality	مساواة	trust	0.727
friendship	صداقة	trust	0.727
agreement	اتفاقية	trust	0.727
fact	حقيقة	trust	0.727
confident	واثق	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	الاعتقاد	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	تفوق	trust	0.727
credential	الاعتماد	trust	0.727
closeness	قرب	trust	0.719
authenticate	مصادقة	trust	0.719
intelligence	المخابرات	trust	0.719
virtue	استنادا	trust	0.719
honored	تكريم	trust	0.719
virtuous	فاضل	trust	0.719
kindred	انسباء	trust	0.719
charitable	خيري	trust	0.711
dedication	تفان	trust	0.711
guarantee	ضمان	trust	0.711
cooperation	تعاون	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	التناسق	trust	0.711
allegiance	ولاء	trust	0.711
cooperating	متعاون	trust	0.711
straightforward	بسيط	trust	0.711
determination	عزم	trust	0.711
justice	عدالة	trust	0.711
sanctuary	الملاذ الآمن	trust	0.703
nurture	تغذية	trust	0.703
innocent	البريء	trust	0.703
admire	معجب	trust	0.703
assurance	توكيد	trust	0.703
morality	أخلاقية	trust	0.703
prepared	أعدت	trust	0.703
friendliness	صداقة	trust	0.703
reliable	موثوق	trust	0.703
mentor	الناصح	trust	0.703
guardianship	وصاية	trust	0.703
fulfilled	استيفاء	trust	0.703
reverence	تبجيل	trust	0.703
proof	دليل	trust	0.703
admiration	إعجاب	trust	0.703
mother	أم	trust	0.703
protected	محمي	trust	0.703
motherhood	أمومة	trust	0.703
marriage	زواج	trust	0.695
skillful	بارع	trust	0.695
indestructible	غير قابل للتخريب	trust	0.695
guardian	وصي	trust	0.695
accountable	مسؤول	trust	0.695
courage	شجاعة	trust	0.695
bodyguard	حارس	trust	0.695
agreeable	مقبول	trust	0.695
scientist	امن	trust	0.695
allied	حليف	trust	0.695
compassionate	رحيم	trust	0.695
humanitarian	إنساني	trust	0.695
approving	تصديق	trust	0.695
united	متحد	trust	0.695
pact	ميثاق	trust	0.695
certified	معتمد	trust	0.695
morals	أخلاق	trust	0.695
esteem	التقدير	trust	0.688
secure	تأمين	trust	0.688
perfection	حد الكمال	trust	0.688
guidance	توجيه	trust	0.688
competent	مختص	trust	0.688
authenticity	أصالة	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	مبرر	trust	0.688
humanity	إنسانية	trust	0.688
solidity	صلابة	trust	0.688
adviser	مستشار	trust	0.688
pledge	التعهد	trust	0.688
believed	يعتقد	trust	0.688
understanding	فهم	trust	0.688
monogamy	زواج أحادي	trust	0.688
expertise	خبرة	trust	0.680
diplomatic	دبلوماسي	trust	0.680
confidential	سري	trust	0.680
hope	أمل	trust	0.680
protector	حامية	trust	0.680
agreeing	الاتفاق	trust	0.680
diligence	اجتهاد	trust	0.680
official	الرسمية	trust	0.680
affirm	يؤكد	trust	0.680
indivisible	لا يتجزأ	trust	0.680
grandfather	جد	trust	0.680
humble	متواضع	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	مرافعة	trust	0.680
elders	شيوخ	trust	0.680
goodness	صلاح	trust	0.680
commendable	جدير بالثناء	trust	0.680
inspire	ألهم	trust	0.680
approve	يوافق	trust	0.680
confide	كشف السر	trust	0.680
professional	المحترفين	trust	0.680
familiarity	معرفة	trust	0.680
leader	زعيم	trust	0.680
confirmed	تم تأكيد	trust	0.680
acceptance	قبول	trust	0.680
benevolence	خير	trust	0.672
dignity	كرامة	trust	0.672
harmoniously	وئام	trust	0.672
mastery	تمكن	trust	0.672
unwavering	غير متموج	trust	0.672
accredited	معتمد	trust	0.672
healing	شفاء	trust	0.672
encyclopedia	موسوعة	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	قدس	trust	0.672
cohesive	متماسك	trust	0.672
covenant	عهد	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	لا عيب فيه	trust	0.672
safe	آمنة	trust	0.672
intelligent	ذكي	trust	0.672
merit	ميزة	trust	0.664
impeccable	معصوم من الخطأ	trust	0.664
affirmatively	بالإيجاب	trust	0.664
spiritual	روحي	trust	0.664
advocate	المؤيد	trust	0.664
team	الفريق	trust	0.664
heroic	بطولي	trust	0.664
communicate	نقل	trust	0.664
disciple	المريد	trust	0.664
expert	خبير	trust	0.664
proficient	بارع	trust	0.664
specialist	متخصص	trust	0.664
ambassador	سفير	trust	0.664
accept	قبول	trust	0.664
attestation	تصديق	trust	0.664
supporting	دعم	trust	0.664
reliance	اعتماد	trust	0.664
authority	السلطة	trust	0.664
accountability	المسائلة	trust	0.664
guidebook	دليل	trust	0.664
fulfillment	تحقيق	trust	0.664
strengthening	تقوية	trust	0.661
familiar	مألوف	trust	0.656
facts	حقائق	trust	0.656
achieve	التوصل	trust	0.656
warranty	ضمان	trust	0.656
structure	بناء	trust	0.656
steadfast	ثابت	trust	0.656
favorable	ملائم	trust	0.656
counsel	مستشار قانوني	trust	0.656
relationship	صلة	trust	0.656
scientific	علمي	trust	0.656
gentleman	انسان محترم	trust	0.656
strength	قوة	trust	0.656
elder	المسنين	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	قداسة	trust	0.656
excellent	ممتاز	trust	0.656
proficiency	مهارة	trust	0.656
constancy	ثبات	trust	0.656
defended	دافع	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	اعتمد	trust	0.648
heroism	بطولة	trust	0.648
peaceful	امن	trust	0.648
competency	جدارات	trust	0.648
assuredly	بالتأكيد	trust	0.648
brother	شقيق	trust	0.648
counselor	مستشار	trust	0.648
successful	ناجح	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	محمي	trust	0.648
saint	قديس	trust	0.648
harmony	انسجام	trust	0.648
matrimony	نكاح	trust	0.648
noble	النبيل	trust	0.648
inspiration	وحي	trust	0.648
academic	أكاديمي	trust	0.648
assist	مساعدة	trust	0.648
agreed	متفق عليه	trust	0.648
uphold	دعم	trust	0.648
comrade	رفيق	trust	0.648
lovable	محبوب	trust	0.648
advisable	المستحسن	trust	0.648
solidarity	تضامن	trust	0.648
worthy	ذو قيمة	trust	0.643
durability	متانة	trust	0.641
coexist	تعايش	trust	0.641
assure	ضمان	trust	0.641
establish	إنشاء	trust	0.641
benefactor	فاعل خير	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	قيادة	trust	0.641
loving	محب	trust	0.641
teacher	مدرس	trust	0.641
judiciary	السلطة القضائية	trust	0.641
conscientious	منجز وفقا لما يمليه الضمير	trust	0.641
confidence	الثقة	trust	0.641
lawful	قانوني	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	رسامة	trust	0.641
champion	بطل	trust	0.641
unity	وحدة	trust	0.641
legal	قانوني	trust	0.641
kind	طيب القلب	trust	0.641
credence	تصديق	trust	0.641
real	حقيقة	trust	0.641
doctor	طبيب	trust	0.641
intimate	حميم	trust	0.634
hopeful	متفائل	trust	0.633
fortitude	ثبات	trust	0.633
physician	الطبيب المعالج	trust	0.633
brotherly	أخوي	trust	0.633
aspiration	الدخول الى الجسم	trust	0.633
convincing	مقنع	trust	0.633
sanctification	تقديس	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	إجلال أو بيعة أو احترام	trust	0.633
courageous	شجاع	trust	0.633
soundness	صحة	trust	0.633
legitimacy	شرعية	trust	0.633
endorse	تأييد	trust	0.633
fidelity	الاخلاص	trust	0.633
bless	بارك	trust	0.633
judicial	قضائي	trust	0.633
important	مهم	trust	0.633
saintly	طاهر	trust	0.633
conscience	ضمير	trust	0.633
therapeutic	علاجي	trust	0.633
authorize	يأذن	trust	0.633
devotional	تعبدي	trust	0.633
practiced	تمارس	trust	0.633
backbone	العمود الفقري	trust	0.633
approved	وافق	trust	0.633
evident	واضح	trust	0.625
encourage	التشجيع	trust	0.625
caretaker	ناظر	trust	0.625
regard	يتعلق	trust	0.625
angel	ملاك	trust	0.625
engaged	مخطوب	trust	0.625
blessing	بركة	trust	0.625
professorship	أستاذية	trust	0.625
majestic	مهيب	trust	0.625
communication	الاتصالات	trust	0.625
purify	طهر	trust	0.625
authorization	تفويض	trust	0.625
wonderful	رائع	trust	0.625
achievement	موهلات	trust	0.625
fireman	رجل الاطفاء	trust	0.625
certify	التصديق	trust	0.625
civilized	متحضر	trust	0.625
profound	عميق	trust	0.625
accurate	دقيق	trust	0.625
assured	مؤكد	trust	0.625
positivity	الإيجابية	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	جيد	trust	0.617
absolution	غفران	trust	0.617
commend	أثني	trust	0.617
cherish	نعتز به	trust	0.617
fundamental	أساسي	trust	0.617
advice	النصيحة	trust	0.617
objective	موضوعي	trust	0.617
optimism	التفاؤل	trust	0.617
testament	وصية	trust	0.617
qualities	الصفات	trust	0.617
haven	ملاذ	trust	0.617
heroine	بطلة	trust	0.617
constantly	باستمرار	trust	0.617
appreciation	تقدير	trust	0.617
triumphant	منتصر	trust	0.617
accord	اتفاق	trust	0.617
reassure	طمأن	trust	0.617
truce	هدنة	trust	0.617
thoughtful	وقور	trust	0.617
teach	علم	trust	0.617
god	الله	trust	0.617
corroborate	يثبت	trust	0.617
believer	مؤمن	trust	0.617
unimpeachable	لا يرقى إليه الشك	trust	0.617
surety	ضمانة	trust	0.617
attentive	منتبه	trust	0.617
gospel	الإنجيل	trust	0.617
bedrock	حجر الأساس	trust	0.617
approvement	approvement	trust	0.617
planning	تخطيط	trust	0.617
rational	معقول	trust	0.617
passionate	عاطفي	trust	0.617
happy	السعيدة	trust	0.609
babysitter	جليسه اطفال	trust	0.609
brilliant	متألق	trust	0.609
praise	مدح	trust	0.609
definitive	نهائي	trust	0.609
considerate	تراعي	trust	0.609
patron	كفيل	trust	0.609
scripture	الكتاب المقدس	trust	0.609
heal	شفاء - يشفى	trust	0.609
praiseworthy	جدير بالاطراء والثناء	trust	0.609
steward	مضيف	trust	0.609
awareness	وعي	trust	0.609
officer	ضابط	trust	0.609
purification	طهارة	trust	0.609
excel	تفوق	trust	0.609
civilization	حضارة	trust	0.609
liking	ميل	trust	0.609
comfort	راحة	trust	0.609
magnificence	روعة	trust	0.609
notary	كاتب عدل	trust	0.609
progression	تقدم	trust	0.609
mediator	وسيط	trust	0.609
blessings	سلم	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	نوصي	trust	0.609
brave	شجاع	trust	0.602
experienced	يختبر	trust	0.602
steady	ثابت	trust	0.602
enlightenment	تنوير	trust	0.602
brighten	سطع	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	تحقيق	trust	0.602
witness	الشاهد	trust	0.602
humility	تواضع	trust	0.602
sympathetic	ودي	trust	0.602
helpful	معاون، مساعد، مفيد، فاعل خير	trust	0.602
symmetry	تناظر	trust	0.602
unquestionable	لا يرقى إليه الشك	trust	0.602
peace	سلام	trust	0.602
transcendence	تجاوز	trust	0.602
serenity	راحة نفسية	trust	0.602
embrace	تعانق	trust	0.602
inspired	ربما	trust	0.602
mainstay	عماد	trust	0.602
unconditional	غير مشروط	trust	0.602
guarded	محروس	trust	0.602
identify	تحديد	trust	0.602
marry	تزوج	trust	0.594
grant	منحة	trust	0.594
depend	تعتمد	trust	0.594
complimentary	مجاني	trust	0.594
spouse	الزوج	trust	0.594
tranquility	الطمأنينة	trust	0.594
vigilant	اليقظة	trust	0.594
ministry	وزارة	trust	0.594
fairly	تماما	trust	0.594
philanthropic	خيري	trust	0.594
openly	بكل صراحة	trust	0.594
generous	كريم - سخي	trust	0.594
strengthen	تعزيز	trust	0.594
gratitude	امتنان	trust	0.594
befriend	بدين	trust	0.594
substantiate	إثبات	trust	0.594
praised	أشاد ومدح	trust	0.594
admiral	أميرال	trust	0.594
regent	وصي العرش	trust	0.594
sage	حكيم	trust	0.594
assessment	تقدير	trust	0.594
enlighten	تنوير	trust	0.594
eminence	ربوة	trust	0.594
commendation	توصية	trust	0.594
efficient	فعالة	trust	0.594
nurse	ممرضة	trust	0.594
visionary	حالم	trust	0.594
generosity	سخاء	trust	0.594
vigilance	يقظة	trust	0.594
endowment	هبة	trust	0.594
council	مجلس	trust	0.594
sweetheart	حبيبة القلب	trust	0.589
attest	يشهد	trust	0.586
prestige	هيبة	trust	0.586
serene	هادئ	trust	0.586
unfailing	لا يفتر	trust	0.586
testimony	شهادة	trust	0.586
checklist	قائمة تدقيق	trust	0.586
inheritance	ميراث	trust	0.586
monk	راهب	trust	0.586
godly	إلهي	trust	0.586
compliance	الالتزام	trust	0.586
rooted	راسخ	trust	0.586
constitutional	دستوري	trust	0.586
conservation	صيانة	trust	0.586
bylaw	نظام داخلي	trust	0.586
helper	المساعد	trust	0.586
joyful	سعيد	trust	0.586
collectively	جماعي	trust	0.586
meritorious	جدير بالتقدير	trust	0.586
acclaim	هتاف	trust	0.586
diplomacy	دبلوماسية	trust	0.586
educational	تربوي	trust	0.586
husbandry	زراعة	trust	0.586
share	شارك	trust	0.586
enjoying	تتمتع	trust	0.586
firmness	ثبات	trust	0.586
convince	إقناع	trust	0.586
designation	تعيين	trust	0.586
tribe	قبيلة	trust	0.586
victory	فوز	trust	0.586
magnificent	رائع	trust	0.586
lovely	جميل	trust	0.586
seniority	أقدمية	trust	0.586
angelic	ملائكي	trust	0.586
ambition	طموح	trust	0.586
father	الآب	trust	0.586
mate	زميل	trust	0.586
sobriety	رصانة	trust	0.586
revere	وقر	trust	0.586
delegate	مندوب	trust	0.586
navigator	ملاح	trust	0.578
watchdog	كلب الحراسة	trust	0.578
obey	الانصياع	trust	0.578
cheerfulness	مرح	trust	0.578
inviting	جذاب	trust	0.578
judge	القاضي	trust	0.578
irrefutable	لا يقبل الجدل	trust	0.578
philanthropist	محب الخير	trust	0.578
careful	حذر	trust	0.578
communion	طائفة	trust	0.578
coexisting	التعايش	trust	0.578
impartiality	نزاهة	trust	0.578
unquestioned	غير مفند	trust	0.578
upright	مستقيم	trust	0.578
authoritative	موثوق	trust	0.578
structural	الهيكلي	trust	0.578
convinced	مقتنع	trust	0.578
smile	ابتسامة	trust	0.578
commandant	قائد	trust	0.578
dutiful	مطيع	trust	0.578
shelter	مأوى	trust	0.578
revival	إحياء	trust	0.578
professor	دكتور جامعى	trust	0.578
adore	أعشق	trust	0.578
legalized	مصدقة	trust	0.578
punctual	دقيق	trust	0.570
counsellor	مستشار	trust	0.570
complement	تكملة	trust	0.570
corroboration	تأييد	trust	0.570
immaculate	طاهر، نظيف جدا، منظم جدا	trust	0.570
relative	نسبيا	trust	0.570
apostle	رسول	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	الضامة	trust	0.570
insure	تأمين	trust	0.570
plausible	معقول	trust	0.570
consult	شاور	trust	0.570
modest	متواضع	trust	0.570
measured	قياس	trust	0.570
pilot	طيار	trust	0.570
collaborator	متعاون	trust	0.570
advise	نصيحة	trust	0.570
cuddle	عناق	trust	0.570
ordinance	مرسوم	trust	0.570
compass	بوصلة	trust	0.570
guide	يرشد	trust	0.570
everlasting	أبدي	trust	0.570
adhering	الالتزام	trust	0.570
determinate	حاسم	trust	0.570
heavenly	سماوي	trust	0.570
principal	المالك	trust	0.570
abundance	وفرة	trust	0.570
matron	العاملة في المستشفي	trust	0.570
unequivocal	لا لبس فيه	trust	0.570
volunteers	المتطوعين	trust	0.570
pedigree	نسب	trust	0.570
unquestionably	بلا جدال	trust	0.570
pertinent	وثيقة الصلة	trust	0.562
devout	ورع	trust	0.562
curable	قابل للشفاء	trust	0.562
insight	تبصر	trust	0.562
congregation	مجمع	trust	0.562
admit	يعترف	trust	0.562
pleasant	ممتع	trust	0.562
vigorous	قوي	trust	0.562
fort	حصن	trust	0.562
remarkable	لافت للنظر	trust	0.562
content	يحتوى	trust	0.562
spotless	نظيف	trust	0.562
uplift	رفع	trust	0.562
compensate	تعويض	trust	0.562
lovemaking	حبهم	trust	0.562
jury	هيئة المحلفين	trust	0.562
jurist	فقيه	trust	0.562
soothing	مهدئ	trust	0.562
ordination	التنسيق	trust	0.562
cohesion	تماسك	trust	0.562
frankness	صراحة	trust	0.562
strong	قوي	trust	0.562
miracle	معجزة	trust	0.562
concordance	فهرس أبجدي	trust	0.562
applaud	نشيد	trust	0.562
prize	جائزة	trust	0.562
