word	Chinese (Simplified)-zh-CN	emotion	emotion-intensity-score
quicksilver	水银	surprise	0.422
originality	独创性	surprise	0.422
riddle	谜语	surprise	0.422
judgment	判断	surprise	0.422
enchant	蛊惑	surprise	0.422
stealth	隐形	surprise	0.422
veracity	准确性	surprise	0.414
elusive	难以捉摸	surprise	0.414
perjury	伪证	surprise	0.414
spirits	酒	surprise	0.414
liberation	解放	surprise	0.414
illegitimate	非法的	surprise	0.414
syncope	昏厥	surprise	0.414
experiment	实验	surprise	0.414
gambler	赌徒	surprise	0.406
eager	急于	surprise	0.406
inspired	启发	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	掌声	surprise	0.406
allure	引诱	surprise	0.406
parade	游行	surprise	0.406
princely	王侯	surprise	0.398
divorce	离婚	surprise	0.398
guess	猜测	surprise	0.398
burlesque	滑稽戏	surprise	0.398
secrecy	保密	surprise	0.398
aspiration	心愿	surprise	0.391
peri	围	surprise	0.391
cheerful	快乐	surprise	0.391
hermaphrodite	雌雄同体	surprise	0.391
supremacy	霸权	surprise	0.391
incontinence	失禁	surprise	0.391
inheritance	遗产	surprise	0.383
score	得分了	surprise	0.383
lose	失去	surprise	0.383
crowning	加冕	surprise	0.383
buck	降压	surprise	0.383
praiseworthy	可贵	surprise	0.383
cadaver	尸体	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	吞	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	欢跃的	surprise	0.375
mystic	神秘	surprise	0.375
succeed	成功	surprise	0.375
advance	提前	surprise	0.375
sparkle	火花	surprise	0.367
hope	希望	surprise	0.367
joker	滑稽角色	surprise	0.367
sensual	声色	surprise	0.367
excavation	挖掘	surprise	0.367
feeling	感觉	surprise	0.359
entertainment	娱乐	surprise	0.359
clown	小丑	surprise	0.352
newcomer	新人	surprise	0.352
modify	修改	surprise	0.352
award	奖	surprise	0.352
blessings	祝福	surprise	0.352
postponement	延期	surprise	0.352
obit	讣告	surprise	0.352
celebrity	名人	surprise	0.344
hero	英雄	surprise	0.344
start	开始	surprise	0.344
wonderfully	奇妙	surprise	0.344
highest	最高	surprise	0.344
proficiency	精通	surprise	0.344
glorify	荣耀	surprise	0.344
unbeaten	不败	surprise	0.336
memorable	难忘	surprise	0.336
sanctify	圣化	surprise	0.336
rekindle	重燃	surprise	0.336
optimism	乐观	surprise	0.336
warned	警告	surprise	0.336
prodigious	惊人	surprise	0.336
dissolution	解散	surprise	0.336
grin	微笑	surprise	0.336
admiration	钦佩	surprise	0.328
hypertrophy	肥大	surprise	0.328
present	当下	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	天使	surprise	0.320
examination	检查	surprise	0.320
catch	抓住	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	调情	surprise	0.312
puma	美洲狮	surprise	0.312
liberty	自由	surprise	0.312
kiss	吻	surprise	0.312
embrace	拥抱	surprise	0.312
occasional	偶然	surprise	0.312
treat	对待	surprise	0.312
saint	圣	surprise	0.312
scrimmage	混战	surprise	0.312
dismissal	解雇	surprise	0.312
perfection	完美	surprise	0.305
generosity	慷慨	surprise	0.305
gratify	取悦	surprise	0.305
saintly	圣洁	surprise	0.305
sally	出击	surprise	0.305
polarity	极性	surprise	0.297
finally	最后	surprise	0.297
differently	不同	surprise	0.297
palpable	明显的	surprise	0.297
warn	警告	surprise	0.297
ceremony	仪式	surprise	0.297
larger	大	surprise	0.297
favorable	有利	surprise	0.297
romance	浪漫	surprise	0.289
medal	勋章	surprise	0.289
inviting	诱人的	surprise	0.289
greeting	欢迎	surprise	0.289
candid	坦率	surprise	0.281
resignation	辞职	surprise	0.281
trip	旅	surprise	0.281
accolade	荣誉	surprise	0.281
labor	劳动	surprise	0.281
stare	盯	surprise	0.273
glimmer	微光	surprise	0.266
invite	邀请	surprise	0.266
somatic	体	surprise	0.266
admire	欣赏	surprise	0.266
immerse	沉浸	surprise	0.266
festival	节	surprise	0.266
mimicry	模仿	surprise	0.266
compensate	补偿	surprise	0.266
insolvency	破产	surprise	0.266
playful	调皮	surprise	0.266
complement	补充	surprise	0.258
receiving	接收	surprise	0.258
hypothesis	假设	surprise	0.258
laugh	笑	surprise	0.258
chuckle	暗笑	surprise	0.258
honeymoon	度蜜月	surprise	0.250
marry	结婚	surprise	0.242
independence	独立	surprise	0.242
opera	歌剧	surprise	0.242
pleasant	愉快	surprise	0.242
rhythmical	有板有眼	surprise	0.234
assessment	评定	surprise	0.234
hopeful	有希望	surprise	0.234
trophy	杯	surprise	0.234
holiness	圣洁	surprise	0.234
chant	呗	surprise	0.234
leave	离开	surprise	0.234
procession	游行	surprise	0.227
placard	标语牌	surprise	0.227
deal	合同	surprise	0.227
cherish	珍视	surprise	0.219
good	好	surprise	0.219
shopping	购物	surprise	0.219
musical	音乐	surprise	0.219
shell	贝壳	surprise	0.211
dawn	黎明	surprise	0.211
simplify	简化	surprise	0.211
purity	纯度	surprise	0.203
nullify	废止	surprise	0.203
money	钱	surprise	0.203
sweet	甜	surprise	0.203
morals	德	surprise	0.203
synchronize	同步	surprise	0.195
preservative	防腐剂	surprise	0.195
humanitarian	人道主义	surprise	0.195
unfulfilled	未了	surprise	0.195
precious	珍贵	surprise	0.195
obliging	随和	surprise	0.188
singularly	奇	surprise	0.188
foresee	预料	surprise	0.180
pray	祈祷	surprise	0.180
graduation	毕业	surprise	0.180
lovely	可爱	surprise	0.180
sun	太阳	surprise	0.172
art	艺术	surprise	0.172
mouth	口	surprise	0.172
youth	青年	surprise	0.172
thirst	口渴	surprise	0.172
young	年轻	surprise	0.164
goodness	善良	surprise	0.164
overdue	过期的	surprise	0.156
visor	帽舌	surprise	0.156
practiced	练	surprise	0.156
latent	潜	surprise	0.156
loyal	忠诚	surprise	0.148
expect	期望	surprise	0.148
destination	目的地	surprise	0.148
wireless	无线	surprise	0.148
quote	引用	surprise	0.141
slush	烂泥	surprise	0.141
infant	婴儿	surprise	0.141
cream	奶油	surprise	0.141
playground	操场	surprise	0.133
organization	组织	surprise	0.125
teach	教	surprise	0.125
vote	投票	surprise	0.125
smile	微笑	surprise	0.117
weight	重量	surprise	0.117
dolphin	海豚	surprise	0.117
sisterhood	姐妹	surprise	0.109
cable	电缆	surprise	0.109
sunny	晴朗	surprise	0.102
steady	稳定	surprise	0.094
leisure	闲暇	surprise	0.086
peaceful	平静的	surprise	0.086
spa	温泉	surprise	0.086
tree	树	surprise	0.078
picnic	野餐	surprise	0.078
worm	虫	surprise	0.055
truthfulness	真实性	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	可靠	trust	0.867
honest	诚实	trust	0.844
honesty	诚实	trust	0.844
honor	荣誉	trust	0.844
truth	真相	trust	0.844
truthful	真实	trust	0.836
trusting	信任的	trust	0.836
brotherhood	手足情谊	trust	0.820
entrust	委托	trust	0.812
committed	提交	trust	0.805
integrity	廉正	trust	0.805
loyalty	忠诚	trust	0.805
honorable	光彩	trust	0.805
credibility	可信性	trust	0.805
trust	相信	trust	0.805
faithful	可信	trust	0.797
sincere	真诚	trust	0.797
responsible	主管	trust	0.789
partnership	合伙	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	智慧	trust	0.789
oath	誓言	trust	0.781
verification	验证	trust	0.781
vow	发誓	trust	0.781
cooperative	合作社	trust	0.781
respectable	可敬	trust	0.773
credible	可信的	trust	0.773
hero	英雄	trust	0.773
sisterhood	姐妹	trust	0.773
promise	诺言	trust	0.773
verified	验证	trust	0.773
qualified	合格	trust	0.766
respected	尊敬	trust	0.766
authentication	认证	trust	0.766
compassion	同情	trust	0.759
reputable	信誉	trust	0.758
safekeeping	保管	trust	0.758
reliability	可靠性	trust	0.758
moral	道德	trust	0.758
love	爱	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	赞同	trust	0.758
stable	稳定	trust	0.750
friend	朋友	trust	0.750
genuine	真正	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	权限	trust	0.750
loyal	忠诚	trust	0.750
ally	盟友	trust	0.750
safeguard	保障	trust	0.750
companion	伴侣	trust	0.750
advised	建议	trust	0.750
authentic	真实	trust	0.750
respect	尊重	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	自由	trust	0.742
proven	证明	trust	0.742
respects	尊重	trust	0.742
faith	信仰	trust	0.742
wholesome	健康	trust	0.742
heartfelt	衷心	trust	0.734
unification	统一	trust	0.734
protecting	保护	trust	0.734
reassurance	放心	trust	0.734
admirable	令人钦佩	trust	0.734
trustee	受托人	trust	0.734
supporter	支持者	trust	0.734
confirmation	确认	trust	0.734
respectful	尊敬的	trust	0.734
alliance	联盟	trust	0.727
equality	平等	trust	0.727
friendship	友谊	trust	0.727
agreement	协议	trust	0.727
fact	事实	trust	0.727
confident	信心	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	相信	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	卓越	trust	0.727
credential	凭据	trust	0.727
closeness	亲近	trust	0.719
authenticate	认证	trust	0.719
intelligence	情报	trust	0.719
virtue	美德	trust	0.719
honored	荣幸	trust	0.719
virtuous	贤	trust	0.719
kindred	亲属	trust	0.719
charitable	慈善	trust	0.711
dedication	贡献	trust	0.711
guarantee	保证	trust	0.711
cooperation	合作	trust	0.711
creditable	NO TRANSLATION	trust	0.711
consistency	一致性	trust	0.711
allegiance	忠诚	trust	0.711
cooperating	合作	trust	0.711
straightforward	直截了当	trust	0.711
determination	决心	trust	0.711
justice	正义	trust	0.711
sanctuary	避难所	trust	0.703
nurture	培育	trust	0.703
innocent	无辜	trust	0.703
admire	欣赏	trust	0.703
assurance	保证	trust	0.703
morality	道德	trust	0.703
prepared	准备	trust	0.703
friendliness	友好	trust	0.703
reliable	可靠	trust	0.703
mentor	导师	trust	0.703
guardianship	监护	trust	0.703
fulfilled	完成	trust	0.703
reverence	尊敬	trust	0.703
proof	证明	trust	0.703
admiration	钦佩	trust	0.703
mother	母亲	trust	0.703
protected	保护	trust	0.703
motherhood	母亲	trust	0.703
marriage	婚姻	trust	0.695
skillful	熟练	trust	0.695
indestructible	坚不可摧	trust	0.695
guardian	监护人	trust	0.695
accountable	问责	trust	0.695
courage	勇气	trust	0.695
bodyguard	保镖	trust	0.695
agreeable	合适的	trust	0.695
scientist	科学家	trust	0.695
allied	联盟的	trust	0.695
compassionate	富于同情心的	trust	0.695
humanitarian	人道主义	trust	0.695
approving	满意的	trust	0.695
united	联合的	trust	0.695
pact	协议	trust	0.695
certified	认证	trust	0.695
morals	德	trust	0.695
esteem	尊重	trust	0.688
secure	安全	trust	0.688
perfection	完美	trust	0.688
guidance	指导	trust	0.688
competent	胜任	trust	0.688
authenticity	真伪	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	合理的	trust	0.688
humanity	人性	trust	0.688
solidity	坚固	trust	0.688
adviser	顾问	trust	0.688
pledge	保证	trust	0.688
believed	相信	trust	0.688
understanding	理解	trust	0.688
monogamy	一夫一妻制	trust	0.688
expertise	专门知识	trust	0.680
diplomatic	外交	trust	0.680
confidential	机密	trust	0.680
hope	希望	trust	0.680
protector	保护者	trust	0.680
agreeing	同意	trust	0.680
diligence	勤勉	trust	0.680
official	官方	trust	0.680
affirm	确认	trust	0.680
indivisible	不可分割	trust	0.680
grandfather	祖父	trust	0.680
humble	谦卑	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	拥护	trust	0.680
elders	长老	trust	0.680
goodness	善良	trust	0.680
commendable	值得称道	trust	0.680
inspire	启发	trust	0.680
approve	批准	trust	0.680
confide	信任	trust	0.680
professional	专业的	trust	0.680
familiarity	熟悉	trust	0.680
leader	领导	trust	0.680
confirmed	确认	trust	0.680
acceptance	验收	trust	0.680
benevolence	仁	trust	0.672
dignity	尊严	trust	0.672
harmoniously	和谐地	trust	0.672
mastery	征服	trust	0.672
unwavering	毫不动摇	trust	0.672
accredited	认可	trust	0.672
healing	复原	trust	0.672
encyclopedia	百科全书	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	圣化	trust	0.672
cohesive	凝聚力	trust	0.672
covenant	盟约	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	完美	trust	0.672
safe	安全	trust	0.672
intelligent	智能	trust	0.672
merit	值得	trust	0.664
impeccable	无可挑剔	trust	0.664
affirmatively	肯定地	trust	0.664
spiritual	精神	trust	0.664
advocate	主张	trust	0.664
team	球队	trust	0.664
heroic	英勇	trust	0.664
communicate	通信	trust	0.664
disciple	弟子	trust	0.664
expert	专家	trust	0.664
proficient	精通	trust	0.664
specialist	专家	trust	0.664
ambassador	大使	trust	0.664
accept	接受	trust	0.664
attestation	认证	trust	0.664
supporting	支持	trust	0.664
reliance	依赖	trust	0.664
authority	权威	trust	0.664
accountability	问责	trust	0.664
guidebook	指南	trust	0.664
fulfillment	履行	trust	0.664
strengthening	强化	trust	0.661
familiar	熟	trust	0.656
facts	事实	trust	0.656
achieve	实现	trust	0.656
warranty	保证	trust	0.656
structure	结构体	trust	0.656
steadfast	坚定	trust	0.656
favorable	有利	trust	0.656
counsel	法律顾问	trust	0.656
relationship	关系	trust	0.656
scientific	科学	trust	0.656
gentleman	绅士	trust	0.656
strength	强度	trust	0.656
elder	长老	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	圣洁	trust	0.656
excellent	优秀	trust	0.656
proficiency	精通	trust	0.656
constancy	恒常	trust	0.656
defended	辩护	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	依靠	trust	0.648
heroism	英雄主义	trust	0.648
peaceful	平静的	trust	0.648
competency	能力	trust	0.648
assuredly	无疑	trust	0.648
brother	哥哥	trust	0.648
counselor	顾问	trust	0.648
successful	成功	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	保护的	trust	0.648
saint	圣	trust	0.648
harmony	和谐	trust	0.648
matrimony	婚姻	trust	0.648
noble	高贵	trust	0.648
inspiration	灵感	trust	0.648
academic	学术的	trust	0.648
assist	助攻	trust	0.648
agreed	同意	trust	0.648
uphold	坚持	trust	0.648
comrade	同志	trust	0.648
lovable	可爱	trust	0.648
advisable	可取	trust	0.648
solidarity	团结	trust	0.648
worthy	值得	trust	0.643
durability	耐久力	trust	0.641
coexist	共存	trust	0.641
assure	保证	trust	0.641
establish	建立	trust	0.641
benefactor	恩人	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	领导	trust	0.641
loving	爱心	trust	0.641
teacher	老师	trust	0.641
judiciary	司法	trust	0.641
conscientious	有良心	trust	0.641
confidence	置信度	trust	0.641
lawful	合法	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	受戒	trust	0.641
champion	冠军	trust	0.641
unity	统一	trust	0.641
legal	法律	trust	0.641
kind	类	trust	0.641
credence	信任	trust	0.641
real	真实	trust	0.641
doctor	医生	trust	0.641
intimate	亲密	trust	0.634
hopeful	有希望	trust	0.633
fortitude	坚忍不拔	trust	0.633
physician	医师	trust	0.633
brotherly	兄弟的	trust	0.633
aspiration	心愿	trust	0.633
convincing	使人信服	trust	0.633
sanctification	圣化	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	尊敬	trust	0.633
courageous	勇敢	trust	0.633
soundness	稳健	trust	0.633
legitimacy	合法	trust	0.633
endorse	拥护	trust	0.633
fidelity	保真度	trust	0.633
bless	保佑	trust	0.633
judicial	司法	trust	0.633
important	重要	trust	0.633
saintly	圣洁	trust	0.633
conscience	良心	trust	0.633
therapeutic	治疗	trust	0.633
authorize	授权	trust	0.633
devotional	信仰的	trust	0.633
practiced	练	trust	0.633
backbone	骨干	trust	0.633
approved	批准	trust	0.633
evident	明显	trust	0.625
encourage	鼓励	trust	0.625
caretaker	管理人	trust	0.625
regard	看待	trust	0.625
angel	天使	trust	0.625
engaged	订婚	trust	0.625
blessing	祝福	trust	0.625
professorship	教授	trust	0.625
majestic	雄伟	trust	0.625
communication	通讯	trust	0.625
purify	净化	trust	0.625
authorization	授权	trust	0.625
wonderful	精彩	trust	0.625
achievement	成就	trust	0.625
fireman	消防队员	trust	0.625
certify	证明	trust	0.625
civilized	文明	trust	0.625
profound	深刻	trust	0.625
accurate	准确	trust	0.625
assured	保证	trust	0.625
positivity	阳性	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	好	trust	0.617
absolution	赦免	trust	0.617
commend	表彰	trust	0.617
cherish	珍视	trust	0.617
fundamental	基本的	trust	0.617
advice	忠告	trust	0.617
objective	目的	trust	0.617
optimism	乐观	trust	0.617
testament	遗嘱	trust	0.617
qualities	气质	trust	0.617
haven	避风港	trust	0.617
heroine	女英雄	trust	0.617
constantly	经常	trust	0.617
appreciation	升值	trust	0.617
triumphant	凯	trust	0.617
accord	符合	trust	0.617
reassure	再保证	trust	0.617
truce	休战	trust	0.617
thoughtful	周到	trust	0.617
teach	教	trust	0.617
god	神	trust	0.617
corroborate	证实	trust	0.617
believer	信徒	trust	0.617
unimpeachable	无可指责	trust	0.617
surety	保证	trust	0.617
attentive	细心	trust	0.617
gospel	福音	trust	0.617
bedrock	基岩	trust	0.617
approvement	approvement	trust	0.617
planning	规划	trust	0.617
rational	合理的	trust	0.617
passionate	多情	trust	0.617
happy	快乐	trust	0.609
babysitter	保姆	trust	0.609
brilliant	辉煌	trust	0.609
praise	赞美	trust	0.609
definitive	明确	trust	0.609
considerate	周到	trust	0.609
patron	顾客	trust	0.609
scripture	圣经	trust	0.609
heal	愈合	trust	0.609
praiseworthy	可贵	trust	0.609
steward	管家	trust	0.609
awareness	意识	trust	0.609
officer	官	trust	0.609
purification	纯化	trust	0.609
excel	高强	trust	0.609
civilization	文明	trust	0.609
liking	喜欢	trust	0.609
comfort	安慰	trust	0.609
magnificence	壮丽	trust	0.609
notary	公证	trust	0.609
progression	级数	trust	0.609
mediator	中间人	trust	0.609
blessings	祝福	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	推荐	trust	0.609
brave	勇敢	trust	0.602
experienced	有经验的	trust	0.602
steady	稳定	trust	0.602
enlightenment	启示	trust	0.602
brighten	变亮	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	履行	trust	0.602
witness	见证	trust	0.602
humility	谦逊	trust	0.602
sympathetic	有同情心	trust	0.602
helpful	有帮助	trust	0.602
symmetry	对称	trust	0.602
unquestionable	不容置疑	trust	0.602
peace	和平	trust	0.602
transcendence	超越	trust	0.602
serenity	宁静	trust	0.602
embrace	拥抱	trust	0.602
inspired	启发	trust	0.602
mainstay	支柱	trust	0.602
unconditional	无条件的	trust	0.602
guarded	守卫	trust	0.602
identify	鉴定	trust	0.602
marry	结婚	trust	0.594
grant	发放	trust	0.594
depend	依靠	trust	0.594
complimentary	免费	trust	0.594
spouse	伴侣	trust	0.594
tranquility	宁静	trust	0.594
vigilant	警惕	trust	0.594
ministry	部	trust	0.594
fairly	相当	trust	0.594
philanthropic	慈善	trust	0.594
openly	公然	trust	0.594
generous	慷慨	trust	0.594
strengthen	加强	trust	0.594
gratitude	感谢	trust	0.594
befriend	帮扶	trust	0.594
substantiate	证实	trust	0.594
praised	称赞	trust	0.594
admiral	上将	trust	0.594
regent	摄政	trust	0.594
sage	智者	trust	0.594
assessment	评定	trust	0.594
enlighten	开导	trust	0.594
eminence	隆起	trust	0.594
commendation	赞许	trust	0.594
efficient	高效	trust	0.594
