word	Shona-sn	emotion	emotion-intensity-score
disciple	mudzidzi	trust	0.664
expert	nyanzvi	trust	0.664
proficient	unyanzvi	trust	0.664
specialist	nyanzvi	trust	0.664
ambassador	ambassador	trust	0.664
accept	accept	trust	0.664
attestation	uchapupu	trust	0.664
supporting	kutsigira	trust	0.664
reliance	reliance	trust	0.664
authority	simba	trust	0.664
accountability	kuzvidavirira	trust	0.664
guidebook	bhuku rinotungamirira	trust	0.664
fulfillment	kuzadzika	trust	0.664
strengthening	kusimbisa	trust	0.661
familiar	vanoziva	trust	0.656
facts	chokwadi	trust	0.656
achieve	kubudirira	trust	0.656
warranty	warranty	trust	0.656
structure	chimiro	trust	0.656
steadfast	steadfast	trust	0.656
favorable	inofadza	trust	0.656
counsel	zano	trust	0.656
relationship	ukama	trust	0.656
scientific	sayenzi	trust	0.656
gentleman	gentleman	trust	0.656
strength	simba	trust	0.656
elder	mukoma	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	utsvene	trust	0.656
excellent	rakanaka	trust	0.656
proficiency	unyanzvi	trust	0.656
constancy	nguva dzose	trust	0.656
defended	defended	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	kuvimba	trust	0.648
heroism	heroin	trust	0.648
peaceful	rugare	trust	0.648
competency	competency	trust	0.648
assuredly	chokwadi	trust	0.648
brother	hanzvadzi konama	trust	0.648
counselor	mupi wezano	trust	0.648
successful	kubudirira	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	kudzivirira	trust	0.648
saint	saint	trust	0.648
harmony	harmony	trust	0.648
matrimony	matrimoni	trust	0.648
noble	anokudzwa	trust	0.648
inspiration	kufemerwa	trust	0.648
academic	mudzidzi	trust	0.648
assist	mubatsire	trust	0.648
agreed	akabvumirana	trust	0.648
uphold	uphold	trust	0.648
comrade	shamwari	trust	0.648
lovable	zvinodiwa	trust	0.648
advisable	zvinonzwisisika	trust	0.648
solidarity	kubatana	trust	0.648
worthy	akakodzera	trust	0.643
durability	durability	trust	0.641
coexist	coexist	trust	0.641
assure	vimbisa	trust	0.641
establish	simbisa	trust	0.641
benefactor	anobatsira	trust	0.641
relationships	NO TRANSLATION	trust	0.641
leading	kutungamirira	trust	0.641
loving	rudo	trust	0.641
teacher	mudzidzisi	trust	0.641
judiciary	judiciary	trust	0.641
conscientious	nehanya	trust	0.641
confidence	chivimbo	trust	0.641
lawful	zvinotenderwa	trust	0.641
mamma	NO TRANSLATION	trust	0.641
ordained	akagadzwa	trust	0.641
champion	champion	trust	0.641
unity	kubatana	trust	0.641
legal	zviri pamutemo	trust	0.641
kind	mutsa	trust	0.641
credence	kubvuma	trust	0.641
real	chaiye	trust	0.641
doctor	chiremba	trust	0.641
intimate	hwepedyo	trust	0.634
hopeful	tariro	trust	0.633
fortitude	simba	trust	0.633
physician	chiremba	trust	0.633
brotherly	hama	trust	0.633
aspiration	aspiration	trust	0.633
convincing	inogutsa	trust	0.633
sanctification	kucheneswa	trust	0.633
deepest	NO TRANSLATION	trust	0.633
homage	kunamata	trust	0.633
courageous	ushingi	trust	0.633
soundness	kuchena	trust	0.633
legitimacy	mutemo	trust	0.633
endorse	kutsigira	trust	0.633
fidelity	kutendeka	trust	0.633
bless	ropafadza	trust	0.633
judicial	magweta	trust	0.633
important	zvinokosha	trust	0.633
saintly	saintly	trust	0.633
conscience	hana	trust	0.633
therapeutic	therapeutic	trust	0.633
authorize	kugamuchira	trust	0.633
devotional	devotional	trust	0.633
practiced	zvaiitwa	trust	0.633
backbone	backbone	trust	0.633
approved	akabvumidzwa	trust	0.633
evident	zviri pachena	trust	0.625
encourage	kukurudzira	trust	0.625
caretaker	caretaker	trust	0.625
regard	hanya	trust	0.625
angel	ngirozi	trust	0.625
engaged	akabatanidzwa	trust	0.625
blessing	chikomborero	trust	0.625
professorship	professorship	trust	0.625
majestic	majestic	trust	0.625
communication	kukurukurirana	trust	0.625
purify	chichenesa	trust	0.625
authorization	chiremera	trust	0.625
wonderful	anoshamisa	trust	0.625
achievement	kubudirira	trust	0.625
fireman	fireman	trust	0.625
certify	certify	trust	0.625
civilized	rakabudirira	trust	0.625
profound	zvakadzama	trust	0.625
accurate	zvakarurama	trust	0.625
assured	akachengetedzwa	trust	0.625
positivity	positivity	trust	0.625
beliefs	NO TRANSLATION	trust	0.625
good	kugona	trust	0.617
absolution	absolution	trust	0.617
commend	rumbidzai	trust	0.617
cherish	cherish	trust	0.617
fundamental	primary	trust	0.617
advice	mazano	trust	0.617
objective	chinangwa	trust	0.617
optimism	tariro	trust	0.617
testament	testament	trust	0.617
qualities	unhu	trust	0.617
haven	haven	trust	0.617
heroine	heroine	trust	0.617
constantly	nguva dzose	trust	0.617
appreciation	kuonga	trust	0.617
triumphant	kukunda	trust	0.617
accord	accord	trust	0.617
reassure	vimbisa	trust	0.617
truce	truce	trust	0.617
thoughtful	kufunga	trust	0.617
teach	dzidzisa	trust	0.617
god	mwari	trust	0.617
corroborate	kutsigira	trust	0.617
believer	mutendi	trust	0.617
unimpeachable	unimpeachable	trust	0.617
surety	surety	trust	0.617
attentive	kunyatsoteerera	trust	0.617
gospel	vhangeri	trust	0.617
bedrock	bedrock	trust	0.617
approvement	kubvumirana	trust	0.617
planning	kuronga	trust	0.617
rational	rational	trust	0.617
passionate	passionate	trust	0.617
happy	anofara	trust	0.609
babysitter	babysitter	trust	0.609
brilliant	brilliant	trust	0.609
praise	rumbidzo	trust	0.609
definitive	definitive	trust	0.609
considerate	kufunga	trust	0.609
patron	patron	trust	0.609
scripture	Rugwaro	trust	0.609
heal	kurapa	trust	0.609
praiseworthy	kurumbidzwa	trust	0.609
steward	mutariri	trust	0.609
awareness	kuziva	trust	0.609
officer	mukuru	trust	0.609
purification	kucheneswa	trust	0.609
excel	zvakanakisisa	trust	0.609
civilization	hupfumi	trust	0.609
liking	liking	trust	0.609
comfort	nyaradzo	trust	0.609
magnificence	magnificence	trust	0.609
notary	notary	trust	0.609
progression	kufambira mberi	trust	0.609
mediator	murevereri	trust	0.609
blessings	maropafadzo	trust	0.609
vetted	NO TRANSLATION	trust	0.609
recommend	kurudzira	trust	0.609
brave	vakashinga	trust	0.602
experienced	vane ruzivo	trust	0.602
steady	zvakasimba	trust	0.602
enlightenment	kujekeswa	trust	0.602
brighten	kuchena	trust	0.602
nun	NO TRANSLATION	trust	0.602
fulfill	kuzadzisa	trust	0.602
witness	pupura	trust	0.602
humility	kuzvininipisa	trust	0.602
sympathetic	kunzwira tsitsi	trust	0.602
helpful	anobatsira	trust	0.602
symmetry	kuenzanisa	trust	0.602
unquestionable	kusanzwisisika	trust	0.602
peace	rugare	trust	0.602
transcendence	transcendence	trust	0.602
serenity	kunyarara	trust	0.602
embrace	embrace	trust	0.602
inspired	akafuridzirwa	trust	0.602
mainstay	mainstay	trust	0.602
unconditional	kusagadziriswa	trust	0.602
guarded	guarded	trust	0.602
identify	ona	trust	0.602
marry	kuroora	trust	0.594
grant	kupa	trust	0.594
depend	vanovimba	trust	0.594
complimentary	complimentary	trust	0.594
spouse	waroorana	trust	0.594
tranquility	runyararo	trust	0.594
vigilant	vakangwarira	trust	0.594
ministry	ushumiri	trust	0.594
fairly	fairly	trust	0.594
philanthropic	philanthropic	trust	0.594
openly	pachena	trust	0.594
generous	kupa	trust	0.594
strengthen	kusimbisa	trust	0.594
gratitude	kuonga	trust	0.594
befriend	shamwari	trust	0.594
substantiate	substantiate	trust	0.594
praised	kurumbidzwa	trust	0.594
admiral	admiral	trust	0.594
regent	regent	trust	0.594
sage	sage	trust	0.594
assessment	kuongorora	trust	0.594
enlighten	kujekesa	trust	0.594
eminence	eminence	trust	0.594
commendation	kurumbidzwa	trust	0.594
efficient	inoshanda	trust	0.594
nurse	mukoti	trust	0.594
visionary	visionary	trust	0.594
generosity	kupa	trust	0.594
vigilance	vakangwarira	trust	0.594
endowment	chipo	trust	0.594
council	kereke	trust	0.594
sweetheart	mudiwa	trust	0.589
attest	inopupura	trust	0.586
prestige	mukurumbira	trust	0.586
serene	serene	trust	0.586
unfailing	kusingagumi	trust	0.586
testimony	uchapupu	trust	0.586
checklist	checklist	trust	0.586
inheritance	nhaka	trust	0.586
monk	monki	trust	0.586
godly	Mwari	trust	0.586
compliance	kutevera	trust	0.586
rooted	rooted	trust	0.586
constitutional	constitutional	trust	0.586
conservation	kuchengetedza	trust	0.586
bylaw	lawlaw	trust	0.586
helper	mubatsiri	trust	0.586
joyful	kufara	trust	0.586
collectively	pamwe chete	trust	0.586
meritorious	zvakanaka	trust	0.586
acclaim	rumbidza	trust	0.586
diplomacy	diplomacy	trust	0.586
educational	dzidzo	trust	0.586
husbandry	chibage	trust	0.586
share	share	trust	0.586
enjoying	kunakidzwa	trust	0.586
firmness	kusimba	trust	0.586
convince	kugutsa	trust	0.586
designation	kudanwa	trust	0.586
tribe	rudzi	trust	0.586
victory	kukunda	trust	0.586
magnificent	zvinoshamisa	trust	0.586
lovely	lovely	trust	0.586
seniority	seniority	trust	0.586
angelic	ngirozi	trust	0.586
ambition	chido	trust	0.586
father	baba	trust	0.586
mate	mukomana	trust	0.586
sobriety	sobriety	trust	0.586
revere	kuremekedza	trust	0.586
delegate	nhume	trust	0.586
navigator	navigator	trust	0.578
watchdog	watchdog	trust	0.578
obey	teerera	trust	0.578
cheerfulness	kufara	trust	0.578
inviting	kukoka	trust	0.578
judge	mutongi	trust	0.578
irrefutable	risingagoneki	trust	0.578
philanthropist	philanthropist	trust	0.578
careful	chenjerera	trust	0.578
communion	kugungano	trust	0.578
coexisting	coexisting	trust	0.578
impartiality	kusasarura	trust	0.578
unquestioned	kusanzwisisika	trust	0.578
upright	vakarurama	trust	0.578
authoritative	ane kodzero	trust	0.578
structural	chimiro	trust	0.578
convinced	kugutsikana	trust	0.578
smile	kuseka	trust	0.578
commandant	mutungamiri	trust	0.578
dutiful	zvakashata	trust	0.578
shelter	pokugara	trust	0.578
revival	rumutsiriro	trust	0.578
professor	purofesa	trust	0.578
adore	adore	trust	0.578
legalized	zvakanyorwa	trust	0.578
punctual	nguva	trust	0.570
counsellor	mupi wezano	trust	0.570
complement	kuwirirana	trust	0.570
corroboration	corroboration	trust	0.570
immaculate	immaculate	trust	0.570
relative	hama	trust	0.570
apostle	mupostori	trust	0.570
earned	NO TRANSLATION	trust	0.570
connective	connective	trust	0.570
insure	insure	trust	0.570
plausible	zvinonzwisisika	trust	0.570
consult	bvunza	trust	0.570
modest	vanozvininipisa	trust	0.570
measured	chiyero	trust	0.570
pilot	pilota	trust	0.570
collaborator	mushandi	trust	0.570
advise	zano	trust	0.570
cuddle	cuddle	trust	0.570
ordinance	mitemo	trust	0.570
compass	kambasi	trust	0.570
guide	mutungamiri	trust	0.570
everlasting	nokusingaperi	trust	0.570
adhering	kunamatira	trust	0.570
determinate	determinate	trust	0.570
heavenly	kudenga	trust	0.570
principal	mukuru	trust	0.570
abundance	zvakawanda	trust	0.570
matron	matron	trust	0.570
unequivocal	unquivocal	trust	0.570
volunteers	vanozvipira	trust	0.570
pedigree	pedigree	trust	0.570
unquestionably	pasina mubvunzo	trust	0.570
pertinent	zvakakodzera	trust	0.562
devout	kuzvipira	trust	0.562
curable	kupora	trust	0.562
insight	njere	trust	0.562
congregation	ungano	trust	0.562
admit	bvuma	trust	0.562
pleasant	inofadza	trust	0.562
vigorous	simba	trust	0.562
fort	fort	trust	0.562
remarkable	anoshamisa	trust	0.562
content	content	trust	0.562
spotless	haina tsvina	trust	0.562
uplift	kukwidziridzwa	trust	0.562
compensate	kuripa	trust	0.562
lovemaking	lovemaking	trust	0.562
jury	jury	trust	0.562
jurist	jurist	trust	0.562
soothing	kunonyorera	trust	0.562
ordination	kugadziriswa	trust	0.562
cohesion	kubatana	trust	0.562
frankness	frankness	trust	0.562
strong	simba	trust	0.562
miracle	chishamiso	trust	0.562
concordance	concordance	trust	0.562
applaud	kuomba	trust	0.562
prize	mubayiro	trust	0.562
apostolic	apostolic	trust	0.562
succeeding	kubudirira	trust	0.562
vitality	simba	trust	0.562
treasurer	mubati wehomwe	trust	0.562
save	save	trust	0.562
earn	pfuma	trust	0.562
midwife	midwife	trust	0.555
discretion	kungwara	trust	0.555
worship	kunamata	trust	0.555
constant	nguva dzose	trust	0.555
foresight	foresight	trust	0.555
vote	vhoti	trust	0.555
cultivate	kukura	trust	0.555
impartial	kusarura	trust	0.555
illumination	kujekesa	trust	0.555
ambulance	ambulensi	trust	0.555
privacy	wega	trust	0.555
succeed	kubudirira	trust	0.555
providing	kupa	trust	0.555
veteran	veteran	trust	0.555
patience	kushivirira	trust	0.555
prophet	muporofita	trust	0.555
coach	coach	trust	0.555
intuition	intuition	trust	0.555
reconciliation	kuyananiswa	trust	0.555
defender	defender	trust	0.555
coalesce	coalesce	trust	0.555
mediate	mubvumirane	trust	0.555
precedence	precedence	trust	0.555
congruence	congruence	trust	0.555
buddy	shamwari	trust	0.555
reunion	reunion	trust	0.555
restorative	kudzorerazve	trust	0.555
destined	yakagadzirirwa	trust	0.555
physicist	physicist	trust	0.555
influential	ine simba	trust	0.555
exalt	exalt	trust	0.555
greatness	ukuru	trust	0.555
inclusion	kuiswa	trust	0.555
auditor	Auditor	trust	0.555
meditate	fungisisa	trust	0.555
betrothed	betrothed	trust	0.555
proud	vanozvikudza	trust	0.547
provide	kupa	trust	0.547
conciliation	conciliation	trust	0.547
ancestral	madzitateguru	trust	0.547
liberty	rusununguko	trust	0.547
durable	durable	trust	0.547
impenetrable	zvisingagoneki	trust	0.547
prudent	vakachenjera	trust	0.547
invocation	kukumbira	trust	0.547
engaging	kuita	trust	0.547
statement	statement	trust	0.547
rejoice	fara	trust	0.547
cheer	cheer	trust	0.547
eyewitness	eyewitness	trust	0.547
prevalent	yakawanda	trust	0.547
securities	securities	trust	0.547
friendly	shamwari	trust	0.547
salvation	ruponeso	trust	0.547
independence	kuzvimirira	trust	0.547
govern	govern	trust	0.547
forgive	kukanganwira	trust	0.547
commanding	commanding	trust	0.547
convent	convent	trust	0.547
reinforcement	reinforcement	trust	0.547
law	mutemo	trust	0.547
registry	registry	trust	0.547
temperate	kudzikama	trust	0.547
promises	NO TRANSLATION	trust	0.547
readiness	kugadzirira	trust	0.547
heritage	nhaka	trust	0.547
chronicle	chinyorwa	trust	0.539
uncensured	NO TRANSLATION	trust	0.539
ensemble	ensemble	trust	0.539
institute	institute	trust	0.539
applause	applause	trust	0.539
architecture	architecture	trust	0.539
obvious	pachena	trust	0.539
recovery	kupora	trust	0.539
inimitable	inimitable	trust	0.539
relevant	zvakakodzera	trust	0.539
responsive	responsive	trust	0.539
choices	NO TRANSLATION	trust	0.539
instructions	mirayiridzo	trust	0.539
define	define	trust	0.539
delightful	anofadza	trust	0.539
antidote	antidote	trust	0.539
admitting	admitting	trust	0.539
psalms	mapisarema	trust	0.539
stamina	stamina	trust	0.539
majority	vazhinji	trust	0.539
inoculation	inoculation	trust	0.539
perfect	akakwana	trust	0.539
obedience	kuteerera	trust	0.539
memorable	inokanganwa	trust	0.539
chastity	kuchena	trust	0.539
proctor	proctor	trust	0.539
watchman	NO TRANSLATION	trust	0.539
regularity	nguva dzose	trust	0.539
forefathers	madzitateguru	trust	0.539
immovable	kusununguka	trust	0.539
eager	vanoda	trust	0.539
aspiring	aspiring	trust	0.539
obliging	kusunga	trust	0.539
reinforcements	reinforcements	trust	0.539
tantamount	zvakadai	trust	0.539
exalted	exalted	trust	0.539
hospital	chipatara	trust	0.531
retirement	kurega basa	trust	0.531
strive	edza	trust	0.531
edification	kuvaka	trust	0.531
candid	candid	trust	0.531
deed	chiito	trust	0.531
school	chikoro	trust	0.531
cradle	chivako	trust	0.531
transcript	transcript	trust	0.531
accompaniment	accompaniment	trust	0.531
doubtless	pasina mubvunzo	trust	0.531
rescue	kununura	trust	0.531
seal	chisimbiso	trust	0.531
expedient	zvinobatsira	trust	0.531
ballot	ballot	trust	0.531
deliverance	kununurwa	trust	0.531
heavens	matenga	trust	0.531
fraternal	fraternal	trust	0.531
dependent	dependent	trust	0.531
answerable	inopindurwa	trust	0.531
center	pakati	trust	0.531
analyst	analyst	trust	0.531
firstborn	matangwe	trust	0.531
bloom	bloom	trust	0.531
inseparable	kusagadzikana	trust	0.531
bride	mwenga	trust	0.531
evergreen	evergreen	trust	0.531
princely	princely	trust	0.531
immunization	utachiona	trust	0.531
refuge	utiziro	trust	0.531
verily	verily	trust	0.531
omniscient	asingazivi	trust	0.531
terms	mazwi	trust	0.531
sponsor	rubatsiro	trust	0.531
approbation	kubvumirwa	trust	0.527
correctness	kururamisa	trust	0.523
elevation	elevation	trust	0.523
neighbor	muvakidzani	trust	0.523
unbroken	unbroken	trust	0.523
countenance	chiso	trust	0.523
hug	hug	trust	0.523
nobility	vanokudzwa	trust	0.523
paragon	paragon	trust	0.523
coronation	coronation	trust	0.523
celebration	kupemberera	trust	0.523
graduation	kupedza kudzidza	trust	0.523
commonwealth	commonwealth	trust	0.523
dictionary	duramazwi	trust	0.523
powerful	vane simba	trust	0.523
notable	anokosha	trust	0.523
account	nhoroondo	trust	0.523
winning	winning	trust	0.523
honeymoon	honeymoon	trust	0.523
improvement	kubudirira	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	mufundisi	trust	0.523
ratify	ratify	trust	0.523
connoisseur	connoisseur	trust	0.523
award	award	trust	0.523
taught	akadzidziswa	trust	0.523
adoration	adoration	trust	0.523
salutary	salutary	trust	0.523
captivate	captivate	trust	0.523
liberate	vakasununguka	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	laureate	trust	0.523
benedictory	benedictory	trust	0.523
feeling	kunzwa	trust	0.518
freely	pachena	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	ameni	trust	0.516
reverie	reverie	trust	0.516
organization	sangano	trust	0.516
framework	framework	trust	0.516
sentinel	sentinel	trust	0.516
advent	kuuya	trust	0.516
inform	zivisa	trust	0.516
committee	komiti	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	minded	trust	0.516
obstetrician	chiguniti	trust	0.516
enchanted	enchanted	trust	0.516
formative	formative	trust	0.516
tribunal	tribunal	trust	0.516
association	kushamwaridzana	trust	0.516
remedy	remedy	trust	0.516
credit	chikwereti	trust	0.516
nobleman	nobleman	trust	0.516
predominant	predominant	trust	0.516
measure	chiyero	trust	0.516
perpetuity	perpettuity	trust	0.516
fully	zvakakwana	trust	0.516
deserve	akakodzera	trust	0.516
tender	tete	trust	0.516
pray	kunyengetera	trust	0.516
confession	kureurura	trust	0.516
management	vatungamiri	trust	0.516
volunteer	kuzvipira	trust	0.509
instruct	dzidzisa	trust	0.508
virgin	mhandara	trust	0.508
constable	Constable	trust	0.508
reward	mubayiro	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	mupristi	trust	0.508
policy	mutemo	trust	0.508
confessional	confessional	trust	0.508
savor	kunhuwirira	trust	0.508
custodian	munyori	trust	0.508
vouch	vouch	trust	0.508
tolerance	kushivirira	trust	0.508
unsurpassed	isina kukwana	trust	0.508
venerable	kunamata	trust	0.508
forgiving	kukanganwira	trust	0.508
intact	zvakasimba	trust	0.508
diversity	kusiyana	trust	0.508
accolade	accolade	trust	0.508
philosopher	muzivi	trust	0.508
lieutenant	lieutenant	trust	0.508
shepherd	mufudzi	trust	0.508
courtship	kusangana	trust	0.508
sovereign	mambo	trust	0.508
medical	kurapa	trust	0.508
housewife	housewife	trust	0.508
automatic	zvinononoka	trust	0.508
patronage	patronage	trust	0.508
enable	simba	trust	0.508
admissible	zvinogamuchirwa	trust	0.508
beautification	beautification	trust	0.508
synchronize	synchronize	trust	0.500
info	info	trust	0.500
pontiff	pontiff	trust	0.500
retain	retain	trust	0.500
warden	warden	trust	0.500
majesty	ukuru	trust	0.500
infallibility	infallibility	trust	0.500
guru	guru	trust	0.500
apologetic	apologetic	trust	0.500
darling	mudiwa	trust	0.500
doctrine	dzidziso	trust	0.500
related	zvakabatana	trust	0.500
treasure	pfuma	trust	0.500
