word	Bulgarian-bg	emotion	emotion-intensity-score
terms	условия	trust	0.531
sponsor	спонсор	trust	0.531
approbation	одобрение	trust	0.527
correctness	правилност	trust	0.523
elevation	височина	trust	0.523
neighbor	съсед	trust	0.523
unbroken	несломен	trust	0.523
countenance	изражение	trust	0.523
hug	прегръдка	trust	0.523
nobility	благородство	trust	0.523
paragon	образец	trust	0.523
coronation	коронация	trust	0.523
celebration	празненство	trust	0.523
graduation	абитуриентски	trust	0.523
commonwealth	обединение на група държави	trust	0.523
dictionary	речник	trust	0.523
powerful	мощен	trust	0.523
notable	забележителен	trust	0.523
account	сметка	trust	0.523
winning	спечелване	trust	0.523
honeymoon	Меден месец	trust	0.523
improvement	подобрение	trust	0.523
ourselves	NO TRANSLATION	trust	0.523
chaplain	капелан	trust	0.523
ratify	ратифицират	trust	0.523
connoisseur	ценител	trust	0.523
award	награда	trust	0.523
taught	преподава	trust	0.523
adoration	обожание	trust	0.523
salutary	полезен	trust	0.523
captivate	покорявам	trust	0.523
liberate	освобождавам	trust	0.523
unimpeached	unimpeached	trust	0.523
laureate	лауреат	trust	0.523
benedictory	благославящ	trust	0.523
feeling	чувство	trust	0.518
freely	свободно	trust	0.516
compliment	NO TRANSLATION	trust	0.516
amen	амин	trust	0.516
reverie	блян	trust	0.516
organization	организация	trust	0.516
framework	рамка	trust	0.516
sentinel	страж	trust	0.516
advent	идване	trust	0.516
inform	информирам	trust	0.516
committee	комисия	trust	0.516
passwords	NO TRANSLATION	trust	0.516
minded	съмишленици	trust	0.516
obstetrician	акушер	trust	0.516
enchanted	омагьосан	trust	0.516
formative	формиращ	trust	0.516
tribunal	трибунал	trust	0.516
association	сдружаване	trust	0.516
remedy	лекарство	trust	0.516
credit	кредит	trust	0.516
nobleman	благородник	trust	0.516
predominant	преобладаващ	trust	0.516
measure	мярка	trust	0.516
perpetuity	вечност	trust	0.516
fully	напълно	trust	0.516
deserve	заслужавам	trust	0.516
tender	търг	trust	0.516
pray	моля	trust	0.516
confession	изповед	trust	0.516
management	управление	trust	0.516
volunteer	доброволец	trust	0.509
instruct	инструктирам	trust	0.508
virgin	девица	trust	0.508
constable	полицай	trust	0.508
reward	награда	trust	0.508
amour	NO TRANSLATION	trust	0.508
priest	свещеник	trust	0.508
policy	политика	trust	0.508
confessional	конфесионална	trust	0.508
savor	дъх	trust	0.508
custodian	попечител	trust	0.508
vouch	отговарям	trust	0.508
tolerance	толерантност	trust	0.508
unsurpassed	ненадминат	trust	0.508
venerable	почитан	trust	0.508
forgiving	незлобив	trust	0.508
intact	непокътнат	trust	0.508
diversity	разнообразие	trust	0.508
accolade	похвала	trust	0.508
philosopher	философ	trust	0.508
lieutenant	лейтенант	trust	0.508
shepherd	овчар	trust	0.508
courtship	ухажване	trust	0.508
sovereign	суверенен	trust	0.508
medical	медицински	trust	0.508
housewife	домакиня	trust	0.508
automatic	автоматичен	trust	0.508
patronage	патронаж	trust	0.508
enable	се даде възможност на	trust	0.508
admissible	допустим	trust	0.508
beautification	разкрасяване	trust	0.508
synchronize	синхронизирам	trust	0.500
info	инфо	trust	0.500
pontiff	архиерей	trust	0.500
retain	запази	trust	0.500
warden	надзирател	trust	0.500
majesty	величие	trust	0.500
infallibility	непогрешимост	trust	0.500
guru	гуру	trust	0.500
apologetic	извинителен	trust	0.500
darling	любимец	trust	0.500
doctrine	доктрина	trust	0.500
related	сроден	trust	0.500
treasure	съкровище	trust	0.500
infinity	безкрайност	trust	0.500
romantic	романтичен	trust	0.500
optimist	оптимист	trust	0.500
timing	синхронизиране	trust	0.500
undying	нестихващ	trust	0.500
personal	персонален	trust	0.500
gateway	врата	trust	0.500
instruction	инструкция	trust	0.500
backer	поддръжник	trust	0.500
watchful	бдителен	trust	0.500
badge	значка	trust	0.500
birth	раждане	trust	0.500
religions	NO TRANSLATION	trust	0.500
pious	благочестив	trust	0.500
indelible	незаличима	trust	0.500
superman	свръхчовек	trust	0.500
guard	охрана	trust	0.500
vindication	реабилитиране	trust	0.500
nerds	NO TRANSLATION	trust	0.500
alive	жив	trust	0.500
constitute	съставлява	trust	0.492
jubilant	ликуващ	trust	0.492
endow	надарявам	trust	0.492
improve	подобряване на	trust	0.492
contributor	сътрудник	trust	0.492
formality	формалност	trust	0.492
salute	поздрав	trust	0.492
inevitable	неизбежен	trust	0.492
proverbs	NO TRANSLATION	trust	0.492
umpire	арбитър	trust	0.492
grow	растат	trust	0.492
fellow	Колега	trust	0.492
popularity	популярност	trust	0.492
judgement	NO TRANSLATION	trust	0.492
spokesman	представител	trust	0.492
synonymous	синонимен	trust	0.492
hosannah	NO TRANSLATION	trust	0.492
church	църква	trust	0.492
hardy	издръжлив	trust	0.492
privy	клозет	trust	0.492
psalm	псалм	trust	0.492
efforts	NO TRANSLATION	trust	0.492
attraction	атракция	trust	0.492
grandchildren	внуци	trust	0.492
elegance	елегантност	trust	0.492
laudatory	хвалебствен	trust	0.492
sheriff	шериф	trust	0.492
radiance	сияние	trust	0.492
harbor	пристанище	trust	0.492
aspire	аспирирам	trust	0.492
musical	музикален	trust	0.492
chairman	председател	trust	0.492
moderator	забавител	trust	0.492
laudation	хвалебствие	trust	0.484
clean	чист	trust	0.484
arbiter	арбитър	trust	0.484
crowning	висш	trust	0.484
depth	дълбочина	trust	0.484
forecast	прогноза	trust	0.484
colonel	полковник	trust	0.484
hire	наем	trust	0.484
found	намерено	trust	0.484
armor	броня	trust	0.484
approbate	NO TRANSLATION	trust	0.484
favorite	любим	trust	0.484
voucher	ваучър	trust	0.484
affection	привързаност	trust	0.484
path	път	trust	0.484
referee	рефер	trust	0.484
police	полиция	trust	0.484
countryman	сънародник	trust	0.484
romance	романтика	trust	0.484
diagnosis	диагноза	trust	0.484
concord	съгласие	trust	0.484
enjoy	наслади се	trust	0.484
ranger	лесничей	trust	0.484
confess	признавам	trust	0.484
income	доход	trust	0.484
assembly	монтаж	trust	0.484
sweet	сладка	trust	0.484
like	като	trust	0.484
apologize	извинявам се	trust	0.477
sermon	проповед	trust	0.477
pastor	пастор	trust	0.477
matter	въпрос	trust	0.477
glory	слава	trust	0.477
lamb	агнешко	trust	0.477
lover	любовник	trust	0.477
putative	предполагаем	trust	0.477
expect	очаквам	trust	0.477
purely	чисто	trust	0.477
follow	последвам	trust	0.477
parliament	парламент	trust	0.477
counted	NO TRANSLATION	trust	0.477
nursery	детска ясла	trust	0.477
episcopal	епископски	trust	0.477
veracity	истинност	trust	0.477
mathematical	математически	trust	0.477
frank	откровен	trust	0.477
policeman	полицай	trust	0.477
word	дума	trust	0.477
consul	консул	trust	0.477
landmark	забележителност	trust	0.477
calculator	калкулатор	trust	0.477
sterling	солиден	trust	0.477
signature	подпис	trust	0.477
votive	обещан	trust	0.477
preponderance	превес	trust	0.477
sacrifice	жертва	trust	0.477
underwrite	подписвам	trust	0.469
bridesmaid	шаферка	trust	0.469
commission	комисионна	trust	0.469
passion	страст	trust	0.469
prefer	предпочитам	trust	0.469
recruits	новобранци	trust	0.469
cashier	касиер	trust	0.469
judicious	разумен	trust	0.469
immerse	Потопете	trust	0.469
uncritical	безкритичен	trust	0.469
effective	ефективен	trust	0.469
dove	гълъб	trust	0.469
tutelage	опекунство	trust	0.469
associate	сътрудник	trust	0.469
flagship	флагмански кораб	trust	0.469
religion	религия	trust	0.469
gain	печалба	trust	0.469
instructor	инструктор	trust	0.469
judgment	преценка	trust	0.469
title	заглавие	trust	0.469
regal	царствен	trust	0.469
author	автор	trust	0.469
top	връх	trust	0.469
tribune	трибуна	trust	0.469
eagerness	пламенност	trust	0.469
marshal	маршал	trust	0.469
mighty	могъщ	trust	0.469
intended	предназначено	trust	0.469
capacity	капацитет	trust	0.469
vicar	викарий	trust	0.469
partake	участвувам	trust	0.461
commerce	търговия	trust	0.461
magnetic	магнитен	trust	0.461
medal	медал	trust	0.461
courier	куриер	trust	0.461
socially	NO TRANSLATION	trust	0.461
enroll	записвам се	trust	0.461
necessarily	непременно	trust	0.461
lesson	урок	trust	0.461
custody	попечителство	trust	0.461
moorings	акостиране	trust	0.461
fortress	крепост	trust	0.461
aunt	леля	trust	0.461
bank	банка	trust	0.461
theological	богословски	trust	0.461
manage	управлявам	trust	0.461
eventually	NO TRANSLATION	trust	0.461
trade	търговия	trust	0.461
lifestyle	начин на живот	trust	0.461
consecration	освещаване	trust	0.461
admitted	допуснати	trust	0.461
crucial	решаващ	trust	0.461
