word	Zulu-zu	emotion	emotion-intensity-score
uncover	vula	surprise	0.562
jerk	jerk	surprise	0.562
reward	umvuzo	surprise	0.562
nefarious	nefarious	surprise	0.562
reappear	buyabuye	surprise	0.562
whim	i-whim	surprise	0.555
conjure	ukuthukuthela	surprise	0.555
crescendo	crescendo	surprise	0.555
zany	zany	surprise	0.555
thaumaturgy	thaumaturgy	surprise	0.555
illuminate	ukhanyisa	surprise	0.547
rescue	khulula	surprise	0.547
tantalizing	okuthakazelisayo	surprise	0.547
winner	onqobayo	surprise	0.547
heroism	ubuqhawe	surprise	0.547
rarity	i-rarity	surprise	0.547
ejaculation	ukujula	surprise	0.547
daze	shaze	surprise	0.547
unbridled	engavunyelwe	surprise	0.547
thwart	ukuphazamisa	surprise	0.547
treason	ukuhlubuka	surprise	0.539
punch	i-punch	surprise	0.539
insult	ukuthuka	surprise	0.539
lunge	lunge	surprise	0.539
illusion	inkohliso	surprise	0.539
lucky	lucky	surprise	0.539
interrupt	ukuphazamisa	surprise	0.539
cheer	sijabule	surprise	0.539
celebration	ukugubha	surprise	0.539
violation	ukwephulwa	surprise	0.539
marvel	kumangalisa	surprise	0.539
sensation	ukuzwa	surprise	0.531
fearfully	ngesaba	surprise	0.531
concealed	kufihlwe	surprise	0.531
banger	banger	surprise	0.531
affront	ukuhlukunyezwa	surprise	0.531
snag	snag	surprise	0.531
jest	NO TRANSLATION	surprise	0.531
veer	vala	surprise	0.523
wonder	isimanga	surprise	0.523
immediacy	ngokushesha	surprise	0.523
undiscovered	ayitholakali	surprise	0.523
abandonment	ukushiya	surprise	0.523
rejoice	thokozani	surprise	0.523
improvise	hlehlisa	surprise	0.523
majestic	mkhulu	surprise	0.523
scorpion	i-scorpion	surprise	0.523
victimized	bahlushwa	surprise	0.523
liberate	khulula	surprise	0.523
yelp	yelp	surprise	0.516
stealthily	ngokweqile	surprise	0.516
tickle	khathaza	surprise	0.516
chance	ithuba	surprise	0.516
howl	khala	surprise	0.516
swerve	swerve	surprise	0.508
reflex	reflex	surprise	0.508
rave	shaya	surprise	0.508
pop	pop	surprise	0.508
luck	inhlanhla	surprise	0.508
magnificent	kuhle kakhulu	surprise	0.508
transcendence	ukudlula	surprise	0.508
garish	gada	surprise	0.508
unintentionally	ngokungenhloso	surprise	0.508
pang	NO TRANSLATION	surprise	0.500
infrequent	okungajwayelekile	surprise	0.500
marvelous	kumangalisa	surprise	0.500
heroic	ubuqhawe	surprise	0.500
remarkable	ephawulekayo	surprise	0.500
fainting	ukuphelelwa amandla	surprise	0.500
slayer	umbulali	surprise	0.500
erotic	ukukhathazeka	surprise	0.500
enliven	enliven	surprise	0.500
alertness	ukuqapha	surprise	0.500
misbehavior	ukuziphatha okungalungile	surprise	0.500
embarrassment	amahloni	surprise	0.500
diversion	ukuphambukisa	surprise	0.500
unutterable	angenakuguquleka	surprise	0.492
nab	nab	surprise	0.492
camouflage	ukufihla	surprise	0.492
trump	icilongo	surprise	0.492
decoy	ukuhlonipha	surprise	0.492
exigent	NO TRANSLATION	surprise	0.492
chimera	chimera	surprise	0.492
infarct	i-infarct	surprise	0.492
birthday	usuku lokuzalwa	surprise	0.492
greatness	ubukhulu	surprise	0.492
zeal	intshiseko	surprise	0.484
prick	thinta	surprise	0.484
magician	umlingo	surprise	0.484
underestimate	ungathandeki	surprise	0.484
horde	i-horde	surprise	0.484
fanfare	fanfare	surprise	0.484
inexpressible	ezingenakuqhathaniswa	surprise	0.484
daemon	i-daemon	surprise	0.484
variable	okuguquguqukayo	surprise	0.484
curiosity	ilukuluku	surprise	0.484
gawk	gawk	surprise	0.477
unguarded	unguarded	surprise	0.477
chicane	i-chicane	surprise	0.477
fortune	inhlanhla	surprise	0.477
sneeze	sneeze	surprise	0.477
illumination	ukukhanya	surprise	0.477
incident	isigameko	surprise	0.477
dreadfully	ngesabekayo	surprise	0.477
strange	okungajwayelekile	surprise	0.477
subversive	ukuphikisa	surprise	0.477
reversal	ukuguqulwa	surprise	0.469
prowl	i-prowl	surprise	0.469
rapid	ngokushesha	surprise	0.469
leery	isilo	surprise	0.469
wizard	idijithali	surprise	0.469
coincidence	ukungahambi kahle	surprise	0.461
hilarious	hilarious	surprise	0.461
divergent	ukuhlukana	surprise	0.461
subito	NO TRANSLATION	surprise	0.461
break	ukuphuka	surprise	0.461
slip	slip	surprise	0.461
wonderful	amazing	surprise	0.453
hoax	ukuthula	surprise	0.453
winning	ukunqoba	surprise	0.453
overestimate	i-overestimatetimate	surprise	0.453
confession	ukuvuma	surprise	0.453
ordeal	ukuhlupheka	surprise	0.453
evanescence	evanescence	surprise	0.453
merriment	injabulo	surprise	0.453
raffle	shafle	surprise	0.453
stound	NO TRANSLATION	surprise	0.445
laughter	ukuhleka	surprise	0.445
enthusiast	umdlandla	surprise	0.445
splendid	ubuhle	surprise	0.445
feat	feat	surprise	0.445
perchance	ubuhle	surprise	0.445
excel	kakhulu	surprise	0.445
gambling	ukugembula	surprise	0.445
unintentional	ngokungenhloso	surprise	0.438
brighten	kukhanya	surprise	0.438
changeable	ingashintsha	surprise	0.438
rapt	ukuphumula	surprise	0.438
unique	ehlukile	surprise	0.438
splendor	ubukhazikhazi	surprise	0.438
senseless	engenangqondo	surprise	0.438
gift	isipho	surprise	0.430
fascination	ukuthakazelisa	surprise	0.430
trepidation	ukuthuthumela	surprise	0.430
stealthy	i-stealthy	surprise	0.430
fiesta	fiesta	surprise	0.430
delighted	Ngijabulile	surprise	0.430
lawsuit	icala	surprise	0.430
intrigue	intrigue	surprise	0.430
quicksilver	i-quicksilver	surprise	0.422
originality	ukuqala	surprise	0.422
riddle	imfumbe	surprise	0.422
judgment	isahlulelo	surprise	0.422
enchant	enchant	surprise	0.422
stealth	i-stealth	surprise	0.422
veracity	ubuqotho	surprise	0.414
elusive	ayikho	surprise	0.414
perjury	ukukhohlisa	surprise	0.414
spirits	imimoya	surprise	0.414
liberation	inkululeko	surprise	0.414
illegitimate	engekho emthethweni	surprise	0.414
syncope	i-syncope	surprise	0.414
experiment	ukuhlolwa	surprise	0.414
gambler	umgembula	surprise	0.406
eager	ukulangazelela	surprise	0.406
inspired	ephefumlelwe	surprise	0.406
fete	NO TRANSLATION	surprise	0.406
applause	ihlombe	surprise	0.406
allure	ukukhishwa	surprise	0.406
parade	i-parade	surprise	0.406
princely	ngobukhulu	surprise	0.398
divorce	isehlukaniso	surprise	0.398
guess	ukuqagela	surprise	0.398
burlesque	burlesque	surprise	0.398
secrecy	ukufihla	surprise	0.398
aspiration	isifiso	surprise	0.391
peri	isikhathi	surprise	0.391
cheerful	ujabule	surprise	0.391
hermaphrodite	i-hermaphrodite	surprise	0.391
supremacy	ukuphakama	surprise	0.391
incontinence	ukungabikho	surprise	0.391
inheritance	ifa	surprise	0.383
score	Umphumela	surprise	0.383
lose	ulahlekelwe	surprise	0.383
crowning	umqhele	surprise	0.383
buck	buck	surprise	0.383
praiseworthy	kuhlonishwa	surprise	0.383
cadaver	i-cadaver	surprise	0.383
compliment	NO TRANSLATION	surprise	0.375
gulp	gulp	surprise	0.375
camouflaged	NO TRANSLATION	surprise	0.375
frisky	frisky	surprise	0.375
mystic	i-mystic	surprise	0.375
succeed	phumelela	surprise	0.375
advance	phambili	surprise	0.375
sparkle	kukhanya	surprise	0.367
hope	ithemba	surprise	0.367
joker	i-joker	surprise	0.367
sensual	izinsizwa	surprise	0.367
excavation	ukuthungwa	surprise	0.367
feeling	ukuzwa	surprise	0.359
entertainment	ukuzijabulisa	surprise	0.359
clown	clown	surprise	0.352
newcomer	omusha	surprise	0.352
modify	guqula	surprise	0.352
award	umklomelo	surprise	0.352
blessings	izibusiso	surprise	0.352
postponement	ukuhlehliswa	surprise	0.352
obit	obit	surprise	0.352
celebrity	udumo	surprise	0.344
hero	hero	surprise	0.344
start	qala	surprise	0.344
wonderfully	ngokumangalisayo	surprise	0.344
highest	ephakeme kakhulu	surprise	0.344
proficiency	ubuchwepheshe	surprise	0.344
glorify	khazimulisa	surprise	0.344
unbeaten	unbeaten	surprise	0.336
memorable	khumbula	surprise	0.336
sanctify	ngcwelisa	surprise	0.336
rekindle	buyisela kabusha	surprise	0.336
optimism	ithemba	surprise	0.336
warned	waxwayiswa	surprise	0.336
prodigious	okuhle kakhulu	surprise	0.336
dissolution	ukuchithwa	surprise	0.336
grin	i-grin	surprise	0.336
admiration	ukubonga	surprise	0.328
hypertrophy	hypertrophy	surprise	0.328
present	okwamanje	surprise	0.320
hap	NO TRANSLATION	surprise	0.320
angel	ingelosi	surprise	0.320
examination	ukuhlolwa	surprise	0.320
catch	ukubamba	surprise	0.320
inaffable	NO TRANSLATION	surprise	0.312
flirt	ngothando	surprise	0.312
puma	puma	surprise	0.312
liberty	inkululeko	surprise	0.312
kiss	kiss	surprise	0.312
embrace	bamukela	surprise	0.312
occasional	ngezikhathi ezithile	surprise	0.312
treat	phatha	surprise	0.312
saint	isanta	surprise	0.312
scrimmage	scrimmage	surprise	0.312
dismissal	ukuxoshwa	surprise	0.312
perfection	ukuphelela	surprise	0.305
generosity	ukuphana	surprise	0.305
gratify	zijabulise	surprise	0.305
saintly	ingcwele	surprise	0.305
sally	sally	surprise	0.305
polarity	i-polarity	surprise	0.297
finally	ekugcineni	surprise	0.297
differently	ngokuhlukile	surprise	0.297
palpable	iphathekayo	surprise	0.297
warn	uxwayisa	surprise	0.297
ceremony	umkhosi	surprise	0.297
larger	sikhulu	surprise	0.297
favorable	kuhle	surprise	0.297
romance	uthando	surprise	0.289
medal	indondo	surprise	0.289
inviting	ukumema	surprise	0.289
greeting	ukubingelela	surprise	0.289
candid	u-candid	surprise	0.281
resignation	ukuyeka emsebenzini	surprise	0.281
trip	uhambo	surprise	0.281
accolade	ukuphoqa	surprise	0.281
labor	umsebenzi	surprise	0.281
stare	bheka	surprise	0.273
glimmer	glimmer	surprise	0.266
invite	umeme	surprise	0.266
somatic	somatic	surprise	0.266
admire	ngiyakubonga	surprise	0.266
immerse	cwilisa	surprise	0.266
festival	umkhosi	surprise	0.266
mimicry	ukulinganisa	surprise	0.266
compensate	ukubuyisela	surprise	0.266
insolvency	ukungabonakali	surprise	0.266
playful	ukudlala ukudlala	surprise	0.266
complement	uhlanganise	surprise	0.258
receiving	ukwamukela	surprise	0.258
hypothesis	i-hypothesis	surprise	0.258
laugh	ukuhleka	surprise	0.258
chuckle	chuckle	surprise	0.258
honeymoon	i-honeymoon	surprise	0.250
marry	ushade	surprise	0.242
independence	ukuzimela	surprise	0.242
opera	i-opera	surprise	0.242
pleasant	mnandi	surprise	0.242
rhythmical	isisindo	surprise	0.234
assessment	ukuhlolwa	surprise	0.234
hopeful	ithemba	surprise	0.234
trophy	i-trophy	surprise	0.234
holiness	ubungcwele	surprise	0.234
chant	chant	surprise	0.234
leave	shiya	surprise	0.234
procession	ukunyakaza	surprise	0.227
placard	ipaki	surprise	0.227
deal	ukuphatha	surprise	0.227
cherish	cherish	surprise	0.219
good	kuhle	surprise	0.219
shopping	bethenga	surprise	0.219
musical	umculo	surprise	0.219
shell	igobolondo	surprise	0.211
dawn	kusasa	surprise	0.211
simplify	lula	surprise	0.211
purity	ubumsulwa	surprise	0.203
nullify	ungenzi lutho	surprise	0.203
money	imali	surprise	0.203
sweet	elimnandi	surprise	0.203
morals	ukuziphatha	surprise	0.203
synchronize	vumelanisa	surprise	0.195
preservative	isilondolozi	surprise	0.195
humanitarian	ukusiza abantu	surprise	0.195
unfulfilled	engagcwaliseki	surprise	0.195
precious	okuyigugu	surprise	0.195
obliging	okuphoqelekile	surprise	0.188
singularly	ngokubodwa	surprise	0.188
foresee	ubheke phambili	surprise	0.180
pray	thandaza	surprise	0.180
graduation	ukuphothula iziqu	surprise	0.180
lovely	lovely	surprise	0.180
sun	ilanga	surprise	0.172
art	ubuciko	surprise	0.172
mouth	umlomo	surprise	0.172
youth	ubusha	surprise	0.172
thirst	ukoma	surprise	0.172
young	osemncane	surprise	0.164
goodness	ubuhle	surprise	0.164
overdue	kudlulile	surprise	0.156
visor	i-visor	surprise	0.156
practiced	kwenziwa	surprise	0.156
latent	ivuliwe	surprise	0.156
loyal	ethembekile	surprise	0.148
expect	lindela	surprise	0.148
destination	okuya khona	surprise	0.148
wireless	ezingenantambo	surprise	0.148
quote	ukucaphuna	surprise	0.141
slush	slush	surprise	0.141
infant	usana	surprise	0.141
cream	ukhilimu	surprise	0.141
playground	indawo yokudlala	surprise	0.133
organization	inhlangano	surprise	0.125
teach	fundisa	surprise	0.125
vote	uvote	surprise	0.125
smile	smile	surprise	0.117
weight	isisindo	surprise	0.117
dolphin	ihlengethwa	surprise	0.117
sisterhood	udadewabo	surprise	0.109
cable	ikhebula	surprise	0.109
sunny	ilanga	surprise	0.102
steady	ukuzinza	surprise	0.094
leisure	ukuzilibazisa	surprise	0.086
peaceful	ukuthula	surprise	0.086
spa	spa	surprise	0.086
tree	isihlahla	surprise	0.078
picnic	ipikinikini	surprise	0.078
worm	imbungu	surprise	0.055
truthfulness	iqiniso	trust	0.906
trusted	NO TRANSLATION	trust	0.883
trustworthy	uthembekile	trust	0.867
honest	uthembekile	trust	0.844
honesty	ukwethembeka	trust	0.844
honor	udumo	trust	0.844
truth	iqiniso	trust	0.844
truthful	iqiniso	trust	0.836
trusting	ukuthembela	trust	0.836
brotherhood	ubuzalwane	trust	0.820
entrust	faka	trust	0.812
committed	uzibophezele	trust	0.805
integrity	ubuqotho	trust	0.805
loyalty	ukwethembeka	trust	0.805
honorable	ihloniphekile	trust	0.805
credibility	ukwethembeka	trust	0.805
trust	ukwethemba	trust	0.805
faithful	ethembekile	trust	0.797
sincere	ngobuqotho	trust	0.797
responsible	unomthwalo wemfanelo	trust	0.789
partnership	ukubambisana	trust	0.789
true	NO TRANSLATION	trust	0.789
wisdom	ukuhlakanipha	trust	0.789
oath	isifungo	trust	0.781
verification	ukuqinisekiswa	trust	0.781
vow	isifungo	trust	0.781
cooperative	ukubambisana	trust	0.781
respectable	inhlonipho	trust	0.773
credible	ezithembekile	trust	0.773
hero	hero	trust	0.773
sisterhood	udadewabo	trust	0.773
promise	isithembiso	trust	0.773
verified	iqinisekisiwe	trust	0.773
qualified	aqeqeshiwe	trust	0.766
respected	ihlonishwa	trust	0.766
authentication	ukuqinisekiswa	trust	0.766
compassion	ububele	trust	0.759
reputable	ehloniphekile	trust	0.758
safekeeping	ukulondeka	trust	0.758
reliability	ukuthembeka	trust	0.758
moral	ukuziphatha	trust	0.758
love	uthando	trust	0.758
trusts	NO TRANSLATION	trust	0.758
approval	kuvunyelwe	trust	0.758
stable	uzinzile	trust	0.750
friend	umngane	trust	0.750
genuine	okuqotho	trust	0.750
friendships	NO TRANSLATION	trust	0.750
competence	ikhono	trust	0.750
loyal	ethembekile	trust	0.750
ally	umlingani	trust	0.750
safeguard	qapha	trust	0.750
companion	umngane	trust	0.750
advised	welulekwa	trust	0.750
authentic	okuyiqiniso	trust	0.750
respect	inhlonipho	trust	0.750
accepting	NO TRANSLATION	trust	0.742
freedom	inkululeko	trust	0.742
proven	kuqinisekisiwe	trust	0.742
respects	izihlonipho	trust	0.742
faith	ukholo	trust	0.742
wholesome	elihle	trust	0.742
heartfelt	ngokusuka enhliziyweni	trust	0.734
unification	ukuhlanganisa	trust	0.734
protecting	ukuvikela	trust	0.734
reassurance	ukuqinisekiswa	trust	0.734
admirable	admirable	trust	0.734
trustee	umphathiswa	trust	0.734
supporter	umsekeli	trust	0.734
confirmation	isiqinisekiso	trust	0.734
respectful	inhlonipho	trust	0.734
alliance	ukusebenzisana	trust	0.727
equality	ukulingana	trust	0.727
friendship	ubungane	trust	0.727
agreement	isivumelwano	trust	0.727
fact	iqiniso	trust	0.727
confident	uqiniseka	trust	0.727
confidentially	NO TRANSLATION	trust	0.727
believing	ukukholwa	trust	0.727
partners	NO TRANSLATION	trust	0.727
excellence	ubuhle	trust	0.727
credential	ukuqinisekiswa	trust	0.727
closeness	ukusondelana	trust	0.719
authenticate	qinisekisa	trust	0.719
intelligence	ukuhlakanipha	trust	0.719
virtue	ubuhle	trust	0.719
honored	ihlonishwe	trust	0.719
virtuous	ubuhle	trust	0.719
kindred	umndeni	trust	0.719
charitable	isihle	trust	0.711
dedication	ukuzinikezela	trust	0.711
guarantee	isiqinisekiso	trust	0.711
cooperation	ukubambisana	trust	0.711
creditable	imali	trust	0.711
consistency	ukuvumelana	trust	0.711
allegiance	ukuthembeka	trust	0.711
cooperating	ukubambisana	trust	0.711
straightforward	ngokuqondile	trust	0.711
determination	ukuzimisela	trust	0.711
justice	ubulungiswa	trust	0.711
sanctuary	indawo engcwele	trust	0.703
nurture	ukukhulisa	trust	0.703
innocent	engenacala	trust	0.703
admire	ngiyakubonga	trust	0.703
assurance	isiqinisekiso	trust	0.703
morality	ukuziphatha	trust	0.703
prepared	ulungiselelwe	trust	0.703
friendliness	ubuhlobo	trust	0.703
reliable	ethembekile	trust	0.703
mentor	umqeqeshi	trust	0.703
guardianship	ukunakekelwa	trust	0.703
fulfilled	yagcwaliseka	trust	0.703
reverence	ukuhlonipha	trust	0.703
proof	ubufakazi	trust	0.703
admiration	ukubonga	trust	0.703
mother	umama	trust	0.703
protected	ivikelwe	trust	0.703
motherhood	umama	trust	0.703
marriage	umshado	trust	0.695
skillful	ubuchule	trust	0.695
indestructible	engabhubhi	trust	0.695
guardian	umbheki	trust	0.695
accountable	ukuphendula	trust	0.695
courage	isibindi	trust	0.695
bodyguard	umlondolozi	trust	0.695
agreeable	uyavuma	trust	0.695
scientist	usosayensi	trust	0.695
allied	ihlangene	trust	0.695
compassionate	uzwela	trust	0.695
humanitarian	ukusiza abantu	trust	0.695
approving	ukuvuma	trust	0.695
united	ubumbene	trust	0.695
pact	isivumelwano	trust	0.695
certified	iqinisekisiwe	trust	0.695
morals	ukuziphatha	trust	0.695
esteem	ukuhlonishwa	trust	0.688
secure	evikelekile	trust	0.688
perfection	ukuphelela	trust	0.688
guidance	isiqondiso	trust	0.688
competent	abanekhono	trust	0.688
authenticity	ubuqiniso	trust	0.688
valor	NO TRANSLATION	trust	0.688
justifiable	kufanelekile	trust	0.688
humanity	isintu	trust	0.688
solidity	ukuqina	trust	0.688
adviser	umeluleki	trust	0.688
pledge	isibambiso	trust	0.688
believed	bakholwa	trust	0.688
understanding	ukuqonda	trust	0.688
monogamy	ukuzodwa komuntu	trust	0.688
expertise	ubuchwepheshe	trust	0.680
diplomatic	i-diplomatic	trust	0.680
confidential	okuyimfihlo	trust	0.680
hope	ithemba	trust	0.680
protector	umvikeli	trust	0.680
agreeing	uyavuma	trust	0.680
diligence	ukukhuthaza	trust	0.680
official	isikhulu	trust	0.680
affirm	qinisekisa	trust	0.680
indivisible	kungabonakali	trust	0.680
grandfather	umkhulu	trust	0.680
humble	uthobekile	trust	0.680
strongest	NO TRANSLATION	trust	0.680
advocacy	ukukhuthaza	trust	0.680
elders	abadala	trust	0.680
goodness	ubuhle	trust	0.680
commendable	kuncomeka	trust	0.680
inspire	khuthaza	trust	0.680
approve	vumela	trust	0.680
confide	uqinisekise	trust	0.680
professional	ochwepheshe	trust	0.680
familiarity	ukujwayela	trust	0.680
leader	umholi	trust	0.680
confirmed	kuqinisekisiwe	trust	0.680
acceptance	ukwamukelwa	trust	0.680
benevolence	ububele	trust	0.672
dignity	isithunzi	trust	0.672
harmoniously	ngokuvumelana	trust	0.672
mastery	ukuphatha	trust	0.672
unwavering	engaguquki	trust	0.672
accredited	kuvunyelwe	trust	0.672
healing	ukuphulukiswa	trust	0.672
encyclopedia	i-encyclopedia	trust	0.672
accepted	NO TRANSLATION	trust	0.672
sanctify	ngcwelisa	trust	0.672
cohesive	kuhlangene	trust	0.672
covenant	isivumelwano	trust	0.672
believes	NO TRANSLATION	trust	0.672
faultless	angenaphutha	trust	0.672
safe	ephephile	trust	0.672
intelligent	ohlakaniphile	trust	0.672
merit	kufanelekile	trust	0.664
impeccable	engacabangeki	trust	0.664
affirmatively	ngokuqinisekisayo	trust	0.664
spiritual	ngokomoya	trust	0.664
advocate	khuthaza	trust	0.664
team	ithimba	trust	0.664
heroic	ubuqhawe	trust	0.664
communicate	ukuxhumana	trust	0.664
disciple	umfundi	trust	0.664
expert	uchwepheshe	trust	0.664
proficient	uqeqeshiwe	trust	0.664
specialist	ochwepheshe	trust	0.664
ambassador	unxusa	trust	0.664
accept	yamukela	trust	0.664
attestation	ubufakazi	trust	0.664
supporting	ukusekela	trust	0.664
reliance	ukuthembela	trust	0.664
authority	igunya	trust	0.664
accountability	ukuphendula	trust	0.664
guidebook	ibhuku lokuqondisa	trust	0.664
fulfillment	ukugcwaliseka	trust	0.664
strengthening	ukuqinisa	trust	0.661
familiar	ajwayelekile	trust	0.656
facts	amaqiniso	trust	0.656
achieve	ukufeza	trust	0.656
warranty	iwaranti	trust	0.656
structure	isakhiwo	trust	0.656
steadfast	ukuqina	trust	0.656
favorable	kuhle	trust	0.656
counsel	iseluleko	trust	0.656
relationship	ubuhlobo	trust	0.656
scientific	isayensi	trust	0.656
gentleman	umlindi	trust	0.656
strength	amandla	trust	0.656
elder	umdala	trust	0.656
supports	NO TRANSLATION	trust	0.656
holiness	ubungcwele	trust	0.656
excellent	kuhle kakhulu	trust	0.656
proficiency	ubuchwepheshe	trust	0.656
constancy	njalo	trust	0.656
defended	ivikelekile	trust	0.656
accepts	NO TRANSLATION	trust	0.648
rely	bathembele	trust	0.648
heroism	ubuqhawe	trust	0.648
peaceful	ukuthula	trust	0.648
competency	ukufaneleka	trust	0.648
assuredly	ngokuqinisekile	trust	0.648
brother	umfowethu	trust	0.648
counselor	umeluleki	trust	0.648
successful	uphumelele	trust	0.648
unconditionally	NO TRANSLATION	trust	0.648
protective	ukuvikela	trust	0.648
saint	isanta	trust	0.648
harmony	ukuvumelana	trust	0.648
matrimony	umshado	trust	0.648
noble	ohloniphekile	trust	0.648
inspiration	ugqozi	trust	0.648
academic	isikole	trust	0.648
assist	ukusiza	trust	0.648
agreed	kuvunyelwene	trust	0.648
uphold	uphakamisa	trust	0.648
comrade	umngane	trust	0.648
