word	Bengali-bn	emotion	emotion-intensity-score
luxury	বিলাসিতা	trust	0.406
tree	গাছ	trust	0.406
legislator	বিধানকর্তা	trust	0.406
executor	নির্বাহক	trust	0.406
leisure	অবসর	trust	0.406
system	পদ্ধতি	trust	0.406
fitting	মানানসই	trust	0.406
trophy	ট্রফি	trust	0.406
nation	জাতি	trust	0.406
glorify	কীর্তন করা	trust	0.406
linguist	ভাষাবিৎ	trust	0.406
extol	উচ্চপ্রশংসা করা	trust	0.406
dermatologist	ত্বক্-বিশেষজ্ঞ	trust	0.406
judged	বিচার	trust	0.406
sanction	অনুমোদন	trust	0.406
relancer	NO TRANSLATION	trust	0.406
reimbursement	পরিশোধ	trust	0.406
patrol	চৌকি	trust	0.406
abacus	গণনা-যন্ত্রবিশেষ	trust	0.406
radar	রাডার	trust	0.406
budget	বাজেট	trust	0.406
deluxe	শোভন	trust	0.398
intense	তীব্র	trust	0.398
explain	ব্যাখ্যা করা	trust	0.398
gentry	ভদ্রসম্প্রদায়	trust	0.398
quaint	উদ্ভট	trust	0.398
parietal	প্রাচীর-সম্বন্ধীয়	trust	0.398
barter	বিনিময়	trust	0.398
pursue	অন্বেষণ করা	trust	0.398
clearance	পরিষ্করণ	trust	0.398
popular	জনপ্রিয়	trust	0.398
ground	স্থল	trust	0.398
depository	ডালা	trust	0.398
journalism	সাংবাদিকতা	trust	0.398
electorate	নির্বাচকমণ্ডলী	trust	0.398
climax	শীর্ষবিন্দু	trust	0.398
fain	NO TRANSLATION	trust	0.398
glow	ভাস	trust	0.398
yearning	লিপ্সা	trust	0.398
neutral	নিরপেক্ষ	trust	0.398
paths	NO TRANSLATION	trust	0.398
nest	নীড়	trust	0.398
clan	বংশ	trust	0.398
merchandise	পণ্যদ্রব্য	trust	0.398
favs	NO TRANSLATION	trust	0.398
iron	লোহা	trust	0.398
eulogy	বাখান	trust	0.398
accounts	অ্যাকাউন্ট	trust	0.391
regardless	NO TRANSLATION	trust	0.391
horse	ঘোড়া	trust	0.391
gay	গে	trust	0.391
usher	নকীব	trust	0.391
paean	বিজয়গাথা	trust	0.391
chandler	দোকানদার	trust	0.391
collins	NO TRANSLATION	trust	0.391
star	তারকা	trust	0.391
recline	আরাম করা	trust	0.391
homie	NO TRANSLATION	trust	0.391
intercession	মধ্যস্থতা	trust	0.391
escort	সহচর	trust	0.391
cube	ঘনক্ষেত্র	trust	0.391
follower	শিষ্য	trust	0.391
armory	অস্ত্রাগার	trust	0.391
surrogate	প্রতিনিধি	trust	0.391
baggage	লটবহর	trust	0.391
downright	নিতান্ত	trust	0.391
stages	NO TRANSLATION	trust	0.391
eulogistic	প্রশংসাবাদপূর্ণ	trust	0.391
messenger	বার্তাবহ	trust	0.391
grin	কষ্টহাসি	trust	0.391
translation	অনুবাদ	trust	0.391
deal	লেনদেন	trust	0.391
lean	রোগা	trust	0.383
encomiastic	NO TRANSLATION	trust	0.383
label	লেবেল	trust	0.383
fortune	ভাগ্য	trust	0.383
series	ক্রম	trust	0.383
crisp	খাস্তা	trust	0.383
plaudit	NO TRANSLATION	trust	0.383
curfew	নিষ্প্রদীপ	trust	0.383
leaning	পক্ষপাতী	trust	0.383
larger	বৃহত্তর	trust	0.383
possess	ভোগদখল করা	trust	0.383
gage	জামিন	trust	0.383
edited	NO TRANSLATION	trust	0.383
bounty	খয়রাত	trust	0.383
bartender	মদের দোকানের পরিবেষক	trust	0.383
someday	NO TRANSLATION	trust	0.383
reparation	ক্ষতিপূরণ	trust	0.383
culinary	রন্ধনসম্পর্কীয়	trust	0.383
faculty	দক্ষতা	trust	0.383
clapping	হাততালি	trust	0.375
general	সাধারণ	trust	0.375
sex	লিঙ্গ	trust	0.375
personalities	NO TRANSLATION	trust	0.375
assessor	করনির্ধারক	trust	0.375
confederate	সন্ধিসূত্রে আবদ্ধ	trust	0.375
desires	NO TRANSLATION	trust	0.375
differences	পার্থক্য	trust	0.375
bouquet	ফুলের তোড়া	trust	0.375
adjust	সমন্বয় করা	trust	0.375
cover	আবরণ	trust	0.375
berminat	NO TRANSLATION	trust	0.375
picnic	পিকনিক	trust	0.375
jual	NO TRANSLATION	trust	0.375
disclaim	দাবি ত্যাগ করা	trust	0.367
knickers	নিকার্বোকার্	trust	0.367
garrison	সৈন্য সরবরাহ করা	trust	0.367
dogma	মতবাদ	trust	0.367
microscope	অণুবীক্ষণ	trust	0.367
senate	ব্যবস্থাপক সভা	trust	0.367
nestle	বাসা বাঁধা	trust	0.367
dolphin	শুশুক	trust	0.367
bristol	NO TRANSLATION	trust	0.367
marine	সামুদ্রিক	trust	0.367
marrow	মজ্জা	trust	0.367
bargain	চুক্তি	trust	0.367
bursary	ছাত্রবৃত্তি	trust	0.367
cosmopolitan	বিশ্বজনীন	trust	0.367
bailiff	সাধ্যপাল	trust	0.367
pretty	চমত্কার	trust	0.367
swell	চিতান	trust	0.367
superstar	সুপারস্টার	trust	0.367
throne	সিংহাসন	trust	0.367
collateral	সমান্তরাল	trust	0.367
homosexual	সমরতি	trust	0.367
manual	ম্যানুয়াল	trust	0.367
magnet	চুম্বক	trust	0.367
periodicity	পর্যাবৃত্তি	trust	0.367
green	সবুজ	trust	0.359
eulogium	স্তুতিবাদ	trust	0.359
phalanx	বূ্যহ	trust	0.359
money	টাকা	trust	0.359
mortgagee	বন্ধক গ্রহীতা	trust	0.359
roadster	সাইকেল	trust	0.359
vulnerable	জেয়	trust	0.359
lettered	অক্ষরবিশিষ্ট	trust	0.359
circumstances	পরিস্থিতি	trust	0.359
boomerang	অস্ট্রেলিয়ার আদিবাসীদের অস্ত্রবিশেষ	trust	0.359
privileged	তৈরী	trust	0.359
promo	প্রচার	trust	0.359
calls	কল	trust	0.359
maxim	বচন	trust	0.359
fender	ফেন্ডার	trust	0.359
fade	বিলীন করা	trust	0.359
stark	ডাহা	trust	0.359
footing	পথ	trust	0.359
dance	নাচ	trust	0.359
aga	NO TRANSLATION	trust	0.359
crescendo	চড়া সুরে ত্তঠে এমনভাবে	trust	0.352
banker	মহাজন	trust	0.352
rave	আমোদ	trust	0.352
pocketbac	NO TRANSLATION	trust	0.352
show	প্রদর্শনী	trust	0.352
aneka	NO TRANSLATION	trust	0.352
poll	ভোটগ্রহণ	trust	0.352
laser	লেজার	trust	0.352
font	ফন্ট	trust	0.352
administrative	প্রশাসনিক	trust	0.352
seals	করুক	trust	0.352
suggest	সুপারিশ	trust	0.352
tactics	কার্যপদ্ধতি	trust	0.352
fuse	দ্রব করা	trust	0.352
axiomatic	স্বত: সিদ্ধ	trust	0.352
attorney	অ্যাটর্নি	trust	0.352
shoutout	NO TRANSLATION	trust	0.344
proviso	অনুবিধি	trust	0.344
dealt	NO TRANSLATION	trust	0.344
clap	হাততালির শব্দ	trust	0.344
dame	গৃহিণী	trust	0.344
playground	খেলার মাঠ	trust	0.344
entertainment	বিনোদন	trust	0.344
bounce	বড়াই	trust	0.344
endless	অবিরাম	trust	0.344
purr	গরগর আওয়াজ	trust	0.344
petit	NO TRANSLATION	trust	0.344
monde	NO TRANSLATION	trust	0.344
holder	ধারক	trust	0.344
servant	দাস	trust	0.344
lace	ফিতা	trust	0.344
white	সাদা	trust	0.344
weigh	তৌল করা	trust	0.344
cement	সিমেন্ট	trust	0.336
legislature	আইন-সভা	trust	0.336
carol	সংকীর্তন	trust	0.336
hairchalk	NO TRANSLATION	trust	0.336
repute	খ্যাতি	trust	0.336
lens	লেন্স	trust	0.336
shoulder	অংস	trust	0.336
food	খাদ্য	trust	0.336
county	বিভাগ	trust	0.336
opera	অপেরা	trust	0.336
estimation	প্রাক্কলন	trust	0.336
corporation	নিগম	trust	0.328
struggles	NO TRANSLATION	trust	0.328
canons	ধর্মীয় অনুশাসন অনুসারে	trust	0.328
gauging	gauging	trust	0.328
theory	তত্ত্ব	trust	0.328
karunia	NO TRANSLATION	trust	0.328
youll	NO TRANSLATION	trust	0.328
zeal	চাড়	trust	0.328
wear	পরিধান করা	trust	0.328
execution	ফাঁসি	trust	0.328
swear	শপথ	trust	0.328
aksesoris	NO TRANSLATION	trust	0.320
rod	যষ্টি	trust	0.320
pavement	ফুটপাথ	trust	0.320
cap	টুপি	trust	0.320
respon	NO TRANSLATION	trust	0.320
proxy	প্রক্সি	trust	0.320
sib	NO TRANSLATION	trust	0.320
behel	NO TRANSLATION	trust	0.320
heyday	পূর্ণবিকাশ	trust	0.320
unofficial	বেসরকারী	trust	0.320
darkest	NO TRANSLATION	trust	0.320
handgel	NO TRANSLATION	trust	0.320
pulsa	NO TRANSLATION	trust	0.320
girder	বেষ্টক	trust	0.320
sist	NO TRANSLATION	trust	0.320
sur	NO TRANSLATION	trust	0.320
disposed	বিন্যস্ত	trust	0.320
interior	অভ্যন্তর	trust	0.320
trans	NO TRANSLATION	trust	0.320
fill	পূরণ করা	trust	0.320
clerical	খ্রীষ্টীয় যাজকীয়	trust	0.320
veal	বাছুরের মাংস	trust	0.312
smith	সেকরা	trust	0.312
tema	NO TRANSLATION	trust	0.312
mau	NO TRANSLATION	trust	0.312
pill	পিল	trust	0.312
reseller	NO TRANSLATION	trust	0.312
prophylactic	প্রতিষেধক	trust	0.312
spaniel	কুকুরবিসেষ	trust	0.312
spa	স্পা	trust	0.312
romans	NO TRANSLATION	trust	0.312
imperfections	NO TRANSLATION	trust	0.312
holla	NO TRANSLATION	trust	0.312
gubernatorial	শাসক-সংক্রান্ত	trust	0.312
bruh	NO TRANSLATION	trust	0.312
dha	NO TRANSLATION	trust	0.305
secret	গোপন	trust	0.305
harga	NO TRANSLATION	trust	0.305
aquapix	NO TRANSLATION	trust	0.305
sundial	সূর্যঘড়ি	trust	0.305
thermometer	থার্মোমিটার	trust	0.305
actress	অভিনেত্রী	trust	0.305
presumption	অনুমান	trust	0.305
hermit	নির্জনবাসী	trust	0.305
warn	সতর্ক	trust	0.305
pake	NO TRANSLATION	trust	0.305
exception	ব্যতিক্রম	trust	0.305
divan	NO TRANSLATION	trust	0.297
resistance	সহ্য করার ক্ষমতা	trust	0.297
shopping	কেনাকাটা	trust	0.297
ganna	NO TRANSLATION	trust	0.297
wigan	NO TRANSLATION	trust	0.297
pin	পিন	trust	0.297
hairclip	NO TRANSLATION	trust	0.297
kita	NO TRANSLATION	trust	0.297
indonesia	NO TRANSLATION	trust	0.297
flatter	জপান	trust	0.297
ori	NO TRANSLATION	trust	0.297
tickle	সুড়সুড়ি	trust	0.297
carl	NO TRANSLATION	trust	0.297
pith	তরুমজ্জা	trust	0.297
pivot	পিভট	trust	0.297
tiket	NO TRANSLATION	trust	0.297
congressman	সভার সদস্য	trust	0.297
talaga	NO TRANSLATION	trust	0.297
hemat	NO TRANSLATION	trust	0.297
levee	নদীতীরের বাঁধ	trust	0.297
mandarin	ম্যান্ডারিন	trust	0.297
calf	বাছুর	trust	0.289
ribet	NO TRANSLATION	trust	0.289
gon	NO TRANSLATION	trust	0.289
zest	রূচি	trust	0.289
machine	মেশিন	trust	0.289
contagiously	NO TRANSLATION	trust	0.289
chicane	কপট	trust	0.289
owing	করিতে হইবে এমন	trust	0.289
challenges	NO TRANSLATION	trust	0.289
weight	ওজন	trust	0.289
insolvent	দেউলিয়া	trust	0.289
shorty	NO TRANSLATION	trust	0.289
flirt	ছিনাল	trust	0.281
tentang	NO TRANSLATION	trust	0.281
terbang	NO TRANSLATION	trust	0.281
mule	অশ্বতর	trust	0.281
surrender	আত্মসমর্পণ	trust	0.281
fiesta	ছুটির দিন	trust	0.281
fisheye	NO TRANSLATION	trust	0.281
florence	NO TRANSLATION	trust	0.281
gullible	অতিসরল	trust	0.281
regrets	NO TRANSLATION	trust	0.281
denying	আত্মত্যাগী	trust	0.281
celebrity	কীর্তি	trust	0.273
bisa	NO TRANSLATION	trust	0.273
chubby	নিটোল	trust	0.273
ejaculation	উল্লাসধ্বনি	trust	0.273
unik	NO TRANSLATION	trust	0.273
nigga	NO TRANSLATION	trust	0.273
congress	কংগ্রেস	trust	0.273
indent	সংভৃতক	trust	0.273
rejection	প্রত্যাখ্যান	trust	0.273
don	ডন	trust	0.273
autism	অটিজম	trust	0.273
conquer	জয় করা	trust	0.273
sappy	রসাত্মক	trust	0.273
jellylens	NO TRANSLATION	trust	0.273
antifungal	antifungal	trust	0.266
jodie	NO TRANSLATION	trust	0.266
fashion	ফ্যাশন	trust	0.266
khan	খান	trust	0.266
weakness	দুর্বলতা	trust	0.266
truck	ট্রাক	trust	0.266
sepatu	NO TRANSLATION	trust	0.266
bbw	NO TRANSLATION	trust	0.266
puff	বহান	trust	0.258
hai	NO TRANSLATION	trust	0.258
crumpled	NO TRANSLATION	trust	0.258
defeated	পরাজিত	trust	0.258
acrobat	মল্ল	trust	0.258
wadsworth	NO TRANSLATION	trust	0.258
stephanie	NO TRANSLATION	trust	0.258
dare	সাহস	trust	0.258
utk	NO TRANSLATION	trust	0.258
urs	NO TRANSLATION	trust	0.258
zealous	প্রবল উদ্দীপনাপূর্ণ	trust	0.258
minat	NO TRANSLATION	trust	0.258
rota	রোটা	trust	0.250
sadness	বিষণ্ণতা	trust	0.250
secrecy	নির্জনতা	trust	0.250
ella	NO TRANSLATION	trust	0.250
fabrication	জালিয়াতি	trust	0.250
bureaucracy	আমলাতন্ত্র	trust	0.250
obstacle	বাধা	trust	0.242
aku	NO TRANSLATION	trust	0.242
ting	NO TRANSLATION	trust	0.242
denial	অস্বীকার	trust	0.242
juga	NO TRANSLATION	trust	0.242
merchant	বণিক	trust	0.242
flange	চক্রের উন্নত পার্শ্ব	trust	0.242
alb	NO TRANSLATION	trust	0.234
murah	NO TRANSLATION	trust	0.234
xxx	NO TRANSLATION	trust	0.234
gusset	পোশাকের কোনো অংশ মজবুত করার বা বাড়ানোর জন্য বসানো পটি	trust	0.234
